energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.56178089,4.57601380,0.02890794,0.00000000,0.03644211,0.10866697,0.06883807,1.50225693,0.67171774,1.38293692
-5.55577789,4.64500591,0.02932194,0.00000000,0.03841525,0.11157114,0.07076238,1.52310224,0.68217651,1.40282353
-5.54977489,4.70039839,0.02964856,0.00000000,0.04050542,0.11440178,0.07260932,1.53963391,0.69120695,1.41795205
-5.54377189,4.74233321,0.02988878,0.00000000,0.04271439,0.11716080,0.07437060,1.55191662,0.69885664,1.42836271
-5.53776888,4.77119392,0.03004505,0.00000000,0.04504004,0.11985063,0.07603895,1.56008983,0.70519440,1.43418502
-5.53176588,4.78757518,0.03012109,0.00000000,0.04747567,0.12247318,0.07760807,1.56435841,0.71030457,1.43562774
-5.52576288,4.79224296,0.03012167,0.00000000,0.05000941,0.12502873,0.07907245,1.56498047,0.71428036,1.43296546
-5.51975988,4.78608782,0.03005234,0.00000000,0.05262376,0.12751481,0.08042710,1.56225301,0.71721673,1.42652270
-5.51375688,4.77007406,0.02991915,0.00000000,0.05529539,0.12992514,0.08166733,1.55649629,0.71920314,1.41665623
-5.50775388,4.74518774,0.02972833,0.00000000,0.05799515,0.13224875,0.08278843,1.54803774,0.72031684,1.40373691
-5.50175088,4.71238673,0.02948601,0.00000000,0.06068834,0.13446932,0.08378543,1.53719656,0.72061697,1.38813198
-5.49574787,4.67255588,0.02919798,0.00000000,0.06333531,0.13656486,0.08465290,1.52426959,0.72014000,1.37018885
-5.48974487,4.62646962,0.02886941,0.00000000,0.06589231,0.13850767,0.08538480,1.50951953,0.71889673,1.35022133
-5.48374187,4.57476440,0.02850477,0.00000000,0.06831265,0.14026478,0.08597441,1.49316599,0.71687121,1.32849900
-5.47773887,4.51792208,0.02810765,0.00000000,0.07054809,0.14179871,0.08641442,1.47537977,0.71402158,1.30524030
-5.47173587,4.45626510,0.02768075,0.00000000,0.07255036,0.14306858,0.08669708,1.45628077,0.71028276,1.28060948
-5.46573287,4.38996314,0.02722592,0.00000000,0.07427294,0.14403160,0.08681441,1.43593922,0.70557094,1.25471753
-5.45972986,4.31905059,0.02674422,0.00000000,0.07567275,0.14464475,0.08675854,1.41438030,0.69978962,1.22762678
-5.45372686,4.24345303,0.02623606,0.00000000,0.07671193,0.14486666,0.08652212,1.39159149,0.69283659,1.19935864
-5.44772386,4.16302080,0.02570137,0.00000000,0.07735946,0.14465954,0.08609870,1.36753218,0.68461174,1.16990389
-5.44172086,4.07756713,0.02513983,0.00000000,0.07759256,0.14399104,0.08548317,1.34214478,0.67502505,1.13923463
-5.43571786,3.98690830,0.02455102,0.00000000,0.07739790,0.14283605,0.08467214,1.31536657,0.66400419,1.10731705
-5.42971486,3.89090301,0.02393469,0.00000000,0.07677244,0.14117813,0.08366429,1.28714159,0.65150162,1.07412419
-5.42371186,3.78948871,0.02329090,0.00000000,0.07572391,0.13901076,0.08246059,1.25743186,0.63750038,1.03964768
-5.41770885,3.68271266,0.02262022,0.00000000,0.07427088,0.13633807,0.08106454,1.22622714,0.62201864,1.00390798
-5.41170585,3.57075606,0.02192383,0.00000000,0.07244245,0.13317528,0.07948216,1.19355305,0.60511262,0.96696238
-5.40570285,3.45395036,0.02120363,0.00000000,0.07027757,0.12954860,0.07772200,1.15947692,0.58687776,0.92891035
-5.39969985,3.33278482,0.02046228,0.00000000,0.06782389,0.12549477,0.07579501,1.12411137,0.56744832,0.88989617
-5.39369685,3.20790578,0.01970318,0.00000000,0.06513643,0.12106017,0.07371425,1.08761549,0.54699537,0.85010875
-5.38769385,3.08010783,0.01893045,0.00000000,0.06227591,0.11629964,0.07149469,1.05019382,0.52572346,0.80977876
-5.38169085,2.95031802,0.01814886,0.00000000,0.05930693,0.11127499,0.06915279,1.01209325,0.50386618,0.76917350
-5.37568784,2.81957437,0.01736371,0.00000000,0.05629603,0.10605337,0.06670616,0.97359827,0.48168090,0.72858983
-5.36968484,2.68900005,0.01658072,0.00000000,0.05330974,0.10070550,0.06417322,0.93502482,0.45944313,0.68834576
-5.36368184,2.55977490,0.01580592,0.00000000,0.05041265,0.09530392,0.06157278,0.89671323,0.43744057,0.64877115
-5.35767884,2.43310582,0.01504547,0.00000000,0.04766560,0.08992129,0.05892374,0.85902054,0.41596738,0.61019817
-5.35167584,2.31019732,0.01430557,0.00000000,0.04512409,0.08462881,0.05624482,0.82231264,0.39531866,0.57295188
-5.34567284,2.19222356,0.01359232,0.00000000,0.04283687,0.07949484,0.05355430,0.78695643,0.37578550,0.53734152
-5.33966983,2.08030275,0.01291162,0.00000000,0.04084480,0.07458369,0.05086980,0.75331239,0.35765057,0.50365275
-5.33366683,1.97547471,0.01226905,0.00000000,0.03918001,0.06995470,0.04820822,0.72172752,0.34118429,0.47214107
-5.32766383,1.87868183,0.01166980,0.00000000,0.03786538,0.06566151,0.04558556,0.69252902,0.32664165,0.44302677
-5.32166083,1.79075385,0.01111861,0.00000000,0.03691431,0.06175162,0.04301689,0.66601857,0.31425952,0.41649117
-5.31565783,1.71239621,0.01061973,0.00000000,0.03633075,0.05826605,0.04051629,0.64246733,0.30425436,0.39267444
-5.30965483,1.64418188,0.01017684,0.00000000,0.03610959,0.05523931,0.03809683,0.62211167,0.29682021,0.37167465
-5.30365183,1.58654634,0.00979303,0.00000000,0.03623724,0.05269934,0.03577054,0.60514948,0.29212690,0.35354810
-5.29764882,1.53978528,0.00947083,0.00000000,0.03669244,0.05066773,0.03354837,0.59173721,0.29031816,0.33831063
-5.29164582,1.50405461,0.00921210,0.00000000,0.03744729,0.04915984,0.03144016,0.58198740,0.29150980,0.32593974
-5.28564282,1.47937243,0.00901809,0.00000000,0.03846837,0.04818502,0.02945458,0.57596680,0.29578770,0.31637739
-5.27963982,1.46562243,0.00888938,0.00000000,0.03971801,0.04774684,0.02759909,0.57369501,0.30320558,0.30953316
-5.27363682,1.46255858,0.00882589,0.00000000,0.04115560,0.04784323,0.02587984,0.57514370,0.31378276,0.30528768
-5.26763382,1.46981065,0.00882687,0.00000000,0.04273889,0.04846664,0.02430166,0.58023620,0.32750172,0.30349616
-5.26163082,1.48689049,0.00889087,0.00000000,0.04442530,0.04960412,0.02286791,0.58884778,0.34430573,0.30399186
-5.25562781,1.51319891,0.00901575,0.00000000,0.04617310,0.05123737,0.02158049,0.60080637,0.36409661,0.30658946
-5.24962481,1.54803299,0.00919866,0.00000000,0.04794254,0.05334274,0.02043975,0.61589384,0.38673277,0.31108818
-5.24362181,1.59059388,0.00943607,0.00000000,0.04969682,0.05589124,0.01944446,0.63384788,0.41202776,0.31727468
-5.23761881,1.63999507,0.00972375,0.00000000,0.05140279,0.05884850,0.01859181,0.65436443,0.43974938,0.32492565
-5.23161581,1.69527119,0.01005680,0.00000000,0.05303165,0.06217483,0.01787741,0.67710074,0.46961968,0.33381023
-5.22561281,1.75538735,0.01042966,0.00000000,0.05455924,0.06582525,0.01729534,0.70167901,0.50131584,0.34369209
-5.21960980,1.81924931,0.01083617,0.00000000,0.05596628,0.06974966,0.01683819,0.72769061,0.53447219,0.35433140
-5.21360680,1.88571435,0.01126959,0.00000000,0.05723834,0.07389306,0.01649719,0.75470097,0.56868336,0.36548663
-5.20760380,1.95360317,0.01172270,0.00000000,0.05836565,0.07819593,0.01626229,0.78225504,0.60350871,0.37691631
-5.20160080,2.02171284,0.01218784,0.00000000,0.05934276,0.08259472,0.01612234,0.80988331,0.63847791,0.38838077
-5.19559780,2.08883089,0.01265703,0.00000000,0.06016808,0.08702250,0.01606523,0.83710847,0.67309782,0.39964395
-5.18959480,2.15375063,0.01312207,0.00000000,0.06084337,0.09140981,0.01607810,0.86345248,0.70686042,0.41047541
-5.18359180,2.21528762,0.01357464,0.00000000,0.06137311,0.09568554,0.01614754,0.88844421,0.73925172,0.42065242
-5.17758879,2.27229735,0.01400647,0.00000000,0.06176399,0.09977813,0.01625987,0.91162740,0.76976146,0.42996237
-5.17158579,2.32369367,0.01440948,0.00000000,0.06202434,0.10361673,0.01640131,0.93256886,0.79789342,0.43820533
-5.16558279,2.36846807,0.01477591,0.00000000,0.06216368,0.10713261,0.01655829,0.95086686,0.82317593,0.44519683
-5.15957979,2.40570899,0.01509851,0.00000000,0.06219235,0.11026048,0.01671774,0.96615936,0.84517249,0.45077087
-5.15357679,2.43462102,0.01537067,0.00000000,0.06212125,0.11294002,0.01686728,0.97813201,0.86349199,0.45478287
-5.14757379,2.45454311,0.01558661,0.00000000,0.06196169,0.11511720,0.01699554,0.98652562,0.87779835,0.45711272
-5.14157079,2.46496533,0.01574151,0.00000000,0.06172538,0.11674569,0.01709239,0.99114286,0.88781909,0.45766763
-5.13556778,2.46554324,0.01583162,0.00000000,0.06142443,0.11778806,0.01714914,0.99185381,0.89335272,0.45638468
-5.12956478,2.45610930,0.01585441,0.00000000,0.06107154,0.11821682,0.01715876,0.98860036,0.89427442,0.45323290
-5.12356178,2.43668054,0.01580860,0.00000000,0.06068009,0.11801526,0.01711600,0.98139882,0.89054001,0.44821477
-5.11755878,2.40746193,0.01569428,0.00000000,0.06026436,0.11717801,0.01701751,0.97034096,0.88218773,0.44136696
-5.11155578,2.36884482,0.01551286,0.00000000,0.05983960,0.11571130,0.01686186,0.95559295,0.86933802,0.43276024
-5.10555278,2.32140044,0.01526709,0.00000000,0.05942218,0.11363290,0.01664956,0.93739234,0.85219095,0.42249840
-5.09954977,2.26586799,0.01496096,0.00000000,0.05902949,0.11097176,0.01638295,0.91604301,0.83102147,0.41071619
-5.09354677,2.20313776,0.01459967,0.00000000,0.05867991,0.10776727,0.01606609,0.89190815,0.80617266,0.39757636
-5.08754377,2.13422953,0.01418941,0.00000000,0.05839247,0.10406826,0.01570456,0.86540139,0.77804699,0.38326565
-5.08154077,2.06026685,0.01373728,0.00000000,0.05818661,0.09993169,0.01530523,0.83697650,0.74709604,0.36799008
-5.07553777,1.98244818,0.01325104,0.00000000,0.05808164,0.09542116,0.01487597,0.80711584,0.71380892,0.35196956
-5.06953477,1.90201578,0.01273894,0.00000000,0.05809625,0.09060521,0.01442533,0.77631796,0.67869990,0.33543205
-5.06353177,1.82022351,0.01220948,0.00000000,0.05824789,0.08555549,0.01396225,0.74508500,0.64229555,0.31860745
-5.05752876,1.73830502,0.01167118,0.00000000,0.05855219,0.08034500,0.01349571,0.71391008,0.60512204,0.30172158
-5.05152576,1.65744316,0.01113239,0.00000000,0.05902232,0.07504623,0.01303443,0.68326539,0.56769287,0.28499040
-5.04552276,1.57874227,0.01060108,0.00000000,0.05966847,0.06972953,0.01258658,0.65359130,0.53049761,0.26861474
-5.03951976,1.50320404,0.01008464,0.00000000,0.06049742,0.06446153,0.01215951,0.62528692,0.49399196,0.25277575
-5.03351676,1.43170798,0.00958975,0.00000000,0.06151213,0.05930389,0.01175962,0.59870251,0.45858945,0.23763130
-5.02751376,1.36499722,0.00912222,0.00000000,0.06271165,0.05431226,0.01139213,0.57413382,0.42465509,0.22331334
-5.02151076,1.30366991,0.00868696,0.00000000,0.06409100,0.04953551,0.01106106,0.55181872,0.39250101,0.20992648
-5.01550775,1.24817633,0.00828785,0.00000000,0.06564139,0.04501532,0.01076920,0.53193596,0.36238427,0.19754761
-5.00950475,1.19882168,0.00792780,0.00000000,0.06735047,0.04078601,0.01051812,0.51460610,0.33450663,0.18622673
-5.00350175,1.15577398,0.00760872,0.00000000,0.06920282,0.03687473,0.01030828,0.49989450,0.30901633,0.17598868
-4.99749875,1.11907653,0.00733157,0.00000000,0.07118051,0.03330182,0.01013918,0.48781594,0.28601156,0.16683587
-4.99149575,1.08866396,0.00709646,0.00000000,0.07326378,0.03008145,0.01000947,0.47834074,0.26554530,0.15875159
-4.98549275,1.06438105,0.00690272,0.00000000,0.07543179,0.02722240,0.00991724,0.47140197,0.24763131,0.15170389
-4.97948974,1.04600312,0.00674902,0.00000000,0.07766343,0.02472895,0.00986014,0.46690328,0.23225089,0.14564972
-4.97348674,1.03325702,0.00663351,0.00000000,0.07993801,0.02260183,0.00983561,0.46472698,0.21935990,0.14053910
-4.96748374,1.02584163,0.00655390,0.00000000,0.08223604,0.02083917,0.00984110,0.46474211,0.20889589,0.13631909
-4.96148074,1.02344686,0.00650765,0.00000000,0.08453982,0.01943739,0.00987419,0.46681193,0.20078486,0.13293748
-4.95547774,1.02577042,0.00649203,0.00000000,0.08683402,0.01839200,0.00993275,0.47080068,0.19494739,0.13034581
-4.94947474,1.03253159,0.00650426,0.00000000,0.08910600,0.01769826,0.01001503,0.47657925,0.19130387,0.12850186
-4.94347174,1.04348158,0.00654160,0.00000000,0.09134610,0.01735168,0.01011971,0.48402964,0.18977870,0.12737129
-4.93746873,1.05841001,0.00660145,0.00000000,0.09354774,0.01734829,0.01024591,0.49304801,0.19030326,0.12692848
-4.93146573,1.07714760,0.00668140,0.00000000,0.09570726,0.01768476,0.01039316,0.50354629,0.19281764,0.12715657
-4.92546273,1.09956486,0.00677925,0.00000000,0.09782378,0.01835836,0.01056131,0.51545230,0.19727110,0.12804676
-4.91945973,1.12556728,0.00689310,0.00000000,0.09989871,0.01936663,0.01075044,0.52870850,0.20362129,0.12959681
-4.91345673,1.15508715,0.00702131,0.00000000,0.10193530,0.02070699,0.01096070,0.54326940,0.21183242,0.13180907
-4.90745373,1.18807266,0.00716253,0.00000000,0.10393791,0.02237619,0.01119218,0.55909786,0.22187243,0.13468795
-4.90145073,1.22447484,0.00731565,0.00000000,0.10591136,0.02436966,0.01144475,0.57616042,0.23370946,0.13823711
-4.89544772,1.26423303,0.00747978,0.00000000,0.10786003,0.02668081,0.01171787,0.59442186,0.24730771,0.14245650
-4.88944472,1.30725953,0.00765420,0.00000000,0.10978707,0.02930031,0.01201047,0.61383942,0.26262301,0.14733943
-4.88344172,1.35342441,0.00783828,0.00000000,0.11169356,0.03221541,0.01232083,0.63435667,0.27959831,0.15286979
-4.87743872,1.40254101,0.00803144,0.00000000,0.11357769,0.03540934,0.01264645,0.65589769,0.29815936,0.15901955
-4.87143572,1.45435307,0.00823308,0.00000000,0.11543404,0.03886081,0.01298399,0.67836149,0.31821067,0.16574683
-4.86543272,1.50852406,0.00844246,0.00000000,0.11725298,0.04254363,0.01332930,0.70161725,0.33963221,0.17299438
-4.85942971,1.56462941,0.00865869,0.00000000,0.11902023,0.04642655,0.01367737,0.72550051,0.36227673,0.18068883
-4.85342671,1.62215216,0.00888062,0.00000000,0.12071661,0.05047321,0.01402242,0.74981064,0.38596807,0.18874053
-4.84742371,1.68048240,0.00910679,0.00000000,0.12231798,0.05464237,0.01435804,0.77430970,0.41050053,0.19704423
-4.84142071,1.73892080,0.00933539,0.00000000,0.12379546,0.05888829,0.01467728,0.79872299,0.43563927,0.20548037
-4.83541771,1.79668627,0.00956423,0.00000000,0.12511590,0.06316128,0.01497286,0.82274126,0.46112186,0.21391707
-4.82941471,1.85292777,0.00979074,0.00000000,0.12624261,0.06740849,0.01523740,0.84602474,0.48666102,0.22221277
-4.82341171,1.90673985,0.01001193,0.00000000,0.12713628,0.07157479,0.01546356,0.86820879,0.51194836,0.23021934
-4.81740870,1.95718169,0.01022447,0.00000000,0.12775619,0.07560382,0.01564435,0.88891118,0.53665910,0.23778560
-4.81140570,2.00329892,0.01042472,0.00000000,0.12806157,0.07943908,0.01577333,0.90774066,0.56045773,0.24476112
-4.80540270,2.04414744,0.01060879,0.00000000,0.12801307,0.08302516,0.01584479,0.92430673,0.58300429,0.25100014
-4.79939970,2.07881854,0.01077262,0.00000000,0.12757427,0.08630889,0.01585400,0.93823001,0.60396121,0.25636549
-4.79339670,2.10646432,0.01091214,0.00000000,0.12671330,0.08924054,0.01579733,0.94915308,0.62300051,0.26073232
-4.78739370,2.12632236,0.01102329,0.00000000,0.12540422,0.09177493,0.01567241,0.95675116,0.63981107,0.26399154
-4.78139070,2.13773883,0.01110223,0.00000000,0.12362838,0.09387248,0.01547815,0.96074238,0.65410588,0.26605288
-4.77538769,2.14018908,0.01114541,0.00000000,0.12137548,0.09550011,0.01521488,0.96089707,0.66562895,0.26684737
-4.76938469,2.13329487,0.01114974,0.00000000,0.11864441,0.09663202,0.01488425,0.95704578,0.67416172,0.26632922
-4.76338169,2.11683765,0.01111264,0.00000000,0.11544373,0.09725030,0.01448924,0.94908573,0.67952881,0.26447704
-4.75737869,2.09076728,0.01103219,0.00000000,0.11179178,0.09734537,0.01403401,0.93698526,0.68160291,0.26129436
-4.75137569,2.05520602,0.01090722,0.00000000,0.10771651,0.09691625,0.01352386,0.92078638,0.68030868,0.25680947
-4.74537269,2.01044754,0.01073734,0.00000000,0.10325482,0.09597061,0.01296498,0.90060502,0.67562547,0.25107449
-4.73936968,1.95695120,0.01052300,0.00000000,0.09845170,0.09452468,0.01236432,0.87662925,0.66758899,0.24416392
-4.73336668,1.89533171,0.01026551,0.00000000,0.09335898,0.09260299,0.01172938,0.84911541,0.65629161,0.23617255
-4.72736368,1.82634480,0.00996702,0.00000000,0.08803387,0.09023791,0.01106802,0.81838242,0.64188147,0.22721293
-4.72136068,1.75086952,0.00963049,0.00000000,0.08253739,0.08746911,0.01038823,0.78480450,0.62456046,0.21741247
-4.71535768,1.66988782,0.00925964,0.00000000,0.07693257,0.08434290,0.00969796,0.74880255,0.60458096,0.20691023
-4.70935468,1.58446231,0.00885886,0.00000000,0.07128278,0.08091144,0.00900494,0.71083473,0.58224169,0.19585368
-4.70335168,1.49571312,0.00843311,0.00000000,0.06565001,0.07723198,0.00831650,0.67138644,0.55788266,0.18439533
-4.69734867,1.40479462,0.00798785,0.00000000,0.06009331,0.07336597,0.00763947,0.63096021,0.53187945,0.17268949
-4.69134567,1.31287293,0.00752887,0.00000000,0.05466740,0.06937825,0.00698003,0.59006575,0.50463709,0.16088925
-4.68534267,1.22110490,0.00706221,0.00000000,0.04942151,0.06533628,0.00634366,0.54921074,0.47658360,0.14914365
-4.67933967,1.13061923,0.00659404,0.00000000,0.04439850,0.06130937,0.00573506,0.50889229,0.44816359,0.13759533
-4.67333667,1.04250018,0.00613054,0.00000000,0.03963422,0.05736799,0.00515814,0.46958963,0.41983194,0.12637845
-4.66733367,0.95777424,0.00567779,0.00000000,0.03515717,0.05358327,0.00461604,0.43175805,0.39204789,0.11561707
-4.66133067,0.87739990,0.00524171,0.00000000,0.03098841,0.05002643,0.00411109,0.39582406,0.36526956,0.10542406
-4.65532766,0.80226043,0.00482794,0.00000000,0.02714177,0.04676849,0.00364492,0.36218202,0.33994906,0.09590028
-4.64932466,0.73315963,0.00444182,0.00000000,0.02362423,0.04387988,0.00321844,0.33119195,0.31652821,0.08713430
-4.64332166,0.67082009,0.00408832,0.00000000,0.02043647,0.04143027,0.00283197,0.30317850,0.29543486,0.07920235
