energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up,Zn_p_up,Zn_d_up
-6.00000000,1.69031428,0.00939405,0.04129326,0.02694669,0.96626220,0.46384624,0.14122764,0.91342729,0.08613642
-5.99399700,1.71799706,0.00958290,0.04291448,0.02734889,0.98280401,0.47219630,0.14256331,0.92818551,0.08667655
-5.98799400,1.74412370,0.00974906,0.04450939,0.02760872,0.99862165,0.48026159,0.14383073,0.94243237,0.08709230
-5.98199100,1.76924186,0.00989466,0.04607606,0.02772464,1.01405947,0.48822108,0.14509491,0.95655071,0.08741174
-5.97598799,1.79398577,0.01002243,0.04761518,0.02769768,1.02951122,0.49626857,0.14642940,0.97097441,0.08766717
-5.96998499,1.81905412,0.01013550,0.04912997,0.02753138,1.04540611,0.50460569,0.14791381,0.98617275,0.08789415
-5.96398199,1.84518467,0.01023732,0.05062591,0.02723161,1.06219297,0.51343437,0.14963109,1.00263266,0.08813037
-5.95797899,1.87312620,0.01033151,0.05211049,0.02680639,1.08032290,0.52294887,0.15166446,1.02083956,0.08841435
-5.95197599,1.90360903,0.01042167,0.05359283,0.02626564,1.10023109,0.53332774,0.15409432,1.04125744,0.08878419
-5.94597299,1.93731505,0.01051125,0.05508331,0.02562087,1.12231847,0.54472595,0.15699500,1.06430875,0.08927610
-5.93996998,1.97484827,0.01060337,0.05659316,0.02488490,1.14693367,0.55726741,0.16043173,1.09035502,0.08992311
-5.93396698,2.01670703,0.01070069,0.05813408,0.02407155,1.17435621,0.57103822,0.16445774,1.11967867,0.09075375
-5.92796398,2.06325887,0.01080529,0.05971778,0.02319528,1.20478126,0.58608091,0.16911172,1.15246693,0.09179088
-5.92196098,2.11471900,0.01091855,0.06135570,0.02227090,1.23830677,0.60238981,0.17441562,1.18879825,0.09305065
-5.91595798,2.17113321,0.01104108,0.06305864,0.02131323,1.27492330,0.61990781,0.18037304,1.22863194,0.09454166
-5.90995498,2.23236591,0.01117268,0.06483648,0.02033688,1.31450723,0.63852473,0.18696816,1.27180141,0.09626437
-5.90395198,2.29809399,0.01131231,0.06669800,0.01935590,1.35681740,0.65807727,0.19416519,1.31801142,0.09821073
-5.89794897,2.36780664,0.01145809,0.06865064,0.01838361,1.40149569,0.67835070,0.20190862,1.36683947,0.10036407
-5.89194597,2.44081149,0.01160739,0.07070043,0.01743234,1.44807144,0.69908234,0.21012403,1.41774156,0.10269931
-5.88594297,2.51624704,0.01175687,0.07285188,0.01651331,1.49596983,0.71996668,0.21871948,1.47006223,0.10518343
-5.87993997,2.59310093,0.01190261,0.07510790,0.01563638,1.54452402,0.74066214,0.22758766,1.52304858,0.10777617
-5.87393697,2.67023378,0.01204020,0.07746981,0.01481005,1.59299062,0.76079923,0.23660839,1.57586807,0.11043104
-5.86793397,2.74640782,0.01216490,0.07993728,0.01404129,1.64056835,0.77998992,0.24565166,1.62762943,0.11309651
-5.86193097,2.82031933,0.01227181,0.08250830,0.01333550,1.68641892,0.79783799,0.25458102,1.67740619,0.11571738
-5.85592796,2.89063404,0.01235602,0.08517920,0.01269655,1.72968985,0.81394992,0.26325714,1.72426188,0.11823633
-5.84992496,2.95602403,0.01241276,0.08794455,0.01212669,1.76953811,0.82794614,0.27154153,1.76727622,0.12059548
-5.84392196,3.01520497,0.01243757,0.09079710,0.01162669,1.80515405,0.83947207,0.27930017,1.80557123,0.12273811
-5.83791896,3.06697246,0.01242646,0.09372775,0.01119584,1.83578450,0.84820870,0.28640704,1.83833638,0.12461018
-5.83191596,3.11023583,0.01237604,0.09672541,0.01083212,1.86075432,0.85388231,0.29274729,1.86485180,0.12616195
-5.82591296,3.14404858,0.01228359,0.09977694,0.01053226,1.87948563,0.85627282,0.29822005,1.88450879,0.12734933
-5.81990995,3.16763388,0.01214723,0.10286701,0.01029191,1.89151384,0.85522070,0.30274072,1.89682665,0.12813512
-5.81390695,3.18040460,0.01196591,0.10597810,0.01010583,1.89650005,0.85063199,0.30624268,1.90146539,0.12848999
-5.80790395,3.18197690,0.01173948,0.10909035,0.00996804,1.89423922,0.84248118,0.30867840,1.89823381,0.12839319
-5.80190095,3.17217701,0.01146869,0.11218165,0.00987203,1.88466393,0.83081212,0.31001983,1.88709257,0.12783304
-5.79589795,3.15104111,0.01115515,0.11522759,0.00981091,1.86784364,0.81573652,0.31025820,1.86815238,0.12680701
-5.78989495,3.11880839,0.01080133,0.11820163,0.00977764,1.84397945,0.79743046,0.30940320,1.84166735,0.12532160
-5.78389195,3.07590771,0.01041041,0.12107524,0.00976517,1.81339484,0.77612884,0.30748161,1.80802390,0.12339192
-5.77788894,3.02293866,0.00998628,0.12381816,0.00976664,1.77652264,0.75211801,0.30453544,1.76772574,0.12104096
-5.77188594,2.96064780,0.00953334,0.12639869,0.00977548,1.73388907,0.72572698,0.30061970,1.72137575,0.11829870
-5.76588294,2.88990137,0.00905643,0.12878410,0.00978558,1.68609548,0.69731749,0.29580000,1.66965546,0.11520096
-5.75987994,2.81165554,0.00856071,0.13094111,0.00979135,1.63379852,0.66727332,0.29014990,1.61330311,0.11178821
