energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-6.00000000,11.20185147,3.88436343,4.50573882,0.03331286,1.52625256,0.16711626,3.57676065
-5.99399700,11.49237169,3.93374355,4.65833648,0.03549037,1.55591453,0.16830524,3.68398006
-5.98799400,11.77083880,3.96810660,4.81293412,0.03763902,1.58415069,0.16916777,3.78628364
-5.98199100,12.03600450,3.98729173,4.96887239,0.03973022,1.61095295,0.16971281,3.88301086
-5.97598799,12.28636783,3.99130088,5.12524813,0.04173412,1.63626857,0.16994434,3.97345351
-5.96998499,12.52017646,3.98029282,5.28091650,0.04362038,1.65999512,0.16986093,4.05686423
-5.96398199,12.73544650,3.95457535,5.43450459,0.04535911,1.68197835,0.16945577,4.13246970
-5.95797899,12.93000114,3.91459632,5.58443663,0.04692172,1.70201322,0.16871727,4.19948840
-5.95197599,13.10152699,3.86093352,5.72897039,0.04828191,1.71984830,0.16762989,4.25715212
-5.94597299,13.24764619,3.79428382,5.86624360,0.04941646,1.73519327,0.16617555,4.30473041
-5.93996998,13.36600119,3.71545162,5.99432885,0.05030614,1.74772952,0.16433509,4.34155680
-5.93396698,13.45434839,3.62533687,6.11129501,0.05093628,1.75712319,0.16209008,4.36705563
-5.92796398,13.51065617,3.52492251,6.21527252,0.05129733,1.76304024,0.15942454,4.38076787
-5.92196098,13.53320248,3.41526167,6.30451985,0.05138518,1.76516282,0.15632670,4.38237482
-5.91595798,13.52066702,3.29746439,6.37748831,0.05120127,1.76320603,0.15279051,4.37171825
-5.90995498,13.47221307,3.17268401,6.43288200,0.05075249,1.75693442,0.14881696,4.34881581
-5.90395198,13.38755457,3.04210328,6.46971032,0.05005087,1.74617709,0.14441502,4.31387095
-5.89794897,13.26700462,2.90692020,6.48733029,0.04911313,1.73084086,0.13960219,4.26727636
-5.89194597,13.11150245,2.76833376,6.48547666,0.04795999,1.71092046,0.13440464,4.20961097
-5.88594297,12.92261678,2.62752966,6.46427807,0.04661542,1.68650534,0.12885696,4.14163011
-5.87993997,12.70252487,2.48566623,6.42425822,0.04510575,1.65778248,0.12300147,4.06424936
-5.87393697,12.45396741,2.34386079,6.36632183,0.04345880,1.62503501,0.11688721,3.97852249
-5.86793397,12.18018090,2.20317665,6.29172565,0.04170294,1.58863650,0.11056865,3.88561445
-5.86193097,11.88480991,2.06461117,6.20203558,0.03986627,1.54904122,0.10410419,3.78677042
-5.85592796,11.57180287,1.92908491,6.09907177,0.03797585,1.50677057,0.09755448,3.68328221
-5.84992496,11.24529579,1.79743245,5.98484394,0.03605698,1.46239646,0.09098080,3.57645323
-5.84392196,10.90948875,1.67039489,5.86147969,0.03413275,1.41652220,0.08444342,3.46756352
-5.83791896,10.56852059,1.54861447,5.73114928,0.03222359,1.36976209,0.07800003,3.35783621
-5.83191596,10.22634734,1.43263133,5.59598989,0.03034707,1.32272043,0.07170449,3.24840653
-5.82591296,9.88662954,1.32288262,5.45803318,0.02851783,1.27597125,0.06560567,3.14029475
-5.81990995,9.55263368,1.21970408,5.31913925,0.02674754,1.23003962,0.05974659,3.03438388
-5.81390695,9.22715180,1.12333402,5.18094014,0.02504515,1.18538560,0.05416391,2.93140293
-5.80790395,8.91244317,1.03391965,5.04479546,0.02341704,1.14239172,0.04888757,2.83191636
-5.80190095,8.61020020,0.95152574,4.91176209,0.02186739,1.10135450,0.04394083,2.73631987
-5.79589795,8.32154028,0.87614521,4.78257948,0.02039846,1.06248062,0.03934045,2.64484273
-5.78989495,8.04702377,0.80771171,4.65767088,0.01901099,1.02588791,0.03509711,2.55755632
-5.78389195,7.78669695,0.74611347,4.53716049,0.01770456,0.99161112,0.03121604,2.47438841
-5.77788894,7.54015812,0.69120844,4.42090540,0.01647787,0.95961208,0.02769771,2.39514260
-5.77188594,7.30664329,0.64284005,4.30854075,0.01532906,0.92979397,0.02453864,2.31952195
-5.76588294,7.08512759,0.60085326,4.19953546,0.01425597,0.90201868,0.02173222,2.24715573
-5.75987994,6.87443714,0.56511027,4.09325590,0.01325633,0.87612647,0.01926952,2.17762820
-5.75387694,6.67336631,0.53550559,3.98903396,0.01232793,0.85195687,0.01714012,2.11050810
-5.74787394,6.48079422,0.51197966,3.88623606,0.01146872,0.82936976,0.01533272,2.04537756
-5.74187094,6.29579500,0.49453064,3.78432952,0.01067688,0.80826527,0.01383582,1.98185925
-5.73586793,6.11773621,0.48322384,3.68294282,0.00995089,0.78860171,0.01263815,1.91964046
-5.72986493,5.94636035,0.47819801,3.58191657,0.00928951,0.77041028,0.01172902,1.85849319
-5.72386193,5.78184522,0.47966836,3.48134248,0.00869180,0.75380579,0.01109854,1.79828928
-5.71785893,5.62483977,0.48792549,3.38158827,0.00815707,0.73899277,0.01073766,1.73900992
-5.71185593,5.47647324,0.50333014,3.28330700,0.00768484,0.72626635,0.01063811,1.68074917
-5.70585293,5.33833642,0.52630337,3.18743019,0.00727484,0.71600785,0.01079223,1.62371136
-5.69984992,5.21243542,0.55731209,3.09514482,0.00692688,0.70867501,0.01119263,1.56820238
-5.69384692,5.10111921,0.59685003,3.00785503,0.00664083,0.70478704,0.01183185,1.51461553
-5.68784392,5.00698394,0.64541430,2.92713015,0.00641654,0.70490515,0.01270186,1.46341234
-5.68184092,4.93275762,0.70347817,2.85464136,0.00625375,0.70960913,0.01379365,1.41509961
-5.67583792,4.88117018,0.77146067,2.79208964,0.00615199,0.71947091,0.01509666,1.37020345
-5.66983492,4.85481445,0.84969398,2.74112846,0.00611051,0.73502617,0.01659834,1.32924205
-5.66383192,4.85600436,0.93838983,2.70328458,0.00612815,0.75674513,0.01828373,1.29269808
-5.65782891,4.88663691,1.03760631,2.67988074,0.00620325,0.78500391,0.02013513,1.26099263
-5.65182591,4.94806452,1.14721656,2.67196390,0.00633357,0.82005748,0.02213182,1.23446164
-5.64582291,5.04098429,1.26688113,2.68024259,0.00651616,0.86201582,0.02424999,1.21333641
-5.63981991,5.16534994,1.39602564,2.70503639,0.00674735,0.91082425,0.02646276,1.19772910
-5.63381691,5.32031182,1.53382542,2.74624061,0.00702264,0.96624913,0.02874039,1.18762418
-5.62781391,5.50418896,1.67919860,2.80330792,0.00733673,1.02786991,0.03105061,1.18287645
-5.62181091,5.71447611,1.83080892,2.87524868,0.00768352,1.09507818,0.03335922,1.18321586
-5.61580790,5.94788713,1.98707916,2.96065047,0.00805614,1.16708423,0.03563069,1.18825910
