energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up,V_p_up,V_d_up
-6.00000000,2.34678695,0.00716719,0.68929070,0.84514601,0.00000000,0.41670851,0.12230865,1.49596095,0.63354496
-5.99399700,2.36484232,0.00709111,0.70459213,0.84656758,0.00000000,0.41832778,0.12203442,1.58937954,0.62231759
-5.98799400,2.38489449,0.00699574,0.71990677,0.84959832,0.00000000,0.42100667,0.12189752,1.68634741,0.61100317
-5.98199100,2.40690307,0.00688031,0.73501663,0.85438395,0.00000000,0.42476299,0.12193176,1.78592425,0.59974419
-5.97598799,2.43079703,0.00674491,0.74970004,0.86104756,0.00000000,0.42960453,0.12216944,1.88707415,0.58869569
-5.96998499,2.45645644,0.00659031,0.76373321,0.86967677,0.00000000,0.43552309,0.12263905,1.98867795,0.57801714
-5.96398199,2.48369759,0.00641794,0.77689283,0.88031219,0.00000000,0.44248907,0.12336313,2.08954989,0.56786475
-5.95797899,2.51226253,0.00622969,0.78895966,0.89293784,0.00000000,0.45044702,0.12435632,2.18845805,0.55838439
-5.95197599,2.54181342,0.00602784,0.79972303,0.90747406,0.00000000,0.45931241,0.12562380,2.28414802,0.54970561
-5.94597299,2.57193210,0.00581491,0.80898592,0.92377321,0.00000000,0.46896973,0.12716019,2.37536910,0.54193679
-5.93996998,2.60212450,0.00559352,0.81657037,0.94161843,0.00000000,0.47927239,0.12894884,2.46090185,0.53516149
-5.93396698,2.63182955,0.00536632,0.82232278,0.96072540,0.00000000,0.49004401,0.13096175,2.53958594,0.52943603
-5.92796398,2.66043182,0.00513587,0.82611881,0.98074714,0.00000000,0.50108145,0.13315983,2.61034725,0.52478818
-5.92196098,2.68727694,0.00490460,0.82786734,1.00128150,0.00000000,0.51215924,0.13549380,2.67222282,0.52121679
-5.91595798,2.71168888,0.00467471,0.82751333,1.02188103,0.00000000,0.52303523,0.13790541,2.72438284,0.51869231
-5.90995498,2.73298807,0.00444816,0.82503916,1.04206482,0.00000000,0.53345728,0.14032913,2.76614866,0.51715784
-5.90395198,2.75050938,0.00422666,0.82046438,1.06133183,0.00000000,0.54317062,0.14269408,2.79700620,0.51653079
-5.89794897,2.76361927,0.00401165,0.81384392,1.07917514,0.00000000,0.55192551,0.14492624,2.81661425,0.51670482
-5.89194597,2.77173132,0.00380434,0.80526456,1.09509656,0.00000000,0.55948506,0.14695081,2.82480752,0.51755212
-5.88594297,2.77431986,0.00360567,0.79484016,1.10862121,0.00000000,0.56563258,0.14869460,2.82159454,0.51892589
-5.87993997,2.77093121,0.00341641,0.78270575,1.11931137,0.00000000,0.57017842,0.15008837,2.80715071,0.52066304
-5.87393697,2.76119261,0.00323715,0.76901086,1.12677922,0.00000000,0.57296587,0.15106913,2.78180698,0.52258717
-5.86793397,2.74481879,0.00306836,0.75391263,1.13069811,0.00000000,0.57387591,0.15158214,2.74603501,0.52451176
-5.86193097,2.72161638,0.00291039,0.73756895,1.13081187,0.00000000,0.57283070,0.15158271,2.70042951,0.52624365
-5.85592796,2.69148625,0.00276353,0.72013222,1.12694201,0.00000000,0.56979559,0.15103767,2.64568872,0.52758689
-5.84992496,2.65442422,0.00262802,0.70174404,1.11899247,0.00000000,0.56477964,0.14992640,2.58259381,0.52834680
-5.84392196,2.61052022,0.00250408,0.68253101,1.10695196,0.00000000,0.55783470,0.14824157,2.51198831,0.52833437
-5.83791896,2.55995617,0.00239193,0.66260217,1.09089366,0.00000000,0.54905297,0.14598934,2.43475794,0.52737083
-5.83191596,2.50300273,0.00229181,0.64204777,1.07097254,0.00000000,0.53856339,0.14318928,2.35181189,0.52529222
-5.82591296,2.44001507,0.00220394,0.62093973,1.04742026,0.00000000,0.52652679,0.13987371,2.26406569,0.52195396
-5.81990995,2.37142760,0.00212861,0.59933345,1.02053799,0.00000000,0.51313018,0.13608686,2.17242624,0.51723513
-5.81390695,2.29774788,0.00206609,0.57727085,0.99068738,0.00000000,0.49858040,0.13188359,2.07777904,0.51104230
-5.80790395,2.21954946,0.00201672,0.55478432,0.95828008,0.00000000,0.48309739,0.12732786,1.98097773,0.50331270
-5.80190095,2.13746384,0.00198086,0.53190127,0.92376619,0.00000000,0.46690736,0.12249103,1.88283588,0.49401664
-5.79589795,2.05217148,0.00195889,0.50864890,0.88762212,0.00000000,0.45023611,0.11744998,1.78412069,0.48315892
-5.78989495,1.96439196,0.00195124,0.48505879,0.85033826,0.00000000,0.43330292,0.11228519,1.68554859,0.47077919
-5.78389195,1.87487327,0.00195840,0.46117109,0.81240697,0.00000000,0.41631499,0.10707886,1.58778230,0.45695122
-5.77788894,1.78438056,0.00198088,0.43703777,0.77431124,0.00000000,0.39946287,0.10191297,1.49142911,0.44178106
-5.77188594,1.69368435,0.00201928,0.41272510,0.73651440,0.00000000,0.38291682,0.09686762,1.39704011,0.42540417
-5.76588294,1.60354868,0.00207425,0.38831476,0.69945118,0.00000000,0.36682437,0.09201941,1.30511015,0.40798157
-5.75987994,1.51471922,0.00214650,0.36390400,0.66352034,0.00000000,0.35130892,0.08744004,1.21607831,0.38969529
-5.75387694,1.42791187,0.00223682,0.33960446,0.62907895,0.00000000,0.33646952,0.08319513,1.13032873,0.37074322
-5.74787394,1.34380196,0.00234605,0.31554005,0.59643839,0.00000000,0.32238153,0.07934327,1.04819174,0.35133364
-5.74187094,1.26301443,0.00247509,0.29184399,0.56586198,0.00000000,0.30909830,0.07593518,0.96994519,0.33167957
-5.73586793,1.18611529,0.00262487,0.26865516,0.53756416,0.00000000,0.29665341,0.07301319,0.89581604,0.31199336
-5.72986493,1.11360431,0.00279635,0.24611407,0.51171095,0.00000000,0.28506344,0.07061078,0.82598214,0.29248148
-5.72386193,1.04590950,0.00299045,0.22435883,0.48842156,0.00000000,0.27433105,0.06875231,0.76057423,0.27333991
-5.71785893,0.98338301,0.00320807,0.20352112,0.46777084,0.00000000,0.26444807,0.06745290,0.69967829,0.25475012
-5.71185593,0.92629898,0.00345001,0.18372263,0.44979233,0.00000000,0.25539857,0.06671834,0.64333813,0.23687593
-5.70585293,0.87485292,0.00371695,0.16507207,0.43448179,0.00000000,0.24716157,0.06654522,0.59155837,0.21986105
-5.69984992,0.82916297,0.00400942,0.14766282,0.42180088,0.00000000,0.23971345,0.06692101,0.54430771,0.20382764
-5.69384692,0.78927270,0.00432778,0.13157147,0.41168097,0.00000000,0.23302988,0.06782440,0.50152252,0.18887557
-5.68784392,0.75515552,0.00467219,0.11685711,0.40402700,0.00000000,0.22708728,0.06922563,0.46311075,0.17508255
-5.68184092,0.72672054,0.00504261,0.10356143,0.39872133,0.00000000,0.22186383,0.07108704,0.42895604,0.16250497
-5.67583792,0.70381979,0.00543884,0.09170954,0.39562756,0.00000000,0.21734005,0.07336375,0.39892199,0.15117926
-5.66983492,0.68625650,0.00586048,0.08131142,0.39459446,0.00000000,0.21349913,0.07600454,0.37285658,0.14112384
-5.66383192,0.67379441,0.00630708,0.07236374,0.39545994,0.00000000,0.21032691,0.07895290,0.35059649,0.13234132
-5.65782891,0.66616774,0.00677811,0.06485204,0.39805523,0.00000000,0.20781186,0.08214832,0.33197133,0.12482101
-5.65182591,0.66309155,0.00727310,0.05875300,0.40220913,0.00000000,0.20594488,0.08552774,0.31680762,0.11854142
-5.64582291,0.66427216,0.00779171,0.05403664,0.40775242,0.00000000,0.20471921,0.08902718,0.30493240,0.11347279
-5.63981991,0.66941717,0.00833380,0.05066829,0.41452227,0.00000000,0.20413038,0.09258357,0.29617627,0.10957945
-5.63381691,0.67824482,0.00889954,0.04861028,0.42236662,0.00000000,0.20417618,0.09613653,0.29037585,0.10682188
-5.62781391,0.69049201,0.00948946,0.04782312,0.43114820,0.00000000,0.20485672,0.09963024,0.28737546,0.10515846
-5.62181091,0.70592074,0.01010453,0.04826618,0.44074806,0.00000000,0.20617451,0.10301523,0.28702796,0.10454679
-5.61580790,0.72432250,0.01074611,0.04989785,0.45106843,0.00000000,0.20813439,0.10624999,0.28919465,0.10494455
-5.60980490,0.74552024,0.01141601,0.05267518,0.46203446,0.00000000,0.21074340,0.10930230,0.29374428,0.10630987
-5.60380190,0.76936779,0.01211633,0.05655296,0.47359490,0.00000000,0.21401035,0.11215029,0.30055109,0.10860124
-5.59779890,0.79574660,0.01284945,0.06148250,0.48572132,0.00000000,0.21794516,0.11478303,0.30949201,0.11177693
-5.59179590,0.82455986,0.01361779,0.06741004,0.49840597,0.00000000,0.22255788,0.11720072,0.32044323,0.11579409
-5.58579290,0.85572432,0.01442365,0.07427502,0.51165817,0.00000000,0.22785729,0.11941439,0.33327621,0.12060749
-5.57978989,0.88916016,0.01526901,0.08200843,0.52549944,0.00000000,0.23384932,0.12144515,0.34785339,0.12616809
-5.57378689,0.92477966,0.01615522,0.09053116,0.53995755,0.00000000,0.24053521,0.12332296,0.36402407,0.13242153
-5.56778389,0.96247523,0.01708279,0.09975284,0.55505981,0.00000000,0.24790952,0.12508509,0.38162051,0.13930670
-5.56178089,1.00210780,0.01805115,0.10957101,0.57082605,0.00000000,0.25595826,0.12677420,0.40045484,0.14675451
-5.55577789,1.04349635,0.01905842,0.11987091,0.58726174,0.00000000,0.26465719,0.12843633,0.42031694,0.15468705
-5.54977489,1.08640959,0.02010124,0.13052604,0.60435174,0.00000000,0.27397046,0.13011867,0.44097359,0.16301713
-5.54377189,1.13056028,0.02117468,0.14139928,0.62205511,0.00000000,0.28384983,0.13186753,0.46216921,0.17164846
-5.53776888,1.17560322,0.02227216,0.15234492,0.64030147,0.00000000,0.29423452,0.13372628,0.48362813,0.18047647
-5.53176588,1.22113689,0.02338553,0.16321129,0.65898914,0.00000000,0.30505179,0.13573365,0.50505867,0.18938968
-5.52576288,1.26670926,0.02450518,0.17384409,0.67798540,0.00000000,0.31621831,0.13792229,0.52615870,0.19827183
-5.51975988,1.31182733,0.02562024,0.18409016,0.69712869,0.00000000,0.32764225,0.14031767,0.54662260,0.20700446
-5.51375688,1.35597025,0.02671882,0.19380161,0.71623298,0.00000000,0.33922597,0.14293742,0.56614934,0.21547001
-5.50775388,1.39860508,0.02778842,0.20284003,0.73509371,0.00000000,0.35086926,0.14579099,0.58445117,0.22355514
