energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.59779890,2.52607718,0.09378318,0.01490551,0.35984717,1.16199975,0.98964721,0.03365537,1.02359545
-5.59179590,2.68723943,0.09839999,0.01646890,0.39542865,1.24006959,1.04872000,0.03543780,1.08384085
-5.58579290,2.85895305,0.10313534,0.01807115,0.43216411,1.32361989,1.11214056,0.03737861,1.14850595
-5.57978989,3.03936701,0.10791822,0.01969307,0.46973922,1.41178532,1.17924091,0.03945655,1.21685267
-5.57378689,3.22635023,0.11267242,0.02131335,0.50780580,1.50357415,1.24923917,0.04164653,1.28802702
-5.56778389,3.41753381,0.11731879,0.02290897,0.54598600,1.59788323,1.32125573,0.04392013,1.36107742
-5.56178089,3.61035941,0.12177765,0.02445572,0.58387768,1.69351608,1.39433179,0.04624620,1.43497541
-5.55577789,3.80213213,0.12597119,0.02592885,0.62106054,1.78920358,1.46744942,0.04859151,1.50863808
-5.54977489,3.99007666,0.12982565,0.02730365,0.65710312,1.88362679,1.53955277,0.05092142,1.58095161
-5.54377189,4.17139490,0.13327342,0.02855624,0.69157037,1.97544116,1.60956985,0.05320061,1.65079520
-5.53776888,4.34332375,0.13625476,0.02966423,0.72403160,2.06330159,1.67643437,0.05539371,1.71706486
-5.53176588,4.50319170,0.13871919,0.03060741,0.75406864,2.14588800,1.73910709,0.05746601,1.77869644
-5.52576288,4.64847300,0.14062644,0.03136838,0.78128404,2.22193057,1.79659647,0.05938409,1.83468745
-5.51975988,4.77683830,0.14194710,0.03193314,0.80530909,2.29023446,1.84797809,0.06111640,1.88411733
-5.51375688,4.88620102,0.14266275,0.03229148,0.82581140,2.34970329,1.89241272,0.06263387,1.92616570
-5.50775388,4.97475861,0.14276579,0.03243737,0.84250202,2.39936127,1.92916270,0.06391036,1.96012849
-5.50175088,5.04102828,0.14225895,0.03236911,0.85514179,2.43837321,1.95760658,0.06492311,1.98543181
-5.49574787,5.08387667,0.14115453,0.03208939,0.86354678,2.46606244,1.97725175,0.06565321,2.00164331
-5.48974487,5.10254335,0.13947344,0.03160517,0.86759284,2.48192596,1.98774511,0.06608582,2.00848116
-5.48374187,5.09665786,0.13724417,0.03092748,0.86721892,2.48564677,1.98888159,0.06621052,2.00582063
-5.47773887,5.06625028,0.13450169,0.03007103,0.86242921,2.47710290,1.98061049,0.06602146,1.99369822
-5.47173587,5.01175537,0.13128637,0.02905376,0.85329404,2.45637316,1.96303956,0.06551749,1.97231351
-5.46573287,4.93401030,0.12764302,0.02789627,0.83994937,2.42373910,1.93643689,0.06470220,1.94202878
-5.45972986,4.83424609,0.12362001,0.02662126,0.82259507,2.37968340,1.90123032,0.06358389,1.90336643
-5.45372686,4.71407306,0.11926853,0.02525286,0.80149173,2.32488445,1.85800461,0.06217541,1.85700437
-5.44772386,4.57546049,0.11464204,0.02381603,0.77695639,2.26020717,1.80749626,0.06049396,1.80376940
-5.44172086,4.42071070,0.10979583,0.02233595,0.74935698,2.18669029,1.75058590,0.05856080,1.74462865
-5.43571786,4.25242820,0.10478668,0.02083748,0.71910580,2.10553021,1.68828848,0.05640085,1.68067925
-5.42971486,4.07348405,0.09967267,0.01934464,0.68665207,2.01806186,1.62174123,0.05404220,1.61313613
-5.42371186,3.88697615,0.09451301,0.01788024,0.65247387,1.92573680,1.55218949,0.05151560,1.54331821
-5.41770885,3.69618590,0.08936790,0.01646555,0.61706951,1.83009912,1.48097058,0.04885385,1.47263285
-5.41170585,3.50453167,0.08429836,0.01512002,0.58094869,1.73275954,1.40949588,0.04609114,1.40255872
-5.40570285,3.31551985,0.07936602,0.01386117,0.54462364,1.63536836,1.33923125,0.04326241,1.33462703
-5.39969985,3.13269379,0.07463280,0.01270447,0.50860031,1.53958753,1.27167592,0.04040266,1.27040122
-5.39369685,2.95958115,0.07016052,0.01166336,0.47337014,1.44706254,1.20834022,0.03754629,1.21145504
-5.38769385,2.79964027,0.06601039,0.01074923,0.43940219,1.35939450,1.15072205,0.03472645,1.15934904
-5.38169085,2.65620568,0.06224229,0.00997148,0.40713610,1.27811271,1.10028251,0.03197447,1.11560553
-5.37568784,2.53243342,0.05891405,0.00933762,0.37697586,1.20464820,1.05842076,0.02931935,1.08168209
-5.36968484,2.43124642,0.05608054,0.00885331,0.34928446,1.14030848,1.02644834,0.02678732,1.05894359
-5.36368184,2.35528036,0.05379264,0.00852242,0.32437952,1.08625362,1.00556326,0.02440145,1.04863319
-5.35767884,2.30683074,0.05209623,0.00834709,0.30252989,1.04347411,0.99682411,0.02218148,1.05184242
-5.35167584,2.28780168,0.05103102,0.00832770,0.28395326,1.01277060,1.00112469,0.02014357,1.06948094
-5.34567284,2.29965752,0.05062947,0.00846290,0.26881462,0.99473578,1.01916953,0.01830031,1.10224656
-5.33966983,2.34337816,0.05091564,0.00874949,0.25722570,0.98973878,1.05145113,0.01666069,1.15059645
-5.33366683,2.41941979,0.05190417,0.00918242,0.24924521,0.99791242,1.09822943,0.01523023,1.21472041
-5.32766383,2.52768229,0.05359934,0.00975466,0.24487984,1.01914380,1.15951452,0.01401116,1.29451747
-5.32166083,2.66748538,0.05599421,0.01045714,0.24408606,1.05306874,1.23505344,0.01300260,1.38957702
-5.31565783,2.83755512,0.05907008,0.01127870,0.24677252,1.09907060,1.32432196,0.01220089,1.49916594
-5.30965483,3.03602282,0.06279603,0.01220603,0.25280318,1.15628409,1.42652243,0.01159981,1.62222293
-5.30365183,3.26043790,0.06712881,0.01322370,0.26200097,1.22360462,1.54058836,0.01119096,1.75736133
-5.29764882,3.50779613,0.07201299,0.01431424,0.27415198,1.29970354,1.66519645,0.01096403,1.90288143
-5.29164582,3.77458417,0.07738144,0.01545831,0.28901023,1.38304976,1.79878655,0.01090708,2.05679307
-5.28564282,4.05684059,0.08315612,0.01663490,0.30630277,1.47193756,1.93958952,0.01100689,2.21684864
-5.27963982,4.35023301,0.08924920,0.01782166,0.32573515,1.56452071,2.08566290,0.01124920,2.38058661
-5.27363682,4.65014994,0.09556452,0.01899534,0.34699708,1.65885216,2.23493353,0.01161891,2.54538457
-5.26763382,4.95180522,0.10199933,0.02013219,0.36976816,1.75292869,2.38524618,0.01210038,2.70852084
-5.26163082,5.25035208,0.10844629,0.02120858,0.39372363,1.84473923,2.53441664,0.01267755,2.86724270
-5.25562781,5.54100304,0.11479566,0.02220152,0.41853967,1.93231566,2.68028750,0.01333414,3.01883904
-5.24962481,5.81915152,0.12093768,0.02308929,0.44389852,2.01378422,2.82078451,0.01405378,3.16071487
-5.24362181,6.08049046,0.12676494,0.02385202,0.46949277,2.08741582,2.95397144,0.01482016,3.29046477
-5.23761881,6.32112333,0.13217481,0.02447232,0.49502910,2.15167343,3.07810107,0.01561709,3.40594241
-5.23161581,6.53766316,0.13707175,0.02493570,0.52023100,2.20525466,3.19166039,0.01642870,3.50532319
-5.22561281,6.72731548,0.14136946,0.02523109,0.54484066,2.24712777,3.29340811,0.01723944,3.58715753
-5.21960980,6.88794219,0.14499281,0.02535112,0.56861985,2.27655983,3.38240311,0.01803426,3.65041247
-5.21360680,7.01810396,0.14787943,0.02529236,0.59134987,2.29313589,3.45802278,0.01879869,3.69450015
-5.20760380,7.11708015,0.14998104,0.02505537,0.61283077,2.29676845,3.51997104,0.01951899,3.71929205
-5.20160080,7.18486631,0.15126431,0.02464467,0.63287984,2.28769710,3.56827601,0.02018224,3.72511878
-5.19559780,7.22215042,0.15171140,0.02406854,0.65132973,2.26647856,3.60327811,0.02077655,3.71275592
-5.18959480,7.23027015,0.15132012,0.02333873,0.66802637,2.23396794,3.62560974,0.02129116,3.68339696
-5.18359180,7.21115431,0.15010365,0.02246996,0.68282706,2.19129215,3.63616813,0.02171666,3.63861507
-5.17758879,7.16725213,0.14809001,0.02147950,0.69559885,2.13981720,3.63608296,0.02204514,3.58031588
-5.17158579,7.10145433,0.14532119,0.02038653,0.70621758,2.08111078,3.62668087,0.02227039,3.51068349
-5.16558279,7.01701020,0.14185205,0.01921152,0.71456777,2.01690208,3.60944829,0.02238807,3.43212247
-5.15957979,6.91744418,0.13774908,0.01797565,0.72054340,1.94904060,3.58599453,0.02239584,3.34719812
-5.15357679,6.80647537,0.13308899,0.01670011,0.72404981,1.87945555,3.55801613,0.02229357,3.25857719
-5.14757379,6.68794221,0.12795729,0.01540562,0.72500650,1.81011737,3.52726337,0.02208340,3.16897111
-5.14157079,6.56573407,0.12244683,0.01411185,0.72335088,1.74300242,3.49550950,0.02176985,3.08108290
-5.13556778,6.44373045,0.11665639,0.01283703,0.71904268,1.68006188,3.46452248,0.02135985,2.99755890
-5.12956478,6.32574764,0.11068944,0.01159759,0.71206882,1.62319511,3.43603896,0.02086272,2.92094570
-5.12356178,6.21549200,0.10465287,0.01040797,0.70244836,1.57422769,3.41173987,0.02029018,2.85365232
-5.11755878,6.11651858,0.09865602,0.00928046,0.69023722,1.53489401,3.39322674,0.01965615,2.79791737
-5.11155578,6.03219353,0.09280969,0.00822518,0.67553237,1.50682384,3.38199798,0.01897667,2.75578051
-5.10555278,5.96565848,0.08722544,0.00725017,0.65847502,1.49153226,3.37942456,0.01826966,2.72905784
-5.09954977,5.91979573,0.08201490,0.00636156,0.63925264,1.49041214,3.38672450,0.01755468,2.71932019
-5.09354677,5.89719303,0.07728925,0.00556376,0.61809953,1.50472832,3.40493639,0.01685264,2.72787421
-5.08754377,5.90010776,0.07315870,0.00485981,0.59529574,1.53561273,3.43489222,0.01618545,2.75574557
-5.08154077,5.93043050,0.06973204,0.00425168,0.57116429,1.58405948,3.47719048,0.01557569,2.80366457
-5.07553777,5.98964917,0.06711612,0.00374069,0.54606680,1.65091950,3.53217081,0.01504621,2.87205412
-5.06953477,6.07881496,0.06541526,0.00332784,0.52039738,1.73689411,3.59989195,0.01461975,2.96102074
-5.06353177,6.19851225,0.06473056,0.00301424,0.49457523,1.84252720,3.68011457,0.01431848,3.07034931
-5.05752876,6.34883451,0.06515896,0.00280149,0.46903599,1.96819597,3.77229126,0.01416362,3.19950216
-5.05152576,6.52936850,0.06679219,0.00269202,0.44422219,2.11410011,3.87556499,0.01417502,3.34762364
-5.04552276,6.73918877,0.06971533,0.00268943,0.42057312,2.28024975,3.98877778,0.01437068,3.51355049
-5.03951976,6.97686397,0.07400526,0.00279878,0.39851446,2.46645244,4.11049028,0.01476639,3.69582886
-5.03351676,7.24047602,0.07972875,0.00302680,0.37844794,2.67229955,4.23901268,0.01537527,3.89273791
-5.02751376,7.52765216,0.08694036,0.00338210,0.36074140,2.89715282,4.37244643,0.01620743,4.10231991
-5.02151076,7.83560943,0.09568016,0.00387526,0.34571953,3.14013157,4.50873559,0.01726956,4.32241627
-5.01550775,8.16120997,0.10597134,0.00451885,0.33365549,3.40010136,4.64572595,0.01856466,4.55070846
-5.00950475,8.50102510,0.11781772,0.00532742,0.32476373,3.67566490,4.78122941,0.02009170,4.78476252
-5.00350175,8.85140537,0.13120146,0.00631733,0.31919409,3.96515601,4.91309056,0.02184542,5.02207561
-4.99749875,9.20855359,0.14608085,0.00750651,0.31702734,4.26663758,5.03925224,0.02381620,5.26012279
-4.99149575,9.56859749,0.16238848,0.00891412,0.31827237,4.57790427,5.15781672,0.02598998,5.49640229
-4.98549275,9.92765904,0.18002987,0.01056007,0.32286494,4.89649086,5.26709933,0.02834825,5.72847750
-4.97948974,10.28191773,0.19888264,0.01246450,0.33066816,5.21968698,5.36567183,0.03086825,5.95401429
-4.97348674,10.62766548,0.21879640,0.01464704,0.34147468,5.54455870,5.45239316,0.03352316,6.17081230
-4.96748374,10.96135183,0.23959337,0.01712608,0.35501051,5.86797754,5.52642643,0.03628248,6.37682967
-4.96148074,11.27961870,0.26106986,0.01991784,0.37094052,6.18665690,5.58724133,0.03911249,6.57020057
-4.95547774,11.57932478,0.28299862,0.02303546,0.38887543,6.49719593,5.63460239,0.04197687,6.74924583
-4.94947474,11.85756047,0.30513198,0.02648799,0.40838030,6.79613017,5.66854422,0.04483731,6.91247709
-4.94347174,12.11165478,0.32720582,0.03027937,0.42898414,7.07998824,5.68933572,0.04765435,7.05859539
-4.93746873,12.33917623,0.34894426,0.03440745,0.45019071,7.34535336,5.69743584,0.05038814,7.18648528
-4.93146573,12.53792980,0.37006489,0.03886302,0.47149001,7.58892813,5.69344383,0.05299931,7.29520594
-4.92546273,12.70595254,0.39028449,0.04362906,0.49237030,7.80760071,5.67804737,0.05544985,7.38398048
-4.91945973,12.84150964,0.40932491,0.04868003,0.51233034,7.99851040,5.65197169,0.05770394,7.45218509
-4.91345673,12.94309311,0.42691914,0.05398142,0.53089144,8.15911041,5.61593294,0.05972874,7.49933896
-4.90745373,13.00942437,0.44281718,0.05948962,0.54760896,8.28722568,5.57059831,0.06149513,7.52509626
-4.90145073,13.03946157,0.45679160,0.06515195,0.56208306,8.38110351,5.51655512,0.06297831,7.52924071
-4.89544772,13.03241213,0.46864262,0.07090716,0.57396809,8.43945540,5.45429039,0.06415829,7.51168331
-4.88944472,12.98774989,0.47820258,0.07668617,0.58298063,8.46148825,5.38418150,0.06502028,7.47246320
-4.88344172,12.90523639,0.48533960,0.08241321,0.58890564,8.44692401,5.30649816,0.06555488,7.41175163
-4.87743872,12.78494464,0.48996034,0.08800731,0.59160074,8.39600708,5.22141481,0.06575822,7.32985836
-4.87143572,12.62728403,0.49201189,0.09338403,0.59099843,8.30949913,5.12903229,0.06563180,7.22723993
-4.86543272,12.43302429,0.49148262,0.09845755,0.58710612,8.18866199,5.02940693,0.06518241,7.10450881
-4.85942971,12.20331667,0.48840212,0.10314289,0.58000420,8.03522902,4.92258486,0.06442171,6.96244261
-4.85342671,11.93971030,0.48284013,0.10735825,0.56984207,7.85136654,4.80863916,0.06336591,6.80199206
-4.84742371,11.64416200,0.47490466,0.11102747,0.55683243,7.63962651,4.68770735,0.06203521,6.62428705
-4.84142071,11.31903787,0.46473919,0.11408232,0.54124404,7.40289236,4.56002673,0.06045327,6.43063949
-4.83541771,10.96710546,0.45251925,0.11646474,0.52339324,7.14431971,4.42596550,0.05864664,6.22254241
-4.82941471,10.59151550,0.43844833,0.11812873,0.50363456,6.86727384,4.28604743,0.05664412,6.00166440
-4.82341171,10.19577275,0.42275332,0.11904207,0.48235073,6.57526559,4.14096882,0.05447613,5.76983903
-4.81740870,9.78369576,0.40567956,0.11918746,0.45994245,6.27188735,3.99160646,0.05217415,5.52904899
-4.81140570,9.35936595,0.38748562,0.11856332,0.43681818,5.96075037,3.83901594,0.04977010,5.28140470
-4.80540270,8.92706666,0.36843799,0.11718411,0.41338435,5.64542470,3.68442029,0.04729579,5.02911780
-4.79939970,8.49121336,0.34880575,0.11508009,0.39003606,5.32938248,3.52918917,0.04478245,4.77446974
-4.79339670,8.05627660,0.32885538,0.11229667,0.36714873,5.01594542,3.37480948,0.04226020,4.51977622
-4.78739370,7.62669951,0.30884576,0.10889324,0.34507056,4.70823693,3.22284853,0.03975765,4.26734828
-4.78139070,7.20681218,0.28902359,0.10494165,0.32411621,4.40913922,3.07491139,0.03730155,4.01945115
-4.77538769,6.80074533,0.26961920,0.10052438,0.30456156,4.12125583,2.93259415,0.03491640,3.77826198
-4.76938469,6.41234592,0.25084296,0.09573241,0.28663970,3.84687975,2.79743521,0.03262420,3.54582796
-4.76338169,6.04509749,0.23288225,0.09066300,0.27053819,3.58796736,2.67086660,0.03044420,3.32402602
-4.75737869,5.70204800,0.21589917,0.08541736,0.25639743,3.34611864,2.55416757,0.02839272,3.11452577
-4.75137569,5.38574772,0.20002899,0.08009834,0.24431022,3.12256374,2.44842245,0.02648301,2.91875688
-4.74537269,5.09819965,0.18537924,0.07480827,0.23432250,2.91815637,2.35448464,0.02472516,2.73788226
-4.73936968,4.84082441,0.17202972,0.06964687,0.22643499,2.73337415,2.27294841,0.02312608,2.57277814
-4.73336668,4.61444126,0.16003304,0.06470945,0.22060597,2.56832624,2.20412978,0.02168953,2.42402174
-4.72736368,4.41926611,0.14941598,0.06008531,0.21675476,2.42276819,2.14805739,0.02041625,2.29188734
-4.72136068,4.25492690,0.14018138,0.05585635,0.21476609,2.29612409,2.10447381,0.01930405,2.17635063
-4.71535768,4.12049601,0.13231051,0.05209604,0.21449512,2.18751557,2.07284733,0.01834808,2.07710151
-4.70935468,4.01453850,0.12576584,0.04886846,0.21577296,2.09579721,2.05239375,0.01754106,1.99356465
-4.70335168,3.93517444,0.12049411,0.04622767,0.21841260,2.01959754,2.04210721,0.01687362,1.92492700
-4.69734867,3.88015297,0.11642945,0.04421720,0.22221508,1.95736464,2.04079873,0.01633467,1.87017122
-4.69134567,3.84693504,0.11349653,0.04286964,0.22697580,1.90741494,2.04714084,0.01591173,1.82811343
-4.68534267,3.83278159,0.11161361,0.04220637,0.23249060,1.86798388,2.05971623,0.01559141,1.79744396
-4.67933967,3.83484361,0.11069527,0.04223736,0.23856168,1.83727684,2.07706837,0.01535976,1.77676929
-4.67333667,3.85025048,0.11065483,0.04296098,0.24500301,1.81351851,2.09775185,0.01520272,1.76465351
-4.66733367,3.87619323,0.11140634,0.04436392,0.25164514,1.79499928,2.12038031,0.01510650,1.75965791
-4.66133067,3.90999954,0.11286612,0.04642112,0.25833916,1.78011706,2.14367000,0.01505792,1.76037699
-4.65532766,3.94919789,0.11495374,0.04909584,0.26495991,1.76741307,2.16647716,0.01504471,1.76547007
-4.64932466,3.99156886,0.11759262,0.05233979,0.27140804,1.75560075,2.18782785,0.01505584,1.77368729
-4.64332166,4.03518235,0.12071014,0.05609347,0.27761109,1.74358679,2.20693927,0.01508163,1.78388978
-4.63731866,4.07842006,0.12423733,0.06028668,0.28352357,1.73048410,2.22323203,0.01511398,1.79506347
-4.63131566,4.11998350,0.12810833,0.06483928,0.28912587,1.71561648,2.23633324,0.01514639,1.80632691
-4.62531266,4.15888846,0.13225962,0.06966225,0.29442235,1.69851552,2.24607079,0.01517403,1.81693346
-4.61930965,4.19444744,0.13662913,0.07465904,0.29943851,1.67891018,2.25245975,0.01519370,1.82626844
-4.61330665,4.22624201,0.14115542,0.07972728,0.30421750,1.65671020,2.25568175,0.01520376,1.83384224
-4.60730365,4.25408755,0.14577687,0.08476075,0.30881609,1.63198440,2.25605902,0.01520403,1.83928029
-4.60130065,4.27799278,0.15043110,0.08965164,0.31330032,1.60493529,2.25402442,0.01519564,1.84231092
-4.59529765,4.29811682,0.15505469,0.09429308,0.31774106,1.57587132,2.25008937,0.01518092,1.84275222
-4.58929465,4.31472604,0.15958306,0.09858177,0.32220954,1.54517823,2.24481112,0.01516321,1.84049862
-4.58329165,4.32815305,0.16395080,0.10242071,0.32677327,1.51329086,2.23876110,0.01514675,1.83550822
-4.57728864,4.33875963,0.16809219,0.10572187,0.33149232,1.48066656,2.23249567,0.01513655,1.82779117
-4.57128564,4.34690496,0.17194209,0.10840870,0.33641618,1.44776128,2.22653042,0.01513826,1.81739985
-4.56528264,4.35292030,0.17543699,0.11041840,0.34158137,1.41500902,2.22131906,0.01515812,1.80442070
-4.55927964,4.35709058,0.17851626,0.11170383,0.34700975,1.38280535,2.21723745,0.01520288,1.78896812
-4.55327664,4.35964300,0.18112346,0.11223489,0.35270778,1.35149517,2.21457300,0.01527981,1.77117996
-4.54727364,4.36074252,0.18320774,0.11199942,0.35866650,1.32136480,2.21351978,0.01539670,1.75121469
-4.54127064,4.36049353,0.18472506,0.11100353,0.36486241,1.29263838,2.21417881,0.01556186,1.72924978
-4.53526763,4.35894703,0.18563942,0.10927126,0.37125911,1.26547805,2.21656329,0.01578416,1.70548090
-4.52926463,4.35611234,0.18592375,0.10684368,0.37780961,1.23998767,2.22060812,0.01607313,1.68012184
-4.52326163,4.35197216,0.18556064,0.10377741,0.38445920,1.21621932,2.22618279,0.01643893,1.65340461
-4.51725863,4.34650002,0.18454281,0.10014270,0.39114879,1.19418210,2.23310692,0.01689244,1.62557955
-4.51125563,4.33967882,0.18287325,0.09602097,0.39781854,1.17385242,2.24116737,0.01744521,1.59691533
-4.50525263,4.33151951,0.18056507,0.09150217,0.40441161,1.15518530,2.25013595,0.01810948,1.56769865
-4.49924962,4.32207876,0.17764107,0.08668189,0.41087786,1.13812581,2.25978670,0.01889808,1.53823360
-4.49324662,4.31147488,0.17413312,0.08165838,0.41717742,1.12262040,2.26991201,0.01982431,1.50884071
