energy_ev,total_up,Ga_p_up,Ga_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-6.00000000,1.21655616,0.09823013,0.00000000,0.19612985,0.75100695,0.43874310,0.00000000
-5.99399700,1.19872139,0.09435085,0.00000000,0.19452447,0.74128213,0.43370938,0.00000000
-5.98799400,1.18434190,0.09147789,0.00000000,0.19324868,0.73393051,0.42904248,0.00000000
-5.98199100,1.17375356,0.08967927,0.00000000,0.19234709,0.72919974,0.42475119,0.00000000
-5.97598799,1.16724860,0.08900755,0.00000000,0.19186389,0.72731262,0.42083330,0.00000000
-5.96998499,1.16507511,0.08950019,0.00000000,0.19184165,0.72846629,0.41727708,0.00000000
-5.96398199,1.16743727,0.09117994,0.00000000,0.19232018,0.73283161,0.41406314,0.00000000
-5.95797899,1.17449624,0.09405550,0.00000000,0.19333551,0.74055277,0.41116664,0.00000000
-5.95197599,1.18637144,0.09812199,0.00000000,0.19491901,0.75174697,0.40855971,0.00000000
-5.94597299,1.20314182,0.10336163,0.00000000,0.19709668,0.76650400,0.40621397,0.00000000
-5.93996998,1.22484718,0.10974423,0.00000000,0.19988849,0.78488561,0.40410297,0.00000000
-5.93396698,1.25148904,0.11722772,0.00000000,0.20330802,0.80692462,0.40220456,0.00000000
-5.92796398,1.28303108,0.12575858,0.00000000,0.20736205,0.83262364,0.40050295,0.00000000
-5.92196098,1.31939899,0.13527228,0.00000000,0.21205042,0.86195347,0.39899031,0.00000000
-5.91595798,1.36047967,0.14569374,0.00000000,0.21736578,0.89485120,0.39766799,0.00000000
-5.90995498,1.40611990,0.15693783,0.00000000,0.22329358,0.93121805,0.39654712,0.00000000
-5.90395198,1.45612456,0.16890994,0.00000000,0.22981198,0.97091720,0.39564858,0.00000000
-5.89794897,1.51025457,0.18150674,0.00000000,0.23689191,1.01377170,0.39500245,0.00000000
-5.89194597,1.56822490,0.19461711,0.00000000,0.24449709,1.05956275,0.39464673,0.00000000
-5.88594297,1.62970288,0.20812329,0.00000000,0.25258424,1.10802848,0.39462558,0.00000000
-5.87993997,1.69430716,0.22190227,0.00000000,0.26110334,1.15886365,0.39498706,0.00000000
-5.87393697,1.76160763,0.23582748,0.00000000,0.26999809,1.21172029,0.39578051,0.00000000
-5.86793397,1.83112670,0.24977064,0.00000000,0.27920650,1.26620959,0.39705358,0.00000000
-5.86193097,1.90234201,0.26360393,0.00000000,0.28866175,1.32190518,0.39884925,0.00000000
-5.85592796,1.97469097,0.27720230,0.00000000,0.29829333,1.37834781,0.40120274,0.00000000
-5.84992496,2.04757703,0.29044593,0.00000000,0.30802833,1.43505151,0.40413867,0.00000000
-5.84392196,2.12037780,0.30322275,0.00000000,0.31779308,1.49151113,0.40766843,0.00000000
-5.83791896,2.19245493,0.31543095,0.00000000,0.32751503,1.54721107,0.41178798,0.00000000
-5.83191596,2.26316539,0.32698141,0.00000000,0.33712470,1.60163515,0.41647619,0.00000000
-5.82591296,2.33187411,0.33779993,0.00000000,0.34655789,1.65427714,0.42169381,0.00000000
-5.81990995,2.39796728,0.34782922,0.00000000,0.35575782,1.70465175,0.42738302,0.00000000
-5.81390695,2.46086625,0.35703058,0.00000000,0.36467730,1.75230570,0.43346786,0.00000000
-5.80790395,2.52004115,0.36538507,0.00000000,0.37328062,1.79682849,0.43985529,0.00000000
-5.80190095,2.57502409,0.37289431,0.00000000,0.38154530,1.83786241,0.44643703,0.00000000
-5.79589795,2.62542109,0.37958069,0.00000000,0.38946334,1.87511157,0.45309207,0.00000000
-5.78989495,2.67092261,0.38548709,0.00000000,0.39704206,1.90834945,0.45968989,0.00000000
-5.78389195,2.71131183,0.39067594,0.00000000,0.40430431,1.93742468,0.46609408,0.00000000
-5.77788894,2.74647065,0.39522775,0.00000000,0.41128813,1.96226492,0.47216648,0.00000000
-5.77188594,2.77638281,0.39923909,0.00000000,0.41804561,1.98287843,0.47777156,0.00000000
-5.76588294,2.80113395,0.40281992,0.00000000,0.42464120,1.99935333,0.48278084,0.00000000
-5.75987994,2.82090856,0.40609056,0.00000000,0.43114925,2.01185445,0.48707727,0.00000000
-5.75387694,2.83598354,0.40917806,0.00000000,0.43765095,2.02061774,0.49055935,0.00000000
-5.74787394,2.84671866,0.41221229,0.00000000,0.44423079,2.02594237,0.49314475,0.00000000
-5.74187094,2.85354394,0.41532170,0.00000000,0.45097246,2.02818066,0.49477334,0.00000000
-5.73586793,2.85694432,0.41862885,0.00000000,0.45795464,2.02772618,0.49540940,0.00000000
-5.72986493,2.85744209,0.42224599,0.00000000,0.46524652,2.02500029,0.49504294,0.00000000
-5.72386193,2.85557762,0.42627053,0.00000000,0.47290346,2.02043761,0.49369005,0.00000000
-5.71785893,2.85188909,0.43078087,0.00000000,0.48096285,2.01447095,0.49139218,0.00000000
-5.71185593,2.84689206,0.43583252,0.00000000,0.48944057,2.00751625,0.48821449,0.00000000
-5.70585293,2.84105965,0.44145475,0.00000000,0.49832789,1.99995817,0.48424319,0.00000000
-5.69984992,2.83480445,0.44764797,0.00000000,0.50758945,1.99213699,0.47958213,0.00000000
-5.69384692,2.82846281,0.45438191,0.00000000,0.51716207,1.98433748,0.47434866,0.00000000
-5.68784392,2.82228262,0.46159480,0.00000000,0.52695483,1.97678024,0.46866914,0.00000000
