energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.31565783,0.97193557,0.03430406,0.04511042,0.17484032,0.19885766,0.12448231,0.28955848,0.05045041,0.03812750
-5.30965483,1.06756199,0.03903886,0.04865314,0.19228501,0.21874776,0.13699813,0.31822379,0.05744373,0.04214327
-5.30365183,1.16633318,0.04418322,0.05216730,0.21046940,0.23930133,0.14992732,0.34789256,0.06513233,0.04634636
-5.29764882,1.26758552,0.04972958,0.05562130,0.22933761,0.26036101,0.16316493,0.37838692,0.07355312,0.05071565
-5.29164582,1.37060554,0.05566194,0.05898734,0.24883885,0.28175124,0.17659279,0.40951934,0.08274460,0.05522695
-5.28564282,1.47464762,0.06195526,0.06224311,0.26893187,0.30328102,0.19008115,0.44109878,0.09274770,0.05985340
-5.27963982,1.57895394,0.06857502,0.06537337,0.28958949,0.32474723,0.20349061,0.47293747,0.10360688,0.06456596
-5.27363682,1.68277593,0.07547709,0.06837139,0.31080303,0.34593852,0.21667453,0.50485792,0.11537124,0.06933399
-5.26763382,1.78539631,0.08260788,0.07124014,0.33258623,0.36663968,0.22948182,0.53670018,0.12809571,0.07412588
-5.26163082,1.88615118,0.08990490,0.07399315,0.35497857,0.38663639,0.24176001,0.56832864,0.14184202,0.07890981
-5.25562781,1.98445093,0.09729766,0.07665490,0.37804754,0.40572023,0.25335851,0.59963833,0.15667942,0.08365447
-5.24962481,2.07979925,0.10470894,0.07926084,0.40188961,0.42369380,0.26413215,0.63056016,0.17268507,0.08832984
-5.24362181,2.17180909,0.11205648,0.08185682,0.42662977,0.44037574,0.27394466,0.66106486,0.18994376,0.09290795
-5.23761881,2.26021497,0.11925484,0.08449793,0.45241929,0.45560566,0.28267217,0.69116525,0.20854693,0.09736360
-5.23161581,2.34488058,0.12621773,0.08724694,0.47943164,0.46924860,0.29020655,0.72091657,0.22859082,0.10167495
-5.22561281,2.42580120,0.13286030,0.09017208,0.50785647,0.48119896,0.29645848,0.75041469,0.25017366,0.10582411
-5.21960980,2.50310044,0.13910171,0.09334441,0.53789173,0.49138374,0.30136014,0.77979209,0.27339182,0.10979744
-5.21360680,2.57702108,0.14486753,0.09683485,0.56973400,0.49976487,0.30486740,0.80921153,0.29833491,0.11358581
-5.20760380,2.64791004,0.15009218,0.10071088,0.60356731,0.50634056,0.30696141,0.83885760,0.32507990,0.11718457
-5.20160080,2.71619787,0.15472096,0.10503308,0.63955086,0.51114556,0.30764959,0.86892634,0.35368441,0.12059340
-5.19559780,2.78237322,0.15871188,0.10985171,0.67780598,0.51425026,0.30696578,0.89961323,0.38417941,0.12381586
-5.18959480,2.84695341,0.16203706,0.11520343,0.71840301,0.51575852,0.30496972,0.93110006,0.41656155,0.12685878
-5.18359180,2.91045201,0.16468353,0.12110827,0.76134868,0.51580449,0.30174568,0.96354124,0.45078561,0.12973148
-5.17758879,2.97334506,0.16665362,0.12756708,0.80657460,0.51454822,0.29740037,0.99705013,0.48675730,0.13244475
-5.17158579,3.03603730,0.16796469,0.13455965,0.85392769,0.51217035,0.29206016,1.03168613,0.52432708,0.13500983
-5.16558279,3.09883013,0.16864837,0.14204339,0.90316302,0.50886610,0.28586762,1.06744315,0.56328530,0.13743718
-5.15957979,3.16189288,0.16874918,0.14995300,0.95393979,0.50483859,0.27897763,1.10424023,0.60335909,0.13973538
-5.15357679,3.22523902,0.16832281,0.15820088,1.00582083,0.50029189,0.27155300,1.14191482,0.64421154,0.14191002
-5.14757379,3.28870866,0.16743387,0.16667852,1.05827601,0.49542405,0.26375997,1.18021922,0.68544326,0.14396266
-5.14157079,3.35195832,0.16615340,0.17525875,1.11068966,0.49042029,0.25576355,1.21882058,0.72659666,0.14589009
-5.13556778,3.41445892,0.16455623,0.18379881,1.16237200,0.48544679,0.24772298,1.25730463,0.76716302,0.14768375
-5.12956478,3.47550225,0.16271820,0.19214422,1.21257431,0.48064510,0.23978740,1.29518317,0.80659216,0.14932944
-5.12356178,3.53421585,0.16071340,0.20013314,1.26050737,0.47612758,0.23209197,1.33190502,0.84430464,0.15080734
-5.11755878,3.58958589,0.15861163,0.20760127,1.30536259,0.47197404,0.22475439,1.36687026,0.87970597,0.15209236
-5.11155578,3.64048703,0.15647604,0.21438696,1.34633495,0.46822952,0.21787218,1.39944702,0.91220248,0.15315484
-5.10555278,3.68571813,0.15436108,0.22033629,1.38264686,0.46490352,0.21152053,1.42899026,0.94121820,0.15396147
-5.09954977,3.72404222,0.15231090,0.22530813,1.41357207,0.46197052,0.20575100,1.45486178,0.96621200,0.15447652
-5.09354677,3.75422892,0.15035816,0.22917869,1.43845837,0.45937187,0.20059097,1.47645049,0.98669440,0.15466323
-5.08754377,3.77509768,0.14852330,0.23184555,1.45674837,0.45701887,0.19604386,1.49319219,1.00224323,0.15448542
-5.08154077,3.78555977,0.14681430,0.23323104,1.46799736,0.45479691,0.19209016,1.50458810,1.01251756,0.15390903
-5.07553777,3.78465762,0.14522698,0.23328468,1.47188751,0.45257063,0.18868906,1.51022124,1.01726913,0.15290374
-5.06953477,3.77159971,0.14374568,0.23198475,1.46823799,0.45018962,0.18578090,1.50977017,1.01635109,0.15144446
-5.06353177,3.74579014,0.14234442,0.22933888,1.45701043,0.44749479,0.18328996,1.50301965,1.00972332,0.14951272
-5.05752876,3.70685164,0.14098844,0.22538372,1.43830997,0.44432485,0.18112790,1.48986778,0.99745450,0.14709776
-5.05152576,3.65464190,0.13963607,0.22018367,1.41238160,0.44052293,0.17919739,1.47032963,0.97972065,0.14419741
-5.04552276,3.58926263,0.13824080,0.21382879,1.37960245,0.43594292,0.17739608,1.44453738,0.95680036,0.14081870
-5.03951976,3.51106190,0.13675364,0.20643213,1.34047035,0.43045549,0.17562059,1.41273710,0.92906706,0.13697813
-5.03351676,3.42063002,0.13512550,0.19812646,1.29558938,0.42395350,0.17377053,1.37528264,0.89697868,0.13270167
-5.02751376,3.31878972,0.13330960,0.18906070,1.24565311,0.41635671,0.17175237,1.33262694,0.86106518,0.12802444
-5.02151076,3.20658160,0.13126386,0.17939618,1.19142647,0.40761566,0.16948306,1.28531140,0.82191466,0.12299021
-5.01550775,3.08524579,0.12895311,0.16930297,1.13372695,0.39771458,0.16689330,1.23395383,0.78015866,0.11765059
-5.00950475,2.95620092,0.12635112,0.15895637,1.07340595,0.38667335,0.16393034,1.17923551,0.73645724,0.11206414
-5.00350175,2.82102138,0.12344226,0.14853372,1.01133110,0.37454847,0.16056032,1.12188799,0.69148441,0.10629536
-4.99749875,2.68141391,0.12022295,0.13821173,0.94837003,0.36143304,0.15676999,1.06268010,0.64591467,0.10041356
-4.99149575,2.53919423,0.11670258,0.12816431,0.88537609,0.34745573,0.15256782,1.00240549,0.60041083,0.09449181
-4.98549275,2.39626450,0.11290408,0.11856092,0.82317646,0.33277901,0.14798453,0.94187124,0.55561365,0.08860585
-4.97948974,2.25459191,0.10886404,0.10956565,0.76256265,0.31759640,0.14307292,0.88188756,0.51213349,0.08283314
-4.97348674,2.11618877,0.10463238,0.10133665,0.70428352,0.30212923,0.13790717,0.82325885,0.47054397,0.07725193
-4.96748374,1.98309407,0.10027156,0.09402617,0.64904063,0.28662260,0.13258154,0.76677612,0.43137779,0.07194053
-4.96148074,1.85735639,0.09585547,0.08778083,0.59748576,0.27134107,0.12720862,0.71321057,0.39512437,0.06697659
-4.95547774,1.74101774,0.09146783,0.08274223,0.55022001,0.25656382,0.12191704,0.66330840,0.36222914,0.06243660
-4.94947474,1.63609778,0.08720040,0.07904745,0.50779434,0.24257958,0.11684894,0.61778639,0.33309419,0.05839530
-4.94347174,1.54457783,0.08315083,0.07682958,0.47071074,0.22968144,0.11215702,0.57732805,0.30807978,0.05492534
-4.93746873,1.46838395,0.07942033,0.07621786,0.43942381,0.21816138,0.10800146,0.54258006,0.28750631,0.05209675
-4.93146573,1.40936821,0.07611115,0.07733743,0.41434200,0.20830486,0.10454660,0.51414858,0.27165636,0.04997650
-4.92546273,1.36928757,0.07332403,0.08030844,0.39582819,0.20038527,0.10195760,0.49259507,0.26077625,0.04862795
-4.91945973,1.34977980,0.07115553,0.08524457,0.38419921,0.19465841,0.10039692,0.47843155,0.25507687,0.04811009
-4.91345673,1.35233595,0.06969532,0.09225070,0.37972397,0.19135701,0.10002096,0.47211473,0.25473344,0.04847677
-4.90745373,1.37826939,0.06902364,0.10141989,0.38262015,0.19068522,0.10097657,0.47403929,0.25988396,0.04977564
-4.90145073,1.42868153,0.06920869,0.11282957,0.39304933,0.19281330,0.10339774,0.48452996,0.27062634,0.05204694
-4.89544772,1.50442497,0.07030428,0.12653725,0.41111076,0.19787239,0.10740236,0.50383277,0.28701423,0.05532207
-4.88944472,1.60606506,0.07234761,0.14257561,0.43683415,0.20594961,0.11308916,0.53210557,0.30905171,0.05962212
-4.88344172,1.73384123,0.07535728,0.16094759,0.47017176,0.21708358,0.12053485,0.56940830,0.33668719,0.06495617
-4.87743872,1.88763014,0.07933162,0.18162132,0.51099059,0.23126047,0.12979159,0.61569358,0.36980693,0.07131966
-4.87143572,2.06691268,0.08424744,0.20452565,0.55906519,0.24841083,0.14088474,0.67079815,0.40822868,0.07869276
-4.86543272,2.27074716,0.09005908,0.22954621,0.61407190,0.26840747,0.15381115,0.73443593,0.45169612,0.08703895
-4.85942971,2.49775136,0.09669816,0.25652265,0.67558538,0.29106449,0.16853795,0.80619347,0.49987455,0.09630385
-4.85342671,2.74609557,0.10407372,0.28524724,0.74307793,0.31613778,0.18500195,0.88552836,0.55234862,0.10641444
-4.84742371,3.01350887,0.11207312,0.31546509,0.81592246,0.34332714,0.20310975,0.97177144,0.60862249,0.11727881
-4.84142071,3.29730024,0.12056359,0.34687632,0.89339944,0.37228017,0.22273866,1.06413300,0.66812298,0.12878644
-4.83541771,3.59439560,0.12939440,0.37914016,0.97470806,0.40259807,0.24373837,1.16171356,0.73020590,0.14080922
-4.82941471,3.90139076,0.13839985,0.41188115,1.05898171,0.43384316,0.26593349,1.26351909,0.79416577,0.15320317
-4.82341171,4.21461995,0.14740281,0.44469723,1.14530730,0.46554829,0.28912685,1.36848040,0.85924872,0.16581083
-4.81740870,4.53023793,0.15621891,0.47716953,1.23274799,0.49722767,0.31310345,1.47547638,0.92466848,0.17846441
-4.81140570,4.84431333,0.16466114,0.50887362,1.32036840,0.52838900,0.33763515,1.58336016,0.98962465,0.19098954
-4.80540270,5.15292969,0.17254485,0.53939156,1.40726104,0.55854636,0.36248564,1.69098712,1.05332277,0.20320953
-4.79939970,5.45229003,0.17969292,0.56832445,1.49257287,0.58723345,0.38741575,1.79724367,1.11499526,0.21495001
-4.79339670,5.73882024,0.18594082,0.59530473,1.57553030,0.61401661,0.41218880,1.90107528,1.17392219,0.22604370
-4.78739370,6.00926653,0.19114157,0.62000769,1.65546128,0.63850701,0.43657572,2.00151246,1.22945088,0.23633525
-4.78139070,6.26078206,0.19517015,0.64216147,1.73181308,0.66037151,0.46035979,2.09769330,1.28101338,0.24568576
-4.77538769,6.49099825,0.19792740,0.66155516,1.80416450,0.67934163,0.48334080,2.18888141,1.32814076,0.25397687
-4.76938469,6.69807727,0.19934301,0.67804441,1.87223155,0.69522015,0.50533839,2.27447824,1.37047359,0.26111429
-4.76338169,6.88074284,0.19937765,0.69155424,1.93586611,0.70788508,0.52619453,2.35402926,1.40776788,0.26703034
-4.75737869,7.03828775,0.19802402,0.70207884,1.99504735,0.71729074,0.54577501,2.42722361,1.43989630,0.27168570
-4.75137569,7.17055807,0.19530685,0.70967845,2.04986623,0.72346590,0.56396992,2.49388745,1.46684457,0.27507005
-4.74537269,7.27791485,0.19128175,0.71447329,2.10050393,0.72650912,0.58069326,2.55397144,1.48870324,0.27720158
-4.73936968,7.36117607,0.18603309,0.71663504,2.14720530,0.72658148,0.59588160,2.60753340,1.50565550,0.27812553
-4.73336668,7.42154202,0.17967089,0.71637626,2.19024902,0.72389717,0.60949211,2.65471720,1.51796162,0.27791164
-4.72736368,7.46050889,0.17232698,0.71393830,2.22991620,0.71871241,0.62150006,2.69572939,1.52594111,0.27665086
-4.72136068,7.47977536,0.16415047,0.70957854,2.26645950,0.71131322,0.63189599,2.73081502,1.52995361,0.27445121
-4.71535768,7.48114764,0.15530292,0.70355748,2.30007468,0.70200275,0.64068275,2.76023430,1.53037954,0.27143325
-4.70935468,7.46644816,0.14595322,0.69612656,2.33087641,0.69108885,0.64787264,2.78424145,1.52760178,0.26772521
-4.70335168,7.43743262,0.13627255,0.68751724,2.35888009,0.67887228,0.65348480,2.80306692,1.52198908,0.26345806
-4.69734867,7.39571950,0.12642953,0.67793198,2.38399073,0.66563628,0.65754296,2.81690400,1.51388229,0.25876081
-4.69134567,7.34273502,0.11658575,0.66753761,2.40599966,0.65163786,0.66007369,2.82590032,1.50358371,0.25375605
-4.68534267,7.27967550,0.10689192,0.65646115,2.42458945,0.63710106,0.66110513,2.83015442,1.49135010,0.24855615
-4.67933967,7.20748773,0.09748456,0.64478841,2.43934656,0.62221252,0.66066634,2.82971721,1.47738925,0.24326010
-4.67333667,7.12686703,0.08848347,0.63256529,2.44978102,0.60711911,0.65878695,2.82459779,1.46186011,0.23795110
-4.66733367,7.03827117,0.07999000,0.61980134,2.45535179,0.59192791,0.65549740,2.81477277,1.44487583,0.23269504
-4.66133067,6.94194791,0.07208590,0.60647553,2.45549633,0.57670803,0.65082937,2.80019811,1.42650934,0.22753979
-4.65532766,6.83797298,0.06483306,0.59254352,2.44966231,0.56149413,0.64481640,2.78082221,1.40680074,0.22251530
-4.64932466,6.72629491,0.05827376,0.57794597,2.43733971,0.54629125,0.63749464,2.75659930,1.38576559,0.21763445
-4.64332166,6.60678322,0.05243149,0.56261740,2.41809129,0.53108056,0.62890359,2.72750187,1.36340359,0.21289455
