energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up,Zr_p_up,Zr_d_up
-5.26763382,2.73444971,0.02377397,0.08367766,0.00168107,2.00262248,1.03646328,0.52651940,0.60439505,0.37003604
-5.26163082,2.85394642,0.02409254,0.08687310,0.00166111,2.09488843,1.08745565,0.54442403,0.63294266,0.38563032
-5.25562781,2.96896820,0.02440677,0.09018254,0.00165843,2.18333267,1.13543666,0.56237632,0.65952842,0.40078598
-5.24962481,3.07785983,0.02469937,0.09359117,0.00167219,2.26666212,1.17966193,0.58008283,0.68368495,0.41535275
-5.24362181,3.17897098,0.02495337,0.09707468,0.00170128,2.34360281,1.21942588,0.59722978,0.70498047,0.42917073
-5.23761881,3.27069884,0.02515283,0.10059924,0.00174440,2.41293306,1.25408106,0.61349170,0.72303210,0.44207330
-5.23161581,3.35153203,0.02528351,0.10412212,0.00180007,2.47351694,1.28305640,0.62854089,0.73751806,0.45389082
-5.22561281,3.42009418,0.02533344,0.10759272,0.00186676,2.52433675,1.30587375,0.64205748,0.74818791,0.46445515
-5.21960980,3.47518603,0.02529339,0.11095423,0.00194297,2.56452362,1.32216210,0.65373974,0.75487062,0.47360480
-5.21360680,3.51582442,0.02515723,0.11414574,0.00202728,2.59338511,1.33166888,0.66331422,0.75748011,0.48119053
-5.20760380,3.54127694,0.02492215,0.11710463,0.00211844,2.61042889,1.33426813,0.67054550,0.75601804,0.48708128
-5.20160080,3.55109096,0.02458873,0.11976937,0.00221549,2.61538166,1.32996512,0.67524517,0.75057384,0.49117002
-5.19559780,3.54511580,0.02416085,0.12208234,0.00231774,2.60820257,1.31889729,0.67727959,0.74132186,0.49337950
-5.18959480,3.52351733,0.02364554,0.12399272,0.00242492,2.58909064,1.30133159,0.67657626,0.72851603,0.49366736
-5.18359180,3.48678398,0.02305261,0.12545918,0.00253718,2.55848581,1.27765823,0.67312843,0.71248205,0.49203050
-5.17758879,3.43572392,0.02239428,0.12645234,0.00265510,2.51706335,1.24838120,0.66699777,0.69360749,0.48850841
-5.17158579,3.37145308,0.02168461,0.12695669,0.00277977,2.46572182,1.21410572,0.65831488,0.67233036,0.48318513
-5.16558279,3.29537410,0.02093901,0.12697209,0.00291270,2.40556459,1.17552323,0.64727763,0.64912627,0.47618982
-5.15957979,3.20914670,0.02017358,0.12651457,0.00305584,2.33787554,1.13339427,0.63414730,0.62449499,0.46769572
-5.15357679,3.11465003,0.01940451,0.12561648,0.00321154,2.26408951,1.08852980,0.61924258,0.59894658,0.45791742
-5.14757379,3.01393807,0.01864751,0.12432588,0.00338241,2.18575819,1.04177164,0.60293155,0.57298777,0.44710656
-5.14157079,2.90918938,0.01791724,0.12270534,0.00357129,2.10451254,0.99397246,0.58562202,0.54710883,0.43554599
-5.13556778,2.80265259,0.01722678,0.12083000,0.00378110,2.02202288,0.94597591,0.56775046,0.52177150,0.42354252
-5.12956478,2.69658925,0.01658724,0.11878511,0.00401469,1.93995758,0.89859752,0.54976982,0.49739813,0.41141859
-5.12356178,2.59321604,0.01600741,0.11666315,0.00427476,1.85994188,0.85260679,0.53213687,0.47436246,0.39950312
-5.11755878,2.49464786,0.01549347,0.11456052,0.00456363,1.78351791,0.80871094,0.51529922,0.45298218,0.38812177
-5.11155578,2.40284387,0.01504894,0.11257413,0.00488314,1.71210714,0.76754070,0.49968279,0.43351341,0.37758717
-5.10555278,2.31955803,0.01467457,0.11079792,0.00523448,1.64697645,0.72963849,0.48567983,0.41614724,0.36818927
-5.09954977,2.24629573,0.01436844,0.10931946,0.00561804,1.58920881,0.69544924,0.47363818,0.40100828,0.36018633
-5.09354677,2.18427788,0.01412617,0.10821675,0.00603333,1.53967931,0.66531392,0.46385187,0.38815522,0.35379685
-5.08754377,2.13441348,0.01394110,0.10755547,0.00647882,1.49903737,0.63946599,0.45655356,0.37758331,0.34919264
-5.08154077,2.09728132,0.01380471,0.10738658,0.00695196,1.46769536,0.61803065,0.45190884,0.36922846,0.34649343
-5.07553777,2.07312140,0.01370696,0.10774447,0.00744905,1.44582406,0.60102686,0.45001266,0.36297302,0.34576308
-5.06953477,2.06183597,0.01363677,0.10864576,0.00796532,1.43335470,0.58837194,0.45088785,0.35865263,0.34700757
-5.06353177,2.06299989,0.01358250,0.11008861,0.00849495,1.42998756,0.57988853,0.45448571,0.35606424,0.35017479
-5.05752876,2.07587997,0.01353242,0.11205269,0.00903116,1.43520642,0.57531361,0.46068865,0.35497464,0.35515617
-5.05152576,2.09946204,0.01347518,0.11449980,0.00956634,1.44829856,0.57430923,0.46931455,0.35512950,0.36178996
-5.04552276,2.13248511,0.01340025,0.11737495,0.01009223,1.46837921,0.57647460,0.48012285,0.35626230,0.36986615
-5.03951976,2.17348099,0.01329835,0.12060802,0.01060011,1.49441978,0.58135911,0.49282189,0.35810319,0.37913271
-5.03351676,2.22081822,0.01316178,0.12411582,0.01108103,1.52527883,0.58847594,0.50707743,0.36038718,0.38930304
-5.02751376,2.27274890,0.01298467,0.12780453,0.01152607,1.55973477,0.59731577,0.52252193,0.36286162,0.40006432
-5.02151076,2.32745680,0.01276321,0.13157241,0.01192658,1.59651943,0.60736034,0.53876436,0.36529276,0.41108645
-5.01550775,2.38310560,0.01249573,0.13531274,0.01227447,1.63435142,0.61809543,0.55540029,0.36747112,0.42203132
-5.00950475,2.43788581,0.01218272,0.13891675,0.01256243,1.67196840,0.62902297,0.57202199,0.36921573,0.43256218
-5.00350175,2.49005924,0.01182681,0.14227674,0.01278417,1.70815763,0.63967203,0.58822821,0.37037711,0.44235274
-4.99749875,2.53799995,0.01143262,0.14528893,0.01293466,1.74178387,0.64960856,0.60363364,0.37083897,0.45109577
-4.99149575,2.58023078,0.01100652,0.14785635,0.01301021,1.77181428,0.65844354,0.61787761,0.37051879,0.45851101
-4.98549275,2.61545477,0.01055641,0.14989135,0.01300867,1.79733958,0.66583962,0.63063205,0.36936731,0.46435211
-4.97948974,2.64258079,0.01009140,0.15131792,0.01292948,1.81759137,0.67151612,0.64160840,0.36736699,0.46841244
-4.97348674,2.66074309,0.00962148,0.15207361,0.01277365,1.83195519,0.67525225,0.65056351,0.36452972,0.47052971
-4.96748374,2.66931436,0.00915711,0.15211104,0.01254376,1.83997924,0.67688885,0.65730422,0.36089387,0.47058918
-4.96148074,2.66791241,0.00870893,0.15139903,0.01224387,1.84137865,0.67632840,0.66169070,0.35652078,0.46852552
-4.95547774,2.65640020,0.00828734,0.14992323,0.01187935,1.83603548,0.67353355,0.66363833,0.35149094,0.46432319
-4.94947474,2.63487970,0.00790218,0.14768626,0.01145676,1.82399441,0.66852434,0.66311817,0.34589996,0.45801549
-4.94347174,2.60367979,0.00756239,0.14470739,0.01098359,1.80545455,0.66137402,0.66015595,0.33985446,0.44968228
-4.93746873,2.56333859,0.00727580,0.14102185,0.01046806,1.78075753,0.65220383,0.65482964,0.33346793,0.43944651
-4.93146573,2.51458103,0.00704878,0.13667959,0.00991884,1.75037237,0.64117687,0.64726559,0.32685680,0.42746966
-4.92546273,2.45829222,0.00688615,0.13174377,0.00934483,1.71487762,0.62849116,0.63763343,0.32013666,0.41394638
-4.91945973,2.39548756,0.00679097,0.12628888,0.00875489,1.67494129,0.61437216,0.62613979,0.31341874,0.39909836
-4.91345673,2.32728062,0.00676449,0.12039869,0.00815762,1.63129923,0.59906501,0.61302120,0.30680678,0.38316782
-4.90745373,2.25484970,0.00680609,0.11416393,0.00756116,1.58473268,0.58282669,0.59853616,0.30039420,0.36641076
-4.90145073,2.17940430,0.00691330,0.10767998,0.00697297,1.53604571,0.56591821,0.58295700,0.29426179,0.34909024
-4.89544772,2.10215253,0.00708187,0.10104452,0.00639975,1.48604315,0.54859735,0.56656147,0.28847582,0.33146982
-4.88944472,2.02427057,0.00730590,0.09435522,0.00584728,1.43551001,0.53111186,0.54962471,0.28308668,0.31380752
-4.88344172,1.94687514,0.00757797,0.08770764,0.00532039,1.38519274,0.51369350,0.53241168,0.27812813,0.29635034
-4.87743872,1.87099988,0.00788939,0.08119329,0.00482288,1.33578310,0.49655315,0.51517050,0.27361708,0.27932962
-4.87143572,1.79757629,0.00823045,0.07489801,0.00435759,1.28790510,0.47987696,0.49812685,0.26955401,0.26295719
-4.86543272,1.72741983,0.00859066,0.06890057,0.00392639,1.24210530,0.46382373,0.48147966,0.26592395,0.24742252
-4.85942971,1.66122118,0.00895909,0.06327168,0.00353025,1.19884668,0.44852359,0.46539830,0.26269809,0.23289085
-4.85342671,1.59954297,0.00932471,0.05807328,0.00316934,1.15850602,0.43407791,0.45002115,0.25983585,0.21950227
-4.84742371,1.54282145,0.00967669,0.05335813,0.00284312,1.12137476,0.42056039,0.43545575,0.25728742,0.20737167
-4.84142071,1.49137273,0.01000473,0.04916983,0.00255046,1.08766290,0.40801911,0.42178019,0.25499669,0.19658951
-4.83541771,1.44540282,0.01029943,0.04554295,0.00228975,1.05750545,0.39647955,0.40904576,0.25290431,0.18722324
-4.82941471,1.40502066,0.01055250,0.04250348,0.00205903,1.03097100,0.38594814,0.39728048,0.25095089,0.17931931
-4.82341171,1.37025303,0.01075707,0.04006949,0.00185610,1.00807147,0.37641622,0.38649335,0.24908014,0.17290537
-4.81740870,1.34106031,0.01090787,0.03825183,0.00167861,0.98877264,0.36786408,0.37667881,0.24724174,0.16799282
-4.81140570,1.31735216,0.01100138,0.03705497,0.00152417,0.97300447,0.36026489,0.36782137,0.24539385,0.16457928
-4.80540270,1.29900191,0.01103592,0.03647784,0.00139040,0.96067074,0.35358816,0.35989987,0.24350515,0.16265086
-4.79939970,1.28585902,0.01101166,0.03651463,0.00127506,0.95165734,0.34780268,0.35289116,0.24155621,0.16218427
-4.79339670,1.27775878,0.01093058,0.03715551,0.00117602,0.94583880,0.34287858,0.34677308,0.23954026,0.16314837
-4.78739370,1.27452886,0.01079633,0.03838727,0.00109138,0.94308267,0.33878862,0.34152643,0.23746311,0.16550541
-4.78139070,1.27599243,0.01061407,0.04019374,0.00101939,0.94325179,0.33550845,0.33713596,0.23534248,0.16921157
-4.77538769,1.28196780,0.01039020,0.04255610,0.00095858,0.94620418,0.33301612,0.33359028,0.23320652,0.17421709
-4.76938469,1.29226494,0.01013213,0.04545300,0.00090764,0.95179103,0.33129060,0.33088077,0.23109183,0.18046580
-4.76338169,1.30667919,0.00984790,0.04886051,0.00086549,0.95985279,0.33030974,0.32899968,0.22904084,0.18789428
-4.75737869,1.32498282,0.00954591,0.05275184,0.00083124,0.97021413,0.33004772,0.32793743,0.22709895,0.19643058
-4.75137569,1.34691523,0.00923453,0.05709699,0.00080414,0.98267796,0.33047218,0.32767955,0.22531137,0.20599277
-4.74537269,1.37217269,0.00892180,0.06186224,0.00078358,0.99701936,0.33154133,0.32820327,0.22371987,0.21648728
-4.73936968,1.40039830,0.00861513,0.06700961,0.00076904,1.01297988,0.33320124,0.32947423,0.22235976,0.22780743
-4.73336668,1.43117343,0.00832102,0.07249623,0.00076007,1.03026275,0.33538361,0.33144339,0.22125700,0.23983202
-4.72736368,1.46401111,0.00804484,0.07827379,0.00075627,1.04852970,0.33800407,0.33404458,0.22042580,0.25242437
-4.72136068,1.49835235,0.00779072,0.08428807,0.00075723,1.06739967,0.34096138,0.33719264,0.21986672,0.26543185
-4.71535768,1.53356586,0.00756135,0.09047862,0.00076254,1.08644987,0.34413744,0.34078255,0.21956541,0.27868597
-4.70935468,1.56895167,0.00735806,0.09677863,0.00077175,1.10521925,0.34739843,0.34468959,0.21949205,0.29200331
-4.70335168,1.60374873,0.00718077,0.10311509,0.00078437,1.12321473,0.35059680,0.34877047,0.21960153,0.30518713
-4.69734867,1.63714668,0.00702810,0.10940920,0.00079985,1.13991979,0.35357429,0.35286568,0.21983434,0.31802992
-4.69134567,1.66830143,0.00689750,0.11557715,0.00081759,1.15480547,0.35616585,0.35680276,0.22011819,0.33031665
-4.68534267,1.69635407,0.00678546,0.12153125,0.00083690,1.16734326,0.35820417,0.36040052,0.22037033,0.34182887
-4.67933967,1.72045267,0.00668769,0.12718132,0.00085710,1.17701949,0.35952478,0.36347402,0.22050028,0.35234938
-4.67333667,1.73977596,0.00659940,0.13243646,0.00087741,1.18335065,0.35997146,0.36584011,0.22041318,0.36166741
-4.66733367,1.75355804,0.00651551,0.13720710,0.00089708,1.18589890,0.35940164,0.36732322,0.22001331,0.36958418
-4.66133067,1.76111299,0.00643092,0.14140714,0.00091533,1.18428722,0.35769166,0.36776134,0.21920783,0.37591847
-4.65532766,1.76185846,0.00634073,0.14495632,0.00093142,1.17821338,0.35474152,0.36701164,0.21791051,0.38051208
-4.64932466,1.75533697,0.00624048,0.14778257,0.00094464,1.16746213,0.35047902,0.36495577,0.21604526,0.38323498
-4.64332166,1.74123401,0.00612629,0.14982427,0.00095435,1.15191508,0.34486295,0.36150436,0.21354940,0.38398975
