energy_ev,total_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-6.00000000,2.70943727,0.50782913,0.00753176,0.15511258,0.02386886,1.45667035,0.36011183,0.18291957
-5.99399700,2.72874879,0.51563912,0.00809903,0.16214028,0.02398054,1.45873729,0.35540562,0.18643732
-5.98799400,2.73836993,0.52282573,0.00868535,0.16856800,0.02401086,1.45563210,0.34927460,0.18927487
-5.98199100,2.73847128,0.52942556,0.00928707,0.17431017,0.02396265,1.44758060,0.34185419,0.19140782
-5.97598799,2.72935583,0.53546777,0.00989993,0.17929550,0.02384018,1.43487129,0.33329669,0.19282308
-5.96998499,2.71145284,0.54097235,0.01051913,0.18346930,0.02364908,1.41784829,0.32376752,0.19351958
-5.96398199,2.68531058,0.54594952,0.01113938,0.18679542,0.02339634,1.39690443,0.31344147,0.19350859
-5.95797899,2.65158785,0.55040033,0.01175507,0.18925755,0.02309018,1.37247421,0.30249913,0.19281388
-5.95197599,2.61104426,0.55431823,0.01236034,0.19085985,0.02273994,1.34502696,0.29112357,0.19147156
-5.94597299,2.56452892,0.55769158,0.01294927,0.19162690,0.02235590,1.31505992,0.27949732,0.18952955
-5.93996998,2.51296746,0.56050674,0.01351600,0.19160282,0.02194912,1.28309143,0.26779960,0.18704673
-5.93396698,2.45734740,0.56275155,0.01405487,0.19084973,0.02153115,1.24965392,0.25620399,0.18409177
-5.92796398,2.39870171,0.56441890,0.01456059,0.18944546,0.02111378,1.21528680,0.24487631,0.18074156
-5.92196098,2.33809083,0.56551009,0.01502836,0.18748073,0.02070871,1.18052926,0.23397293,0.17707940
-5.91595798,2.27658334,0.56603778,0.01545394,0.18505574,0.02032729,1.14591276,0.22363929,0.17319294
-5.90995498,2.21523573,0.56602821,0.01583378,0.18227649,0.01998009,1.11195360,0.21400874,0.16917188
-5.90395198,2.15507172,0.56552261,0.01616503,0.17925091,0.01967668,1.07914535,0.20520170,0.16510565
-5.89794897,2.09706192,0.56457771,0.01644555,0.17608495,0.01942526,1.04795155,0.19732492,0.16108101
-5.89194597,2.04210426,0.56326525,0.01667396,0.17287881,0.01923239,1.01879866,0.19047111,0.15717976
-5.88594297,1.99100618,0.56167052,0.01684952,0.16972361,0.01910282,0.99206966,0.18471867,0.15347657
-5.87993997,1.94446905,0.55989015,0.01697213,0.16669837,0.01903930,0.96809830,0.18013161,0.15003718
-5.87393697,1.90307550,0.55802912,0.01704222,0.16386779,0.01904249,0.94716439,0.17675971,0.14691677
-5.86793397,1.86728020,0.55619724,0.01706069,0.16128060,0.01911096,0.92949008,0.17463868,0.14415887
-5.86193097,1.83740426,0.55450535,0.01702875,0.15896873,0.01924124,0.91523748,0.17379049,0.14179458
-5.85592796,1.81363351,0.55306131,0.01694793,0.15694730,0.01942798,0.90450740,0.17422379,0.13984237
-5.84992496,1.79602059,0.55196607,0.01681991,0.15521532,0.01966415,0.89733937,0.17593426,0.13830818
-5.84392196,1.78449042,0.55130991,0.01664650,0.15375718,0.01994133,0.89371281,0.17890502,0.13718611
-5.83791896,1.77884887,0.55116904,0.01642958,0.15254471,0.02025001,0.89354915,0.18310699,0.13645935
-5.83191596,1.77879380,0.55160255,0.01617109,0.15153974,0.02057993,0.89671483,0.18849909,0.13610148
-5.82591296,1.78392796,0.55264999,0.01587299,0.15069705,0.02092047,0.90302483,0.19502845,0.13607806
-5.81990995,1.79377293,0.55432925,0.01553730,0.14996748,0.02126100,0.91224668,0.20263042,0.13634827
-5.81390695,1.80778347,0.55663516,0.01516611,0.14930106,0.02159121,0.92410462,0.21122850,0.13686672
-5.80790395,1.82536153,0.55953846,0.01476161,0.14865001,0.02190144,0.93828381,0.22073427,0.13758516
-5.80190095,1.84586951,0.56298535,0.01432615,0.14797144,0.02218292,0.95443461,0.23104723,0.13845413
-5.79589795,1.86864229,0.56689750,0.01386225,0.14722960,0.02242799,0.97217666,0.24205469,0.13942444
-5.78989495,1.89299785,0.57117257,0.01337264,0.14639770,0.02263022,0.99110300,0.25363186,0.14044845
-5.78389195,1.91824652,0.57568519,0.01286032,0.14545899,0.02278454,1.01078432,0.26564210,0.14148110
-5.77788894,1.94369883,0.58028861,0.01232850,0.14440732,0.02288719,1.03077329,0.27793751,0.14248066
-5.77188594,1.96867240,0.58481679,0.01178062,0.14324700,0.02293578,1.05060937,0.29035993,0.14340927
-5.76588294,1.99249803,0.58908722,0.01122036,0.14199214,0.02292911,1.06982418,0.30274237,0.14423318
-5.75987994,2.01452558,0.59290435,0.01065153,0.14066531,0.02286716,1.08794753,0.31491106,0.14492289
-5.75387694,2.03412990,0.59606378,0.01007806,0.13929594,0.02275084,1.10451428,0.32668788,0.14545301
-5.74787394,2.05071712,0.59835697,0.00950390,0.13791820,0.02258193,1.11907206,0.33789349,0.14580211
-5.74187094,2.06373159,0.59957670,0.00893299,0.13656877,0.02236285,1.13118971,0.34835073,0.14595241
-5.73586793,2.07266353,0.59952293,0.00836912,0.13528449,0.02209653,1.14046630,0.35788853,0.14588947
-5.72986493,2.07705733,0.59800907,0.00781591,0.13409999,0.02178626,1.14654062,0.36634593,0.14560194
-5.72386193,2.07652018,0.59486834,0.00727669,0.13304556,0.02143555,1.14910051,0.37357630,0.14508121
-5.71785893,2.07073085,0.58996007,0.00675447,0.13214518,0.02104803,1.14789188,0.37945128,0.14432123
-5.71185593,2.05944809,0.58317558,0.00625190,0.13141492,0.02062734,1.14272685,0.38386459,0.14331834
-5.70585293,2.04251801,0.57444348,0.00577118,0.13086175,0.02017709,1.13349061,0.38673525,0.14207111
-5.69984992,2.01988021,0.56373395,0.00531411,0.13048280,0.01970076,1.12014652,0.38801023,0.14058032
-5.69384692,1.99157188,0.55106192,0.00488202,0.13026510,0.01920170,1.10273922,0.38766633,0.13884891
-5.68784392,1.95772967,0.53648882,0.00447584,0.13018577,0.01868309,1.08139536,0.38571111,0.13688199
-5.68184092,1.91858896,0.52012278,0.00409606,0.13021271,0.01814792,1.05632191,0.38218306,0.13468683
-5.67583792,1.87448048,0.50211733,0.00374282,0.13030569,0.01759902,1.02780196,0.37715070,0.13227291
-5.66983492,1.82582420,0.48266833,0.00341590,0.13041786,0.01703901,0.99618829,0.37071089,0.12965194
-5.66383192,1.77312085,0.46200952,0.00311480,0.13049749,0.01647037,0.96189462,0.36298628,0.12683781
-5.65782891,1.71694114,0.44040662,0.00283877,0.13048999,0.01589540,0.92538535,0.35412215,0.12384662
-5.65182591,1.65791337,0.41815035,0.00258689,0.13034010,0.01531629,0.88716376,0.34428264,0.12069663
-5.64582291,1.59670972,0.39554852,0.00235806,0.12999405,0.01473509,0.84775947,0.33364662,0.11740814
-5.63981991,1.53403181,0.37291761,0.00215113,0.12940177,0.01415380,0.80771552,0.32240334,0.11400345
-5.63381691,1.47059614,0.35057406,0.00196486,0.12851887,0.01357437,0.76757550,0.31074797,0.11050671
-5.62781391,1.40711966,0.32882572,0.00179801,0.12730847,0.01299873,0.72787137,0.29887729,0.10694373
-5.62181091,1.34430613,0.30796362,0.00164935,0.12574272,0.01242885,0.68911213,0.28698546,0.10334181
-5.61580790,1.28283336,0.28825447,0.00151769,0.12380392,0.01186680,0.65177374,0.27526014,0.09972944
-5.60980490,1.22334179,0.26993402,0.00140193,0.12148528,0.01131474,0.61629060,0.26387900,0.09613600
-5.60380190,1.16642433,0.25320156,0.00130100,0.11879123,0.01077497,0.58304856,0.25300654,0.09259141
-5.59779890,1.11261777,0.23821563,0.00121397,0.11573722,0.01025000,0.55237961,0.24279144,0.08912566
-5.59179590,1.06239559,0.22509098,0.00113997,0.11234922,0.00974251,0.52455820,0.23336431,0.08576837
-5.58579290,1.01616230,0.21389700,0.00107826,0.10866266,0.00925542,0.49979923,0.22483591,0.08254820
-5.57978989,0.97424918,0.20465735,0.00102819,0.10472117,0.00879183,0.47825737,0.21729580,0.07949232
-5.57378689,0.93691152,0.19735098,0.00098921,0.10057489,0.00835506,0.46002787,0.21081147,0.07662578
-5.56778389,0.90432715,0.19191428,0.00096086,0.09627874,0.00794860,0.44514843,0.20542792,0.07397098
-5.56178089,0.87659646,0.18824445,0.00094277,0.09189042,0.00757609,0.43360224,0.20116758,0.07154704
-5.55577789,0.85374371,0.18620368,0.00093469,0.08746851,0.00724125,0.42532177,0.19803079,0.06936939
-5.54977489,0.83571978,0.18562434,0.00093639,0.08307061,0.00694787,0.42019346,0.19599664,0.06744929
-5.54377189,0.82240621,0.18631476,0.00094777,0.07875157,0.00669971,0.41806290,0.19502423,0.06579359
-5.53776888,0.81362059,0.18806551,0.00096874,0.07456205,0.00650045,0.41874054,0.19505439,0.06440454
-5.53176588,0.80912316,0.19065609,0.00099931,0.07054728,0.00635364,0.42200775,0.19601177,0.06327978
-5.52576288,0.80862452,0.19386173,0.00103948,0.06674618,0.00626259,0.42762301,0.19780726,0.06241250
-5.51975988,0.81179428,0.19746017,0.00108933,0.06319082,0.00623031,0.43532828,0.20034081,0.06179175
-5.51375688,0.81827039,0.20123822,0.00114890,0.05990620,0.00625943,0.44485522,0.20350442,0.06140284
-5.50775388,0.82766901,0.20499795,0.00121826,0.05691041,0.00635212,0.45593125,0.20718542,0.06122797
-5.50175088,0.83959454,0.20856233,0.00129744,0.05421505,0.00651000,0.46828528,0.21126982,0.06124687
-5.49574787,0.85364963,0.21178011,0.00138643,0.05182595,0.00673406,0.48165303,0.21564576,0.06143760
-5.48974487,0.86944490,0.21452991,0.00148516,0.04974405,0.00702461,0.49578191,0.22020689,0.06177734
-5.48374187,0.88660807,0.21672334,0.00159346,0.04796653,0.00738118,0.51043526,0.22485568,0.06224326
-5.47773887,0.90479259,0.21830724,0.00171107,0.04648799,0.00780245,0.52539614,0.22950664,0.06281339
-5.47173587,0.92368531,0.21926470,0.00183760,0.04530169,0.00828627,0.54047057,0.23408920,0.06346739
-5.46573287,0.94301358,0.21961530,0.00197252,0.04440087,0.00882958,0.55549026,0.23855046,0.06418740
-5.45972986,0.96255139,0.21941429,0.00211518,0.04377995,0.00942845,0.57031502,0.24285764,0.06495873
-5.45372686,0.98212495,0.21875088,0.00226476,0.04343575,0.01007808,0.58483481,0.24700020,0.06577056
-5.44772386,1.00161754,0.21774587,0.00242032,0.04336858,0.01077292,0.59897166,0.25099164,0.06661650
-5.44172086,1.02097391,0.21654860,0.00258082,0.04358318,0.01150674,0.61268141,0.25487104,0.06749513
-5.43571786,1.04020409,0.21533338,0.00274511,0.04408962,0.01227277,0.62595538,0.25870417,0.06841039
-5.42971486,1.05938667,0.21429558,0.00291199,0.04490389,0.01306394,0.63882201,0.26258422,0.06937191
-5.42371186,1.07867145,0.21364748,0.00308026,0.04604844,0.01387299,0.65134827,0.26663211,0.07039523
-5.41770885,1.09828121,0.21361387,0.00324875,0.04755239,0.01469280,0.66364087,0.27099629,0.07150183
-5.41170585,1.11851232,0.21442762,0.00341639,0.04945159,0.01551659,0.67584701,0.27585191,0.07271911
-5.40570285,1.13973378,0.21632514,0.00358225,0.05178832,0.01633815,0.68815437,0.28139931,0.07408010
-5.39969985,1.16238431,0.21954179,0.00374560,0.05461080,0.01715213,0.70079019,0.28786176,0.07562299
-5.39369685,1.18696698,0.22430720,0.00390593,0.05797224,0.01795421,0.71401907,0.29548220,0.07739051
-5.38769385,1.21404086,0.23084046,0.00406303,0.06192971,0.01874127,0.72813919,0.30451906,0.07942896
-5.38169085,1.24420950,0.23934529,0.00421695,0.06654246,0.01951154,0.74347677,0.31524095,0.08178702
-5.37568784,1.27810583,0.25000489,0.00436803,0.07187010,0.02026462,0.76037855,0.32792032,0.08451436
-5.36968484,1.31637361,0.26297680,0.00451689,0.07797025,0.02100150,0.77920225,0.34282594,0.08765991
-5.36368184,1.35964536,0.27838753,0.00466437,0.08489603,0.02172444,0.80030510,0.36021445,0.09126997
-5.35767884,1.40851741,0.29632724,0.00481150,0.09269327,0.02243685,0.82403059,0.38032107,0.09538612
-5.35167584,1.46352269,0.31684445,0.00495938,0.10139757,0.02314305,0.85069385,0.40334962,0.10004305
-5.34567284,1.52510214,0.33994104,0.00510915,0.11103136,0.02384800,0.88056608,0.42946227,0.10526633
-5.33966983,1.59357591,0.36556769,0.00526186,0.12160103,0.02455698,0.91385877,0.45876938,0.11107026
-5.33366683,1.66911587,0.39362001,0.00541836,0.13309428,0.02527526,0.95070834,0.49131972,0.11745595
-5.32766383,1.75172053,0.42393572,0.00557923,0.14547789,0.02600774,0.99116200,0.52709170,0.12440959
-5.32166083,1.84119425,0.45629295,0.00574465,0.15869600,0.02675861,1.03516569,0.56598604,0.13190120
-5.31565783,1.93713176,0.49041015,0.00591436,0.17266912,0.02753104,1.08255475,0.60782028,0.13988384
-5.30965483,2.03890960,0.52594756,0.00608758,0.18729385,0.02832691,1.13304825,0.65232566,0.14829344
-5.30365183,2.14568515,0.56251069,0.00626298,0.20244357,0.02914660,1.18624716,0.69914671,0.15704924
-5.29764882,2.25640420,0.59965561,0.00643867,0.21797008,0.02998885,1.24163721,0.74784380,0.16605494
-5.29164582,2.36981714,0.63689628,0.00661224,0.23370612,0.03085068,1.29859621,0.79789883,0.17520055
-5.28564282,2.48450381,0.67371372,0.00678082,0.24946890,0.03172735,1.35640607,0.84872408,0.18436489
-5.27963982,2.59890630,0.70956677,0.00694114,0.26506448,0.03261250,1.41426910,0.89967419,0.19341868
-5.27363682,2.71136879,0.74390433,0.00708968,0.28029272,0.03349818,1.47132824,0.95006073,0.20222811
-5.26763382,2.82018297,0.77617862,0.00722276,0.29495296,0.03437513,1.52669032,0.99916933,0.21065888
-5.26163082,2.92363739,0.80585892,0.00733674,0.30884983,0.03523292,1.57945174,1.04627846,0.21858029
-5.25562781,3.02006884,0.83244553,0.00742812,0.32179923,0.03606026,1.62872530,1.09067943,0.22586953
-5.24962481,3.10791347,0.85548323,0.00749377,0.33363412,0.03684523,1.67366733,1.13169677,0.23241573
-5.24362181,3.18575578,0.87457392,0.00753102,0.34420988,0.03757564,1.71350393,1.16870817,0.23812378
-5.23761881,3.25237334,0.88938770,0.00753783,0.35340894,0.03823922,1.74755521,1.20116337,0.24291766
-5.23161581,3.30677531,0.89967225,0.00751292,0.36114464,0.03882401,1.77525667,1.22860089,0.24674310
-5.22561281,3.34823332,0.90525988,0.00745584,0.36736393,0.03931854,1.79617669,1.25066231,0.24956955
-5.21960980,3.37630338,0.90607210,0.00736706,0.37204901,0.03971215,1.81002970,1.26710319,0.25139133
-5.21360680,3.39083806,0.90212156,0.00724799,0.37521760,0.03999521,1.81668428,1.27780032,0.25222785
-5.20760380,3.39198846,0.89351113,0.00710100,0.37692210,0.04015936,1.81616612,1.28275501,0.25212299
-5.20160080,3.38019623,0.88043034,0.00692937,0.37724741,0.04019768,1.80865569,1.28209225,0.25114360
-5.19559780,3.35617581,0.86314923,0.00673726,0.37630781,0.04010488,1.79448091,1.27605584,0.24937714
-5.18959480,3.32088810,0.84200989,0.00652959,0.37424271,0.03987749,1.77410504,1.26499970,0.24692873
-5.18359180,3.27550655,0.81741601,0.00631197,0.37121180,0.03951396,1.74811046,1.24937573,0.24391753
-5.17758879,3.22137724,0.78982091,0.00609051,0.36738952,0.03901473,1.71717913,1.22971888,0.24047268
-5.17158579,3.15997462,0.75971442,0.00587174,0.36295933,0.03838238,1.68207027,1.20662984,0.23672907
-5.16558279,3.09285467,0.72760917,0.00566239,0.35810775,0.03762156,1.64359648,1.18075635,0.23282285
-5.15957979,3.02160734,0.69402685,0.00546927,0.35301867,0.03673905,1.60259903,1.15277367,0.22888714
-5.15357679,2.94781000,0.65948474,0.00529905,0.34786791,0.03574362,1.55992326,1.12336510,0.22504790
-5.14757379,2.87298357,0.62448317,0.00515812,0.34281832,0.03464601,1.51639507,1.09320327,0.22142010
-5.14157079,2.79855274,0.58949421,0.00505239,0.33801562,0.03345869,1.47279917,1.06293278,0.21810454
-5.13556778,2.72581167,0.55495196,0.00498717,0.33358492,0.03219568,1.42985997,1.03315499,0.21518505
-5.12956478,2.65589591,0.52124463,0.00496694,0.32962820,0.03087231,1.38822547,1.00441512,0.21272658
-5.12356178,2.58976148,0.48870874,0.00499529,0.32622260,0.02950493,1.34845477,0.97719226,0.21077383
-5.11755878,2.52817131,0.45762533,0.00507470,0.32341974,0.02811058,1.31100941,0.95189239,0.20935070
-5.11155578,2.47168925,0.42821838,0.00520649,0.32124576,0.02670668,1.27624865,0.92884437,0.20846047
-5.10555278,2.42068131,0.40065512,0.00539073,0.31970230,0.02531072,1.24442866,0.90829901,0.20808667
-5.09954977,2.37532387,0.37504833,0.00562614,0.31876816,0.02393987,1.21570546,0.89043081,0.20819460
-5.09354677,2.33561794,0.35146018,0.00591009,0.31840159,0.02261075,1.19014131,0.87534232,0.20873336
-5.08754377,2.30140873,0.32990743,0.00623858,0.31854311,0.02133910,1.16771405,0.86307037,0.20963849
-5.08154077,2.27240937,0.31036766,0.00660631,0.31911866,0.02013956,1.14832881,0.85359412,0.21083482
-5.07553777,2.24822771,0.29278624,0.00700674,0.32004312,0.01902551,1.13183167,0.84684406,0.21223968
-5.06953477,2.22839482,0.27708353,0.00743221,0.32122382,0.01800886,1.11802438,0.84271178,0.21376621
-5.06353177,2.21239405,0.26316221,0.00787411,0.32256412,0.01710000,1.10667951,0.84105967,0.21532663
-5.05752876,2.19968935,0.25091421,0.00832309,0.32396686,0.01630769,1.09755547,0.84173047,0.21683550
-5.05152576,2.18975172,0.24022716,0.00876926,0.32533759,0.01563910,1.09041051,0.84455587,0.21821264
-5.04552276,2.18208267,0.23098994,0.00920249,0.32658738,0.01509975,1.08501532,0.84936406,0.21938584
-5.03951976,2.17623389,0.22309726,0.00961266,0.32763530,0.01469358,1.08116354,0.85598581,0.22029303
-5.03351676,2.17182230,0.21645317,0.00998999,0.32841036,0.01442294,1.07867982,0.86425901,0.22088407
-5.02751376,2.16853998,0.21097337,0.01032527,0.32885296,0.01428865,1.07742508,0.87403132,0.22112194
-5.02151076,2.16615872,0.20658626,0.01061021,0.32891571,0.01429000,1.07729884,0.88516119,0.22098334
-5.01550775,2.16452913,0.20323296,0.01083762,0.32856376,0.01442477,1.07823843,0.89751703,0.22045872
-5.00950475,2.16357447,0.20086617,0.01100171,0.32777445,0.01468921,1.08021540,0.91097495,0.21955175
-5.00350175,2.16327962,0.19944817,0.01109818,0.32653662,0.01507800,1.08322908,0.92541494,0.21827819
-4.99749875,2.16367590,0.19894803,0.01112441,0.32484930,0.01558422,1.08729785,0.94071617,0.21666429
-4.99149575,2.16482264,0.19933834,0.01107948,0.32272006,0.01619931,1.09244863,0.95675140,0.21474483
-4.98549275,2.16678646,0.20059150,0.01096420,0.32016318,0.01691301,1.09870501,0.97338111,0.21256073
-4.97948974,2.16961948,0.20267600,0.01078101,0.31719748,0.01771333,1.10607486,0.99044768,0.21015659
-4.97348674,2.17333785,0.20555277,0.01053392,0.31384419,0.01858657,1.11453813,1.00777010,0.20757800
-4.96748374,2.17790174,0.20917190,0.01022827,0.31012491,0.01951737,1.12403557,1.02513958,0.20486906
-4.96148074,2.18319816,0.21346985,0.00987060,0.30605962,0.02048878,1.13445908,1.04231647,0.20206992
-4.95547774,2.18902772,0.21836743,0.00946832,0.30166515,0.02148249,1.14564447,1.05902895,0.19921472
-4.94947474,2.19509643,0.22376862,0.00902948,0.29695388,0.02247904,1.15736714,1.07497359,0.19632989
-4.94347174,2.20101314,0.22956027,0.00856252,0.29193302,0.02345815,1.16934118,1.08981812,0.19343295
-4.93746873,2.20629322,0.23561295,0.00807593,0.28660432,0.02439915,1.18122213,1.10320645,0.19053189
-4.93146573,2.21036865,0.24178266,0.00757806,0.28096432,0.02528144,1.19261360,1.11476587,0.18762509
-4.92546273,2.21260419,0.24791364,0.00707685,0.27500512,0.02608501,1.20307753,1.12411634,0.18470193
-4.91945973,2.21231928,0.25384193,0.00657962,0.26871564,0.02679102,1.21214791,1.13088154,0.18174389
-4.91345673,2.20881459,0.25939981,0.00609295,0.26208319,0.02738240,1.21934733,1.13470125,0.17872623
-4.90745373,2.20140227,0.26442064,0.00562254,0.25509542,0.02784440,1.22420575,1.13524463,0.17562005
-4.90145073,2.18943831,0.26874421,0.00517316,0.24774240,0.02816514,1.22628069,1.13222373,0.17239474
-4.89544772,2.17235554,0.27222210,0.00474860,0.24001870,0.02833614,1.22517781,1.12540664,0.16902057
-4.88944472,2.14969560,0.27472296,0.00435171,0.23192550,0.02835266,1.22057096,1.11462964,0.16547134
-4.88344172,2.12113824,0.27613742,0.00398445,0.22347229,0.02821402,1.21222072,1.09980761,0.16172697
-4.87743872,2.08652643,0.27638246,0.00364795,0.21467840,0.02792380,1.19999043,1.08094227,0.15777587
-4.87143572,2.04588590,0.27540492,0.00334265,0.20557398,0.02748986,1.18385894,1.05812765,0.15361693
-4.86543272,1.99943814,0.27318411,0.00306840,0.19620046,0.02692421,1.16392940,1.03155244,0.14926109
-4.85942971,1.94760591,0.26973335,0.00282458,0.18661052,0.02624283,1.14043352,1.00149909,0.14473239
-4.85342671,1.89101109,0.26510038,0.00261024,0.17686746,0.02546527,1.11373110,0.96833939,0.14006838
-4.84742371,1.83046462,0.25936650,0.00242418,0.16704394,0.02461415,1.08430471,0.93252690,0.13532000
-4.84142071,1.76694912,0.25264475,0.00226514,0.15722036,0.02371459,1.05274976,0.89458621,0.13055080
-4.83541771,1.70159463,0.24507688,0.00213178,0.14748274,0.02279353,1.01976021,0.85509967,0.12583566
-4.82941471,1.63564859,0.23682943,0.00202282,0.13792029,0.02187898,0.98611057,0.81469195,0.12125892
-4.82341171,1.57044132,0.22808908,0.00193709,0.12862277,0.02099929,0.95263490,0.77401308,0.11691217
-4.81740870,1.50734827,0.21905727,0.00187351,0.11967785,0.02018233,0.92020355,0.73372070,0.11289169
-4.81140570,1.44775067,0.20994459,0.00183113,0.11116840,0.01945480,0.88969867,0.69446217,0.10929568
-4.80540270,1.39299592,0.20096480,0.00180911,0.10316998,0.01884141,0.86198932,0.65685724,0.10622138
-4.79939970,1.34435943,0.19232894,0.00180671,0.09574865,0.01836434,0.83790707,0.62148189,0.10376220
-4.79339670,1.30300906,0.18423966,0.00182323,0.08895904,0.01804253,0.81822309,0.58885402,0.10200499
-4.78739370,1.26997346,0.17688583,0.00185795,0.08284287,0.01789127,0.80362740,0.55942129,0.10102751
-4.78139070,1.24611535,0.17043777,0.00191012,0.07742799,0.01792177,0.79471092,0.53355167,0.10089617
-4.77538769,1.23211044,0.16504303,0.00197891,0.07272776,0.01814086,0.79195096,0.51152677,0.10166421
-4.76938469,1.22843257,0.16082303,0.00206333,0.06874110,0.01855085,0.79570046,0.49353818,0.10337021
-4.76338169,1.23534529,0.15787037,0.00216222,0.06545288,0.01914941,0.80618118,0.47968677,0.10603710
-4.75737869,1.25289995,0.15624711,0.00227420,0.06283474,0.01992972,0.82348101,0.46998474,0.10967164
-4.75137569,1.28094000,0.15598386,0.00239772,0.06084639,0.02088057,0.84755513,0.46436033,0.11426427
-4.74537269,1.31911113,0.15707969,0.00253098,0.05943714,0.02198670,0.87823097,0.46266478,0.11978953
-4.73936968,1.36687649,0.15950292,0.00267200,0.05854772,0.02322916,0.91521643,0.46468104,0.12620675
-4.73336668,1.42353618,0.16319259,0.00281865,0.05811223,0.02458584,0.95811096,0.47013402,0.13346114
-4.72736368,1.48825007,0.16806068,0.00296866,0.05806026,0.02603201,1.00641882,0.47870160,0.14148516
-4.72136068,1.56006290,0.17399485,0.00311972,0.05831898,0.02754096,1.05956389,0.49002621,0.15020007
-4.71535768,1.63793045,0.18086169,0.00326950,0.05881520,0.02908471,1.11690542,0.50372618,0.15951767
-4.70935468,1.72074577,0.18851042,0.00341574,0.05947728,0.03063471,1.17775379,0.51940668,0.16934201
