energy_ev,total_up,Al_p_up,Al_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-6.00000000,2.08391494,0.11919902,0.00000000,1.71364415,0.78617258,0.70312718,0.00000000
-5.99399700,1.99375052,0.11851975,0.00000000,1.60736725,0.76224779,0.67727552,0.00000000
-5.98799400,1.90734860,0.11759756,0.00000000,1.50570754,0.73945661,0.65318336,0.00000000
-5.98199100,1.82568211,0.11648528,0.00000000,1.40928408,0.71825684,0.63114391,0.00000000
-5.97598799,1.74966763,0.11524490,0.00000000,1.31862716,0.69909342,0.61143437,0.00000000
-5.96998499,1.68015027,0.11394558,0.00000000,1.23417869,0.68238747,0.59431217,0.00000000
-5.96398199,1.61788657,0.11266119,0.00000000,1.15629205,0.66852453,0.58000987,0.00000000
-5.95797899,1.56352610,0.11146764,0.00000000,1.08523124,0.65784238,0.56872865,0.00000000
-5.95197599,1.51759244,0.11044003,0.00000000,1.02116957,0.65061900,0.56063087,0.00000000
-5.94597299,1.48046476,0.10964977,0.00000000,0.96418806,0.64706115,0.55583213,0.00000000
-5.93996998,1.45236080,0.10916183,0.00000000,0.91427407,0.64729423,0.55439315,0.00000000
-5.93396698,1.43332279,0.10903215,0.00000000,0.87132050,0.65135390,0.55631233,0.00000000
-5.92796398,1.42320704,0.10930560,0.00000000,0.83512603,0.65918012,0.56151933,0.00000000
-5.92196098,1.42167855,0.11001421,0.00000000,0.80539696,0.67061390,0.56987044,0.00000000
-5.91595798,1.42821125,0.11117607,0.00000000,0.78175086,0.68539739,0.58114609,0.00000000
-5.90995498,1.44209461,0.11279488,0.00000000,0.76372255,0.70317738,0.59505109,0.00000000
-5.90395198,1.46244692,0.11486004,0.00000000,0.75077235,0.72351231,0.61121773,0.00000000
-5.89794897,1.48823513,0.11734747,0.00000000,0.74229684,0.74588292,0.62921212,0.00000000
-5.89194597,1.51830108,0.12022094,0.00000000,0.73764190,0.76970604,0.64854347,0.00000000
-5.88594297,1.55139318,0.12343402,0.00000000,0.73611781,0.79435141,0.66867637,0.00000000
