energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Li_s_up,Li_s_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,0.06936273,-0.56640501,0.00034417,-0.02372086,0.00091388,-0.09895388,0.01295634,-0.03879501,0.01466455,-0.08509190,0.02423890,-0.21515513,0.04034246,-0.24243718,0.00000000,-0.00000000
-5.99399700,0.05985075,-0.53317248,0.00040725,-0.02229321,0.00083234,-0.09259669,0.01197332,-0.03758788,0.01282467,-0.07961832,0.02062668,-0.20300313,0.03470933,-0.22885554,0.00000000,-0.00000000
-5.98799400,0.05192862,-0.50219445,0.00048674,-0.02084586,0.00078210,-0.08613146,0.01134551,-0.03702277,0.01133932,-0.07478222,0.01754504,-0.19112666,0.02998633,-0.21696315,0.00000000,-0.00000000
-5.98199100,0.04555354,-0.47391160,0.00058476,-0.01940615,0.00076653,-0.07965413,0.01108334,-0.03712073,0.01020678,-0.07061347,0.01497292,-0.17973404,0.02614248,-0.20691797,0.00000000,-0.00000000
-5.97598799,0.04068771,-0.44871915,0.00070361,-0.01799998,0.00079014,-0.07325597,0.01119890,-0.03789924,0.00942744,-0.06713821,0.01289039,-0.16901657,0.02314849,-0.19885380,0.00000000,-0.00000000
-5.96998499,0.03730365,-0.42695413,0.00084569,-0.01665109,0.00085874,-0.06702103,0.01170660,-0.03937138,0.00900510,-0.06437694,0.01128073,-0.15914317,0.02097972,-0.19287527,0.00000000,-0.00000000
-5.96398199,0.03538926,-0.40888427,0.00101349,-0.01538064,0.00097984,-0.06102405,0.01262354,-0.04154475,0.00894812,-0.06234277,0.01013234,-0.15025595,0.01961883,-0.18905343,0.00000000,-0.00000000
-5.95797899,0.03495228,-0.39469890,0.00120950,-0.01420681,0.00116286,-0.05532883,0.01396978,-0.04442029,0.00927056,-0.06103990,0.00944051,-0.14246658,0.01905811,-0.18742187,0.00000000,-0.00000000
-5.95197599,0.03602419,-0.38450209,0.00143616,-0.01314450,0.00141949,-0.04998722,0.01576845,-0.04799104,0.00999308,-0.06046233,0.00920897,-0.13585388,0.01930157,-0.18797362,0.00000000,-0.00000000
-5.94597299,0.03866348,-0.37830810,0.00169577,-0.01220516,0.00176394,-0.04503858,0.01804551,-0.05224080,0.01114377,-0.06059280,0.00945131,-0.13046228,0.02036652,-0.19065898,0.00000000,-0.00000000
-5.93996998,0.04295828,-0.37603939,0.00199039,-0.01139677,0.00221323,-0.04050974,0.02082952,-0.05714288,0.01275877,-0.06140208,0.01019204,-0.12630155,0.02228493,-0.19538431,0.00000000,-0.00000000
-5.93396698,0.04902816,-0.37752716,0.00232181,-0.01072379,0.00278743,-0.03641534,0.02415105,-0.06265904,0.01488269,-0.06284863,0.01146752,-0.12334737,0.02510430,-0.20201193,0.00000000,-0.00000000
-5.92796398,0.05702523,-0.38251440,0.00269138,-0.01018732,0.00350984,-0.03275866,0.02804197,-0.06873856,0.01756878,-0.06487860,0.01332643,-0.12154306,0.02888817,-0.21036125,0.00000000,-0.00000000
-5.92196098,0.06713421,-0.39066146,0.00310000,-0.00978526,0.00440709,-0.02953267,0.03253463,-0.07531773,0.02087893,-0.06742627,0.01583007,-0.12080207,0.03371617,-0.22021112,0.00000000,-0.00000000
-5.91595798,0.07957161,-0.40155400,0.00354797,-0.00951256,0.00550911,-0.02672128,0.03766080,-0.08231962,0.02488325,-0.07041482,0.01905212,-0.12101137,0.03968361,-0.23130341,0.00000000,-0.00000000
-5.90995498,0.09458369,-0.41471308,0.00403500,-0.00936148,0.00684907,-0.02430084,0.04345053,-0.08965442,0.02965940,-0.07375763,0.02307798,-0.12203545,0.04690054,-0.24334796,0.00000000,-0.00000000
-5.90395198,0.11244321,-0.42960723,0.00456014,-0.00932194,0.00846303,-0.02224162,0.04993090,-0.09722016,0.03529152,-0.07735980,0.02800368,-0.12372088,0.05549029,-0.25602858,0.00000000,-0.00000000
-5.89794897,0.13344486,-0.44566617,0.00512174,-0.00938183,0.01038951,-0.02050941,0.05712467,-0.10490408,0.04186877,-0.08112017,0.03393414,-0.12590134,0.06558737,-0.26901016,0.00000000,-0.00000000
-5.89194597,0.15789914,-0.46229584,0.00571747,-0.00952745,0.01266882,-0.01906700,0.06504886,-0.11258444,0.04948342,-0.08493357,0.04098081,-0.12840281,0.07733475,-0.28194675,0.00000000,-0.00000000
-5.88594297,0.18612473,-0.47889430,0.00634439,-0.00974380,0.01534216,-0.01787563,0.07371331,-0.12013288,0.05822852,-0.08869330,0.04925879,-0.13104889,0.09088044,-0.29449022,0.00000000,-0.00000000
-5.87993997,0.21843933,-0.49486802,0.00699896,-0.01001506,0.01845054,-0.01689627,0.08311923,-0.12741721,0.06819511,-0.09229385,0.05888312,-0.13366612,0.10637348,-0.30629942,0.00000000,-0.00000000
-5.87393697,0.25514893,-0.50964817,0.00767717,-0.01032494,0.02203343,-0.01609083,0.09325774,-0.13430459,0.07946904,-0.09563364,0.06996463,-0.13608895,0.12395910,-0.31704939,0.00000000,-0.00000000
-5.86793397,0.29653574,-0.52270626,0.00837463,-0.01065709,0.02612726,-0.01542311,0.10410850,-0.14066496,0.09212746,-0.09861778,0.08260509,-0.13816448,0.14377346,-0.32644051,0.00000000,-0.00000000
-5.86193097,0.34284494,-0.53356873,0.00908674,-0.01099546,0.03076370,-0.01485967,0.11563842,-0.14637461,0.10623495,-0.10116074,0.09689199,-0.13975658,0.16593770,-0.33420697,0.00000000,-0.00000000
-5.85592796,0.39427062,-0.54183000,0.00980882,-0.01132472,0.03596783,-0.01437044,0.12780053,-0.15131978,0.12183960,-0.10318880,0.11289291,-0.14074946,0.19055173,-0.34012456,0.00000000,-0.00000000
-5.84992496,0.45094130,-0.54716346,0.01053627,-0.01163057,0.04175625,-0.01392921,0.14053303,-0.15540012,0.13896902,-0.10464226,0.13064984,-0.14105043,0.21768776,-0.34401727,0.00000000,-0.00000000
-5.84392196,0.51290569,-0.54933019,0.01126472,-0.01190009,0.04813525,-0.01351395,0.15375862,-0.15853183,0.15762653,-0.10547726,0.15017360,-0.14059191,0.24738385,-0.34576251,0.00000000,-0.00000000
-5.83791896,0.58011921,-0.54818502,0.01199020,-0.01212204,0.05509895,-0.01310693,0.16738411,-0.16065044,0.17778768,-0.10566720,0.17143859,-0.13933258,0.27963782,-0.34529486,0.00000000,-0.00000000
-5.83191596,0.65243204,-0.54367985,0.01270923,-0.01228707,0.06262782,-0.01269481,0.18130043,-0.16171304,0.19939740,-0.10520375,0.19437824,-0.13725762,0.31440166,-0.34260807,0.00000000,-0.00000000
-5.82591296,0.72957948,-0.53586422,0.01341893,-0.01238798,0.07068736,-0.01226847,0.19538311,-0.16169986,0.22236790,-0.10409732,0.21888151,-0.13437821,0.35157698,-0.33775547,0.00000000,-0.00000000
-5.81990995,0.81117525,-0.52488318,0.01411706,-0.01241983,0.07922726,-0.01182287,0.20949314,-0.16061521,0.24657753,-0.10237715,0.24479056,-0.13073014,0.39101160,-0.33084863,0.00000000,-0.00000000
-5.81390695,0.89670863,-0.51097262,0.01480206,-0.01238006,0.08818109,-0.01135681,0.22347850,-0.15848771,0.27187087,-0.10009089,0.27190006,-0.12637184,0.43249776,-0.32205456,0.00000000,-0.00000000
-5.80790395,0.98554576,-0.49445259,0.01547299,-0.01226850,0.09746648,-0.01087255,0.23717618,-0.15536974,0.29806013,-0.09730390,0.29995833,-0.12138172,0.47577208,-0.31159155,0.00000000,-0.00000000
-5.80190095,1.07693588,-0.47571871,0.01612951,-0.01208737,0.10698606,-0.01037553,0.25041473,-0.15133630,0.32492789,-0.09409812,0.32867039,-0.11585522,0.52051758,-0.29972392,0.00000000,-0.00000000
-5.79589795,1.17002247,-0.45523243,0.01677171,-0.01184119,0.11662901,-0.00987399,0.26301744,-0.14648322,0.35223138,-0.09057081,0.35770311,-0.10990147,0.56636782,-0.28675601,0.00000000,-0.00000000
-5.78989495,1.26385955,-0.43351039,0.01739998,-0.01153664,0.12627337,-0.00937863,0.27480595,-0.14092488,0.37970810,-0.08683303,0.38669246,-0.10363980,0.61291324,-0.27302560,0.00000000,-0.00000000
-5.78389195,1.35743277,-0.41111345,0.01801486,-0.01118235,0.13578894,-0.00890223,0.28560431,-0.13479153,0.40708272,-0.08300814,0.41525263,-0.09719639,0.65970958,-0.25889716,0.00000000,-0.00000000
-5.77788894,1.44968488,-0.38863593,0.01861685,-0.01078871,0.14504079,-0.00845942,0.29524330,-0.12822637,0.43407507,-0.07923020,0.44298699,-0.09070091,0.70628816,-0.24475521,0.00000000,-0.00000000
-5.77188594,1.53954473,-0.36669516,0.01920616,-0.01036755,0.15389334,-0.00806635,0.30356499,-0.12138242,0.46040890,-0.07564248,0.46950028,-0.08428354,0.75216782,-0.23099788,0.00000000,-0.00000000
-5.76588294,1.62595893,-0.34592190,0.01978261,-0.00993191,0.16221469,-0.00774046,0.31042723,-0.11441948,0.48582114,-0.07239602,0.49441195,-0.07807231,0.79686798,-0.21803102,0.00000000,-0.00000000
-5.75987994,1.70792471,-0.32695158,0.02034537,-0.00949568,0.16988120,-0.00750031,0.31570799,-0.10750111,0.51007119,-0.06964826,0.51736980,-0.07219079,0.83992235,-0.20626277,0.00000000,-0.00000000
-5.75387694,1.78452294,-0.31041647,0.02089289,-0.00907330,0.17678211,-0.00736534,0.31930939,-0.10079179,0.53294981,-0.06756174,0.53806356,-0.06675629,0.88089276,-0.19609872,0.00000000,-0.00000000
-5.74787394,1.85494948,-0.29693869,0.02142278,-0.00867942,0.18282396,-0.00735574,0.32116109,-0.09445438,0.55428735,-0.06630285,0.55623772,-0.06187844,0.91938244,-0.18793761,0.00000000,-0.00000000
-5.74187094,1.91854378,-0.28712382,0.02193171,-0.00832861,0.18793462,-0.00749228,0.32122307,-0.08864775,0.57396059,-0.06604046,0.57170309,-0.05765815,0.95504816,-0.18216730,0.00000000,-0.00000000
-5.73586793,1.97481303,-0.28155489,0.02241550,-0.00803501,0.19206682,-0.00779609,0.31948753,-0.08352480,0.59189817,-0.06694446,0.58434637,-0.05418690,0.98761061,-0.17916092,0.00000000,-0.00000000
-5.72986493,2.02345088,-0.28078626,0.02286907,-0.00781205,0.19520095,-0.00828843,0.31597979,-0.07923066,0.60808399,-0.06918401,0.59413742,-0.05154633,1.01686256,-0.17927301,0.00000000,-0.00000000
-5.72386193,2.06434959,-0.28533714,0.02328660,-0.00767214,0.19734702,-0.00899043,0.31075825,-0.07590109,0.62255861,-0.07292542,0.60113368,-0.04980784,1.04267429,-0.18283528,0.00000000,-0.00000000
-5.71785893,2.09760502,-0.29568436,0.02366166,-0.00762641,0.19854570,-0.00992272,0.30391326,-0.07366103,0.63541833,-0.07832961,0.60548152,-0.04903242,1.06499609,-0.19015182,0.00000000,-0.00000000
