energy_ev,total_up,Ga_p_up,Ga_d_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-6.00000000,4.89934528,0.05013723,0.00000000,1.42360790,3.14020221,0.00768423,2.70183595
-5.99399700,4.91874880,0.05065800,0.00000000,1.43263021,3.15344308,0.00776222,2.71643241
-5.98799400,4.93752021,0.05138444,0.00000000,1.44316753,3.16427419,0.00786197,2.73128489
-5.98199100,4.95477550,0.05232141,0.00000000,1.45498960,3.17185460,0.00798365,2.74579675
-5.97598799,4.96986978,0.05347225,0.00000000,1.46793127,3.17550247,0.00812726,2.75948948
-5.96998499,4.98243585,0.05483807,0.00000000,1.48190941,3.17472586,0.00829245,2.77202688
-5.96398199,4.99240734,0.05641704,0.00000000,1.49693515,3.16924307,0.00847844,2.78323061
-5.95797899,5.00002584,0.05820378,0.00000000,1.51312118,3.15899202,0.00868391,2.79308688
-5.95197599,5.00583243,0.06018885,0.00000000,1.53068363,3.14412881,0.00890696,2.80174435
-5.94597299,5.01064486,0.06235831,0.00000000,1.54993891,3.12501614,0.00914501,2.80950413
-5.93996998,5.01552252,0.06469358,0.00000000,1.57129567,3.10220291,0.00939485,2.81680286
-5.93396698,5.02172165,0.06717152,0.00000000,1.59524249,3.07639673,0.00965265,2.82419047
-5.92796398,5.03064375,0.06976468,0.00000000,1.62233200,3.04843123,0.00991406,2.83230425
-5.92196098,5.04378012,0.07244193,0.00000000,1.65316205,3.01923029,0.01017428,2.84184087
-5.91595798,5.06265533,0.07516932,0.00000000,1.68835490,2.98977119,0.01042827,2.85352801
-5.90995498,5.08877203,0.07791112,0.00000000,1.72853496,2.96104857,0.01067088,2.86809688
-5.90395198,5.12355911,0.08063115,0.00000000,1.77430593,2.93404059,0.01089707,2.88625682
-5.89794897,5.16832471,0.08329421,0.00000000,1.82622780,2.90967869,0.01110215,2.90867267
-5.89194597,5.22421478,0.08586756,0.00000000,1.88479429,2.88882150,0.01128193,2.93594523
-5.88594297,5.29217766,0.08832244,0.00000000,1.95041120,2.87223344,0.01143297,2.96859495
-5.87993997,5.37293446,0.09063545,0.00000000,2.02337600,2.86056790,0.01155273,3.00704853
-5.87393697,5.46695498,0.09278974,0.00000000,2.10385905,2.85435488,0.01163971,3.05162809
-5.86793397,5.57443855,0.09477600,0.00000000,2.19188691,2.85399239,0.01169354,3.10254227
-5.86193097,5.69529927,0.09659304,0.00000000,2.28732822,2.85974132,0.01171504,3.15987895
-5.85592796,5.82915537,0.09824801,0.00000000,2.38988250,2.87172291,0.01170618,3.22359903
-5.84992496,5.97532254,0.09975621,0.00000000,2.49907265,2.88991854,0.01167005,3.29353106
-5.84392196,6.13281148,0.10114046,0.00000000,2.61424169,2.91417134,0.01161072,3.36936692
-5.83791896,6.30033028,0.10243003,0.00000000,2.73455431,2.94418946,0.01153306,3.45065866
-5.83191596,6.47629227,0.10365924,0.00000000,2.85900391,2.97955102,0.01144257,3.53681702
-5.82591296,6.65883061,0.10486570,0.00000000,2.98642558,3.01971084,0.01134512,3.62711240
-5.81990995,6.84582039,0.10608840,0.00000000,3.11551521,3.06400921,0.01124672,3.72067897
-5.81390695,7.03490923,0.10736558,0.00000000,3.24485493,3.11168303,0.01115325,3.81652276
-5.80790395,7.22355704,0.10873267,0.00000000,3.37294444,3.16187965,0.01107020,3.91353439
-5.80190095,7.40908484,0.11022030,0.00000000,3.49823772,3.21367341,0.01100250,4.01050680
-5.79589795,7.58873244,0.11185256,0.00000000,3.61918401,3.26608520,0.01095429,4.10615833
-5.78989495,7.75972370,0.11364551,0.00000000,3.73427184,3.31810447,0.01092880,4.19916070
-5.78389195,7.91933765,0.11560620,0.00000000,3.84207432,3.36871364,0.01092824,4.28817150
-5.77788894,8.06498312,0.11773212,0.00000000,3.94129393,3.41691396,0.01095382,4.37186998
-5.77188594,8.19427397,0.12001110,0.00000000,4.03080461,3.46175199,0.01100569,4.44899492
-5.76588294,8.30510161,0.12242188,0.00000000,4.10968935,3.50234583,0.01108311,4.51838282
-5.75987994,8.39570164,0.12493502,0.00000000,4.17727114,3.53790963,0.01118453,4.57900476
-5.75387694,8.46471104,0.12751441,0.00000000,4.23313568,3.56777560,0.01130776,4.62999985
-5.74787394,8.51121318,0.13011901,0.00000000,4.27714456,3.59141214,0.01145018,4.67070366
-5.74187094,8.53476809,0.13270503,0.00000000,4.30943797,3.60843734,0.01160899,4.70067003
-5.73586793,8.53542621,0.13522810,0.00000000,4.33042665,3.61862719,0.01178137,4.71968495
-5.72986493,8.51372476,0.13764560,0.00000000,4.34077321,3.62191804,0.01196474,4.72777178
-5.72386193,8.47066678,0.13991883,0.00000000,4.34136366,3.61840326,0.01215694,4.72518750
-5.71785893,8.40768355,0.14201497,0.00000000,4.33327034,3.60832445,0.01235635,4.71241004
-5.71185593,8.32658243,0.14390872,0.00000000,4.31770802,3.59205770,0.01256200,4.69011748
-5.70585293,8.22948248,0.14558352,0.00000000,4.29598521,3.57009579,0.01277364,4.65916028
-5.69984992,8.11874103,0.14703225,0.00000000,4.26945298,3.54302739,0.01299169,4.62052791
-5.69384692,7.99687481,0.14825741,0.00000000,4.23945363,3.51151456,0.01321719,4.57531179
-5.68784392,7.86647933,0.14927085,0.00000000,4.20727171,3.47626963,0.01345164,4.52466643
-5.68184092,7.73015028,0.15009285,0.00000000,4.17408942,3.43803292,0.01369688,4.46977088
-5.67583792,7.59041041,0.15075093,0.00000000,4.14094852,3.39755226,0.01395481,4.41179214
-5.66983492,7.44964512,0.15127814,0.00000000,4.10872023,3.35556545,0.01422719,4.35185262
-5.66383192,7.31004904,0.15171126,0.00000000,4.07808437,3.31278624,0.01451541,4.29100271
-5.65782891,7.17358575,0.15208867,0.00000000,4.04951840,3.26989437,0.01482023,4.23019990
-5.65182591,7.04196140,0.15244845,0.00000000,4.02329659,3.22752989,0.01514161,4.17029473
-5.64582291,6.91661282,0.15282635,0.00000000,3.99949907,3.18629150,0.01547851,4.11202405
-5.63981991,6.79870921,0.15325414,0.00000000,3.97802994,3.14673871,0.01582886,4.05601131
-5.63381691,6.68916660,0.15375823,0.00000000,3.95864333,3.10939684,0.01618944,4.00277307
-5.62781391,6.58867270,0.15435862,0.00000000,3.94097581,3.07476442,0.01655599,3.95273090
-5.62181091,6.49772009,0.15506833,0.00000000,3.92458334,3.04332146,0.01692328,3.90622717
-5.61580790,6.41664465,0.15589326,0.00000000,3.90898067,3.01553789,0.01728531,3.86354332
-5.60980490,6.34566626,0.15683239,0.00000000,3.89368112,2.99188082,0.01763556,3.82491881
-5.60380190,6.28492871,0.15787843,0.00000000,3.87823439,2.97281950,0.01796726,3.79056912
-5.59779890,6.23453573,0.15901870,0.00000000,3.86226051,2.95882715,0.01827376,3.76070112
-5.59179590,6.19458064,0.16023629,0.00000000,3.84547791,2.95037882,0.01854885,3.73552449
-5.58579290,6.16516731,0.16151126,0.00000000,3.82772410,2.94794468,0.01878712,3.71525791
-5.57978989,6.14642085,0.16282196,0.00000000,3.80896778,2.95197878,0.01898426,3.70012931
-5.57378689,6.13848730,0.16414618,0.00000000,3.78931155,2.96290303,0.01913740,3.69036982
-5.56778389,6.14152208,0.16546224,0.00000000,3.76898516,2.98108725,0.01924527,3.68620148
-5.56178089,6.15566792,0.16674984,0.00000000,3.74832953,3.00682587,0.01930840,3.68781931
-5.55577789,6.18102392,0.16799068,0.00000000,3.72777242,3.04031241,0.01932920,3.69536874
-5.54977489,6.21760756,0.16916877,0.00000000,3.70779721,3.08161335,0.01931191,3.70891972
-5.54377189,6.26531279,0.17027052,0.00000000,3.68890650,3.13064260,0.01926257,3.72843950
-5.53776888,6.32386686,0.17128460,0.00000000,3.67158279,3.18713871,0.01918878,3.75376565
-5.53176588,6.39278958,0.17220152,0.00000000,3.65624861,3.25064605,0.01909951,3.78458168
-5.52576288,6.47135802,0.17301318,0.00000000,3.64322845,3.32050196,0.01900471,3.82039714
-5.51975988,6.55857981,0.17371221,0.00000000,3.63271517,3.39583091,0.01891501,3.86053397
-5.51375688,6.65317762,0.17429137,0.00000000,3.62474270,3.47554694,0.01884127,3.90412082
-5.50775388,6.75358682,0.17474292,0.00000000,3.61916728,3.55836508,0.01879416,3.95009632
-5.50175088,6.85796743,0.17505813,0.00000000,3.61565818,3.64282175,0.01878375,3.99722200
-5.49574787,6.96423100,0.17522690,0.00000000,3.61369907,3.72730414,0.01881908,4.04410502
-5.48974487,7.07008153,0.17523751,0.00000000,3.61260001,3.81008772,0.01890779,4.08923014
-5.48374187,7.17306949,0.17507656,0.00000000,3.61151960,3.88938061,0.01905580,4.13100001
-5.47773887,7.27065649,0.17472916,0.00000000,3.60949644,3.96337326,0.01926701,4.16778216
-5.47173587,7.36028794,0.17417921,0.00000000,3.60548808,4.03029152,0.01954316,4.19796088
-5.46573287,7.43947051,0.17340988,0.00000000,3.59841562,4.08845080,0.01988367,4.21999158
-5.45972986,7.50585075,0.17240424,0.00000000,3.58721157,4.13630920,0.02028565,4.23245532
-5.45372686,7.55729138,0.17114598,0.00000000,3.57086846,4.17251722,0.02074396,4.23411104
-5.44772386,7.59194165,0.16962018,0.00000000,3.54848576,4.19596199,0.02125140,4.22394293
-5.44172086,7.60829877,0.16781416,0.00000000,3.51931270,4.20580408,0.02179898,4.20120100
-5.43571786,7.60525770,0.16571826,0.00000000,3.48278489,4.20150549,0.02237623,4.16543284
-5.42971486,7.58214724,0.16332662,0.00000000,3.43855301,4.18284741,0.02297166,4.11650519
-5.42371186,7.53875114,0.16063789,0.00000000,3.38650236,4.14993750,0.02357325,4.05461444
-5.41770885,7.47531361,0.15765574,0.00000000,3.32676251,4.10320606,0.02416898,3.98028559
-5.41170585,7.39252932,0.15438937,0.00000000,3.25970672,4.04339180,0.02474738,3.89435974
-5.40570285,7.29151888,0.15085374,0.00000000,3.18594170,3.97151765,0.02529814,3.79797082
-5.39969985,7.17379109,0.14706966,0.00000000,3.10628831,3.88885793,0.02581263,3.69251260
-5.39369685,7.04119406,0.14306375,0.00000000,3.02175439,3.79689836,0.02628446,3.57959742
-5.38769385,6.89585752,0.13886815,0.00000000,2.93350144,3.69729053,0.02670991,3.46100842
-5.38169085,6.74012900,0.13452011,0.00000000,2.84280677,3.59180279,0.02708834,3.33864738
-5.37568784,6.57650668,0.13006135,0.00000000,2.75102300,3.48226959,0.02742246,3.21448016
-5.36968484,6.40757169,0.12553742,0.00000000,2.65953692,3.37054110,0.02771851,3.09048204
-5.36368184,6.23592251,0.12099678,0.00000000,2.56972948,3.25843509,0.02798634,2.96858497
-5.35767884,6.06411400,0.11649000,0.00000000,2.48293863,3.14769268,0.02823931,2.85062886
-5.35167584,5.89460319,0.11206882,0.00000000,2.40042642,3.03993955,0.02849408,2.73831836
-5.34567284,5.72970349,0.10778524,0.00000000,2.32335161,2.93665361,0.02877036,2.63318694
-5.33966983,5.57154876,0.10369073,0.00000000,2.25274857,2.83914030,0.02909043,2.53656909
-5.33366683,5.42206788,0.09983543,0.00000000,2.18951304,2.74851573,0.02947863,2.44958145
-5.32766383,5.28297023,0.09626761,0.00000000,2.13439487,2.66569816,0.02996078,2.37311327
-5.32166083,5.15574174,0.09303312,0.00000000,2.08799757,2.59140735,0.03056354,2.30782600
-5.31565783,5.04165074,0.09017511,0.00000000,2.05078418,2.52617151,0.03131370,2.25416140
-5.30965483,4.94176240,0.08773382,0.00000000,2.02308865,2.47034087,0.03223751,2.21235754
-5.30365183,4.85696006,0.08574651,0.00000000,2.00513160,2.42410676,0.03336003,2.18247108
-5.29764882,4.78797140,0.08424755,0.00000000,1.99703931,2.38752486,0.03470442,2.16440462
-5.29164582,4.73539716,0.08326847,0.00000000,1.99886446,2.36054116,0.03629140,2.15793705
-5.28564282,4.69974004,0.08283811,0.00000000,2.01060707,2.34301875,0.03813870,2.16275522
-5.27963982,4.68143119,0.08298272,0.00000000,2.03223419,2.33476410,0.04026061,2.17848487
-5.27363682,4.68085201,0.08372597,0.00000000,2.06369680,2.33555092,0.04266760,2.20471893
-5.26763382,4.69834917,0.08508883,0.00000000,2.10494267,2.34514034,0.04536604,2.24104152
-5.26163082,4.73424106,0.08708932,0.00000000,2.15592393,2.36329594,0.04835798,2.28704617
-5.25562781,4.78881452,0.08974206,0.00000000,2.21659856,2.38979297,0.05164104,2.34234705
-5.24962481,4.86231121,0.09305763,0.00000000,2.28692534,2.42442091,0.05520837,2.40658266
-5.24362181,4.95490376,0.09704174,0.00000000,2.36685206,2.46697936,0.05904868,2.47941171
-5.23761881,5.06666251,0.10169421,0.00000000,2.45629741,2.51726745,0.06314636,2.56050146
-5.23161581,5.19751435,0.10700794,0.00000000,2.55512720,2.57506758,0.06748164,2.64950941
-5.22561281,5.34719607,0.11296767,0.00000000,2.66312629,2.64012452,0.07203085,2.74605953
-5.21960980,5.51520490,0.11954885,0.00000000,2.77996771,2.71212145,0.07676671,2.84971486
-5.21360680,5.70074963,0.12671661,0.00000000,2.90518101,2.79065467,0.08165872,2.95994852
-5.20760380,5.90270595,0.13442488,0.00000000,3.03812192,2.87520903,0.08667362,3.07611523
-5.20160080,6.11957953,0.14261582,0.00000000,3.17794573,2.96513598,0.09177586,3.19742593
-5.19559780,6.34948043,0.15121959,0.00000000,3.32358663,3.05963641,0.09692825,3.32292760
-5.18959480,6.59011198,0.16015461,0.00000000,3.47374517,3.15774985,0.10209256,3.45149034
-5.18359180,6.83877641,0.16932823,0.00000000,3.62688556,3.25835161,0.10723029,3.58180348
-5.17758879,7.09239916,0.17863799,0.00000000,3.78124431,3.36015895,0.11230344,3.71238188
-5.17158579,7.34757228,0.18797340,0.00000000,3.93485090,3.46174651,0.11727534,3.84158303
-5.16558279,7.60061669,0.19721817,0.00000000,4.08556069,3.56157131,0.12211153,3.96763491
-5.15957979,7.84766169,0.20625296,0.00000000,4.23109940,3.65800632,0.12678061,4.08867389
-5.15357679,8.08473906,0.21495842,0.00000000,4.36911800,3.74938156,0.13125506,4.20279133
-5.14757379,8.30788824,0.22321849,0.00000000,4.49725582,3.83403092,0.13551202,4.30808689
-5.14157079,8.51326809,0.23092376,0.00000000,4.61320953,3.91034252,0.13953394,4.40272603
-5.13556778,8.69727022,0.23797486,0.00000000,4.71480473,3.97681015,0.14330909,4.48499904
-5.12956478,8.85662866,0.24428551,0.00000000,4.80006703,4.03208317,0.14683187,4.55337835
-5.12356178,8.98852047,0.24978528,0.00000000,4.86728893,4.07501231,0.15010285,4.60657144
-5.11755878,9.09065249,0.25442176,0.00000000,4.91508930,4.10468888,0.15312866,4.64356624
-5.11155578,9.16132968,0.25816210,0.00000000,4.94246244,4.12047528,0.15592147,4.66366672
