energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-6.00000000,1.43599829,0.02022203,0.04076045,0.23983948,0.26580365,0.05946249,0.54426971,0.26650362,0.25219493
-5.99399700,1.51932299,0.02127719,0.04446900,0.25895679,0.27971362,0.06160283,0.57670672,0.28791109,0.26570587
-5.98799400,1.60330419,0.02244992,0.04825937,0.27873852,0.29323392,0.06352167,0.60913901,0.30997423,0.27987212
-5.98199100,1.68696317,0.02372963,0.05209302,0.29898342,0.30623786,0.06517988,0.64122089,0.33245859,0.29449017
-5.97598799,1.76936678,0.02510585,0.05593072,0.31948628,0.31860978,0.06654310,0.67262092,0.35512302,0.30936769
-5.96998499,1.84964792,0.02656830,0.05973389,0.34004272,0.33024770,0.06758245,0.70302913,0.37772606,0.32432683
-5.96398199,1.92702509,0.02810703,0.06346598,0.36045416,0.34106576,0.06827523,0.73216413,0.40003298,0.33920723
-5.95797899,2.00082044,0.02971257,0.06709397,0.38053289,0.35099625,0.06860538,0.75977965,0.42182309,0.35386865
-5.95197599,2.07047523,0.03137603,0.07058969,0.40010689,0.35999118,0.06856378,0.78567029,0.44289688,0.36819302
-5.94597299,2.13556194,0.03308925,0.07393110,0.41902407,0.36802327,0.06814835,0.80967605,0.46308278,0.38208598
-5.93996998,2.19579224,0.03484488,0.07710327,0.43715587,0.37508635,0.06736399,0.83168559,0.48224296,0.39547748
-5.93396698,2.25101999,0.03663645,0.08009915,0.45439977,0.38119497,0.06622231,0.85163760,0.50027786,0.40832162
-5.92796398,2.30123878,0.03845835,0.08291983,0.47068070,0.38638341,0.06474120,0.86952046,0.51712909,0.42059552
-5.92196098,2.34657368,0.04030580,0.08557452,0.48595103,0.39070379,0.06294427,0.88536979,0.53278041,0.43229715
-5.91595798,2.38726723,0.04217472,0.08807998,0.50018925,0.39422363,0.06086010,0.89926398,0.54725653,0.44344224
-5.90995498,2.42365976,0.04406152,0.09045956,0.51339723,0.39702258,0.05852145,0.91131787,0.56061988,0.45406030
-5.90395198,2.45616488,0.04596281,0.09274176,0.52559622,0.39918876,0.05596432,0.92167454,0.57296503,0.46418986
-5.89794897,2.48524082,0.04787507,0.09495845,0.53682177,0.40081450,0.05322700,0.93049584,0.58441139,0.47387312
-5.89194597,2.51135906,0.04979426,0.09714275,0.54711781,0.40199191,0.05034911,0.93795176,0.59509411,0.48315027
-5.88594297,2.53497145,0.05171537,0.09932673,0.55653030,0.40280834,0.04737061,0.94420936,0.60515385,0.49205380
-5.87993997,2.55647775,0.05363194,0.10153906,0.56510069,0.40334188,0.04433089,0.94942168,0.61472591,0.50060295
-5.87393697,2.57619502,0.05553568,0.10380262,0.57285973,0.40365728,0.04126785,0.95371728,0.62392925,0.50879880
-5.86793397,2.59433076,0.05741606,0.10613238,0.57982193,0.40380226,0.03821724,0.95719093,0.63285605,0.51662023
-5.86193097,2.61096132,0.05926000,0.10853360,0.58598108,0.40380470,0.03521189,0.95989607,0.64156258,0.52402091
-5.85592796,2.62601694,0.06105168,0.11100040,0.59130713,0.40367055,0.03228123,0.96183938,0.65006169,0.53092782
-5.84992496,2.63927450,0.06277247,0.11351492,0.59574472,0.40338283,0.02945090,0.96297797,0.65831768,0.53724112
-5.84392196,2.65035871,0.06440106,0.11604712,0.59921339,0.40290176,0.02674245,0.96321931,0.66624377,0.54283576
-5.83791896,2.65875188,0.06591370,0.11855516,0.60160967,0.40216592,0.02417326,0.96242400,0.67370252,0.54756463
-5.83191596,2.66381209,0.06728466,0.12098648,0.60281084,0.40109464,0.02175651,0.96041139,0.68050913,0.55126324
-5.82591296,2.66479904,0.06848683,0.12327949,0.60268025,0.39959135,0.01950133,0.95696771,0.68643771,0.55375574
-5.81990995,2.66090644,0.06949250,0.12536583,0.60107397,0.39754781,0.01741300,0.95185642,0.69123004,0.55486191
-5.81390695,2.65129934,0.07027424,0.12717301,0.59784834,0.39484912,0.01549331,0.94483017,0.69460664,0.55440503
-5.80790395,2.63515463,0.07080586,0.12862745,0.59286800,0.39137919,0.01374090,0.93564393,0.69627936,0.55221997
-5.80190095,2.61170260,0.07106343,0.12965761,0.58601406,0.38702642,0.01215171,0.92406846,0.69596500,0.54816121
-5.79589795,2.58026747,0.07102631,0.13019714,0.57719185,0.38168934,0.01071943,0.90990346,0.69339915,0.54211049
-5.78989495,2.54030478,0.07067804,0.13018791,0.56633781,0.37528201,0.00943596,0.89298982,0.68834957,0.53398342
-5.78389195,2.49143371,0.07000725,0.12958266,0.55342523,0.36773873,0.00829187,0.87322015,0.68062842,0.52373503
-5.77788894,2.43346279,0.06900829,0.12834724,0.53846842,0.35901806,0.00727682,0.85054722,0.67010261,0.51136365
-5.77188594,2.36640750,0.06768174,0.12646230,0.52152519,0.34910574,0.00637998,0.82498979,0.65670184,0.49691316
-5.76588294,2.29049911,0.06603467,0.12392431,0.50269734,0.33801655,0.00559034,0.79663558,0.64042386,0.48047338
-5.75987994,2.20618442,0.06408067,0.12074592,0.48212938,0.32579488,0.00489702,0.76564123,0.62133679,0.46217861
-5.75387694,2.11411627,0.06183963,0.11695563,0.46000534,0.31251418,0.00428955,0.73222936,0.59957835,0.44220435
-5.74787394,2.01513583,0.05933727,0.11259685,0.43654398,0.29827505,0.00375800,0.69668279,0.57535215,0.42076254
-5.74187094,1.91024724,0.05660447,0.10772630,0.41199265,0.28320242,0.00329317,0.65933643,0.54892130,0.39809529
-5.73586793,1.80058646,0.05367641,0.10241200,0.38662002,0.26744165,0.00288665,0.62056714,0.52059962,0.37446773
-5.72986493,1.68738552,0.05059153,0.09673080,0.36070825,0.25115406,0.00253090,0.58078212,0.49074118,0.35016003
-5.72386193,1.57193431,0.04739048,0.09076577,0.33454477,0.23451180,0.00221921,0.54040652,0.45972844,0.32545927
-5.71785893,1.45554156,0.04411490,0.08460337,0.30841423,0.21769259,0.00194573,0.49987074,0.42795988,0.30065120
-5.71185593,1.33949688,0.04080633,0.07833073,0.28259086,0.20087440,0.00170540,0.45959806,0.39583748,0.27601258
-5.70585293,1.22503541,0.03750508,0.07203301,0.25733160,0.18423039,0.00149393,0.41999318,0.36375484,0.25180410
-5.69984992,1.11330666,0.03424926,0.06579104,0.23287029,0.16792422,0.00130768,0.38143205,0.33208624,0.22826444
-5.69384692,1.00534833,0.03107392,0.05967931,0.20941307,0.15210607,0.00114362,0.34425341,0.30117729,0.20560532
-5.68784392,0.90206627,0.02801038,0.05376431,0.18713508,0.13690937,0.00099927,0.30875226,0.27133719,0.18400801
-5.68184092,0.80422059,0.02508570,0.04810336,0.16617860,0.12244828,0.00087261,0.27517546,0.24283310,0.16362111
-5.67583792,0.71241835,0.02232239,0.04274384,0.14665247,0.10881621,0.00076203,0.24371942,0.21588650,0.14455961
-5.66983492,0.62711236,0.01973831,0.03772291,0.12863281,0.09608504,0.00066627,0.21452979,0.19067156,0.12690533
-5.66383192,0.54860569,0.01734671,0.03306755,0.11216491,0.08430528,0.00058439,0.18770313,0.16731541,0.11070832
-5.65782891,0.47706110,0.01515650,0.02879504,0.09726594,0.07350692,0.00051575,0.16329014,0.14590019,0.09598931
-5.65182591,0.41251455,0.01317257,0.02491368,0.08392856,0.06370091,0.00045995,0.14130022,0.12646641,0.08274291
-5.64582291,0.35489178,0.01139631,0.02142380,0.07212492,0.05488116,0.00041687,0.12170714,0.10901756,0.07094131
-5.63981991,0.30402695,0.00982620,0.01831881,0.06181110,0.04702689,0.00038662,0.10445526,0.09352541,0.06053831
-5.63381691,0.25968232,0.00845835,0.01558651,0.05293153,0.04010523,0.00036958,0.08946623,0.07993589,0.05147355
-5.62781391,0.22156805,0.00728720,0.01321027,0.04542346,0.03407389,0.00036639,0.07664560,0.06817513,0.04367663
-5.62181091,0.18936131,0.00630613,0.01117028,0.03922107,0.02888383,0.00037798,0.06588926,0.05815532,0.03707105
-5.61580790,0.16272397,0.00550805,0.00944471,0.03425923,0.02448178,0.00040554,0.05708933,0.04978036,0.03157780
-5.60980490,0.14131823,0.00488591,0.00801069,0.03047680,0.02081251,0.00045057,0.05013939,0.04295085,0.02711850
-5.60380190,0.12481991,0.00443323,0.00684524,0.02781928,0.01782088,0.00051488,0.04493884,0.03756846,0.02361807
-5.59779890,0.11292899,0.00414441,0.00592598,0.02624088,0.01545353,0.00060058,0.04139632,0.03353952,0.02100682
-5.59179590,0.10537729,0.00401505,0.00523169,0.02570585,0.01366016,0.00071005,0.03943211,0.03077773,0.01922191
-5.58579290,0.10193326,0.00404212,0.00474275,0.02618919,0.01239449,0.00084594,0.03897953,0.02920602,0.01820835
-5.57978989,0.10240394,0.00422403,0.00444133,0.02767664,0.01161491,0.00101114,0.03998533,0.02875761,0.01791939
-5.57378689,0.10663425,0.00456060,0.00431153,0.03016407,0.01128464,0.00120870,0.04240906,0.02937620,0.01831636
-5.56778389,0.11450385,0.00505294,0.00433934,0.03365619,0.01137178,0.00144179,0.04622167,0.03101552,0.01936814
-5.56178089,0.12592186,0.00570320,0.00451252,0.03816481,0.01184890,0.00171358,0.05140329,0.03363821,0.02105017
-5.55577789,0.14081982,0.00651427,0.00482038,0.04370652,0.01269254,0.00202716,0.05794036,0.03721418,0.02334315
-5.54977489,0.15914323,0.00748937,0.00525354,0.05030006,0.01388250,0.00238546,0.06582234,0.04171862,0.02623143
-5.54377189,0.18084212,0.00863160,0.00580359,0.05796333,0.01540102,0.00279104,0.07503802,0.04712968,0.02970131
-5.53776888,0.20586119,0.00994346,0.00646281,0.06671028,0.01723185,0.00324601,0.08557175,0.05342606,0.03373914
-5.53176588,0.23412984,0.01142628,0.00722387,0.07654765,0.01935940,0.00375188,0.09739970,0.06058461,0.03832942
-5.52576288,0.26555267,0.01307966,0.00807954,0.08747185,0.02176788,0.00430940,0.11048633,0.06857798,0.04345301
-5.51975988,0.30000097,0.01490102,0.00902252,0.09946604,0.02444051,0.00491844,0.12478136,0.07737265,0.04908539
-5.51375688,0.33730553,0.01688501,0.01004523,0.11249753,0.02735893,0.00557787,0.14021725,0.08692719,0.05519523
-5.50775388,0.37725126,0.01902312,0.01113976,0.12651565,0.03050279,0.00628544,0.15670754,0.09719111,0.06174313
-5.50175088,0.41957408,0.02130335,0.01229787,0.14145035,0.03384947,0.00703773,0.17414611,0.10810416,0.06868087
-5.49574787,0.46396020,0.02370996,0.01351107,0.15721141,0.03737412,0.00783010,0.19240737,0.11959633,0.07595093
-5.48974487,0.51004809,0.02622334,0.01477076,0.17368857,0.04104995,0.00865672,0.21134771,0.13158837,0.08348654
-5.48374187,0.55743326,0.02882010,0.01606846,0.19075254,0.04484870,0.00951060,0.23080788,0.14399306,0.09121218
-5.47773887,0.60567574,0.03147324,0.01739611,0.20825689,0.04874141,0.01038369,0.25061660,0.15671693,0.09904462
-5.47173587,0.65431008,0.03415255,0.01874636,0.22604093,0.05269944,0.01126707,0.27059504,0.16966259,0.10689431
-5.46573287,0.70285767,0.03682518,0.02011291,0.24393341,0.05669554,0.01215113,0.29056220,0.18273148,0.11466733
-5.45972986,0.75084072,0.03945631,0.02149085,0.26175686,0.06070522,0.01302584,0.31034082,0.19582676,0.12226763
-5.45372686,0.79779760,0.04201001,0.02287692,0.27933270,0.06470806,0.01388101,0.32976376,0.20885646,0.12959964
-5.44772386,0.84329854,0.04445028,0.02426976,0.29648655,0.06868906,0.01470668,0.34868029,0.22173646,0.13657094
-5.44172086,0.88696123,0.04674203,0.02567002,0.31305377,0.07263996,0.01549337,0.36696220,0.23439328,0.14309518
-5.43571786,0.92846534,0.04885230,0.02708044,0.32888490,0.07656033,0.01623253,0.38450924,0.24676633,0.14909484
-5.42971486,0.96756522,0.05075131,0.02850571,0.34385068,0.08045846,0.01691679,0.40125366,0.25880972,0.15450383
-5.42371186,1.00410008,0.05241358,0.02995232,0.35784643,0.08435197,0.01754030,0.41716344,0.27049315,0.15926984
-5.41770885,1.03800090,0.05381897,0.03142811,0.37079552,0.08826800,0.01809903,0.43224409,0.28180209,0.16335627
-5.41170585,1.06929367,0.05495350,0.03294187,0.38265175,0.09224306,0.01859092,0.44653868,0.29273697,0.16674359
-5.40570285,1.09809848,0.05581003,0.03450272,0.39340041,0.09632232,0.01901608,0.46012611,0.30331154,0.16943017
-5.39969985,1.12462443,0.05638880,0.03611939,0.40305799,0.10055860,0.01937681,0.47311757,0.31355027,0.17143241
-5.39369685,1.14916033,0.05669760,0.03779951,0.41167041,0.10501082,0.01967759,0.48565119,0.32348511,0.17278428
-5.38769385,1.17206155,0.05675177,0.03954883,0.41930993,0.10974209,0.01992498,0.49788523,0.33315158,0.17353606
-5.38169085,1.19373352,0.05657385,0.04137043,0.42607073,0.11481751,0.02012745,0.50998989,0.34258450,0.17375261
-5.37568784,1.21461249,0.05619304,0.04326405,0.43206348,0.12030170,0.02029505,0.52213823,0.35181356,0.17351093
-5.36968484,1.23514463,0.05564437,0.04522549,0.43740900,0.12625618,0.02043913,0.53449656,0.36085898,0.17289742
-5.36368184,1.25576422,0.05496760,0.04724612,0.44223150,0.13273685,0.02057193,0.54721488,0.36972757,0.17200460
-5.35767884,1.27687219,0.05420601,0.04931263,0.44665163,0.13979145,0.02070617,0.56041767,0.37840934,0.17092785
-5.35167584,1.29881598,0.05340499,0.05140692,0.45077966,0.14745738,0.02085460,0.57419574,0.38687503,0.16976183
-5.34567284,1.32187177,0.05261055,0.05350626,0.45470932,0.15575983,0.02102962,0.58859943,0.39507463,0.16859722
-5.33966983,1.34622996,0.05186778,0.05558360,0.45851242,0.16471039,0.02124283,0.60363365,0.40293700,0.16751748
-5.33366683,1.37198476,0.05121936,0.05760823,0.46223477,0.17430622,0.02150472,0.61925504,0.41037082,0.16659603
-5.32766383,1.39912828,0.05070412,0.05954649,0.46589338,0.18452986,0.02182434,0.63537144,0.41726672,0.16589393
-5.32166083,1.42754952,0.05035573,0.06136280,0.46947527,0.19534960,0.02220912,0.65184381,0.42350048,0.16545795
-5.31565783,1.45703834,0.05020157,0.06302070,0.47293796,0.20672048,0.02266471,0.66849046,0.42893742,0.16531937
-5.30965483,1.48729410,0.05026182,0.06448413,0.47621147,0.21858595,0.02319492,0.68509353,0.43343747,0.16549333
-5.30365183,1.51793857,0.05054877,0.06571860,0.47920187,0.23087985,0.02380173,0.70140736,0.43686087,0.16597880
-5.29764882,1.54853242,0.05106647,0.06669248,0.48179618,0.24352884,0.02448539,0.71716836,0.43907424,0.16675921
-5.29164582,1.57859450,0.05181058,0.06737815,0.48386825,0.25645513,0.02524455,0.73210592,0.43995657,0.16780356
-5.28564282,1.60762274,0.05276856,0.06775308,0.48528544,0.26957909,0.02607646,0.74595383,0.43940499,0.16906811
-5.27963982,1.63511586,0.05392013,0.06780067,0.48591574,0.28282203,0.02697719,0.75846159,0.43733998,0.17049839
-5.27363682,1.66059464,0.05523800,0.06751103,0.48563487,0.29610857,0.02794184,0.76940512,0.43370975,0.17203161
-5.26763382,1.68362179,0.05668878,0.06688135,0.48433314,0.30936872,0.02896476,0.77859631,0.42849359,0.17359924
-5.26163082,1.70381958,0.05823420,0.06591617,0.48192162,0.32253954,0.03003978,0.78589096,0.42170411,0.17512970
-5.25562781,1.72088430,0.05983239,0.06462731,0.47833742,0.33556622,0.03116034,0.79119475,0.41338813,0.17655110
-5.24962481,1.73459715,0.06143932,0.06303355,0.47354778,0.34840253,0.03231965,0.79446695,0.40362630,0.17779388
-5.24362181,1.74483106,0.06301033,0.06116013,0.46755281,0.36101074,0.03351080,0.79572175,0.39253151,0.17879327
-5.23761881,1.75155330,0.06450157,0.05903793,0.46038681,0.37336100,0.03472676,0.79502726,0.38024597,0.17949148
-5.23161581,1.75482396,0.06587151,0.05670259,0.45211811,0.38543009,0.03596041,0.79250210,0.36693740,0.17983965
-5.22561281,1.75479053,0.06708226,0.05419340,0.44284740,0.39719994,0.03720455,0.78831005,0.35279422,0.17979930
-5.21960980,1.75167896,0.06810081,0.05155217,0.43270481,0.40865568,0.03845182,0.78265288,0.33802018,0.17934347
-5.21360680,1.74578184,0.06889996,0.04882195,0.42184577,0.41978370,0.03969467,0.77576178,0.32282847,0.17845735
-5.20760380,1.73744418,0.06945913,0.04604591,0.41044592,0.43056948,0.04092528,0.76788792,0.30743567,0.17713850
-5.20160080,1.72704780,0.06976482,0.04326609,0.39869528,0.44099574,0.04213552,0.75929252,0.29205577,0.17539654
-5.19559780,1.71499486,0.06981083,0.04052240,0.38679197,0.45104059,0.04331692,0.75023697,0.27689440,0.17325252
-5.18959480,1.70169131,0.06959815,0.03785159,0.37493585,0.46067622,0.04446065,0.74097335,0.26214349,0.17073774
-5.18359180,1.68753121,0.06913460,0.03528650,0.36332210,0.46986786,0.04555754,0.73173590,0.24797665,0.16789241
-5.17758879,1.67288233,0.06843418,0.03285541,0.35213538,0.47857333,0.04659811,0.72273374,0.23454518,0.16476384
-5.17158579,1.65807378,0.06751622,0.03058155,0.34154445,0.48674312,0.04757266,0.71414511,0.22197507,0.16140455
-5.16558279,1.64338624,0.06640431,0.02848288,0.33169778,0.49432105,0.04847138,0.70611340,0.21036488,0.15787022
-5.15957979,1.62904504,0.06512518,0.02657199,0.32272009,0.50124554,0.04928445,0.69874510,0.19978457,0.15421762
-5.15357679,1.61521648,0.06370737,0.02485617,0.31471009,0.50745139,0.05000222,0.69210969,0.19027533,0.15050259
-5.14757379,1.60200758,0.06218008,0.02333768,0.30773945,0.51287220,0.05061538,0.68624150,0.18185034,0.14677825
-5.14157079,1.58946908,0.06057190,0.02201413,0.30185301,0.51744319,0.05111517,0.68114335,0.17449642,0.14309334
-5.13556778,1.57760186,0.05890979,0.02087901,0.29707025,0.52110440,0.05149354,0.67679183,0.16817639,0.13949101
-5.12956478,1.56636615,0.05721818,0.01992226,0.29338791,0.52380425,0.05174343,0.67314392,0.16283220,0.13600791
-5.12356178,1.55569331,0.05551821,0.01913093,0.29078350,0.52550317,0.05185896,0.67014463,0.15838852,0.13267367
-5.11755878,1.54549955,0.05382735,0.01848995,0.28921975,0.52617724,0.05183563,0.66773524,0.15475677,0.12951086
-5.11155578,1.53570078,0.05215910,0.01798278,0.28864946,0.52582171,0.05167060,0.66586172,0.15183938,0.12653529
-5.10555278,1.52622785,0.05052304,0.01759216,0.28902072,0.52445399,0.05136283,0.66448287,0.14953407,0.12375670
-5.09954977,1.51704124,0.04892511,0.01730075,0.29028211,0.52211627,0.05091328,0.66357768,0.14773815,0.12117975
-5.09354677,1.50814438,0.04736797,0.01709180,0.29238745,0.51887718,0.05032507,0.66315154,0.14635242,0.11880522
-5.08754377,1.49959448,0.04585166,0.01694965,0.29530011,0.51483260,0.04960354,0.66324071,0.14528481,0.11663131
-5.08154077,1.49151038,0.04437425,0.01686021,0.29899632,0.51010535,0.04875636,0.66391498,0.14445342,0.11465503
-5.07553777,1.48407649,0.04293264,0.01681132,0.30346745,0.50484366,0.04779343,0.66527805,0.14378896,0.11287341
-5.06953477,1.47754255,0.04152328,0.01679303,0.30872102,0.49921836,0.04672685,0.66746551,0.14323649,0.11128465
-5.06353177,1.47221881,0.04014291,0.01679770,0.31478043,0.49341883,0.04557073,0.67064061,0.14275639,0.10988900
-5.05752876,1.46846694,0.03878921,0.01682012,0.32168340,0.48764778,0.04434096,0.67498773,0.14232463,0.10868925
