energy_ev,total_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-6.00000000,2.50573717,0.72744542,0.69587474,0.08417485,0.84696478,0.19793014,0.00000000
-5.99399700,2.41404989,0.70271167,0.66493873,0.08004451,0.82061748,0.19108472,0.00000000
-5.98799400,2.32379696,0.67865041,0.63482396,0.07617499,0.79363186,0.18438283,0.00000000
-5.98199100,2.23510734,0.65521483,0.60563059,0.07256867,0.76620095,0.17780509,0.00000000
-5.97598799,2.14810248,0.63235644,0.57744570,0.06922374,0.73852249,0.17133358,0.00000000
-5.96998499,2.06290511,0.61003032,0.55034482,0.06613490,0.71079497,0.16495363,0.00000000
-5.96398199,1.97964479,0.58819919,0.52439289,0.06329423,0.68321325,0.15865516,0.00000000
-5.95797899,1.89846036,0.56683607,0.49964481,0.06069176,0.65596396,0.15243355,0.00000000
-5.95197599,1.81949972,0.54592567,0.47614570,0.05831611,0.62922100,0.14628999,0.00000000
-5.94597299,1.74291733,0.52546461,0.45393087,0.05615498,0.60314141,0.14023148,0.00000000
-5.93996998,1.66886997,0.50546069,0.43302560,0.05419557,0.57786181,0.13427035,0.00000000
-5.93396698,1.59751159,0.48593124,0.41344493,0.05242490,0.55349574,0.12842348,0.00000000
-5.92796398,1.52898759,0.46690107,0.39519355,0.05083005,0.53013184,0.12271130,0.00000000
-5.92196098,1.46342930,0.44839995,0.37826569,0.04939837,0.50783312,0.11715660,0.00000000
-5.91595798,1.40094904,0.43046009,0.36264537,0.04811760,0.48663724,0.11178328,0.00000000
-5.90995498,1.34163614,0.41311364,0.34830670,0.04697598,0.46655773,0.10661510,0.00000000
-5.90395198,1.28555414,0.39639043,0.33521454,0.04596230,0.44758610,0.10167449,0.00000000
-5.89794897,1.23273924,0.38031615,0.32332531,0.04506595,0.42969464,0.09698148,0.00000000
-5.89194597,1.18320011,0.36491085,0.31258793,0.04427692,0.41283971,0.09255285,0.00000000
-5.88594297,1.13691880,0.35018799,0.30294497,0.04358582,0.39696537,0.08840142,0.00000000
-5.87993997,1.09385264,0.33615394,0.29433379,0.04298383,0.38200709,0.08453561,0.00000000
-5.87393697,1.05393690,0.32280790,0.28668776,0.04246272,0.36789546,0.08095920,0.00000000
-5.86793397,1.01708800,0.31014225,0.27993739,0.04201479,0.35455958,0.07767131,0.00000000
-5.86193097,0.98320697,0.29814318,0.27401146,0.04163283,0.34193018,0.07466661,0.00000000
-5.85592796,0.95218302,0.28679165,0.26883804,0.04131005,0.32994227,0.07193566,0.00000000
-5.84992496,0.92389705,0.27606452,0.26434538,0.04104006,0.31853736,0.06946548,0.00000000
-5.84392196,0.89822514,0.26593584,0.26046284,0.04081680,0.30766516,0.06724019,0.00000000
-5.83791896,0.87504175,0.25637829,0.25712161,0.04063453,0.29728487,0.06524179,0.00000000
-5.83191596,0.85422299,0.24736468,0.25425556,0.04048778,0.28736615,0.06345100,0.00000000
-5.82591296,0.83564984,0.23886951,0.25180204,0.04037139,0.27788963,0.06184815,0.00000000
-5.81990995,0.81921144,0.23087062,0.24970274,0.04028058,0.26884737,0.06041411,0.00000000
-5.81390695,0.80480881,0.22335093,0.24790469,0.04021100,0.26024306,0.05913121,0.00000000
-5.80790395,0.79235875,0.21630013,0.24636135,0.04015887,0.25209210,0.05798413,0.00000000
-5.80190095,0.78179840,0.20971650,0.24503388,0.04012122,0.24442177,0.05696080,0.00000000
-5.79589795,0.77309014,0.20360874,0.24389251,0.04009607,0.23727117,0.05605317,0.00000000
-5.78989495,0.76622715,0.19799776,0.24291804,0.04008275,0.23069128,0.05525794,0.00000000
-5.78389195,0.76123915,0.19291847,0.24210346,0.04008220,0.22474487,0.05457722,0.00000000
-5.77788894,0.75819850,0.18842142,0.24145549,0.04009734,0.21950627,0.05401904,0.00000000
-5.77188594,0.75722617,0.18457428,0.24099617,0.04013339,0.21506103,0.05359773,0.00000000
-5.76588294,0.75849728,0.18146310,0.24076421,0.04019827,0.21150521,0.05333414,0.00000000
-5.75987994,0.76224592,0.17919318,0.24081614,0.04030291,0.20894441,0.05325575,0.00000000
-5.75387694,0.76876873,0.17788945,0.24122707,0.04046155,0.20749238,0.05339654,0.00000000
-5.74787394,0.77842687,0.17769643,0.24209101,0.04069194,0.20726919,0.05379669,0.00000000
-5.74187094,0.79164577,0.17877739,0.24352058,0.04101549,0.20839896,0.05450209,0.00000000
-5.73586793,0.80891253,0.18131293,0.24564610,0.04145727,0.21100706,0.05556363,0.00000000
-5.72986493,0.83077038,0.18549865,0.24861388,0.04204591,0.21521702,0.05703626,0.00000000
-5.72386193,0.85781006,0.19154206,0.25258379,0.04281334,0.22114696,0.05897791,0.00000000
-5.71785893,0.89065792,0.19965856,0.25772595,0.04379436,0.22890585,0.06144815,0.00000000
-5.71185593,0.92996083,0.21006666,0.26421666,0.04502607,0.23858967,0.06450672,0.00000000
-5.70585293,0.97636799,0.22298230,0.27223357,0.04654708,0.25027753,0.06821188,0.00000000
-5.69984992,1.03050990,0.23861254,0.28195012,0.04839666,0.26402804,0.07261866,0.00000000
-5.69384692,1.09297517,0.25714867,0.29352956,0.05061363,0.27987606,0.07777705,0.00000000
-5.68784392,1.16428564,0.27875892,0.30711846,0.05323519,0.29782988,0.08373012,0.00000000
-5.68184092,1.24487079,0.30358096,0.32284021,0.05629568,0.31786926,0.09051219,0.00000000
-5.67583792,1.33504229,0.33171452,0.34078848,0.05982524,0.33994406,0.09814710,0.00000000
-5.66983492,1.43496973,0.36321435,0.36102108,0.06384851,0.36397403,0.10664657,0.00000000
-5.66383192,1.54465877,0.39808382,0.38355445,0.06838330,0.38984934,0.11600883,0.00000000
-5.65782891,1.66393260,0.43626945,0.40835899,0.07343946,0.41743230,0.12621747,0.00000000
-5.65182591,1.79241790,0.47765672,0.43535559,0.07901779,0.44655991,0.13724061,0.00000000
-5.64582291,1.92953614,0.52206734,0.46441352,0.08510922,0.47704738,0.14903051,0.00000000
-5.63981991,2.07450105,0.56925827,0.49534988,0.09169424,0.50869237,0.16152345,0.00000000
-5.63381691,2.22632269,0.61892264,0.52793077,0.09874253,0.54127981,0.17464021,0.00000000
-5.62781391,2.38381847,0.67069262,0.56187422,0.10621297,0.57458718,0.18828680,0.00000000
-5.62181091,2.54563092,0.72414433,0.59685482,0.11405399,0.60838984,0.20235582,0.00000000
-5.61580790,2.71025206,0.77880465,0.63251007,0.12220419,0.64246628,0.21672804,0.00000000
-5.60980490,2.87605347,0.83415980,0.66844814,0.13059330,0.67660306,0.23127447,0.00000000
-5.60380190,3.04132118,0.88966541,0.70425692,0.13914347,0.71059907,0.24585869,0.00000000
-5.59779890,3.20429412,0.94475776,0.73951383,0.14777075,0.74426893,0.26033942,0.00000000
-5.59179590,3.36320458,0.99886576,0.77379630,0.15638682,0.77744538,0.27457323,0.00000000
-5.58579290,3.51631921,1.05142330,0.80669228,0.16490083,0.80998045,0.28841733,0.00000000
-5.57978989,3.66197883,1.10188132,0.83781041,0.17322132,0.84174535,0.30173228,0.00000000
-5.57378689,3.79863543,1.14971935,0.86678950,0.18125816,0.87262909,0.31438466,0.00000000
-5.56778389,3.92488493,1.19445592,0.89330690,0.18892438,0.90253583,0.32624943,0.00000000
-5.56178089,4.03949438,1.23565746,0.91708535,0.19613792,0.93138118,0.33721205,0.00000000
-5.55577789,4.14142268,1.27294546,0.93789819,0.20282312,0.95908756,0.34717023,0.00000000
-5.54977489,4.22983417,1.30600159,0.95557269,0.20891203,0.98557901,0.35603531,0.00000000
-5.54377189,4.30410488,1.33457073,0.96999144,0.21434544,1.01077580,0.36373317,0.00000000
-5.53776888,4.36382164,1.35846194,0.98109177,0.21907360,1.03458903,0.37020477,0.00000000
-5.53176588,4.40877453,1.37754738,0.98886353,0.22305668,1.05691591,0.37540626,0.00000000
-5.52576288,4.43894379,1.39175961,0.99334525,0.22626495,1.07763591,0.37930873,0.00000000
-5.51975988,4.45448209,1.40108743,0.99461904,0.22867870,1.09660823,0.38189767,0.00000000
-5.51375688,4.45569386,1.40557072,0.99280469,0.23028799,1.11367089,0.38317217,0.00000000
-5.50775388,4.44301297,1.40529470,0.98805318,0.23109219,1.12864167,0.38314395,0.00000000
-5.50175088,4.41698029,1.40038400,0.98054009,0.23109944,1.14132107,0.38183636,0.00000000
-5.49574787,4.37822250,1.39099697,0.97045927,0.23032606,1.15149725,0.37928332,0.00000000
-5.48974487,4.32743328,1.37732056,0.95801701,0.22879583,1.15895279,0.37552829,0.00000000
-5.48374187,4.26535775,1.35956596,0.94342701,0.22653941,1.16347321,0.37062344,0.00000000
-5.47773887,4.19278056,1.33796530,0.92690624,0.22359370,1.16485661,0.36462882,0.00000000
-5.47173587,4.11051792,1.31276922,0.90867184,0.22000127,1.16292421,0.35761178,0.00000000
-5.46573287,4.01941324,1.28424551,0.88893900,0.21580980,1.15753102,0.34964645,0.00000000
-5.45972986,3.92033580,1.25267848,0.86791970,0.21107158,1.14857617,0.34081337,0.00000000
-5.45372686,3.81418173,1.21836883,0.84582216,0.20584302,1.13601227,0.33119919,0.00000000
-5.44772386,3.70187624,1.18163385,0.82285079,0.20018411,1.11985309,0.32089632,0.00000000
-5.44172086,3.58437603,1.14280744,0.79920648,0.19415786,1.10017925,0.31000259,0.00000000
-5.43571786,3.46267086,1.10223989,0.77508681,0.18782965,1.07714133,0.29862081,0.00000000
-5.42971486,3.33778332,1.06029686,0.75068622,0.18126657,1.05096017,0.28685813,0.00000000
-5.42371186,3.21076606,1.01735753,0.72619573,0.17453658,1.02192435,0.27482527,0.00000000
-5.41770885,3.08269605,0.97381184,0.70180225,0.16770760,0.99038476,0.26263556,0.00000000
-5.41170585,2.95466571,0.93005655,0.67768744,0.16084660,0.95674654,0.25040370,0.00000000
-5.40570285,2.82777093,0.88649045,0.65402602,0.15401855,0.92145884,0.23824442,0.00000000
-5.39969985,2.70309669,0.84350868,0.63098372,0.14728538,0.88500273,0.22627102,0.00000000
