energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-3.06453227,2.23030405,0.34748555,0.64047015,0.00113231,0.08569522,0.10565754,1.30946274,0.28443754,0.12137795
-3.05852926,2.16806935,0.34638048,0.61416508,0.00102429,0.08364642,0.10047153,1.27726006,0.28161917,0.12222166
-3.05252626,2.10910163,0.34634366,0.58730060,0.00092750,0.08247210,0.09515092,1.24724514,0.28095195,0.12362998
-3.04652326,2.05349286,0.34732640,0.56006958,0.00084050,0.08208714,0.08973554,1.21946127,0.28222812,0.12555029
-3.04052026,2.00127787,0.34926332,0.53266590,0.00076197,0.08240187,0.08426587,1.19391268,0.28522528,0.12791923
-3.03451726,1.95244529,0.35207663,0.50528263,0.00069077,0.08332377,0.07878262,1.17057298,0.28971258,0.13066484
-3.02851426,1.90694994,0.35568112,0.47810995,0.00062592,0.08475936,0.07332613,1.14939457,0.29545738,0.13370913
-3.02251126,1.86472626,0.35998944,0.45133297,0.00056660,0.08661636,0.06793578,1.13031861,0.30223211,0.13697089
-3.01650825,1.82570216,0.36491775,0.42512953,0.00051212,0.08880590,0.06264930,1.11328516,0.30982107,0.14036869
-3.01050525,1.78981274,0.37039116,0.39966803,0.00046195,0.09124472,0.05750221,1.09824306,0.31802693,0.14382389
-3.00450225,1.75701328,0.37634889,0.37510541,0.00041562,0.09385720,0.05252713,1.08515917,0.32667661,0.14726372
-2.99849925,1.72729066,0.38274876,0.35158529,0.00037280,0.09657723,0.04775327,1.07402627,0.33562631,0.15062393
-2.99249625,1.70067254,0.38957073,0.32923641,0.00033323,0.09934967,0.04320597,1.06486924,0.34476531,0.15385129
-2.98649325,1.67723348,0.39681909,0.30817133,0.00029669,0.10213144,0.03890629,1.05774885,0.35401839,0.15690548
-2.98049025,1.65709738,0.40452316,0.28848544,0.00026302,0.10489206,0.03487084,1.05276287,0.36334659,0.15976040
-2.97448724,1.64043563,0.41273628,0.27025631,0.00023209,0.10761366,0.03111162,1.05004389,0.37274612,0.16240475
-2.96848424,1.62746051,0.42153289,0.25354320,0.00020378,0.11029035,0.02763602,1.04975385,0.38224544,0.16484187
-2.96248124,1.61841395,0.43100384,0.23838694,0.00017800,0.11292702,0.02444704,1.05207506,0.39190040,0.16708877
-2.95647824,1.61355149,0.44124982,0.22480983,0.00015465,0.11553758,0.02154345,1.05719794,0.40178767,0.16917430
-2.95047524,1.61312225,0.45237346,0.21281583,0.00013360,0.11814267,0.01892020,1.06530597,0.41199658,0.17113674
-2.94447224,1.61734556,0.46447011,0.20239074,0.00011477,0.12076697,0.01656884,1.07655832,0.42261976,0.17302064
-2.93846923,1.62638547,0.47761804,0.19350257,0.00009802,0.12343623,0.01447797,1.09107124,0.43374307,0.17487329
-2.93246623,1.64032463,0.49186844,0.18610199,0.00008323,0.12617416,0.01263378,1.10889908,0.44543518,0.17674096
-2.92646323,1.65913916,0.50723600,0.18012289,0.00007026,0.12899941,0.01102056,1.13001636,0.45773758,0.17866498
-2.92046023,1.68267628,0.52369058,0.17548317,0.00005897,0.13192264,0.00962123,1.15430194,0.47065534,0.18067815
-2.91445723,1.71063657,0.54115067,0.17208577,0.00004923,0.13494411,0.00841781,1.18152684,0.48414957,0.18280147
-2.90845423,1.74256234,0.55947931,0.16982000,0.00004088,0.13805170,0.00739189,1.21134654,0.49813170,0.18504156
-2.90245123,1.77783371,0.57848282,0.16856329,0.00003378,0.14121966,0.00652503,1.24329912,0.51246040,0.18738883
-2.89644822,1.81567338,0.59791271,0.16818333,0.00002780,0.14440814,0.00579912,1.27680969,0.52694117,0.18981674
-2.89044522,1.85516057,0.61747113,0.16854072,0.00002279,0.14756346,0.00519667,1.31120163,0.54132903,0.19228194
-2.88444222,1.89525442,0.63681960,0.16949201,0.00001865,0.15061934,0.00470107,1.34571460,0.55533410,0.19472563
-2.87843922,1.93482610,0.65559096,0.17089328,0.00001524,0.15349884,0.00429678,1.37952894,0.56863009,0.19707585
-2.87243622,1.97269880,0.67340419,0.17260397,0.00001247,0.15611707,0.00396949,1.41179573,0.58086525,0.19925077
-2.86643322,2.00769378,0.68988129,0.17449099,0.00001025,0.15838443,0.00370619,1.44167111,0.59167538,0.20116274
-2.86043022,2.03868058,0.70466573,0.17643293,0.00000848,0.16021036,0.00349527,1.46835362,0.60069823,0.20272287
-2.85442721,2.06462897,0.71744140,0.17832419,0.00000712,0.16150726,0.00332653,1.49112262,0.60758859,0.20384594
-2.84842421,2.08465999,0.72795122,0.18007883,0.00000609,0.16219447,0.00319123,1.50937599,0.61203335,0.20445538
-2.84242121,2.09809349,0.73601445,0.18163394,0.00000537,0.16220201,0.00308201,1.52266508,0.61376567,0.20448798
-2.83641821,2.10448959,0.74154173,0.18295243,0.00000493,0.16147407,0.00299290,1.53072516,0.61257769,0.20389812
-2.83041521,2.10368178,0.74454701,0.18402489,0.00000476,0.15997180,0.00291926,1.53349957,0.60833090,0.20266121
-2.82441221,2.09579974,0.74515579,0.18487059,0.00000488,0.15767547,0.00285768,1.53115619,0.60096387,0.20077625
-2.81840920,2.08128052,0.74360889,0.18553743,0.00000532,0.15458584,0.00280592,1.52409528,0.59049681,0.19826728
-2.81240620,2.06086716,0.74026171,0.18610077,0.00000616,0.15072465,0.00276283,1.51294789,0.57703286,0.19518360
-2.80640320,2.03559473,0.73557861,0.18666128,0.00000748,0.14613420,0.00272819,1.49856474,0.56075596,0.19159886
-2.80040020,2.00676406,0.73012276,0.18734174,0.00000944,0.14087613,0.00270264,1.48199595,0.54192565,0.18760899
-2.79439720,1.97590434,0.72454152,0.18828311,0.00001221,0.13502947,0.00268750,1.46446212,0.52086886,0.18332901
-2.78839420,1.94472607,0.71954817,0.18963980,0.00001605,0.12868797,0.00268468,1.44731805,0.49796938,0.17888905
-2.78239120,1.91506647,0.71590034,0.19157468,0.00002130,0.12195702,0.00269651,1.43201040,0.47365545,0.17442962
-2.77638819,1.88882953,0.71437628,0.19425369,0.00002838,0.11495018,0.00272559,1.42003115,0.44838610,0.17009647
-2.77038519,1.86792341,0.71574957,0.19784070,0.00003782,0.10778559,0.00277465,1.41286841,0.42263694,0.16603519
-2.76438219,1.85419762,0.72076342,0.20249250,0.00005031,0.10058232,0.00284639,1.41195683,0.39688605,0.16238595
-2.75837919,1.84938254,0.73010538,0.20835442,0.00006667,0.09345702,0.00294336,1.41862922,0.37160054,0.15927853
-2.75237619,1.85503354,0.74438344,0.21555657,0.00008794,0.08652071,0.00306785,1.43407127,0.34722439,0.15682780
-2.74637319,1.87248181,0.76410425,0.22421093,0.00011536,0.07987612,0.00322171,1.45928105,0.32416793,0.15513001
-2.74037019,1.90279340,0.78965432,0.23440933,0.00015043,0.07361548,0.00340631,1.49503445,0.30279930,0.15425992
-2.73436718,1.94673779,0.82128472,0.24622232,0.00019492,0.06781883,0.00362248,1.54185793,0.28343811,0.15426881
-2.72836418,2.00476670,0.85909978,0.25969890,0.00025093,0.06255299,0.00387040,1.60000907,0.26635140,0.15518363
-2.72236118,2.07700346,0.90305014,0.27486698,0.00032089,0.05787096,0.00414963,1.66946566,0.25175175,0.15700699
-2.71635818,2.16324272,0.95293029,0.29173432,0.00040758,0.05381199,0.00445911,1.74992333,0.23979754,0.15971827
-2.71035518,2.26296015,1.00838067,0.31028993,0.00051416,0.05040200,0.00479720,1.84080160,0.23059500,0.16327540
-2.70435218,2.37533094,1.06889418,0.33050547,0.00064417,0.04765446,0.00516171,1.94125798,0.22420182,0.16761748
-2.69834917,2.49925622,1.13382690,0.35233660,0.00080151,0.04557155,0.00555004,2.05020937,0.22063196,0.17266793
-2.69234617,2.63339574,1.20241260,0.37572398,0.00099041,0.04414554,0.00595928,2.16635994,0.21986129,0.17833792
-2.68634317,2.77620547,1.27378056,0.40059374,0.00121541,0.04336035,0.00638630,2.28823433,0.22183363,0.18453011
-2.68034017,2.92597844,1.34697616,0.42685727,0.00148126,0.04319306,0.00682793,2.41421510,0.22646695,0.19114222
-2.67433717,3.08088714,1.42098356,0.45441039,0.00179287,0.04361546,0.00728107,2.54258299,0.23365923,0.19807060
-2.66833417,3.23902618,1.49474979,0.48313175,0.00215513,0.04459548,0.00774285,2.67155881,0.24329384,0.20521323
-2.66233117,3.39845358,1.56720945,0.51288066,0.00257286,0.04609846,0.00821070,2.79934550,0.25524414,0.21247239
-2.65632816,3.55722966,1.63730936,0.54349456,0.00305059,0.04808823,0.00868249,2.92416912,0.26937703,0.21975667
-2.65032516,3.71345252,1.70403240,0.57478624,0.00359238,0.05052791,0.00915658,3.04431767,0.28555552,0.22698234
-2.64432216,3.86528924,1.76641974,0.60654126,0.00420166,0.05338054,0.00963183,3.15817647,0.30364012,0.23407408
-2.63831916,4.01100253,1.82359107,0.63851581,0.00488100,0.05660943,0.01010764,3.26425934,0.32348916,0.24096506
-2.63231616,4.14897243,1.87476198,0.67043542,0.00563190,0.06017826,0.01058385,3.36123490,0.34495802,0.24759636
-2.62631316,4.27771312,1.91925842,0.70199474,0.00645459,0.06405103,0.01106067,3.44794720,0.36789752,0.25391602
-2.62031016,4.39588514,1.95652750,0.73285878,0.00734786,0.06819176,0.01153859,3.52343077,0.39215162,0.25987764
-2.61430715,4.50230331,1.98614487,0.76266584,0.00830888,0.07256411,0.01201817,3.58691965,0.41755463,0.26543880
-2.60830415,4.59594098,2.00781826,0.79103209,0.00933304,0.07713093,0.01249994,3.63785080,0.44392821,0.27055935
-2.60230115,4.67593128,2.02138758,0.81755798,0.01041394,0.08185370,0.01298416,3.67586210,0.47107845,0.27519992
-2.59629815,4.74156595,2.02682148,0.84183634,0.01154328,0.08669210,0.01347067,3.70078545,0.49879334,0.27932052
-2.59029515,4.79229262,2.02421095,0.86346189,0.01271095,0.09160357,0.01395870,3.71263576,0.52684080,0.28287961
-2.58429215,4.82771094,2.01376025,0.88204197,0.01390505,0.09654305,0.01444675,3.71159650,0.55496762,0.28583361
-2.57828914,4.84756844,1.99577562,0.89720790,0.01511213,0.10146285,0.01493248,3.69800265,0.58289947,0.28813695
-2.57228614,4.85175628,1.97065240,0.90862672,0.01631735,0.10631277,0.01541262,3.67232202,0.61034211,0.28974269
-2.56628314,4.84030542,1.93886110,0.91601254,0.01750479,0.11104042,0.01588297,3.63513579,0.63698395,0.29060369
-2.56028014,4.81338328,1.90093295,0.91913722,0.01865779,0.11559177,0.01633843,3.58711893,0.66249987,0.29067431
-2.55427714,4.77129104,1.85744541,0.91783965,0.01975932,0.11991201,0.01677312,3.52902157,0.68655649,0.28991251
-2.54827414,4.71446143,1.80900828,0.91203335,0.02079243,0.12394651,0.01718050,3.46165152,0.70881839,0.28828224
-2.54227114,4.64345681,1.75625068,0.90171194,0.02174067,0.12764212,0.01755357,3.38585881,0.72895553,0.28575601
-2.53626813,4.55896737,1.69980923,0.88695219,0.02258850,0.13094851,0.01788512,3.30252226,0.74665124,0.28231746
-2.53026513,4.46180892,1.64031784,0.86791461,0.02332179,0.13381965,0.01816797,3.21253849,0.76161076,0.27796368
-2.52426213,4.35292013,1.57839901,0.84484147,0.02392813,0.13621532,0.01839527,3.11681318,0.77356979,0.27270739
-2.51825913,4.23335864,1.51465686,0.81805239,0.02439727,0.13810262,0.01856078,3.01625459,0.78230293,0.26657843
-2.51225613,4.10429573,1.44967182,0.78793779,0.02472135,0.13945726,0.01865913,2.91176889,0.78763133,0.25962489
-2.50625313,3.96700929,1.38399679,0.75495043,0.02489516,0.14026480,0.01868607,2.80425702,0.78942955,0.25191344
-2.50025013,3.82287479,1.31815458,0.71959562,0.02491627,0.14052155,0.01863871,2.69461264,0.78763105,0.24352903
-2.49424712,3.67335403,1.25263650,0.68242041,0.02478512,0.14023518,0.01851565,2.58372036,0.78223218,0.23457384
-2.48824412,3.51998168,1.18790161,0.64400241,0.02450498,0.13942495,0.01831710,2.47245409,0.77329439,0.22516558
-2.48224112,3.36434946,1.12437658,0.60493864,0.02408187,0.13812159,0.01804495,2.36167465,0.76094454,0.21543519
-2.47623812,3.20808836,1.06245567,0.56583492,0.02352434,0.13636667,0.01770272,2.25222640,0.74537324,0.20552392
-2.47023512,3.05284876,1.00250069,0.52729629,0.02284330,0.13421166,0.01729553,2.14493239,0.72683125,0.19558014
-2.46423212,2.90027916,0.94484069,0.48991860,0.02205165,0.13171647,0.01682991,2.04058790,0.70562390,0.18575581
-2.45822911,2.75200363,0.88977125,0.45428171,0.02116394,0.12894775,0.01631367,1.93995226,0.68210399,0.17620284
-2.45222611,2.60959878,0.83755332,0.42094435,0.02019602,0.12597676,0.01575559,1.84373906,0.65666306,0.16706951
-2.44622311,2.47457067,0.78841150,0.39044054,0.01916460,0.12287714,0.01516523,1.75260498,0.62972163,0.15849700
-2.44022011,2.34833241,0.74253205,0.36327780,0.01808685,0.11972245,0.01455257,1.66713781,0.60171859,0.15061631
-2.43421711,2.23218318,0.70006053,0.33993659,0.01698000,0.11658369,0.01392773,1.58784407,0.57310020,0.14354550
-2.42821411,2.12728925,0.66109950,0.32087106,0.01586097,0.11352690,0.01330066,1.51513703,0.54430908,0.13738751
-2.42221111,2.03466790,0.62570635,0.30651052,0.01474600,0.11061097,0.01268085,1.44932595,0.51577364,0.13222849
-2.41620810,1.95517456,0.59389176,0.29726155,0.01365034,0.10788563,0.01207707,1.39060718,0.48789827,0.12813678
-2.41020510,1.88949400,0.56561879,0.29351003,0.01258797,0.10538990,0.01149711,1.33905798,0.46105464,0.12516245
-2.40420210,1.83813562,0.54080313,0.29562311,0.01157143,0.10315098,0.01094764,1.29463363,0.43557451,0.12333754
-2.39819910,1.80143336,0.51931447,0.30395036,0.01061160,0.10118353,0.01043404,1.25716842,0.41174408,0.12267677
-2.39219610,1.77954988,0.50097932,0.31882419,0.00971758,0.09948967,0.00996030,1.22638073,0.38980024,0.12317879
-2.38619310,1.77248513,0.48558527,0.34055897,0.00889670,0.09805935,0.00952906,1.20188231,0.36992867,0.12482791
-2.38019010,1.78008852,0.47288653,0.36944880,0.00815442,0.09687138,0.00914156,1.18319151,0.35226373,0.12759606
-2.37418709,1.80207434,0.46261086,0.40576391,0.00749440,0.09589486,0.00879777,1.16975020,0.33689023,0.13144507
-2.36818409,1.83803931,0.45446739,0.44974548,0.00691858,0.09509106,0.00849648,1.16094342,0.32384665,0.13632903
-2.36218109,1.88748149,0.44815523,0.50159906,0.00642726,0.09441560,0.00823550,1.15612109,0.31312980,0.14219658
-2.35617809,1.94981919,0.44337233,0.56148666,0.00601924,0.09382084,0.00801180,1.15462068,0.30470053,0.14899318
-2.35017509,2.02440901,0.43982427,0.62951771,0.00569199,0.09325840,0.00782176,1.15578955,0.29849006,0.15666308
-2.34417209,2.11056166,0.43723251,0.70573916,0.00544179,0.09268161,0.00766136,1.15900602,0.29440681,0.16515092
-2.33816908,2.20755477,0.43534167,0.79012501,0.00526395,0.09204779,0.00752642,1.16369790,0.29234319,0.17440299
-2.33216608,2.31464165,0.43392548,0.88256560,0.00515296,0.09132032,0.00741278,1.16935756,0.29218202,0.18436795
-2.32616308,2.43105570,0.43279108,0.98285708,0.00510272,0.09047032,0.00731651,1.17555270,0.29380241,0.19499702
-2.32016008,2.55601000,0.43178151,1.09069143,0.00510666,0.08947784,0.00723406,1.18193239,0.29708469,0.20624364
-2.31415708,2.68869221,0.43077620,1.20564749,0.00515801,0.08833267,0.00716239,1.18822807,0.30191423,0.21806264
-2.30815408,2.82825525,0.42968959,1.32718342,0.00524984,0.08703450,0.00709903,1.19424962,0.30818400,0.23040889
-2.30215108,2.97380457,0.42846795,1.45463105,0.00537533,0.08559266,0.00704220,1.19987687,0.31579590,0.24323557
-2.29614807,3.12438293,0.42708462,1.58719253,0.00552779,0.08402533,0.00699074,1.20504729,0.32466065,0.25649218
-2.29014507,3.27895427,0.42553411,1.72393978,0.00570085,0.08235832,0.00694417,1.20974069,0.33469646,0.27012233
-2.28414207,3.43638808,0.42382537,1.86381700,0.00588852,0.08062349,0.00690257,1.21396207,0.34582670,0.28406154
-2.27813907,3.59544597,0.42197473,2.00564668,0.00608521,0.07885697,0.00686651,1.21772390,0.35797647,0.29823516
-2.27213607,3.75477199,0.41999897,2.14813943,0.00628585,0.07709709,0.00683698,1.22102890,0.37106870,0.31255660
-2.26613307,3.91288842,0.41790898,2.28990765,0.00648585,0.07538235,0.00681520,1.22385463,0.38501971,0.32692595
-2.26013007,4.06819803,0.41570434,2.42948331,0.00668114,0.07374946,0.00680256,1.22614083,0.39973480,0.34122918
-2.25412706,4.21899404,0.41336927,2.56533964,0.00686814,0.07223145,0.00680042,1.22778043,0.41510406,0.35533806
-2.24812406,4.36347824,0.41087003,2.69591657,0.00704373,0.07085605,0.00681002,1.22861470,0.43099868,0.36911074
-2.24212106,4.49978729,0.40815400,2.81964953,0.00720522,0.06964443,0.00683236,1.22843293,0.44726815,0.38239321
-2.23611806,4.62602700,0.40515047,2.93500102,0.00735031,0.06861023,0.00686810,1.22697652,0.46373850,0.39502152
-2.23011506,4.74031342,0.40177288,3.04049423,0.00747702,0.06775903,0.00691745,1.22394735,0.48021182,0.40682469
-2.22411206,4.84081955,0.39792260,3.13474765,0.00758368,0.06708817,0.00698018,1.21901961,0.49646710,0.41762844
-2.21810905,4.92582579,0.39349364,3.21650978,0.00766885,0.06658705,0.00705554,1.21185456,0.51226266,0.42725930
-2.21210605,4.99377194,0.38837828,3.28469255,0.00773131,0.06623772,0.00714229,1.20211709,0.52733984,0.43554921
-2.20610305,5.04330844,0.38247295,3.33840225,0.00777005,0.06601579,0.00723875,1.18949310,0.54142812,0.44234028
-2.20010005,5.07334433,0.37568426,3.37696672,0.00778420,0.06589166,0.00734280,1.17370668,0.55425143,0.44748966
-2.19409705,5.08308955,0.36793455,3.39995738,0.00777308,0.06583185,0.00745201,1.15453595,0.56553525,0.45087406
-2.18809405,5.07208919,0.35916677,3.40720521,0.00773620,0.06580058,0.00756371,1.13182671,0.57501454,0.45239400
-2.18209105,5.04024799,0.34934848,3.39880952,0.00767324,0.06576122,0.00767509,1.10550319,0.58244177,0.45197748
-2.17608804,4.98784324,0.33847452,3.37513887,0.00758410,0.06567786,0.00778331,1.07557517,0.58759502,0.44958279
-2.17008504,4.91552534,0.32656851,3.33682384,0.00746894,0.06551669,0.00788562,1.04214136,0.59028561,0.44520056
-2.16408204,4.82430545,0.31368290,3.28474144,0.00732817,0.06524730,0.00797943,1.00538867,0.59036489,0.43885479
-2.15807904,4.71553052,0.29989777,3.21999154,0.00716249,0.06484364,0.00806243,0.96558777,0.58773000,0.43060283
-2.15207604,4.59084641,0.28531836,3.14386604,0.00697292,0.06428492,0.00813263,0.92308502,0.58232813,0.42053431
-2.14607304,4.45215060,0.27007164,3.05781176,0.00676080,0.06355604,0.00818842,0.87829139,0.57415924,0.40876917
-2.14007004,4.30153634,0.25430197,2.96338836,0.00652779,0.06264795,0.00822859,0.83166907,0.56327700,0.39545461
-2.13406703,4.14123069,0.23816626,2.86222303,0.00627585,0.06155757,0.00825236,0.78371632,0.54978788,0.38076138
-2.12806403,3.97352885,0.22182873,2.75596362,0.00600724,0.06028757,0.00825930,0.73495150,0.53384852,0.36487936
-2.12206103,3.80072790,0.20545574,2.64623216,0.00572447,0.05884585,0.00824934,0.68589702,0.51566139,0.34801266
-2.11605803,3.62506249,0.18921070,2.53458068,0.00543024,0.05724491,0.00822271,0.63706382,0.49546899,0.33037448
-2.11005503,3.44864534,0.17324941,2.42245106,0.00512741,0.05550102,0.00817983,0.58893720,0.47354687,0.31218190
-2.10405203,3.27341484,0.15771602,2.31114068,0.00481893,0.05363337,0.00812129,0.54196439,0.45019571,0.29365073
-2.09804902,3.10109199,0.14273968,2.20177501,0.00450777,0.05166306,0.00804775,0.49654442,0.42573294,0.27499080
-2.09204602,2.93314804,0.12843197,2.09528830,0.00419684,0.04961227,0.00795986,0.45302037,0.40048410,0.25640162
-2.08604302,2.77078394,0.11488518,1.99241297,0.00388897,0.04750334,0.00785823,0.41167432,0.37477449,0.23806876
-2.08004002,2.61492208,0.10217148,1.89367784,0.00358678,0.04535802,0.00774336,0.37272487,0.34892132,0.22016091
-2.07403702,2.46621004,0.09034277,1.79941501,0.00329270,0.04319685,0.00761566,0.33632719,0.32322674,0.20282788
-2.06803402,2.32503572,0.07943134,1.70977479,0.00300887,0.04103861,0.00747538,0.30257526,0.29797191,0.18619932
-2.06203102,2.19155259,0.06945110,1.62474763,0.00273714,0.03890007,0.00732269,0.27150612,0.27341248,0.17038443
-2.05602801,2.06571340,0.06039932,1.54419189,0.00247905,0.03679576,0.00715769,0.24310570,0.24977538,0.15547250
-2.05002501,1.94731045,0.05225875,1.46786576,0.00223578,0.03473798,0.00698043,0.21731577,0.22725713,0.14153418
-2.04402201,1.83602021,0.04499994,1.39546194,0.00200823,0.03273693,0.00679105,0.19404178,0.20602355,0.12862349
-2.03801901,1.73145002,0.03858380,1.32664313,0.00179694,0.03080096,0.00658977,0.17316095,0.18621082,0.11678041
-2.03201601,1.63318483,0.03296403,1.26107696,0.00160219,0.02893693,0.00637703,0.15453050,0.16792778,0.10603390
-2.02601301,1.54083178,0.02808962,1.19846865,0.00142400,0.02715060,0.00615354,0.13799545,0.15125918,0.09640523
-2.02001001,1.45406091,0.02390708,1.13859033,0.00126215,0.02544706,0.00592036,0.12339596,0.13626973,0.08791148
-2.01400700,1.37264049,0.02036253,1.08130567,0.00111625,0.02383123,0.00567895,0.11057381,0.12300873,0.08056906
-2.00800400,1.29646587,0.01740349,1.02658940,0.00098578,0.02230825,0.00543125,0.09937792,0.11151486,0.07439705
-2.00200100,1.22558106,0.01498036,0.97454094,0.00087009,0.02088391,0.00517966,0.08966892,0.10182112,0.06942037
-1.99599800,1.16019272,0.01304772,0.92539225,0.00076851,0.01956492,0.00492713,0.08132261,0.09395945,0.06567247
-1.98999500,1.10067652,0.01156513,0.87950978,0.00068031,0.01835926,0.00467712,0.07423235,0.08796496,0.06319757
-1.98399200,1.04757605,0.01049784,0.83739093,0.00060482,0.01727628,0.00443363,0.06831047,0.08387956,0.06205233
-1.97798899,1.00159502,0.00981706,0.79965554,0.00054137,0.01632685,0.00420113,0.06348880,0.08175468,0.06230681
-1.97198599,0.96358323,0.00950013,0.76703305,0.00048938,0.01552337,0.00398458,0.05971830,0.08165326,0.06404476
-1.96598299,0.93451728,0.00953033,0.74034594,0.00044836,0.01487971,0.00378939,0.05696805,0.08365062,0.06736316
-1.95997999,0.91547689,0.00989661,0.72049035,0.00041790,0.01441109,0.00362135,0.05522368,0.08783439,0.07237100
-1.95397699,0.90761769,0.01059310,0.70841443,0.00039774,0.01413390,0.00348662,0.05448530,0.09430345,0.07918734
-1.94797399,0.91214143,0.01161851,0.70509519,0.00038769,0.01406552,0.00339169,0.05476514,0.10316582,0.08793867
-1.94197099,0.93026448,0.01297546,0.71151447,0.00038770,0.01422395,0.00334329,0.05608501,0.11453588,0.09875567
-1.93596798,0.96318523,0.01466968,0.72863448,0.00039784,0.01462764,0.00334838,0.05847352,0.12853066,0.11176943
-1.92996498,1.01205133,0.01670930,0.75737342,0.00041826,0.01529506,0.00341409,0.06196348,0.14526574,0.12710733
-1.92396198,1.07792737,0.01910403,0.79858164,0.00044925,0.01624447,0.00354763,0.06658917,0.16485067,0.14488862
-1.91795898,1.16176355,0.02186440,0.85301856,0.00049114,0.01749348,0.00375623,0.07238388,0.18738430,0.16522002
-1.91195598,1.26436609,0.02500113,0.92133087,0.00054439,0.01905879,0.00404706,0.07937757,0.21295017,0.18819138
-1.90595298,1.38636986,0.02852447,1.00403213,0.00060947,0.02095577,0.00442709,0.08759483,0.24161216,0.21387174
-1.89994997,1.52821396,0.03244373,1.10148429,0.00068694,0.02319818,0.00490294,0.09705308,0.27341063,0.24230585
-1.89394697,1.69012065,0.03676687,1.21388139,0.00077738,0.02579775,0.00548077,0.10776109,0.30835929,0.27351149
-1.88794397,1.87207827,0.04150024,1.34123575,0.00088138,0.02876387,0.00616604,0.11971788,0.34644284,0.30747759
-1.88194097,2.07382863,0.04664842,1.48336708,0.00099953,0.03210323,0.00696333,0.13291183,0.38761547,0.34416345
-1.87593797,2.29485927,0.05221417,1.63989488,0.00113242,0.03581947,0.00787607,0.14732024,0.43180041,0.38349902
-1.86993497,2.53440084,0.05819845,1.81023432,0.00128060,0.03991284,0.00890633,0.16290909,0.47889029,0.42538628
-1.86393197,2.79142994,0.06460057,1.99359599,0.00144455,0.04437982,0.01005452,0.17963309,0.52874833,0.46970185
-1.85792896,3.06467726,0.07141829,2.18898965,0.00162472,0.04921282,0.01131919,0.19743595,0.58121023,0.51630051
-1.85192596,3.35264105,0.07864791,2.39523212,0.00182143,0.05439985,0.01269672,0.21625080,0.63608646,0.56501972
-1.84592296,3.65360550,0.08628438,2.61095920,0.00203495,0.05992418,0.01418121,0.23600067,0.69316486,0.61568474
-1.83991996,3.96566373,0.09432123,2.83464169,0.00226539,0.06576404,0.01576423,0.25659907,0.75221317,0.66811434
-1.83391696,4.28674472,0.10275045,3.06460510,0.00251276,0.07189244,0.01743478,0.27795052,0.81298140,0.72212661
-1.82791396,4.61464355,0.11156212,3.29905284,0.00277694,0.07827693,0.01917926,0.29995100,0.87520365,0.77754479
-1.82191096,4.94705418,0.12074397,3.53609240,0.00305766,0.08487947,0.02098152,0.32248840,0.93859958,0.83420265
-1.81590795,5.28160408,0.13028071,3.77376408,0.00335449,0.09165645,0.02282306,0.34544281,1.00287504,0.89194935
-1.80990495,5.61588981,0.14015325,4.01007158,0.00366687,0.09855874,0.02468325,0.36868678,1.06772229,0.95065342
-1.80390195,5.94751300,0.15033777,4.24301405,0.00399409,0.10553193,0.02653975,0.39208554,1.13281967,1.01020573
-1.79789895,6.27411585,0.16080474,4.47061864,0.00433531,0.11251670,0.02836892,0.41549722,1.19783105,1.07052128
-1.79189595,6.59341562,0.17151802,4.69097316,0.00468955,0.11944935,0.03014643,0.43877325,1.26240525,1.13153976
-1.78589295,6.90323749,0.18243390,4.90225796,0.00505573,0.12626257,0.03184781,0.46175886,1.32617592,1.19322484
-1.77988994,7.20154523,0.19350047,5.10277640,0.00543267,0.13288632,0.03344917,0.48429387,1.38876201,1.25556222
-1.77388694,7.48646913,0.20465712,5.29098310,0.00581911,0.13924892,0.03492787,0.50621385,1.44976933,1.31855650
-1.76788394,7.75633061,0.21583443,5.46550929,0.00621371,0.14527833,0.03626316,0.52735162,1.50879346,1.38222697
-1.76188094,8.00966300,0.22695440,5.62518447,0.00661512,0.15090353,0.03743686,0.54753922,1.56542415,1.44660251
-1.75587794,8.24522787,0.23793114,5.76905371,0.00702192,0.15605603,0.03843390,0.56661028,1.61925132,1.51171570
-1.74987494,8.46202638,0.24867193,5.89638985,0.00743269,0.16067140,0.03924280,0.58440272,1.66987261,1.57759638
-1.74387194,8.65930496,0.25907873,6.00670002,0.00784601,0.16469085,0.03985600,0.60076179,1.71690233,1.64426483
-1.73786893,8.83655507,0.26905007,6.09972608,0.00826044,0.16806271,0.04027007,0.61554329,1.75998137,1.71172472
-1.73186593,8.99350646,0.27848319,6.17543855,0.00867455,0.17074381,0.04048579,0.62861673,1.79878776,1.77995618
-1.72586293,9.13011394,0.28727642,6.23402409,0.00908689,0.17270066,0.04050800,0.63986847,1.83304711,1.84890909
-1.71985993,9.24653777,0.29533162,6.27586662,0.00949603,0.17391042,0.04034537,0.64920446,1.86254256,1.91849693
-1.71385693,9.34311804,0.30255663,6.30152267,0.00990052,0.17436149,0.04001000,0.65655250,1.88712351,1.98859142
-1.70785393,9.42034397,0.30886755,6.31169173,0.01029890,0.17405393,0.03951689,0.66186397,1.90671247,2.05901814
-1.70185093,9.47881931,0.31419075,6.30718278,0.01068971,0.17299934,0.03888334,0.66511474,1.92130971,2.12955354
