energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-5.83191596,3.80627485,0.01008988,0.28130565,0.04739345,0.00000000,2.22154078,0.00000000,1.00521542,0.68094344
-5.82591296,3.75861638,0.01006229,0.27841893,0.04665613,0.00000000,2.19391139,0.00000000,0.98867764,0.67730130
-5.81990995,3.72585750,0.01013423,0.27699599,0.04605214,0.00000000,2.17447649,0.00000000,0.97583981,0.67672363
-5.81390695,3.70818781,0.01031130,0.27700046,0.04558496,0.00000000,2.16343097,0.00000000,0.96673185,0.67914285
-5.80790395,3.70552051,0.01059772,0.27836325,0.04525519,0.00000000,2.16082582,0.00000000,0.96130890,0.68442134
-5.80190095,3.71750241,0.01099621,0.28098659,0.04506062,0.00000000,2.16656836,0.00000000,0.95945711,0.69235858
-5.79589795,3.74353045,0.01150781,0.28474897,0.04499640,0.00000000,2.18042563,0.00000000,0.96100125,0.70270034
-5.78989495,3.78277446,0.01213183,0.28951088,0.04505527,0.00000000,2.20203102,0.00000000,0.96571383,0.71514965
-5.78389195,3.83420544,0.01286574,0.29512108,0.04522782,0.00000000,2.23089398,0.00000000,0.97332530,0.72937921
-5.77788894,3.89662875,0.01370509,0.30142321,0.04550287,0.00000000,2.26641276,0.00000000,0.98353507,0.74504486
-5.77188594,3.96872111,0.01464350,0.30826249,0.04586781,0.00000000,2.30788989,0.00000000,0.99602289,0.76179943
-5.76588294,4.04907023,0.01567267,0.31549226,0.04630900,0.00000000,2.35454988,0.00000000,1.01046017,0.77930674
-5.75987994,4.13621595,0.01678244,0.32298002,0.04681219,0.00000000,2.40555885,0.00000000,1.02652088,0.79725500
-5.75387694,4.22869125,0.01796088,0.33061289,0.04736293,0.00000000,2.46004523,0.00000000,1.04389161,0.81536910
-5.74787394,4.32506186,0.01919447,0.33830212,0.04794700,0.00000000,2.51712104,0.00000000,1.06228042,0.83342143
-5.74187094,4.42396289,0.02046827,0.34598651,0.04855073,0.00000000,2.57590290,0.00000000,1.08142429,0.85124053
-5.73586793,4.52413116,0.02176622,0.35363462,0.04916139,0.00000000,2.63553206,0.00000000,1.10109468,0.86871737
-5.72986493,4.62443191,0.02307141,0.36124560,0.04976749,0.00000000,2.69519263,0.00000000,1.12110130,0.88580886
-5.72386193,4.72387892,0.02436645,0.36884867,0.05035896,0.00000000,2.75412742,0.00000000,1.14129374,0.90253828
-5.71785893,4.82164718,0.02563381,0.37650110,0.05092736,0.00000000,2.81165073,0.00000000,1.16156104,0.91899281
-5.71185593,4.91707775,0.02685620,0.38428496,0.05146593,0.00000000,2.86715764,0.00000000,1.18182931,0.93531788
-5.70585293,5.00967463,0.02801696,0.39230257,0.05196964,0.00000000,2.92012963,0.00000000,1.20205737,0.95170879
-5.69984992,5.09909420,0.02910047,0.40067099,0.05243511,0.00000000,2.97013623,0.00000000,1.22223092,0.96839976
-5.69384692,5.18512766,0.03009243,0.40951560,0.05286048,0.00000000,3.01683312,0.00000000,1.24235531,0.98565096
-5.68784392,5.26767787,0.03098019,0.41896324,0.05324524,0.00000000,3.05995678,0.00000000,1.26244747,1.00373400
-5.68184092,5.34673190,0.03175304,0.42913509,0.05358997,0.00000000,3.09931631,0.00000000,1.28252736,1.02291662
-5.67583792,5.42233096,0.03240233,0.44013963,0.05389608,0.00000000,3.13478313,0.00000000,1.30260945,1.04344722
-5.66983492,5.49453967,0.03292167,0.45206598,0.05416553,0.00000000,3.16627931,0.00000000,1.32269477,1.06553998
-5.66383192,5.56341645,0.03330692,0.46497808,0.05440055,0.00000000,3.19376545,0.00000000,1.34276386,1.08936135
-5.65782891,5.62898696,0.03355622,0.47890974,0.05460333,0.00000000,3.21722885,0.00000000,1.36277111,1.11501848
-5.65182591,5.69122212,0.03366987,0.49386099,0.05477579,0.00000000,3.23667298,0.00000000,1.38264095,1.14255023
-5.64582291,5.75002203,0.03365025,0.50979589,0.05491938,0.00000000,3.25210876,0.00000000,1.40226580,1.17192119
-5.63981991,5.80520683,0.03350156,0.52664176,0.05503495,0.00000000,3.26354822,0.00000000,1.42150634,1.20301897
-5.63381691,5.85651470,0.03322966,0.54429005,0.05512261,0.00000000,3.27100092,0.00000000,1.44019366,1.23565498
-5.62781391,5.90360725,0.03284180,0.56259867,0.05518172,0.00000000,3.27447311,0.00000000,1.45813354,1.26956850
-5.62181091,5.94608154,0.03234634,0.58139568,0.05521090,0.00000000,3.27396958,0.00000000,1.47511234,1.30443386
-5.61580790,5.98348775,0.03175256,0.60048422,0.05520812,0.00000000,3.26949776,0.00000000,1.49090429,1.33987040
-5.60980490,6.01535126,0.03107033,0.61964830,0.05517079,0.00000000,3.26107363,0.00000000,1.50527963,1.37545455
-5.60380190,6.04119727,0.03030994,0.63865926,0.05509595,0.00000000,3.24872856,0.00000000,1.51801320,1.41073338
-5.59779890,6.06057628,0.02948190,0.65728252,0.05498037,0.00000000,3.23251656,0.00000000,1.52889295,1.44523896
-5.59179590,6.07308851,0.02859673,0.67528432,0.05482079,0.00000000,3.21252097,0.00000000,1.53772777,1.47850287
-5.58579290,6.07840560,0.02766485,0.69243809,0.05461402,0.00000000,3.18885989,0.00000000,1.54435430,1.51006987
-5.57978989,6.07628792,0.02669646,0.70853029,0.05435715,0.00000000,3.16168979,0.00000000,1.54864228,1.53951042
-5.57378689,6.06659668,0.02570146,0.72336531,0.05404763,0.00000000,3.13120673,0.00000000,1.55049825,1.56643139
-5.56778389,6.04929976,0.02468936,0.73676945,0.05368340,0.00000000,3.09764500,0.00000000,1.54986736,1.59048449
-5.56178089,6.02447139,0.02366927,0.74859379,0.05326291,0.00000000,3.06127310,0.00000000,1.54673339,1.61137242
-5.55577789,5.99228567,0.02264983,0.75871601,0.05278517,0.00000000,3.02238716,0.00000000,1.54111700,1.62885250
-5.54977489,5.95300478,0.02163921,0.76704108,0.05224976,0.00000000,2.98130228,0.00000000,1.53307251,1.64273801
-5.54377189,5.90696295,0.02064504,0.77350112,0.05165675,0.00000000,2.93834226,0.00000000,1.52268356,1.65289748
-5.53776888,5.85454745,0.01967446,0.77805449,0.05100672,0.00000000,2.89382837,0.00000000,1.51005794,1.65925224
-5.53176588,5.79617830,0.01873400,0.78068430,0.05030065,0.00000000,2.84806793,0.00000000,1.49532212,1.66177282
-5.52576288,5.73228806,0.01782965,0.78139662,0.04953990,0.00000000,2.80134350,0.00000000,1.47861579,1.66047445
-5.51975988,5.66330332,0.01696674,0.78021851,0.04872612,0.00000000,2.75390321,0.00000000,1.46008692,1.65541234
-5.51375688,5.58962895,0.01614996,0.77719611,0.04786124,0.00000000,2.70595308,0.00000000,1.43988747,1.64667705
-5.50775388,5.51163630,0.01538332,0.77239288,0.04694738,0.00000000,2.65765152,0.00000000,1.41817014,1.63439027
-5.50175088,5.42965566,0.01467013,0.76588805,0.04598690,0.00000000,2.60910653,0.00000000,1.39508609,1.61870122
-5.49574787,5.34397334,0.01401297,0.75777538,0.04498235,0.00000000,2.56037560,0.00000000,1.37078383,1.59978382
-5.48974487,5.25483314,0.01341366,0.74816214,0.04393647,0.00000000,2.51146815,0.00000000,1.34540893,1.57783458
-5.48374187,5.16244153,0.01287331,0.73716820,0.04285224,0.00000000,2.46235043,0.00000000,1.31910459,1.55307095
-5.47773887,5.06697586,0.01239227,0.72492519,0.04173286,0.00000000,2.41295236,0.00000000,1.29201264,1.52573018
-5.47173587,4.96859450,0.01197019,0.71157554,0.04058176,0.00000000,2.36317588,0.00000000,1.26427474,1.49606808
-5.46573287,4.86744773,0.01160604,0.69727131,0.03940267,0.00000000,2.31290417,0.00000000,1.23603349,1.46435766
-5.45972986,4.76368842,0.01129812,0.68217257,0.03819951,0.00000000,2.26201128,0.00000000,1.20743302,1.43088715
-5.45372686,4.65748132,0.01104416,0.66644540,0.03697646,0.00000000,2.21037151,0.00000000,1.17861908,1.39595735
-5.44772386,4.54901031,0.01084132,0.65025929,0.03573790,0.00000000,2.15786814,0.00000000,1.14973819,1.35987800
-5.44172086,4.43848290,0.01068626,0.63378408,0.03448833,0.00000000,2.10440109,0.00000000,1.12093594,1.32296319
-5.43571786,4.32613185,0.01057521,0.61718638,0.03323236,0.00000000,2.04989316,0.00000000,1.09235447,1.28552582
-5.42971486,4.21221383,0.01050401,0.60062573,0.03197459,0.00000000,1.99429480,0.00000000,1.06412906,1.24787139
-5.42371186,4.09700549,0.01046816,0.58425048,0.03071959,0.00000000,1.93758732,0.00000000,1.03638435,1.21029116
-5.41770885,3.98079740,0.01046291,0.56819377,0.02947178,0.00000000,1.87978450,0.00000000,1.00923010,1.17305531
-5.41170585,3.86388666,0.01048328,0.55256978,0.02823542,0.00000000,1.82093296,0.00000000,0.98275715,1.13640623
-5.40570285,3.74656896,0.01052409,0.53747041,0.02701451,0.00000000,1.76111128,0.00000000,0.95703368,1.10055260
-5.39969985,3.62913104,0.01058009,0.52296280,0.02581277,0.00000000,1.70042830,0.00000000,0.93210226,1.06566453
-5.39369685,3.51184422,0.01064594,0.50908771,0.02463365,0.00000000,1.63902081,0.00000000,0.90797794,1.03187022
-5.38769385,3.39495989,0.01071631,0.49585907,0.02348030,0.00000000,1.57705082,0.00000000,0.88464761,0.99925441
-5.38169085,3.27870743,0.01078595,0.48326466,0.02235562,0.00000000,1.51470282,0.00000000,0.86207097,0.96785886
-5.37568784,3.16329497,0.01084973,0.47126818,0.02126231,0.00000000,1.45218107,0.00000000,0.84018291,0.93768498
-5.36968484,3.04891300,0.01090275,0.45981241,0.02020290,0.00000000,1.38970713,0.00000000,0.81889762,0.90869852
-5.36368184,2.93574093,0.01094043,0.44882362,0.01917983,0.00000000,1.32751769,0.00000000,0.79811406,0.88083627
-5.35767884,2.82395599,0.01095860,0.43821690,0.01819555,0.00000000,1.26586270,0.00000000,0.77772270,0.85401436
-5.35167584,2.71374422,0.01095358,0.42790223,0.01725256,0.00000000,1.20500385,0.00000000,0.75761318,0.82813805
-5.34567284,2.60531261,0.01092229,0.41779110,0.01635348,0.00000000,1.14521318,0.00000000,0.73768260,0.80311217
-5.33966983,2.49890172,0.01086236,0.40780328,0.01550113,0.00000000,1.08677183,0.00000000,0.71784393,0.77885216
-5.33366683,2.39479782,0.01077221,0.39787349,0.01469851,0.00000000,1.02996869,0.00000000,0.69803411,0.75529468
-5.32766383,2.29334378,0.01065109,0.38795761,0.01394886,0.00000000,0.97509893,0.00000000,0.67822150,0.73240773
-5.32166083,2.19494767,0.01049918,0.37803819,0.01325561,0.00000000,0.92246210,0.00000000,0.65841213,0.71019933
-5.31565783,2.10008864,0.01031760,0.36812898,0.01262237,0.00000000,0.87235989,0.00000000,0.63865447,0.68872463
-5.30965483,2.00931921,0.01010841,0.35827816,0.01205284,0.00000000,0.82509335,0.00000000,0.61904245,0.66809084
-5.30365183,1.92326373,0.00987460,0.34857024,0.01155074,0.00000000,0.78095948,0.00000000,0.59971641,0.64845982
-5.29764882,1.84261282,0.00962001,0.33912647,0.01111969,0.00000000,0.74024743,0.00000000,0.58086199,0.63004813
-5.29164582,1.76811371,0.00934927,0.33010364,0.01076311,0.00000000,0.70323416,0.00000000,0.56270695,0.61312438
-5.28564282,1.70055686,0.00906767,0.32169139,0.01048407,0.00000000,0.67017973,0.00000000,0.54551590,0.59800410
-5.27963982,1.64075914,0.00878099,0.31410800,0.01028518,0.00000000,0.64132254,0.00000000,0.52958322,0.58504205
-5.27363682,1.58954434,0.00849538,0.30759486,0.01016847,0.00000000,0.61687450,0.00000000,0.51522456,0.57462252
-5.26763382,1.54772156,0.00821716,0.30240982,0.01013528,0.00000000,0.59701652,0.00000000,0.50276694,0.56714764
-5.26163082,1.51606250,0.00795262,0.29881949,0.01018617,0.00000000,0.58189450,0.00000000,0.49253820,0.56302440
-5.25562781,1.49527844,0.00770785,0.29709086,0.01032088,0.00000000,0.57161599,0.00000000,0.48485595,0.56265056
-5.24962481,1.48599776,0.00748854,0.29748245,0.01053829,0.00000000,0.56624785,0.00000000,0.48001659,0.56640016
-5.24362181,1.48874481,0.00729984,0.30023525,0.01083641,0.00000000,0.56581491,0.00000000,0.47828470,0.57460891
-5.23761881,1.50392097,0.00714615,0.30556375,0.01121245,0.00000000,0.57029979,0.00000000,0.47988324,0.58756015
-5.23161581,1.53178827,0.00703107,0.31364720,0.01166290,0.00000000,0.57964387,0.00000000,0.48498489,0.60547157
-5.22561281,1.57245630,0.00695727,0.32462155,0.01218358,0.00000000,0.59374939,0.00000000,0.49370465,0.62848332
-5.21960980,1.62587234,0.00692643,0.33857213,0.01276984,0.00000000,0.61248243,0.00000000,0.50609415,0.65664780
-5.21360680,1.69181524,0.00693921,0.35552741,0.01341663,0.00000000,0.63567668,0.00000000,0.52213756,0.68992136
-5.20760380,1.76989262,0.00699525,0.37545397,0.01411870,0.00000000,0.66313756,0.00000000,0.54174928,0.72815838
-5.20160080,1.85954159,0.00709326,0.39825294,0.01487072,0.00000000,0.69464659,0.00000000,0.56477353,0.77110772
-5.19559780,1.96003257,0.00723102,0.42375797,0.01566743,0.00000000,0.72996545,0.00000000,0.59098557,0.81841184
-5.18959480,2.07047604,0.00740551,0.45173500,0.01650373,0.00000000,0.76883956,0.00000000,0.62009470,0.86960872
-5.18359180,2.18983188,0.00761304,0.48188382,0.01737479,0.00000000,0.81100086,0.00000000,0.65174886,0.92413647
-5.17758879,2.31692107,0.00784935,0.51384158,0.01827608,0.00000000,0.85616960,0.00000000,0.68554073,0.98134083
-5.17158579,2.45043957,0.00810981,0.54718818,0.01920337,0.00000000,0.90405497,0.00000000,0.72101510,1.04048542
-5.16558279,2.58897409,0.00838950,0.58145364,0.02015270,0.00000000,0.95435469,0.00000000,0.75767760,1.10076451
-5.15957979,2.73101990,0.00868346,0.61612728,0.02112035,0.00000000,1.00675350,0.00000000,0.79500438,1.16131836
-5.15357679,2.87500040,0.00898677,0.65066852,0.02210266,0.00000000,1.06092102,0.00000000,0.83245274,1.22125068
-5.14757379,3.01928863,0.00929477,0.68451926,0.02309598,0.00000000,1.11650899,0.00000000,0.86947253,1.27964796
-5.14157079,3.16223066,0.00960314,0.71711738,0.02409648,0.00000000,1.17314871,0.00000000,0.90551802,1.33560023
-5.13556778,3.30217088,0.00990811,0.74791115,0.02510007,0.00000000,1.23044876,0.00000000,0.94006018,1.38822283
-5.12956478,3.43747898,0.01020650,0.77637398,0.02610222,0.00000000,1.28799378,0.00000000,0.97259899,1.43667857
-5.12356178,3.56657868,0.01049590,0.80201928,0.02709788,0.00000000,1.34534454,0.00000000,1.00267563,1.48019970
-5.11755878,3.68797746,0.01077467,0.82441474,0.02808148,0.00000000,1.40203989,0.00000000,1.02988421,1.51810911
-5.11155578,3.80029724,0.01104208,0.84319570,0.02904682,0.00000000,1.45760062,0.00000000,1.05388268,1.54983994
-5.10555278,3.90230493,0.01129829,0.85807697,0.02998722,0.00000000,1.51153563,0.00000000,1.07440275,1.57495314
-5.09954977,3.99294225,0.01154437,0.86886279,0.03089553,0.00000000,1.56335015,0.00000000,1.09125832,1.59315218
-5.09354677,4.07135374,0.01178228,0.87545439,0.03176436,0.00000000,1.61255600,0.00000000,1.10435223,1.60429443
-5.08754377,4.13691199,0.01201481,0.87785496,0.03258624,0.00000000,1.65868344,0.00000000,1.11368100,1.60839872
-5.08154077,4.18923890,0.01224555,0.87617172,0.03335388,0.00000000,1.70129417,0.00000000,1.11933735,1.60564872
-5.07553777,4.22822202,0.01247871,0.87061494,0.03406046,0.00000000,1.73999484,0.00000000,1.12151033,1.59639190
-5.06953477,4.25402501,0.01271904,0.86149397,0.03469992,0.00000000,1.77445051,0.00000000,1.12048288,1.58113401
-5.06353177,4.26709143,0.01297170,0.84921032,0.03526723,0.00000000,1.80439728,0.00000000,1.11662696,1.56052915
-5.05752876,4.26814144,0.01324204,0.83424809,0.03575870,0.00000000,1.82965350,0.00000000,1.11039619,1.53536572
-5.05152576,4.25816109,0.01353548,0.81716189,0.03617224,0.00000000,1.85012897,0.00000000,1.10231619,1.50654850
-5.04552276,4.23838444,0.01385733,0.79856289,0.03650752,0.00000000,1.86583173,0.00000000,1.09297299,1.47507759
-5.03951976,4.21026876,0.01421259,0.77910322,0.03676619,0.00000000,1.87687206,0.00000000,1.08299961,1.44202468
-5.03351676,4.17546366,0.01460584,0.75945938,0.03695194,0.00000000,1.88346358,0.00000000,1.07306143,1.40850737
-5.02751376,4.13577509,0.01504109,0.74031512,0.03707059,0.00000000,1.88592144,0.00000000,1.06384060,1.37566236
-5.02151076,4.09312535,0.01552169,0.72234427,0.03713004,0.00000000,1.88465780,0.00000000,1.05602001,1.34461825
-5.01550775,4.04951052,0.01605024,0.70619412,0.03714021,0.00000000,1.88017479,0.00000000,1.05026723,1.31646868
-5.00950475,4.00695657,0.01662860,0.69246964,0.03711292,0.00000000,1.87305535,0.00000000,1.04721884,1.29224653
-5.00350175,3.96747546,0.01725784,0.68171902,0.03706172,0.00000000,1.86395241,0.00000000,1.04746554,1.27289987
-4.99749875,3.93302254,0.01793834,0.67442090,0.03700167,0.00000000,1.85357660,0.00000000,1.05153832,1.25927005
-4.99149575,3.90545608,0.01866983,0.67097340,0.03694907,0.00000000,1.84268306,0.00000000,1.05989604,1.25207264
-4.98549275,3.88649993,0.01945152,0.67168523,0.03692121,0.00000000,1.83205752,0.00000000,1.07291448,1.25188131
-4.97948974,3.87770959,0.02028219,0.67676897,0.03693603,0.00000000,1.82250186,0.00000000,1.09087716,1.25911508
-4.97348674,3.88044231,0.02116037,0.68633662,0.03701178,0.00000000,1.81481918,0.00000000,1.11396793,1.27402896
-4.96748374,3.89583095,0.02208438,0.70039732,0.03716663,0.00000000,1.80979852,0.00000000,1.14226536,1.29670818
-4.96148074,3.92476171,0.02305252,0.71885728,0.03741829,0.00000000,1.80819914,0.00000000,1.17573901,1.32706588
-4.95547774,3.96785557,0.02406310,0.74152191,0.03778359,0.00000000,1.81073416,0.00000000,1.21424757,1.36484431
-4.94947474,4.02545302,0.02511450,0.76809984,0.03827794,0.00000000,1.81805381,0.00000000,1.25753877,1.40961936
-4.94347174,4.09760204,0.02620513,0.79820896,0.03891493,0.00000000,1.83072802,0.00000000,1.30525121,1.46080826
-4.93746873,4.18404924,0.02733341,0.83138424,0.03970578,0.00000000,1.84922869,0.00000000,1.35691806,1.51768050
-4.93146573,4.28423429,0.02849761,0.86708713,0.04065884,0.00000000,1.87391192,0.00000000,1.41197259,1.57937144
-4.92546273,4.39728788,0.02969572,0.90471647,0.04177907,0.00000000,1.90500064,0.00000000,1.46975569,1.64489878
-4.91945973,4.52203383,0.03092521,0.94362074,0.04306760,0.00000000,1.94256835,0.00000000,1.52952534,1.71318143
-4.91345673,4.65699611,0.03218285,0.98311142,0.04452127,0.00000000,1.98652477,0.00000000,1.59046807,1.78306062
-4.90745373,4.80041149,0.03346438,1.02247720,0.04613235,0.00000000,2.03660445,0.00000000,1.65171249,1.85332304
-4.90145073,4.95024895,0.03476434,1.06099898,0.04788829,0.00000000,2.09235930,0.00000000,1.71234472,1.92272557
-4.89544772,5.10423660,0.03607584,1.09796521,0.04977164,0.00000000,2.15315611,0.00000000,1.77142576,1.99002131
-4.88944472,5.25989693,0.03739036,1.13268737,0.05176015,0.00000000,2.21818005,0.00000000,1.82801051,2.05398648
-4.88344172,5.41459078,0.03869774,1.16451532,0.05382704,0.00000000,2.28644487,0.00000000,1.88116824,2.11344768
-4.87743872,5.56557013,0.03998607,1.19285212,0.05594146,0.00000000,2.35681033,0.00000000,1.93000414,2.16730891
-4.87143572,5.71003926,0.04124192,1.21716795,0.05806920,0.00000000,2.42800704,0.00000000,1.97368138,2.21457782
-4.86543272,5.84522322,0.04245046,1.23701291,0.06017349,0.00000000,2.49866840,0.00000000,2.01144322,2.25439047
-4.85942971,5.96844202,0.04359586,1.25202818,0.06221612,0.00000000,2.56736891,0.00000000,2.04263446,2.28603389
-4.85342671,6.07718840,0.04466169,1.26195527,0.06415853,0.00000000,2.63266780,0.00000000,2.06672141,2.30896578
-4.84742371,6.16920634,0.04563149,1.26664313,0.06596311,0.00000000,2.69315631,0.00000000,2.08330980,2.32283053
-4.84142071,6.24256719,0.04648940,1.26605266,0.06759451,0.00000000,2.74750666,0.00000000,2.09215960,2.32747112
-4.83541771,6.29574004,0.04722077,1.26025851,0.06902089,0.00000000,2.79452056,0.00000000,2.09319617,2.32293606
-4.82941471,6.32765271,0.04781293,1.24944800,0.07021514,0.00000000,2.83317491,0.00000000,2.08651706,2.30948104
-4.82341171,6.33774010,0.04825574,1.23391705,0.07115592,0.00000000,2.86266231,0.00000000,2.07239380,2.28756496
-4.81740870,6.32597675,0.04854227,1.21406308,0.07182849,0.00000000,2.88242417,0.00000000,2.05126833,2.25784003
-4.81140570,6.29289118,0.04866929,1.19037503,0.07222533,0.00000000,2.89217452,0.00000000,2.02374391,2.22113610
-4.80540270,6.23956029,0.04863760,1.16342064,0.07234640,0.00000000,2.89191308,0.00000000,1.99057049,2.17843935
-4.79939970,6.16758302,0.04845229,1.13383132,0.07219919,0.00000000,2.88192657,0.00000000,1.95262471,2.13086582
-4.79339670,6.07903341,0.04812275,1.10228495,0.07179834,0.00000000,2.86277795,0.00000000,1.91088522,2.07963040
-4.78739370,5.97639451,0.04766252,1.06948704,0.07116505,0.00000000,2.83528399,0.00000000,1.86640392,2.02601219
-4.78139070,5.86247519,0.04708895,1.03615098,0.07032615,0.00000000,2.80048195,0.00000000,1.82027402,1.97131724
-4.77538769,5.74031336,0.04642266,1.00297777,0.06931300,0.00000000,2.75958718,0.00000000,1.77359635,1.91683992
-4.76938469,5.61306957,0.04568686,0.97063608,0.06816016,0.00000000,2.71394356,0.00000000,1.72744479,1.86382421
-4.76338169,5.48391560,0.04490651,0.93974317,0.06690398,0.00000000,2.66496919,0.00000000,1.68283252,1.81342630
-4.75737869,5.35592310,0.04410744,0.91084752,0.06558119,0.00000000,2.61410029,0.00000000,1.64068029,1.76667994
-4.75137569,5.23195727,0.04331531,0.88441360,0.06422744,0.00000000,2.56273577,0.00000000,1.60178799,1.72446578
-4.74537269,5.11458045,0.04255466,0.86080961,0.06287604,0.00000000,2.51218541,0.00000000,1.56681080,1.68748598
-4.73936968,5.00596992,0.04184799,0.84029841,0.06155679,0.00000000,2.46362393,0.00000000,1.53624084,1.65624509
-4.73336668,4.90785347,0.04121483,0.82303220,0.06029507,0.00000000,2.41805306,0.00000000,1.51039512,1.63103804
-4.72736368,4.82146538,0.04067103,0.80905115,0.05911118,0.00000000,2.37627312,0.00000000,1.48941019,1.61194564
-4.72136068,4.74752443,0.04022817,0.79828586,0.05801990,0.00000000,2.33886513,0.00000000,1.47324369,1.59883792
-4.71535768,4.68623416,0.03989315,0.79056385,0.05703039,0.00000000,2.30618373,0.00000000,1.46168263,1.59138497
-4.70935468,4.63730489,0.03966798,0.78561951,0.05614629,0.00000000,2.27836065,0.00000000,1.45435788,1.58907507
-4.70335168,4.59999536,0.03954977,0.78310728,0.05536612,0.00000000,2.25531804,0.00000000,1.45076415,1.59123901
-4.69734867,4.57317152,0.03953092,0.78261742,0.05468382,0.00000000,2.23679018,0.00000000,1.45028448,1.59707978
-4.69134567,4.55537855,0.03959955,0.78369362,0.05408950,0.00000000,2.22235202,0.00000000,1.45221788,1.60570606
-4.68534267,4.54492242,0.03974003,0.78585182,0.05357025,0.00000000,2.21145254,0.00000000,1.45580911,1.61616835
-4.67933967,4.53995626,0.03993366,0.78859928,0.05311106,0.00000000,2.20345091,0.00000000,1.46027899,1.62749575
-4.67333667,4.53856747,0.04015953,0.79145320,0.05269566,0.00000000,2.19765341,0.00000000,1.46485406,1.63873229
-4.66733367,4.53886113,0.04039538,0.79395803,0.05230743,0.00000000,2.19334904,0.00000000,1.46879431,1.64897084
-4.66133067,4.53903625,0.04061849,0.79570086,0.05193013,0.00000000,2.18984242,0.00000000,1.47141803,1.65738360
-4.65532766,4.53745166,0.04080661,0.79632424,0.05154861,0.00000000,2.18648230,0.00000000,1.47212275,1.66324779
-4.64932466,4.53267927,0.04093884,0.79553605,0.05114929,0.00000000,2.18268490,0.00000000,1.47040190,1.66596589
-4.64332166,4.52354332,0.04099639,0.79311610,0.05072062,0.00000000,2.17795144,0.00000000,1.46585663,1.66507964
