energy_ev,total_up,Ag_p_up,Ag_d_up,Au_p_up,Au_d_up,C_s_up,C_p_up,S_s_up,S_p_up
-5.78989495,3.44950589,0.60135175,1.47267425,0.30460519,1.45860209,0.00536474,0.08560641,0.03416020,0.28521793
-5.78389195,3.52993093,0.62804962,1.50459303,0.31209056,1.49383315,0.00590117,0.08720068,0.03568168,0.29092365
-5.77788894,3.60998117,0.65480430,1.53616841,0.31902141,1.52979179,0.00646209,0.08848776,0.03716815,0.29629801
-5.77188594,3.68890971,0.68143335,1.56730493,0.32535801,1.56590358,0.00704370,0.08944476,0.03860690,0.30129808
-5.76588294,3.76607119,0.70775394,1.59798226,0.33107691,1.60159021,0.00764150,0.09005890,0.03998647,0.30589539
-5.75987994,3.84093044,0.73358272,1.62824791,0.33617026,1.63628706,0.00825033,0.09032754,0.04129662,0.31007530
-5.75387694,3.91306533,0.75873579,1.65820660,0.34064444,1.66945974,0.00886447,0.09025790,0.04252834,0.31383568
-5.74787394,3.98216455,0.78302865,1.68800698,0.34451816,1.70061926,0.00947771,0.08986630,0.04367374,0.31718505
-5.74187094,4.04802097,0.80627667,1.71782675,0.34782017,1.72933523,0.01008349,0.08917704,0.04472587,0.32014044
-5.73586793,4.11052166,0.82829581,1.74785711,0.35058666,1.75524681,0.01067501,0.08822103,0.04567863,0.32272480
-5.72986493,4.16963560,0.84890414,1.77828749,0.35285857,1.77807128,0.01124544,0.08703416,0.04652651,0.32496458
-5.72386193,4.22540010,0.86792379,1.80929153,0.35467896,1.79760986,0.01178799,0.08565556,0.04726444,0.32688716
-5.71785893,4.27790695,0.88518366,1.84101495,0.35609056,1.81375081,0.01229617,0.08412582,0.04788767,0.32851861
-5.71185593,4.32728917,0.90052261,1.87356602,0.35713371,1.82646992,0.01276388,0.08248529,0.04839164,0.32988172
-5.70585293,4.37370893,0.91379313,1.90700888,0.35784458,1.83582827,0.01318558,0.08077242,0.04877193,0.33099448
-5.69984992,4.41734722,0.92486519,1.94136003,0.35825405,1.84196759,0.01355643,0.07902247,0.04902430,0.33186890
-5.69384692,4.45839536,0.93363028,1.97658766,0.35838693,1.84510339,0.01387240,0.07726631,0.04914471,0.33251046
-5.68784392,4.49704842,0.94000512,2.01261395,0.35826177,1.84551616,0.01413037,0.07552965,0.04912949,0.33291792
-5.68184092,4.53350040,0.94393510,2.04931947,0.35789115,1.84354098,0.01432815,0.07383254,0.04897552,0.33308360
-5.67583792,4.56794082,0.94539695,2.08654957,0.35728228,1.83955584,0.01446457,0.07218920,0.04868042,0.33299409
-5.66983492,4.60055229,0.94440073,2.12412175,0.35643798,1.83396915,0.01453941,0.07060819,0.04824279,0.33263122
-5.66383192,4.63150868,0.94099064,2.16183372,0.35535785,1.82720680,0.01455345,0.06909282,0.04766250,0.33197329
-5.65782891,4.66097343,0.93524491,2.19947125,0.35403951,1.81969918,0.01450832,0.06764176,0.04694087,0.33099649
-5.65182591,4.68909769,0.92727444,2.23681554,0.35247985,1.81186852,0.01440649,0.06624992,0.04608089,0.32967631
-5.64582291,4.71601798,0.91722035,2.27364953,0.35067619,1.80411691,0.01425113,0.06490933,0.04508739,0.32798902
-5.63981991,4.74185332,0.90525047,2.30976290,0.34862721,1.79681547,0.01404601,0.06361016,0.04396713,0.32591304
-5.63381691,4.76670181,0.89155495,2.34495570,0.34633370,1.79029468,0.01379535,0.06234163,0.04272882,0.32343026
-5.62781391,4.79063692,0.87634119,2.37904054,0.34379897,1.78483646,0.01350369,0.06109300,0.04138311,0.32052707
-5.62181091,4.81370360,0.85982819,2.41184351,0.34102900,1.78066788,0.01317581,0.05985429,0.03994245,0.31719533
-5.61580790,4.83591475,0.84224080,2.44320410,0.33803235,1.77795680,0.01281653,0.05861699,0.03842096,0.31343311
-5.60980490,4.85724834,0.82380393,2.47297433,0.33481974,1.77680956,0.01243068,0.05737455,0.03683416,0.30924519
-5.60380190,4.87764565,0.80473702,2.50101753,0.33140360,1.77727049,0.01202295,0.05612272,0.03519874,0.30464343
-5.59779890,4.89701092,0.78524911,2.52720702,0.32779738,1.77932353,0.01159785,0.05485970,0.03353219,0.29964691
-5.59179590,4.91521273,0.76553455,2.55142502,0.32401491,1.78289557,0.01115968,0.05358622,0.03185254,0.29428194
-5.58579290,4.93208726,0.74576957,2.57356194,0.32006978,1.78786151,0.01071244,0.05230534,0.03017801,0.28858193
-5.57978989,4.94744334,0.72610984,2.59351617,0.31597487,1.79405082,0.01025991,0.05102231,0.02852665,0.28258705
-5.57378689,4.96106916,0.70668891,2.61119449,0.31174201,1.80125533,0.00980561,0.04974418,0.02691612,0.27634381
-5.56778389,4.97274037,0.68761775,2.62651289,0.30738190,1.80923791,0.00935284,0.04847951,0.02536332,0.26990452
-5.56178089,4.98222904,0.66898502,2.63939761,0.30290422,1.81774183,0.00890476,0.04723793,0.02388423,0.26332656
-5.55577789,4.98931284,0.65085819,2.64978635,0.29831800,1.82650038,0.00846440,0.04602977,0.02249366,0.25667156
-5.54977489,4.99378397,0.63328531,2.65762922,0.29363218,1.83524627,0.00803476,0.04486568,0.02120509,0.25000446
-5.54377189,4.99545705,0.61629705,2.66288921,0.28885626,1.84372073,0.00761887,0.04375622,0.02003052,0.24339232
-5.53776888,4.99417536,0.59990923,2.66554195,0.28400116,1.85168159,0.00721982,0.04271160,0.01898035,0.23690318
-5.53176588,4.98981493,0.58412525,2.66557471,0.27907994,1.85891023,0.00684082,0.04174136,0.01806330,0.23060459
-5.52576288,4.98228610,0.56893853,2.66298435,0.27410853,1.86521697,0.00648524,0.04085409,0.01728628,0.22456218
-5.51975988,4.97153225,0.55433469,2.65777440,0.26910625,1.87044477,0.00615664,0.04005726,0.01665437,0.21883806
-5.51375688,4.95752577,0.54029354,2.64995144,0.26409615,1.87447086,0.00585873,0.03935697,0.01617070,0.21348920
-5.50775388,4.94026129,0.52679054,2.63952088,0.25910497,1.87720643,0.00559539,0.03875782,0.01583639,0.20856579
-5.50175088,4.91974685,0.51379799,2.62648256,0.25416286,1.87859423,0.00537058,0.03826269,0.01565050,0.20410964
-5.49574787,4.89599327,0.50128580,2.61082658,0.24930265,1.87860428,0.00518832,0.03787268,0.01560995,0.20015272
-5.48974487,4.86900265,0.48922193,2.59252971,0.24455887,1.87722783,0.00505257,0.03758690,0.01570948,0.19671579
-5.48374187,4.83875683,0.47757255,2.57155283,0.23996644,1.87447010,0.00496713,0.03740242,0.01594164,0.19380736
-5.47773887,4.80520666,0.46630206,2.54783978,0.23555906,1.87034192,0.00493552,0.03731412,0.01629678,0.19142283
-5.47173587,4.76826297,0.45537292,2.52131784,0.23136750,1.86485113,0.00496084,0.03731470,0.01676309,0.18954409
-5.46573287,4.72779006,0.44474562,2.49190009,0.22741785,1.85799394,0.00504561,0.03739462,0.01732674,0.18813940
-5.45972986,4.68360254,0.43437856,2.45948971,0.22372972,1.84974714,0.00519165,0.03754217,0.01797196,0.18716377
-5.45372686,4.63546575,0.42422818,2.42398602,0.22031469,1.84006149,0.00539988,0.03774357,0.01868134,0.18655974
-5.44772386,4.58310042,0.41424926,2.38529222,0.21717498,1.82885696,0.00567024,0.03798314,0.01943605,0.18625859
-5.44172086,4.52619137,0.40439536,2.34332429,0.21430246,1.81602008,0.00600149,0.03824356,0.02021623,0.18618202
-5.43571786,4.46440024,0.39461954,2.29802083,0.21167817,1.80140392,0.00639118,0.03850623,0.02100139,0.18624413
-5.42971486,4.39738172,0.38487525,2.24935312,0.20927222,1.78483066,0.00683550,0.03875169,0.02177086,0.18635377
-5.42371186,4.32480283,0.37511743,2.19733500,0.20704433,1.76609699,0.00732930,0.03896006,0.02250433,0.18641715
-5.41770885,4.24636417,0.36530362,2.14203198,0.20494485,1.74498193,0.00786606,0.03911166,0.02318234,0.18634060
-5.41170585,4.16182254,0.35539532,2.08356907,0.20291623,1.72125708,0.00843791,0.03918753,0.02378687,0.18603342
-5.40570285,4.07101354,0.34535921,2.02213693,0.20089503,1.69469857,0.00903582,0.03917005,0.02430184,0.18541072
-5.39969985,3.97387334,0.33516851,1.95799593,0.19881424,1.66510036,0.00964963,0.03904357,0.02471362,0.18439614
-5.39369685,3.87045853,0.32480410,1.89147805,0.19660592,1.63228802,0.01026837,0.03879492,0.02501149,0.18292433
-5.38769385,3.76096301,0.31425571,1.82298632,0.19420399,1.59613254,0.01088041,0.03841395,0.02518804,0.18094322
-5.38169085,3.64573119,0.30352288,1.75299198,0.19154702,1.55656318,0.01147381,0.03789393,0.02523946,0.17841584
-5.37568784,3.52526680,0.29261574,1.68202944,0.18858108,1.51357887,0.01203666,0.03723189,0.02516576,0.17532174
-5.36968484,3.40023677,0.28155573,1.61068920,0.18526226,1.46725738,0.01255737,0.03642881,0.02497091,0.17165795
-5.36368184,3.27147007,0.27037601,1.53960914,0.18155897,1.41776188,0.01302509,0.03548969,0.02466283,0.16743943
-5.35767884,3.13995120,0.25912176,1.46946445,0.17745382,1.36534442,0.01343002,0.03442350,0.02425330,0.16269904
-5.35167584,3.00680872,0.24785024,1.40095658,0.17294505,1.31034602,0.01376378,0.03324297,0.02375777,0.15748696
-5.34567284,2.87329886,0.23663065,1.33480153,0.16804742,1.25319352,0.01401971,0.03196426,0.02319504,0.15186967
-5.33966983,2.74078487,0.22554377,1.27171788,0.16279253,1.19439298,0.01419310,0.03060656,0.02258693,0.14592857
-5.33366683,2.61071258,0.21468134,1.21241481,0.15722858,1.13452008,0.01428140,0.02919151,0.02195777,0.13975809
-5.32766383,2.48458288,0.20414523,1.15758023,0.15141955,1.07420779,0.01428435,0.02774263,0.02133390,0.13346358
-5.32166083,2.36392177,0.19404631,1.10786942,0.14544381,1.01413175,0.01420401,0.02628465,0.02074307,0.12715893
-5.31565783,2.25024878,0.18450304,1.06389402,0.13939234,0.95499395,0.01404473,0.02484280,0.02021385,0.12096393
-5.30965483,2.14504449,0.17563979,1.02621162,0.13336638,0.89750533,0.01381302,0.02344216,0.01977491,0.11500160
-5.30365183,2.04971782,0.16758481,0.99531582,0.12747480,0.84236781,0.01351734,0.02210692,0.01945442,0.10939539
-5.29764882,1.96557386,0.16046793,0.97162689,0.12183117,0.79025640,0.01316785,0.02085983,0.01927929,0.10426634
-5.29164582,1.89378272,0.15441793,0.95548287,0.11655065,0.74180204,0.01277607,0.01972154,0.01927453,0.09973035
-5.28564282,1.83535025,0.14955963,0.94713121,0.11174671,0.69757553,0.01235450,0.01871013,0.01946255,0.09589548
-5.27963982,1.79109100,0.14601078,0.94672102,0.10752793,0.65807314,0.01191618,0.01784067,0.01986249,0.09285935
-5.27363682,1.76160414,0.14387865,0.95429589,0.10399479,0.62370425,0.01147433,0.01712491,0.02048965,0.09070675
-5.26763382,1.74725284,0.14325664,0.96978762,0.10123668,0.59478125,0.01104183,0.01657098,0.02135484,0.08950746
-5.26163082,1.74814776,0.14422071,0.99301092,0.09932912,0.57151216,0.01063090,0.01618333,0.02246394,0.08931425
-5.25562781,1.76413524,0.14682600,1.02365956,0.09833131,0.55399594,0.01025265,0.01596261,0.02381743,0.09016125
-5.24962481,1.79479077,0.15110359,1.06130418,0.09828416,0.54222073,0.00991683,0.01590580,0.02541006,0.09206262
-5.24362181,1.83941836,0.15705763,1.10539227,0.09920868,0.53606510,0.00963148,0.01600631,0.02723063,0.09501161
-5.23761881,1.89705647,0.16466294,1.15525075,0.10110505,0.53530231,0.00940283,0.01625428,0.02926197,0.09898011
-5.23161581,1.96649084,0.17386323,1.21009151,0.10395221,0.53960753,0.00923509,0.01663687,0.03148094,0.10391865
-5.22561281,2.04627473,0.18457020,1.26902034,0.10770814,0.54856798,0.00913047,0.01713873,0.03385872,0.10975703
-5.21960980,2.13475672,0.19666344,1.33104951,0.11231080,0.56169577,0.00908921,0.01774250,0.03636123,0.11640546
-5.21360680,2.23011604,0.20999149,1.39511415,0.11767979,0.57844328,0.00910966,0.01842933,0.03894975,0.12375638
-5.20760380,2.33040512,0.22437391,1.46009242,0.12371871,0.59822076,0.00918853,0.01917955,0.04158166,0.13168690
-5.20160080,2.43359870,0.23960456,1.52482925,0.13031809,0.62041576,0.00932109,0.01997328,0.04421143,0.14006175
-5.19559780,2.53764843,0.25545605,1.58816330,0.13735902,0.64441381,0.00950149,0.02079115,0.04679171,0.14873695
-5.18959480,2.64054166,0.27168517,1.64895631,0.14471720,0.66962004,0.00972310,0.02161491,0.04927455,0.15756376
-5.18359180,2.74036263,0.28803934,1.70612421,0.15226733,0.69548071,0.00997889,0.02242817,0.05161267,0.16639309
-5.17758879,2.83535392,0.30426383,1.75866870,0.15988780,0.72150437,0.01026175,0.02321690,0.05376081,0.17508013
-5.17158579,2.92397596,0.32010942,1.80570831,0.16746541,0.74728141,0.01056491,0.02397005,0.05567706,0.18348890
-5.16558279,3.00496206,0.33534031,1.84650738,0.17489982,0.77250165,0.01088224,0.02467992,0.05732411,0.19149678
-5.15957979,3.07736642,0.34974199,1.88050181,0.18210783,0.79696886,0.01120857,0.02534253,0.05867037,0.19899858
-5.15357679,3.14060277,0.36312854,1.90732018,0.18902698,0.82061170,0.01153990,0.02595774,0.05969097,0.20591012
-5.14757379,3.19447152,0.37534925,1.92679901,0.19561845,0.84349033,0.01187359,0.02652934,0.06036851,0.21217103
-5.14157079,3.23917346,0.38629396,1.93899126,0.20186905,0.86579823,0.01220848,0.02706487,0.06069359,0.21774669
-5.13556778,3.27530882,0.39589712,1.94416723,0.20779219,0.88785892,0.01254485,0.02757533,0.06066505,0.22262916
-5.12956478,3.30386106,0.40414011,1.94280755,0.21342766,0.91011735,0.01288442,0.02807472,0.06028994,0.22683699
-5.12356178,3.32616522,0.41105172,1.93558808,0.21884036,0.93312620,0.01323017,0.02857944,0.05958321,0.23041393
-5.11755878,3.34386176,0.41670680,1.92335729,0.22411777,0.95752715,0.01358614,0.02910754,0.05856706,0.23342661
-5.11155578,3.35883707,0.42122299,1.90710656,0.22936642,0.98402790,0.01395712,0.02967789,0.05727019,0.23596119
-5.10555278,3.37315305,0.42475575,1.88793476,0.23470746,1.01337544,0.01434834,0.03030928,0.05572664,0.23811926
-5.09954977,3.38896822,0.42749181,1.86700832,0.24027147,1.04632674,0.01476515,0.03101951,0.05397465,0.24001305
-5.09354677,3.40845368,0.42964144,1.84551855,0.24619274,1.08361765,0.01521256,0.03182447,0.05205530,0.24176032
-5.08754377,3.43370729,0.43142984,1.82463796,0.25260342,1.12593141,0.01569495,0.03273729,0.05001112,0.24347907
-5.08154077,3.46666972,0.43308810,1.80547749,0.25962761,1.17386786,0.01621571,0.03376761,0.04788473,0.24528243
-5.07553777,3.50904597,0.43484408,1.78904643,0.26737586,1.22791457,0.01677693,0.03492101,0.04571753,0.24727391
-5.06953477,3.56223556,0.43691379,1.77621682,0.27594015,1.28842117,0.01737919,0.03619852,0.04354848,0.24954332
-5.06353177,3.62727435,0.43949348,1.76769372,0.28538983,1.35557765,0.01802140,0.03759646,0.04141308,0.25216343
-5.05752876,3.70479038,0.44275298,1.76399261,0.29576839,1.42939786,0.01870071,0.03910642,0.03934254,0.25518765
-5.05152576,3.79497528,0.44683033,1.76542467,0.30709146,1.50970847,0.01941256,0.04071546,0.03736312,0.25864870
-5.04552276,3.89757228,0.45182809,1.77209036,0.31934587,1.59614423,0.02015073,0.04240656,0.03549578,0.26255831
-5.03951976,4.01188091,0.45781120,1.78388146,0.33248996,1.68814944,0.02090755,0.04415921,0.03375598,0.26690789
-5.03351676,4.13677770,0.46480659,1.80049089,0.34645487,1.78498562,0.02167415,0.04595023,0.03215376,0.27167017
-5.02751376,4.27075173,0.47280420,1.82142989,0.36114679,1.88574528,0.02244073,0.04775464,0.03069400,0.27680138
-5.02151076,4.41195280,0.48175931,1.84605122,0.37644997,1.98937095,0.02319692,0.04954666,0.02937685,0.28224412
-5.01550775,4.55825010,0.49159600,1.87357724,0.39223025,2.09467902,0.02393212,0.05130073,0.02819832,0.28793037
-5.00950475,4.70729836,0.50221121,1.90313134,0.40833884,2.20038745,0.02463585,0.05299246,0.02715092,0.29378471
-5.00350175,4.85660877,0.51347933,1.93377121,0.42461630,2.30514634,0.02529812,0.05459955,0.02622442,0.29972730
-4.99749875,5.00362154,0.52525684,1.96452239,0.44089623,2.40757034,0.02590967,0.05610256,0.02540662,0.30567659
-4.99149575,5.14577747,0.53738676,1.99441078,0.45700879,2.50627197,0.02646225,0.05748553,0.02468408,0.31155154
-4.98549275,5.28058604,0.54970271,2.02249270,0.47278372,2.59989470,0.02694882,0.05873640,0.02404285,0.31727332
-4.97948974,5.40568773,0.56203243,2.04788171,0.48805293,2.68714493,0.02736366,0.05984723,0.02346910,0.32276641
-4.97348674,5.51890922,0.57420065,2.06977115,0.50265255,2.76682195,0.02770245,0.06081419,0.02294967,0.32795913
-4.96748374,5.61831013,0.58603128,2.08745224,0.51642458,2.83784522,0.02796224,0.06163741,0.02247255,0.33278371
-4.96148074,5.70222074,0.59734914,2.10032726,0.52921817,2.89927835,0.02814150,0.06232058,0.02202720,0.33717598
-4.95547774,5.76927056,0.60798118,2.10791814,0.54089072,2.95034925,0.02823992,0.06287043,0.02160486,0.34107486
-4.94947474,5.81840797,0.61775749,2.10987057,0.55130888,2.99046620,0.02825839,0.06329618,0.02119864,0.34442181
-4.94347174,5.84891154,0.62651234,2.10595430,0.56034969,3.01922960,0.02819884,0.06360882,0.02080360,0.34716040
-4.93746873,5.86039384,0.63408531,2.09606008,0.56790195,3.03643926,0.02806411,0.06382049,0.02041677,0.34923618
-4.93146573,5.85279867,0.64032293,2.08019415,0.57386787,3.04209731,0.02785784,0.06394381,0.02003703,0.35059699
-4.92546273,5.82639269,0.64508067,2.05847074,0.57816519,3.03640675,0.02758436,0.06399136,0.01966501,0.35119367
-4.91945973,5.78175240,0.64822571,2.03110348,0.58072970,3.01976581,0.02724863,0.06397526,0.01930293,0.35098139
-4.91345673,5.71974728,0.64964021,1.99839616,0.58151807,2.99275836,0.02685614,0.06390686,0.01895439,0.34992144
-4.90745373,5.64151966,0.64922519,1.96073340,0.58051092,2.95614061,0.02641292,0.06379664,0.01862423,0.34798343
-4.90145073,5.54846202,0.64690471,1.91857153,0.57771598,2.91082436,0.02592550,0.06365415,0.01831832,0.34514783
-4.89544772,5.44219181,0.64263043,1.87242988,0.57317107,2.85785729,0.02540093,0.06348824,0.01804336,0.34140855
-4.88944472,5.32452407,0.63638586,1.82288257,0.56694675,2.79840057,0.02484675,0.06330725,0.01780673,0.33677556
-4.88344172,5.19744204,0.62819043,1.77055084,0.55914829,2.73370431,0.02427102,0.06311941,0.01761632,0.33127715
-4.87743872,5.06306563,0.61810275,1.71609557,0.54991684,2.66508133,0.02368232,0.06293320,0.01748038,0.32496181
-4.87143572,4.92361803,0.60622297,1.66021012,0.53942955,2.59387990,0.02308969,0.06275775,0.01740740,0.31789934
-4.86543272,4.78139043,0.59269389,1.60361297,0.52789850,2.52145588,0.02250261,0.06260321,0.01740599,0.31018130
-4.85942971,4.63870518,0.57770065,1.54704020,0.51556833,2.44914504,0.02193090,0.06248102,0.01748474,0.30192051
-4.85342671,4.49787791,0.56146888,1.49123754,0.50271261,2.37823620,0.02138463,0.06240412,0.01765214,0.29324959
-4.84742371,4.36117890,0.54426132,1.43695189,0.48962895,2.30994580,0.02087399,0.06238699,0.01791642,0.28431863
-4.84142071,4.23079461,0.52637289,1.38492230,0.47663297,2.24539448,0.02040913,0.06244554,0.01828551,0.27529200
-4.83541771,4.10879005,0.50812439,1.33587039,0.46405136,2.18558639,0.02000000,0.06259693,0.01876685,0.26634441
-4.82941471,3.99707287,0.48985511,1.29049037,0.45221422,2.13139159,0.01965615,0.06285915,0.01936731,0.25765640
-4.82341171,3.89735999,0.47191452,1.24943883,0.44144695,2.08353198,0.01938656,0.06325050,0.02009303,0.24940947
-4.81740870,3.81114774,0.45465343,1.21332441,0.43206201,2.04257107,0.01919946,0.06378899,0.02094929,0.24178099
-4.81140570,3.73968609,0.43841499,1.18269769,0.42435083,2.00890768,0.01910213,0.06449164,0.02194032,0.23493924
-4.80540270,3.68395762,0.42352576,1.15804145,0.41857612,1.98277353,0.01910078,0.06537369,0.02306919,0.22903860
-4.79939970,3.64466170,0.41028740,1.13976159,0.41496489,1.96423474,0.01920036,0.06644787,0.02433758,0.22421525
-4.79339670,3.62220415,0.39896895,1.12817892,0.41370236,1.95319682,0.01940447,0.06772363,0.02574566,0.22058341
-4.78739370,3.61669228,0.38980030,1.12352187,0.41492688,1.94941285,0.01971526,0.06920645,0.02729187,0.21823235
-4.78139070,3.62793544,0.38296677,1.12592048,0.41872619,1.95249445,0.02013336,0.07089723,0.02897276,0.21722408
-4.77538769,3.65545061,0.37860502,1.13540163,0.42513478,1.96192499,0.02065783,0.07279185,0.03078288,0.21759201
-4.76938469,3.69847281,0.37680036,1.15188558,0.43413270,1.97707464,0.02128614,0.07488074,0.03271464,0.21934034
-4.76338169,3.75596994,0.37758548,1.17518404,0.44564559,1.99721668,0.02201418,0.07714876,0.03475818,0.22244425
-4.75737869,3.82666148,0.38094047,1.20499976,0.45954602,2.02154468,0.02283631,0.07957514,0.03690142,0.22685091
-4.75137569,3.90904087,0.38679411,1.24092765,0.47565591,2.04919020,0.02374537,0.08213367,0.03912997,0.23248101
-4.74537269,4.00140102,0.39502636,1.28245774,0.49375022,2.07924064,0.02473283,0.08479299,0.04142729,0.23923101
-4.73936968,4.10186283,0.40547179,1.32897984,0.51356144,2.11075701,0.02578887,0.08751710,0.04377481,0.24697565
-4.73336668,4.20840641,0.41792394,1.37979024,0.53478505,2.14279154,0.02690248,0.09026603,0.04615215,0.25557102
-4.72736368,4.31890485,0.43214035,1.43410046,0.55708571,2.17440487,0.02806170,0.09299663,0.04853742,0.26485773
-4.72136068,4.43116041,0.44784826,1.49104827,0.58010406,2.20468279,0.02925372,0.09566346,0.05090762,0.27466433
-4.71535768,4.54294291,0.46475076,1.54971095,0.60346392,2.23275249,0.03046513,0.09821987,0.05323903,0.28481078
-4.70935468,4.65203011,0.48253328,1.60912097,0.62677996,2.25779815,0.03168214,0.10061902,0.05550778,0.29511199
-4.70335168,4.75624969,0.50087037,1.66828391,0.64966544,2.27907580,0.03289077,0.10281504,0.05769035,0.30538127
-4.69734867,4.85352235,0.51943265,1.72619852,0.67174007,2.29592722,0.03407716,0.10476417,0.05976414,0.31543378
-4.69134567,4.94190529,0.53789379,1.78187873,0.69263772,2.30779272,0.03522770,0.10642585,0.06170810,0.32508980
-4.68534267,5.01963516,0.55593753,1.83437694,0.71201389,2.31422242,0.03632938,0.10776381,0.06350322,0.33417792
-4.67933967,5.08516953,0.57326449,1.88280830,0.72955270,2.31488576,0.03736992,0.10874702,0.06513311,0.34253795
-4.67333667,5.13722543,0.58959879,1.92637500,0.74497335,2.30957895,0.03833800,0.10935054,0.06658448,0.35002374
-4.66733367,5.17481375,0.60469430,1.96438991,0.75803575,2.29822976,0.03922345,0.10955627,0.06784749,0.35650568
-4.66133067,5.19726798,0.61834029,1.99629853,0.76854534,2.28089961,0.04001741,0.10935342,0.06891606,0.36187288
-4.65532766,5.20426590,0.63036655,2.02169824,0.77635674,2.25778246,0.04071240,0.10873892,0.06978807,0.36603515
-4.64932466,5.19584286,0.64064755,2.04035391,0.78137641,2.22920032,0.04130249,0.10771752,0.07046542,0.36892446
-4.64332166,5.17239562,0.64910570,2.05220886,0.78356389,2.19559538,0.04178332,0.10630174,0.07095398,0.37049611
