energy_ev,total_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-5.74787394,1.13249313,0.12189968,0.17607359,0.02970022,0.99194264,0.06171413,0.00004437
-5.74187094,1.15870493,0.12767494,0.18215595,0.03028635,1.00218383,0.06931242,0.00004654
-5.73586793,1.18396802,0.13388061,0.18834115,0.03083241,1.00974474,0.07792035,0.00004862
-5.72986493,1.20831242,0.14050378,0.19461503,0.03133822,1.01461941,0.08762294,0.00005057
-5.72386193,1.23179470,0.14753235,0.20096715,0.03180347,1.01684096,0.09849671,0.00005236
-5.71785893,1.25449106,0.15495370,0.20739009,0.03222755,1.01647833,0.11060597,0.00005397
-5.71185593,1.27649095,0.16275339,0.21387896,0.03260945,1.01363388,0.12399896,0.00005537
-5.70585293,1.29789139,0.17091380,0.22043086,0.03294766,1.00844153,0.13870401,0.00005654
-5.69984992,1.31879207,0.17941289,0.22704445,0.03324015,1.00106568,0.15472588,0.00005747
-5.69384692,1.33929121,0.18822309,0.23371952,0.03348450,0.99170038,0.17204243,0.00005814
-5.68784392,1.35948201,0.19731025,0.24045652,0.03367793,0.98056874,0.19060172,0.00005854
-5.68184092,1.37944962,0.20663290,0.24725610,0.03381752,0.96792201,0.21031982,0.00005868
-5.67583792,1.39926823,0.21614161,0.25411849,0.03390034,0.95403802,0.23107951,0.00005855
-5.66983492,1.41899831,0.22577869,0.26104281,0.03392374,0.93921864,0.25272981,0.00005817
-5.66383192,1.43868365,0.23547804,0.26802620,0.03388545,0.92378592,0.27508670,0.00005754
-5.65782891,1.45834831,0.24516540,0.27506283,0.03378392,0.90807679,0.29793493,0.00005669
-5.65182591,1.47799326,0.25475885,0.28214283,0.03361839,0.89243614,0.32103097,0.00005563
-5.64582291,1.49759300,0.26416962,0.28925114,0.03338913,0.87720854,0.34410720,0.00005438
-5.63981991,1.51709227,0.27330326,0.29636634,0.03309755,0.86272869,0.36687704,0.00005298
-5.63381691,1.53640315,0.28206108,0.30345963,0.03274630,0.84931113,0.38904114,0.00005146
-5.62781391,1.55540286,0.29034191,0.31049397,0.03233934,0.83723964,0.41029423,0.00004983
-5.62181091,1.57393274,0.29804413,0.31742353,0.03188198,0.82675696,0.43033256,0.00004814
-5.61580790,1.59179856,0.30506797,0.32419350,0.03138089,0.81805547,0.44886169,0.00004639
-5.60980490,1.60877275,0.31131788,0.33074037,0.03084410,0.81126950,0.46560417,0.00004463
-5.60380190,1.62459858,0.31670513,0.33699281,0.03028095,0.80646973,0.48030711,0.00004288
-5.59779890,1.63899642,0.32115036,0.34287299,0.02970204,0.80366030,0.49274914,0.00004115
-5.59179590,1.65167220,0.32458615,0.34829860,0.02911921,0.80277882,0.50274663,0.00003946
-5.58579290,1.66232770,0.32695937,0.35318524,0.02854538,0.80369940,0.51015892,0.00003783
-5.57978989,1.67067243,0.32823336,0.35744937,0.02799452,0.80623875,0.51489233,0.00003627
-5.57378689,1.67643651,0.32838979,0.36101148,0.02748147,0.81016494,0.51690287,0.00003478
-5.56778389,1.67938398,0.32743001,0.36379952,0.02702181,0.81520838,0.51619760,0.00003338
-5.56178089,1.67932580,0.32537603,0.36575218,0.02663164,0.82107444,0.51283448,0.00003207
-5.55577789,1.67613164,0.32227085,0.36682214,0.02632730,0.82745699,0.50692086,0.00003084
-5.54977489,1.66973985,0.31817825,0.36697879,0.02612513,0.83405182,0.49861065,0.00002969
-5.54377189,1.66016473,0.31318190,0.36621041,0.02604104,0.84056950,0.48810026,0.00002863
-5.53776888,1.64750060,0.30738386,0.36452573,0.02609013,0.84674648,0.47562347,0.00002765
-5.53176588,1.63192205,0.30090243,0.36195444,0.02628619,0.85235414,0.46144546,0.00002675
-5.52576288,1.61368041,0.29386950,0.35854698,0.02664120,0.85720492,0.44585617,0.00002592
-5.51975988,1.59309608,0.28642729,0.35437322,0.02716476,0.86115558,0.42916321,0.00002516
-5.51375688,1.57054727,0.27872479,0.34952034,0.02786353,0.86410720,0.41168452,0.00002447
-5.50775388,1.54645537,0.27091385,0.34408984,0.02874070,0.86600215,0.39374107,0.00002383
-5.50175088,1.52126790,0.26314511,0.33819381,0.02979545,0.86681844,0.37564971,0.00002325
-5.49574787,1.49543966,0.25556396,0.33195086,0.03102254,0.86656189,0.35771643,0.00002272
-5.48974487,1.46941335,0.24830660,0.32548158,0.03241193,0.86525685,0.34023017,0.00002224
-5.48374187,1.44360054,0.24149640,0.31890409,0.03394861,0.86293621,0.32345732,0.00002181
-5.47773887,1.41836418,0.23524067,0.31232974,0.03561253,0.85963159,0.30763704,0.00002141
-5.47173587,1.39400361,0.22962801,0.30585927,0.03737873,0.85536435,0.29297741,0.00002105
-5.46573287,1.37074290,0.22472627,0.29957947,0.03921767,0.85013835,0.27965265,0.00002071
-5.45972986,1.34872316,0.22058120,0.29356083,0.04109571,0.84393476,0.26780112,0.00002039
-5.45372686,1.32799930,0.21721598,0.28785582,0.04297589,0.83670954,0.25752442,0.00002009
-5.44772386,1.30854123,0.21463133,0.28249832,0.04481874,0.82839357,0.24888733,0.00001980
-5.44172086,1.29023943,0.21280649,0.27750382,0.04658338,0.81889555,0.24191855,0.00001951
-5.43571786,1.27291441,0.21170078,0.27287053,0.04822865,0.80810741,0.23661225,0.00001921
-5.42971486,1.25632940,0.21125573,0.26858121,0.04971434,0.79591163,0.23293020,0.00001890
-5.42371186,1.24020546,0.21139773,0.26460550,0.05100244,0.78219016,0.23080448,0.00001856
-5.41770885,1.22423798,0.21204085,0.26090276,0.05205834,0.76683408,0.23014049,0.00001820
-5.41170585,1.20811352,0.21308998,0.25742497,0.05285200,0.74975331,0.23082035,0.00001780
-5.40570285,1.19152611,0.21444389,0.25411966,0.05335888,0.73088576,0.23270633,0.00001737
-5.39969985,1.17419196,0.21599826,0.25093263,0.05356081,0.71020509,0.23564440,0.00001690
-5.39369685,1.15586183,0.21764847,0.24781038,0.05344650,0.68772674,0.23946771,0.00001638
-5.38769385,1.13633065,0.21929205,0.24470203,0.05301193,0.66351164,0.24399998,0.00001583
-5.38169085,1.11544377,0.22083087,0.24156073,0.05226039,0.63766752,0.24905873,0.00001523
-5.37568784,1.09310001,0.22217279,0.23834459,0.05120229,0.61034765,0.25445829,0.00001460
-5.36968484,1.06925141,0.22323305,0.23501701,0.04985470,0.58174724,0.26001269,0.00001393
-5.36368184,1.04390020,0.22393517,0.23154668,0.04824071,0.55209757,0.26553829,0.00001323
-5.35767884,1.01709331,0.22421155,0.22790712,0.04638851,0.52165854,0.27085633,0.00001251
-5.35167584,0.98891521,0.22400382,0.22407607,0.04433039,0.49070985,0.27579530,0.00001177
-5.34567284,0.95947960,0.22326290,0.22003472,0.04210165,0.45954148,0.28019321,0.00001103
-5.33966983,0.92892079,0.22194899,0.21576698,0.03973940,0.42844408,0.28389974,0.00001028
-5.33366683,0.89738531,0.22003142,0.21125887,0.03728142,0.39769965,0.28677836,0.00000954
-5.32766383,0.86502436,0.21748851,0.20649805,0.03476504,0.36757313,0.28870833,0.00000881
-5.32166083,0.83198751,0.21430745,0.20147369,0.03222615,0.33830515,0.28958656,0.00000809
-5.31565783,0.79841802,0.21048416,0.19617659,0.02969831,0.31010631,0.28932933,0.00000740
-5.30965483,0.76444975,0.20602324,0.19059950,0.02721204,0.28315316,0.28787382,0.00000674
-5.30365183,0.73020587,0.20093794,0.18473780,0.02479425,0.25758584,0.28517935,0.00000611
-5.29764882,0.69579900,0.19525010,0.17859024,0.02246793,0.23350745,0.28122822,0.00000552
-5.29164582,0.66133265,0.18899009,0.17215984,0.02025191,0.21098490,0.27602623,0.00000497
-5.28564282,0.62690366,0.18219667,0.16545473,0.01816086,0.19005113,0.26960261,0.00000446
-5.27963982,0.59260516,0.17491666,0.15848895,0.01620545,0.17070836,0.26200954,0.00000399
-5.27363682,0.55852968,0.16720457,0.15128309,0.01439256,0.15293213,0.25332098,0.00000356
-5.26763382,0.52477222,0.15912198,0.14386461,0.01272569,0.13667577,0.24363108,0.00000318
-5.26163082,0.49143275,0.15073670,0.13626795,0.01120537,0.12187515,0.23305197,0.00000283
-5.25562781,0.45861809,0.14212177,0.12853431,0.00982967,0.10845333,0.22171109,0.00000254
-5.24962481,0.42644300,0.13335433,0.12071109,0.00859468,0.09632497,0.20974812,0.00000228
-5.24362181,0.39503035,0.12451429,0.11285109,0.00749508,0.08540033,0.19731169,0.00000208
-5.23761881,0.36451056,0.11568291,0.10501140,0.00652460,0.07558873,0.18455576,0.00000192
-5.23161581,0.33502028,0.10694139,0.09725220,0.00567651,0.06680147,0.17163618,0.00000181
-5.22561281,0.30670057,0.09836946,0.08963538,0.00494408,0.05895408,0.15870710,0.00000176
-5.21960980,0.27969475,0.09004407,0.08222317,0.00432092,0.05196805,0.14591788,0.00000177
-5.21360680,0.25414618,0.08203827,0.07507684,0.00380140,0.04577201,0.13341009,0.00000184
-5.20760380,0.23019610,0.07442021,0.06825547,0.00338087,0.04030241,0.12131515,0.00000200
-5.20160080,0.20798180,0.06725248,0.06181500,0.00305594,0.03550387,0.10975238,0.00000226
-5.19559780,0.18763523,0.06059167,0.05580738,0.00282469,0.03132917,0.09882768,0.00000262
-5.18959480,0.16928209,0.05448817,0.05028012,0.00268677,0.02773903,0.08863274,0.00000311
-5.18359180,0.15304149,0.04898631,0.04527599,0.00264355,0.02470175,0.07924481,0.00000375
-5.17758879,0.13902616,0.04412468,0.04083301,0.00269813,0.02219271,0.07072705,0.00000456
-5.17158579,0.12734295,0.03993661,0.03698465,0.00285536,0.02019378,0.06312921,0.00000558
-5.16558279,0.11809378,0.03645091,0.03376022,0.00312183,0.01869278,0.05648879,0.00000683
-5.15957979,0.11137651,0.03369249,0.03118536,0.00350570,0.01768280,0.05083232,0.00000836
-5.15357679,0.10728585,0.03168320,0.02928255,0.00401660,0.01716155,0.04617690,0.00001019
-5.14757379,0.10591384,0.03044243,0.02807170,0.00466542,0.01713066,0.04253170,0.00001238
-5.14157079,0.10735002,0.02998774,0.02757056,0.00546400,0.01759493,0.03989938,0.00001495
-5.13556778,0.11168077,0.03033524,0.02779514,0.00642480,0.01856152,0.03827745,0.00001796
-5.12956478,0.11898808,0.03149981,0.02875986,0.00756053,0.02003907,0.03765927,0.00002144
-5.12356178,0.12934740,0.03349507,0.03047758,0.00888368,0.02203678,0.03803491,0.00002544
-5.11755878,0.14282486,0.03633324,0.03295944,0.01040603,0.02456337,0.03939166,0.00002998
-5.11155578,0.15947368,0.04002464,0.03621452,0.01213808,0.02762600,0.04171425,0.00003512
-5.10555278,0.17933018,0.04457716,0.04024932,0.01408853,0.03122923,0.04498481,0.00004086
-5.09954977,0.20240938,0.04999555,0.04506719,0.01626374,0.03537391,0.04918266,0.00004723
-5.09354677,0.22870070,0.05628067,0.05066767,0.01866714,0.04005619,0.05428391,0.00005425
-5.08754377,0.25816382,0.06342879,0.05704580,0.02129878,0.04526656,0.06026099,0.00006190
-5.08154077,0.29072528,0.07143087,0.06419164,0.02415492,0.05098914,0.06708224,0.00007018
-5.07553777,0.32627589,0.08027213,0.07208981,0.02722766,0.05720114,0.07471154,0.00007907
-5.06953477,0.36466944,0.08993172,0.08071929,0.03050480,0.06387254,0.08310819,0.00008853
-5.06353177,0.40572285,0.10038271,0.09005352,0.03396970,0.07096615,0.09222692,0.00009851
-5.05752876,0.44921795,0.11159232,0.10006074,0.03760140,0.07843797,0.10201832,0.00010896
-5.05152576,0.49490493,0.12352245,0.11070475,0.04137483,0.08623781,0.11242947,0.00011981
-5.04552276,0.54250754,0.13613048,0.12194588,0.04526120,0.09431038,0.12340496,0.00013098
-5.03951976,0.59172977,0.14937027,0.13374235,0.04922848,0.10259652,0.13488814,0.00014240
-5.03351676,0.64226386,0.16319332,0.14605185,0.05324208,0.11103479,0.14682264,0.00015399
-5.02751376,0.69379930,0.17754998,0.15883334,0.05726557,0.11956320,0.15915402,0.00016567
-5.02151076,0.74603237,0.19239064,0.17204894,0.06126148,0.12812100,0.17183152,0.00017735
-5.01550775,0.79867574,0.20766676,0.18566586,0.06519213,0.13665056,0.18480975,0.00018899
-5.00950475,0.85146779,0.22333168,0.19965826,0.06902048,0.14509905,0.19805025,0.00020053
-5.00350175,0.90418086,0.23934107,0.21400894,0.07271087,0.15342001,0.21152280,0.00021193
-4.99749875,0.95662835,0.25565304,0.22871083,0.07622978,0.16157458,0.22520639,0.00022317
-4.99149575,1.00867000,0.27222772,0.24376803,0.07954638,0.16953241,0.23908983,0.00023427
-4.98549275,1.06021520,0.28902649,0.25919663,0.08263302,0.17727212,0.25317181,0.00024524
-4.97948974,1.11122423,0.30601074,0.27502506,0.08546561,0.18478132,0.26746060,0.00025616
-4.97348674,1.16170722,0.32314035,0.29129394,0.08802371,0.19205619,0.28197323,0.00026710
-4.96748374,1.21172116,0.34037186,0.30805571,0.09029067,0.19910060,0.29673428,0.00027818
-4.96148074,1.26136499,0.35765664,0.32537372,0.09225353,0.20592488,0.31177434,0.00028951
-4.95547774,1.31077328,0.37493909,0.34332116,0.09390283,0.21254427,0.32712822,0.00030126
-4.94947474,1.36010879,0.39215508,0.36197968,0.09523237,0.21897714,0.34283311,0.00031361
-4.94347174,1.40955450,0.40923084,0.38143794,0.09623893,0.22524315,0.35892665,0.00032673
-4.93746873,1.45930552,0.42608240,0.40178999,0.09692199,0.23136141,0.37544519,0.00034083
-4.93146573,1.50956145,0.44261576,0.42313381,0.09728339,0.23734878,0.39242230,0.00035612
-4.92546273,1.56051957,0.45872786,0.44556982,0.09732716,0.24321846,0.40988757,0.00037278
-4.91945973,1.61236922,0.47430841,0.46919955,0.09705932,0.24897885,0.42786585,0.00039102
-4.91345673,1.66528769,0.48924250,0.49412455,0.09648779,0.25463291,0.44637692,0.00041102
-4.90745373,1.71943756,0.50341405,0.52044538,0.09562240,0.26017799,0.46543558,0.00043293
-4.90145073,1.77496585,0.51670984,0.54826083,0.09447495,0.26560606,0.48505215,0.00045691
-4.89544772,1.83200446,0.52902407,0.57766726,0.09305935,0.27090454,0.50523336,0.00048306
-4.88944472,1.89067206,0.54026309,0.60875807,0.09139179,0.27605749,0.52598346,0.00051146
-4.88344172,1.95107687,0.55035020,0.64162319,0.08949100,0.28104720,0.54730551,0.00054214
-4.87743872,2.01332017,0.55923018,0.67634864,0.08737839,0.28585603,0.56920268,0.00057513
-4.87143572,2.07750010,0.56687333,0.71301597,0.08507825,0.29046842,0.59167958,0.00061037
-4.86543272,2.14371532,0.57327878,0.75170175,0.08261789,0.29487298,0.61474334,0.00064779
-4.85942971,2.21206834,0.57847683,0.79247688,0.08002763,0.29906440,0.63840451,0.00068729
-4.85342671,2.28266822,0.58253034,0.83540588,0.07734072,0.30304529,0.66267769,0.00072871
-4.84742371,2.35563238,0.58553486,0.88054615,0.07459317,0.30682754,0.68758179,0.00077187
-4.84142071,2.43108753,0.58761765,0.92794718,0.07182341,0.31043341,0.71314009,0.00081656
-4.83541771,2.50916971,0.58893559,0.97764988,0.06907184,0.31389601,0.73937998,0.00086254
-4.82941471,2.59002342,0.58967202,1.02968600,0.06638024,0.31725935,0.76633257,0.00090958
-4.82341171,2.67380015,0.59003281,1.08407772,0.06379109,0.32057772,0.79403215,0.00095740
-4.81740870,2.76065636,0.59024168,1.14083758,0.06134681,0.32391463,0.82251571,0.00100575
-4.81140570,2.85075115,0.59053515,1.19996854,0.05908889,0.32734114,0.85182238,0.00105437
-4.80540270,2.94424379,0.59115727,1.26146443,0.05705703,0.33093380,0.88199315,0.00110300
-4.79939970,3.04129120,0.59235429,1.32531055,0.05528821,0.33477220,0.91307061,0.00115143
-4.79339670,3.14204545,0.59436964,1.39148441,0.05381588,0.33893623,0.94509885,0.00119945
-4.78739370,3.24665120,0.59743914,1.45995640,0.05266909,0.34350323,0.97812342,0.00124690
-4.78139070,3.35524285,0.60178670,1.53069037,0.05187179,0.34854506,1.01219122,0.00129363
-4.77538769,3.46794134,0.60762054,1.60364367,0.05144221,0.35412529,1.04735025,0.00133955
-4.76938469,3.58485014,0.61512986,1.67876660,0.05139240,0.36029664,1.08364892,0.00138463
-4.76338169,3.70605004,0.62448199,1.75600104,0.05172789,0.36709865,1.12113483,0.00142883
-4.75737869,3.83159269,0.63581989,1.83527794,0.05244758,0.37455584,1.15985276,0.00147220
-4.75137569,3.96149224,0.64925996,1.91651371,0.05354375,0.38267643,1.19984183,0.00151480
-4.74537269,4.09571531,0.66488997,1.99960544,0.05500240,0.39145154,1.24113152,0.00155671
-4.73936968,4.23416910,0.68276713,2.08442487,0.05680357,0.40085508,1.28373675,0.00159806
-4.73336668,4.37668790,0.70291614,2.17081152,0.05892204,0.41084426,1.32765191,0.00163896
-4.72736368,4.52301855,0.72532736,2.25856512,0.06132810,0.42136075,1.37284411,0.00167953
-4.72136068,4.67280555,0.74995493,2.34743795,0.06398843,0.43233247,1.41924583,0.00171986
-4.71535768,4.82557663,0.77671508,2.43712739,0.06686717,0.44367589,1.46674750,0.00176002
-4.70935468,4.98073001,0.80548479,2.52726962,0.06992701,0.45529885,1.51519029,0.00180004
-4.70335168,5.13752455,0.83610085,2.61743492,0.07313027,0.46710374,1.56435983,0.00183987
-4.69734867,5.29507395,0.86835966,2.70712523,0.07644007,0.47899098,1.61398134,0.00187941
-4.69134567,5.45234621,0.90201793,2.79577476,0.07982131,0.49086256,1.66371669,0.00191846
-4.68534267,5.60816942,0.93679447,2.88275391,0.08324163,0.50262563,1.71316402,0.00195677
-4.67933967,5.76124452,0.97237332,2.96737701,0.08667215,0.51419587,1.76186027,0.00199396
-4.67333667,5.91016534,1.00840817,3.04891387,0.09008805,0.52550059,1.80928685,0.00202961
-4.66733367,6.05344609,1.04452834,3.12660511,0.09346894,0.53648131,1.85487869,0.00206320
-4.66133067,6.18955552,1.08034604,3.19968084,0.09679892,0.54709585,1.89803642,0.00209417
-4.65532766,6.31695687,1.11546486,3.26738220,0.10006651,0.55731961,1.93814162,0.00212190
-4.64932466,6.43415225,1.14948932,3.32898474,0.10326421,0.56714618,1.97457436,0.00214576
-4.64332166,6.53972947,1.18203503,3.38382279,0.10638796,0.57658711,2.00673263,0.00216513
-4.63731866,6.63240934,1.21273912,3.43131356,0.10943636,0.58567082,2.03405274,0.00217941
-4.63131566,6.71109124,1.24127057,3.47097993,0.11240976,0.59444080,2.05602964,0.00218807
-4.62531266,6.77489452,1.26733985,3.50247042,0.11530925,0.60295299,2.07223649,0.00219065
-4.61930965,6.82319374,1.29070749,3.52557567,0.11813572,0.61127266,2.08234210,0.00218684
-4.61330665,6.85564576,1.31119121,3.54024006,0.12088884,0.61947076,2.08612578,0.00217643
-4.60730365,6.87220717,1.32867112,3.54656809,0.12356623,0.62761992,2.08348840,0.00215939
-4.60130065,6.87314107,1.34309278,3.54482487,0.12616276,0.63579039,2.07445939,0.00213584
-4.59529765,6.85901255,1.35446805,3.53543060,0.12867007,0.64404601,2.05919897,0.00210609
-4.58929465,6.83067312,1.36287336,3.51894934,0.13107630,0.65244044,2.03799568,0.00207059
-4.58329165,6.78923450,1.36844585,3.49607227,0.13336608,0.66101377,2.01125907,0.00202999
-4.57728864,6.73603310,1.37137714,3.46759645,0.13552083,0.66978978,1.97950796,0.00198507
-4.57128564,6.67258659,1.37190531,3.43439984,0.13751918,0.67877387,1.94335474,0.00193673
-4.56528264,6.60054469,1.37030514,3.39741368,0.13933775,0.68795180,1.90348630,0.00188599
-4.55927964,6.52163611,1.36687732,3.35759371,0.14095194,0.69728932,1.86064257,0.00183392
-4.55327664,6.43761421,1.36193682,3.31589111,0.14233699,0.70673270,1.81559345,0.00178162
-4.54727364,6.35020346,1.35580104,3.27322470,0.14346895,0.71621011,1.76911518,0.00173021
-4.54127064,6.26104892,1.34877823,3.23045540,0.14432575,0.72563386,1.72196703,0.00168073
-4.53526763,6.17167081,1.34115657,3.18836388,0.14488816,0.73490331,1.67486928,0.00163417
-4.52926463,6.08342566,1.33319441,3.14763231,0.14514064,0.74390849,1.62848325,0.00159141
-4.52326163,5.99747550,1.32511198,3.10883078,0.14507210,0.75253408,1.58339418,0.00155317
-4.51725863,5.91476597,1.31708494,3.07240867,0.14467635,0.76066381,1.54009735,0.00152002
-4.51125563,5.83601374,1.30923997,3.03869114,0.14395254,0.76818492,1.49898804,0.00149235
-4.50525263,5.76170355,1.30165249,3.00788065,0.14290524,0.77499263,1.46035529,0.00147034
-4.49924962,5.69209432,1.29434673,2.98006323,0.14154443,0.78099432,1.42437988,0.00145400
-4.49324662,5.62723395,1.28729788,2.95521887,0.13988532,0.78611341,1.39113603,0.00144314
-4.48724362,5.56698151,1.28043646,2.93323562,0.13794800,0.79029262,1.36059694,0.00143736
-4.48124062,5.51103595,1.27365447,2.91392644,0.13575703,0.79349658,1.33264359,0.00143614
-4.47523762,5.45896959,1.26681328,2.89704815,0.13334095,0.79571359,1.30707640,0.00143879
-4.46923462,5.41026506,1.25975267,2.88232146,0.13073170,0.79695656,1.28362920,0.00144450
-4.46323162,5.36435396,1.25230094,2.86945143,0.12796412,0.79726293,1.26198491,0.00145240
-4.45722861,5.32065562,1.24428534,2.85814736,0.12507539,0.79669376,1.24179224,0.00146156
-4.45122561,5.27861455,1.23554269,2.84814148,0.12210449,0.79533179,1.22268285,0.00147103
-4.44522261,5.23773498,1.22592959,2.83920579,0.11909167,0.79327872,1.20428823,0.00147989
-4.43921961,5.19761139,1.21533182,2.83116640,0.11607802,0.79065177,1.18625580,0.00148726
-4.43321661,5.15795400,1.20367268,2.82391518,0.11310491,0.78757962,1.16826360,0.00149237
-4.42721361,5.11860840,1.19091981,2.81741822,0.11021358,0.78419797,1.15003323,0.00149453
-4.42121061,5.07956891,1.17709035,2.81172113,0.10744453,0.78064487,1.13134047,0.00149320
-4.41520760,5.04098546,1.16225420,2.80695113,0.10483707,0.77705601,1.11202356,0.00148798
-4.40920460,5.00316389,1.14653530,2.80331604,0.10242871,0.77356025,1.09198869,0.00147863
-4.40320160,4.96656027,1.13011099,2.80110038,0.10025456,0.77027547,1.07121291,0.00146507
-4.39719860,4.93176943,1.11320934,2.80065893,0.09834664,0.76730499,1.04974418,0.00144737
-4.39119560,4.89950858,1.09610472,2.80240801,0.09673328,0.76473460,1.02769902,0.00142577
-4.38519260,4.87059676,1.07911179,2.80681498,0.09543836,0.76263045,1.00525772,0.00140063
-4.37918959,4.84593107,1.06257800,2.81438630,0.09448071,0.76103762,0.98265744,0.00137244
-4.37318659,4.82646046,1.04687502,2.82565454,0.09387347,0.75997964,0.96018367,0.00134180
-4.36718359,4.81315816,1.03238925,2.84116474,0.09362354,0.75945867,0.93816018,0.00130935
-4.36118059,4.80699351,1.01951175,2.86146050,0.09373116,0.75945648,0.91693804,0.00127583
-4.35517759,4.80890403,1.00862791,2.88706998,0.09418965,0.75993605,0.89688405,0.00124199
-4.34917459,4.81976844,1.00010694,2.91849225,0.09498525,0.76084357,0.87836884,0.00120857
-4.34317159,4.84038119,0.99429174,2.95618406,0.09609722,0.76211098,0.86175514,0.00117631
-4.33716858,4.87142913,0.99148900,3.00054732,0.09749814,0.76365864,0.84738649,0.00114592
-4.33116558,4.91347054,0.99196010,3.05191739,0.09915437,0.76539821,0.83557661,0.00111805
-4.32516258,4.96691704,0.99591277,3.11055235,0.10102679,0.76723550,0.82659978,0.00109328
-4.31915958,5.03201850,1.00349371,3.17662342,0.10307167,0.76907337,0.82068234,0.00107211
-4.31315658,5.10885113,1.01478254,3.25020653,0.10524179,0.77081440,0.81799550,0.00105496
-4.30715358,5.19730898,1.02978689,3.33127535,0.10748760,0.77236351,0.81864963,0.00104217
