energy_ev,total_up,As_p_up,As_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.86793397,1.63538515,0.70883580,0.00000000,0.36847251,0.00000000,0.96392348,0.33554878
-5.86193097,1.71468967,0.73425093,0.00000000,0.39587931,0.00000000,1.01333963,0.34761642
-5.85592796,1.79158956,0.75682101,0.00000000,0.42464032,0.00000000,1.06074576,0.35868164
-5.84992496,1.86526719,0.77609848,0.00000000,0.45466142,0.00000000,1.10549620,0.36856463
-5.84392196,1.93500164,0.79170744,0.00000000,0.48584112,0.00000000,1.14699202,0.37711712
-5.83791896,2.00017964,0.80335373,0.00000000,0.51806751,0.00000000,1.18469259,0.38422569
-5.83191596,2.06030140,0.81083254,0.00000000,0.55121442,0.00000000,1.21812498,0.38981393
-5.82591296,2.11498105,0.81403304,0.00000000,0.58513669,0.00000000,1.24689097,0.39384337
-5.81990995,2.16394210,0.81294005,0.00000000,0.61966525,0.00000000,1.27067161,0.39631317
-5.81390695,2.20700843,0.80763268,0.00000000,0.65460206,0.00000000,1.28922940,0.39725862
-5.80790395,2.24409162,0.79828016,0.00000000,0.68971560,0.00000000,1.30240818,0.39674853
-5.80190095,2.27517572,0.78513498,0.00000000,0.72473725,0.00000000,1.31013114,0.39488175
-5.79589795,2.30030062,0.76852374,0.00000000,0.75935906,0.00000000,1.31239717,0.39178284
-5.78989495,2.31954526,0.74883623,0.00000000,0.79323337,0.00000000,1.30927592,0.38759724
-5.78389195,2.33301190,0.72651309,0.00000000,0.82597459,0.00000000,1.30090202,0.38248615
-5.77788894,2.34081260,0.70203256,0.00000000,0.85716333,0.00000000,1.28746870,0.37662125
-5.77188594,2.34305861,0.67589701,0.00000000,0.88635311,0.00000000,1.26922123,0.37017950
-5.76588294,2.33985353,0.64861934,0.00000000,0.91307946,0.00000000,1.24645031,0.36333828
-5.75987994,2.33129028,0.62071009,0.00000000,0.93687135,0.00000000,1.21948568,0.35627084
-5.75387694,2.31745203,0.59266522,0.00000000,0.95726440,0.00000000,1.18868995,0.34914226
-5.74787394,2.29841664,0.56495510,0.00000000,0.97381554,0.00000000,1.15445276,0.34210597
-5.74187094,2.27426405,0.53801470,0.00000000,0.98611829,0.00000000,1.11718517,0.33530081
-5.73586793,2.24508564,0.51223529,0.00000000,0.99381818,0.00000000,1.07731423,0.32884858
-5.72986493,2.21099478,0.48795758,0.00000000,0.99662734,0.00000000,1.03527768,0.32285218
-5.72386193,2.17213727,0.46546628,0.00000000,0.99433756,0.00000000,0.99151862,0.31739410
-5.71785893,2.12870086,0.44498634,0.00000000,0.98683125,0.00000000,0.94648018,0.31253535
-5.71185593,2.08092278,0.42668042,0.00000000,0.97408948,0.00000000,0.90060005,0.30831479
-5.70585293,2.02909470,0.41064796,0.00000000,0.95619680,0.00000000,0.85430504,0.30474875
-5.69984992,1.97356454,0.39692550,0.00000000,0.93334247,0.00000000,0.80800558,0.30183098
-5.69384692,1.91473501,0.38548846,0.00000000,0.90581803,0.00000000,0.76209040,0.29953303
-5.68784392,1.85305889,0.37625407,0.00000000,0.87401117,0.00000000,0.71692154,0.29780491
-5.68184092,1.78903145,0.36908574,0.00000000,0.83839635,0.00000000,0.67282979,0.29657635
-5.67583792,1.72318056,0.36379852,0.00000000,0.79952243,0.00000000,0.63011090,0.29575841
-5.66983492,1.65605517,0.36016577,0.00000000,0.75799800,0.00000000,0.58902260,0.29524573
-5.66383192,1.58821309,0.35792688,0.00000000,0.71447499,0.00000000,0.54978268,0.29491934
-5.65782891,1.52020883,0.35679586,0.00000000,0.66963141,0.00000000,0.51256829,0.29465008
-5.65182591,1.45258236,0.35647075,0.00000000,0.62415376,0.00000000,0.47751642,0.29430253
-5.64582291,1.38584949,0.35664348,0.00000000,0.57872015,0.00000000,0.44472564,0.29373950
-5.63981991,1.32049433,0.35701001,0.00000000,0.53398434,0.00000000,0.41425899,0.29282682
-5.63381691,1.25696427,0.35728049,0.00000000,0.49056170,0.00000000,0.38614803,0.29143855
-5.62781391,1.19566753,0.35718896,0.00000000,0.44901719,0.00000000,0.36039767,0.28946203
-5.62181091,1.13697322,0.35650257,0.00000000,0.40985571,0.00000000,0.33699175,0.28680309
-5.61580790,1.08121372,0.35502964,0.00000000,0.37351516,0.00000000,0.31589912,0.28339070
-5.60980490,1.02868879,0.35262670,0.00000000,0.34036184,0.00000000,0.29707984,0.27918134
-5.60380190,0.97967121,0.34920396,0.00000000,0.31068853,0.00000000,0.28049149,0.27416256
-5.59779890,0.93441305,0.34472920,0.00000000,0.28471467,0.00000000,0.26609519,0.26835579
-5.59179590,0.89315238,0.33923004,0.00000000,0.26258857,0.00000000,0.25386133,0.26181823
-5.58579290,0.85611968,0.33279449,0.00000000,0.24439123,0.00000000,0.24377473,0.25464376
-5.57978989,0.82354372,0.32556984,0.00000000,0.23014155,0.00000000,0.23583937,0.24696292
-5.57378689,0.79565659,0.31776016,0.00000000,0.21980243,0.00000000,0.23008236,0.23894192
-5.56778389,0.77269767,0.30962248,0.00000000,0.21328755,0.00000000,0.22655751,0.23078081
-5.56178089,0.75491656,0.30146185,0.00000000,0.21046858,0.00000000,0.22534822,0.22271093
-5.55577789,0.74257508,0.29362571,0.00000000,0.21118249,0.00000000,0.22656988,0.21499167
-5.54977489,0.73594834,0.28649759,0.00000000,0.21523888,0.00000000,0.23037181,0.20790685
-5.54377189,0.73532503,0.28049047,0.00000000,0.22242712,0.00000000,0.23693860,0.20176065
-5.53776888,0.74100717,0.27603999,0.00000000,0.23252322,0.00000000,0.24649098,0.19687320
-5.53176588,0.75330929,0.27359756,0.00000000,0.24529637,0.00000000,0.25928601,0.19357611
-5.52576288,0.77255704,0.27362336,0.00000000,0.26051508,0.00000000,0.27561642,0.19220760
-5.51975988,0.79908514,0.27657944,0.00000000,0.27795272,0.00000000,0.29580891,0.19310753
-5.51375688,0.83323443,0.28292250,0.00000000,0.29739265,0.00000000,0.32022125,0.19661214
-5.50775388,0.87534770,0.29309650,0.00000000,0.31863257,0.00000000,0.34923767,0.20304834
-5.50175088,0.92576399,0.30752484,0.00000000,0.34148810,0.00000000,0.38326243,0.21272767
-5.49574787,0.98481074,0.32660197,0.00000000,0.36579549,0.00000000,0.42271133,0.22593969
-5.48974487,1.05279376,0.35068428,0.00000000,0.39141328,0.00000000,0.46800074,0.24294475
-5.48374187,1.12998431,0.38008029,0.00000000,0.41822275,0.00000000,0.51953433,0.26396629
-5.47773887,1.21660355,0.41504010,0.00000000,0.44612717,0.00000000,0.57768741,0.28918252
-5.47173587,1.31280414,0.45574430,0.00000000,0.47504960,0.00000000,0.64278906,0.31871778
-5.46573287,1.41864945,0.50229255,0.00000000,0.50492946,0.00000000,0.71510256,0.35263374
-5.45972986,1.53409096,0.55469228,0.00000000,0.53571772,0.00000000,0.79480464,0.39092080
-5.45372686,1.65894478,0.61284790,0.00000000,0.56737096,0.00000000,0.88196438,0.43349005
-5.44772386,1.79286839,0.67655130,0.00000000,0.59984454,0.00000000,0.97652277,0.48016625
-5.44172086,1.93533910,0.74547423,0.00000000,0.63308510,0.00000000,1.07827388,0.53068245
-5.43571786,2.08563567,0.81916321,0.00000000,0.66702286,0.00000000,1.18684911,0.58467662
-5.42971486,2.24282485,0.89703777,0.00000000,0.70156419,0.00000000,1.30170532,0.64169088
-5.42371186,2.40575425,0.97839256,0.00000000,0.73658480,0.00000000,1.42211835,0.70117384
-5.41770885,2.57305311,1.06240387,0.00000000,0.77192420,0.00000000,1.54718267,0.76248616
-5.41170585,2.74314192,1.14814077,0.00000000,0.80738173,0.00000000,1.67581794,0.82490976
-5.40570285,2.91425166,1.23458101,0.00000000,0.84271472,0.00000000,1.80678299,0.88766059
-5.39969985,3.08445291,1.32063151,0.00000000,0.87763894,0.00000000,1.93869726,0.94990471
-5.39369685,3.25169435,1.40515294,0.00000000,0.91183160,0.00000000,2.07006933,1.01077751
-5.38769385,3.41384979,1.48698771,0.00000000,0.94493685,0.00000000,2.19933184,1.06940526
-5.38169085,3.56877220,1.56499031,0.00000000,0.97657381,0.00000000,2.32488169,1.12492840
-5.37568784,3.71435261,1.63805903,0.00000000,1.00634665,0.00000000,2.44512387,1.17652563
-5.36968484,3.84858145,1.70516749,0.00000000,1.03385638,0.00000000,2.55851726,1.22343769
-5.36368184,3.96960962,1.76539482,0.00000000,1.05871392,0.00000000,2.66362037,1.26498997
-5.35767884,4.07580626,1.81795292,0.00000000,1.08055343,0.00000000,2.75913481,1.30061275
-5.35167584,4.16581043,1.86220971,0.00000000,1.09904569,0.00000000,2.84394461,1.32985814
-5.34567284,4.23857413,1.89770705,0.00000000,1.11391031,0.00000000,2.91714935,1.35241297
-5.33966983,4.29339431,1.92417261,0.00000000,1.12492644,0.00000000,2.97808965,1.36810694
-5.33366683,4.32993221,1.94152507,0.00000000,1.13194125,0.00000000,3.02636356,1.37691559
-5.32766383,4.34821907,1.94987244,0.00000000,1.13487562,0.00000000,3.06183329,1.37895803
-5.32166083,4.34864787,1.94950356,0.00000000,1.13372681,0.00000000,3.08462187,1.37448954
-5.31565783,4.33195146,1.94087337,0.00000000,1.12856802,0.00000000,3.09510009,1.36388938
-5.30965483,4.29916844,1.92458263,0.00000000,1.11954465,0.00000000,3.09386437,1.34764452
-5.30365183,4.25159840,1.90135327,0.00000000,1.10686766,0.00000000,3.08170688,1.32633009
-5.29764882,4.19074915,1.87200045,0.00000000,1.09080441,0.00000000,3.05957947,1.30058751
-5.29164582,4.11827835,1.83740292,0.00000000,1.07166742,0.00000000,3.02855324,1.27110142
-5.28564282,4.03593278,1.79847295,0.00000000,1.04980166,0.00000000,2.98977586,1.23857653
-5.27963982,3.94548812,1.75612729,0.00000000,1.02557124,0.00000000,2.94442868,1.20371532
-5.27363682,3.84869202,1.71126030,0.00000000,0.99934598,0.00000000,2.89368563,1.16719768
-5.26763382,3.74721316,1.66472051,0.00000000,0.97148880,0.00000000,2.83867582,1.12966329
-5.26163082,3.64259822,1.61729128,0.00000000,0.94234428,0.00000000,2.78045122,1.09169731
-5.25562781,3.53623851,1.56967619,0.00000000,0.91222918,0.00000000,2.71996082,1.05381974
-5.24962481,3.42934698,1.52248948,0.00000000,0.88142512,0.00000000,2.65803190,1.01647882
-5.24362181,3.32294628,1.47625144,0.00000000,0.85017373,0.00000000,2.59535890,0.98004830
-5.23761881,3.21786722,1.43138868,0.00000000,0.81867443,0.00000000,2.53249980,0.94482832
-5.23161581,3.11475712,1.38823865,0.00000000,0.78708464,0.00000000,2.46987964,0.91104967
-5.22561281,3.01409656,1.34705772,0.00000000,0.75552227,0.00000000,2.40780040,0.87888067
-5.21960980,2.91622297,1.30803223,0.00000000,0.72407026,0.00000000,2.34645613,0.84843621
-5.21360680,2.82135896,1.27129139,0.00000000,0.69278259,0.00000000,2.28595229,0.81978812
-5.20760380,2.72964359,1.23692123,0.00000000,0.66169144,0.00000000,2.22632760,0.79297624
-5.20160080,2.64116420,1.20497867,0.00000000,0.63081486,0.00000000,2.16757734,0.76801946
-5.19559780,2.55598710,1.17550489,0.00000000,0.60016457,0.00000000,2.10967640,0.74492605
-5.18959480,2.47418514,1.14853721,0.00000000,0.56975339,0.00000000,2.05260100,0.72370288
-5.18359180,2.39586095,1.12411891,0.00000000,0.53960187,0.00000000,1.99634781,0.70436292
-5.17758879,2.32116438,1.10230644,0.00000000,0.50974387,0.00000000,1.94094964,0.68693087
-5.17158579,2.25030385,1.08317385,0.00000000,0.48023084,0.00000000,1.88648700,0.67144662
-5.16558279,2.18355094,1.06681424,0.00000000,0.45113471,0.00000000,1.83309512,0.65796652
-5.15957979,2.12123862,1.05333823,0.00000000,0.42254934,0.00000000,1.78096636,0.64656267
-5.15357679,2.06375345,1.04286988,0.00000000,0.39459066,0.00000000,1.73034816,0.63732026
-5.14757379,2.01152274,1.03554019,0.00000000,0.36739556,0.00000000,1.68153690,0.63033340
-5.14157079,1.96499766,1.03147898,0.00000000,0.34111988,0.00000000,1.63486843,0.62569974
-5.13556778,1.92463377,1.03080548,0.00000000,0.31593562,0.00000000,1.59070595,0.62351442
-5.12956478,1.89087038,1.03361866,0.00000000,0.29202761,0.00000000,1.54942625,0.62386376
-5.12356178,1.86411015,1.03998773,0.00000000,0.26958999,0.00000000,1.51140535,0.62681922
-5.11755878,1.84470040,1.04994381,0.00000000,0.24882268,0.00000000,1.47700438,0.63243211
-5.11155578,1.83291739,1.06347317,0.00000000,0.22992785,0.00000000,1.44655672,0.64072926
-5.10555278,1.82895447,1.08051278,0.00000000,0.21310677,0.00000000,1.42035723,0.65171033
-5.09954977,1.83291484,1.10094854,0.00000000,0.19855680,0.00000000,1.39865392,0.66534654
-5.09354677,1.84480921,1.12461629,0.00000000,0.18646874,0.00000000,1.38164276,0.68158124
-5.08754377,1.86455825,1.15130577,0.00000000,0.17702427,0.00000000,1.36946540,0.70033203
-5.08154077,1.89199954,1.18076727,0.00000000,0.17039354,0.00000000,1.36220994,0.72149442
-5.07553777,1.92689787,1.21272043,0.00000000,0.16673259,0.00000000,1.35991413,0.74494653
-5.06953477,1.96895816,1.24686482,0.00000000,0.16618060,0.00000000,1.36257053,0.77055457
-5.06353177,2.01783938,1.28289125,0.00000000,0.16885672,0.00000000,1.37013281,0.79817839
-5.05752876,2.07316817,1.32049315,0.00000000,0.17485644,0.00000000,1.38252234,0.82767682
-5.05152576,2.13455069,1.35937702,0.00000000,0.18424735,0.00000000,1.39963412,0.85891192
-5.04552276,2.20158135,1.39927100,0.00000000,0.19706445,0.00000000,1.42134125,0.89175190
-5.03951976,2.27384740,1.43993089,0.00000000,0.21330492,0.00000000,1.44749726,0.92607212
-5.03351676,2.35092859,1.48114293,0.00000000,0.23292263,0.00000000,1.47793571,0.96175399
-5.02751376,2.43239164,1.52272295,0.00000000,0.25582266,0.00000000,1.51246686,0.99868156
-5.02151076,2.51777969,1.56451181,0.00000000,0.28185602,0.00000000,1.55087145,1.03673589
-5.01550775,2.60659734,1.60636732,0.00000000,0.31081513,0.00000000,1.59289190,1.07578753
-5.00950475,2.69829251,1.64815300,0.00000000,0.34243028,0.00000000,1.63822161,1.11568747
-5.00350175,2.79223660,1.68972471,0.00000000,0.37636767,0.00000000,1.68649323,1.15625725
-4.99749875,2.88770480,1.73091579,0.00000000,0.41222928,0.00000000,1.73726704,1.19727893
-4.99149575,2.98385851,1.77152218,0.00000000,0.44955505,0.00000000,1.79002050,1.23848586
-4.98549275,3.07973201,1.81128862,0.00000000,0.48782741,0.00000000,1.84414046,1.27955498
-4.97948974,3.17422519,1.84989714,0.00000000,0.52647859,0.00000000,1.89891885,1.32010166
-4.97348674,3.26610390,1.88695907,0.00000000,0.56490044,0.00000000,1.95355317,1.35967759
-4.96748374,3.35400919,1.92201154,0.00000000,0.60245672,0.00000000,2.00715222,1.39777246
-4.96148074,3.43647584,1.95451896,0.00000000,0.63849769,0.00000000,2.05874763,1.43381969
-4.95547774,3.51196040,1.98388018,0.00000000,0.67237622,0.00000000,2.10731113,1.46720633
-4.94947474,3.57887786,2.00944092,0.00000000,0.70346528,0.00000000,2.15177725,1.49728695
-4.94347174,3.63564577,2.03051152,0.00000000,0.73117567,0.00000000,2.19107059,1.52340107
-4.93746873,3.68073384,2.04638891,0.00000000,0.75497367,0.00000000,2.22413670,1.54489347
-4.93146573,3.71271686,2.05638201,0.00000000,0.77439749,0.00000000,2.24997504,1.56113648
-4.92546273,3.73032805,2.05983919,0.00000000,0.78907202,0.00000000,2.26767263,1.57155314
-4.91945973,3.73251045,2.05617633,0.00000000,0.79872108,0.00000000,2.27643653,1.57564007
-4.91345673,3.71846320,2.04490396,0.00000000,0.80317655,0.00000000,2.27562371,1.57298903
-4.90745373,3.68768055,2.02565203,0.00000000,0.80238410,0.00000000,2.26476663,1.56330579
-4.90145073,3.63998131,1.99819094,0.00000000,0.79640507,0.00000000,2.24359326,1.54642547
-4.89544772,3.57552707,1.96244763,0.00000000,0.78541454,0.00000000,2.21204067,1.52232357
-4.88944472,3.49482832,1.91851585,0.00000000,0.76969570,0.00000000,2.17026122,1.49112189
-4.88344172,3.39873799,1.86666018,0.00000000,0.74963065,0.00000000,2.11862138,1.45308921
-4.87743872,3.28843263,1.80731338,0.00000000,0.72568826,0.00000000,2.05769313,1.40863661
-4.87143572,3.16538240,1.74106742,0.00000000,0.69840954,0.00000000,1.98823844,1.35830762
-4.86543272,3.03131105,1.66865860,0.00000000,0.66839119,0.00000000,1.91118763,1.30276369
-4.85942971,2.88814794,1.59094746,0.00000000,0.63626810,0.00000000,1.82761278,1.24276574
-4.85342671,2.73797437,1.50889465,0.00000000,0.60269546,0.00000000,1.73869741,1.17915258
-4.84742371,2.58296650,1.42353378,0.00000000,0.56833118,0.00000000,1.64570375,1.11281721
-4.84142071,2.42533739,1.33594266,0.00000000,0.53381929,0.00000000,1.54993922,1.04468208
-4.83541771,2.26728049,1.24721406,0.00000000,0.49977488,0.00000000,1.45272340,0.97567432
-4.82941471,2.11091661,1.15842741,0.00000000,0.46677089,0.00000000,1.35535676,0.90670197
-4.82341171,1.95824644,1.07062237,0.00000000,0.43532724,0.00000000,1.25909226,0.83863197
-4.81740870,1.81110970,0.98477536,0.00000000,0.40590235,0.00000000,1.16511088,0.77227089
-4.81140570,1.67115239,0.90177974,0.00000000,0.37888719,0.00000000,1.07450147,0.70834871
-4.80540270,1.53980237,0.82243009,0.00000000,0.35460182,0.00000000,0.98824553,0.64750620
-4.79939970,1.41825370,0.74741106,0.00000000,0.33329426,0.00000000,0.90720700,0.59028610
-4.79339670,1.30745949,0.67729059,0.00000000,0.31514156,0.00000000,0.83212698,0.53712804
-4.78739370,1.20813272,0.61251762,0.00000000,0.30025272,0.00000000,0.76362310,0.48836709
-4.78139070,1.12075427,0.55342369,0.00000000,0.28867326,0.00000000,0.70219296,0.44423573
-4.77538769,1.04558704,0.50022815,0.00000000,0.28039104,0.00000000,0.64822118,0.40486866
-4.76938469,0.98269517,0.45304628,0.00000000,0.27534309,0.00000000,0.60198919,0.37031018
-4.76338169,0.93196688,0.41189963,0.00000000,0.27342310,0.00000000,0.56368688,0.34052338
-4.75737869,0.89313975,0.37672795,0.00000000,0.27448917,0.00000000,0.53342556,0.31540075
-4.75137569,0.86582716,0.34740196,0.00000000,0.27837170,0.00000000,0.51125099,0.29477554
-4.74537269,0.84954460,0.32373631,0.00000000,0.28488097,0.00000000,0.49715604,0.27843336
-4.73936968,0.84373481,0.30550208,0.00000000,0.29381427,0.00000000,0.49109205,0.26612351
-4.73336668,0.84779067,0.29243839,0.00000000,0.30496233,0.00000000,0.49297835,0.25756970
-4.72736368,0.86107519,0.28426266,0.00000000,0.31811478,0.00000000,0.50270944,0.25247967
-4.72136068,0.88293782,0.28067913,0.00000000,0.33306465,0.00000000,0.52015954,0.25055354
-4.71535768,0.91272681,0.28138563,0.00000000,0.34961160,0.00000000,0.54518425,0.25149074
-4.70935468,0.94979737,0.28607840,0.00000000,0.36756398,0.00000000,0.57761942,0.25499531
-4.70335168,0.99351569,0.29445505,0.00000000,0.38673965,0.00000000,0.61727745,0.26077967
-4.69734867,1.04325922,0.30621581,0.00000000,0.40696561,0.00000000,0.66394126,0.26856692
-4.69134567,1.09841351,0.32106338,0.00000000,0.42807656,0.00000000,0.71735667,0.27809179
-4.68534267,1.15836648,0.33870161,0.00000000,0.44991262,0.00000000,0.77722365,0.28910048
-4.67933967,1.22250089,0.35883344,0.00000000,0.47231636,0.00000000,0.84318743,0.30134962
-4.67333667,1.29018598,0.38115855,0.00000000,0.49512950,0.00000000,0.91483022,0.31460466
-4.66733367,1.36076933,0.40537107,0.00000000,0.51818952,0.00000000,0.99166435,0.32863798
-4.66133067,1.43356988,0.43115783,0.00000000,0.54132652,0.00000000,1.07312785,0.34322707
-4.65532766,1.50787316,0.45819740,0.00000000,0.56436077,0.00000000,1.15858292,0.35815291
-4.64932466,1.58292948,0.48616034,0.00000000,0.58710093,0.00000000,1.24731808,0.37319899
-4.64332166,1.65795563,0.51471074,0.00000000,0.60934354,0.00000000,1.33855427,0.38815101
-4.63731866,1.73214056,0.54350922,0.00000000,0.63087367,0.00000000,1.43145500,0.40279741
-4.63131566,1.80465509,0.57221731,0.00000000,0.65146691,0.00000000,1.52514033,0.41693086
-4.62531266,1.87466529,0.60050307,0.00000000,0.67089275,0.00000000,1.61870442,0.43035049
-4.61930965,1.94134923,0.62804774,0.00000000,0.68891903,0.00000000,1.71123571,0.44286503
-4.61330665,2.00391604,0.65455294,0.00000000,0.70531752,0.00000000,1.80183893,0.45429644
-4.60730365,2.06162650,0.67974816,0.00000000,0.71987012,0.00000000,1.88965768,0.46448387
-4.60130065,2.11381367,0.70339784,0.00000000,0.73237549,0.00000000,1.97389648,0.47328783
-4.59529765,2.15990259,0.72530768,0.00000000,0.74265562,0.00000000,2.05384081,0.48059400
-4.58929465,2.19942754,0.74532963,0.00000000,0.75056197,0.00000000,2.12887405,0.48631667
-4.58329165,2.23204574,0.76336516,0.00000000,0.75598086,0.00000000,2.19849020,0.49040133
-4.57728864,2.25754666,0.77936641,0.00000000,0.75883773,0.00000000,2.26230154,0.49282630
-4.57128564,2.27585606,0.79333510,0.00000000,0.75909999,0.00000000,2.32004067,0.49360317
-4.56528264,2.28703443,0.80531908,0.00000000,0.75677830,0.00000000,2.37155679,0.49277603
-4.55927964,2.29126994,0.81540663,0.00000000,0.75192635,0.00000000,2.41680657,0.49041943
-4.55327664,2.28886618,0.82371881,0.00000000,0.74463888,0.00000000,2.45583994,0.48663512
-4.54727364,2.28022540,0.83040021,0.00000000,0.73504841,0.00000000,2.48878217,0.48154787
-4.54127064,2.26582851,0.83560874,0.00000000,0.72332070,0.00000000,2.51581326,0.47530044
-4.53526763,2.24621284,0.83950500,0.00000000,0.70964937,0.00000000,2.53714623,0.46804811
-4.52926463,2.22194945,0.84224209,0.00000000,0.69424993,0.00000000,2.55300606,0.45995312
-4.52326163,2.19362123,0.84395642,0.00000000,0.67735369,0.00000000,2.56361076,0.45117921
-4.51725863,2.16180341,0.84476027,0.00000000,0.65920192,0.00000000,2.56915617,0.44188683
-4.51125563,2.12704763,0.84473665,0.00000000,0.64004055,0.00000000,2.56980575,0.43222912
-4.50525263,2.08987076,0.84393695,0.00000000,0.62011565,0.00000000,2.56568622,0.42234902
-4.49924962,2.05074890,0.84238158,0.00000000,0.59967009,0.00000000,2.55688973,0.41237760
-4.49324662,2.01011704,0.84006364,0.00000000,0.57894121,0.00000000,2.54348231,0.40243378
-4.48724362,1.96837415,0.83695562,0.00000000,0.55815971,0.00000000,2.52551838,0.39262531
-4.48124062,1.92589313,0.83301847,0.00000000,0.53754955,0.00000000,2.50306023,0.38305097
-4.47523762,1.88303461,0.82821289,0.00000000,0.51732880,0.00000000,2.47620122,0.37380374
-4.46923462,1.84016345,0.82251165,0.00000000,0.49771102,0.00000000,2.44509081,0.36497469
-4.46323162,1.79766631,0.81591250,0.00000000,0.47890701,0.00000000,2.40995962,0.35665718
-4.45722861,1.75596868,0.80845053,0.00000000,0.46112646,0.00000000,2.37114252,0.34895103
-4.45122561,1.71554970,0.80020904,0.00000000,0.44457924,0.00000000,2.32909748,0.34196631
-4.44522261,1.67695316,0.79132826,0.00000000,0.42947601,0.00000000,2.28441860,0.33582618
-4.43921961,1.64079331,0.78201086,0.00000000,0.41602776,0.00000000,2.23784169,0.33066872
-4.43321661,1.60775438,0.77252391,0.00000000,0.40444423,0.00000000,2.19024111,0.32664722
-4.42721361,1.57858317,0.76319671,0.00000000,0.39493089,0.00000000,2.14261747,0.32392884
-4.42121061,1.55407432,0.75441431,0.00000000,0.38768469,0.00000000,2.09607591,0.32269160
-4.41520760,1.53504862,0.74660701,0.00000000,0.38288842,0.00000000,2.05179549,0.32311959
-4.40920460,1.52232481,0.74023583,0.00000000,0.38070403,0.00000000,2.01099075,0.32539657
-4.40320160,1.51668627,0.73577477,0.00000000,0.38126514,0.00000000,1.97486696,0.32969833
-4.39719860,1.51884385,0.73369056,0.00000000,0.38466900,0.00000000,1.94457107,0.33618385
-4.39119560,1.52939676,0.73442074,0.00000000,0.39096853,0.00000000,1.92114074,0.34498600
-4.38519260,1.54879364,0.73835135,0.00000000,0.40016473,0.00000000,1.90545384,0.35620197
-4.37918959,1.57729582,0.74579509,0.00000000,0.41219999,0.00000000,1.89818122,0.36988418
-4.37318659,1.61494498,0.75697137,0.00000000,0.42695286,0.00000000,1.89974525,0.38603201
-4.36718359,1.66153733,0.77198910,0.00000000,0.44423461,0.00000000,1.91028640,0.40458497
-4.36118059,1.71660584,0.79083338,0.00000000,0.46378796,0.00000000,1.92964000,0.42541772
-4.35517759,1.77941224,0.81335682,0.00000000,0.48528833,0.00000000,1.95732469,0.44833730
-4.34917459,1.84894954,0.83927601,0.00000000,0.50834765,0.00000000,1.99254361,0.47308292
-4.34317159,1.92395571,0.86817369,0.00000000,0.53252089,0.00000000,2.03419880,0.49932847
-4.33716858,2.00293839,0.89950659,0.00000000,0.55731512,0.00000000,2.08091842,0.52668770
-4.33116558,2.08421009,0.93261871,0.00000000,0.58220085,0.00000000,2.13109628,0.55472212
-4.32516258,2.16593259,0.96675973,0.00000000,0.60662536,0.00000000,2.18294186,0.58295132
-4.31915958,2.24616918,1.00110776,0.00000000,0.63002750,0.00000000,2.23453909,0.61086538
-4.31315658,2.32294243,1.03479561,0.00000000,0.65185337,0.00000000,2.28391136,0.63793896
-4.30715358,2.39429531,1.06693936,0.00000000,0.67157227,0.00000000,2.32909006,0.66364643
