energy_ev,total_up,Co_p_up,Co_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.88594297,7.55279840,0.81805296,0.45300774,0.74286267,3.75519862,0.11192329,0.06362747,0.15905568,2.02372178
-5.87993997,7.76341043,0.84284955,0.47721787,0.76762484,3.83550377,0.11498671,0.06412245,0.16365167,2.09115377
-5.87393697,7.95557453,0.86563230,0.50047817,0.79074372,3.90696773,0.11774007,0.06443762,0.16778497,2.15319370
-5.86793397,8.12707501,0.88621068,0.52248250,0.81195423,3.96876196,0.12014231,0.06457449,0.17141915,2.20913911
-5.86193097,8.27598167,0.90443242,0.54293365,0.83101068,4.02021408,0.12215709,0.06453789,0.17452333,2.25836211
-5.85592796,8.40067422,0.92018508,0.56155012,0.84769032,4.06081107,0.12375341,0.06433575,0.17707247,2.30031977
-5.84992496,8.49986123,0.93339657,0.57807280,0.86179644,4.09019939,0.12490607,0.06397861,0.17904774,2.33456310
-5.84392196,8.57259348,0.94403457,0.59227134,0.87316133,4.10818205,0.12559613,0.06347929,0.18043661,2.36074446
-5.83791896,8.61827152,0.95210502,0.60395007,0.88164867,4.11471333,0.12581112,0.06285235,0.18123308,2.37862308
-5.83191596,8.63664747,0.95764959,0.61295305,0.88715553,4.10989114,0.12554519,0.06211375,0.18143759,2.38806860
-5.82591296,8.62782091,0.96074242,0.61916834,0.88961381,4.09394760,0.12479913,0.06128034,0.18105707,2.38906252
-5.81990995,8.59222898,0.96148621,0.62253099,0.88899120,4.06723798,0.12358021,0.06036951,0.18010471,2.38169736
-5.81390695,8.53063061,0.96000768,0.62302495,0.88529142,4.03022820,0.12190187,0.05939883,0.17859973,2.36617360
-5.80790395,8.44408518,0.95645282,0.62068348,0.87855398,3.98348120,0.11978338,0.05838568,0.17656706,2.34279435
-5.80190095,8.33392581,0.95098178,0.61558827,0.86885319,3.92764244,0.11724927,0.05734701,0.17403684,2.31195787
-5.79589795,8.20172764,0.94376384,0.60786713,0.85629668,3.86342449,0.11432873,0.05629905,0.17104392,2.27414810
-5.78989495,8.04927185,0.93497240,0.59769038,0.84102325,3.79159124,0.11105494,0.05525710,0.16762719,2.22992331
-5.78389195,7.87850586,0.92478018,0.58526598,0.82320025,3.71294178,0.10746435,0.05423531,0.16382883,2.17990332
-5.77788894,7.69150087,0.91335480,0.57083365,0.80302040,3.62829421,0.10359588,0.05324648,0.15969356,2.12475547
-5.77188594,7.49040760,0.90085478,0.55465812,0.78069825,3.53846983,0.09949019,0.05230188,0.15526773,2.06517979
-5.76588294,7.27741146,0.88742603,0.53702175,0.75646633,3.44427792,0.09518887,0.05141109,0.15059844,2.00189377
-5.75987994,7.05468844,0.87319900,0.51821682,0.73057099,3.34650147,0.09073381,0.05058182,0.14573269,1.93561726
-5.75387694,6.82436297,0.85828642,0.49853771,0.70326814,3.24588441,0.08616642,0.04981977,0.14071643,1.86705784
-5.74787394,6.58846919,0.84278179,0.47827339,0.67481898,3.14312045,0.08152709,0.04912854,0.13559383,1.79689717
-5.74187094,6.34891689,0.82675866,0.45770027,0.64548579,3.03884418,0.07685460,0.04850955,0.13040649,1.72577888
-5.73586793,6.10746332,0.81027063,0.43707592,0.61552789,2.93362457,0.07218565,0.04796204,0.12519286,1.65429819
-5.72986493,5.86569192,0.79335222,0.41663370,0.58519799,2.82796124,0.06755448,0.04748316,0.11998777,1.58299377
-5.72386193,5.62499877,0.77602061,0.39657859,0.55473882,2.72228359,0.06299254,0.04706813,0.11482213,1.51234210
-5.71785893,5.38658731,0.75827809,0.37708437,0.52438039,2.61695302,0.05852824,0.04671056,0.10972280,1.44275444
-5.71185593,5.15147151,0.74011544,0.35829209,0.49433779,2.51226805,0.05418682,0.04640282,0.10471265,1.37457658
-5.70585293,4.92048740,0.72151591,0.34031006,0.46480959,2.40847227,0.04999024,0.04613664,0.09981082,1.30809125
-5.69984992,4.69431238,0.70245992,0.32321522,0.43597701,2.30576475,0.04595714,0.04590374,0.09503314,1.24352319
-5.69384692,4.47349143,0.68293018,0.30705569,0.40800370,2.20431255,0.04210294,0.04569665,0.09039267,1.18104653
-5.68784392,4.25846903,0.66291725,0.29185461,0.38103627,2.10426473,0.03843988,0.04550961,0.08590044,1.12079405
-5.68184092,4.04962522,0.64242512,0.27761477,0.35520537,2.00576716,0.03497723,0.04533951,0.08156619,1.06286811
-5.67583792,3.84731403,0.62147676,0.26432397,0.33062739,1.90897757,0.03172145,0.04518694,0.07739922,1.00735243
-5.66983492,3.65190228,0.60011929,0.25196086,0.30740655,1.81407988,0.02867640,0.04505717,0.07340923,0.95432432
-5.66383192,3.46380685,0.57842860,0.24050074,0.28563732,1.72129717,0.02584367,0.04496108,0.06960705,0.90386672
-5.65782891,3.28352825,0.55651308,0.22992134,0.26540695,1.63090261,0.02322280,0.04491602,0.06600539,0.85607931
-5.65182591,3.11167865,0.53451623,0.22020802,0.24679809,1.54322750,0.02081158,0.04494647,0.06261934,0.81108824
-5.64582291,2.94900270,0.51261808,0.21135824,0.22989109,1.45866609,0.01860633,0.04508448,0.05946680,0.76905383
-5.63981991,2.79638957,0.49103498,0.20338513,0.21476604,1.37767661,0.01660221,0.04536983,0.05656860,0.73017579
-5.63381691,2.65487513,0.47001794,0.19631983,0.20150432,1.30077833,0.01479346,0.04584991,0.05394847,0.69469557
-5.62781391,2.52563370,0.44984917,0.19021253,0.19018937,1.22854441,0.01317365,0.04657922,0.05163273,0.66289563
-5.62181091,2.40995882,0.43083714,0.18513215,0.18090688,1.16159083,0.01173587,0.04761844,0.04964972,0.63509538
-5.61580790,2.30923345,0.41330980,0.18116464,0.17374396,1.10056138,0.01047295,0.04903322,0.04802905,0.61164389
-5.60980490,2.22489011,0.39760656,0.17840986,0.16878758,1.04610935,0.00937761,0.05089245,0.04680054,0.59290944
-5.60380190,2.15836202,0.38406881,0.17697722,0.16612206,0.99887624,0.00844251,0.05326630,0.04599307,0.57926626
-5.59779890,2.11102684,0.37302951,0.17698026,0.16582577,0.95946832,0.00766041,0.05622385,0.04563315,0.57107873
-5.59179590,2.08414474,0.36480204,0.17853029,0.16796713,0.92843189,0.00702411,0.05983044,0.04574352,0.56868375
-5.58579290,2.07879328,0.35966857,0.18172945,0.17260009,0.90622786,0.00652657,0.06414496,0.04634162,0.57237178
-5.57978989,2.09580132,0.35786861,0.18666341,0.17975921,0.89320696,0.00616080,0.06921692,0.04743810,0.58236739
-5.57378689,2.13568499,0.35958781,0.19339407,0.18945466,0.88958627,0.00591988,0.07508358,0.04903543,0.59881007
-5.56778389,2.19858839,0.36494775,0.20195256,0.20166744,0.89542825,0.00579689,0.08176730,0.05112662,0.62173622
-5.56178089,2.28423198,0.37399691,0.21233300,0.21634489,0.91062321,0.00578487,0.08927309,0.05369423,0.65106319
-5.55577789,2.39187150,0.38670342,0.22448716,0.23339713,0.93487615,0.00587679,0.09758656,0.05670960,0.68657620
-5.54977489,2.52027005,0.40294990,0.23832053,0.25269434,0.96769879,0.00606549,0.10667245,0.06013251,0.72791899
-5.54377189,2.66768547,0.42253076,0.25368984,0.27406538,1.00840755,0.00634375,0.11647378,0.06391113,0.77458900
-5.53776888,2.83187514,0.44515224,0.27040257,0.29729788,1.05612798,0.00670423,0.12691174,0.06798248,0.82593749
-5.53176588,3.01011909,0.47043538,0.28821824,0.32213986,1.10980590,0.00713964,0.13788635,0.07227334,0.88117523
-5.52576288,3.19926220,0.49792213,0.30685181,0.34830304,1.16822557,0.00764280,0.14927801,0.07670152,0.93938374
-5.51975988,3.39577513,0.52708445,0.32597911,0.37546779,1.23003434,0.00820684,0.16094979,0.08117766,0.99953228
-5.51375688,3.59583278,0.55733628,0.34524411,0.40328959,1.29377355,0.00882540,0.17275060,0.08560733,1.06050017
-5.50775388,3.79540841,0.58804828,0.36426803,0.43140673,1.35791487,0.00949287,0.18451897,0.08989351,1.12110378
-5.50175088,3.99038035,0.61856466,0.38265977,0.45944912,1.42090081,0.01020472,0.19608740,0.09393923,1.18012770
-5.49574787,4.17664785,0.64822180,0.40002752,0.48704767,1.48118827,0.01095776,0.20728711,0.09765043,1.23635861
-5.48974487,4.35025161,0.67636791,0.41599088,0.51384392,1.53729340,0.01175048,0.21795298,0.10093879,1.28862098
-5.48374187,4.50749441,0.70238302,0.43019331,0.53949945,1.58783619,0.01258336,0.22792849,0.10372445,1.33581296
-5.47773887,4.64505672,0.72569849,0.44231414,0.56370456,1.63158288,0.01345906,0.23707035,0.10593861,1.37694111
-5.47173587,4.76010245,0.74581531,0.45207972,0.58618593,1.66748442,0.01438269,0.24525278,0.10752571,1.41115244
-5.46573287,4.85037018,0.76232033,0.45927338,0.60671278,1.69470945,0.01536190,0.25237107,0.10844526,1.43776246
-5.45972986,4.91424578,0.77489977,0.46374349,0.62510121,1.71267005,0.01640687,0.25834433,0.10867312,1.45627782
-5.45372686,4.95081308,0.78334939,0.46540957,0.64121675,1.72103942,0.01753017,0.26311737,0.10820230,1.46641280
-5.44772386,4.95988051,0.78758084,0.46426603,0.65497475,1.71976030,0.01874655,0.26666147,0.10704306,1.46809872
-5.44172086,4.94198232,0.78762392,0.46038341,0.66633895,1.70904402,0.02007250,0.26897428,0.10522250,1.46148595
-5.43571786,4.89835469,0.78362459,0.45390723,0.67531825,1.68936004,0.02152566,0.27007864,0.10278359,1.44693858
-5.42971486,4.83088792,0.77583896,0.44505436,0.68196193,1.66141652,0.02312417,0.27002053,0.09978360,1.42502192
-5.42371186,4.74205724,0.76462336,0.43410737,0.68635388,1.62613280,0.02488579,0.26886634,0.09629219,1.39648365
-5.41770885,4.63483561,0.75042109,0.42140693,0.68860600,1.58460514,0.02682702,0.26669957,0.09238911,1.36222946
-5.41170585,4.51259273,0.73374637,0.40734285,0.68885147,1.53806713,0.02896206,0.26361713,0.08816168,1.32329437
-5.40570285,4.37898506,0.71516625,0.39234406,0.68723810,1.48784683,0.03130186,0.25972554,0.08370214,1.28081116
-5.39969985,4.23784177,0.69528126,0.37686813,0.68392238,1.43532234,0.03385312,0.25513720,0.07910503,1.23597714
-5.39369685,4.09305156,0.67470562,0.36139063,0.67906432,1.38187772,0.03661740,0.24996692,0.07446470,1.19002087
-5.38769385,3.94845494,0.65404780,0.34639485,0.67282359,1.32886129,0.03959042,0.24432884,0.06987295,1.14416989
-5.38169085,3.80774591,0.63389212,0.33236222,0.66535680,1.27754762,0.04276148,0.23833392,0.06541709,1.09962083
-5.37568784,3.67438634,0.61478219,0.31976365,0.65681614,1.22910485,0.04611318,0.23208800,0.06117823,1.05751260
-5.36968484,3.55153532,0.59720654,0.30905200,0.64734922,1.18456814,0.04962141,0.22569059,0.05723002,1.01890353
-5.36368184,3.44199479,0.58158692,0.30065571,0.63709990,1.14481999,0.05325557,0.21923412,0.05363778,0.98475273
-5.35767884,3.34817176,0.56826950,0.29497359,0.62620986,1.11057772,0.05697925,0.21280388,0.05045800,0.95590578
-5.35167584,3.27205657,0.55751909,0.29237061,0.61482058,1.08238785,0.06075106,0.20647831,0.04773820,0.93308474
-5.34567284,3.21521573,0.54951621,0.29317453,0.60307544,1.06062712,0.06452580,0.20032969,0.04551708,0.91688209
-5.33966983,3.17879731,0.54435708,0.29767304,0.59112153,1.04550913,0.06825593,0.19442489,0.04382491,0.90775795
-5.33366683,3.16354638,0.54205597,0.30611130,0.57911087,1.03709588,0.07189305,0.18882626,0.04268408,0.90604036
-5.32766383,3.16982780,0.54254982,0.31868945,0.56720092,1.03531283,0.07538965,0.18359237,0.04210974,0.91192745
-5.32166083,3.19765356,0.54570463,0.33555999,0.55555399,1.03996646,0.07870080,0.17877850,0.04211045,0.92549140
-5.31565783,3.24671218,0.55132322,0.35682488,0.54433569,1.05076297,0.08178575,0.17443685,0.04268879,0.94668320
-5.30965483,3.31639789,0.55915394,0.38253220,0.53371229,1.06732699,0.08460944,0.17061639,0.04384192,0.97533798
-5.30365183,3.40583794,0.56889997,0.41267262,0.52384704,1.08921941,0.08714372,0.16736226,0.04556193,1.01118056
-5.29764882,3.51391691,0.58022896,0.44717558,0.51489582,1.11595341,0.08936832,0.16471483,0.04783612,1.05383099
-5.29164582,3.63929742,0.59278244,0.48590573,0.50700208,1.14700810,0.09127143,0.16270842,0.05064710,1.10281020
-5.28564282,3.78043756,0.60618508,0.52865980,0.50029154,1.18183954,0.09284991,0.16136976,0.05397276,1.15754578
-5.27963982,3.93560544,0.62005342,0.57516438,0.49486693,1.21988888,0.09410907,0.16071631,0.05778616,1.21737830
-5.27363682,4.10289233,0.63400399,0.62507526,0.49080291,1.26058791,0.09506213,0.16075453,0.06205538,1.28156854
-5.26763382,4.28022563,0.64766074,0.67797853,0.48814175,1.30336231,0.09572923,0.16147829,0.06674333,1.34930587
-5.26163082,4.46538346,0.66066181,0.73339419,0.48688976,1.34763303,0.09613622,0.16286749,0.07180772,1.41971846
-5.25562781,4.65601265,0.67266548,0.79078249,0.48701483,1.39281656,0.09631316,0.16488701,0.07720098,1.49188547
-5.24962481,4.84965154,0.68335550,0.84955325,0.48844527,1.43832470,0.09629268,0.16748622,0.08287055,1.56485164
-5.24362181,5.04375900,0.69244573,0.90907837,0.49106997,1.48356446,0.09610831,0.17059890,0.08875924,1.63764427
-5.23761881,5.23575030,0.69968410,0.96870728,0.49474000,1.52793892,0.09579276,0.17414393,0.09480588,1.70929261
-5.23161581,5.42304035,0.70485602,1.02778524,0.49927160,1.57084930,0.09537639,0.17802644,0.10094624,1.77884940
-5.22561281,5.60309362,0.70778714,1.08567378,0.50445049,1.61169896,0.09488583,0.18213974,0.10711418,1.84541412
-5.21960980,5.77348005,0.70834551,1.14177272,0.51003737,1.64989923,0.09434284,0.18636774,0.11324305,1.90815717
-5.21360680,5.93193508,0.70644319,1.19554279,0.51577441,1.68487743,0.09376348,0.19058790,0.11926724,1.96634433
-5.20760380,6.07642166,0.70203716,1.24652791,0.52139254,1.71608663,0.09315763,0.19467459,0.12512390,2.01936029
-5.20160080,6.20519163,0.69512952,1.29437595,0.52661921,1.74301707,0.09252881,0.19850270,0.13075471,2.06673044
-5.19559780,6.31684334,0.68576700,1.33885678,0.53118652,1.76520852,0.09187435,0.20195141,0.13610763,2.10813940
-5.18959480,6.41037259,0.67403968,1.37987663,0.53483916,1.78226313,0.09118588,0.20490788,0.14113851,2.14344567
-5.18359180,6.48521353,0.66007881,1.41748751,0.53734207,1.79385802,0.09045003,0.20727077,0.14581261,2.17269084
-5.17758879,6.54126692,0.64405386,1.45189110,0.53848758,1.79975679,0.08964943,0.20895343,0.15010571,2.19610299
-5.17158579,6.57891318,0.62616866,1.48343615,0.53810151,1.79981926,0.08876381,0.20988655,0.15400501,2.21409327
-5.16558279,6.59900838,0.60665676,1.51260932,0.53604830,1.79400887,0.08777121,0.21002025,0.15750954,2.22724541
-5.15957979,6.60286226,0.58577596,1.54001924,0.53223481,1.78239694,0.08664921,0.20932540,0.16063013,2.23629812
-5.15357679,6.59219777,0.56380227,1.56637405,0.52661268,1.76516355,0.08537624,0.20779424,0.16338896,2.24212051
-5.14757379,6.56909302,0.54102334,1.59245313,0.51917917,1.74259470,0.08393264,0.20544018,0.16581855,2.24568130
-5.14157079,6.53590713,0.51773149,1.61907395,0.50997653,1.71507564,0.08230175,0.20229681,0.16796037,2.24801251
-5.13556778,6.49519242,0.49421670,1.64705517,0.49908975,1.68308057,0.08047080,0.19841621,0.16986291,2.25016919
-5.12956478,6.44959621,0.47075963,1.67717760,0.48664305,1.64715895,0.07843155,0.19386659,0.17157956,2.25318638
-5.12356178,6.40175616,0.44762500,1.71014462,0.47279499,1.60791891,0.07618081,0.18872945,0.17316600,2.25803522
-5.11755878,6.35419351,0.42505554,1.74654382,0.45773263,1.56600854,0.07372071,0.18309624,0.17467760,2.26557999
-5.11155578,6.30920890,0.40326667,1.78681176,0.44166484,1.52209560,0.07105873,0.17706492,0.17616661,2.27653799
-5.10555278,6.26878545,0.38244219,1.83120336,0.42481512,1.47684672,0.06820755,0.17073630,0.17767946,2.29144405
-5.09954977,6.23450374,0.36273115,1.87976784,0.40741421,1.43090686,0.06518473,0.16421056,0.17925421,2.31062145
-5.09354677,6.20747267,0.34424590,1.93233220,0.38969277,1.38488000,0.06201218,0.15758398,0.18091831,2.33416085
-5.08754377,6.18827989,0.32706156,1.98849356,0.37187441,1.33931178,0.05871550,0.15094596,0.18268676,2.36190821
-5.08154077,6.17696433,0.31121677,2.04762099,0.35416948,1.29467503,0.05532325,0.14437665,0.18456078,2.39346277
-5.07553777,6.17301266,0.29671577,2.10886690,0.33676960,1.25135860,0.05186609,0.13794505,0.18652709,2.42818541
-5.06953477,6.17538024,0.28353181,2.17118818,0.31984337,1.20966011,0.04837595,0.13170777,0.18855782,2.46521740
-5.06353177,6.18253632,0.27161150,2.23337619,0.30353328,1.16978282,0.04488512,0.12570848,0.19061116,2.50350905
-5.05752876,6.19253162,0.26088023,2.29409479,0.28795387,1.13183671,0.04142541,0.11997790,0.19263261,2.54185732
-5.05152576,6.20308590,0.25124824,2.35192489,0.27319123,1.09584364,0.03802742,0.11453451,0.19455697,2.57895104
-5.04552276,6.21169186,0.24261720,2.40541394,0.25930378,1.06174636,0.03471980,0.10938574,0.19631086,2.61342210
-5.03951976,6.21573108,0.23488708,2.45312832,0.24632417,1.02942077,0.03152870,0.10452956,0.19781569,2.64390043
-5.03351676,6.21259700,0.22796297,2.49370667,0.23426228,0.99869082,0.02847731,0.09995654,0.19899108,2.66907081
-5.02751376,6.19981982,0.22176168,2.52591183,0.22310897,0.96934546,0.02558554,0.09565199,0.19975840,2.68772895
-5.02151076,6.17518794,0.21621792,2.54867951,0.21284054,0.94115653,0.02286984,0.09159835,0.20004434,2.69883474
-5.01550775,6.13686074,0.21128971,2.56116160,0.20342352,0.91389700,0.02034316,0.08777745,0.19978445,2.70156045
-5.00950475,6.08346795,0.20696302,2.56276242,0.19481964,0.88735856,0.01801504,0.08417274,0.19892629,2.69533175
-5.00350175,6.01419155,0.20325532,2.55316654,0.18699070,0.86136780,0.01589178,0.08077125,0.19743215,2.67986007
-4.99749875,5.92882665,0.20021806,2.53235713,0.17990314,0.83580022,0.01397676,0.07756526,0.19528122,2.65516490
-4.99149575,5.82781913,0.19793781,2.50062414,0.17353213,0.81059153,0.01227077,0.07455365,0.19247102,2.62158504
-4.98549275,5.71227849,0.19653621,2.45856210,0.16786489,0.78574573,0.01077243,0.07174277,0.18901812,2.57977851
-4.97948974,5.58396550,0.19616857,2.40705777,0.16290333,0.76133968,0.00947865,0.06914692,0.18495800,2.53071101
-4.97348674,5.44525547,0.19702113,2.34726824,0.15866562,0.73752398,0.00838503,0.06678842,0.18034417,2.47563342
-4.96748374,5.29907845,0.19930711,2.28059030,0.15518695,0.71452025,0.00748628,0.06469723,0.17524647,2.41604922
-4.96148074,5.14883901,0.20326153,2.20862245,0.15251916,0.69261489,0.00677664,0.06291018,0.16974877,2.35367295
-4.95547774,4.99831868,0.20913500,2.13312088,0.15072945,0.67214969,0.00625016,0.06146984,0.16394607,2.29038141
-4.94947474,4.85156467,0.21718642,2.05595116,0.14989823,0.65350979,0.00590100,0.06042315,0.15794112,2.22815907
-4.94347174,4.71276903,0.22767507,1.97903717,0.15011603,0.63710928,0.00572357,0.05981974,0.15184086,2.16903994
-4.93746873,4.58614245,0.24085192,1.90430913,0.15147983,0.62337543,0.00571270,0.05971013,0.14575268,2.11504755
-4.93146573,4.47578707,0.25695064,1.83365237,0.15408869,0.61273175,0.00586362,0.06014382,0.13978078,2.06813524
-4.92546273,4.38557260,0.27617843,1.76885825,0.15803909,0.60558094,0.00617195,0.06116731,0.13402273,2.03012865
-4.91945973,4.31901952,0.29870688,1.71157887,0.16342006,0.60228818,0.00663362,0.06282215,0.12856639,2.00267213
-4.91345673,4.27919329,0.32466334,1.66328660,0.17030818,0.60316537,0.00724467,0.06514314,0.12348734,1.98718089
-4.90745373,4.26861251,0.35412275,1.62523953,0.17876287,0.60845708,0.00800114,0.06815658,0.11884693,1.98480013
-4.90145073,4.28917385,0.38710061,1.59845371,0.18882197,0.61832856,0.00889878,0.07187883,0.11469097,1.99637255
-4.89544772,4.34209580,0.42354698,1.58368257,0.20049792,0.63285629,0.00993292,0.07631498,0.11104912,2.02241488
-4.88944472,4.42788263,0.46334207,1.58140400,0.21377466,0.65202146,0.01109824,0.08145797,0.10793507,2.06310433
-4.88344172,4.54630947,0.50629352,1.59181513,0.22860528,0.67570653,0.01238858,0.08728790,0.10534729,2.11827502
-4.87743872,4.69642847,0.55213551,1.61483468,0.24491085,0.70369507,0.01379687,0.09377176,0.10327055,2.18742447
-4.87143572,4.87659569,0.60053001,1.65011254,0.26258010,0.73567477,0.01531498,0.10086351,0.10167784,2.26972973
-4.86543272,5.08451728,0.65107005,1.69704607,0.28147032,0.77124360,0.01693375,0.10850451,0.10053284,2.36407259
-4.85942971,5.31731321,0.70328515,1.75480236,0.30140927,0.80991887,0.01864300,0.11662433,0.09979258,2.46907266
-4.85342671,5.57159615,0.75664879,1.82234551,0.32219820,0.85114874,0.02043164,0.12514191,0.09941036,2.58312740
-4.84742371,5.84356246,0.81058780,1.89846806,0.34361566,0.89432592,0.02228776,0.13396699,0.09933852,2.70445723
-4.84142071,6.12909213,0.86449334,1.98182522,0.36542228,0.93880287,0.02419888,0.14300184,0.09953119,2.83115448
-4.83541771,6.42385386,0.91773340,2.07097091,0.38736599,0.98390806,0.02615206,0.15214321,0.09994669,2.96123403
-4.82941471,6.72341180,0.96966618,2.16439417,0.40918778,1.02896251,0.02813419,0.16128443,0.10054949,3.09268407
-4.82341171,7.02333002,1.01965413,2.26055497,0.43062761,1.07329626,0.03013215,0.17031757,0.10131170,3.22351511
-4.81740870,7.31927136,1.06707823,2.35791809,0.45143026,1.11626381,0.03213302,0.17913568,0.10221387,3.35180549
-4.81140570,7.60708745,1.11135187,2.45498419,0.47135103,1.15725837,0.03412416,0.18763488,0.10324530,3.47574214
-4.80540270,7.88289719,1.15193416,2.55031716,0.49016090,1.19572410,0.03609339,0.19571646,0.10440352,3.59365508
-4.79939970,8.14315180,1.18834198,2.64256717,0.50765119,1.23116623,0.03802895,0.20328871,0.10569333,3.70404508
-4.79339670,8.38468495,1.22016056,2.73048901,0.52363741,1.26315862,0.03991950,0.21026855,0.10712516,3.80560367
-4.78739370,8.60474760,1.24705230,2.81295555,0.53796236,1.29134872,0.04175409,0.21658294,0.10871304,3.89722559
-4.78139070,8.80102771,1.26876344,2.88896646,0.55049835,1.31545995,0.04352196,0.22216991,0.11047223,3.97801381
-4.77538769,8.97165580,1.28512856,2.95765251,0.56114858,1.33529152,0.04521246,0.22697942,0.11241667,4.04727774
-4.76938469,9.11519802,1.29607273,3.01827601,0.56984777,1.35071609,0.04681485,0.23097387,0.11455637,4.10452554
-4.76338169,9.23063876,1.30161144,3.07022806,0.57656200,1.36167540,0.04831816,0.23412829,0.11689498,4.14945169
-4.75737869,9.31735538,1.30184820,3.11302349,0.58128799,1.36817452,0.04971110,0.23643035,0.11942763,4.18192104
-4.75137569,9.37508753,1.29697021,3.14629423,0.58405188,1.37027497,0.05098194,0.23788012,0.12213921,4.20195081
-4.74537269,9.40390370,1.28724205,3.16978195,0.58490755,1.36808725,0.05211857,0.23848967,0.12500320,4.20969172
-4.73936968,9.40416735,1.27299786,3.18333085,0.58393475,1.36176326,0.05310854,0.23828243,0.12798110,4.20540953
-4.73336668,9.37650444,1.25463211,3.18688092,0.58123688,1.35148889,0.05393931,0.23729249,0.13102262,4.18946787
-4.72736368,9.32177401,1.23258943,3.18046232,0.57693871,1.33747719,0.05459849,0.23556379,0.13406653,4.16231316
-4.72136068,9.24104236,1.20735355,3.16419100,0.57118387,1.31996238,0.05507416,0.23314912,0.13704216,4.12446201
-4.71535768,9.13556139,1.17943591,3.13826553,0.56413228,1.29919467,0.05535540,0.23010917,0.13987157,4.07649116
-4.70935468,9.00675051,1.14936400,3.10296504,0.55595725,1.27543617,0.05543266,0.22651132,0.14247215,4.01902981
-4.70335168,8.85618148,1.11766972,3.05864781,0.54684255,1.24895758,0.05529833,0.22242846,0.14475963,3.95275390
-4.69734867,8.68556488,1.08487808,3.00575012,0.53697903,1.22003576,0.05494721,0.21793761,0.14665127,3.87838175
-4.69134567,8.49673683,1.05149622,2.94478479,0.52656112,1.18895186,0.05437690,0.21311849,0.14806915,3.79667019
-4.68534267,8.29164467,1.01800324,2.87633879,0.51578289,1.15598982,0.05358826,0.20805191,0.14894327,3.70841066
-4.67933967,8.07232998,0.98484072,2.80106954,0.50483390,1.12143503,0.05258559,0.20281815,0.14921440,3.61442432
-4.67333667,7.84090835,0.95240425,2.71969936,0.49389484,1.08557296,0.05137686,0.19749516,0.14883650,3.51555571
-4.66733367,7.59954493,0.92103612,2.63300789,0.48313306,1.04868752,0.04997366,0.19215676,0.14777859,3.41266465
-4.66133067,7.35042586,0.89101924,2.54182237,0.47269810,1.01105916,0.04839109,0.18687092,0.14602592,3.30661610
-4.65532766,7.09572607,0.86257258,2.44700585,0.46271751,0.97296251,0.04664750,0.18169801,0.14358062,3.19826815
-4.64932466,6.83757418,0.83584812,2.34944366,0.45329311,0.93466370,0.04476410,0.17668926,0.14046144,3.08845858
-4.64332166,6.57801614,0.81092957,2.25002845,0.44449794,0.89641739,0.04276444,0.17188546,0.13670299,2.97799042
