energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.78389195,3.09455994,0.08358248,0.04739464,0.06305621,0.19110645,0.01924231,1.68012573,1.16575525,0.58683381
-5.77788894,3.25346837,0.08999695,0.04927415,0.06563001,0.19911493,0.02011565,1.76932549,1.22813324,0.62484846
-5.77188594,3.40818155,0.09668013,0.05098906,0.06792702,0.20633424,0.02092655,1.85701536,1.28933226,0.66426334
-5.76588294,3.55875122,0.10363674,0.05253428,0.06991954,0.21270626,0.02166961,1.94328353,1.34934872,0.70541062
-5.75987994,3.70553457,0.11087221,0.05390980,0.07158748,0.21819534,0.02234139,2.02837018,1.40826356,0.74868540
-5.75387694,3.84917167,0.11839116,0.05512046,0.07291877,0.22278914,0.02294034,2.11265163,1.46623107,0.79453360
-5.74787394,3.99054475,0.12619560,0.05617555,0.07390948,0.22649864,0.02346676,2.19661481,1.52346180,0.84343492
-5.74187094,4.13072029,0.13428288,0.05708809,0.07456363,0.22935711,0.02392263,2.28082284,1.58020064,0.89588125
-5.73586793,4.27087607,0.14264354,0.05787402,0.07489266,0.23141809,0.02431133,2.36587302,1.63670077,0.95235107
-5.72986493,4.41221644,0.15125910,0.05855111,0.07491451,0.23275269,0.02463735,2.45234910,1.69319512,1.01328072
-5.72386193,4.55587980,0.16010003,0.05913794,0.07465263,0.23344610,0.02490592,2.54077035,1.74986678,1.07903366
-5.71785893,4.70284329,0.16912399,0.05965275,0.07413458,0.23359372,0.02512255,2.63153986,1.80682034,1.14986912
-5.71185593,4.85382984,0.17827453,0.06011231,0.07339069,0.23329710,0.02529273,2.72489543,1.86405586,1.22591165
-5.70585293,5.00922312,0.18748032,0.06053098,0.07245254,0.23265986,0.02542146,2.82086568,1.92144737,1.30712324
-5.69984992,5.16899577,0.19665510,0.06091991,0.07135155,0.23178388,0.02551300,2.91923443,1.97872757,1.39327966
-5.69384692,5.33265559,0.20569839,0.06128636,0.07011763,0.23076607,0.02557055,3.01951594,2.03547995,1.48395265
-5.68784392,5.49921385,0.21449699,0.06163346,0.06877805,0.22969572,0.02559612,3.12094290,2.09113939,1.57849940
-5.68184092,5.66717871,0.22292738,0.06196003,0.06735649,0.22865271,0.02559045,3.22246882,2.14500173,1.67606040
-5.67583792,5.83457531,0.23085877,0.06226087,0.06587240,0.22770662,0.02555304,3.32278547,2.19624230,1.77556667
-5.66983492,5.99899309,0.23815694,0.06252723,0.06434064,0.22691677,0.02548231,3.42035524,2.24394296,1.87575662
-5.66383192,6.15765884,0.24468854,0.06274751,0.06277142,0.22633307,0.02537586,3.51345770,2.28712658,1.97520262
-5.65782891,6.30753324,0.25032583,0.06290822,0.06117054,0.22599765,0.02523077,3.60024854,2.32479759,2.07234664
-5.65182591,6.44542657,0.25495150,0.06299510,0.05953987,0.22594710,0.02504407,3.67882857,2.35598675,2.16554408
-5.64582291,6.56812889,0.25846353,0.06299426,0.05787803,0.22621507,0.02481316,3.74731995,2.37979817,2.25311418
-5.63981991,6.67254855,0.26077970,0.06289342,0.05618127,0.22683498,0.02453635,3.80394600,2.39545624,2.33339514
-5.63381691,6.75585261,0.26184164,0.06268307,0.05444444,0.22784272,0.02421331,3.84711117,2.40235038,2.40480183
-5.62781391,6.81560269,0.26161820,0.06235754,0.05266192,0.22927896,0.02384559,3.87547739,2.40007537,2.46588355
-5.62181091,6.84987951,0.26010797,0.06191591,0.05082866,0.23119094,0.02343706,3.88803315,2.38846546,2.51537944
-5.61580790,6.85739052,0.25734076,0.06136271,0.04894100,0.23363354,0.02299425,3.88415223,2.36762058,2.55226894
-5.60980490,6.83755517,0.25337818,0.06070834,0.04699744,0.23666958,0.02252666,3.86363925,2.33792350,2.57581516
-5.60380190,6.79056410,0.24831298,0.05996931,0.04499927,0.24036910,0.02204696,3.82675987,2.30004716,2.58559901
-5.59779890,6.71740941,0.24226747,0.05916811,0.04295087,0.24480793,0.02157104,3.77425444,2.25495183,2.58154261
-5.59179590,6.61988466,0.23539091,0.05833289,0.04085999,0.25006528,0.02111800,3.70733426,2.20387229,2.56392086
-5.58579290,6.50055487,0.22785601,0.05749681,0.03873770,0.25622076,0.02071000,3.62766087,2.14829557,2.53336062
-5.57978989,6.36269786,0.21985481,0.05669724,0.03659822,0.26335084,0.02037202,3.53730903,2.08993015,2.49082761
-5.57378689,6.21021982,0.21159386,0.05597474,0.03445853,0.27152500,0.02013141,3.43871521,2.03066782,2.43760150
-5.56778389,6.04754883,0.20328919,0.05537191,0.03233788,0.28080191,0.02001748,3.33461364,1.97253963,2.37524051
-5.56178089,5.87951085,0.19516095,0.05493213,0.03025723,0.29122566,0.02006087,3.22796238,1.91766743,2.30553694
-5.55577789,5.71119348,0.18742815,0.05469828,0.02823854,0.30282254,0.02029287,3.12186248,1.86821258,2.23046566
-5.54977489,5.54780264,0.18030342,0.05471144,0.02630410,0.31559837,0.02074468,3.01947297,1.82632340,2.15212766
-5.54377189,5.39451751,0.17398813,0.05500962,0.02447584,0.32953659,0.02144655,2.92392479,1.79408264,2.07269093
-5.53776888,5.25634890,0.16866786,0.05562662,0.02277469,0.34459731,0.02242690,2.83823636,1.77345653,1.99433094
-5.53176588,5.13800519,0.16450831,0.05659091,0.02121999,0.36071719,0.02371141,2.76523335,1.76624629,1.91917288
-5.52576288,5.04377008,0.16165178,0.05792478,0.01982896,0.37781031,0.02532204,2.70747502,1.77404326,1.84923739
-5.51975988,4.97739485,0.16021413,0.05964350,0.01861632,0.39576988,0.02727607,2.66718868,1.79818833,1.78639156
-5.51375688,4.94200776,0.16028238,0.06175476,0.01759394,0.41447060,0.02958523,2.64621414,1.83973652,1.73230630
-5.50775388,4.94004175,0.16191283,0.06425821,0.01677066,0.43377161,0.03225476,2.64595878,1.89942707,1.68842097
-5.50175088,4.97318152,0.16512974,0.06714526,0.01615216,0.45351983,0.03528269,2.66736435,1.97765968,1.65591575
-5.49574787,5.04233001,0.16992468,0.07039900,0.01574092,0.47355338,0.03865915,2.71088557,2.07447718,1.63569193
-5.48974487,5.14759387,0.17625627,0.07399433,0.01553635,0.49370500,0.04236586,2.77648081,2.18955513,1.62835989
-5.48374187,5.28828748,0.18405065,0.07789828,0.01553489,0.51380522,0.04637589,2.86361463,2.32219856,1.63423448
-5.47773887,5.46295413,0.19320246,0.08207050,0.01573024,0.53368512,0.05065350,2.97127180,2.47134613,1.65333713
-5.47173587,5.66940351,0.20357635,0.08646388,0.01611365,0.55317871,0.05515440,3.09798236,2.63558199,1.68540422
-5.46573287,5.90476414,0.21500923,0.09102542,0.01667423,0.57212463,0.05982613,3.24185697,2.81315538,1.72990079
-5.45972986,6.16554922,0.22731301,0.09569719,0.01739935,0.59036742,0.06460891,3.40063175,3.00200798,1.78603915
-5.45372686,6.44773486,0.24027801,0.10041739,0.01827508,0.60775823,0.06943659,3.57172155,3.19980879,1.85280160
-5.44772386,6.74684882,0.25367693,0.10512162,0.01928658,0.62415514,0.07423803,3.75228067,3.40399621,1.92896675
-5.44172086,7.05806865,0.26726945,0.10974418,0.02041866,0.63942320,0.07893863,3.93926949,3.61182665,2.01313905
-5.43571786,7.37632706,0.28080718,0.11421943,0.02165619,0.65343429,0.08346216,4.12952577,3.82042876,2.10378097
-5.42971486,7.69642317,0.29403922,0.11848321,0.02298473,0.66606700,0.08773268,4.31983876,4.02686229,2.19924751
-5.42371186,8.01313708,0.30671777,0.12247425,0.02439094,0.67720658,0.09167657,4.50702436,4.22818002,2.29782279
-5.41770885,8.32134589,0.31860410,0.12613551,0.02586313,0.68674529,0.09522460,4.68799956,4.42149140,2.39775804
-5.41170585,8.61613830,0.32947429,0.12941547,0.02739174,0.69458294,0.09831395,4.85985385,4.60402606,2.49731088
-5.40570285,8.89292538,0.33912496,0.13226925,0.02896978,0.70062799,0.10089002,5.01991583,4.77319533,2.59478508
-5.39969985,9.14754453,0.34737842,0.13465963,0.03059315,0.70479897,0.10290812,5.16581303,4.92665019,2.68857019
-5.39369685,9.37635378,0.35408736,0.13655777,0.03226097,0.70702641,0.10433480,5.29552287,5.06233363,2.77718038
-5.38769385,9.57631383,0.35913872,0.13794381,0.03397573,0.70725505,0.10514883,5.40741358,5.17852599,2.85929141
-5.38169085,9.74505504,0.36245670,0.13880716,0.03574334,0.70544638,0.10534186,5.50027341,5.27388184,2.93377479
-5.37568784,9.88092730,0.36400470,0.13914655,0.03757304,0.70158122,0.10491855,5.57332739,5.34745728,2.99972807
-5.36968484,9.98303078,0.36378620,0.13896981,0.03947714,0.69566239,0.10389632,5.62624122,5.39872703,3.05650015
-5.36368184,10.05122654,0.36184445,0.13829341,0.04147063,0.68771715,0.10230471,5.65911216,5.42759062,3.10371042
-5.35767884,10.08612617,0.35826108,0.13714179,0.04357058,0.67779933,0.10018430,5.67244743,5.43436792,3.14126093
-5.35167584,10.08906054,0.35315359,0.13554647,0.04579542,0.66599101,0.09758528,5.66713113,5.41978418,3.16934061
-5.34567284,10.06202860,0.34667187,0.13354498,0.04816411,0.65240356,0.09456582,5.64438103,5.38494518,3.18842085
-5.33966983,10.00762753,0.33899386,0.13117974,0.05069511,0.63717802,0.09119011,5.60569697,5.33130351,3.19924240
-5.33366683,9.92896644,0.33032047,0.12849674,0.05340532,0.62048458,0.08752639,5.55280293,5.26061706,3.20279307
-5.32766383,9.82956648,0.32087002,0.12554431,0.05630903,0.60252138,0.08364491,5.48758516,5.17490106,3.20027701
-5.32166083,9.71325050,0.31087229,0.12237186,0.05941677,0.58351222,0.07961588,5.41202858,5.07637522,3.19307588
-5.31565783,9.58402580,0.30056246,0.11902862,0.06273425,0.56370360,0.07550766,5.32815388,4.96740731,3.18270311
-5.30965483,9.44596407,0.29017501,0.11556260,0.06626144,0.54336089,0.07138499,5.23795764,4.85045489,3.17075259
-5.30365183,9.30308216,0.27993786,0.11201951,0.06999171,0.52276372,0.06730761,5.14335743,4.72800654,3.15884336
-5.29764882,9.15922781,0.27006689,0.10844197,0.07391125,0.50220091,0.06332903,5.04614370,4.60252415,3.14856233
-5.29164582,9.01797385,0.26076083,0.10486884,0.07799861,0.48196482,0.05949576,4.94793984,4.47638749,3.14140704
-5.28564282,8.88252429,0.25219687,0.10133464,0.08222462,0.46234548,0.05584669,4.85017140,4.35184239,3.13873065
-5.27963982,8.75563524,0.24452686,0.09786929,0.08655247,0.44362467,0.05241291,4.75404508,4.23095359,3.14169133
-5.27363682,8.63955288,0.23787427,0.09449788,0.09093819,0.42607000,0.04921772,4.66053756,4.11556327,3.15120812
-5.26763382,8.53597038,0.23233196,0.09124072,0.09533130,0.40992937,0.04627699,4.57039383,4.00725609,3.16792519
-5.26163082,8.44600463,0.22796075,0.08811343,0.09967583,0.39542594,0.04359963,4.48413457,3.90733147,3.19218607
-5.25562781,8.37019332,0.22478875,0.08512727,0.10391153,0.38275377,0.04118831,4.40207126,3.81678370,3.22401914
-5.24962481,8.30851183,0.22281161,0.08228942,0.10797534,0.37207423,0.03904026,4.32432798,3.73629029,3.26313514
-5.24362181,8.26040894,0.22199348,0.07960353,0.11180298,0.36351349,0.03714812,4.25086843,3.66620868,3.30893700
-5.23761881,8.22485961,0.22226872,0.07707021,0.11533072,0.35716088,0.03550088,4.18152643,3.60658161,3.36054193
-5.23161581,8.20043239,0.22354437,0.07468754,0.11849710,0.35306848,0.03408470,4.11603852,3.55715077,3.41681475
-5.22561281,8.18536876,0.22570321,0.07245171,0.12124478,0.35125156,0.03288379,4.05407683,3.51737841,3.47641151
-5.21960980,8.17767088,0.22860741,0.07035756,0.12352224,0.35169009,0.03188114,3.99528100,3.48647640,3.53783132
-5.21360680,8.17519429,0.23210269,0.06839910,0.12528537,0.35433107,0.03105913,3.93928756,3.46344178,3.59947442
-5.20760380,8.17574170,0.23602277,0.06657001,0.12649886,0.35909141,0.03040011,3.88575584,3.44709769,3.65970391
-5.20160080,8.17715394,0.24019416,0.06486407,0.12713739,0.36586144,0.02988679,3.83438934,3.43613856,3.71690840
-5.19559780,8.17739454,0.24444100,0.06327550,0.12718647,0.37450850,0.02950254,3.78495195,3.42917777,3.76956270
-5.18959480,8.17462429,0.24858999,0.06179923,0.12664305,0.38488063,0.02923160,3.73727864,3.42479645,3.81628394
-5.18359180,8.16726294,0.25247505,0.06043103,0.12551570,0.39681009,0.02905919,3.69128036,3.42159135,3.85588031
-5.17758879,8.15403550,0.25594175,0.05916757,0.12382445,0.41011644,0.02897151,3.64694328,3.41822043,3.88739047
-5.17158579,8.13400144,0.25885132,0.05800643,0.12160035,0.42460916,0.02895573,3.60432271,3.41344405,3.91011157
-5.16558279,8.10656591,0.26108405,0.05694587,0.11888462,0.44008967,0.02899990,3.56353213,3.40616061,3.92361486
-5.15957979,8.07147294,0.26254208,0.05598467,0.11572750,0.45635269,0.02909285,3.52472821,3.39543500,3.92774835
-5.15357679,8.02878148,0.26315138,0.05512184,0.11218686,0.47318710,0.02922406,3.48809245,3.38051917,3.92262645
-5.14757379,7.97882597,0.26286300,0.05435621,0.10832664,0.49037624,0.02938355,3.45381072,3.36086377,3.90860766
-5.14157079,7.92216407,0.26165346,0.05368614,0.10421503,0.50769796,0.02956180,3.42205161,3.33612110,3.88626154
-5.13556778,7.85951474,0.25952427,0.05310907,0.09992269,0.52492453,0.02974964,3.39294485,3.30613908,3.85632707
-5.12956478,7.79169034,0.25650074,0.05262122,0.09552091,0.54182267,0.02993823,3.36656088,3.27094725,3.81966494
-5.12356178,7.71952689,0.25263007,0.05221725,0.09107984,0.55815390,0.03011902,3.34289284,3.23073559,3.77720627
-5.11755878,7.64381658,0.24797880,0.05189006,0.08666682,0.57367553,0.03028378,3.32184191,3.18582757,3.72990096
-5.11155578,7.56524647,0.24262977,0.05163065,0.08234497,0.58814229,0.03042467,3.30320691,3.13664920,3.67866827
-5.10555278,7.48434690,0.23667884,0.05142807,0.07817197,0.60130890,0.03053429,3.28667907,3.08369567,3.62435237
-5.09954977,7.40145275,0.23023121,0.05126959,0.07419910,0.61293360,0.03060579,3.27184213,3.02749764,3.56768514
-5.09354677,7.31667946,0.22339791,0.05114086,0.07047060,0.62278250,0.03063302,3.25817838,2.96858895,3.50925796
-5.08754377,7.22991528,0.21629223,0.05102632,0.06702334,0.63063487,0.03061065,3.24508024,2.90747747,3.44950377
-5.08154077,7.14082980,0.20902638,0.05090963,0.06388676,0.63628892,0.03053430,3.23186723,2.84462051,3.38868982
-5.07553777,7.04889822,0.20170857,0.05077425,0.06108300,0.63956811,0.03040070,3.21780762,2.78040594,3.32692114
-5.06953477,6.95343943,0.19444037,0.05060404,0.05862739,0.64032741,0.03020781,3.20214376,2.71513975,3.26415400
-5.06353177,6.85366560,0.18731463,0.05038397,0.05652896,0.63845943,0.02995489,3.18412004,2.64904046,3.20021793
-5.05752876,6.74873998,0.18041384,0.05010075,0.05479116,0.63389985,0.02964263,3.16301205,2.58224011,3.13484484
-5.05152576,6.63783932,0.17380905,0.04974346,0.05341254,0.62663202,0.02927316,3.13815562,2.51479165,3.06770295
-5.04552276,6.52021717,0.16755922,0.04930418,0.05238751,0.61669025,0.02885005,3.10897429,2.44668158,2.99843341
-5.03951976,6.39526432,0.16171104,0.04877847,0.05170696,0.60416175,0.02837831,3.07500381,2.37784703,2.92668733
-5.03351676,6.26256281,0.15629915,0.04816572,0.05135881,0.58918695,0.02786426,3.03591250,2.30819587,2.85216106
-5.02751376,6.12193075,0.15134674,0.04746942,0.05132842,0.57195810,0.02731548,2.99151655,2.23762846,2.77462776
-5.02151076,5.97345559,0.14686634,0.04669731,0.05159878,0.55271637,0.02674058,2.94178951,2.16605966,2.69396366
-5.01550775,5.81751431,0.14286090,0.04586130,0.05215070,0.53174736,0.02614910,2.88686572,2.09343992,2.61016791
-5.00950475,5.65478013,0.13932504,0.04497738,0.05296265,0.50937538,0.02555127,2.82703762,2.01977400,2.52337511
-5.00350175,5.48621580,0.13624629,0.04406531,0.05401068,0.48595668,0.02495781,2.76274743,1.94513677,2.43386053
-4.99749875,5.31305468,0.13360663,0.04314829,0.05526816,0.46187209,0.02437976,2.69457372,1.86968504,2.34203787
-4.99149575,5.13677133,0.13138383,0.04225254,0.05670552,0.43751922,0.02382831,2.62321412,1.79366528,2.24845050
-4.98549275,4.95904394,0.12955304,0.04140686,0.05829010,0.41330484,0.02331465,2.54946502,1.71741700,2.15375680
-4.97948974,4.78171134,0.12808827,0.04064219,0.05998600,0.38963754,0.02284991,2.47419992,1.64137199,2.05871104
-4.97348674,4.60672730,0.12696395,0.03999116,0.06175411,0.36692119,0.02244512,2.39834745,1.56604963,1.96414097
-4.96748374,4.43611504,0.12615654,0.03948777,0.06355238,0.34554929,0.02211128,2.32287060,1.49204912,1.87092358
-4.96148074,4.27192448,0.12564602,0.03916711,0.06533624,0.32590050,0.02185945,2.24874806,1.42003901,1.77996042
-4.95547774,4.11619432,0.12541754,0.03906510,0.06705926,0.30833533,0.02170095,2.17695874,1.35074490,1.69215383
-4.94947474,3.97092060,0.12546289,0.03921844,0.06867403,0.29319411,0.02164759,2.10847006,1.28493606,1.60838496
-4.94347174,3.83803270,0.12578200,0.03966459,0.07013330,0.28079612,0.02171192,2.04423009,1.22341160,1.52949466
-4.93746873,3.71937704,0.12638418,0.04044172,0.07139116,0.27143958,0.02190756,1.98516374,1.16698676,1.45626778
-4.93146573,3.61670802,0.12728929,0.04158887,0.07240444,0.26540257,0.02224949,1.93217244,1.11647985,1.38942112
-4.92546273,3.53168527,0.12852853,0.04314592,0.07313407,0.26294416,0.02275426,1.88613649,1.07269994,1.32959519
-4.91945973,3.46587543,0.13014490,0.04515367,0.07354640,0.26430585,0.02344015,1.84791932,1.03643560,1.27734954
-4.91345673,3.42075655,0.13219318,0.04765365,0.07361448,0.26971257,0.02432731,1.81837224,1.00844450,1.23316120
-4.90745373,3.39772284,0.13473940,0.05068797,0.07331904,0.27937309,0.02543760,1.79833852,0.98944360,1.19742575
-4.90145073,3.39808728,0.13785964,0.05429877,0.07264935,0.29347952,0.02679435,1.78865554,0.98009985,1.17046012
-4.89544772,3.42307992,0.14163825,0.05852757,0.07160364,0.31220540,0.02842196,1.79015366,0.98102069,1.15250665
-4.88944472,3.47383984,0.14616531,0.06341428,0.07018933,0.33570241,0.03034520,1.80365090,0.99274425,1.14373734
-4.88344172,3.55139923,0.15153346,0.06899593,0.06842277,0.36409535,0.03258838,1.82994270,1.01572864,1.14425775
-4.87743872,3.65665870,0.15783410,0.07530509,0.06632876,0.39747555,0.03517426,1.86978625,1.05034021,1.15410996
-4.87143572,3.79035364,0.16515304,0.08236804,0.06393964,0.43589268,0.03812285,1.92387946,1.09684069,1.17327407
-4.86543272,3.95301204,0.17356574,0.09020268,0.06129419,0.47934536,0.04145001,1.99283498,1.15537313,1.20166799
-4.85942971,4.14490546,0.18313239,0.09881636,0.05843625,0.52777072,0.04516602,2.07715000,1.22594705,1.23914546
-4.85342671,4.36599499,0.19389286,0.10820354,0.05541319,0.58103374,0.04927409,2.17717330,1.30842338,1.28549240
-4.84742371,4.61587527,0.20586193,0.11834360,0.05227428,0.63891670,0.05376895,2.29307081,1.40249969,1.34042189
-4.84142071,4.89371996,0.21902498,0.12919873,0.04906915,0.70110967,0.05863561,2.42479182,1.50769692,1.40356840
-4.83541771,5.19823222,0.23333437,0.14071225,0.04584614,0.76720269,0.06384824,2.57203765,1.62334846,1.47448160
-4.82941471,5.52760444,0.24870675,0.15280733,0.04265095,0.83668047,0.06936952,2.73423495,1.74859285,1.55262075
-4.82341171,5.87949060,0.26502158,0.16538628,0.03952537,0.90892035,0.07515017,2.91051554,1.88237110,1.63735022
-4.81740870,6.25099507,0.28212102,0.17833065,0.03650631,0.98319422,0.08112913,3.09970466,2.02342986,1.72793694
-4.81140570,6.63868035,0.29981125,0.19150210,0.03362505,1.05867473,0.08723406,3.30031892,2.17033101,1.82355035
-4.80540270,7.03859592,0.31786536,0.20474412,0.03090679,1.13444639,0.09338246,3.51057522,2.32146847,1.92326550
-4.79939970,7.44632893,0.33602779,0.21788475,0.02837046,1.20952141,0.09948327,3.72841086,2.47509232,2.02606950
-4.79339670,7.85707684,0.35402018,0.23074010,0.02602884,1.28286021,0.10543897,3.95151510,2.62934004,2.13087168
-4.78739370,8.26574029,0.37154858,0.24311873,0.02388883,1.35339616,0.11114810,4.17737134,2.78227434,2.23651725
-4.78139070,8.66703394,0.38831166,0.25482671,0.02195205,1.42006388,0.11650814,4.40330879,2.93192641,2.34180441
-4.77538769,9.05561149,0.40400974,0.26567320,0.02021553,1.48182999,0.12141867,4.62656208,3.07634326,2.44550431
-4.76938469,9.42620056,0.41835426,0.27547634,0.01867249,1.53772536,0.12578467,4.84433657,3.21363732,2.54638344
-4.76338169,9.77374216,0.43107726,0.28406930,0.01731328,1.58687741,0.12951972,5.05387702,3.34203637,2.64322760
-4.75737869,10.09352932,0.44194056,0.29130604,0.01612630,1.62854106,0.13254925,5.25253713,3.45993159,2.73486674
-4.75137569,10.38133932,0.45074424,0.29706678,0.01509890,1.66212698,0.13481330,5.43784720,3.56592174,2.82019977
-4.74537269,10.63355410,0.45733403,0.30126268,0.01421828,1.68722584,0.13626904,5.60757760,3.65885130,2.89821861
-4.73936968,10.84726411,0.46160730,0.30383975,0.01347222,1.70362713,0.13689266,5.75979559,3.73784105,2.96803053
-4.73336668,11.02035142,0.46351739,0.30478159,0.01284981,1.71133199,0.13668073,5.89291360,3.80230961,3.02887825
-4.72736368,11.15154902,0.46307617,0.30411093,0.01234199,1.71055882,0.13565076,6.00572749,3.85198490,3.08015710
-4.72136068,11.24047416,0.46035454,0.30188990,0.01194193,1.70174178,0.13384117,6.09744343,3.88690535,3.12142870
-4.71535768,11.28763472,0.45548105,0.29821892,0.01164532,1.68552168,0.13131043,6.16769307,3.90741063,3.15243091
-4.70935468,11.29440877,0.44863854,0.29323428,0.01145048,1.66272976,0.12813560,6.21653641,3.91412264,3.17308366
-4.70335168,11.26299823,0.44005900,0.28710452,0.01135833,1.63436485,0.12441015,6.24445282,3.90791774,3.18349052
-4.69734867,11.19635873,0.43001679,0.28002567,0.01137222,1.60156467,0.12024126,6.25232053,3.88989140,3.18393595
-4.69134567,11.09810808,0.41882054,0.27221564,0.01149762,1.56557235,0.11574668,6.24138556,3.86131720,3.17487815
-4.68534267,10.97241671,0.40680397,0.26390778,0.01174172,1.52769946,0.11105122,6.21322094,3.82360161,3.15693759
-4.67933967,10.82388347,0.39431590,0.25534409,0.01211288,1.48928666,0.10628305,6.16967751,3.77823667,3.13088134
-4.67333667,10.65740046,0.38170987,0.24676805,0.01262006,1.45166347,0.10156996,6.11282766,3.72675219,3.09760333
-4.66733367,10.47801087,0.36933369,0.23841749,0.01327215,1.41610841,0.09703556,6.04490326,3.67066918,3.05810093
-4.66133067,10.29076347,0.35751913,0.23051768,0.01407722,1.38381076,0.09279579,5.96822946,3.61145594,3.01344805
-4.65532766,10.10056767,0.34657222,0.22327485,0.01504188,1.35583512,0.08895558,5.88515578,3.55048798,2.96476546
-4.64932466,9.91205277,0.33676430,0.21687023,0.01617045,1.33308972,0.08560597,5.79798633,3.48901289,2.91318883
-4.64332166,9.72943508,0.32832420,0.21145499,0.01746439,1.31629942,0.08282163,5.70891079,3.42812056,2.85983532
