energy_ev,total_up,Al_p_up,Al_d_up,Cd_p_up,Cd_d_up,Te_p_up,Te_d_up
-5.18359180,0.96601274,0.33808614,0.00000000,0.64439053,0.06988065,0.28557734,0.00000000
-5.17758879,0.95152666,0.33609999,0.00000000,0.63835370,0.06854422,0.27922303,0.00000000
-5.17158579,0.93226036,0.33276824,0.00000000,0.62949603,0.06683009,0.27123877,0.00000000
-5.16558279,0.90878931,0.32826545,0.00000000,0.61816195,0.06478181,0.26181455,0.00000000
-5.15957979,0.88175843,0.32278118,0.00000000,0.60472958,0.06244863,0.25116778,0.00000000
-5.15357679,0.85185983,0.31651211,0.00000000,0.58959555,0.05988386,0.23953684,0.00000000
-5.14757379,0.81981033,0.30965425,0.00000000,0.57315985,0.05714320,0.22717463,0.00000000
-5.14157079,0.78632955,0.30239564,0.00000000,0.55581140,0.05428307,0.21434200,0.00000000
-5.13556778,0.75211993,0.29490993,0.00000000,0.53791517,0.05135903,0.20130172,0.00000000
-5.12956478,0.71784926,0.28735100,0.00000000,0.51980127,0.04842441,0.18831303,0.00000000
-5.12356178,0.68413675,0.27984917,0.00000000,0.50175669,0.04552914,0.17562707,0.00000000
-5.11755878,0.65154277,0.27250879,0.00000000,0.48401984,0.04271880,0.16348328,0.00000000
-5.11155578,0.62056264,0.26540747,0.00000000,0.46677801,0.04003401,0.15210689,0.00000000
-5.10555278,0.59162447,0.25859690,0.00000000,0.45016781,0.03751006,0.14170740,0.00000000
-5.09954977,0.56509048,0.25210498,0.00000000,0.43427821,0.03517680,0.13247804,0.00000000
-5.09354677,0.54126153,0.24593913,0.00000000,0.41915586,0.03305881,0.12459600,0.00000000
-5.08754377,0.52038405,0.24009059,0.00000000,0.40481225,0.03117569,0.11822325,0.00000000
-5.08154077,0.50265851,0.23453912,0.00000000,0.39123199,0.02954257,0.11350767,0.00000000
-5.07553777,0.48824864,0.22925810,0.00000000,0.37838170,0.02817065,0.11058429,0.00000000
-5.06953477,0.47729039,0.22421934,0.00000000,0.36621885,0.02706781,0.10957626,0.00000000
-5.06353177,0.46990001,0.21939763,0.00000000,0.35470001,0.02623921,0.11059541,0.00000000
-5.05752876,0.46618027,0.21477452,0.00000000,0.34378783,0.02568776,0.11374215,0.00000000
-5.05152576,0.46622455,0.21034123,0.00000000,0.33345667,0.02541458,0.11910445,0.00000000
-5.04552276,0.47011822,0.20610054,0.00000000,0.32369627,0.02541925,0.12675601,0.00000000
-5.03951976,0.47793731,0.20206760,0.00000000,0.31451355,0.02569999,0.13675342,0.00000000
-5.03351676,0.48974450,0.19826972,0.00000000,0.30593244,0.02625360,0.14913245,0.00000000
-5.02751376,0.50558268,0.19474510,0.00000000,0.29799186,0.02707541,0.16390368,0.00000000
-5.02151076,0.52546667,0.19154078,0.00000000,0.29074220,0.02815895,0.18104753,0.00000000
-5.01550775,0.54937361,0.18870990,0.00000000,0.28424044,0.02949570,0.20050922,0.00000000
-5.00950475,0.57723282,0.18630854,0.00000000,0.27854460,0.03107467,0.22219388,0.00000000
-5.00350175,0.60891606,0.18439232,0.00000000,0.27370766,0.03288203,0.24596215,0.00000000
-4.99749875,0.64422885,0.18301301,0.00000000,0.26977163,0.03490085,0.27162691,0.00000000
-4.99149575,0.68290372,0.18221531,0.00000000,0.26676207,0.03711077,0.29895123,0.00000000
-4.98549275,0.72459618,0.18203405,0.00000000,0.26468360,0.03948792,0.32764818,0.00000000
-4.97948974,0.76888381,0.18249191,0.00000000,0.26351648,0.04200495,0.35738261,0.00000000
-4.97348674,0.81526906,0.18359766,0.00000000,0.26321475,0.04463119,0.38777521,0.00000000
-4.96748374,0.86318568,0.18534512,0.00000000,0.26370590,0.04733301,0.41840887,0.00000000
-4.96148074,0.91200910,0.18771278,0.00000000,0.26489221,0.05007439,0.44883734,0.00000000
-4.95547774,0.96107019,0.19066397,0.00000000,0.26665359,0.05281762,0.47859613,0.00000000
-4.94947474,1.00967215,0.19414762,0.00000000,0.26885198,0.05552411,0.50721514,0.00000000
-4.94347174,1.05710986,0.19809947,0.00000000,0.27133680,0.05815538,0.53423282,0.00000000
-4.93746873,1.10269084,0.20244366,0.00000000,0.27395150,0.06067407,0.55921122,0.00000000
-4.93146573,1.14575703,0.20709453,0.00000000,0.27654052,0.06304499,0.58175140,0.00000000
-4.92546273,1.18570639,0.21195862,0.00000000,0.27895668,0.06523617,0.60150841,0.00000000
-4.91945973,1.22201340,0.21693677,0.00000000,0.28106835,0.06721984,0.61820536,0.00000000
-4.91345673,1.25424757,0.22192617,0.00000000,0.28276622,0.06897327,0.63164568,0.00000000
-4.90745373,1.28208914,0.22682238,0.00000000,0.28396930,0.07047955,0.64172318,0.00000000
-4.90145073,1.30534130,0.23152138,0.00000000,0.28462991,0.07172814,0.64842925,0.00000000
-4.89544772,1.32393836,0.23592142,0.00000000,0.28473747,0.07271522,0.65185679,0.00000000
-4.88944472,1.33794963,0.23992485,0.00000000,0.28432082,0.07344387,0.65220065,0.00000000
-4.88344172,1.34757868,0.24343990,0.00000000,0.28344914,0.07392401,0.64975440,0.00000000
-4.87743872,1.35315810,0.24638239,0.00000000,0.28223132,0.07417217,0.64490349,0.00000000
-4.87143572,1.35513995,0.24867731,0.00000000,0.28081386,0.07421096,0.63811491,0.00000000
-4.86543272,1.35408211,0.25026046,0.00000000,0.27937731,0.07406850,0.62992380,0.00000000
-4.85942971,1.35063104,0.25107990,0.00000000,0.27813140,0.07377753,0.62091723,0.00000000
-4.85342671,1.34550156,0.25109734,0.00000000,0.27730911,0.07337447,0.61171600,0.00000000
-4.84742371,1.33945420,0.25028929,0.00000000,0.27715962,0.07289839,0.60295481,0.00000000
-4.84142071,1.33327079,0.24864810,0.00000000,0.27794060,0.07238980,0.59526161,0.00000000
-4.83541771,1.32772917,0.24618261,0.00000000,0.27990986,0.07188945,0.58923691,0.00000000
-4.82941471,1.32357762,0.24291846,0.00000000,0.28331675,0.07143712,0.58543355,0.00000000
-4.82341171,1.32150984,0.23889806,0.00000000,0.28839346,0.07107037,0.58433787,0.00000000
-4.81740870,1.32214132,0.23418005,0.00000000,0.29534644,0.07082339,0.58635269,0.00000000
-4.81140570,1.32598781,0.22883830,0.00000000,0.30434836,0.07072592,0.59178293,0.00000000
-4.80540270,1.33344656,0.22296049,0.00000000,0.31553073,0.07080221,0.60082415,0.00000000
-4.79939970,1.34478115,0.21664617,0.00000000,0.32897744,0.07107027,0.61355454,0.00000000
-4.79339670,1.36011049,0.21000454,0.00000000,0.34471962,0.07154118,0.62993070,0.00000000
-4.78739370,1.37940245,0.20315187,0.00000000,0.36273184,0.07221867,0.64978736,0.00000000
-4.78139070,1.40247265,0.19620874,0.00000000,0.38293008,0.07309892,0.67284103,0.00000000
-4.77538769,1.42898845,0.18929720,0.00000000,0.40517145,0.07417063,0.69869774,0.00000000
-4.76938469,1.45847846,0.18253800,0.00000000,0.42925588,0.07541532,0.72686442,0.00000000
-4.76338169,1.49034717,0.17604788,0.00000000,0.45492976,0.07680799,0.75676372,0.00000000
-4.75737869,1.52389448,0.16993725,0.00000000,0.48189158,0.07831789,0.78775179,0.00000000
-4.75137569,1.55833935,0.16430804,0.00000000,0.50979934,0.07990970,0.81913843,0.00000000
-4.74537269,1.59284692,0.15925211,0.00000000,0.53827961,0.08154474,0.85020882,0.00000000
-4.73936968,1.62655791,0.15484992,0.00000000,0.56693790,0.08318248,0.88024620,0.00000000
-4.73336668,1.65861911,0.15116974,0.00000000,0.59536994,0.08478204,0.90855454,0.00000000
-4.72736368,1.68821379,0.14826714,0.00000000,0.62317357,0.08630375,0.93448040,0.00000000
-4.72136068,1.71459056,0.14618487,0.00000000,0.64996053,0.08771074,0.95743315,0.00000000
-4.71535768,1.73708949,0.14495298,0.00000000,0.67536782,0.08897030,0.97690274,0.00000000
-4.70935468,1.75516425,0.14458908,0.00000000,0.69906816,0.09005517,0.99247442,0.00000000
-4.70335168,1.76839935,0.14509875,0.00000000,0.72077886,0.09094454,1.00383975,0.00000000
-4.69734867,1.77652169,0.14647589,0.00000000,0.74026900,0.09162478,1.01080362,0.00000000
-4.69134567,1.77940599,0.14870310,0.00000000,0.75736441,0.09208984,1.01328709,0.00000000
-4.68534267,1.77707406,0.15175197,0.00000000,0.77195033,0.09234136,1.01132591,0.00000000
-4.67933967,1.76968791,0.15558323,0.00000000,0.78397168,0.09238836,1.00506510,0.00000000
-4.67333667,1.75753747,0.16014694,0.00000000,0.79343098,0.09224671,0.99474978,0.00000000
-4.66733367,1.74102354,0.16538252,0.00000000,0.80038410,0.09193821,0.98071289,0.00000000
-4.66133067,1.72063706,0.17121892,0.00000000,0.80493414,0.09148951,0.96336041,0.00000000
-4.65532766,1.69693580,0.17757484,0.00000000,0.80722374,0.09093080,0.94315475,0.00000000
-4.64932466,1.67051986,0.18435917,0.00000000,0.80742647,0.09029442,0.92059720,0.00000000
-4.64332166,1.64200702,0.19147163,0.00000000,0.80573752,0.08961341,0.89621009,0.00000000
-4.63731866,1.61200933,0.19880383,0.00000000,0.80236438,0.08892005,0.87051955,0.00000000
-4.63131566,1.58111178,0.20624058,0.00000000,0.79751783,0.08824458,0.84403933,0.00000000
-4.62531266,1.54985402,0.21366168,0.00000000,0.79140384,0.08761399,0.81725639,0.00000000
-4.61930965,1.51871571,0.22094405,0.00000000,0.78421645,0.08705100,0.79061867,0.00000000
-4.61330665,1.48810572,0.22796412,0.00000000,0.77613216,0.08657334,0.76452521,0.00000000
-4.60730365,1.45835554,0.23460058,0.00000000,0.76730575,0.08619322,0.73931894,0.00000000
-4.60130065,1.42971650,0.24073715,0.00000000,0.75786771,0.08591704,0.71528201,0.00000000
-4.59529765,1.40236062,0.24626547,0.00000000,0.74792320,0.08574543,0.69263365,0.00000000
-4.58929465,1.37638460,0.25108781,0.00000000,0.73755236,0.08567343,0.67153027,0.00000000
-4.58329165,1.35181625,0.25511958,0.00000000,0.72681184,0.08569093,0.65206764,0.00000000
-4.57728864,1.32862271,0.25829138,0.00000000,0.71573728,0.08578326,0.63428467,0.00000000
-4.57128564,1.30671984,0.26055072,0.00000000,0.70434642,0.08593189,0.61816853,0.00000000
-4.56528264,1.28598204,0.26186297,0.00000000,0.69264262,0.08611526,0.60366067,0.00000000
-4.55927964,1.26625198,0.26221183,0.00000000,0.68061853,0.08630962,0.59066343,0.00000000
-4.55327664,1.24734969,0.26159909,0.00000000,0.66825961,0.08648990,0.57904692,0.00000000
-4.54727364,1.22908076,0.26004379,0.00000000,0.65554736,0.08663050,0.56865583,0.00000000
-4.54127064,1.21124329,0.25758073,0.00000000,0.64246214,0.08670611,0.55931599,0.00000000
-4.53526763,1.19363356,0.25425858,0.00000000,0.62898541,0.08669235,0.55084052,0.00000000
-4.52926463,1.17605047,0.25013754,0.00000000,0.61510140,0.08656640,0.54303542,0.00000000
-4.52326163,1.15829876,0.24528671,0.00000000,0.60079829,0.08630748,0.53570454,0.00000000
-4.51725863,1.14019128,0.23978139,0.00000000,0.58606883,0.08589719,0.52865393,0.00000000
-4.51125563,1.12155056,0.23370035,0.00000000,0.57091052,0.08531984,0.52169561,0.00000000
-4.50525263,1.10220987,0.22712325,0.00000000,0.55532556,0.08456260,0.51465070,0.00000000
-4.49924962,1.08201412,0.22012829,0.00000000,0.53932056,0.08361559,0.50735218,0.00000000
-4.49324662,1.06082081,0.21279019,0.00000000,0.52290614,0.08247191,0.49964711,0.00000000
-4.48724362,1.03850116,0.20517865,0.00000000,0.50609657,0.08112763,0.49139859,0.00000000
-4.48124062,1.01494167,0.19735718,0.00000000,0.48890955,0.07958172,0.48248737,0.00000000
-4.47523762,0.99004602,0.18938244,0.00000000,0.47136605,0.07783590,0.47281329,0.00000000
-4.46923462,0.96373744,0.18130399,0.00000000,0.45349045,0.07589461,0.46229646,0.00000000
-4.46323162,0.93596131,0.17316454,0.00000000,0.43531074,0.07376482,0.45087823,0.00000000
-4.45722861,0.90668796,0.16500040,0.00000000,0.41685895,0.07145594,0.43852194,0.00000000
-4.45122561,0.87591542,0.15684232,0.00000000,0.39817169,0.06897967,0.42521345,0.00000000
-4.44522261,0.84367185,0.14871646,0.00000000,0.37929065,0.06634985,0.41096131,0.00000000
-4.43921961,0.81001747,0.14064550,0.00000000,0.36026315,0.06358230,0.39579657,0.00000000
-4.43321661,0.77504576,0.13264966,0.00000000,0.34114246,0.06069467,0.37977218,0.00000000
-4.42721361,0.73888364,0.12474779,0.00000000,0.32198801,0.05770619,0.36296195,0.00000000
-4.42121061,0.70169060,0.11695821,0.00000000,0.30286529,0.05463746,0.34545900,0.00000000
-4.41520760,0.66365662,0.10929939,0.00000000,0.28384541,0.05151019,0.32737367,0.00000000
-4.40920460,0.62499891,0.10179048,0.00000000,0.26500436,0.04834684,0.30883101,0.00000000
-4.40320160,0.58595750,0.09445146,0.00000000,0.24642197,0.04517034,0.28996782,0.00000000
-4.39719860,0.54678980,0.08730324,0.00000000,0.22818045,0.04200366,0.27092932,0.00000000
-4.39119560,0.50776444,0.08036737,0.00000000,0.21036280,0.03886946,0.25186555,0.00000000
-4.38519260,0.46915450,0.07366572,0.00000000,0.19305097,0.03578966,0.23292767,0.00000000
-4.37918959,0.43123049,0.06721988,0.00000000,0.17632393,0.03278503,0.21426425,0.00000000
-4.37318659,0.39425349,0.06105059,0.00000000,0.16025577,0.02987484,0.19601762,0.00000000
-4.36718359,0.35846853,0.05517707,0.00000000,0.14491383,0.02707651,0.17832064,0.00000000
-4.36118059,0.32409868,0.04961639,0.00000000,0.13035710,0.02440529,0.16129370,0.00000000
-4.35517759,0.29134003,0.04438283,0.00000000,0.11663485,0.02187404,0.14504234,0.00000000
-4.34917459,0.26035777,0.03948745,0.00000000,0.10378561,0.01949305,0.12965538,0.00000000
-4.34317159,0.23128342,0.03493766,0.00000000,0.09183651,0.01726997,0.11520371,0.00000000
-4.33716858,0.20421341,0.03073704,0.00000000,0.08080309,0.01520977,0.10173975,0.00000000
-4.33116558,0.17920890,0.02688524,0.00000000,0.07068952,0.01331481,0.08929747,0.00000000
-4.32516258,0.15629680,0.02337806,0.00000000,0.06148917,0.01158497,0.07789311,0.00000000
-4.31915958,0.13547192,0.02020770,0.00000000,0.05318564,0.01001786,0.06752641,0.00000000
-4.31315658,0.11670003,0.01736303,0.00000000,0.04575405,0.00860905,0.05818225,0.00000000
-4.30715358,0.09992169,0.01483013,0.00000000,0.03916271,0.00735236,0.04983272,0.00000000
