energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Na_s_up,Se_s_up,Se_p_up
-5.66383192,2.89563769,0.01402538,0.11514729,0.37595218,1.95340369,0.17312829,0.00251814,0.90977774
-5.65782891,2.85421971,0.01462039,0.11291116,0.36724551,1.93378719,0.17031834,0.00246402,0.88798999
-5.65182591,2.81013060,0.01523888,0.11073553,0.35847552,1.91248799,0.16850520,0.00241925,0.86494966
-5.64582291,2.76424628,0.01588338,0.10868055,0.34979608,1.88998730,0.16770791,0.00238311,0.84105970
-5.63981991,2.71743409,0.01655667,0.10681118,0.34136127,1.86674105,0.16793396,0.00235530,0.81672771
-5.63381691,2.67052540,0.01726142,0.10519637,0.33332050,1.84316402,0.16917730,0.00233590,0.79235376
-5.62781391,2.62429173,0.01799994,0.10390811,0.32581386,1.81961723,0.17141632,0.00232537,0.76831907
-5.62181091,2.57942524,0.01877383,0.10302039,0.31896782,1.79639927,0.17461207,0.00232454,0.74497631
-5.61580790,2.53652466,0.01958369,0.10260810,0.31289147,1.77374194,0.17870676,0.00233458,0.72264163
-5.60980490,2.49608720,0.02042882,0.10274581,0.30767358,1.75181036,0.18362272,0.00235700,0.70158911
-5.60380190,2.45850650,0.02130704,0.10350650,0.30338052,1.73070740,0.18926201,0.00239361,0.68204746
-5.59779890,2.42407655,0.02221452,0.10496027,0.30005519,1.71048201,0.19550674,0.00244653,0.66419935
-5.59179590,2.39300106,0.02314574,0.10717305,0.29771702,1.69114076,0.20222021,0.00251811,0.64818295
-5.58579290,2.36540729,0.02409353,0.11020531,0.29636306,1.67266168,0.20924896,0.00261100,0.63409578
-5.57978989,2.34136333,0.02504920,0.11411087,0.29597000,1.65500948,0.21642566,0.00272804,0.62200022
-5.57378689,2.32089735,0.02600283,0.11893576,0.29649714,1.63815090,0.22357281,0.00287229,0.61193037
-5.56778389,2.30401727,0.02694355,0.12471724,0.29788999,1.62206913,0.23050728,0.00304697,0.60389975
-5.56178089,2.29072955,0.02785993,0.13148288,0.30008446,1.60677616,0.23704523,0.00325546,0.59790919
-5.55577789,2.28105533,0.02874047,0.13924982,0.30301112,1.59232220,0.24300753,0.00350117,0.59395424
-5.54977489,2.27504281,0.02957400,0.14802404,0.30659955,1.57880133,0.24822526,0.00378756,0.59203181
-5.54377189,2.27277467,0.03035016,0.15779987,0.31078230,1.56635292,0.25254508,0.00411800,0.59214519
-5.53776888,2.27436995,0.03105981,0.16855942,0.31549824,1.55515851,0.25583421,0.00449568,0.59430732
-5.53176588,2.27997977,0.03169533,0.18027215,0.32069518,1.54543433,0.25798475,0.00492349,0.59854183
-5.52576288,2.28977712,0.03225094,0.19289443,0.32633138,1.53741969,0.25891724,0.00540392,0.60488182
-5.51975988,2.30394115,0.03272278,0.20636912,0.33237606,1.53136195,0.25858306,0.00593883,0.61336631
-5.51375688,2.32263663,0.03310901,0.22062517,0.33880873,1.52749885,0.25696576,0.00652938,0.62403458
-5.50775388,2.34599007,0.03340969,0.23557724,0.34561742,1.52603933,0.25408118,0.00717582,0.63691863
-5.50175088,2.37406371,0.03362663,0.25112538,0.35279598,1.52714396,0.24997634,0.00787734,0.65203431
-5.49574787,2.40682933,0.03376308,0.26715484,0.36034053,1.53090620,0.24472725,0.00863195,0.66937169
-5.48974487,2.44414353,0.03382339,0.28353606,0.36824546,1.53733572,0.23843569,0.00943636,0.68888526
-5.48374187,2.48572641,0.03381265,0.30012491,0.37649924,1.54634484,0.23122529,0.01028588,0.71048470
-5.47773887,2.53114532,0.03373623,0.31676330,0.38508036,1.55773916,0.22323695,0.01117444,0.73402703
-5.47173587,2.57980517,0.03359942,0.33328029,0.39395369,1.57121292,0.21462402,0.01209456,0.75931068
-5.46573287,2.63094654,0.03340706,0.34949360,0.40306779,1.58634987,0.20554740,0.01303748,0.78607220
-5.45972986,2.68365235,0.03316325,0.36521190,0.41235322,1.60262957,0.19617079,0.01399326,0.81398601
-5.45372686,2.73686341,0.03287116,0.38023757,0.42172223,1.61943922,0.18665648,0.01495106,0.84266760
-5.44772386,2.78940275,0.03253291,0.39437027,0.43106990,1.63609064,0.17716152,0.01589933,0.87168017
-5.44172086,2.84000801,0.03214959,0.40741095,0.44027685,1.65184160,0.16783480,0.01682623,0.90054484
-5.43571786,2.88737073,0.03172135,0.41916656,0.44921335,1.66592082,0.15881474,0.01771997,0.92875393
-5.42971486,2.93018108,0.03124760,0.42945504,0.45774487,1.67755530,0.15022790,0.01856922,0.95578707
-5.42371186,2.96717583,0.03072728,0.43811061,0.46573858,1.68599905,0.14218825,0.01936354,0.98112919
-5.41770885,2.99718762,0.03015918,0.44498909,0.47307064,1.69056161,0.13479712,0.02009383,1.00428986
-5.41170585,3.01919297,0.02954227,0.44997301,0.47963385,1.69063527,0.12814370,0.02075271,1.02482281
-5.40570285,3.03235661,0.02887608,0.45297622,0.48534510,1.68571959,0.12230585,0.02133490,1.04234475
-5.39969985,3.03607002,0.02816099,0.45394791,0.49015235,1.67544216,0.11735114,0.02183747,1.05655256
-5.39369685,3.02998190,0.02739851,0.45287557,0.49404045,1.65957456,0.11333792,0.02226013,1.06723766
-5.38769385,3.01401897,0.02659151,0.44978690,0.49703561,1.63804285,0.11031618,0.02260528,1.07429702
-5.38169085,2.98839587,0.02574428,0.44475038,0.49920802,1.61093199,0.10832818,0.02287806,1.07773995
-5.37568784,2.95361335,0.02486261,0.43787445,0.50067236,1.57848419,0.10740870,0.02308622,1.07769018
-5.36968484,2.91044463,0.02395370,0.42930526,0.50158617,1.54109100,0.10758481,0.02323995,1.07438316
-5.36368184,2.85991045,0.02302597,0.41922303,0.50214589,1.49927986,0.10887520,0.02335149,1.06815842
-5.35767884,2.80324374,0.02208891,0.40783706,0.50258073,1.45369540,0.11128904,0.02343479,1.05944733
-5.35167584,2.74184548,0.02115269,0.39537976,0.50314463,1.40507671,0.11482451,0.02350493,1.04875684
-5.34567284,2.67723385,0.02022789,0.38209965,0.50410646,1.35423132,0.11946704,0.02357760,1.03664988
-5.33966983,2.61098889,0.01932512,0.36825389,0.50573918,1.30200733,0.12518743,0.02366852,1.02372331
-5.33366683,2.54469530,0.01845465,0.35410047,0.50830811,1.24926480,0.13194005,0.02379274,1.01058455
-5.32766383,2.47988603,0.01762612,0.33989054,0.51205924,1.19684766,0.13966115,0.02396416,0.99782800
-5.32166083,2.41798922,0.01684821,0.32586103,0.51720783,1.14555746,0.14826770,0.02419489,0.98601235
-5.31565783,2.36028091,0.01612841,0.31222811,0.52392817,1.09612981,0.15765658,0.02449479,0.97563986
-5.30965483,2.30784557,0.01547287,0.29918151,0.53234484,1.04921466,0.16770464,0.02487110,0.96713871
-5.30365183,2.26154608,0.01488632,0.28688016,0.54252606,1.00536091,0.17826934,0.02532817,0.96084900
-5.29764882,2.22200436,0.01437202,0.27544911,0.55447951,0.96500589,0.18919035,0.02586724,0.95701325
-5.29164582,2.18959313,0.01393185,0.26497799,0.56815083,0.92846997,0.20029197,0.02648650,0.95577159
-5.28564282,2.16443890,0.01356638,0.25552092,0.58342503,0.89595609,0.21138632,0.02718114,0.95716191
-5.27963982,2.14643556,0.01327508,0.24709782,0.60013068,0.86755404,0.22227732,0.02794363,0.96112457
-5.27363682,2.13526743,0.01305651,0.23969715,0.61804686,0.84324889,0.23276525,0.02876403,0.96751163
-5.26763382,2.13044032,0.01290852,0.23327963,0.63691247,0.82293300,0.24265175,0.02963050,0.97609966
-5.26163082,2.13131856,0.01282847,0.22778295,0.65643745,0.80642056,0.25174508,0.03052976,0.98660547
-5.25562781,2.13716590,0.01281346,0.22312712,0.67631545,0.79346400,0.25986543,0.03144769,0.99870388
-5.24962481,2.14718790,0.01286045,0.21922010,0.69623720,0.78377111,0.26684995,0.03236996,1.01204633
-5.24362181,2.16057355,0.01296646,0.21596352,0.71590390,0.77702207,0.27255749,0.03328253,1.02627940
-5.23761881,2.17653384,0.01312856,0.21325816,0.73504000,0.77288543,0.27687257,0.03417225,1.04106217
-5.23161581,2.19433544,0.01334399,0.21100889,0.75340446,0.77103238,0.27970865,0.03502732,1.05608148
-5.22561281,2.21332772,0.01361004,0.20912889,0.77080010,0.77114865,0.28101042,0.03583763,1.07106428
-5.21960980,2.23296211,0.01392402,0.20754293,0.78708025,0.77294366,0.28075494,0.03659504,1.08578644
-5.21360680,2.25280287,0.01428313,0.20618965,0.80215244,0.77615663,0.27895186,0.03729352,1.10007773
-5.20760380,2.27252931,0.01468426,0.20502262,0.81597884,0.78055964,0.27564236,0.03792916,1.11382264
-5.20160080,2.29192963,0.01512389,0.20401037,0.82857336,0.78595784,0.27089719,0.03850004,1.12695727
-5.19559780,2.31088731,0.01559782,0.20313530,0.83999559,0.79218707,0.26481367,0.03900598,1.13946260
-5.18959480,2.32936125,0.01610108,0.20239166,0.85034183,0.79910941,0.25751196,0.03944821,1.15135464
-5.18359180,2.34736141,0.01662776,0.20178276,0.85973389,0.80660716,0.24913071,0.03982899,1.16267234
-5.17758879,2.36492163,0.01717092,0.20131753,0.86830607,0.81457611,0.23982228,0.04015108,1.17346403
-5.17158579,2.38207199,0.01772255,0.20100684,0.87619136,0.82291849,0.22974781,0.04041727,1.18377337
-5.16558279,2.39881237,0.01827359,0.20085968,0.88350760,0.83153654,0.21907223,0.04062996,1.19362602
-5.15957979,2.41508952,0.01881403,0.20087954,0.89034452,0.84032713,0.20795954,0.04079066,1.20301770
-5.15357679,2.43077906,0.01933306,0.20106116,0.89675248,0.84917803,0.19656853,0.04089970,1.21190477
-5.14757379,2.44567397,0.01981932,0.20138796,0.90273375,0.85796610,0.18504890,0.04095592,1.22019795
-5.14157079,2.45948034,0.02026112,0.20183021,0.90823687,0.86655771,0.17353820,0.04095659,1.22775968
-5.13556778,2.47182093,0.02064684,0.20234423,0.91315467,0.87481134,0.16215937,0.04089735,1.23440542
-5.12956478,2.48224640,0.02096524,0.20287241,0.91732593,0.88258228,0.15101915,0.04077236,1.23990889
-5.12356178,2.49025358,0.02120585,0.20334442,0.92054095,0.88972902,0.14020714,0.04057453,1.24401105
-5.11755878,2.49530972,0.02135932,0.20367918,0.92255063,0.89612101,0.12979566,0.04029589,1.24643227
-5.11155578,2.49688113,0.02141783,0.20378776,0.92307852,0.90164703,0.11984025,0.03992803,1.24688692
-5.10555278,2.49446448,0.02137535,0.20357692,0.92183536,0.90622365,0.11038063,0.03946257,1.24509962
-5.09954977,2.48761861,0.02122792,0.20295307,0.91853511,0.90980303,0.10144228,0.03889177,1.24082201
-5.09354677,2.47599479,0.02097389,0.20182653,0.91291160,0.91237935,0.09303816,0.03820901,1.23384903
-5.08754377,2.45936342,0.02061401,0.20011569,0.90473487,0.91399329,0.08517077,0.03740933,1.22403372
-5.08154077,2.43763533,0.02015152,0.19775099,0.89382614,0.91473400,0.07783428,0.03648986,1.21129947
-5.07553777,2.41087618,0.01959212,0.19467846,0.88007071,0.91473830,0.07101664,0.03545016,1.19564902
-5.06953477,2.37931290,0.01894389,0.19086249,0.86342786,0.91418678,0.06470161,0.03429252,1.17716960
-5.06353177,2.34333166,0.01821712,0.18628796,0.84393737,0.91329694,0.05887069,0.03302201,1.15603385
-5.05752876,2.30346731,0.01742410,0.18096138,0.82172219,0.91231351,0.05350479,0.03164653,1.13249640
-5.05152576,2.26038483,0.01657888,0.17491109,0.79698733,0.91149642,0.04858572,0.03017663,1.10688642
-5.04552276,2.21485387,0.01569696,0.16818664,0.77001489,0.91110697,0.04409742,0.02862529,1.07959644
-5.03951976,2.16771783,0.01479501,0.16085719,0.74115573,0.91139297,0.04002696,0.02700754,1.05106820
-5.03351676,2.11985923,0.01389056,0.15300924,0.71081829,0.91257373,0.03636537,0.02534002,1.02177636
-5.02751376,2.07216351,0.01300166,0.14474374,0.67945511,0.91482563,0.03310819,0.02364050,0.99221098
-5.02151076,2.02548331,0.01214670,0.13617274,0.64754809,0.91826932,0.03025591,0.02192733,0.96285982
-5.01550775,1.98060526,0.01134405,0.12741578,0.61559297,0.92295935,0.02781427,0.02021890,0.93419151
-5.00950475,1.93822118,0.01061193,0.11859628,0.58408413,0.92887679,0.02579438,0.01853314,0.90664032
-5.00350175,1.89890523,0.00996817,0.10983790,0.55350027,0.93592555,0.02421281,0.01688706,0.88059349
-4.99749875,1.86309821,0.00943005,0.10126125,0.52429169,0.94393265,0.02309154,0.01529630,0.85638163
-4.99149575,1.83109953,0.00901418,0.09298097,0.49686959,0.95265260,0.02245786,0.01377486,0.83427256
-4.98549275,1.80306725,0.00873632,0.08510318,0.47159780,0.96177567,0.02234412,0.01233480,0.81446863
-4.97948974,1.77902561,0.00861129,0.07772358,0.44878699,0.97093989,0.02278743,0.01098612,0.79710764
-4.97348674,1.75887950,0.00865279,0.07092600,0.42869143,0.97974599,0.02382923,0.00973668,0.78226672
-4.96748374,1.74243441,0.00887320,0.06478151,0.41150811,0.98777472,0.02551466,0.00859223,0.76996900
-4.96148074,1.72942044,0.00928344,0.05934804,0.39737780,0.99460551,0.02789187,0.00755649,0.76019203
-4.95547774,1.71951868,0.00989264,0.05467038,0.38638782,0.99983566,0.03101101,0.00663128,0.75287755
-4.94947474,1.71238803,0.01070793,0.05078055,0.37857596,1.00309880,0.03492314,0.00581677,0.74794155
-4.94347174,1.70769063,0.01173403,0.04769847,0.37393500,1.00408198,0.03967886,0.00511166,0.74528397
-4.93746873,1.70511442,0.01297297,0.04543271,0.37241753,1.00254017,0.04532674,0.00451343,0.74479727
-4.93146573,1.70439131,0.01442366,0.04398139,0.37394054,0.99830764,0.05191154,0.00401860,0.74637337
-4.92546273,1.70530984,0.01608154,0.04333310,0.37838944,0.99130554,0.05947230,0.00362297,0.74990845
-4.91945973,1.70772196,0.01793824,0.04346776,0.38562145,0.98154533,0.06804022,0.00332183,0.75530537
-4.91345673,1.71154336,0.01998126,0.04435736,0.39546797,0.96912797,0.07763653,0.00311014,0.76247372
-4.90745373,1.71674793,0.02219377,0.04596672,0.40773625,0.95423896,0.08827025,0.00298271,0.77132767
-4.90145073,1.72335664,0.02455447,0.04825397,0.42221029,0.93713947,0.09993604,0.00293430,0.78178174
-4.89544772,1.73142207,0.02703764,0.05117108,0.43865116,0.91815427,0.11261222,0.00295972,0.79374530
-4.88944472,1.74100983,0.02961327,0.05466429,0.45679712,0.89765692,0.12625886,0.00305391,0.80711599
-4.88344172,1.75217813,0.03224744,0.05867448,0.47636389,0.87605325,0.14081635,0.00321191,0.82177307
-4.87743872,1.76495724,0.03490275,0.06313756,0.49704516,0.85376387,0.15620420,0.00342894,0.83757109
-4.87143572,1.77933033,0.03753908,0.06798495,0.51851397,0.83120665,0.17232040,0.00370030,0.85433469
-4.86543272,1.79521696,0.04011438,0.07314414,0.54042499,0.80878007,0.18904126,0.00402142,0.87185495
-4.85942971,1.81246060,0.04258566,0.07853936,0.56241798,0.78684821,0.20622192,0.00438780,0.88988789
-4.85342671,1.83082094,0.04491009,0.08409244,0.58412248,0.76572804,0.22369742,0.00479497,0.90815529
-4.84742371,1.84997177,0.04704615,0.08972381,0.60516385,0.74567947,0.24128448,0.00523849,0.92634801
-4.84142071,1.86950447,0.04895484,0.09535366,0.62517039,0.72689870,0.25878399,0.00571391,0.94413180
-4.83541771,1.88893722,0.05060082,0.10090328,0.64378144,0.70951471,0.27598407,0.00621680,0.96115540
-4.82941471,1.90772918,0.05195352,0.10629646,0.66065617,0.69358924,0.29266385,0.00674274,0.97706056
-4.82341171,1.92529924,0.05298813,0.11146104,0.67548270,0.67911973,0.30859767,0.00728737,0.99149346
-4.81740870,1.94104799,0.05368643,0.11633038,0.68798709,0.66604510,0.32355986,0.00784641,1.00411712
-4.81140570,1.95438187,0.05403733,0.12084489,0.69794191,0.65425380,0.33732975,0.00841575,1.01462387
-4.80540270,1.96473826,0.05403737,0.12495342,0.70517380,0.64359365,0.34969696,0.00899147,1.02274759
-4.79939970,1.97160996,0.05369076,0.12861446,0.70956985,0.63388275,0.36046665,0.00956992,1.02827472
-4.79339670,1.97456799,0.05300931,0.13179718,0.71108223,0.62492096,0.36946472,0.01014780,1.03105369
-4.78739370,1.97328137,0.05201206,0.13448212,0.70973106,0.61650126,0.37654265,0.01072219,1.03100226
-4.78139070,1.96753297,0.05072469,0.13666163,0.70560511,0.60842050,0.38158191,0.01129058,1.02811217
-4.77538769,1.95723063,0.04917868,0.13833989,0.69886046,0.60048891,0.38449765,0.01185095,1.02245113
-4.76938469,1.94241301,0.04741040,0.13953268,0.68971690,0.59253821,0.38524163,0.01240170,1.01416180
-4.76338169,1.92324988,0.04545995,0.14026664,0.67845238,0.58442777,0.38380424,0.01294170,1.00345788
-4.75737869,1.90003700,0.04337002,0.14057829,0.66539558,0.57604892,0.38021538,0.01347019,0.99061748
-4.75137569,1.87318572,0.04118462,0.14051268,0.65091683,0.56732710,0.37454430,0.01398677,0.97597400
-4.74537269,1.84320790,0.03894787,0.14012182,0.63541775,0.55822207,0.36689830,0.01449128,0.95990491
-4.73936968,1.81069691,0.03670285,0.13946280,0.61931987,0.54872639,0.35742026,0.01498372,0.94281894
-4.73336668,1.77630550,0.03449048,0.13859584,0.60305273,0.53886216,0.34628516,0.01546415,0.92514212
-4.72736368,1.74072158,0.03234856,0.13758226,0.58704173,0.52867657,0.33369560,0.01593255,0.90730333
-4.72136068,1.70464300,0.03031092,0.13648237,0.57169603,0.51823649,0.31987655,0.01638875,0.88971986
-4.71535768,1.66875227,0.02840674,0.13535352,0.55739716,0.50762248,0.30506944,0.01683227,0.87278349
-4.70935468,1.63369239,0.02666002,0.13424822,0.54448829,0.49692258,0.28952583,0.01726229,0.85684766
-4.70335168,1.60004456,0.02508927,0.13321252,0.53326475,0.48622625,0.27350095,0.01767755,0.84221616
-4.69734867,1.56830875,0.02370728,0.13228456,0.52396593,0.47561871,0.25724711,0.01807628,0.82913365
-4.69134567,1.53888765,0.02252112,0.13149353,0.51676879,0.46517600,0.24100754,0.01845625,0.81777842
-4.68534267,1.51207465,0.02153228,0.13085887,0.51178322,0.45496093,0.22501060,0.01881468,0.80825743
-4.67933967,1.48804602,0.02073692,0.13038988,0.50904924,0.44502005,0.20946460,0.01914836,0.80060394
-4.67333667,1.46685763,0.02012628,0.13008562,0.50853636,0.43538173,0.19455354,0.01945367,0.79477760
-4.66733367,1.44844612,0.01968717,0.12993524,0.51014481,0.42605538,0.18043366,0.01972665,0.79066700
-4.66133067,1.43263425,0.01940255,0.12991859,0.51370894,0.41703162,0.16723108,0.01996313,0.78809461
-4.65532766,1.41914038,0.01925224,0.13000714,0.51900250,0.40828361,0.15504039,0.02015884,0.78682386
-4.64932466,1.40759141,0.01921359,0.13016518,0.52574582,0.39976906,0.14392438,0.02030955,0.78656804
-4.64332166,1.39753877,0.01926227,0.13035132,0.53361453,0.39143303,0.13391463,0.02041117,0.78700090
-4.63731866,1.38847682,0.01937299,0.13051999,0.54224987,0.38321123,0.12501315,0.02045994,0.78776840
-4.63131566,1.37986301,0.01952034,0.13062333,0.55127003,0.37503363,0.11719472,0.02045252,0.78850133
-4.62531266,1.37113906,0.01967945,0.13061289,0.56028232,0.36682827,0.11040997,0.02038616,0.78882843
-4.61930965,1.36175247,0.01982674,0.13044159,0.56889582,0.35852507,0.10458898,0.02025877,0.78838947
-4.61330665,1.35117749,0.01994052,0.13006541,0.57673404,0.35005946,0.09964524,0.02006906,0.78684797
-4.60730365,1.33893505,0.02000157,0.12944520,0.58344714,0.34137570,0.09547986,0.01981661,0.78390302
-4.60130065,1.32461071,0.01999355,0.12854813,0.58872340,0.33242979,0.09198581,0.01950195,0.77929995
-4.59529765,1.30787020,0.01990337,0.12734908,0.59229930,0.32319187,0.08905214,0.01912656,0.77283931
-4.58929465,1.28847186,0.01972142,0.12583167,0.59396805,0.31364798,0.08656789,0.01869294,0.76438390
-4.58329165,1.26627557,0.01944167,0.12398900,0.59358599,0.30380120,0.08442573,0.01820457,0.75386360
-4.57728864,1.24124776,0.01906166,0.12182409,0.59107675,0.29367205,0.08252513,0.01766587,0.74127772
-4.57128564,1.21346243,0.01858235,0.11934988,0.58643291,0.28329823,0.08077497,0.01708216,0.72669481
-4.56528264,1.18309795,0.01800791,0.11658891,0.57971496,0.27273361,0.07909567,0.01645956,0.71024982
-4.55927964,1.15042976,0.01734537,0.11357262,0.57104772,0.26204667,0.07742059,0.01580487,0.69213888
-4.55327664,1.11581946,0.01660422,0.11034023,0.56061435,0.25131825,0.07569689,0.01512542,0.67261156
-4.54727364,1.07970035,0.01579596,0.10693740,0.54864793,0.24063886,0.07388571,0.01442894,0.65196125
-4.54127064,1.04256036,0.01493358,0.10341452,0.53542134,0.23010560,0.07196190,0.01372338,0.63051378
-4.53526763,1.00492289,0.01403107,0.09982491,0.52123553,0.21981884,0.06991311,0.01301670,0.60861487
-4.52926463,0.96732646,0.01310294,0.09622279,0.50640695,0.20987878,0.06773854,0.01231672,0.58661689
-4.52326163,0.93030411,0.01216373,0.09266123,0.49125452,0.20038214,0.06544727,0.01163094,0.56486557
-4.51725863,0.89436341,0.01122761,0.08919023,0.47608685,0.19141899,0.06305644,0.01096634,0.54368714
-4.51125563,0.85996817,0.01030802,0.08585481,0.46119022,0.18307007,0.06058922,0.01032927,0.52337660
-4.50525263,0.82752248,0.00941741,0.08269342,0.44681792,0.17540464,0.05807271,0.00972531,0.50418757
-4.49924962,0.79735814,0.00856704,0.07973661,0.43318138,0.16847897,0.05553602,0.00915918,0.48632423
-4.49324662,0.76972583,0.00776685,0.07700605,0.42044356,0.16233573,0.05300834,0.00863469,0.46993569
