energy_ev,total_up,Cd_p_up,Cd_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-6.00000000,0.24288055,0.27047523,0.01856078,0.10163602,0.00005690,0.08368531,0.00000000
-5.99399700,0.28293945,0.31483332,0.02168537,0.11801667,0.00006683,0.09742361,0.00000000
-5.98799400,0.32758679,0.36418471,0.02519155,0.13613811,0.00007808,0.11272459,0.00000000
-5.98199100,0.37698657,0.41867971,0.02910094,0.15601813,0.00009076,0.12964353,0.00000000
-5.97598799,0.43125256,0.47840690,0.03343308,0.17764413,0.00010500,0.14821924,0.00000000
-5.96998499,0.49044193,0.54338572,0.03820507,0.20096990,0.00012089,0.16847209,0.00000000
-5.96398199,0.55455017,0.61356073,0.04343128,0.22591332,0.00013855,0.19040257,0.00000000
-5.95797899,0.62350737,0.68879767,0.04912300,0.25235494,0.00015808,0.21399036,0.00000000
-5.95197599,0.69717617,0.76888150,0.05528827,0.28013769,0.00017959,0.23919387,0.00000000
-5.94597299,0.77535114,0.85351650,0.06193161,0.30906780,0.00020319,0.26595031,0.00000000
-5.93996998,0.85775978,0.94232855,0.06905383,0.33891693,0.00022896,0.29417617,0.00000000
-5.93396698,0.94406477,1.03486906,0.07665171,0.36942560,0.00025699,0.32376812,0.00000000
-5.92796398,1.03386726,1.13062070,0.08471778,0.40030763,0.00028735,0.35460411,0.00000000
-5.92196098,1.12671099,1.22900427,0.09323987,0.43125575,0.00032010,0.38654461,0.00000000
-5.91595798,1.22208675,1.32938639,0.10220063,0.46194789,0.00035527,0.41943382,0.00000000
-5.90995498,1.31943695,1.43108767,0.11157697,0.49205416,0.00039287,0.45310073,0.00000000
-5.90395198,1.41815993,1.53339076,0.12133933,0.52124411,0.00043286,0.48735995,0.00000000
-5.89794897,1.51761396,1.63554814,0.13145091,0.54919409,0.00047519,0.52201222,0.00000000
-5.89194597,1.61712063,1.73678928,0.14186686,0.57559434,0.00051973,0.55684459,0.00000000
-5.88594297,1.71596794,1.83632715,0.15253343,0.60015575,0.00056632,0.59163039,0.00000000
-5.87993997,1.81341316,1.93336411,0.16338726,0.62261581,0.00061475,0.62612895,0.00000000
-5.87393697,1.90868580,2.02709735,0.17435483,0.64274392,0.00066471,0.66008550,0.00000000
-5.86793397,2.00099131,2.11672437,0.18535217,0.66034562,0.00071588,0.69323116,0.00000000
-5.86193097,2.08951596,2.20144874,0.19628495,0.67526590,0.00076784,0.72528361,0.00000000
-5.85592796,2.17343346,2.28048686,0.20704903,0.68739164,0.00082012,0.75594837,0.00000000
-5.84992496,2.25191399,2.35307607,0.21753156,0.69665296,0.00087221,0.78492123,0.00000000
-5.84392196,2.32413594,2.41848459,0.22761266,0.70302387,0.00092355,0.81189185,0.00000000
-5.83791896,2.38930062,2.47602363,0.23716770,0.70652217,0.00097354,0.83654867,0.00000000
-5.83191596,2.44665007,2.52506161,0.24607023,0.70720877,0.00102159,0.85858529,0.00000000
-5.82591296,2.49548751,2.56504051,0.25419534,0.70518645,0.00106711,0.87770801,0.00000000
-5.81990995,2.53519997,2.59549383,0.26142352,0.70059830,0.00110953,0.89364453,0.00000000
-5.81390695,2.56528227,2.61606538,0.26764478,0.69362578,0.00114834,0.90615341,0.00000000
-5.80790395,2.58536108,2.62652813,0.27276279,0.68448641,0.00118310,0.91503372,0.00000000
-5.80190095,2.59521786,2.62680191,0.27669901,0.67343119,0.00121346,0.92013461,0.00000000
-5.79589795,2.59480915,2.61696853,0.27939637,0.66074158,0.00123921,0.92136398,0.00000000
-5.78989495,2.58428275,2.59728338,0.28082248,0.64672597,0.00126025,0.91869582,0.00000000
-5.78389195,2.56398851,2.56818196,0.28097201,0.63171565,0.00127662,0.91217561,0.00000000
-5.77788894,2.53448233,2.53028043,0.27986815,0.61606018,0.00128854,0.90192330,0.00000000
-5.77188594,2.49652273,2.48436956,0.27756300,0.60012195,0.00129634,0.88813346,0.00000000
-5.76588294,2.45105942,2.43140138,0.27413687,0.58427018,0.00130053,0.87107253,0.00000000
-5.75987994,2.39921365,2.37246878,0.26969629,0.56887414,0.00130175,0.85107296,0.00000000
-5.75387694,2.34225113,2.30877847,0.26437110,0.55429585,0.00130074,0.82852447,0.00000000
-5.74787394,2.28154799,2.24161806,0.25831040,0.54088229,0.00129836,0.80386275,0.00000000
-5.74187094,2.21855142,2.17231870,0.25167776,0.52895743,0.00129552,0.77755608,0.00000000
-5.73586793,2.15473649,2.10221478,0.24464580,0.51881422,0.00129316,0.75009046,0.00000000
-5.72986493,2.09156102,2.03260261,0.23739047,0.51070695,0.00129225,0.72195406,0.00000000
-5.72386193,2.03042064,1.96469997,0.23008522,0.50484413,0.00129371,0.69362173,0.00000000
-5.71785893,1.97260607,1.89960852,0.22289534,0.50138242,0.00129840,0.66554025,0.00000000
-5.71185593,1.91926441,1.83828091,0.21597285,0.50042161,0.00130709,0.63811526,0.00000000
-5.70585293,1.87136633,1.78149410,0.20945193,0.50200115,0.00132044,0.61170029,0.00000000
-5.69984992,1.82968031,1.72983012,0.20344535,0.50609829,0.00133894,0.58658856,0.00000000
-5.69384692,1.79475497,1.68366516,0.19804181,0.51262785,0.00136294,0.56300775,0.00000000
-5.68784392,1.76691007,1.64316715,0.19330435,0.52144395,0.00139261,0.54111797,0.00000000
-5.68184092,1.74623594,1.60830191,0.18926986,0.53234327,0.00142794,0.52101287,0.00000000
-5.67583792,1.73260133,1.57884707,0.18594962,0.54507008,0.00146872,0.50272367,0.00000000
-5.66983492,1.72566849,1.55441288,0.18333077,0.55932254,0.00151458,0.48622564,0.00000000
-5.66383192,1.72491467,1.53446863,0.18137860,0.57476031,0.00156498,0.47144673,0.00000000
-5.65782891,1.72965857,1.51837292,0.18003947,0.59101292,0.00161921,0.45827741,0.00000000
-5.65182591,1.73909023,1.50540634,0.17924414,0.60768887,0.00167644,0.44658146,0.00000000
-5.64582291,1.75230294,1.49480467,0.17891145,0.62438489,0.00173571,0.43620661,0.00000000
-5.63981991,1.76832569,1.48579108,0.17895201,0.64069525,0.00179597,0.42699476,0.00000000
-5.63381691,1.78615473,1.47760581,0.17927178,0.65622084,0.00185611,0.41879104,0.00000000
-5.62781391,1.80478327,1.46953222,0.17977544,0.67057767,0.00191496,0.41145121,0.00000000
-5.62181091,1.82322824,1.46091820,0.18036943,0.68340475,0.00197136,0.40484729,0.00000000
-5.61580790,1.84055361,1.45119249,0.18096446,0.69437109,0.00202414,0.39887102,0.00000000
-5.60980490,1.85588978,1.43987556,0.18147762,0.70318177,0.00207218,0.39343521,0.00000000
-5.60380190,1.86844892,1.42658530,0.18183392,0.70958308,0.00211443,0.38847315,0.00000000
-5.59779890,1.87753638,1.41103770,0.18196738,0.71336648,0.00214990,0.38393622,0.00000000
-5.59179590,1.88255824,1.39304330,0.18182160,0.71437167,0.00217775,0.37979009,0.00000000
-5.58579290,1.88302562,1.37250014,0.18135004,0.71248850,0.00219722,0.37600991,0.00000000
-5.57978989,1.87855595,1.34938399,0.18051582,0.70765794,0.00220773,0.37257495,0.00000000
-5.57378689,1.86887182,1.32373699,0.17929138,0.69987195,0.00220885,0.36946326,0.00000000
-5.56778389,1.85379792,1.29565542,0.17765789,0.68917254,0.00220031,0.36664657,0.00000000
-5.56178089,1.83325646,1.26527755,0.17560459,0.67564977,0.00218200,0.36408610,0.00000000
-5.55577789,1.80726163,1.23277229,0.17312805,0.65943896,0.00215402,0.36172949,0.00000000
-5.54977489,1.77591329,1.19832910,0.17023145,0.64071710,0.00211660,0.35950905,0.00000000
-5.54377189,1.73939045,1.16214980,0.16692388,0.61969852,0.00207016,0.35734155,0.00000000
-5.53776888,1.69794451,1.12444229,0.16321982,0.59663002,0.00201527,0.35512961,0.00000000
-5.53176588,1.65189275,1.08541651,0.15913859,0.57178542,0.00195263,0.35276453,0.00000000
-5.52576288,1.60161199,1.04528246,0.15470401,0.54545989,0.00188308,0.35013045,0.00000000
-5.51975988,1.54753268,1.00425013,0.14994409,0.51796406,0.00180755,0.34710972,0.00000000
-5.51375688,1.49013337,0.96253125,0.14489092,0.48961818,0.00172707,0.34358887,0.00000000
-5.50775388,1.42993577,0.92034238,0.13958053,0.46074651,0.00164272,0.33946527,0.00000000
-5.50175088,1.36750028,0.87790905,0.13405290,0.43167207,0.00155564,0.33465372,0.00000000
-5.49574787,1.30342208,0.83547071,0.12835198,0.40271207,0.00146698,0.32909289,0.00000000
-5.48974487,1.23832774,0.79328599,0.12252574,0.37417398,0.00137791,0.32275116,0.00000000
-5.48374187,1.17287229,0.75163806,0.11662617,0.34635250,0.00128958,0.31563157,0.00000000
-5.47773887,1.10773676,0.71083984,0.11070934,0.31952753,0.00120313,0.30777575,0.00000000
-5.47173587,1.04362600,0.67123867,0.10483531,0.29396305,0.00111967,0.29926641,0.00000000
-5.46573287,0.98126676,0.63322042,0.09906804,0.26990697,0.00104025,0.29022863,0.00000000
-5.45972986,0.92140575,0.59721277,0.09347517,0.24759197,0.00096590,0.28082954,0.00000000
-5.45372686,0.86480762,0.56368749,0.08812772,0.22723701,0.00089759,0.27127671,0.00000000
-5.44772386,0.81225256,0.53316167,0.08309966,0.20904953,0.00083626,0.26181501,0.00000000
-5.44172086,0.76453326,0.50619768,0.07846731,0.19322798,0.00078278,0.25272235,0.00000000
-5.43571786,0.72245104,0.48340177,0.07430869,0.17996462,0.00073799,0.24430417,0.00000000
-5.42971486,0.68681073,0.46542108,0.07070258,0.16944811,0.00070268,0.23688700,0.00000000
-5.42371186,0.65841413,0.45293895,0.06772756,0.16186578,0.00067758,0.23081109,0.00000000
-5.41770885,0.63805171,0.44666824,0.06546079,0.15740523,0.00066338,0.22642250,0.00000000
-5.41170585,0.62649237,0.44734251,0.06397665,0.15625501,0.00066070,0.22406451,0.00000000
-5.40570285,0.62447091,0.45570484,0.06334526,0.15860415,0.00067010,0.22406875,0.00000000
-5.39969985,0.63267345,0.47249408,0.06363080,0.16464029,0.00069205,0.22674607,0.00000000
-5.39369685,0.65172040,0.49842847,0.06488974,0.17454645,0.00072691,0.23237736,0.00000000
-5.38769385,0.68214745,0.53418653,0.06716895,0.18849609,0.00077495,0.24120437,0.00000000
-5.38169085,0.72438473,0.58038546,0.07050378,0.20664671,0.00083628,0.25342090,0.00000000
-5.37568784,0.77873464,0.63755713,0.07491612,0.22913194,0.00091084,0.26916432,0.00000000
-5.36968484,0.84534897,0.70612219,0.08041250,0.25605244,0.00099840,0.28850780,0.00000000
-5.36368184,0.92420624,0.78636303,0.08698238,0.28746572,0.00109852,0.31145348,0.00000000
-5.35767884,1.01509004,0.87839619,0.09459660,0.32337538,0.00121053,0.33792672,0.00000000
-5.35167584,1.11756970,0.98214556,0.10320615,0.36372031,0.00133352,0.36777188,0.00000000
-5.34567284,1.23098433,1.09731730,0.11274135,0.40836413,0.00146632,0.40074978,0.00000000
-5.33966983,1.35443144,1.22337803,0.12311149,0.45708575,0.00160752,0.43653721,0.00000000
-5.33366683,1.48676145,1.35953762,0.13420501,0.50957150,0.00175543,0.47472866,0.00000000
-5.32766383,1.62657897,1.50473799,0.14589037,0.56540952,0.00190815,0.51484054,0.00000000
-5.32166083,1.77225191,1.65764923,0.15801743,0.62408693,0.00206355,0.55631793,0.00000000
-5.31565783,1.92192884,1.81667421,0.17041969,0.68499035,0.00221933,0.59854392,0.00000000
-5.30965483,2.07356500,1.97996258,0.18291703,0.74741014,0.00237304,0.64085148,0.00000000
-5.30365183,2.22495681,2.14543458,0.19531918,0.81054860,0.00252216,0.68253768,0.00000000
-5.29764882,2.37378440,2.31081488,0.20742964,0.87353221,0.00266412,0.72287982,0.00000000
-5.29164582,2.51766108,2.47367596,0.21905013,0.93542784,0.00279638,0.76115320,0.00000000
-5.28564282,2.65418856,2.63149020,0.22998521,0.99526245,0.00291652,0.79664981,0.00000000
-5.27963982,2.78101607,2.78168926,0.24004720,1.05204595,0.00302228,0.82869750,0.00000000
-5.27363682,2.89590141,2.92172898,0.24906094,1.10479632,0.00311161,0.85667879,0.00000000
-5.26763382,2.99677167,3.04915744,0.25686838,1.15256623,0.00318278,0.88004865,0.00000000
-5.26163082,3.08178130,3.16168378,0.26333287,1.19446997,0.00323438,0.89835066,0.00000000
-5.25562781,3.14936518,3.25724500,0.26834278,1.22970980,0.00326539,0.91123070,0.00000000
-5.24962481,3.19828465,3.33406803,0.27181455,1.25760037,0.00327523,0.91844788,0.00000000
-5.24362181,3.22766430,3.39072445,0.27369486,1.27759036,0.00326373,0.91988199,0.00000000
-5.23761881,3.23701836,3.42617552,0.27396201,1.28928016,0.00323118,0.91553743,0.00000000
-5.23161581,3.22626525,3.43980559,0.27262628,1.29243488,0.00317830,0.90554326,0.00000000
-5.22561281,3.19572991,3.43144227,0.26972949,1.28699204,0.00310624,0.89014963,0.00000000
-5.21960980,3.14613382,3.40136278,0.26534359,1.27306365,0.00301651,0.86972052,0.00000000
-5.21360680,3.07857313,3.35028596,0.25956844,1.25093235,0.00291096,0.84472342,0.00000000
-5.20760380,2.99448605,3.27935059,0.25252895,1.22104215,0.00279174,0.81571612,0.00000000
-5.20160080,2.89561075,3.19008087,0.24437158,1.18398379,0.00266119,0.78333146,0.00000000
-5.19559780,2.78393571,3.08434076,0.23526039,1.14047576,0.00252184,0.74826043,0.00000000
-5.18959480,2.66164449,2.96427923,0.22537286,1.09134156,0.00237630,0.71123446,0.00000000
-5.18359180,2.53105712,2.83226860,0.21489550,1.03748445,0.00222718,0.67300738,0.00000000
-5.17758879,2.39457027,2.69083877,0.20401947,0.97986056,0.00207710,0.63433789,0.00000000
-5.17158579,2.25459832,2.54260970,0.19293641,0.91945168,0.00192853,0.59597274,0.00000000
-5.16558279,2.11351723,2.39022482,0.18183441,0.85723872,0.00178383,0.55863143,0.00000000
-5.15957979,1.97361284,2.23628759,0.17089435,0.79417674,0.00164517,0.52299248,0.00000000
-5.15357679,1.83703496,2.08330306,0.16028663,0.73117266,0.00151449,0.48968167,0.00000000
-5.14757379,1.70575809,1.93362634,0.15016841,0.66906600,0.00139345,0.45926222,0.00000000
-5.14157079,1.58154943,1.78941868,0.14068116,0.60861343,0.00128349,0.43222710,0.00000000
