energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Li_s_up,Li_s_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,1.14223729,-0.74839472,0.01049105,-0.01237599,0.25319233,-0.17687367,0.36925966,-0.14615805,0.34794620,-0.13625935,0.08432046,-0.08898559,0.00871662,-0.01466145,0.22226578,-0.17981692
-5.99399700,1.14136304,-0.68591278,0.01050743,-0.01137261,0.25163771,-0.16240904,0.37147286,-0.13401408,0.34440937,-0.12511993,0.08799819,-0.08081509,0.00805922,-0.01350483,0.22510287,-0.16450032
-5.98799400,1.14195777,-0.62488500,0.01062235,-0.01039707,0.25002162,-0.14825397,0.37279728,-0.12217558,0.34211559,-0.11422487,0.09203967,-0.07291306,0.00745202,-0.01236118,0.22858275,-0.14956375
-5.98199100,1.14399818,-0.56595352,0.01083658,-0.00945885,0.24832696,-0.13455718,0.37318455,-0.11076395,0.34107976,-0.10369164,0.09643741,-0.06536295,0.00689830,-0.01124382,0.23271376,-0.13516711
-5.97598799,1.14743774,-0.50968799,0.01114846,-0.00856667,0.24653724,-0.12145228,0.37260654,-0.09988817,0.34128966,-0.09362601,0.10117932,-0.05823482,0.00640022,-0.01016480,0.23749626,-0.12145064
-5.96998499,1.15221480,-0.45658092,0.01155395,-0.00772839,0.24463869,-0.10905655,0.37105770,-0.08964399,0.34270882,-0.08412116,0.10624865,-0.05158527,0.00595892,-0.00913472,0.24292346,-0.10853394
-5.96398199,1.15826034,-0.40704635,0.01204669,-0.00695105,0.24262223,-0.09747044,0.36855652,-0.08011375,0.34528016,-0.07525738,0.11162403,-0.04545784,0.00557469,-0.00816263,0.24898236,-0.09651591
-5.95797899,1.16550493,-0.36142179,0.01261820,-0.00624082,0.24048502,-0.08677772,0.36514588,-0.07136681,0.34892998,-0.06710226,0.11727954,-0.03988390,0.00524716,-0.00725602,0.25565454,-0.08547552
-5.95197599,1.17388476,-0.31997284,0.01325808,-0.00560306,0.23823166,-0.07704638,0.36089248,-0.06346050,0.35357219,-0.05971139,0.12318499,-0.03488382,0.00497540,-0.00642085,0.26291699,-0.07547326
-5.94597299,1.18334638,-0.28290020,0.01395438,-0.00504241,0.23587496,-0.06832997,0.35588521,-0.05644155,0.35911266,-0.05312946,0.12930622,-0.03046849,0.00475816,-0.00566168,0.27074285,-0.06655316
-5.93996998,1.19385015,-0.25034850,0.01469389,-0.00456282,0.23343617,-0.06066946,0.35023267,-0.05034779,0.36545347,-0.04739169,0.13560560,-0.02664095,0.00459393,-0.00498174,0.27910213,-0.05874526
-5.93396698,1.20537247,-0.22241621,0.01546264,-0.00416770,0.23094480,-0.05409533,0.34405989,-0.04521021,0.37249694,-0.04252538,0.14204264,-0.02339812,0.00448110,-0.00438319,0.28796242,-0.05206831
-5.92796398,1.21790672,-0.19916628,0.01624626,-0.00385996,0.22843796,-0.04862991,0.33750452,-0.04105502,0.38014929,-0.03855166,0.14857471,-0.02073247,0.00441805,-0.00386724,0.29728961,-0.04653261
-5.92196098,1.23146309,-0.18063657,0.01703049,-0.00364213,0.22595937,-0.04428968,0.33071269,-0.03790579,0.38832372,-0.03548711,0.15515790,-0.01863367,0.00440319,-0.00343439,0.30704865,-0.04214279
-5.91595798,1.24606748,-0.16684974,0.01780160,-0.00351642,0.22355795,-0.04108745,0.32383465,-0.03578541,0.39694301,-0.03334532,0.16174794,-0.01708991,0.00443504,-0.00308465,0.31720437,-0.03890033
-5.90995498,1.26175952,-0.15782189,0.01854681,-0.00348473,0.22128626,-0.03903435,0.31702050,-0.03471788,0.40594127,-0.03213814,0.16830114,-0.01608918,0.00451222,-0.00281768,0.32772230,-0.03680582
-5.90395198,1.27859003,-0.15356964,0.01925471,-0.00354870,0.21919866,-0.03814139,0.31041625,-0.03472970,0.41526500,-0.03187668,0.17477537,-0.01562008,0.00463351,-0.00263302,0.33856960,-0.03586075
-5.89794897,1.29661786,-0.15411511,0.01991548,-0.00370967,0.21734944,-0.03842065,0.30416014,-0.03585086,0.42487326,-0.03257182,0.18113099,-0.01567250,0.00479780,-0.00253015,0.34971599,-0.03606873
-5.89194597,1.31590647,-0.15948864,0.02052125,-0.00396862,0.21579082,-0.03988586,0.29837960,-0.03811536,0.43473708,-0.03423440,0.18733170,-0.01623783,0.00500410,-0.00250865,0.36113471,-0.03743620
-5.88594297,1.33652028,-0.16972909,0.02106617,-0.00432602,0.21457106,-0.04255248,0.29318889,-0.04156117,0.44483802,-0.03687479,0.19334525,-0.01730899,0.00525155,-0.00256823,0.37280340,-0.03997239
-5.87993997,1.35852104,-0.18488161,0.02154653,-0.00478177,0.21373264,-0.04643715,0.28868729,-0.04622963,0.45516613,-0.04050220,0.19914402,-0.01888004,0.00553940,-0.00270870,0.38470504,-0.04368878
-5.87393697,1.38196425,-0.20499306,0.02196069,-0.00533497,0.21331064,-0.05155658,0.28495810,-0.05216429,0.46571722,-0.04512336,0.20470546,-0.02094563,0.00586701,-0.00292999,0.39682874,-0.04859786
-5.86793397,1.40689599,-0.23010521,0.02230903,-0.00598378,0.21333126,-0.05792593,0.28206831,-0.05940915,0.47648983,-0.05074093,0.21001228,-0.02350014,0.00623384,-0.00323200,0.40917048,-0.05471135
-5.86193097,1.43335019,-0.26024601,0.02259368,-0.00672520,0.21381078,-0.06555669,0.28006891,-0.06800650,0.48748195,-0.05735167,0.21505261,-0.02653672,0.00663953,-0.00361452,0.42173369,-0.06203804
-5.85592796,1.46134660,-0.29541944,0.02281834,-0.00755491,0.21475467,-0.07445422,0.27899571,-0.07799423,0.49868780,-0.06494427,0.21981984,-0.03004614,0.00708386,-0.00407705,0.43452978,-0.07058111
-5.84992496,1.49088957,-0.33559437,0.02298788,-0.00846709,0.21615730,-0.08461501,0.27887073,-0.08940281,0.51009485,-0.07349724,0.22431253,-0.03401561,0.00756685,-0.00461861,0.44757843,-0.08033537
-5.84392196,1.52196774,-0.38069305,0.02310809,-0.00945432,0.21800181,-0.09602386,0.27970391,-0.10225212,0.52168133,-0.08297680,0.22853401,-0.03842769,0.00808877,-0.00523755,0.46090778,-0.09128428
-5.83791896,1.55455467,-0.43057987,0.02318521,-0.01050751,0.22026068,-0.10865107,0.28149504,-0.11654805,0.53341439,-0.09333500,0.23249213,-0.04325918,0.00865019,-0.00593134,0.47455437,-0.10339717
-5.83191596,1.58861041,-0.48505096,0.02322569,-0.01161589,0.22289645,-0.12244983,0.28423585,-0.13227926,0.54524915,-0.10450818,0.23619879,-0.04848027,0.00925204,-0.00669638,0.48856282,-0.11662659
-5.82591296,1.62408382,-0.54382548,0.02323576,-0.01276709,0.22586309,-0.13735398,0.28791211,-0.14941407,0.55712858,-0.11641590,0.23966954,-0.05405381,0.00989562,-0.00752782,0.50298526,-0.13090616
-5.81990995,1.66091542,-0.60653901,0.02322120,-0.01394731,0.22910752,-0.15327623,0.29250548,-0.16789772,0.56898438,-0.12896045,0.24292310,-0.05993498,0.01058259,-0.00841942,0.51788030,-0.14614892
-5.81390695,1.69904040,-0.67273980,0.02318710,-0.01514155,0.23257152,-0.17010711,0.29799520,-0.18765015,0.58073870,-0.14202713,0.24598090,-0.06607119,0.01131498,-0.00936349,0.53331158,-0.16224644
-5.80790395,1.73839143,-0.74188820,0.02313767,-0.01633400,0.23619385,-0.18771460,0.30435932,-0.20856444,0.59230664,-0.15548514,0.24886650,-0.07240239,0.01209513,-0.01035079,0.54934579,-0.17906875
-5.80190095,1.77890078,-0.81335966,0.02307614,-0.01750835,0.23991234,-0.20594462,0.31157547,-0.23050601,0.60359930,-0.16918940,0.25160496,-0.07886173,0.01292557,-0.01137063,0.56605008,-0.19646520
-5.79589795,1.82050127,-0.88645151,0.02300472,-0.01864839,0.24366607,-0.22462253,0.31962102,-0.25331278,0.61452712,-0.18298308,0.25422217,-0.08537665,0.01380890,-0.01241094,0.58348882,-0.21426623
-5.78989495,1.86312573,-0.96039350,0.02292461,-0.01973842,0.24739734,-0.24355538,0.32847266,-0.27679624,0.62500332,-0.19670079,0.25674391,-0.09187026,0.01474762,-0.01345840,0.60171965,-0.23228618
-5.78389195,1.90670448,-1.03436189,0.02283609,-0.02076390,0.25105340,-0.26253522,0.33810539,-0.30074355,0.63494709,-0.21017252,0.25919492,-0.09826303,0.01574391,-0.01449878,0.62078901,-0.25032698
-5.77788894,1.95116094,-1.10749678,0.02273858,-0.02171189,0.25458778,-0.28134304,0.34849085,-0.32492072,0.64428626,-0.22322791,0.26159765,-0.10447484,0.01679937,-0.01551715,0.64072705,-0.26818258
-5.77188594,1.99640507,-1.17892205,0.02263085,-0.02257164,0.25796125,-0.29975358,0.35959524,-0.34907660,0.65295932,-0.23570095,0.26397104,-0.11042708,0.01791477,-0.01649829,0.66154225,-0.28564420
-5.76588294,2.04232519,-1.24776725,0.02251109,-0.02333501,0.26114224,-0.31754052,0.37137684,-0.37294793,0.66091648,-0.24743470,0.26632903,-0.11604492,0.01908977,-0.01742707,0.68321585,-0.30250585
-5.75987994,2.08877841,-1.31319055,0.02237714,-0.02399683,0.26410681,-0.33448210,0.38378337,-0.39626492,0.66811988,-0.25828596,0.26867921,-0.12125958,0.02032266,-0.01828890,0.70569660,-0.31857028
-5.75387694,2.13558054,-1.37440178,0.02222655,-0.02455515,0.26683808,-0.35036676,0.39674938,-0.41875757,0.67454279,-0.26812956,0.27102133,-0.12601046,0.02161013,-0.01907016,0.72889585,-0.33365475
-5.74787394,2.18249609,-1.43068462,0.02205681,-0.02501137,0.26932536,-0.36499878,0.41019397,-0.44016212,0.68016795,-0.27686214,0.27334615,-0.13024709,0.02294702,-0.01975858,0.75268376,-0.34759664
-5.74187094,2.22922965,-1.48141686,0.02186536,-0.02537021,0.27156288,-0.37820342,0.42401899,-0.46022774,0.68498525,-0.28440512,0.27563440,-0.13393079,0.02432626,-0.02034371,0.77688671,-0.36025842
-5.73586793,2.27541934,-1.52608784,0.02164975,-0.02563948,0.27354832,-0.38983159,0.43810815,-0.47872292,0.68898895,-0.29070687,0.27785622,-0.13703594,0.02573876,-0.02081719,0.80128641,-0.37153192
-5.72986493,2.32063354,-1.56431225,0.02140768,-0.02582982,0.27528131,-0.39976363,0.45232705,-0.49544152,0.69217469,-0.29574374,0.27997105,-0.13955078,0.02717341,-0.02117306,0.82562112,-0.38134152
-5.72386193,2.36437167,-1.59583960,0.02113702,-0.02595418,0.27676197,-0.40791221,0.46652452,-0.51020806,0.69453667,-0.29952005,0.28192814,-0.14147782,0.02861726,-0.02140794,0.84958901,-0.38964620
-5.71785893,2.40606959,-1.62055899,0.02083588,-0.02602723,0.27798967,-0.41422404,0.48053530,-0.52288207,0.69606518,-0.30206698,0.28366767,-0.14283359,0.03005570,-0.02152113,0.87285403,-0.39644036
-5.71185593,2.44511013,-1.63849882,0.02050258,-0.02606468,0.27896200,-0.41868048,0.49418407,-0.53336146,0.69674480,-0.30344040,0.28512262,-0.14364808,0.03147274,-0.02151463,0.89505399,-0.40175323
-5.70585293,2.48083868,-1.64982164,0.02013575,-0.02608251,0.27967426,-0.42129698,0.50729084,-0.54158450,0.69655346,-0.30371771,0.28622123,-0.14396353,0.03285144,-0.02139305,0.91581109,-0.40564707
-5.69984992,2.51258342,-1.65481437,0.01973427,-0.02609619,0.28011929,-0.42212132,0.51967763,-0.54753065,0.69546251,-0.30299395,0.28689008,-0.14383293,0.03417438,-0.02116342,0.93474415,-0.40821419
-5.69384692,2.53967971,-1.65387444,0.01929734,-0.02611992,0.28028780,-0.42123082,0.53117603,-0.55121993,0.69343770,-0.30137726,0.28705775,-0.14331817,0.03542410,-0.02083494,0.95148246,-0.40957288
-5.68784392,2.56149738,-1.64749251,0.01882449,-0.02616592,0.28016911,-0.41872870,0.54163557,-0.55271119,0.69044127,-0.29898405,0.28665870,-0.14248790,0.03658370,-0.02041864,0.96568052,-0.40986264
-5.68184092,2.57746974,-1.63623289,0.01831567,-0.02624378,0.27975228,-0.41473974,0.55093221,-0.55209912,0.68643476,-0.29593402,0.28563740,-0.14141530,0.03763736,-0.01992702,0.97703293,-0.40923873
-5.67583792,2.58712278,-1.62071248,0.01777125,-0.02635999,0.27902750,-0.40940541,0.55897693,-0.54951041,0.68138253,-0.29234531,0.28395243,-0.14017581,0.03857085,-0.01937361,0.98528894,-0.40786666
-5.66983492,2.59010294,-1.60157939,0.01719212,-0.02651757,0.27798768,-0.40287883,0.56572348,-0.54509914,0.67525567,-0.28833015,0.28158023,-0.13884492,0.03937201,-0.01877259,0.99026568,-0.40591653
-5.66383192,2.58620195,-1.57949228,0.01657972,-0.02671589,0.27663009,-0.39531975,0.57117531,-0.53904176,0.66803601,-0.28399100,0.27851851,-0.13749619,0.04003110,-0.01813831,0.99185961,-0.40355784
-5.65782891,2.57537721,-1.55510139,0.01593608,-0.02695071,0.27495788,-0.38688975,0.57539086,-0.53153184,0.65972001,-0.27941754,0.27478885,-0.13619947,0.04054119,-0.01748495,0.99005528,-0.40095481
-5.65182591,2.55776645,-1.52903204,0.01526390,-0.02721436,0.27298147,-0.37774790,0.57848709,-0.52277492,0.65032215,-0.27468454,0.27043855,-0.13501949,0.04089829,-0.01682613,0.98493124,-0.39826252
-5.64582291,2.53369596,-1.50187128,0.01456652,-0.02749606,0.27071962,-0.36804708,0.58064091,-0.51298371,0.63987780,-0.26985076,0.26554150,-0.13401477,0.04110146,-0.01617461,0.97666242,-0.39562394
-5.63981991,2.50368145,-1.47415801,0.01384794,-0.02778250,0.26820009,-0.35793105,0.58208820,-0.50237382,0.62844514,-0.26495870,0.26019790,-0.13323696,0.04115285,-0.01554205,0.96551903,-0.39316805
-5.63381691,2.46842171,-1.44637689,0.01311279,-0.02805847,0.26545997,-0.34753230,0.58312046,-0.49116018,0.61610625,-0.26003547,0.25453301,-0.13273053,0.04105750,-0.01493881,0.95186177,-0.39100888
-5.62781391,2.42878510,-1.41895576,0.01236625,-0.02830760,0.26254546,-0.33697077,0.58407906,-0.47955432,0.60296719,-0.25509429,0.24869473,-0.13253275,0.04082319,-0.01437388,0.93613370,-0.38924565
-5.62181091,2.38578944,-1.39226645,0.01161400,-0.02851315,0.25951130,-0.32635344,0.58534727,-0.46776249,0.58915716,-0.25013681,0.24285025,-0.13267407,0.04046011,-0.01385476,0.91884895,-0.38796363
-5.61580790,2.34057631,-1.36662843,0.01086209,-0.02865884,0.25641976,-0.31577455,0.58734019,-0.45598459,0.57482680,-0.24515587,0.23718174,-0.13317861,0.03998050,-0.01338753,0.90057884,-0.38723575
-5.60980490,2.29438073,-1.34231464,0.01011681,-0.02872965,0.25333930,-0.30531656,0.59049313,-0.44441394,0.56014576,-0.24013852,0.23188140,-0.13406484,0.03939827,-0.01297689,0.88193585,-0.38712471
-5.60380190,2.24849769,-1.31955896,0.00938456,-0.02871251,0.25034299,-0.29505148,0.59524858,-0.43323763,0.54529969,-0.23506920,0.22714589,-0.13534633,0.03872854,-0.01262624,0.86355629,-0.38768528
-5.59779890,2.20424680,-1.29856439,0.00867168,-0.02859697,0.24750672,-0.28504259,0.60204244,-0.42263741,0.53048683,-0.22993277,0.22317048,-0.13703250,0.03798725,-0.01233784,0.84608215,-0.38896674
-5.59179590,2.16293641,-1.27951146,0.00798432,-0.02837564,0.24490728,-0.27534636,0.61128989,-0.41279091,0.51591434,-0.22471723,0.22014299,-0.13912931,0.03719070,-0.01211298,0.83014287,-0.39101513
-5.58579290,2.12582861,-1.26256618,0.00732827,-0.02804461,0.24262050,-0.26601434,0.62337139,-0.40387293,0.50179453,-0.21941610,0.21823795,-0.14163980,0.03635519,-0.01195211,0.81633776,-0.39387526
-5.57978989,2.09410616,-1.24788698,0.00670881,-0.02760357,0.24071937,-0.25709501,0.63861936,-0.39605675,0.48834115,-0.21403024,0.21761088,-0.14456454,0.03549665,-0.01185510,0.80521948,-0.39759225
-5.57378689,2.06884231,-1.23563055,0.00613063,-0.02705588,0.23927233,-0.24863535,0.65730593,-0.38951526,0.47576569,-0.20856905,0.21839317,-0.14790191,0.03463036,-0.01182136,0.79727922,-0.40221265
-5.56778389,2.05097432,-1.22595611,0.00559769,-0.02640841,0.23834165,-0.24068225,0.67963211,-0.38442164,0.46427395,-0.20305116,0.22068752,-0.15164828,0.03377065,-0.01185008,0.79293382,-0.40778513
-5.56178089,2.04128122,-1.21902843,0.00511317,-0.02567130,0.23798203,-0.23328354,0.70571896,-0.38094974,0.45406266,-0.19750454,0.22456415,-0.15579801,0.03293075,-0.01194038,0.79251529,-0.41436065
-5.55577789,2.04036605,-1.21501936,0.00467939,-0.02485755,0.23823945,-0.22648866,0.73560066,-0.37927387,0.44531641,-0.19196613,0.23005793,-0.16034348,0.03212257,-0.01209149,0.79626275,-0.42199237
-5.54977489,2.04864288,-1.21410837,0.00429780,-0.02398257,0.23915011,-0.22034912,0.76922012,-0.37956802,0.43820462,-0.18648106,0.23716641,-0.16527505,0.03135664,-0.01230295,0.80431692,-0.43073524
-5.54377189,2.06632840,-1.21648218,0.00396898,-0.02306361,0.24073973,-0.21491859,0.80642685,-0.38200461,0.43287865,-0.18110165,0.24584885,-0.17058104,0.03064200,-0.01257468,0.81671729,-0.44064542
-5.53776888,2.09343820,-1.22233378,0.00369266,-0.02211919,0.24302289,-0.21025273,0.84697751,-0.38675255,0.42946906,-0.17588612,0.25602635,-0.17624791,0.02998619,-0.01290720,0.83340166,-0.45177977
-5.53176588,2.12978729,-1.23186108,0.00346774,-0.02116858,0.24600272,-0.20640886,0.89053884,-0.39397493,0.42808288,-0.17089740,0.26758293,-0.18226038,0.02939523,-0.01330168,0.85420818,-0.46419515
-5.52576288,2.17499477,-1.24526524,0.00329236,-0.02023119,0.24967058,-0.20344542,0.93669309,-0.40382605,0.42880106,-0.16620182,0.28036763,-0.18860181,0.02887361,-0.01376001,0.87887956,-0.47794793
-5.51975988,2.22849223,-1.26274888,0.00316401,-0.01932616,0.25400608,-0.20142125,0.98494561,-0.41644809,0.43167596,-0.16186798,0.29419756,-0.19525468,0.02842438,-0.01428491,0.90706923,-0.49309349
-5.51375688,2.28953565,-1.28451391,0.00307954,-0.01847185,0.25897717,-0.20039474,1.03473452,-0.43196731,0.43672912,-0.15796570,0.30886181,-0.20220112,0.02804914,-0.01487987,0.93834945,-0.50968558
-5.50775388,2.35722038,-1.31075894,0.00303529,-0.01768560,0.26454035,-0.20042284,1.08544219,-0.45048991,0.44394929,-0.15456516,0.32412609,-0.20942360,0.02774813,-0.01554911,0.97222085,-0.52777575
-5.50175088,2.43049902,-1.34167597,0.00302718,-0.01698339,0.27064116,-0.20155992,1.13640802,-0.47209747,0.45329083,-0.15173610,0.33973809,-0.21690552,0.02752033,-0.01629753,1.00812330,-0.54741236
-5.49574787,2.50820173,-1.37744600,0.00305082,-0.01637970,0.27721470,-0.20385642,1.18694240,-0.49684229,0.46467273,-0.14954710,0.35543322,-0.22463180,0.02736350,-0.01713051,1.04544793,-0.56863925
-5.48974487,2.58905878,-1.41823342,0.00310157,-0.01588742,0.28418642,-0.20735733,1.23634127,-0.52474235,0.47797824,-0.14806491,0.37094083,-0.23258924,0.02727430,-0.01805367,1.08354984,-0.59149389
-5.48374187,2.67172486,-1.46417874,0.00317464,-0.01551777,0.29147301,-0.21210050,1.28390099,-0.55577641,0.49305538,-0.14735369,0.38599044,-0.24076677,0.02724839,-0.01907267,1.12176144,-0.61600484
-5.47773887,2.75480494,-1.51538972,0.00326520,-0.01528030,0.29898354,-0.21811470,1.32893307,-0.58987905,0.50971837,-0.14747412,0.40031809,-0.24915529,0.02728052,-0.02019278,1.15940602,-0.64218853
-5.47173587,2.83688118,-1.57193069,0.00336843,-0.01518294,0.30662080,-0.22541756,1.37077836,-0.62693602,0.52775018,-0.14848232,0.41367243,-0.25774726,0.02736464,-0.02141856,1.19581134,-0.67004534
-5.46573287,2.91654054,-1.63381060,0.00347966,-0.01523200,0.31428279,-0.23401337,1.40882034,-0.66678016,0.54690614,-0.15042861,0.42582045,-0.26653591,0.02749405,-0.02275341,1.23032301,-0.69955502
-5.45972986,2.99240264,-1.70096980,0.00359434,-0.01543216,0.32186450,-0.24389083,1.44249723,-0.70918800,0.56691883,-0.15335597,0.43655268,-0.27551409,0.02766146,-0.02419916,1.26231728,-0.73067170
-5.45372686,3.06314740,-1.77326666,0.00370823,-0.01578654,0.32925985,-0.25502090,1.47131261,-0.75387745,0.58750406,-0.15729829,0.44568767,-0.28467287,0.02785912,-0.02575563,1.29121321,-0.76331877
-5.44772386,3.12754202,-1.85046443,0.00381734,-0.01629659,0.33636384,-0.26735476,1.49484433,-0.80050687,0.60836795,-0.16227849,0.45307570,-0.29399986,0.02807894,-0.02742024,1.31648378,-0.79738385
-5.44172086,3.18446670,-1.93221958,0.00391807,-0.01696203,0.34307490,-0.28082220,1.51275160,-0.84867581,0.62921496,-0.16830657,0.45860158,-0.30347749,0.02831262,-0.02918771,1.33766583,-0.83271448
-5.43571786,3.23293866,-2.01807257,0.00400722,-0.01778075,0.34929734,-0.29533039,1.52478023,-0.89792765,0.64975664,-0.17537760,0.46218641,-0.31308117,0.02855173,-0.03104975,1.35436866,-0.86911471
-5.42971486,3.27213390,-2.10744218,0.00408202,-0.01874868,0.35494398,-0.31076334,1.53076583,-0.94775446,0.66972087,-0.18346996,0.46378849,-0.32277778,0.02878782,-0.03299499,1.36628108,-0.90634326
-5.42371186,3.30140612,-2.19962428,0.00414018,-0.01985960,0.35993867,-0.32698210,1.53063518,-0.99760409,0.68886121,-0.19254377,0.46340308,-0.33252427,0.02901259,-0.03500893,1.37317683,-0.94411355
-5.41770885,3.32030224,-2.29379599,0.00417988,-0.02110503,0.36421888,-0.34382578,1.52440583,-1.04688973,0.70696597,-0.20253983,0.46106134,-0.34226686,0.02921794,-0.03707410,1.37491817,-0.98209600
-5.41170585,3.32857405,-2.38902569,0.00419981,-0.02247402,0.36773807,-0.36111350,1.51218387,-1.09500157,0.72386666,-0.21337899,0.45682833,-0.35194070,0.02939616,-0.03917034,1.37145769,-1.01992270
-5.40570285,3.32618538,-2.48428923,0.00419918,-0.02395313,0.37046776,-0.37864732,1.49416026,-1.14132070,0.73944525,-0.22496229,0.45080027,-0.36147027,0.02953998,-0.04127524,1.36283818,-1.05719471
-5.39969985,3.31331442,-2.57849208,0.00417764,-0.02552631,0.37239927,-0.39621604,1.47060564,-1.18523455,0.75363992,-0.23717174,0.44310115,-0.37077042,0.02964278,-0.04336476,1.34919059,-1.09349186
-5.39369685,3.29035060,-2.67049702,0.00413536,-0.02717500,0.37354483,-0.41359971,1.44186388,-1.22615362,0.76644873,-0.24987188,0.43387876,-0.37974828,0.02969862,-0.04541387,1.33073013,-1.12838463
-5.38769385,3.25788601,-2.75915642,0.00407293,-0.02887819,0.37393811,-0.43057495,1.40834451,-1.26352884,0.77793103,-0.26291210,0.42330035,-0.38830574,0.02970245,-0.04739741,1.30775043,-1.16144807
-5.38169085,3.21670092,-2.84334768,0.00399137,-0.03061267,0.37363397,-0.44692063,1.37051408,-1.29686871,0.78820611,-0.27612966,0.41154808,-0.39634267,0.02965013,-0.04929091,1.28061600,-1.19227671
-5.37568784,3.16774352,-2.92201045,0.00389204,-0.03235335,0.37270729,-0.46242371,1.32888670,-1.32575566,0.79744909,-0.28935334,0.39881425,-0.40376061,0.02953857,-0.05107146,1.24975308,-1.22050020
-5.36968484,3.11210419,-2.99418362,0.00377663,-0.03407373,0.37125095,-0.47688518,1.28401380,-1.34986072,0.80588384,-0.30240758,0.38529659,-0.41046681,0.02936580,-0.05271856,1.21563893,-1.24579857
-5.36368184,3.05098460,-3.05904029,0.00364708,-0.03574639,0.36937288,-0.49012549,1.23647334,-1.36895572,0.81377323,-0.31511689,0.37119364,-0.41637839,0.02913096,-0.05421489,1.17879003,-1.26791638
-5.35767884,2.98566242,-3.11591867,0.00350554,-0.03734365,0.36719217,-0.50198959,1.18685850,-1.38292238,0.82140666,-0.32731050,0.35670038,-0.42142649,0.02883434,-0.05554690,1.13974920,-1.28667501
-5.35167584,2.91745268,-3.16434737,0.00335428,-0.03883824,0.36483445,-0.51235090,1.13576626,-1.39175775,0.82908570,-0.33882684,0.34200413,-0.42556002,0.02847733,-0.05670537,1.09907228,-1.30198210
-5.34567284,2.84766693,-3.20406322,0.00319562,-0.04020402,0.36242665,-0.52111446,1.08378582,-1.39557548,0.83710802,-0.34951786,0.32728087,-0.42874894,0.02806235,-0.05768565,1.05731441,-1.31383780
-5.33966983,2.77757169,-3.23502087,0.00303191,-0.04141676,0.36009121,-0.52821874,1.03148738,-1.39460281,0.84575061,-0.35925285,0.31269209,-0.43098680,0.02759271,-0.05848774,1.01501669,-1.32233704
-5.33366683,2.70834784,-3.25739313,0.00286542,-0.04245483,0.35794030,-0.53363625,0.97941132,-1.38917325,0.85525302,-0.36792173,0.29838208,-0.43229236,0.02707252,-0.05911624,0.97269330,-1.32766779
-5.32766383,2.64105260,-3.27156211,0.00269833,-0.04329988,0.35606998,-0.53737283,0.92805831,-1.37971518,0.86580147,-0.37543753,0.28447593,-0.43271014,0.02650647,-0.05957991,0.93081989,-1.33010506
-5.32166083,2.57658594,-3.27810136,0.00253263,-0.04393744,0.35455492,-0.53946578,0.87788042,-1.36673679,0.87751483,-0.38173810,0.27107807,-0.43230991,0.02589963,-0.05989125,0.88982328,-1.33000100
-5.31565783,2.51566291,-3.27774997,0.00237013,-0.04435739,0.35344379,-0.53998078,0.82927381,-1.35080804,0.89043321,-0.38678695,0.25827153,-0.43118498,0.02525730,-0.06006573,0.85007324,-1.32777140
-5.30965483,2.45879352,-3.27137984,0.00221238,-0.04455433,0.35275572,-0.53900805,0.78257300,-1.33254047,0.90451016,-0.39057320,0.24611785,-0.42944944,0.02458477,-0.06012100,0.81187634,-1.32387928
-5.30365183,2.40627115,-3.25995787,0.00206068,-0.04452777,0.35247806,-0.53665776,0.73804716,-1.31256562,0.91960888,-0.39311077,0.23465764,-0.42723438,0.02388715,-0.06007601,0.77547233,-1.31881625
-5.29764882,2.35817037,-3.24450506,0.00191607,-0.04428218,0.35256566,-0.53305503,0.69589853,-1.29151334,0.93550296,-0.39443673,0.22391183,-0.42468327,0.02316921,-0.05995006,0.74103303,-1.31308277
-5.29164582,2.31435452,-3.22605467,0.00177930,-0.04382684,0.35294177,-0.52833484,0.65626295,-1.26999061,0.95188202,-0.39460914,0.21388334,-0.42194671,0.02243528,-0.05976193,0.70866382,-1.30716805
-5.28564282,2.27449276,-3.20561138,0.00165088,-0.04317563,0.35350066,-0.52263710,0.61921268,-1.24856215,0.96836191,-0.39370437,0.20455943,-0.41917677,0.02168912,-0.05952900,0.67840757,-1.30153075
-5.27963982,2.23808607,-3.18411373,0.00153104,-0.04234653,0.35411187,-0.51610209,0.58476124,-1.22773340,0.98449942,-0.39181408,0.19591432,-0.41652119,0.02093396,-0.05926653,0.65025075,-1.29658134
-5.27363682,2.20450098,-3.16240144,0.00141981,-0.04136115,0.35462599,-0.50886645,0.55287013,-1.20793663,0.99981083,-0.38904209,0.18791208,-0.41411772,0.02017242,-0.05898709,0.62413146,-1.29266699
-5.26763382,2.17300942,-3.14118897,0.00131702,-0.04024401,0.35488174,-0.50106006,0.52345715,-1.18952073,1.01379347,-0.38550121,0.18050976,-0.41208887,0.01940662,-0.05870014,0.59994875,-1.29005957
-5.26163082,2.14283290,-3.12104656,0.00122232,-0.03902189,0.35471401,-0.49280361,0.49640591,-1.17274480,1.02594937,-0.38131025,0.17366039,-0.41053719,0.01863827,-0.05841175,0.57757294,-1.28894734
-5.25562781,2.11318871,-3.10238898,0.00113527,-0.03772304,0.35396259,-0.48420716,0.47157613,-1.15777574,1.03580993,-0.37659122,0.16731598,-0.40954157,0.01786875,-0.05812460,0.55685623,-1.28943054
