energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.66383192,2.34799178,0.00615396,0.22687758,1.02943687,0.21844689,1.34613909,1.21281370,0.00637740,0.67847942
-5.65782891,2.34623925,0.00618309,0.22424399,1.02392817,0.21865737,1.32783506,1.22069029,0.00614853,0.67516815
-5.65182591,2.35725337,0.00623706,0.22239540,1.02178191,0.22017068,1.31636231,1.23520793,0.00598563,0.67593224
-5.64582291,2.38097674,0.00631464,0.22129162,1.02264697,0.22296992,1.31123617,1.25647418,0.00589267,0.68071010
-5.63981991,2.41722821,0.00641408,0.22088560,1.02614416,0.22702329,1.31188631,1.28454152,0.00587242,0.68939859
-5.63381691,2.46572042,0.00653319,0.22112709,1.03188289,0.23228526,1.31768564,1.31941176,0.00592638,0.70185940
-5.62781391,2.52607642,0.00666938,0.22196614,1.03947628,0.23869791,1.32797910,1.36104009,0.00605477,0.71792474
-5.62181091,2.59784450,0.00681970,0.22335629,1.04855431,0.24619212,1.34211130,1.40933815,0.00625653,0.73740242
-5.61580790,2.68051028,0.00698089,0.22525740,1.05877445,0.25468880,1.35945171,1.46417594,0.00652931,0.76007983
-5.60980490,2.77350588,0.00714948,0.22763789,1.06982943,0.26409985,1.37941662,1.52538246,0.00686954,0.78572680
-5.60380190,2.87621591,0.00732180,0.23047648,1.08145211,0.27432915,1.40148714,1.59274519,0.00727243,0.81409747
-5.59779890,2.98798054,0.00749407,0.23376324,1.09341758,0.28527326,1.42522263,1.66600837,0.00773207,0.84493112
-5.59179590,3.10809619,0.00766249,0.23750009,1.10554266,0.29682212,1.45026952,1.74487068,0.00824149,0.87795229
-5.58579290,3.23581433,0.00782327,0.24170059,1.11768322,0.30885971,1.47636530,1.82898242,0.00879275,0.91287045
-5.57978989,3.37033930,0.00797277,0.24638926,1.12972981,0.32126466,1.50333793,1.91794276,0.00937710,0.94937954
-5.57378689,3.51082589,0.00810749,0.25160032,1.14160211,0.33391104,1.53110103,2.01129738,0.00998506,0.98715775
-5.56778389,3.65637754,0.00822422,0.25737593,1.15324270,0.34666920,1.55964524,2.10853704,0.01060667,1.02586779
-5.56178089,3.80604570,0.00832008,0.26376407,1.16461076,0.35940686,1.58902650,2.20909721,0.01123157,1.06515800
-5.55577789,3.95883104,0.00839258,0.27081606,1.17567597,0.37199036,1.61935177,2.31235920,0.01184927,1.10466440
-5.54977489,4.11368680,0.00843970,0.27858385,1.18641317,0.38428620,1.65076301,2.41765283,0.01244935,1.14401391
-5.54377189,4.26952437,0.00845989,0.28711703,1.19679790,0.39616271,1.68342015,2.52426071,0.01302166,1.18282861
-5.53776888,4.42522118,0.00845218,0.29645987,1.20680289,0.40749199,1.71748370,2.63142414,0.01355655,1.22073096
-5.53176588,4.57963048,0.00841612,0.30664821,1.21639579,0.41815189,1.75309773,2.73835044,0.01404508,1.25734991
-5.52576288,4.73159278,0.00835184,0.31770649,1.22553774,0.42802809,1.79037392,2.84422140,0.01447925,1.29232749
-5.51975988,4.87994836,0.00825999,0.32964487,1.23418289,0.43701607,1.82937700,2.94820280,0.01485214,1.32532550
-5.51375688,5.02355017,0.00814172,0.34245665,1.24227854,0.44502307,1.87011228,3.04945440,0.01515808,1.35603218
-5.50775388,5.16127670,0.00799864,0.35611593,1.24976569,0.45196967,1.91251550,3.14714020,0.01539276,1.38416815
-5.50175088,5.29204406,0.00783273,0.37057575,1.25657975,0.45779121,1.95644531,3.24043873,0.01555333,1.40949157
-5.49574787,5.41481696,0.00764627,0.38576667,1.26265127,0.46243869,2.00167855,3.32855277,0.01563839,1.43180193
-5.48974487,5.52861795,0.00744178,0.40159593,1.26790645,0.46587934,2.04790837,3.41071852,0.01564800,1.45094257
-5.48374187,5.63253486,0.00722188,0.41794721,1.27226737,0.46809664,2.09474528,3.48621382,0.01558361,1.46680142
-5.47773887,5.72572630,0.00698926,0.43468106,1.27565182,0.46908995,2.14172093,3.55436533,0.01544797,1.47931024
-5.47173587,5.80742512,0.00674655,0.45163602,1.27797294,0.46887354,2.18829455,3.61455459,0.01524496,1.48844221
-5.46573287,5.87694023,0.00649628,0.46863046,1.27913855,0.46747538,2.23386168,3.66622287,0.01497946,1.49420810
-5.45972986,5.93365689,0.00624079,0.48546497,1.27905049,0.46493538,2.27776516,3.70887496,0.01465714,1.49665131
-5.45372686,5.97703599,0.00598223,0.50192559,1.27760402,0.46130353,2.31930776,3.74208194,0.01428422,1.49584197
-5.44772386,6.00661280,0.00572246,0.51778740,1.27468757,0.45663769,2.35776639,3.76548308,0.01386732,1.49187059
-5.44172086,6.02199561,0.00546310,0.53281876,1.27018303,0.45100145,2.39240723,3.77878712,0.01341320,1.48484153
-5.43571786,6.02286472,0.00520550,0.54678584,1.26396659,0.44446191,2.42250168,3.78177302,0.01292860,1.47486677
-5.42971486,6.00897239,0.00495076,0.55945750,1.25591050,0.43708760,2.44734247,3.77429056,0.01242005,1.46206021
-5.42371186,5.98014380,0.00469972,0.57061023,1.24588553,0.42894664,2.46625978,3.75626070,0.01189374,1.44653291
-5.41770885,5.93627943,0.00445306,0.58003319,1.23376438,0.42010518,2.47863676,3.72767619,0.01135538,1.42838944
-5.41170585,5.87735892,0.00421127,0.58753305,1.21942575,0.41062610,2.48392430,3.68860220,0.01081016,1.40772556
-5.40570285,5.80344621,0.00397472,0.59293860,1.20275907,0.40056820,2.48165452,3.63917722,0.01026265,1.38462716
-5.39969985,5.71469588,0.00374371,0.59610494,1.18366960,0.38998572,2.47145279,3.57961406,0.00971682,1.35917071
-5.39369685,5.61136025,0.00351845,0.59691718,1.16208367,0.37892819,2.45304781,3.51020099,0.00917604,1.33142480
-5.38769385,5.49379669,0.00329915,0.59529349,1.13795383,0.36744071,2.42627979,3.43130262,0.00864312,1.30145291
-5.38169085,5.36247476,0.00308601,0.59118739,1.11126357,0.35556451,2.39110611,3.34336059,0.00812033,1.26931695
-5.37568784,5.21798235,0.00287924,0.58458928,1.08203138,0.34333775,2.34760463,3.24689353,0.00760950,1.23508150
-5.36968484,5.06103018,0.00267905,0.57552714,1.05031382,0.33079643,2.29597431,3.14249617,0.00711210,1.19881827
-5.36368184,4.89245429,0.00248571,0.56406626,1.01620755,0.31797557,2.23653324,3.03083727,0.00662926,1.16061066
-5.35767884,4.71321558,0.00229947,0.55030818,0.97984997,0.30491020,2.16971388,2.91265613,0.00616189,1.12055795
-5.35167584,4.52439630,0.00212060,0.53438872,0.94141863,0.29163647,2.09605584,2.78875744,0.00571073,1.07877905
-5.34567284,4.32719302,0.00194938,0.51647519,0.90112918,0.27819258,2.01619608,2.66000437,0.00527638,1.03541538
-5.33966983,4.12290595,0.00178606,0.49676289,0.85923203,0.26461952,1.93085698,2.52730989,0.00485937,0.99063286
-5.33366683,3.91292479,0.00163086,0.47547096,0.81600786,0.25096162,1.84083242,2.39162627,0.00446017,0.94462274
-5.32766383,3.69871116,0.00148397,0.45283767,0.77176207,0.23726691,1.74697233,2.25393308,0.00407922,0.89760138
-5.32166083,3.48177817,0.00134552,0.42911539,0.72681849,0.22358711,1.65016599,2.11522374,0.00371693,0.84980875
-5.31565783,3.26366769,0.00121561,0.40456523,0.68151249,0.20997750,1.55132469,1.97649119,0.00337368,0.80150594
-5.30965483,3.04592598,0.00109425,0.37945167,0.63618390,0.19649646,1.45136418,1.83871298,0.00304981,0.75297162
-5.30365183,2.83007851,0.00098139,0.35403718,0.59116979,0.18320485,1.35118733,1.70283622,0.00274561,0.70449765
-5.29764882,2.61760493,0.00087693,0.32857715,0.54679768,0.17016523,1.25166756,1.56976306,0.00246131,0.65638408
-5.29164582,2.40991496,0.00078071,0.30331509,0.50337908,0.15744095,1.15363356,1.44033703,0.00219708,0.60893372
-5.28564282,2.20832605,0.00069250,0.27847841,0.46120381,0.14509517,1.05785555,1.31533081,0.00195299,0.56244647
-5.27963982,2.01404376,0.00061204,0.25427468,0.42053513,0.13318993,0.96503360,1.19543588,0.00172905,0.51721380
-5.27363682,1.82814526,0.00053904,0.23088873,0.38160585,0.12178519,0.87578813,1.08125429,0.00152517,0.47351340
-5.26763382,1.65156666,0.00047316,0.20848033,0.34461545,0.11093802,0.79065297,0.97329293,0.00134121,0.43160440
-5.26163082,1.48509444,0.00041406,0.18718279,0.30972834,0.10070189,0.71007080,0.87196030,0.00117696,0.39172314
-5.25562781,1.32936103,0.00036139,0.16710219,0.27707302,0.09112619,0.63439130,0.77756598,0.00103219,0.35407984
-5.24962481,1.18484476,0.00031479,0.14831746,0.24674237,0.08225585,0.56387157,0.69032252,0.00090666,0.31885605
-5.24362181,1.05187361,0.00027392,0.13088109,0.21879470,0.07413119,0.49867890,0.61034972,0.00080015,0.28620306
-5.23761881,0.93063264,0.00023844,0.11482051,0.19325565,0.06678800,0.43889553,0.53768093,0.00071252,0.25624122
-5.23161581,0.82117447,0.00020805,0.10013993,0.17012064,0.06025768,0.38452508,0.47227100,0.00064368,0.22906001
-5.22561281,0.72343215,0.00018246,0.08682266,0.14935785,0.05456760,0.33550031,0.41400553,0.00059368,0.20471900
-5.21960980,0.63723368,0.00016144,0.07483371,0.13091147,0.04974148,0.29169187,0.36271088,0.00056273,0.18324930
-5.21360680,0.56231754,0.00014477,0.06412260,0.11470514,0.04579987,0.25291758,0.31816458,0.00055118,0.16465554
-5.20760380,0.49834837,0.00013227,0.05462625,0.10064542,0.04276050,0.21895197,0.28010556,0.00055957,0.14891811
-5.20160080,0.44493217,0.00012381,0.04627186,0.08862508,0.04063870,0.18953567,0.24824398,0.00058862,0.13599562
-5.19559780,0.40163035,0.00011927,0.03897972,0.07852635,0.03944757,0.16438438,0.22227012,0.00063922,0.12582720
-5.18959480,0.36797215,0.00011858,0.03266575,0.07022366,0.03919798,0.14319716,0.20186218,0.00071242,0.11833481
-5.18359180,0.34346509,0.00012171,0.02724389,0.06358628,0.03989848,0.12566391,0.18669265,0.00080937,0.11342514
-5.17758879,0.32760306,0.00012863,0.02262815,0.05848037,0.04155482,0.11147183,0.17643337,0.00093130,0.11099134
-5.17158579,0.31987214,0.00013933,0.01873438,0.05477083,0.04416932,0.10031089,0.17075890,0.00107945,0.11091422
-5.16558279,0.31975408,0.00015380,0.01548166,0.05232271,0.04774000,0.09187819,0.16934861,0.00125498,0.11306326
-5.15957979,0.32672763,0.00017205,0.01279345,0.05100230,0.05225948,0.08588140,0.17188732,0.00145890,0.11729715
-5.15357679,0.34026813,0.00019405,0.01059832,0.05067798,0.05771377,0.08204116,0.17806490,0.00169197,0.12346423
-5.14757379,0.35984563,0.00021975,0.00883050,0.05122087,0.06408090,0.08009279,0.18757488,0.00195460,0.13140265
-5.14157079,0.38492203,0.00024908,0.00743011,0.05250528,0.07132961,0.07978720,0.20011253,0.00224675,0.14094060
-5.13556778,0.41494789,0.00028189,0.00634319,0.05440912,0.07941804,0.08089130,0.21537249,0.00256785,0.15189650
-5.12956478,0.44935914,0.00031800,0.00552158,0.05681427,0.08829264,0.08318801,0.23304650,0.00291666,0.16407951
-5.12356178,0.48757444,0.00035713,0.00492259,0.05960699,0.09788722,0.08647592,0.25282119,0.00329126,0.17729022
-5.11755878,0.52899345,0.00039897,0.00450869,0.06267832,0.10812246,0.09056884,0.27437650,0.00368894,0.19132175
-5.11155578,0.57299641,0.00044308,0.00424701,0.06592462,0.11890571,0.09529518,0.29738470,0.00410622,0.20596120
-5.10555278,0.61894524,0.00048898,0.00410889,0.06924813,0.13013128,0.10049736,0.32151018,0.00453877,0.22099160
-5.09954977,0.66618632,0.00053609,0.00406938,0.07255764,0.14168123,0.10603117,0.34641026,0.00498153,0.23619422
-5.09354677,0.71405503,0.00058377,0.00410681,0.07576917,0.15342664,0.11176525,0.37173683,0.00542871,0.25135114
-5.08754377,0.76188174,0.00063131,0.00420235,0.07880664,0.16522940,0.11758050,0.39713897,0.00587389,0.26624824
-5.08154077,0.80899935,0.00067796,0.00433962,0.08160257,0.17694434,0.12336960,0.42226626,0.00631020,0.28067816
-5.07553777,0.85475183,0.00072293,0.00450438,0.08409862,0.18842189,0.12903649,0.44677289,0.00673042,0.29444343
-5.06953477,0.89850353,0.00076541,0.00468423,0.08624606,0.19951093,0.13449582,0.47032215,0.00712720,0.30735941
-5.06353177,0.93964882,0.00080463,0.00486841,0.08800607,0.21006186,0.13967243,0.49259121,0.00749326,0.31925702
-5.05752876,0.97762168,0.00083982,0.00504764,0.08934980,0.21992975,0.14450070,0.51327604,0.00782162,0.32998510
-5.05152576,1.01190478,0.00087028,0.00521398,0.09025834,0.22897747,0.14892390,0.53209607,0.00810577,0.33941242
-5.04552276,1.04203775,0.00089538,0.00536072,0.09072229,0.23707868,0.15289349,0.54879863,0.00833996,0.34742906
-5.03951976,1.06762417,0.00091461,0.00548236,0.09074130,0.24412050,0.15636838,0.56316279,0.00851932,0.35394733
-5.03351676,1.08833729,0.00092756,0.00557454,0.09032328,0.25000588,0.15931417,0.57500257,0.00864005,0.35890213
-5.02751376,1.10392411,0.00093394,0.00563399,0.08948353,0.25465556,0.16170250,0.58416942,0.00869957,0.36225077
-5.02151076,1.11420774,0.00093361,0.00565849,0.08824368,0.25800950,0.16351040,0.59055392,0.00869661,0.36397236
-5.01550775,1.11908823,0.00092658,0.00564689,0.08663058,0.26002782,0.16471978,0.59408656,0.00863122,0.36406678
-5.00950475,1.11854176,0.00091301,0.00559897,0.08467520,0.26069122,0.16531707,0.59473787,0.00850481,0.36255334
-5.00350175,1.11261837,0.00089317,0.00551542,0.08241141,0.26000089,0.16529299,0.59251767,0.00832007,0.35946928
-4.99749875,1.10143847,0.00086750,0.00539778,0.07987500,0.25797796,0.16464252,0.58747372,0.00808090,0.35486811
-4.99149575,1.08518827,0.00083651,0.00524830,0.07710260,0.25466246,0.16336505,0.57968975,0.00779224,0.34881791
-4.98549275,1.06411432,0.00080083,0.00506986,0.07413092,0.25011200,0.16146462,0.56928301,0.00745993,0.34139969
-4.97948974,1.03851745,0.00076117,0.00486585,0.07099593,0.24440008,0.15895031,0.55640139,0.00709050,0.33270580
-4.97348674,1.00874618,0.00071828,0.00464002,0.06773238,0.23761415,0.15583669,0.54122026,0.00669098,0.32283842
-4.96748374,0.97518987,0.00067294,0.00439639,0.06437333,0.22985354,0.15214426,0.52393903,0.00626862,0.31190821
-4.96148074,0.93827166,0.00062594,0.00413912,0.06094992,0.22122726,0.14789982,0.50477753,0.00583075,0.30003299
-4.95547774,0.89844134,0.00057803,0.00387234,0.05749120,0.21185171,0.14313679,0.48397232,0.00538452,0.28733649
-4.94947474,0.85616821,0.00052996,0.00360010,0.05402410,0.20184840,0.13789527,0.46177286,0.00493673,0.27394719
-4.94347174,0.81193403,0.00048240,0.00332624,0.05057349,0.19134176,0.13222198,0.43843772,0.00449368,0.25999704
-4.93746873,0.76622612,0.00043595,0.00305432,0.04716228,0.18045694,0.12616990,0.41423071,0.00406101,0.24562026
-4.93146573,0.71953064,0.00039115,0.00278755,0.04381156,0.16931778,0.11979769,0.38941719,0.00364366,0.23095198
-4.92546273,0.67232614,0.00034843,0.00252875,0.04054075,0.15804486,0.11316884,0.36426039,0.00324572,0.21612689
-4.91945973,0.62507751,0.00030815,0.00228030,0.03736782,0.14675379,0.10635066,0.33901798,0.00287049,0.20127778
-4.91345673,0.57823033,0.00027056,0.00204417,0.03430939,0.13555358,0.09941303,0.31393887,0.00252042,0.18653409
-4.90745373,0.53220590,0.00023586,0.00182188,0.03138090,0.12454533,0.09242705,0.28926031,0.00219717,0.17202043
-4.90145073,0.48739684,0.00020413,0.00161455,0.02859679,0.11382106,0.08546366,0.26520541,0.00190164,0.15785521
-4.89544772,0.44416361,0.00017540,0.00142291,0.02597058,0.10346282,0.07859220,0.24198111,0.00163408,0.14414934
-4.88944472,0.40283192,0.00014963,0.00124738,0.02351504,0.09354206,0.07187916,0.21977673,0.00139414,0.13100514
-4.88344172,0.36369108,0.00012673,0.00108806,0.02124231,0.08411927,0.06538695,0.19876302,0.00118097,0.11851550
-4.87743872,0.32699353,0.00010657,0.00094484,0.01916412,0.07524383,0.05917296,0.17909190,0.00099332,0.10676328
-4.87143572,0.29295533,0.00008897,0.00081741,0.01729189,0.06695424,0.05328883,0.16089669,0.00082965,0.09582108
-4.86543272,0.26175771,0.00007375,0.00070538,0.01563700,0.05927847,0.04777998,0.14429305,0.00068820,0.08575130
-4.85942971,0.23354961,0.00006070,0.00060829,0.01421100,0.05223467,0.04268543,0.12938029,0.00056710,0.07660656
-4.85342671,0.20845095,0.00004961,0.00052570,0.01302587,0.04583199,0.03803794,0.11624322,0.00046440,0.06843040
-4.84742371,0.18655658,0.00004026,0.00045726,0.01209429,0.04007165,0.03386433,0.10495417,0.00037820,0.06125824
-4.84142071,0.16794065,0.00003246,0.00040277,0.01142995,0.03494812,0.03018612,0.09557528,0.00030666,0.05511857
-4.83541771,0.15266110,0.00002600,0.00036225,0.01104776,0.03045039,0.02702031,0.08816076,0.00024806,0.05003420
-4.82941471,0.14076413,0.00002071,0.00033600,0.01096413,0.02656335,0.02438034,0.08275897,0.00020083,0.04602362
-4.82341171,0.13228833,0.00001643,0.00032473,0.01119720,0.02326912,0.02227711,0.07941421,0.00016359,0.04310228
-4.81740870,0.12726825,0.00001300,0.00032954,0.01176697,0.02054843,0.02072008,0.07816811,0.00013515,0.04128381
-4.81140570,0.12573718,0.00001031,0.00035210,0.01269540,0.01838187,0.01971839,0.07906042,0.00011454,0.04058094
-4.80540270,0.12772919,0.00000824,0.00039470,0.01400644,0.01675111,0.01928189,0.08212916,0.00010102,0.04100631
-4.79939970,0.13328000,0.00000671,0.00046030,0.01572599,0.01564001,0.01942212,0.08741012,0.00009407,0.04257292
-4.79339670,0.14242698,0.00000566,0.00055269,0.01788178,0.01503550,0.02015325,0.09493574,0.00009342,0.04529428
-4.78739370,0.15520817,0.00000502,0.00067654,0.02050317,0.01492844,0.02149283,0.10473325,0.00009901,0.04918433
-4.78139070,0.17166044,0.00000479,0.00083751,0.02362097,0.01531423,0.02346251,0.11682247,0.00011105,0.05425699
-4.77538769,0.19181698,0.00000494,0.00104232,0.02726712,0.01619328,0.02608859,0.13121314,0.00012997,0.06052557
-4.76938469,0.21570438,0.00000548,0.00129885,0.03147449,0.01757132,0.02940250,0.14790218,0.00015644,0.06800197
-4.76338169,0.24333950,0.00000645,0.00161618,0.03627658,0.01945952,0.03344120,0.16687090,0.00019141,0.07669583
-4.75737869,0.27472648,0.00000790,0.00200463,0.04170740,0.02187447,0.03824748,0.18808261,0.00023603,0.08661358
-4.75137569,0.30985404,0.00000989,0.00247584,0.04780131,0.02483794,0.04387025,0.21148066,0.00029173,0.09775768
-4.74537269,0.34869355,0.00001253,0.00304267,0.05459299,0.02837650,0.05036468,0.23698728,0.00036017,0.11012587
-4.73936968,0.39119781,0.00001592,0.00371925,0.06211763,0.03252096,0.05779240,0.26450326,0.00044328,0.12371078
-4.73336668,0.43730096,0.00002021,0.00452084,0.07041105,0.03730561,0.06622153,0.29390872,0.00054319,0.13849960
-4.72736368,0.48691930,0.00002555,0.00546375,0.07951014,0.04276729,0.07572667,0.32506495,0.00066229,0.15447418
-4.72136068,0.53995335,0.00003214,0.00656518,0.08945332,0.04894427,0.08638878,0.35781736,0.00080316,0.17161131
-4.71535768,0.59629069,0.00004020,0.00784301,0.10028108,0.05587495,0.09829493,0.39199947,0.00096857,0.18988326
-4.70935468,0.65580964,0.00004994,0.00931557,0.11203668,0.06359637,0.11153781,0.42743761,0.00116145,0.20925851
-4.70335168,0.71838338,0.00006163,0.01100142,0.12476673,0.07214259,0.12621507,0.46395639,0.00138487,0.22970256
-4.69734867,0.78388418,0.00007553,0.01291902,0.13852194,0.08154296,0.14242832,0.50138428,0.00164194,0.25117885
-4.69134567,0.85218744,0.00009194,0.01508644,0.15335755,0.09182020,0.16028192,0.53955925,0.00193583,0.27364948
-4.68534267,0.92317501,0.00011115,0.01752108,0.16933385,0.10298859,0.17988136,0.57833390,0.00226966,0.29707588
-4.67933967,0.99673757,0.00013344,0.02023936,0.18651630,0.11505204,0.20133131,0.61757980,0.00264645,0.32141919
-4.67333667,1.07277565,0.00015911,0.02325643,0.20497550,0.12800238,0.22473334,0.65719070,0.00306905,0.34664026
-4.66733367,1.15119914,0.00018842,0.02658593,0.22478677,0.14181772,0.25018333,0.69708426,0.00354005,0.37269934
-4.66133067,1.23192502,0.00022163,0.03023973,0.24602941,0.15646116,0.27776858,0.73720219,0.00406172,0.39955540
-4.65532766,1.31487349,0.00025894,0.03422774,0.26878542,0.17187978,0.30756469,0.77750868,0.00463590,0.42716498
-4.64932466,1.39996242,0.00030053,0.03855773,0.29313787,0.18800410,0.33963230,0.81798703,0.00526393,0.45548078
-4.64332166,1.48710046,0.00034651,0.04323518,0.31916874,0.20474800,0.37401375,0.85863479,0.00594658,0.48444998
