energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up,Y_p_up,Y_d_up
-5.82591296,6.30328280,0.00653382,2.18482928,0.07953296,1.44323720,0.44207931,0.71468362,2.01359744,2.33171956
-5.81990995,6.42813777,0.00668932,2.23505063,0.08084495,1.46080093,0.44840824,0.72157427,2.05023267,2.38554511
-5.81390695,6.51786212,0.00681105,2.27322498,0.08168235,1.46985862,0.45224024,0.72422541,2.07481639,2.42650315
-5.80790395,6.57130901,0.00689733,2.29892529,0.08203058,1.47022292,0.45352653,0.72255479,2.08705950,2.45413370
-5.80190095,6.58804612,0.00694705,2.31195826,0.08188537,1.46189500,0.45227448,0.71657473,2.08691806,2.46822508
-5.79589795,6.56834838,0.00695974,2.31236326,0.08125263,1.44506030,0.44854607,0.70638944,2.07458977,2.46881278
-5.78989495,6.51316909,0.00693555,2.30040387,0.08014810,1.42007864,0.44245462,0.69218959,2.05050254,2.45617040
-5.78389195,6.42409148,0.00687527,2.27655276,0.07859666,1.38746970,0.43416027,0.67424445,2.01529588,2.43079352
-5.77788894,6.30326371,0.00678027,2.24147077,0.07663144,1.34789425,0.42386421,0.65289201,1.96979627,2.39337732
-5.77188594,6.15332101,0.00665253,2.19598172,0.07429270,1.30213236,0.41180214,0.62852745,1.91498771,2.34478952
-5.76588294,5.97729890,0.00649456,2.14104393,0.07162667,1.25105946,0.39823723,0.60159064,1.85197917,2.28603994
-5.75987994,5.77854179,0.00630937,2.07772036,0.06868415,1.19562129,0.38345290,0.57255305,1.78197030,2.21824836
-5.75387694,5.56061081,0.00610040,2.00714828,0.06551924,1.13680885,0.36774578,0.54190472,1.70621706,2.14261203
-5.74787394,5.32719474,0.00587145,1.93051015,0.06218798,1.07563420,0.35141915,0.51014167,1.62599875,2.06037430
-5.74187094,5.08202704,0.00562666,1.84900653,0.05874713,1.01310794,0.33477690,0.47775423,1.54258750,1.97279551
-5.73586793,4.82881157,0.00537039,1.76383200,0.05525297,0.95021904,0.31811847,0.44521666,1.45722145,1.88112708
-5.72986493,4.57115853,0.00510717,1.67615452,0.05176032,0.88791737,0.30173451,0.41297815,1.37108210,1.78658931
-5.72386193,4.31253153,0.00484165,1.58709869,0.04832164,0.82709929,0.28590356,0.38145562,1.28527640,1.69035344
-5.71785893,4.05620602,0.00457847,1.49773276,0.04498629,0.76859631,0.27088948,0.35102804,1.20082353,1.59352784
-5.71185593,3.80523838,0.00432225,1.40905931,0.04179996,0.71316667,0.25693969,0.32203261,1.11864631,1.49714813
-5.70585293,3.56244466,0.00407750,1.32200911,0.03880423,0.66148969,0.24428390,0.29476237,1.03956680,1.40217100
-5.69984992,3.33038749,0.00384852,1.23743769,0.03603623,0.61416236,0.23313327,0.26946528,0.96430546,1.30947099
-5.69384692,3.11136942,0.00363941,1.15612401,0.03352840,0.57169798,0.22367976,0.24634445,0.89348332,1.21983974
-5.68784392,2.90743102,0.00345391,1.07877060,0.03130836,0.53452613,0.21609554,0.22555937,0.82762619,1.13398702
-5.68184092,2.72035193,0.00329543,1.00600461,0.02939885,0.50299375,0.21053224,0.20722784,0.76717046,1.05254283
-5.67583792,2.55165373,0.00316695,0.93837926,0.02781762,0.47736685,0.20712000,0.19142838,0.71246956,0.97606023
-5.66983492,2.40260320,0.00307100,0.87637534,0.02657747,0.45783244,0.20596628,0.17820293,0.66380062,0.90501825
-5.66383192,2.27421548,0.00300957,0.82040245,0.02568620,0.44450076,0.20715434,0.16755964,0.62137084,0.83982467
-5.65782891,2.16725684,0.00298414,0.77079992,0.02514666,0.43740731,0.21074162,0.15947569,0.58532325,0.78081848
-5.65182591,2.08224687,0.00299561,0.72783734,0.02495674,0.43651508,0.21675792,0.15389997,0.55574166,0.72827195
-5.64582291,2.01946082,0.00304431,0.69171486,0.02510946,0.44171672,0.22520383,0.15075561,0.53265476,0.68239229
-5.63981991,1.97893249,0.00312996,0.66256344,0.02559303,0.45283713,0.23604924,0.14994236,0.51603939,0.64332316
-5.63381691,1.96045861,0.00325171,0.64044522,0.02639101,0.46963647,0.24923250,0.15133893,0.50582323,0.61114602
-5.62781391,1.96360539,0.00340814,0.62535436,0.02748251,0.49181390,0.26466015,0.15480517,0.50188693,0.58588173
-5.62181091,1.98771829,0.00359730,0.61721848,0.02884249,0.51901241,0.28220750,0.16018431,0.50406612,0.56749235
-5.61580790,2.03193530,0.00381674,0.61590105,0.03044216,0.55082468,0.30172025,0.16730528,0.51215341,0.55588354
-5.60980490,2.09520439,0.00406357,0.62120459,0.03224946,0.58680024,0.32301704,0.17598519,0.52590055,0.55090750
-5.60380190,2.17630500,0.00433452,0.63287510,0.03422968,0.62645393,0.34589313,0.18603193,0.54502113,0.55236658
-5.59779890,2.27387333,0.00462603,0.65060728,0.03634617,0.66927544,0.37012490,0.19724701,0.56919361,0.56001749
-5.59179590,2.38643095,0.00493430,0.67405078,0.03856112,0.71473983,0.39547524,0.20942865,0.59806500,0.57357612
-5.58579290,2.51241549,0.00525542,0.70281704,0.04083643,0.76231853,0.42169948,0.22237484,0.63125503,0.59272262
-5.57978989,2.65021250,0.00558542,0.73648652,0.04313463,0.81149055,0.44855149,0.23588667,0.66836072,0.61710684
-5.57378689,2.79818690,0.00592038,0.77461609,0.04541976,0.86175326,0.47578989,0.24977150,0.70896128,0.64635363
-5.56778389,2.95471272,0.00625651,0.81674611,0.04765823,0.91263224,0.50318372,0.26384600,0.75262311,0.68006791
-5.56178089,3.11819952,0.00659024,0.86240709,0.04981963,0.96368977,0.53051748,0.27793898,0.79890471,0.71783935
-5.55577789,3.28711449,0.00691823,0.91112542,0.05187740,1.01453132,0.55759518,0.29189376,0.84736141,0.75924632
-5.54977489,3.45999903,0.00723752,0.96242817,0.05380931,1.06480986,0.58424308,0.30557009,0.89754966,0.80385914
-5.54377189,3.63547941,0.00754549,1.01584671,0.05559782,1.11422770,0.61031119,0.31884551,0.94903078,0.85124246
-5.53776888,3.81227118,0.00783991,1.07091905,0.05723021,1.16253583,0.63567333,0.33161599,1.00137414,0.90095685
-5.53176588,3.98917779,0.00811897,1.12719120,0.05869848,1.20953088,0.66022582,0.34379612,1.05415978,0.95255971
-5.52576288,4.16508408,0.00838126,1.18421739,0.05999908,1.25505009,0.68388511,0.35531855,1.10698040,1.00560557
-5.51975988,4.33894598,0.00862575,1.24155967,0.06113243,1.29896477,0.70658452,0.36613304,1.15944300,1.05964611
-5.51375688,4.50977780,0.00885180,1.29878707,0.06210228,1.34117279,0.72827038,0.37620502,1.21117017,1.11423016
-5.50775388,4.67663907,0.00905907,1.35547466,0.06291500,1.38159096,0.74889814,0.38551405,1.26180132,1.16890390
-5.50175088,4.83862264,0.00924756,1.41120306,0.06357873,1.42014797,0.76842867,0.39405204,1.31099398,1.22321170
-5.49574787,4.99484590,0.00941751,1.46555848,0.06410258,1.45677865,0.78682524,0.40182170,1.35842542,1.27669767
-5.48974487,5.14444659,0.00956938,1.51813390,0.06449586,1.49142008,0.80405155,0.40883520,1.40379466,1.32890838
-5.48374187,5.28658447,0.00970385,1.56853139,0.06476737,1.52401019,0.82007085,0.41511317,1.44682499,1.37939661
-5.47773887,5.42044948,0.00982177,1.61636575,0.06492488,1.55448904,0.83484662,0.42068427,1.48726712,1.42772640
-5.47173587,5.54527646,0.00992415,1.66126959,0.06497474,1.58280279,0.84834443,0.42558533,1.52490271,1.47347912
-5.46573287,5.66036608,0.01001211,1.70289944,0.06492176,1.60891035,0.86053526,0.42986200,1.55954835,1.51626059
-5.45972986,5.76511070,0.01008693,1.74094289,0.06476922,1.63279213,0.87139965,0.43357003,1.59105963,1.55570871
-5.45372686,5.85902387,0.01015001,1.77512629,0.06451916,1.65446039,0.88093268,0.43677694,1.61933503,1.59150142
-5.44772386,5.94177116,0.01020287,1.80522237,0.06417280,1.67397049,0.88914911,0.43956414,1.64431933,1.62336442
-5.44172086,6.01320039,0.01024711,1.83105760,0.06373117,1.69143205,0.89608834,0.44202916,1.66600620,1.65107825
-5.43571786,6.07336873,0.01028444,1.85251840,0.06319584,1.70701924,0.90181868,0.44428799,1.68443950,1.67448415
-5.42971486,6.12256453,0.01031665,1.86955592,0.06256968,1.72097940,0.90644056,0.44647725,1.69971315,1.69348840
-5.42371186,6.16132202,0.01034555,1.88218882,0.06185770,1.73363915,0.91008815,0.44875609,1.71196914,1.70806455
-5.41770885,6.19042715,0.01037294,1.89050371,0.06106782,1.74540751,0.91292939,0.45130760,1.72139372,1.71825358
-5.41170585,6.21091374,0.01040056,1.89465317,0.06021149,1.75677557,0.91516401,0.45433962,1.72821160,1.72416151
-5.40570285,6.22404931,0.01043003,1.89485102,0.05930429,1.76831252,0.91701978,0.45808490,1.73267826,1.72595479
-5.39969985,6.23131103,0.01046278,1.89136520,0.05836624,1.78065816,0.91874690,0.46280044,1.73507074,1.72385328
-5.39369685,6.23435220,0.01049995,1.88450838,0.05742193,1.79451193,0.92061092,0.46876591,1.73567705,1.71812149
-5.38769385,6.23496076,0.01054237,1.87462668,0.05650044,1.81061894,0.92288437,0.47628130,1.73478478,1.70905811
-5.38169085,6.23501121,0.01059042,1.86208709,0.05563503,1.82975342,0.92583765,0.48566348,1.73266940,1.69698455
-5.37568784,6.23641198,0.01064404,1.84726407,0.05486251,1.85270006,0.92972947,0.49724195,1.72958280,1.68223305
-5.36968484,6.24104997,0.01070262,1.83052605,0.05422249,1.88023386,0.93479729,0.51135348,1.72574265,1.66513477
-5.36368184,6.25073440,0.01076503,1.81222248,0.05375633,1.91309893,0.94124817,0.52833581,1.72132310,1.64600867
-5.35767884,6.26714163,0.01082957,1.79267189,0.05350599,1.95198667,0.94925041,0.54852035,1.71644735,1.62515143
-5.35167584,6.29176252,0.01089400,1.77215169,0.05351269,1.99751379,0.95892615,0.57222389,1.71118244,1.60282906
-5.34567284,6.32585371,0.01095561,1.75088995,0.05381546,2.05020049,0.97034520,0.59973926,1.70553641,1.57927041
-5.33966983,6.37039384,0.01101124,1.72905965,0.05444966,2.11044904,0.98352025,0.63132522,1.69945827,1.55466284
-5.33366683,6.42604555,0.01105741,1.70677540,0.05544549,2.17852312,0.99840345,0.66719550,1.69284034,1.52915008
-5.32766383,6.49312391,0.01109040,1.68409288,0.05682651,2.25452833,1.01488449,0.70750731,1.68552325,1.50283232
-5.32166083,6.57157186,0.01110641,1.66101069,0.05860830,2.33839412,1.03279014,0.75234957,1.67730299,1.47576829
-5.31565783,6.66094309,0.01110165,1.63747471,0.06079718,2.42985793,1.05188522,0.80173123,1.66793993,1.44797917
-5.30965483,6.76039303,0.01107253,1.61338441,0.06338926,2.52845203,1.07187507,0.85557010,1.65716918,1.41945395
-5.30365183,6.86867845,0.01101576,1.58860098,0.06636961,2.63349390,1.09240947,0.91368289,1.64471190,1.39015600
-5.29764882,6.98416636,0.01092850,1.56295671,0.06971179,2.74408121,1.11308820,0.97577678,1.63028712,1.36003025
-5.29164582,7.10485301,0.01080847,1.53626537,0.07337771,2.85909214,1.13346802,1.04144349,1.61362350,1.32901094
-5.28564282,7.22839349,0.01065405,1.50833302,0.07731785,2.97719228,1.15307140,1.11015625,1.59447067,1.29702924
-5.27963982,7.35214270,0.01046436,1.47896895,0.08147186,3.09684864,1.17139682,1.18127042,1.57260974,1.26402076
-5.27363682,7.47320777,0.01023930,1.44799631,0.08576961,3.21635186,1.18793068,1.25402815,1.54786264,1.22993240
-5.26763382,7.58851213,0.00997956,1.41526206,0.09013257,3.33384659,1.20216073,1.32756761,1.52010015,1.19472861
-5.26163082,7.69487043,0.00968666,1.38064609,0.09447562,3.44737035,1.21359073,1.40093691,1.48924840,1.15839668
-5.25562781,7.78907337,0.00936287,1.34406909,0.09870914,3.55490030,1.22175612,1.47311270,1.45529369,1.12095114
-5.24962481,7.86798069,0.00901117,1.30549905,0.10274141,3.65440702,1.22624025,1.54302327,1.41828583,1.08243714
-5.24362181,7.92861973,0.00863518,1.26495630,0.10648120,3.74391398,1.22669063,1.60957563,1.37833977,1.04293279
-5.23761881,7.96828694,0.00823905,1.22251687,0.10984046,3.82156070,1.22283464,1.67168585,1.33563579,1.00255049
-5.23161581,7.98464842,0.00782736,1.17831421,0.11273698,3.88566750,1.21449401,1.72831174,1.29041830,0.96143730
-5.22561281,7.97583610,0.00740500,1.13253921,0.11509703,3.93479918,1.20159735,1.77848662,1.24299331,0.91977442
-5.21960980,7.94053522,0.00697706,1.08543860,0.11685769,3.96782512,1.18419019,1.82135315,1.19372485,0.87777573
-5.21360680,7.87805950,0.00654868,1.03731177,0.11796890,3.98397289,1.16244182,1.85619553,1.14303028,0.83568555
-5.20760380,7.78841016,0.00612498,0.98850608,0.11839515,3.98287299,1.13664856,1.88246912,1.09137479,0.79377571
-5.20160080,7.67231588,0.00571092,0.93941093,0.11811658,3.96459239,1.10723300,1.89982579,1.03926512,0.75234187
-5.19559780,7.53125115,0.00531123,0.89045065,0.11712961,3.92965512,1.07473918,1.90813413,0.98724266,0.71169928
-5.18959480,7.36743163,0.00493030,0.84207655,0.11544696,3.87904848,1.03982364,1.90749346,0.93587596,0.67217803
-5.18359180,7.18378579,0.00457217,0.79475820,0.11309710,3.81421430,1.00324254,1.89824082,0.88575287,0.63411787
-5.17758879,6.98390333,0.00424042,0.74897440,0.11012314,3.73702519,0.96583524,1.88095062,0.83747233,0.59786271
-5.17158579,6.77196168,0.00393820,0.70520393,0.10658124,3.64974623,0.92850486,1.85642669,0.79163592,0.56375492
-5.16558279,6.55263285,0.00366817,0.66391644,0.10253857,3.55498335,0.89219646,1.82568688,0.74883928,0.53212951
-5.15957979,6.33097346,0.00343250,0.62556367,0.09807090,3.45562011,0.85787345,1.78994063,0.70966344,0.50330836
-5.15357679,6.11230161,0.00323289,0.59057125,0.09326008,3.35474467,0.82649310,1.75056012,0.67466621,0.47759458
-5.14757379,5.90206437,0.00307061,0.55933126,0.08819128,3.25556968,0.79898181,1.70904594,0.64437365,0.45526704
-5.14157079,5.70569989,0.00294650,0.53219565,0.08295036,3.16134722,0.77621081,1.66698826,0.61927169,0.43657539
-5.13556778,5.52849828,0.00286098,0.50947071,0.07762128,3.07528166,0.75897306,1.62602467,0.59979799,0.42173534
-5.12956478,5.37546494,0.00281414,0.49141247,0.07228377,3.00044267,0.74796171,1.58779595,0.58633410,0.41092450
-5.12356178,5.25119010,0.00280573,0.47822324,0.06701136,2.93968109,0.74375079,1.55390092,0.57919795,0.40427876
-5.11755878,5.15972748,0.00283523,0.47004905,0.06186969,2.89554950,0.74677836,1.52585181,0.57863676,0.40188918
-5.11155578,5.10448507,0.00290184,0.46697802,0.05691533,2.87022975,0.75733257,1.50503110,0.58482046,0.40379949
-5.10555278,5.08813021,0.00300452,0.46903952,0.05219497,2.86546903,0.77554079,1.49265121,0.59783570,0.41000413
-5.09954977,5.11251094,0.00314202,0.47620402,0.04774509,2.88252600,0.80136202,1.48971786,0.61768063,0.42044688
-5.09354677,5.17859515,0.00331287,0.48838355,0.04359201,2.92212822,0.83458283,1.49699826,0.64426052,0.43502007
-5.08754377,5.28642894,0.00351538,0.50543256,0.03975235,2.98444198,0.87481689,1.51499487,0.67738457,0.45356441
-5.08154077,5.43511496,0.00374765,0.52714932,0.03623370,3.06905535,0.92150831,1.54392554,0.71676389,0.47586939
-5.07553777,5.62281173,0.00400755,0.55327766,0.03303564,3.17497504,0.97393878,1.58371064,0.76201122,0.50167443
-5.06953477,5.84675438,0.00429268,0.58350908,0.03015087,3.30063757,1.03123872,1.63396773,0.81264235,0.53067065
-5.06353177,6.10329708,0.00460038,0.61748545,0.02756647,3.44393500,1.09240233,1.69401416,0.86807966,0.56250359
-5.05752876,6.38797718,0.00492770,0.65480212,0.02526513,3.60225503,1.15630653,1.76287780,0.92765794,0.59677668
-5.05152576,6.69560066,0.00527133,0.69501185,0.02322645,3.77253513,1.22173362,1.83931598,0.99063278,0.63305582
-5.04552276,7.02034795,0.00562766,0.73762944,0.02142809,3.95133008,1.28739732,1.92184239,1.05619140,0.67087490
-5.03951976,7.35589865,0.00599272,0.78213733,0.01984679,4.13489158,1.35197172,2.00876165,1.12346617,0.70974250
-5.03351676,7.69557311,0.00636221,0.82799218,0.01845929,4.31925842,1.41412261,2.09821078,1.19155061,0.74914961
-5.02751376,8.03248799,0.00673150,0.87463261,0.01724308,4.50035520,1.47254028,2.18820676,1.25951751,0.78857847
-5.02151076,8.35972221,0.00709569,0.92148792,0.01617693,4.67409693,1.52597296,2.27669879,1.32643903,0.82751235
-5.01550775,8.67048910,0.00744962,0.96798789,0.01524135,4.83649683,1.57325981,2.36162412,1.39140802,0.86544604
-5.00950475,8.95830999,0.00778802,1.01357337,0.01441877,4.98377389,1.61336240,2.44096537,1.45356008,0.90189700
-5.00350175,9.21718376,0.00810553,1.05770751,0.01369375,5.11245693,1.64539342,2.51280796,1.51209549,0.93641661
-4.99749875,9.44174704,0.00839685,1.09988733,0.01305293,5.21948152,1.66864165,2.57539529,1.56630037,0.96860136
-4.99149575,9.62741942,0.00865684,1.13965512,0.01248502,5.30227640,1.68259210,2.62718005,1.61556597,0.99810351
-4.98549275,9.77052837,0.00888069,1.17660942,0.01198069,5.35883635,1.68694050,2.66686955,1.65940555,1.02464068
-4.97948974,9.86840936,0.00906402,1.21041503,0.01153242,5.38777856,1.68160157,2.69346345,1.69746785,1.04800418
-4.97348674,9.91947705,0.00920303,1.24081156,0.01113435,5.38838058,1.66671055,2.70628248,1.72954670,1.06806543
-4.96748374,9.92326491,0.00929465,1.26762027,0.01078217,5.36059830,1.64261819,2.70498684,1.75558605,1.08478029
-4.96148074,9.88043169,0.00933663,1.29074866,0.01047304,5.30506346,1.60987917,2.68958377,1.77568042,1.09819099
-4.95547774,9.79273444,0.00932767,1.31019266,0.01020549,5.22306079,1.56923461,2.66042394,1.79007036,1.10842542
-4.94947474,9.66296936,0.00926745,1.32603627,0.00997943,5.11648597,1.52158949,2.61818684,1.79913332,1.11569383
-4.94347174,9.49488304,0.00915674,1.33844854,0.00979615,4.98778636,1.46798591,2.56385597,1.80337018,1.12028295
-4.93746873,9.29305790,0.00899736,1.34767803,0.00965839,4.83988694,1.40957338,2.49868494,1.80338804,1.12254768
-4.93146573,9.06277661,0.00879219,1.35404507,0.00957044,4.67610473,1.34757743,2.42415589,1.79988000,1.12290077
-4.92546273,8.80987123,0.00854512,1.35793192,0.00953823,4.50005524,1.28326780,2.34193225,1.79360293,1.12180078
-4.91945973,8.54056285,0.00826095,1.35977151,0.00956945,4.31555456,1.21792739,2.25380770,1.78535407,1.11973891
-4.91345673,8.26129828,0.00794531,1.36003512,0.00967363,4.12652090,1.15282306,2.16165356,1.77594756,1.11722511
-4.90745373,7.97858935,0.00760448,1.35921951,0.00986226,3.93687900,1.08917925,2.06736661,1.76619185,1.11477421
-4.90145073,7.69886052,0.00724528,1.35783415,0.01014874,3.75047061,1.02815497,1.97281938,1.75686878,1.11289239
-4.89544772,7.42830933,0.00687486,1.35638886,0.01054838,3.57097343,0.97082467,1.87981462,1.74871529,1.11206470
-4.88944472,7.17278321,0.00650055,1.35538243,0.01107827,3.40183071,0.91816316,1.79004535,1.74240802,1.11274385
-4.88344172,6.93767538,0.00612966,1.35529250,0.01175707,3.24619253,0.87103448,1.70506158,1.73855137,1.11534074
-4.87743872,6.72784089,0.00576931,1.35656684,0.01260466,3.10686949,0.83018441,1.62624432,1.73766909,1.12021684
-4.87143572,6.54753318,0.00542628,1.35961628,0.01364170,2.98629855,0.79623627,1.55478709,1.74019922,1.12767850
-4.86543272,6.40036011,0.00510682,1.36480910,0.01488910,2.88652053,0.76968931,1.49168494,1.74649222,1.13797318
-4.85942971,6.28925791,0.00481659,1.37246690,0.01636729,2.80916787,0.75091918,1.43773019,1.75681181,1.15128744
-4.85342671,6.21648043,0.00456047,1.38286171,0.01809550,2.75546147,0.74017978,1.39351442,1.77133790,1.16774641
-4.84742371,6.18360129,0.00434254,1.39621400,0.02009085,2.72621461,0.73760593,1.35943550,1.79017108,1.18741452
-4.84142071,6.19152561,0.00416601,1.41269140,0.02236740,2.72184254,0.74321647,1.33570862,1.81333798,1.21029708
-4.83541771,6.24050900,0.00403318,1.43240789,0.02493520,2.74237598,0.75691725,1.32238008,1.84079703,1.23634247
-4.82941471,6.33018111,0.00394545,1.45542307,0.02779928,2.78747719,0.77850420,1.31934291,1.87244390,1.26544453
-4.82341171,6.45957206,0.00390335,1.48174155,0.03095875,2.85645763,0.80766602,1.32635294,1.90811665,1.29744508
-4.81740870,6.62714035,0.00390659,1.51131217,0.03440590,2.94829637,0.84398701,1.34304481,1.94760002,1.33213631
-4.81140570,6.83080189,0.00395409,1.54402730,0.03812553,3.06165914,0.88695021,1.36894702,1.99062905,1.36926295
-4.80540270,7.06796002,0.00404417,1.57972208,0.04209438,3.19491789,0.93594104,1.40349565,2.03689211,1.40852440
-4.79939970,7.33553736,0.00417453,1.61817404,0.04628087,3.34617135,0.99025229,1.44604649,2.08603356,1.44957681
-4.79339670,7.63001047,0.00434247,1.65910314,0.05064505,3.51326710,1.04909041,1.49588563,2.13765633,1.49203532
-4.78739370,7.94744875,0.00454495,1.70217266,0.05513891,3.69382603,1.11158397,1.55223852,2.19132496,1.53547675
-4.78139070,8.28355887,0.00477874,1.74699122,0.05970692,3.88526969,1.17679424,1.61427789,2.24656931,1.57944296
-4.77538769,8.63373605,0.00504053,1.79311608,0.06428703,4.08485145,1.24372825,1.68113094,2.30288930,1.62344505
-4.76938469,8.99312298,0.00532705,1.84005808,0.06881188,4.28969176,1.31135429,1.75188610,2.35976093,1.66696873
-4.76338169,9.35667700,0.00563516,1.88728820,0.07321033,4.49681783,1.37861970,1.82559990,2.41664369,1.70948083
-4.75737869,9.71924503,0.00596195,1.93424579,0.07740927,4.70320754,1.44447051,1.90130430,2.47298917,1.75043711
-4.75137569,10.07564570,0.00630474,1.98034834,0.08133558,4.90583714,1.50787249,1.97801479,2.52825076,1.78929120
-4.74537269,10.42075702,0.00666121,2.02500257,0.08491823,5.10173190,1.56783290,2.05473951,2.58189402,1.82550453
-4.73936968,10.74960762,0.00702929,2.06761646,0.08809040,5.28801861,1.62342209,2.13048946,2.63340723,1.85855700
-4.73336668,11.05746895,0.00740723,2.10761181,0.09079156,5.46197849,1.67379420,2.20428992,2.68231168,1.88795805
-4.72736368,11.33994573,0.00779346,2.14443688,0.09296938,5.62109897,1.71820602,2.27519284,2.72817098,1.91325757
-4.72136068,11.59306162,0.00818660,2.17757866,0.09458144,5.76312272,1.75603332,2.34229013,2.77059905,1.93405645
-4.71535768,11.81333716,0.00858529,2.20657409,0.09559664,5.88609215,1.78678381,2.40472750,2.80926618,1.95001616
-4.70935468,11.99785745,0.00898808,2.23102013,0.09599615,5.98838812,1.81010638,2.46171854,2.84390313,1.96086700
-4.70335168,12.14432716,0.00939334,2.25058203,0.09577405,6.06876113,1.82579607,2.51255868,2.87430280,1.96641469
-4.69734867,12.25111121,0.00979914,2.26499982,0.09493750,6.12635434,1.83379483,2.55663853,2.90031990,1.96654505
-4.69134567,12.31725973,0.01020308,2.27409263,0.09350635,6.16071725,1.83418802,2.59345620,2.92186853,1.96122664
-4.68534267,12.34251699,0.01060228,2.27776109,0.09151248,6.17180989,1.82719694,2.62262820,2.93891823,1.95051120
-4.67933967,12.32731397,0.01099324,2.27598766,0.08899859,6.15999717,1.81316788,2.64389839,2.95148888,1.93453202
-4.67333667,12.27274537,0.01137186,2.26883515,0.08601675,6.12603378,1.79255833,2.65714455,2.95964506,1.91350042
-4.66733367,12.18053189,0.01173344,2.25644368,0.08262662,6.07104000,1.76592087,2.66238231,2.96349036,1.88770034
-4.66133067,12.05296917,0.01207273,2.23902620,0.07889348,5.99646923,1.73388567,2.65976587,2.96316203,1.85748159
-4.65532766,11.89286501,0.01238406,2.21686295,0.07488623,5.90406805,1.69714223,2.64958545,2.95882655,1.82325176
-4.64932466,11.70346653,0.01266142,2.19029491,0.07067524,5.79583015,1.65642102,2.63226106,2.95067601,1.78546725
-4.64332166,11.48837932,0.01289871,2.15971667,0.06633042,5.67394496,1.61247566,2.60833268,2.93892569,1.74462365
