energy_ev,total_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-3.27463732,0.68436470,0.00144233,0.02795347,0.12226921,0.50074637,0.00764141,0.15051516,0.14325480,0.00202579
-3.26863432,0.73882422,0.00162886,0.02923428,0.13300847,0.54576726,0.00816629,0.16116686,0.15318664,0.00208175
-3.26263132,0.79884950,0.00183125,0.03080160,0.14462163,0.59457732,0.00873525,0.17323231,0.16419178,0.00215791
-3.25662831,0.86379346,0.00204999,0.03262604,0.15698841,0.64672477,0.00933976,0.18656107,0.17612316,0.00225164
-3.25062531,0.93291642,0.00228548,0.03467458,0.16997391,0.70168529,0.00997040,0.20098460,0.18881538,0.00236010
-3.24462231,1.00540121,0.00253811,0.03691133,0.18343167,0.75887212,0.01061712,0.21631972,0.20208829,0.00248037
-3.23861931,1.08037040,0.00280822,0.03929815,0.19720725,0.81764819,0.01126952,0.23237233,0.21575093,0.00260942
-3.23261631,1.15690552,0.00309606,0.04179548,0.21114211,0.87734006,0.01191708,0.24894151,0.22960577,0.00274428
-3.22661331,1.23406749,0.00340184,0.04436300,0.22507795,0.93725335,0.01254949,0.26582372,0.24345296,0.00288205
-3.22061031,1.31091806,0.00372563,0.04696034,0.23886110,0.99668901,0.01315691,0.28281718,0.25709473,0.00301997
-3.21460730,1.38654131,0.00406733,0.04954782,0.25234700,1.05496027,0.01373022,0.29972623,0.27033952,0.00315552
-3.20860430,1.46006474,0.00442667,0.05208698,0.26540455,1.11140931,0.01426125,0.31636551,0.28300592,0.00328641
-3.20260130,1.53067904,0.00480310,0.05454127,0.27792014,1.16542329,0.01474297,0.33256388,0.29492626,0.00341067
-3.19659830,1.59765599,0.00519576,0.05687645,0.28980121,1.21644914,0.01516967,0.34816796,0.30594957,0.00352665
-3.19059530,1.66036378,0.00560340,0.05906110,0.30097920,1.26400643,0.01553703,0.36304507,0.31594416,0.00363310
-3.18459230,1.71827914,0.00602435,0.06106690,0.31141170,1.30769788,0.01584218,0.37708554,0.32479936,0.00372910
-3.17858929,1.77099600,0.00645642,0.06286887,0.32108372,1.34721718,0.01608372,0.39020429,0.33242680,0.00381414
-3.17258629,1.81823015,0.00689690,0.06444557,0.33000801,1.38235371,0.01626161,0.40234151,0.33876085,0.00388805
-3.16658329,1.85982006,0.00734253,0.06577915,0.33822430,1.41299407,0.01637715,0.41346264,0.34375857,0.00395101
-3.16058029,1.89572365,0.00778947,0.06685532,0.34579751,1.43912037,0.01643275,0.42355735,0.34739907,0.00400350
-3.15457729,1.92601130,0.00823334,0.06766335,0.35281501,1.46080542,0.01643184,0.43263789,0.34968227,0.00404628
-3.14857429,1.95085554,0.00866928,0.06819587,0.35938284,1.47820493,0.01637862,0.44073652,0.35062748,0.00408030
-3.14257129,1.97051764,0.00909201,0.06844882,0.36562112,1.49154726,0.01627792,0.44790246,0.35027145,0.00410667
-3.13656828,1.98533196,0.00949591,0.06842120,0.37165883,1.50112095,0.01613491,0.45419827,0.34866642,0.00412662
-3.13056528,1.99568847,0.00987521,0.06811496,0.37762795,1.50726074,0.01595499,0.45969584,0.34587789,0.00414138
-3.12456228,2.00201427,0.01022409,0.06753478,0.38365735,1.51033242,0.01574359,0.46447221,0.34198251,0.00415217
-3.11855928,2.00475477,0.01053687,0.06668796,0.38986660,1.51071736,0.01550599,0.46860530,0.33706590,0.00416016
-3.11255628,2.00435520,0.01080816,0.06558425,0.39635981,1.50879703,0.01524725,0.47216976,0.33122054,0.00416635
-3.10655328,2.00124315,0.01103306,0.06423572,0.40321997,1.50493834,0.01497211,0.47523310,0.32454387,0.00417159
-3.10055028,1.99581274,0.01120731,0.06265663,0.41050382,1.49948013,0.01468492,0.47785225,0.31713636,0.00417651
-3.09454727,1.98841102,0.01132745,0.06086335,0.41823765,1.49272142,0.01438967,0.48007064,0.30909982,0.00418151
-3.08854427,1.97932693,0.01139095,0.05887417,0.42641407,1.48491178,0.01409002,0.48191598,0.30053579,0.00418676
-3.08254127,1.96878338,0.01139627,0.05670923,0.43499015,1.47624420,0.01378933,0.48339885,0.29154407,0.00419215
-3.07653827,1.95693260,0.01134299,0.05439030,0.44388683,1.46685061,0.01349078,0.48451203,0.28222133,0.00419735
-3.07053527,1.94385498,0.01123176,0.05194060,0.45298995,1.45680035,0.01319750,0.48523090,0.27265990,0.00420181
-3.06453227,1.92956139,0.01106434,0.04938458,0.46215270,1.44610154,0.01291272,0.48551454,0.26294670,0.00420479
-3.05852926,1.91399907,0.01084353,0.04674762,0.47119964,1.43470521,0.01263992,0.48530791,0.25316224,0.00420539
-3.05252626,1.89706059,0.01057308,0.04405576,0.47993210,1.42251230,0.01238300,0.48454468,0.24337996,0.00420262
-3.04652326,1.87859585,0.01025759,0.04133533,0.48813486,1.40938290,0.01214653,0.48315089,0.23366556,0.00419545
-3.04052026,1.85842643,0.00990235,0.03861259,0.49558380,1.39514763,0.01193586,0.48104921,0.22407676,0.00418285
-3.03451726,1.83636180,0.00951324,0.03591340,0.50205428,1.37962052,0.01175734,0.47816351,0.21466316,0.00416388
-3.02851426,1.81221658,0.00909649,0.03326278,0.50732996,1.36261286,0.01161848,0.47442375,0.20546639,0.00413773
-3.02251126,1.78582824,0.00865859,0.03068458,0.51121156,1.34394749,0.01152808,0.46977086,0.19652053,0.00410380
-3.01650825,1.75707414,0.00820610,0.02820118,0.51352523,1.32347272,0.01149630,0.46416131,0.18785270,0.00406170
-3.01050525,1.72588727,0.00774551,0.02583311,0.51413021,1.30107530,0.01153476,0.45757132,0.17948390,0.00401136
-3.00450225,1.69226966,0.00728309,0.02359887,0.51292524,1.27669180,0.01165642,0.45000028,0.17142992,0.00395301
-2.99849925,1.65630281,0.00682480,0.02151468,0.50985355,1.25031770,0.01187558,0.44147326,0.16370241,0.00388722
-2.99249625,1.61815437,0.00637620,0.01959435,0.50490611,1.22201386,0.01220765,0.43204253,0.15630995,0.00381488
-2.98649325,1.57808058,0.00594236,0.01784915,0.49812294,1.19190969,0.01266885,0.42178778,0.14925901,0.00373721
-2.98049025,1.53642419,0.00552777,0.01628779,0.48959235,1.16020311,0.01327587,0.41081511,0.14255487,0.00365572
-2.97448724,1.49360765,0.00513639,0.01491643,0.47944828,1.12715691,0.01404536,0.39925474,0.13620232,0.00357216
-2.96848424,1.45012177,0.00477153,0.01373865,0.46786561,1.09309175,0.01499336,0.38725744,0.13020617,0.00348845
-2.96248124,1.40651026,0.00443591,0.01275554,0.45505384,1.05837603,0.01613463,0.37498995,0.12457139,0.00340666
-2.95647824,1.36335060,0.00413159,0.01196581,0.44124932,1.02341297,0.01748192,0.36262934,0.11930318,0.00332885
-2.95047524,1.32123223,0.00386005,0.01136583,0.42670644,0.98862564,0.01904515,0.35035685,0.11440653,0.00325705
-2.94447224,1.28073292,0.00362214,0.01094974,0.41168810,0.95444042,0.02083066,0.33835115,0.10988576,0.00319314
-2.93846923,1.24239451,0.00341812,0.01070960,0.39645608,0.92126983,0.02284037,0.32678162,0.10574372,0.00313877
-2.93246623,1.20669919,0.00324768,0.01063544,0.38126153,0.88949557,0.02507106,0.31580178,0.10198092,0.00309529
-2.92646323,1.17404745,0.00310996,0.01071541,0.36633618,0.85945241,0.02751375,0.30554329,0.09859462,0.00306366
-2.92046023,1.14473892,0.00300356,0.01093590,0.35188457,0.83141402,0.03015317,0.29611077,0.09557789,0.00304443
-2.91445723,1.11895713,0.00292661,0.01128169,0.33807771,0.80558118,0.03296747,0.28757768,0.09291881,0.00303766
-2.90845423,1.09675893,0.00287676,0.01173613,0.32504833,0.78207324,0.03592808,0.27998360,0.09059986,0.00304293
-2.90245123,1.07806935,0.00285127,0.01228132,0.31288795,0.76092296,0.03899991,0.27333282,0.08859754,0.00305934
-2.89644822,1.06268210,0.00284702,0.01289837,0.30164589,0.74207531,0.04214171,0.26759459,0.08688228,0.00308551
-2.89044522,1.05026598,0.00286060,0.01356770,0.29133008,0.72539013,0.04530679,0.26270487,0.08541871,0.00311963
-2.88444222,1.04037683,0.00288838,0.01426934,0.28190973,0.71064850,0.04844393,0.25856949,0.08416626,0.00315953
-2.87843922,1.03247466,0.00292658,0.01498338,0.27331957,0.69756273,0.05149865,0.25506878,0.08308011,0.00320275
-2.87243622,1.02594516,0.00297133,0.01569031,0.26546539,0.68578917,0.05441454,0.25206323,0.08211241,0.00324662
-2.86643322,1.02012460,0.00301882,0.01637155,0.25823071,0.67494355,0.05713492,0.24940008,0.08121378,0.00328839
-2.86043022,1.01432714,0.00306532,0.01700993,0.25148405,0.66461788,0.05960445,0.24692048,0.08033505,0.00332528
-2.85442721,1.00787304,0.00310731,0.01759013,0.24508662,0.65439819,0.06177094,0.24446696,0.07942901,0.00335463
-2.84842421,1.00011686,0.00314157,0.01809924,0.23889995,0.64388231,0.06358698,0.24189080,0.07845225,0.00337399
-2.84242121,0.99047397,0.00316522,0.01852717,0.23279315,0.63269682,0.06501152,0.23905906,0.07736696,0.00338117
-2.83641821,0.97844455,0.00317585,0.01886709,0.22664949,0.62051241,0.06601131,0.23586089,0.07614252,0.00337441
-2.83041521,0.96363385,0.00317149,0.01911574,0.22037208,0.60705710,0.06656201,0.23221296,0.07475690,0.00335234
-2.82441221,0.94576800,0.00315074,0.01927376,0.21388841,0.59212660,0.06664906,0.22806368,0.07319779,0.00331409
-2.81840920,0.92470461,0.00311271,0.01934577,0.20715353,0.57559168,0.06626814,0.22339611,0.07146333,0.00325930
-2.81240620,0.90043809,0.00305707,0.01934050,0.20015196,0.55740211,0.06542538,0.21822946,0.06956255,0.00318813
-2.80640320,0.87309938,0.00298405,0.01927071,0.19289817,0.53758734,0.06413703,0.21261913,0.06751540,0.00310124
-2.80040020,0.84295043,0.00289433,0.01915297,0.18543578,0.51625388,0.06242897,0.20665528,0.06535232,0.00299975
-2.79439720,0.81037386,0.00278911,0.01900742,0.17783549,0.49357987,0.06033570,0.20046004,0.06311365,0.00288522
-2.78839420,0.77585832,0.00266992,0.01885731,0.17019195,0.46980703,0.05789922,0.19418353,0.06084852,0.00275956
-2.78239120,0.73998063,0.00253865,0.01872854,0.16261976,0.44523069,0.05516756,0.18799872,0.05861365,0.00262496
-2.77638819,0.70338529,0.00239743,0.01864902,0.15524879,0.42018844,0.05219327,0.18209551,0.05647189,0.00248384
-2.77038519,0.66676268,0.00224856,0.01864803,0.14821899,0.39504795,0.04903175,0.17667412,0.05449064,0.00233872
-2.76438219,0.63082661,0.00209439,0.01875551,0.14167499,0.37019465,0.04573964,0.17193806,0.05274026,0.00219218
-2.75837919,0.59629256,0.00193732,0.01900131,0.13576071,0.34601985,0.04237326,0.16808700,0.05129249,0.00204675
-2.75237619,0.56385707,0.00177966,0.01941448,0.13061409,0.32290972,0.03898716,0.16530963,0.05021894,0.00190485
-2.74637319,0.53417941,0.00162359,0.02002253,0.12636223,0.30123573,0.03563291,0.16377694,0.04958982,0.00176874
-2.74037019,0.50786591,0.00147112,0.02085083,0.12311703,0.28134672,0.03235811,0.16363595,0.04947280,0.00164042
-2.73436718,0.48545742,0.00132406,0.02192195,0.12097155,0.26356288,0.02920559,0.16500423,0.04993214,0.00152166
-2.72836418,0.46742037,0.00118394,0.02325526,0.11999707,0.24817181,0.02621296,0.16796532,0.05102811,0.00141390
-2.72236118,0.45414129,0.00105207,0.02486649,0.12024106,0.23542646,0.02341238,0.17256530,0.05281667,0.00131828
-2.71635818,0.44592493,0.00092947,0.02676754,0.12172604,0.22554509,0.02083056,0.17881048,0.05534946,0.00123562
-2.71035518,0.44299570,0.00081696,0.02896636,0.12444940,0.21871281,0.01848902,0.18666649,0.05867398,0.00116643
-2.70435218,0.44550211,0.00071507,0.03146701,0.12838405,0.21508451,0.01640447,0.19605878,0.06283409,0.00111092
-2.69834917,0.45352381,0.00062417,0.03426988,0.13348011,0.21478885,0.01458939,0.20687446,0.06787055,0.00106904
-2.69234617,0.46708057,0.00054443,0.03737198,0.13966731,0.21793281,0.01305265,0.21896561,0.07382174,0.00104051
-2.68634317,0.48614271,0.00047590,0.04076742,0.14685816,0.22460648,0.01180020,0.23215388,0.08072436,0.00102483
-2.68034017,0.51064214,0.00041851,0.04444793,0.15495175,0.23488758,0.01083570,0.24623627,0.08861399,0.00102137
-2.67433717,0.54048348,0.00037213,0.04840348,0.16383796,0.24884525,0.01016119,0.26099203,0.09752562,0.00102936
-2.66833417,0.57555437,0.00033660,0.05262285,0.17340201,0.26654287,0.00977758,0.27619018,0.10749368,0.00104796
-2.66233117,0.61573437,0.00031174,0.05709424,0.18352899,0.28803940,0.00968508,0.29159761,0.11855189,0.00107629
-2.65632816,0.66090184,0.00029741,0.06180579,0.19410832,0.31338903,0.00988347,0.30698739,0.13073253,0.00111347
-2.65032516,0.71093816,0.00029350,0.06674589,0.20503785,0.34263904,0.01037226,0.32214671,0.14406526,0.00115863
-2.64432216,0.76572893,0.00029998,0.07190349,0.21622726,0.37582559,0.01115058,0.33688439,0.15857536,0.00121095
-2.63831916,0.82516193,0.00031687,0.07726803,0.22760084,0.41296775,0.01221707,0.35103737,0.17428141,0.00126967
-2.63231616,0.88912167,0.00034431,0.08282933,0.23909913,0.45405966,0.01356950,0.36447587,0.19119252,0.00133409
-2.62631316,0.95748072,0.00038253,0.08857706,0.25067959,0.49906134,0.01520437,0.37710703,0.20930508,0.00140360
-2.62031016,1.03008815,0.00043184,0.09450014,0.26231599,0.54788834,0.01711635,0.38887667,0.22859930,0.00147763
-2.61430715,1.10675568,0.00049271,0.10058592,0.27399667,0.60040107,0.01929774,0.39976909,0.24903558,0.00155566
-2.60830415,1.18724235,0.00056568,0.10681910,0.28572163,0.65639407,0.02173782,0.40980497,0.27055104,0.00163724
-2.60230115,1.27123859,0.00065146,0.11318074,0.29749858,0.71558627,0.02442232,0.41903721,0.29305639,0.00172189
-2.59629815,1.35835089,0.00075091,0.11964710,0.30933827,0.77761268,0.02733293,0.42754522,0.31643344,0.00180914
-2.59029515,1.44808830,0.00086508,0.12618863,0.32124912,0.84201849,0.03044689,0.43542765,0.34053345,0.00189849
-2.58429215,1.53985181,0.00099521,0.13276914,0.33323173,0.90825605,0.03373675,0.44279421,0.36517663,0.00198939
-2.57828914,1.63292793,0.00114283,0.13934514,0.34527345,0.97568545,0.03717038,0.44975686,0.39015301,0.00208119
-2.57228614,1.72648736,0.00130977,0.14586563,0.35734342,1.04357907,0.04071105,0.45642101,0.41522466,0.00217317
-2.56628314,1.81958952,0.00149823,0.15227211,0.36938844,1.11113039,0.04431788,0.46287718,0.44012959,0.00226452
-2.56028014,1.91119345,0.00171084,0.15849925,0.38132999,1.17746706,0.04794643,0.46919371,0.46458714,0.00235430
-2.55427714,2.00017520,0.00195075,0.16447580,0.39306266,1.24166807,0.05154950,0.47541084,0.48830480,0.00244150
-2.54827414,2.08535134,0.00222166,0.17012609,0.40445420,1.30278455,0.05507823,0.48153675,0.51098629,0.00252502
-2.54227114,2.16550809,0.00252789,0.17537187,0.41534724,1.35986360,0.05848322,0.48754557,0.53234055,0.00260372
-2.53626813,2.23943483,0.00287445,0.18013453,0.42556276,1.41197416,0.06171590,0.49337773,0.55209137,0.00267640
-2.53026513,2.30596078,0.00326701,0.18433753,0.43490514,1.45823397,0.06472990,0.49894246,0.56998704,0.00274190
-2.52426213,2.36399305,0.00371193,0.18790898,0.44316861,1.49783639,0.06748243,0.50412239,0.58580972,0.00279909
-2.51825913,2.41255427,0.00421620,0.19078423,0.45014478,1.53007591,0.06993563,0.50878002,0.59938392,0.00284692
-2.51225613,2.45081794,0.00478734,0.19290830,0.45563092,1.55437112,0.07205772,0.51276543,0.61058364,0.00288448
-2.50625313,2.47813950,0.00543326,0.19423810,0.45943849,1.57028407,0.07382409,0.51592505,0.61933767,0.00291102
-2.50025013,2.49408158,0.00616206,0.19474421,0.46140157,1.57753497,0.07521802,0.51811071,0.62563287,0.00292597
-2.49424712,2.49843187,0.00698174,0.19441222,0.46138459,1.57601162,0.07623115,0.51918850,0.62951486,0.00292901
-2.48824412,2.49121261,0.00789993,0.19324348,0.45928906,1.56577301,0.07686371,0.51904687,0.63108636,0.00292004
-2.48224112,2.47268104,0.00892348,0.19125526,0.45505895,1.54704687,0.07712427,0.51760346,0.63050283,0.00289921
-2.47623812,2.44332078,0.01005806,0.18848031,0.44868425,1.52022142,0.07702933,0.51481029,0.62796581,0.00286691
-2.47023512,2.40382429,0.01130768,0.18496579,0.44020274,1.48583160,0.07660247,0.51065696,0.62371410,0.00282378
-2.46423212,2.35506759,0.01267427,0.18077171,0.42969974,1.44454052,0.07587329,0.50517173,0.61801327,0.00277064
-2.45822911,2.29807816,0.01415723,0.17596886,0.41730598,1.39711705,0.07487618,0.49842049,0.61114396,0.00270851
-2.45222611,2.23399797,0.01575294,0.17063650,0.40319355,1.34441066,0.07364881,0.49050368,0.60338961,0.00263855
-2.44622311,2.16404331,0.01745450,0.16485970,0.38757038,1.28732459,0.07223071,0.48155141,0.59502417,0.00256201
-2.44022011,2.08946354,0.01925137,0.15872673,0.37067340,1.22678870,0.07066174,0.47171728,0.58630060,0.00248020
-2.43421711,2.01150082,0.02112923,0.15232642,0.35276081,1.16373315,0.06898067,0.46117113,0.57744057,0.00239443
-2.42821411,1.93135262,0.02306997,0.14574570,0.33410391,1.09906392,0.06722393,0.45009142,0.56862599,0.00230599
-2.42221111,1.85013883,0.02505175,0.13906750,0.31497874,1.03364115,0.06542453,0.43865760,0.55999292,0.00221609
-2.41620810,1.76887481,0.02704935,0.13236890,0.29565816,0.96826106,0.06361130,0.42704301,0.55162790,0.00212585
-2.41020510,1.68845131,0.02903454,0.12571979,0.27640450,0.90364184,0.06180840,0.41540881,0.54356717,0.00203624
-2.40420210,1.60962191,0.03097673,0.11918199,0.25746322,0.84041386,0.06003508,0.40389916,0.53579854,0.00194812
-2.39819910,1.53299798,0.03284370,0.11280876,0.23905771,0.77911405,0.05830583,0.39263792,0.52826595,0.00186216
-2.39219610,1.45905089,0.03460249,0.10664485,0.22138544,0.72018450,0.05663079,0.38172709,0.52087630,0.00177891
-2.38619310,1.38812074,0.03622034,0.10072681,0.20461543,0.66397453,0.05501633,0.37124681,0.51350817,0.00169876
-2.38019010,1.32043047,0.03766574,0.09508375,0.18888712,0.61074600,0.05346593,0.36125692,0.50602193,0.00162199
-2.37418709,1.25610413,0.03890946,0.08973819,0.17431035,0.56068100,0.05198113,0.35179979,0.49827062,0.00154876
-2.36818409,1.19518781,0.03992553,0.08470719,0.16096659,0.51389129,0.05056250,0.34290410,0.49011098,0.00147914
-2.36218109,1.13767167,0.04069218,0.08000340,0.14891083,0.47042874,0.04921070,0.33458923,0.48141400,0.00141315
-2.35617809,1.08351162,0.04119259,0.07563621,0.13817426,0.43029617,0.04792739,0.32686972,0.47207442,0.00135080
-2.35017509,1.03264937,0.04141557,0.07161263,0.12876723,0.39345777,0.04671598,0.31975965,0.46201863,0.00129204
-2.34417209,0.98502949,0.04135595,0.06793813,0.12068241,0.35984893,0.04558227,0.31327628,0.45121060,0.00123686
-2.33816908,0.94061287,0.04101480,0.06461720,0.11389788,0.32938468,0.04453479,0.30744284,0.43965553,0.00118528
-2.33216608,0.89938581,0.04039943,0.06165369,0.10837996,0.30196686,0.04358487,0.30229014,0.42740102,0.00113733
-2.32616308,0.86136449,0.03952310,0.05905087,0.10408570,0.27748954,0.04274651,0.29785694,0.41453586,0.00109311
-2.32016008,0.82659496,0.03840461,0.05681128,0.10096486,0.25584292,0.04203596,0.29418900,0.40118641,0.00105271
-2.31415708,0.79514889,0.03706760,0.05493642,0.09896142,0.23691566,0.04147098,0.29133683,0.38751095,0.00101630
-2.30815408,0.76711574,0.03553975,0.05342618,0.09801464,0.22059583,0.04107009,0.28935249,0.37369227,0.00098403
-2.30215108,0.74259213,0.03385185,0.05227828,0.09805961,0.20677073,0.04085146,0.28828545,0.35992894,0.00095609
-2.29614807,0.72166930,0.03203674,0.05148755,0.09902748,0.19532589,0.04083186,0.28817804,0.34642588,0.00093261
-2.29014507,0.70441971,0.03012833,0.05104538,0.10084546,0.18614343,0.04102552,0.28906060,0.33338457,0.00091374
-2.28414207,0.69088383,0.02816050,0.05093904,0.10343667,0.17910028,0.04144304,0.29094695,0.32099354,0.00089954
-2.27813907,0.68105796,0.02616616,0.05115134,0.10671994,0.17406630,0.04209041,0.29383028,0.30941961,0.00089003
-2.27213607,0.67488406,0.02417636,0.05166028,0.11060975,0.17090277,0.04296819,0.29767994,0.29880035,0.00088514
-2.26613307,0.67224222,0.02221956,0.05243905,0.11501633,0.16946130,0.04407093,0.30243919,0.28923800,0.00088470
-2.26013007,0.67294628,0.02032099,0.05345610,0.11984601,0.16958346,0.04538682,0.30802431,0.28079526,0.00088846
-2.25412706,0.67674289,0.01850225,0.05467559,0.12500182,0.17110097,0.04689765,0.31432496,0.27349298,0.00089607
-2.24812406,0.68331409,0.01678103,0.05605788,0.13038448,0.17383686,0.04857905,0.32120588,0.26730998,0.00090708
-2.24212106,0.69228325,0.01517099,0.05756040,0.13589358,0.17760720,0.05040103,0.32850988,0.26218469,0.00092096
-2.23611806,0.70322408,0.01368182,0.05913847,0.14142897,0.18222360,0.05232880,0.33606183,0.25801875,0.00093711
-2.23011506,0.71567214,0.01231941,0.06074642,0.14689242,0.18749623,0.05432382,0.34367367,0.25468208,0.00095487
-2.22411206,0.72913828,0.01108617,0.06233865,0.15218928,0.19323720,0.05634500,0.35114986,0.25201930,0.00097355
-2.21810905,0.74312321,0.00998136,0.06387078,0.15723014,0.19926428,0.05835012,0.35829333,0.24985704,0.00099245
-2.21210605,0.75713254,0.00900158,0.06530075,0.16193245,0.20540453,0.06029720,0.36491135,0.24801183,0.00101087
-2.20610305,0.77069154,0.00814124,0.06658982,0.16622195,0.21149788,0.06214594,0.37082119,0.24629807,0.00102813
-2.20010005,0.78335876,0.00739300,0.06770354,0.17003386,0.21740038,0.06385904,0.37585531,0.24453586,0.00104363
-2.19409705,0.79473824,0.00674829,0.06861246,0.17331383,0.22298692,0.06540344,0.37986583,0.24255818,0.00105680
-2.18809405,0.80448946,0.00619773,0.06929280,0.17601858,0.22815345,0.06675127,0.38272820,0.24021725,0.00106718
-2.18209105,0.81233502,0.00573154,0.06972684,0.17811623,0.23281853,0.06788065,0.38434385,0.23738974,0.00107440
-2.17608804,0.81806574,0.00533986,0.06990323,0.17958639,0.23692412,0.06877621,0.38464198,0.23398072,0.00107817
-2.17008504,0.82154311,0.00501307,0.06981705,0.18041998,0.24043578,0.06942929,0.38358033,0.22992629,0.00107832
-2.16408204,0.82269946,0.00474196,0.06946976,0.18061885,0.24334216,0.06983795,0.38114516,0.22519471,0.00107478
-2.15807904,0.82153581,0.00451795,0.06886900,0.18019526,0.24565400,0.07000667,0.37735036,0.21978630,0.00106756
-2.15207604,0.81811797,0.00433318,0.06802828,0.17917129,0.24740260,0.06994586,0.37223607,0.21373205,0.00105679
-2.14607304,0.81257131,0.00418054,0.06696656,0.17757821,0.24863808,0.06967122,0.36586672,0.20709121,0.00104264
-2.14007004,0.80507441,0.00405373,0.06570777,0.17545580,0.24942737,0.06920294,0.35832876,0.19994796,0.00102537
-2.13406703,0.79585236,0.00394722,0.06428026,0.17285175,0.24985214,0.06856484,0.34972820,0.19240751,0.00100528
-2.12806403,0.78516972,0.00385626,0.06271626,0.16982109,0.25000676,0.06778357,0.34018800,0.18459169,0.00098273
-2.12206103,0.77332372,0.00377676,0.06105122,0.16642558,0.24999635,0.06688774,0.32984551,0.17663447,0.00095809
-2.11605803,0.76063782,0.00370528,0.05932317,0.16273319,0.24993498,0.06590718,0.31884986,0.16867733,0.00093174
-2.11005503,0.74745561,0.00363899,0.05757209,0.15881748,0.24994394,0.06487228,0.30735945,0.16086499,0.00090408
-2.10405203,0.73413531,0.00357552,0.05583917,0.15475691,0.25015018,0.06381345,0.29553950,0.15334132,0.00087551
-2.09804902,0.72104448,0.00351301,0.05416607,0.15063405,0.25068467,0.06276068,0.28355955,0.14624577,0.00084641
-2.09204602,0.70855509,0.00344999,0.05259417,0.14653458,0.25168078,0.06174321,0.27159111,0.13971020,0.00081715
-2.08604302,0.69703856,0.00338534,0.05116371,0.14254609,0.25327243,0.06078929,0.25980513,0.13385631,0.00078808
-2.08004002,0.68686055,0.00331830,0.04991297,0.13875671,0.25559204,0.05992595,0.24836953,0.12879355,0.00075954
-2.07403702,0.67837553,0.00324836,0.04887736,0.13525340,0.25876801,0.05917887,0.23744658,0.12461743,0.00073183
-2.06803402,0.67192072,0.00317529,0.04808854,0.13212012,0.26292199,0.05857221,0.22719033,0.12140842,0.00070524
-2.06203102,0.66780957,0.00309907,0.04757348,0.12943581,0.26816554,0.05812834,0.21774384,0.11923110,0.00068005
-2.05602801,0.66632460,0.00301989,0.04735366,0.12727221,0.27459661,0.05786765,0.20923664,0.11813370,0.00065649
-2.05002501,0.66770997,0.00293809,0.04744425,0.12569172,0.28229562,0.05780821,0.20178204,0.11814791,0.00063478
-2.04402201,0.67216381,0.00285413,0.04785341,0.12474527,0.29132148,0.05796535,0.19547481,0.11928897,0.00061511
-2.03801901,0.67983070,0.00276857,0.04858181,0.12447040,0.30170764,0.05835127,0.19038897,0.12155593,0.00059765
-2.03201601,0.69079470,0.00268200,0.04962222,0.12488953,0.31345845,0.05897451,0.18657597,0.12493216,0.00058253
-2.02601301,0.70507337,0.00259506,0.05095944,0.12600872,0.32654601,0.05983951,0.18406334,0.12938602,0.00056984
-2.02001001,0.72261308,0.00250834,0.05257036,0.12781680,0.34090778,0.06094614,0.18285380,0.13487177,0.00055965
-2.01400700,0.74328622,0.00242240,0.05442438,0.13028502,0.35644526,0.06228927,0.18292498,0.14133065,0.00055197
-2.00800400,0.76689041,0.00233769,0.05648408,0.13336735,0.37302372,0.06385853,0.18422972,0.14869216,0.00054679
-2.00200100,0.79315014,0.00225460,0.05870610,0.13700131,0.39047341,0.06563813,0.18669702,0.15687555,0.00054404
-1.99599800,0.82172094,0.00217335,0.06104235,0.14110939,0.40859204,0.06760686,0.19023363,0.16579140,0.00054363
-1.98999500,0.85219592,0.00209410,0.06344137,0.14560104,0.42714871,0.06973831,0.19472611,0.17534334,0.00054541
-1.98399200,0.88411479,0.00201683,0.06584992,0.15037514,0.44588921,0.07200122,0.20004352,0.18542988,0.00054919
-1.97798899,0.91697492,0.00194143,0.06821460,0.15532284,0.46454240,0.07436010,0.20604050,0.19594615,0.00055475
-1.97198599,0.95024409,0.00186772,0.07048357,0.16033065,0.48282761,0.07677600,0.21256064,0.20678564,0.00056184
-1.96598299,0.98337459,0.00179539,0.07260827,0.16528378,0.50046264,0.07920742,0.21944017,0.21784169,0.00057017
-1.95997999,1.01581783,0.00172412,0.07454494,0.17006939,0.51717215,0.08161138,0.22651168,0.22900885,0.00057945
-1.95397699,1.04703923,0.00165356,0.07625609,0.17457978,0.53269599,0.08394457,0.23360796,0.24018393,0.00058936
-1.94797399,1.07653258,0.00158335,0.07771166,0.17871542,0.54679716,0.08616458,0.24056567,0.25126670,0.00059958
-1.94197099,1.10383333,0.00151320,0.07888992,0.18238748,0.55926906,0.08823105,0.24722889,0.26216033,0.00060979
-1.93596798,1.12853045,0.00144284,0.07977807,0.18552010,0.56994175,0.09010691,0.25345236,0.27277148,0.00061966
-1.92996498,1.15027629,0.00137209,0.08037240,0.18805205,0.57868687,0.09175935,0.25910442,0.28301011,0.00062891
-1.92396198,1.16879420,0.00130087,0.08067822,0.18993785,0.58542113,0.09316086,0.26406954,0.29278916,0.00063725
-1.91795898,1.18388368,0.00122920,0.08070931,0.19114844,0.59010816,0.09428992,0.26825039,0.30202406,0.00064444
-1.91195598,1.19542291,0.00115719,0.08048709,0.19167109,0.59275876,0.09513160,0.27156945,0.31063229,0.00065026
