energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.89794897,0.45986745,0.00764434,0.01520666,0.12933064,0.05372140,0.00130146,0.31302806,0.14333536,0.06061172
-5.89194597,0.43609772,0.00762245,0.01455815,0.11950117,0.05118601,0.00125742,0.29695720,0.13310958,0.05987710
-5.88594297,0.41968076,0.00773721,0.01413918,0.11163671,0.04953036,0.00123299,0.28600477,0.12534252,0.06018406
-5.87993997,0.41099472,0.00799201,0.01396209,0.10579615,0.04880483,0.00122903,0.28044095,0.12012217,0.06159277
-5.87393697,0.41034963,0.00838828,0.01403649,0.10201853,0.04905304,0.00124608,0.28049331,0.11752412,0.06415174
-5.86793397,0.41798924,0.00892534,0.01436931,0.10032509,0.05031196,0.00128437,0.28634805,0.11761330,0.06789708
-5.86193097,0.43409259,0.00960033,0.01496475,0.10072113,0.05261215,0.00134381,0.29815104,0.12044531,0.07285171
-5.85592796,0.45877509,0.01040810,0.01582437,0.10319794,0.05597783,0.00142397,0.31600831,0.12606741,0.07902472
-5.84992496,0.49208911,0.01134118,0.01694708,0.10773435,0.06042684,0.00152406,0.33998603,0.13451888,0.08641063
-5.84392196,0.53402386,0.01238975,0.01832920,0.11429831,0.06597056,0.00164298,0.37010997,0.14583093,0.09498897
-5.83791896,0.58450490,0.01354167,0.01996451,0.12284805,0.07261374,0.00177926,0.40636443,0.16002605,0.10472380
-5.83191596,0.64339331,0.01478264,0.02184430,0.13333327,0.08035419,0.00193111,0.44869088,0.17711696,0.11556371
-5.82591296,0.71048498,0.01609636,0.02395751,0.14569602,0.08918251,0.00209643,0.49698657,0.19710517,0.12744188
-5.81990995,0.78551029,0.01746478,0.02629079,0.15987166,0.09908179,0.00227282,0.55110317,0.21997927,0.14027670
-5.81390695,0.86813453,0.01886850,0.02882876,0.17578963,0.11002745,0.00245764,0.61084600,0.24571316,0.15397269
-5.80790395,0.95795939,0.02028719,0.03155418,0.19337433,0.12198701,0.00264803,0.67597384,0.27426429,0.16842192
-5.80190095,1.05452583,0.02170007,0.03444828,0.21254591,0.13492023,0.00284099,0.74619970,0.30557203,0.18350581
-5.79589795,1.15731842,0.02308653,0.03749111,0.23322118,0.14877922,0.00303343,0.82119263,0.33955632,0.19909746
-5.78989495,1.26577130,0.02442670,0.04066191,0.25531439,0.16350888,0.00322227,0.90058065,0.37611665,0.21506429
-5.78389195,1.37927554,0.02570209,0.04393964,0.27873801,0.17904752,0.00340449,0.98395485,0.41513152,0.23127097
-5.77788894,1.49718777,0.02689615,0.04730339,0.30340337,0.19532758,0.00357724,1.07087442,0.45645821,0.24758262
-5.77188594,1.61883974,0.02799487,0.05073292,0.32922109,0.21227666,0.00373794,1.16087254,0.49993307,0.26386795
-5.76588294,1.74354832,0.02898722,0.05420914,0.35610117,0.22981850,0.00388435,1.25346270,0.54537206,0.28000242
-5.75987994,1.87062533,0.02986556,0.05771460,0.38395277,0.24787417,0.00401467,1.34814532,0.59257165,0.29587112
-5.75387694,1.99938682,0.03062585,0.06123382,0.41268350,0.26636313,0.00412763,1.44441400,0.64130984,0.31137124
-5.74787394,2.12916112,0.03126776,0.06475363,0.44219825,0.28520429,0.00422252,1.54176130,0.69134727,0.32641406
-5.74187094,2.25929509,0.03179463,0.06826338,0.47239758,0.30431689,0.00429930,1.63968357,0.74242830,0.34092626
-5.73586793,2.38915844,0.03221323,0.07175494,0.50317565,0.32362113,0.00435858,1.73768450,0.79428198,0.35485054
-5.72986493,2.51814558,0.03253338,0.07522267,0.53441778,0.34303863,0.00440170,1.83527735,0.84662284,0.36814547
-5.72386193,2.64567511,0.03276747,0.07866316,0.56599791,0.36249252,0.00443064,1.93198565,0.89915152,0.38078458
-5.71785893,2.77118705,0.03292982,0.08207485,0.59777593,0.38190726,0.00444810,2.02734247,0.95155525,0.39275470
-5.71185593,2.89413803,0.03303596,0.08545749,0.62959522,0.40120820,0.00445734,2.12088849,1.00350828,0.40405378
-5.70585293,3.01399507,0.03310187,0.08881158,0.66128070,0.42032085,0.00446219,2.21216908,1.05467235,0.41468809
-5.69984992,3.13022851,0.03314322,0.09213762,0.69263737,0.43917002,0.00446689,2.30073088,1.10469744,0.42466921
-5.69384692,3.24230483,0.03317461,0.09543540,0.72344986,0.45767885,0.00447603,2.38611842,1.15322285,0.43401080
-5.68784392,3.34968030,0.03320889,0.09870327,0.75348290,0.47576786,0.00449436,2.46787110,1.19987897,0.44272551
-5.68184092,3.45179611,0.03325657,0.10193751,0.78248313,0.49335413,0.00452670,2.54552138,1.24428974,0.45082205
-5.67583792,3.54807582,0.03332538,0.10513171,0.81018200,0.51035068,0.00457770,2.61859437,1.28607610,0.45830279
-5.66983492,3.63792571,0.03341993,0.10827644,0.83630004,0.52666625,0.00465177,2.68660941,1.32486043,0.46516194
-5.66383192,3.72073850,0.03354154,0.11135898,0.86055228,0.54220546,0.00475283,2.74908383,1.36027203,0.47138444
-5.65782891,3.79590056,0.03368829,0.11436333,0.88265461,0.55686946,0.00488417,2.80553911,1.39195361,0.47694562
-5.65182591,3.86280274,0.03385514,0.11727045,0.90233100,0.57055717,0.00504834,2.85550925,1.41956864,0.48181180
-5.64582291,3.92085440,0.03403423,0.12005873,0.91932113,0.58316697,0.00524695,2.89855133,1.44280935,0.48594159
-5.63981991,3.96950018,0.03421529,0.12270467,0.93338814,0.59459897,0.00548057,2.93425773,1.46140508,0.48928797
-5.63381691,4.00823885,0.03438618,0.12518376,0.94432623,0.60475768,0.00574866,2.96226962,1.47513074,0.49180103
-5.62781391,4.03664330,0.03453346,0.12747159,0.95196756,0.61355503,0.00604951,2.98229099,1.48381477,0.49343118
-5.62181091,4.05438066,0.03464295,0.12954490,0.95618830,0.62091361,0.00638017,2.99410265,1.48734650,0.49413262
-5.61580790,4.06123154,0.03470041,0.13138290,0.95691344,0.62676997,0.00673655,2.99757534,1.48568225,0.49386697
-5.60980490,4.05710745,0.03469209,0.13296837,0.95412013,0.63107783,0.00711342,2.99268135,1.47884999,0.49260676
-5.60380190,4.04206521,0.03460531,0.13428880,0.94783947,0.63381103,0.00750450,2.97950396,1.46695223,0.49033872
-5.59779890,4.01631781,0.03442887,0.13533730,0.93815660,0.63496603,0.00790268,2.95824408,1.45016688,0.48706651
-5.59179590,3.98024079,0.03415349,0.13611337,0.92520918,0.63456386,0.00830011,2.92922379,1.42874595,0.48281291
-5.58579290,3.93437384,0.03377208,0.13662335,0.90918429,0.63265134,0.00868851,2.89288629,1.40301217,0.47762123
-5.57978989,3.87941729,0.03327995,0.13688056,0.89031401,0.62930143,0.00905931,2.84979228,1.37335341,0.47155598
-5.57378689,3.81622340,0.03267488,0.13690516,0.86886975,0.62461280,0.00940401,2.80061267,1.34021525,0.46470260
-5.56778389,3.74578270,0.03195717,0.13672367,0.84515578,0.61870835,0.00971436,2.74611778,1.30409178,0.45716638
-5.56178089,3.66920565,0.03112953,0.13636809,0.81950207,0.61173290,0.00998271,2.68716331,1.26551505,0.44907055
-5.55577789,3.58770012,0.03019697,0.13587487,0.79225681,0.60384992,0.01020218,2.62467344,1.22504345,0.44055359
-5.54977489,3.50254549,0.02916658,0.13528348,0.76377884,0.59523753,0.01036695,2.55962159,1.18324943,0.43176591
-5.54377189,3.41506390,0.02804726,0.13463487,0.73443019,0.58608380,0.01047243,2.49300928,1.14070695,0.42286592
-5.53776888,3.32658971,0.02684949,0.13396982,0.70456902,0.57658155,0.01051540,2.42584387,1.09797901,0.41401579
-5.53176588,3.23843802,0.02558499,0.13332715,0.67454304,0.56692276,0.01049415,2.35911557,1.05560574,0.40537686
-5.52576288,3.15187312,0.02426646,0.13274206,0.64468351,0.55729294,0.01040847,2.29377461,1.01409316,0.39710505
-5.51975988,3.06807793,0.02290721,0.13224455,0.61530005,0.54786551,0.01025968,2.23070909,0.97390319,0.38934627
-5.51375688,2.98812534,0.02152095,0.13185795,0.58667605,0.53879651,0.01005055,2.17072421,0.93544490,0.38223210
-5.50775388,2.91295233,0.02012144,0.13159781,0.55906506,0.53021985,0.00978518,2.11452350,0.89906735,0.37587583
-5.50175088,2.84333782,0.01872229,0.13147103,0.53268780,0.52224321,0.00946883,2.06269272,0.86505418,0.37036909
-5.49574787,2.77988494,0.01733672,0.13147537,0.50773012,0.51494491,0.00910775,2.01568690,0.83361996,0.36577907
-5.48974487,2.72300848,0.01597736,0.13159931,0.48434166,0.50837177,0.00870892,1.97382101,0.80490849,0.36214654
-5.48374187,2.67292805,0.01465610,0.13182232,0.46263541,0.50253818,0.00827980,1.93726484,0.77899295,0.35948477
-5.47773887,2.62966734,0.01338396,0.13211549,0.44268799,0.49742629,0.00782810,1.90604213,0.75587804,0.35777929
-5.47173587,2.59305971,0.01217100,0.13244254,0.42454082,0.49298753,0.00736154,1.88003438,0.73550386,0.35698872
-5.46573287,2.56276008,0.01102628,0.13276117,0.40820200,0.48914525,0.00688758,1.85898921,0.71775155,0.35704641
-5.45972986,2.53826297,0.00995781,0.13302456,0.39364898,0.48579853,0.00641327,1.84253321,0.70245049,0.35786314
-5.45372686,2.51892604,0.00897257,0.13318326,0.38083196,0.48282694,0.00594505,1.83018896,0.68938689,0.35933059
-5.44772386,2.50399862,0.00807654,0.13318703,0.36967785,0.48009612,0.00548861,1.82139574,0.67831346,0.36132558
-5.44172086,2.49265410,0.00727473,0.13298684,0.36009490,0.47746389,0.00504882,1.81553314,0.66895985,0.36371483
-5.43571786,2.48402502,0.00657129,0.13253687,0.35197754,0.47478677,0.00462966,1.81194698,0.66104369,0.36636024
-5.42971486,2.47723951,0.00596953,0.13179626,0.34521162,0.47192653,0.00423420,1.80997617,0.65428156,0.36912426
-5.42371186,2.47145759,0.00547202,0.13073092,0.33967961,0.46875651,0.00386463,1.80897980,0.64839979,0.37187531
-5.41770885,2.46590576,0.00508068,0.12931487,0.33526561,0.46516748,0.00352233,1.80836302,0.64314455,0.37449290
-5.41170585,2.45990816,0.00479676,0.12753147,0.33186003,0.46107274,0.00320790,1.80760061,0.63829072,0.37687221
-5.40570285,2.45291316,0.00462098,0.12537421,0.32936359,0.45641224,0.00292130,1.80625718,0.63364944,0.37892805
-5.39969985,2.44451364,0.00455343,0.12284717,0.32769054,0.45115548,0.00266192,1.80400291,0.62907376,0.38059775
-5.39369685,2.43446027,0.00459364,0.11996515,0.32677090,0.44530318,0.00242871,1.80062405,0.62446224,0.38184308
-5.38769385,2.42266685,0.00474047,0.11675333,0.32655153,0.43888739,0.00222029,1.79602755,0.61976035,0.38265089
-5.38169085,2.40920736,0.00499211,0.11324663,0.32699612,0.43197033,0.00203501,1.79023954,0.61495949,0.38303255
-5.37568784,2.39430489,0.00534589,0.10948872,0.32808379,0.42464171,0.00187111,1.78339763,0.61009374,0.38302213
-5.36968484,2.37831273,0.00579826,0.10553073,0.32980675,0.41701480,0.00172676,1.77573734,0.60523450,0.38267341
-5.36368184,2.36168871,0.00634459,0.10142967,0.33216679,0.40922145,0.00160012,1.76757336,0.60048313,0.38205587
-5.35767884,2.34496399,0.00697908,0.09724674,0.33517103,0.40140609,0.00148939,1.75927655,0.59596210,0.38124989
-5.35167584,2.32870785,0.00769463,0.09304544,0.33882699,0.39371927,0.00139288,1.75124779,0.59180509,0.38034135
-5.34567284,2.31349044,0.00848278,0.08888963,0.34313753,0.38631077,0.00130899,1.74389027,0.58814641,0.37941598
-5.33966983,2.29984537,0.00933357,0.08484164,0.34809562,0.37932280,0.00123624,1.73758150,0.58511043,0.37855374
-5.33366683,2.28823421,0.01023564,0.08096040,0.35367964,0.37288347,0.00117326,1.73264672,0.58280157,0.37782349
-5.32766383,2.27901476,0.01117615,0.07729970,0.35984927,0.36710092,0.00111881,1.72933507,0.58129532,0.37727840
-5.32166083,2.27241489,0.01214098,0.07390674,0.36654232,0.36205839,0.00107175,1.72779992,0.58063087,0.37695210
-5.31565783,2.26851323,0.01311485,0.07082073,0.37367284,0.35781033,0.00103101,1.72808443,0.58080568,0.37685604
-5.30965483,2.26722786,0.01408155,0.06807198,0.38113046,0.35437994,0.00099561,1.73011306,0.58177239,0.37697804
-5.30365183,2.26831350,0.01502429,0.06568109,0.38878129,0.35175796,0.00096466,1.73368962,0.58343814,0.37728210
-5.29764882,2.27136732,0.01592598,0.06365860,0.39647022,0.34990301,0.00093729,1.73850173,0.58566644,0.37770963
-5.29164582,2.27584294,0.01676969,0.06200491,0.40402456,0.34874324,0.00091271,1.74413172,0.58828138,0.37818175
-5.28564282,2.28107193,0.01753906,0.06071048,0.41125894,0.34817933,0.00089017,1.75007295,0.59107408,0.37860281
-5.27963982,2.28629130,0.01821875,0.05975638,0.41798111,0.34808855,0.00086897,1.75575092,0.59381093,0.37886464
-5.27363682,2.29067583,0.01879486,0.05911512,0.42399848,0.34832973,0.00084847,1.76054787,0.59624315,0.37885155
-5.26763382,2.29337311,0.01925538,0.05875166,0.42912489,0.34874891,0.00082810,1.76382944,0.59811727,0.37844561
-5.26163082,2.29353969,0.01959052,0.05862466,0.43318743,0.34918534,0.00080732,1.76497208,0.59918586,0.37753198
-5.25562781,2.29037629,0.01979304,0.05868794,0.43603288,0.34947757,0.00078572,1.76338966,0.59921791,0.37600406
-5.24962481,2.28316057,0.01985846,0.05889189,0.43753336,0.34946937,0.00076294,1.75855808,0.59800851,0.37376813
-5.24362181,2.27127554,0.01978522,0.05918514,0.43759105,0.34901523,0.00073871,1.75003645,0.59538713,0.37074734
-5.23761881,2.25423278,0.01957470,0.05951607,0.43614169,0.34798521,0.00071285,1.73748417,0.59122423,0.36688478
-5.23161581,2.23168920,0.01923118,0.05983436,0.43315661,0.34626894,0.00068528,1.72067289,0.58543586,0.36214557
-5.22561281,2.20345696,0.01876167,0.06009242,0.42864337,0.34377869,0.00065600,1.69949327,0.57798616,0.35651796
-5.21960980,2.16950636,0.01817566,0.06024667,0.42264487,0.34045141,0.00062509,1.67395613,0.56888755,0.35001333
-5.21360680,2.12996185,0.01748481,0.06025871,0.41523712,0.33624966,0.00059271,1.64418838,0.55819883,0.34266523
-5.20760380,2.08509172,0.01670255,0.06009617,0.40652569,0.33116161,0.00055910,1.61042414,0.54602135,0.33452748
-5.20160080,2.03529236,0.01584362,0.05973343,0.39664121,0.32519991,0.00052452,1.57299159,0.53249337,0.32567160
-5.19559780,1.98106796,0.01492366,0.05915205,0.38573392,0.31839981,0.00048929,1.53229657,0.51778320,0.31618352
-5.18959480,1.92300702,0.01395869,0.05834092,0.37396787,0.31081653,0.00045376,1.48880379,0.50208135,0.30616005
-5.18359180,1.86175682,0.01296467,0.05729621,0.36151478,0.30252200,0.00041827,1.44301666,0.48559213,0.29570497
-5.17758879,1.79799724,0.01195709,0.05602107,0.34854798,0.29360127,0.00038319,1.39545677,0.46852528,0.28492523
-5.17158579,1.73241505,0.01095054,0.05452507,0.33523665,0.28414864,0.00034885,1.34664411,0.45108777,0.27392715
-5.16558279,1.66567988,0.00995843,0.05282350,0.32174069,0.27426383,0.00031555,1.29707865,0.43347642,0.26281309
-5.15957979,1.59842281,0.00899272,0.05093649,0.30820624,0.26404818,0.00028359,1.24722431,0.41587145,0.25167839
-5.15357679,1.53121832,0.00806372,0.04888809,0.29476219,0.25360121,0.00025319,1.19749570,0.39843131,0.24060891
-5.14757379,1.46457028,0.00717997,0.04670517,0.28151765,0.24301753,0.00022456,1.14824817,0.38128885,0.22967918
-5.14157079,1.39890211,0.00634823,0.04441640,0.26856041,0.23238431,0.00019783,1.09977129,0.36454900,0.21895117
-5.13556778,1.33455144,0.00557345,0.04205121,0.25595651,0.22177931,0.00017311,1.05228596,0.34828795,0.20847365
-5.12956478,1.27176901,0.00485888,0.03963883,0.24375074,0.21126946,0.00015046,1.00594480,0.33255366,0.19828223
-5.12356178,1.21072168,0.00420619,0.03720741,0.23196794,0.20091022,0.00012988,0.96083581,0.31736768,0.18839992
-5.11755878,1.15149877,0.00361560,0.03478331,0.22061516,0.19074540,0.00011135,0.91698867,0.30272807,0.17883821
-5.11155578,1.09412158,0.00308610,0.03239048,0.20968427,0.18080760,0.00009481,0.87438323,0.28861310,0.16959851
-5.10555278,1.03855492,0.00261564,0.03005001,0.19915508,0.17111913,0.00008017,0.83295964,0.27498559,0.16067397
-5.09954977,0.98472025,0.00220131,0.02777988,0.18899854,0.16169327,0.00006732,0.79262947,0.26179752,0.15205137
-5.09354677,0.93250942,0.00183959,0.02559482,0.17918016,0.15253589,0.00005615,0.75328712,0.24899479,0.14371319
-5.08754377,0.88179837,0.00152650,0.02350633,0.16966314,0.14364715,0.00004650,0.71482104,0.23652171,0.13563966
-5.08154077,0.83246010,0.00125778,0.02152278,0.16041133,0.13502330,0.00003825,0.67712401,0.22432518,0.12781055
-5.07553777,0.78437619,0.00102908,0.01964969,0.15139178,0.12665841,0.00003126,0.64010225,0.21235821,0.12020695
-5.06953477,0.73744651,0.00083603,0.01788998,0.14257678,0.11854598,0.00002537,0.60368278,0.20058282,0.11281264
-5.06353177,0.69159672,0.00067442,0.01624440,0.13394541,0.11068026,0.00002046,0.56781884,0.18897207,0.10561515
-5.05752876,0.64678335,0.00054021,0.01471181,0.12548448,0.10305737,0.00001641,0.53249335,0.17751136,0.09860653
-5.05152576,0.60299644,0.00042967,0.01328967,0.11718895,0.09567607,0.00001310,0.49772017,0.16619881,0.09178371
-5.04552276,0.56025980,0.00033933,0.01197433,0.10906178,0.08853819,0.00001043,0.46354351,0.15504495,0.08514855
-5.03951976,0.51862913,0.00026610,0.01076137,0.10111331,0.08164877,0.00000831,0.43003553,0.14407172,0.07870756
-5.03351676,0.47818832,0.00020720,0.00964596,0.09336036,0.07501591,0.00000666,0.39729251,0.13331095,0.07247136
-5.02751376,0.43904436,0.00016020,0.00862302,0.08582487,0.06865038,0.00000543,0.36542991,0.12280235,0.06645396
-5.02151076,0.40132123,0.00012299,0.00768750,0.07853248,0.06256506,0.00000455,0.33457671,0.11259134,0.06067188
-5.01550775,0.36515341,0.00009376,0.00683449,0.07151098,0.05677423,0.00000401,0.30486944,0.10272672,0.05514320
-5.00950475,0.33067923,0.00007097,0.00605934,0.06478870,0.05129289,0.00000377,0.27644628,0.09325841,0.04988663
-5.00350175,0.29803469,0.00005334,0.00535775,0.05839314,0.04613598,0.00000384,0.24944160,0.08423531,0.04492060
-4.99749875,0.26734804,0.00003980,0.00472581,0.05234959,0.04131777,0.00000423,0.22398119,0.07570345,0.04026249
-4.99149575,0.23873530,0.00002949,0.00416003,0.04668011,0.03685129,0.00000497,0.20017839,0.06770455,0.03592800
-4.98549275,0.21229707,0.00002170,0.00365736,0.04140272,0.03274796,0.00000610,0.17813137,0.06027482,0.03193072
-4.97948974,0.18811655,0.00001585,0.00321517,0.03653083,0.02901737,0.00000769,0.15792146,0.05344440,0.02828180
-4.97348674,0.16625893,0.00001150,0.00283131,0.03207302,0.02566717,0.00000982,0.13961265,0.04723699,0.02498994
-4.96748374,0.14677187,0.00000828,0.00250405,0.02803301,0.02270323,0.00001261,0.12325208,0.04167002,0.02206146
-4.96148074,0.12968706,0.00000592,0.00223214,0.02440993,0.02012983,0.00001618,0.10887148,0.03675506,0.01950053
-4.95547774,0.11502254,0.00000421,0.00201478,0.02119871,0.01795000,0.00002070,0.09648915,0.03249850,0.01730951
-4.94947474,0.10278557,0.00000297,0.00185167,0.01839068,0.01616596,0.00002635,0.08611252,0.02890242,0.01548944
-4.94347174,0.09297564,0.00000208,0.00174297,0.01597421,0.01477947,0.00003334,0.07774080,0.02596553,0.01404041
-4.93746873,0.08558745,0.00000144,0.00168932,0.01393543,0.01379231,0.00004190,0.07136761,0.02368408,0.01296208
-4.93146573,0.08061348,0.00000100,0.00169185,0.01225891,0.01320650,0.00005232,0.06698329,0.02205273,0.01225398
-4.92546273,0.07804596,0.00000068,0.00175211,0.01092834,0.01302459,0.00006486,0.06457662,0.02106521,0.01191584
-4.91945973,0.07787790,0.00000046,0.00187202,0.00992703,0.01324966,0.00007983,0.06413598,0.02071481,0.01194769
-4.91345673,0.08010322,0.00000031,0.00205383,0.00923841,0.01388522,0.00009757,0.06564952,0.02099455,0.01234988
-4.90745373,0.08471566,0.00000021,0.00230000,0.00884629,0.01493491,0.00011840,0.06910453,0.02189709,0.01312285
-4.90145073,0.09170660,0.00000014,0.00261303,0.00873507,0.01640195,0.00014264,0.07448583,0.02341434,0.01426677
-4.89544772,0.10106181,0.00000009,0.00299535,0.00888970,0.01828847,0.00017062,0.08177328,0.02553674,0.01578102
-4.88944472,0.11275721,0.00000006,0.00344909,0.00929562,0.02059466,0.00020262,0.09093862,0.02825238,0.01766348
-4.88344172,0.12675389,0.00000004,0.00397589,0.00993849,0.02331773,0.00023889,0.10194153,0.03154584,0.01990969
-4.87743872,0.14299265,0.00000003,0.00457667,0.01080386,0.02645089,0.00027964,0.11472553,0.03539691,0.02251202
-4.87143572,0.16138831,0.00000002,0.00525137,0.01187678,0.02998221,0.00032498,0.12921352,0.03977933,0.02545868
-4.86543272,0.18182431,0.00000001,0.00599877,0.01314136,0.03389356,0.00037498,0.14530372,0.04465947,0.02873288
-4.85942971,0.20414775,0.00000001,0.00681621,0.01458038,0.03815966,0.00042956,0.16286590,0.04999522,0.03231197
-4.85342671,0.22816553,0.00000001,0.00769944,0.01617483,0.04274727,0.00048856,0.18173853,0.05573511,0.03616681
-4.84742371,0.25364170,0.00000001,0.00864249,0.01790366,0.04761471,0.00055168,0.20172693,0.06181773,0.04026131
-4.84142071,0.28029656,0.00000001,0.00963756,0.01974354,0.05271161,0.00061851,0.22260277,0.06817159,0.04455222
-4.83541771,0.30780767,0.00000001,0.01067497,0.02166878,0.05797906,0.00068847,0.24410516,0.07471540,0.04898927
-4.82941471,0.33581297,0.00000001,0.01174329,0.02365143,0.06335018,0.00076087,0.26594329,0.08135891,0.05351561
-4.82341171,0.36391607,0.00000001,0.01282943,0.02566149,0.06875107,0.00083490,0.28780091,0.08800425,0.05806864
-4.81740870,0.39169384,0.00000002,0.01391889,0.02766732,0.07410223,0.00090961,0.30934239,0.09454777,0.06258114
-4.81140570,0.41870582,0.00000003,0.01499608,0.02963626,0.07932034,0.00098399,0.33022036,0.10088236,0.06698280
-4.80540270,0.44450556,0.00000004,0.01604474,0.03153529,0.08432039,0.00105695,0.35008458,0.10690019,0.07120200
-4.79939970,0.46865321,0.00000005,0.01704843,0.03333191,0.08901815,0.00112735,0.36859183,0.11249564,0.07516779
-4.79339670,0.49072897,0.00000007,0.01799107,0.03499511,0.09333276,0.00119406,0.38541632,0.11756855,0.07881213
-4.78739370,0.51034688,0.00000010,0.01885756,0.03649630,0.09718943,0.00125599,0.40026017,0.12202736,0.08207209
-4.78139070,0.52716828,0.00000013,0.01963441,0.03781041,0.10052216,0.00131213,0.41286358,0.12579223,0.08489207
-4.77538769,0.54091431,0.00000018,0.02031038,0.03891679,0.10327628,0.00136160,0.42301395,0.12879781,0.08722587
-4.76938469,0.55137682,0.00000025,0.02087709,0.03980019,0.10541072,0.00140367,0.43055379,0.13099563,0.08903856
-4.76338169,0.55842724,0.00000033,0.02132965,0.04045148,0.10689996,0.00143782,0.43538674,0.13235595,0.09030800
-4.75737869,0.56202281,0.00000043,0.02166714,0.04086833,0.10773547,0.00146379,0.43748145,0.13286899,0.09102594
-4.75137569,0.56220994,0.00000057,0.02189306,0.04105562,0.10792667,0.00148158,0.43687312,0.13254531,0.09119873
-4.74537269,0.55912435,0.00000075,0.02201569,0.04102568,0.10750124,0.00149148,0.43366248,0.13141563,0.09084745
-4.73936968,0.55298809,0.00000097,0.02204832,0.04079828,0.10650490,0.00149410,0.42801233,0.12952971,0.09000756
-4.73336668,0.54410347,0.00000125,0.02200927,0.04040041,0.10500055,0.00149037,0.42014164,0.12695464,0.08872807
-4.72736368,0.53284405,0.00000160,0.02192196,0.03986581,0.10306681,0.00148156,0.41031753,0.12377242,0.08707018
-4.72136068,0.51964321,0.00000204,0.02181459,0.03923429,0.10079609,0.00146920,0.39884552,0.12007702,0.08510555
-4.71535768,0.50498073,0.00000257,0.02171990,0.03855090,0.09829220,0.00145516,0.38605839,0.11597104,0.08291416
-4.70935468,0.48936787,0.00000321,0.02167464,0.03786484,0.09566758,0.00144153,0.37230428,0.11156216,0.08058198
-4.70335168,0.47333169,0.00000400,0.02171892,0.03722832,0.09304030,0.00143061,0.35793451,0.10695942,0.07819839
-4.69734867,0.45739908,0.00000493,0.02189545,0.03669526,0.09053089,0.00142491,0.34329159,0.10226967,0.07585359
-4.69134567,0.44208125,0.00000605,0.02224864,0.03631994,0.08825908,0.00142700,0.32869811,0.09759415,0.07363598
-4.68534267,0.42785906,0.00000736,0.02282354,0.03615557,0.08634061,0.00143952,0.31444678,0.09302551,0.07162965
-4.67933967,0.41516985,0.00000889,0.02366468,0.03625294,0.08488415,0.00146510,0.30079219,0.08864523,0.06991210
-4.67333667,0.40439594,0.00001066,0.02481481,0.03665891,0.08398837,0.00150624,0.28794437,0.08452168,0.06855209
-4.66733367,0.39585525,0.00001269,0.02631359,0.03741512,0.08373932,0.00156530,0.27606457,0.08070874,0.06760793
-4.66133067,0.38979407,0.00001500,0.02819615,0.03855669,0.08420800,0.00164436,0.26526308,0.07724504,0.06712596
-4.65532766,0.38638223,0.00001760,0.03049166,0.04011093,0.08544841,0.00174518,0.25559934,0.07415383,0.06713945
-4.64932466,0.38571037,0.00002051,0.03322196,0.04209635,0.08749581,0.00186910,0.24708389,0.07144353,0.06766787
-4.64332166,0.38778953,0.00002373,0.03640016,0.04452162,0.09036547,0.00201698,0.23968225,0.06910861,0.06871642
