energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.07553777,7.95635572,0.02530870,1.31476364,2.10762636,3.55365486,0.02763035,2.83587878,1.70794799,1.10954624
-5.06953477,7.99489188,0.02503385,1.34705715,2.14862528,3.56838854,0.02807290,2.83197329,1.72285307,1.10212802
-5.06353177,8.02289621,0.02464971,1.37988544,2.19091955,3.57735058,0.02846735,2.82286784,1.73574528,1.09219421
-5.05752876,8.04054657,0.02416156,1.41304885,2.23418497,3.58067186,0.02880641,2.80882717,1.74656527,1.07989337
-5.05152576,8.04800485,0.02357659,1.44629953,2.27799555,3.57850086,0.02908441,2.79013227,1.75523736,1.06538909
-5.04552276,8.04541429,0.02290368,1.47934707,2.32183713,3.57099892,0.02929745,2.76707375,1.76167241,1.04885585
-5.03951976,8.03290341,0.02215306,1.51186650,2.36512517,3.55833797,0.02944354,2.73994703,1.76577278,1.03047533
-5.03351676,8.01059602,0.02133604,1.54350835,2.40722594,3.54070060,0.02952265,2.70904941,1.76743898,1.01043342
-5.02751376,7.97862629,0.02046460,1.57391030,2.44748006,3.51828226,0.02953665,2.67467898,1.76657765,0.98891792
-5.02151076,7.93715756,0.01955110,1.60270980,2.48522714,3.49129520,0.02948930,2.63713500,1.76311045,0.96611686
-5.01550775,7.88640299,0.01860794,1.62955704,2.51983043,3.45997356,0.02938604,2.59671941,1.75698310,0.94221747
-5.00950475,7.82664619,0.01764726,1.65412756,2.55070021,3.42457885,0.02923388,2.55373908,1.74817408,0.91740547
-5.00350175,7.75825982,0.01668069,1.67613377,2.57731484,3.38540503,0.02904110,2.50850817,1.73670217,0.89186475
-4.99749875,7.68172029,0.01571910,1.69533482,2.59923834,3.34278263,0.02881702,2.46135011,1.72263238,0.86577704
-4.99149575,7.59761690,0.01477247,1.71154423,2.61613403,3.29708099,0.02857171,2.41259882,1.70607963,0.83932161
-4.98549275,7.50665435,0.01384972,1.72463487,2.62777325,3.24870826,0.02831563,2.36259877,1.68720988,0.81267465
-4.97948974,7.40964780,0.01295863,1.73454118,2.63403926,3.19810881,0.02805936,2.31170348,1.66623842,0.78600839
-4.97348674,7.30751032,0.01210582,1.74125834,2.63492614,3.14575781,0.02781330,2.26027257,1.64342540,0.75948984
-4.96748374,7.20123330,0.01129671,1.74483876,2.63053291,3.09215311,0.02758733,2.20866722,1.61906869,0.73327911
-4.96148074,7.09186054,0.01053555,1.74538603,2.62105360,3.03780479,0.02739059,2.15724420,1.59349439,0.70752742
-4.95547774,6.98045759,0.00982548,1.74304679,2.60676373,2.98322275,0.02723126,2.10634893,1.56704563,0.68237492
-4.94947474,6.86807801,0.00916858,1.73800107,2.58800431,2.92890307,0.02711631,2.05630778,1.54007004,0.65794832
-4.94347174,6.75572848,0.00856598,1.73045179,2.56516417,2.87531384,0.02705143,2.00742007,1.51290680,0.63435867
-4.93746873,6.64433477,0.00801789,1.72061392,2.53866179,2.82288123,0.02704088,1.95995048,1.48587391,0.61169929
-4.93146573,6.53471063,0.00752375,1.70870412,2.50892742,2.77197660,0.02708745,1.91412206,1.45925627,0.59004407
-4.92546273,6.42753114,0.00708231,1.69493120,2.47638657,2.72290539,0.02719242,1.87011049,1.43329542,0.56944635
-4.91945973,6.32331209,0.00669170,1.67948817,2.44144552,2.67589820,0.02735559,1.82803986,1.40818128,0.54993830
-4.91345673,6.22239635,0.00634953,1.66254594,2.40447950,2.63110481,0.02757535,1.78798027,1.38404633,0.53153104
-4.90745373,6.12494785,0.00605300,1.64424910,2.36582380,2.58859107,0.02784870,1.74994745,1.36096256,0.51421537
-4.90145073,6.03095319,0.00579893,1.62471384,2.32576821,2.54833906,0.02817140,1.71390437,1.33894110,0.49796321
-4.89544772,5.94023081,0.00558390,1.60402783,2.28455455,2.51025026,0.02853809,1.67976484,1.31793469,0.48272956
-4.88944472,5.85244682,0.00540427,1.58225197,2.24237720,2.47415163,0.02894240,1.64739897,1.29784251,0.46845498
-4.88344172,5.76713662,0.00525627,1.55942381,2.19938636,2.43980421,0.02937713,1.61664019,1.27851723,0.45506839
-4.87743872,5.68373116,0.00513607,1.53556208,2.15569326,2.40691384,0.02983442,1.58729347,1.25977387,0.44249010
-4.87143572,5.60158632,0.00503984,1.51067209,2.11137720,2.37514347,0.03030595,1.55914452,1.24139976,0.43063490
-4.86543272,5.52001426,0.00496380,1.48475156,2.06649342,2.34412655,0.03078314,1.53196951,1.22316540,0.41941509
-4.85942971,5.43831517,0.00490428,1.45779642,2.02108148,2.31348102,0.03125737,1.50554488,1.20483547,0.40874336
-4.85342671,5.35580819,0.00485781,1.42980627,1.97517347,2.28282329,0.03172027,1.47965701,1.18617960,0.39853534
-4.84742371,5.27186045,0.00482111,1.40078915,1.92880167,2.25178182,0.03216392,1.45411121,1.16698249,0.38871188
-4.84142071,5.18591318,0.00479115,1.37076549,1.88200510,2.22000985,0.03258118,1.42873996,1.14705298,0.37920085
-4.83541771,5.09750416,0.00476523,1.33977099,1.83483491,2.18719687,0.03296591,1.40340993,1.12623174,0.36993860
-4.82941471,5.00628589,0.00474095,1.30785835,1.78735829,2.15307866,0.03331327,1.37802771,1.10439747,0.36087093
-4.82341171,4.91203923,0.00471629,1.27509803,1.73966079,2.11744546,0.03361999,1.35254412,1.08147138,0.35195379
-4.81740870,4.81468224,0.00468956,1.24157786,1.69184732,2.08014834,0.03388459,1.32695683,1.05742003,0.34315347
-4.81140570,4.71427429,0.00465947,1.20740191,1.64404169,2.04110338,0.03410758,1.30131150,1.03225638,0.33444659
-4.80540270,4.61101553,0.00462509,1.17268854,1.59638515,2.00029398,0.03429161,1.27570127,1.00603932,0.32581976
-4.79939970,4.50524214,0.00458585,1.13756807,1.54903391,1.95777092,0.03444158,1.25026476,0.97887176,0.31726911
-4.79339670,4.39741769,0.00454152,1.10218007,1.50215624,1.91365059,0.03456465,1.22518267,0.95089731,0.30879952
-4.78739370,4.28812111,0.00449217,1.06667064,1.45592916,1.86811135,0.03467020,1.20067318,0.92229610,0.30042390
-4.78139070,4.17803194,0.00443817,1.03118972,1.41053513,1.82138825,0.03476970,1.17698617,0.89327956,0.29216222
-4.77538769,4.06791337,0.00438015,0.99588868,1.36615898,1.77376633,0.03487652,1.15439681,0.86408472,0.28404065
-4.76938469,3.95859383,0.00431892,0.96091829,1.32298523,1.72557286,0.03500562,1.13319830,0.83496800,0.27609056
-4.76338169,3.85094758,0.00425550,0.92642701,1.28119593,1.67716869,0.03517322,1.11369447,0.80619888,0.26834755
-4.75737869,3.74587506,0.00419102,0.89255984,1.24096916,1.62893905,0.03539641,1.09619206,0.77805349,0.26085047
-4.75137569,3.64428343,0.00412674,0.85945740,1.20247804,1.58128418,0.03569264,1.08099313,0.75080833,0.25364046
-4.74537269,3.54706766,0.00406400,0.82725551,1.16589039,1.53460992,0.03607930,1.06838776,0.72473422,0.24675996
-4.73936968,3.45509274,0.00400415,0.79608483,1.13136867,1.48931858,0.03657315,1.05864707,0.70009058,0.24025169
-4.73336668,3.36917699,0.00394862,0.76607073,1.09907024,1.44580035,0.03718988,1.05201681,0.67712008,0.23415767
-4.72736368,3.29007679,0.00389881,0.73733300,1.06914766,1.40442527,0.03794360,1.04871160,0.65604370,0.22851814
-4.72136068,3.21847282,0.00385615,0.70998558,1.04174872,1.36553590,0.03884636,1.04890971,0.63705627,0.22337051
-4.71535768,3.15495766,0.00382205,0.68413583,1.01701622,1.32944090,0.03990780,1.05274858,0.62032243,0.21874826
-4.70935468,3.10002490,0.00379788,0.65988366,0.99508708,1.29640934,0.04113477,1.06032102,0.60597314,0.21467985
-4.70335168,3.05405958,0.00378503,0.63732017,0.97609086,1.26666584,0.04253102,1.07167200,0.59410261,0.21118762
-4.69734867,3.01733017,0.00378482,0.61652603,0.96014744,1.24038657,0.04409705,1.08679612,0.58476587,0.20828674
-4.69134567,2.98998185,0.00379857,0.59756948,0.94736399,1.21769608,0.04582989,1.10563570,0.57797691,0.20598430
-4.68534267,2.97203147,0.00382756,0.58050426,0.93783124,1.19866486,0.04772313,1.12807958,0.57370758,0.20427850
-4.67933967,2.96336419,0.00387299,0.56536744,0.93161927,1.18330793,0.04976686,1.15396258,0.57188719,0.20315805
-4.67333667,2.96373228,0.00393606,0.55217739,0.92877290,1.17158416,0.05194781,1.18306581,0.57240309,0.20260189
-4.66733367,2.97275616,0.00401785,0.54093213,0.92930718,1.16339679,0.05424949,1.21511786,0.57510216,0.20257913
-4.66133067,2.98992827,0.00411939,0.53160812,0.93320306,1.15859490,0.05665246,1.24979705,0.57979347,0.20304952
-4.65532766,3.01461995,0.00424162,0.52415986,0.94040379,1.15697618,0.05913465,1.28673492,0.58625197,0.20396417
-4.64932466,3.04609183,0.00438538,0.51852018,0.95081228,1.15829097,0.06167173,1.32552092,0.59422338,0.20526678
-4.64332166,3.08350768,0.00455137,0.51460157,0.96428975,1.16224763,0.06423757,1.36570868,0.60343018,0.20689527
