energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-6.00000000,5.85042786,0.02180888,0.61078563,1.87749358,2.46538388,0.07135921,2.78652526,1.54371425,0.18014433
-5.99399700,5.79369810,0.02099680,0.61166955,1.86578144,2.44968514,0.07255519,2.73050065,1.49562769,0.17537158
-5.98799400,5.74221268,0.02025234,0.61317684,1.85616846,2.43516000,0.07367529,2.67709197,1.44845340,0.17109449
-5.98199100,5.69564434,0.01958549,0.61531969,1.84859651,2.42156061,0.07470218,2.62625503,1.40234114,0.16732335
-5.97598799,5.65367944,0.01900526,0.61811892,1.84299478,2.40866151,0.07561893,2.57794514,1.35748446,0.16407192
-5.96998499,5.61602629,0.01851952,0.62160164,1.83928099,2.39626545,0.07640938,2.53212102,1.31411741,0.16135805
-5.96398199,5.58242472,0.01813480,0.62579903,1.83736346,2.38420908,0.07705852,2.48874913,1.27251022,0.15920421
-5.95797899,5.55265641,0.01785624,0.63074429,1.83714402,2.37236830,0.07755301,2.44780830,1.23296427,0.15763809
-5.95197599,5.52655557,0.01768753,0.63647101,1.83852166,2.36066305,0.07788162,2.40929441,1.19580630,0.15669286
-5.94597299,5.50401909,0.01763095,0.64301186,1.84139706,2.34906110,0.07803574,2.37322467,1.16138212,0.15640738
-5.93996998,5.48501548,0.01768739,0.65039780,1.84567745,2.33758063,0.07800981,2.33964122,1.13004980,0.15682611
-5.93396698,5.46959169,0.01785646,0.65865773,1.85128189,2.32629119,0.07780168,2.30861362,1.10217233,0.15799872
-5.92796398,5.45787692,0.01813665,0.66781845,1.85814639,2.31531284,0.07741296,2.28023990,1.07811001,0.15997931
-5.92196098,5.45008280,0.01852541,0.67790497,1.86622868,2.30481323,0.07684910,2.25464585,1.05821237,0.16282532
-5.91595798,5.44649925,0.01901931,0.68894087,1.87551222,2.29500264,0.07611950,2.23198249,1.04280986,0.16659601
-5.90995498,5.44748577,0.01961419,0.70094875,1.88600909,2.28612681,0.07523739,2.21242139,1.03220532,0.17135053
-5.90395198,5.45345794,0.02030524,0.71395046,1.89776142,2.27845790,0.07421953,2.19614818,1.02666543,0.17714568
-5.89794897,5.46486944,0.02108714,0.72796701,1.91084121,2.27228365,0.07308586,2.18335414,1.02641222,0.18403330
-5.89194597,5.48218985,0.02195413,0.74301816,1.92534822,2.26789524,0.07185897,2.17422628,1.03161486,0.19205745
-5.88594297,5.50587920,0.02290001,0.75912137,1.94140595,2.26557423,0.07056342,2.16893624,1.04238204,0.20125140
-5.87993997,5.53635994,0.02391822,0.77629034,1.95915571,2.26557912,0.06922510,2.16762856,1.05875501,0.21163459
-5.87393697,5.57398774,0.02500181,0.79453291,1.97874889,2.26813209,0.06787038,2.17040867,1.08070179,0.22320966
-5.86793397,5.61902227,0.02614340,0.81384851,2.00033775,2.27340645,0.06652538,2.17733137,1.10811250,0.23595964
-5.86193097,5.67159938,0.02733516,0.83422524,2.02406499,2.28151553,0.06521517,2.18839031,1.14079643,0.24984557
-5.85592796,5.73170611,0.02856876,0.85563670,2.05005263,2.29250332,0.06396305,2.20350891,1.17848068,0.26480456
-5.84992496,5.79915978,0.02983533,0.87803882,2.07839061,2.30633748,0.06278992,2.22253348,1.22081092,0.28074842
-5.84392196,5.87359241,0.03112540,0.90136674,2.10912571,2.32290496,0.06171371,2.24522875,1.26735419,0.29756311
-5.83791896,5.95444149,0.03242893,0.92553220,2.14225139,2.34201060,0.06074897,2.27127627,1.31760379,0.31510901
-5.83191596,6.04094777,0.03373529,0.95042140,2.17769888,2.36337879,0.05990660,2.30027588,1.37098649,0.33322205
-5.82591296,6.13216053,0.03503334,0.97589369,2.21533025,2.38665807,0.05919365,2.33175036,1.42687169,0.35171580
-5.81990995,6.22695045,0.03631150,1.00178117,2.25493365,2.41142878,0.05861335,2.36515305,1.48458255,0.37038454
-5.81390695,6.32402970,0.03755788,1.02788929,2.29622113,2.43721320,0.05816523,2.39987849,1.54340876,0.38900710
-5.80790395,6.42197873,0.03876048,1.05399855,2.33882920,2.46348801,0.05784533,2.43527544,1.60262059,0.40735159
-5.80190095,6.51927867,0.03990736,1.07986728,2.38232209,2.48969848,0.05764659,2.47066206,1.66148386,0.42518074
-5.79589795,6.61434811,0.04098692,1.10523539,2.42619775,2.51527374,0.05755917,2.50534237,1.71927523,0.44225759
-5.78989495,6.70558268,0.04198814,1.12982903,2.46989632,2.53964262,0.05757103,2.53862360,1.77529736,0.45835159
-5.78389195,6.79139578,0.04290084,1.15336588,2.51281074,2.56224932,0.05766835,2.56983342,1.82889339,0.47324456
-5.77788894,6.87025873,0.04371597,1.17556106,2.55429914,2.58256824,0.05783605,2.59833655,1.87946006,0.48673647
-5.77188594,6.94073850,0.04442581,1.19613313,2.59369847,2.60011744,0.05805828,2.62354980,1.92645908,0.49865065
-5.76588294,7.00153153,0.04502422,1.21481027,2.63033899,2.61447003,0.05831887,2.64495515,1.96942626,0.50883834
-5.75987994,7.05149226,0.04550680,1.23133608,2.66355894,2.62526329,0.05860172,2.66211014,2.00797793,0.51718221
-5.75387694,7.08965523,0.04587094,1.24547506,2.69271906,2.63220500,0.05889114,2.67465526,2.04181458,0.52359889
-5.74787394,7.11525018,0.04611593,1.25701744,2.71721637,2.63507699,0.05917215,2.68231821,2.07072149,0.52804015
-5.74187094,7.12770987,0.04624291,1.26578319,2.73649701,2.63373585,0.05943065,2.68491486,2.09456643,0.53049300
-5.73586793,7.12667063,0.04625474,1.27162527,2.75006755,2.62811093,0.05965362,2.68234717,2.11329469,0.53097842
-5.72986493,7.11196643,0.04615587,1.27443193,2.75750495,2.61820003,0.05982918,2.67459834,2.12692169,0.52954904
-5.72386193,7.08361721,0.04595211,1.27412817,2.75846457,2.60406307,0.05994670,2.66172575,2.13552373,0.52628582
-5.71785893,7.04181264,0.04565039,1.27067630,2.75268661,2.58581438,0.05999680,2.64385208,2.13922750,0.52129388
-5.71185593,6.98689277,0.04525843,1.26407578,2.74000063,2.56361403,0.05997139,2.62115554,2.13819878,0.51469779
-5.70585293,6.91932694,0.04478445,1.25436238,2.72032840,2.53765889,0.05986366,2.59385952,2.13263127,0.50663662
-5.69984992,6.83969223,0.04423686,1.24160676,2.69368509,2.50817381,0.05966816,2.56222265,2.12273597,0.49725877
-5.69384692,6.74865290,0.04362397,1.22591263,2.66017889,2.47540350,0.05938078,2.52652951,2.10873182,0.48671714
-5.68784392,6.64694152,0.04295373,1.20741447,2.62000916,2.43960543,0.05899880,2.48708258,2.09083791,0.47516463
-5.68184092,6.53534283,0.04223351,1.18627506,2.57346316,2.40104396,0.05852099,2.44419567,2.06926777,0.46275022
-5.67583792,6.41468040,0.04146993,1.16268266,2.52091149,2.35998582,0.05794760,2.39818895,2.04422577,0.44961575
-5.66983492,6.28580624,0.04066877,1.13684814,2.46280219,2.31669699,0.05728050,2.34938553,2.01590573,0.43589361
-5.66383192,6.14959316,0.03983487,1.10900178,2.39965356,2.27144072,0.05652314,2.29810936,1.98449147,0.42170505
-5.65782891,6.00692912,0.03897219,1.07938997,2.33204574,2.22447654,0.05568062,2.24468429,1.95015916,0.40715942
-5.65182591,5.85871305,0.03808382,1.04827170,2.26061114,2.17605994,0.05475965,2.18943371,1.91308093,0.39235410
-5.64582291,5.70585114,0.03717207,1.01591487,2.18602357,2.12644233,0.05376843,2.13268048,1.87342930,0.37737494
-5.63981991,5.54925290,0.03623862,0.98259238,2.10898646,2.07587101,0.05271655,2.07474666,1.83138189,0.36229729
-5.63381691,5.38982621,0.03528463,0.94857811,2.03022006,2.02458882,0.05161477,2.01595267,1.78712587,0.34718728
-5.62781391,5.22847070,0.03431094,0.91414266,1.95044798,1.97283318,0.05047473,1.95661568,1.74086168,0.33210323
-5.62181091,5.06606937,0.03331817,0.87954919,1.87038336,1.92083448,0.04930861,1.89704689,1.69280559,0.31709720
-5.61580790,4.90347817,0.03230692,0.84504912,1.79071483,1.86881373,0.04812878,1.83754786,1.64319083,0.30221636
-5.60980490,4.74151390,0.03127787,0.81087814,1.71209294,1.81697944,0.04694732,1.77840581,1.59226708,0.28750422
-5.60380190,4.58094095,0.03023189,0.77725232,1.63511726,1.76552415,0.04577562,1.71988831,1.54029843,0.27300162
-5.59779890,4.42245752,0.02917017,0.74436484,1.56032470,1.71462055,0.04462393,1.66223750,1.48755963,0.25874744
-5.59179590,4.26668242,0.02809423,0.71238308,1.48817949,1.66441779,0.04350097,1.60566441,1.43433128,0.24477903
-5.58579290,4.11414316,0.02700601,0.68144655,1.41906524,1.61503814,0.04241356,1.55034379,1.38089385,0.23113240
-5.57978989,3.96526659,0.02590786,0.65166553,1.35327947,1.56657446,0.04136634,1.49640994,1.32752124,0.21784218
-5.57378689,3.82037283,0.02480254,0.62312061,1.29103072,1.51908883,0.04036162,1.44395384,1.27447429,0.20494141
-5.56778389,3.67967330,0.02369324,0.59586315,1.23243859,1.47261255,0.03939932,1.39302218,1.22199444,0.19246130
-5.56178089,3.54327331,0.02258351,0.56991663,1.17753661,1.42714767,0.03847694,1.34361823,1.17029837,0.18043091
-5.55577789,3.41117949,0.02147725,0.54527888,1.12627792,1.38267033,0.03758982,1.29570495,1.11957357,0.16887684
-5.54977489,3.28331189,0.02037865,0.52192509,1.07854342,1.33913563,0.03673135,1.24921010,1.06997537,0.15782313
-5.54377189,3.15952044,0.01929216,0.49981141,1.03415212,1.29648415,0.03589339,1.20403328,1.02162562,0.14729110
-5.53776888,3.03960509,0.01822244,0.47887908,0.99287325,1.25464959,0.03506671,1.16005468,0.97461283,0.13729955
-5.53176588,2.92333861,0.01717433,0.45905885,0.95443948,1.21356755,0.03424149,1.11714492,0.92899409,0.12786492
-5.52576288,2.81049102,0.01615275,0.44027542,0.91856078,1.17318459,0.03340794,1.07517572,0.88479837,0.11900179
-5.51975988,2.70085445,0.01516274,0.42245188,0.88493820,1.13346756,0.03255678,1.03403072,0.84203104,0.11072333
-5.51375688,2.59426693,0.01420934,0.40551382,0.85327715,1.09441231,0.03167985,0.99361595,0.80067934,0.10304207
-5.50775388,2.49063418,0.01329761,0.38939296,0.82329939,1.05605154,0.03077050,0.95386931,0.76071846,0.09597051
-5.50175088,2.38994800,0.01243254,0.37403022,0.79475354,1.01846119,0.02982411,0.91476870,0.72211782,0.08952194
-5.49574787,2.29230037,0.01161905,0.35937819,0.76742353,0.98176507,0.02883829,0.87633823,0.68484720,0.08371113
-5.48974487,2.19789253,0.01086189,0.34540274,0.74113486,0.94613729,0.02781317,0.83865229,0.64888236,0.07855497
-5.48374187,2.10703851,0.01016564,0.33208398,0.71575848,0.91180237,0.02675144,0.80183716,0.61420993,0.07407303
-5.47773887,2.02016284,0.00953464,0.31941648,0.69121236,0.87903284,0.02565833,0.76607017,0.58083118,0.07028786
-5.47173587,1.93779258,0.00897292,0.30740881,0.66746075,0.84814429,0.02454149,0.73157635,0.54876472,0.06722526
-5.46573287,1.86054387,0.00848413,0.29608252,0.64451146,0.81948813,0.02341069,0.69862271,0.51804773,0.06491413
-5.45972986,1.78910368,0.00807149,0.28547064,0.62241132,0.79344206,0.02227755,0.66751044,0.48873606,0.06338630
-5.45372686,1.72420736,0.00773771,0.27561576,0.60124039,0.77039875,0.02115506,0.63856531,0.46090299,0.06267591
-5.44772386,1.66661318,0.00748486,0.26656797,0.58110497,0.75075307,0.02005719,0.61212673,0.43463688,0.06281875
-5.44172086,1.61707461,0.00731436,0.25838254,0.56213022,0.73488823,0.01899840,0.58853586,0.41003786,0.06385125
-5.43571786,1.57631178,0.00722684,0.25111766,0.54445248,0.72316162,0.01799309,0.56812326,0.38721385,0.06580935
-5.42971486,1.54498309,0.00722206,0.24483211,0.52821175,0.71589068,0.01705522,0.55119667,0.36627606,0.06872722
-5.42371186,1.52365817,0.00729885,0.23958321,0.51354477,0.71333944,0.01619779,0.53802924,0.34733429,0.07263589
-5.41770885,1.51279347,0.00745505,0.23542477,0.50057884,0.71570638,0.01543247,0.52884887,0.33049227,0.07756182
-5.41170585,1.51271116,0.00768743,0.23240539,0.48942666,0.72311408,0.01476929,0.52382895,0.31584331,0.08352551
-5.40570285,1.52358263,0.00799165,0.23056692,0.48018236,0.73560113,0.01421634,0.52308085,0.30346641,0.09054023
-5.39969985,1.54541697,0.00836232,0.22994327,0.47291882,0.75311677,0.01377957,0.52664869,0.29342313,0.09861088
-5.39369685,1.57805526,0.00879293,0.23055939,0.46768630,0.77551856,0.01346270,0.53450629,0.28575521,0.10773307
-5.38769385,1.62117088,0.00927596,0.23243065,0.46451237,0.80257335,0.01326710,0.54655679,0.28048313,0.11789250
-5.38169085,1.67427600,0.00980297,0.23556242,0.46340308,0.83396157,0.01319185,0.56263476,0.27760568,0.12906471
-5.37568784,1.73673424,0.01036468,0.23994999,0.46434528,0.86928485,0.01323383,0.58251089,0.27710037,0.14121509
-5.36968484,1.80777902,0.01095119,0.24557880,0.46730983,0.90807690,0.01338776,0.60589917,0.27892486,0.15429944
-5.36368184,1.88653724,0.01155212,0.25242491,0.47225570,0.94981718,0.01364646,0.63246627,0.28301909,0.16826480
-5.35767884,1.97205734,0.01215686,0.26045584,0.47913449,0.99394709,0.01400100,0.66184278,0.28930819,0.18305074
-5.35167584,2.06334083,0.01275481,0.26963156,0.48789533,1.03988801,0.01444098,0.69363615,0.29770578,0.19859101
-5.34567284,2.15937615,0.01333564,0.27990585,0.49848976,1.08706064,0.01495474,0.72744452,0.30811775,0.21481549
-5.33966983,2.25917346,0.01388956,0.29122778,0.51087639,1.13490480,0.01552969,0.76287127,0.32044609,0.23165241
-5.33366683,2.36179915,0.01440758,0.30354332,0.52502499,1.18289903,0.01615255,0.79953945,0.33459273,0.24903078
-5.32766383,2.46640849,0.01488176,0.31679717,0.54091981,1.23057909,0.01680964,0.83710566,0.35046312,0.26688282
-5.32166083,2.57227506,0.01530546,0.33093441,0.55856177,1.27755460,0.01748719,0.87527275,0.36796949,0.28514650
-5.31565783,2.67881573,0.01567353,0.34590221,0.57796951,1.32352318,0.01817160,0.91380073,0.38703345,0.30376786
-5.30965483,2.78560998,0.01598247,0.36165135,0.59917890,1.36828130,0.01884970,0.95251553,0.40758804,0.32270314
-5.30365183,2.89241258,0.01623053,0.37813744,0.62224111,1.41173146,0.01950902,0.99131496,0.42957890,0.34192062
-5.29764882,2.99915905,0.01641780,0.39532187,0.64721914,1.45388528,0.02013800,1.03017180,0.45296474,0.36140194
-5.29164582,3.10596343,0.01654621,0.41317229,0.67418290,1.49486229,0.02072625,1.06913357,0.47771690,0.38114297
-5.28564282,3.21310827,0.01661949,0.43166272,0.70320300,1.53488442,0.02126468,1.10831905,0.50381810,0.40115405
-5.27963982,3.32102733,0.01664302,0.45077315,0.73434353,1.57426638,0.02174573,1.14791163,0.53126050,0.42145956
-5.27363682,3.43028130,0.01662377,0.47048867,0.76765414,1.61340219,0.02216347,1.18814960,0.56004298,0.44209681
-5.26763382,3.54152774,0.01657001,0.49079822,0.80316191,1.65274852,0.02251369,1.22931377,0.59016796,0.46311422
-5.26163082,3.65548627,0.01649114,0.51169295,0.84086332,1.69280529,0.02279402,1.27171291,0.62163782,0.48456881
-5.25562781,3.77290048,0.01639739,0.53316434,0.88071711,1.73409444,0.02300393,1.31566755,0.65445101,0.50652304
-5.24962481,3.89449819,0.01629952,0.55520220,0.92263819,1.77713764,0.02314472,1.36149286,0.68859814,0.52904105
-5.24362181,4.02095167,0.01620853,0.57779267,0.96649339,1.82243388,0.02321950,1.40948112,0.72405821,0.55218451
-5.23761881,4.15283948,0.01613533,0.60091638,1.01209929,1.87043764,0.02323308,1.45988483,0.76079505,0.57600808
-5.23161581,4.29061171,0.01609041,0.62454697,1.05922256,1.92153873,0.02319186,1.51290083,0.79875434,0.60055473
-5.22561281,4.43455986,0.01608356,0.64865001,1.10758292,1.97604439,0.02310363,1.56865634,0.83786110,0.62585108
-5.21960980,4.58479289,0.01612355,0.67318259,1.15685895,2.03416440,0.02297742,1.62719737,0.87801808,0.65190295
-5.21360680,4.74122037,0.01621787,0.69809354,1.20669654,2.09599968,0.02282319,1.68848016,0.91910492,0.67869137
-5.20760380,4.90354336,0.01637250,0.72332443,1.25671976,2.16153494,0.02265164,1.75236583,0.96097826,0.70616919
-5.20160080,5.07125368,0.01659167,0.74881134,1.30654381,2.23063540,0.02247385,1.81861861,1.00347284,0.73425854
-5.19559780,5.24364125,0.01687773,0.77448726,1.35578947,2.30304786,0.02230101,1.88690780,1.04640357,0.76284933
-5.18959480,5.41980954,0.01723100,0.80028527,1.40409829,2.37840589,0.02214410,1.95681314,1.08956848,0.79179884
-5.18359180,5.59869811,0.01764972,0.82614204,1.45114795,2.45623903,0.02201356,2.02783378,1.13275263,0.82093258
-5.17758879,5.77911156,0.01813001,0.85200172,1.49666681,2.53598542,0.02191902,2.09940008,1.17573256,0.85004645
-5.17158579,5.95975330,0.01866594,0.87781983,1.54044682,2.61700744,0.02186898,2.17088809,1.21828141,0.87891017
-5.16558279,6.13926296,0.01924958,0.90356695,1.58235424,2.69860976,0.02187057,2.24163596,1.26017422,0.90727185
-5.15957979,6.31625544,0.01987119,0.92923190,1.62233711,2.78005886,0.02192934,2.31096160,1.30119340,0.93486371
-5.15357679,6.48936007,0.02051944,0.95482419,1.66042925,2.86060339,0.02204909,2.37818099,1.34113392,0.96140850
-5.14757379,6.65725804,0.02118161,0.98037539,1.69675016,2.93949446,0.02223172,2.44262627,1.37980799,0.98662666
-5.14157079,6.81871642,0.02184400,1.00593925,1.73150071,3.01600508,0.02247720,2.50366299,1.41704903,1.01024368
-5.13556778,6.97261725,0.02249216,1.03159045,1.76495465,3.08944793,0.02278356,2.56070567,1.45271457,1.03199744
-5.12956478,7.11798047,0.02311140,1.05742182,1.79744606,3.15919079,0.02314691,2.61323130,1.48668794,1.05164524
-5.12356178,7.25397980,0.02368710,1.08353998,1.82935341,3.22466912,0.02356158,2.66079012,1.51887860,1.06897017
-5.11755878,7.37995096,0.02420515,1.11005968,1.86108063,3.28539524,0.02402029,2.70301334,1.54922105,1.08378650
-5.11155578,7.49539224,0.02465235,1.13709684,1.89303626,3.34096407,0.02451435,2.73961771,1.57767225,1.09594396
-5.10555278,7.59995762,0.02501680,1.16476059,1.92561148,3.39105522,0.02503393,2.77040677,1.60420789,1.10533063
-5.09954977,7.69344346,0.02528820,1.19314485,1.95915822,3.43543164,0.02556837,2.79526912,1.62881747,1.11187448
-5.09354677,7.77576967,0.02545817,1.22231967,1.99396828,3.47393527,0.02610647,2.81417372,1.65149868,1.11554346
-5.08754377,7.84695713,0.02552048,1.25232302,2.03025472,3.50648006,0.02663687,2.82716301,1.67225148,1.11634427
-5.08154077,7.90710298,0.02547118,1.28315335,2.06813638,3.53304314,0.02714839,2.83434407,1.69107214,1.11431989
