energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Na_s_up,Se_s_up,Se_p_up
0.05102551,1.79342589,0.27483473,0.80815632,0.04014890,0.18721652,0.32616699,0.06443683,0.27883641
0.05702851,1.85787298,0.28510810,0.83556746,0.04205725,0.19727059,0.34056175,0.06558852,0.28403360
0.06303152,1.92152546,0.29529132,0.86249845,0.04398722,0.20778089,0.35569136,0.06694341,0.28939919
0.06903452,1.98308835,0.30516369,0.88835844,0.04590970,0.21848524,0.37137081,0.06848994,0.29478921
0.07503752,2.04124509,0.31450209,0.91255216,0.04779235,0.22912166,0.38738051,0.07020882,0.30005059
0.08104052,2.09468632,0.32308641,0.93449347,0.04960036,0.23943337,0.40346880,0.07207270,0.30502390
0.08704352,2.14214115,0.33070530,0.95361983,0.05129727,0.24917386,0.41935620,0.07404616,0.30954667
0.09304652,2.18240989,0.33716205,0.96940726,0.05284610,0.25811194,0.43474123,0.07608620,0.31345714
0.09904952,2.21439694,0.34228026,0.98138520,0.05421038,0.26603668,0.44930774,0.07814307,0.31659852
0.10505253,2.23714246,0.34590922,0.98915057,0.05535545,0.27276190,0.46273338,0.08016156,0.31882331
0.11105553,2.24985135,0.34792863,0.99238038,0.05624959,0.27813025,0.47469891,0.08208260,0.31999771
0.11705853,2.25191825,0.34825248,0.99084227,0.05686517,0.28201671,0.48489813,0.08384511,0.32000583
0.12306153,2.24294737,0.34683197,0.98440251,0.05717968,0.28433117,0.49304765,0.08538810,0.31875347
0.12906453,2.22276601,0.34365717,0.97303086,0.05717657,0.28502022,0.49889647,0.08665276,0.31617138
0.13506753,2.19143126,0.33875750,0.95680222,0.05684589,0.28406791,0.50223460,0.08758461,0.31221772
0.14107054,2.14922931,0.33220082,0.93589475,0.05618472,0.28149545,0.50290058,0.08813552,0.30687966
0.14707354,2.09666744,0.32409134,0.91058465,0.05519731,0.27735982,0.50078736,0.08826549,0.30017405
0.15307654,2.03445886,0.31456627,0.88123763,0.05389495,0.27175141,0.49584636,0.08794414,0.29214709
0.15907954,1.96350113,0.30379139,0.84829761,0.05229567,0.26479066,0.48808954,0.08715188,0.28287300
0.16508254,1.88484899,0.29195577,0.81227297,0.05042356,0.25662385,0.47758929,0.08588058,0.27245176
0.17108554,1.79968265,0.27926585,0.77372099,0.04830802,0.24741819,0.46447627,0.08413390,0.26100612
0.17708854,1.70927306,0.26593902,0.73323115,0.04598277,0.23735643,0.44893520,0.08192704,0.24867778
0.18309155,1.61494530,0.25219707,0.69140791,0.04348477,0.22663112,0.43119888,0.07928619,0.23562319
0.18909455,1.51804170,0.23825973,0.64885368,0.04085306,0.21543877,0.41154068,0.07624750,0.22200889
0.19509755,1.41988602,0.22433855,0.60615258,0.03812760,0.20397413,0.39026587,0.07285571,0.20800683
0.20110055,1.32174996,0.21063124,0.56385569,0.03534810,0.19242478,0.36770216,0.06916260,0.19378960
0.20710355,1.22482312,0.19731683,0.52246805,0.03255298,0.18096618,0.34418990,0.06522509,0.17952602
0.21310655,1.13018746,0.18455174,0.48243803,0.02977843,0.16975746,0.32007232,0.06110345,0.16537696
0.21910955,1.03879675,0.17246673,0.44414919,0.02705755,0.15893792,0.29568625,0.05685927,0.15149182
0.22511256,0.95146160,0.16116506,0.40791484,0.02441978,0.14862448,0.27135353,0.05255370,0.13800550
0.23111556,0.86884032,0.15072162,0.37397527,0.02189039,0.13890999,0.24737368,0.04824571,0.12503615
0.23711856,0.79143531,0.14118328,0.34249764,0.01949019,0.12986262,0.22401772,0.04399058,0.11268361
0.24312156,0.71959503,0.13257007,0.31357831,0.01723548,0.12152606,0.20152352,0.03983864,0.10102855
0.24912456,0.65352084,0.12487744,0.28724730,0.01513804,0.11392067,0.18009270,0.03583436,0.09013234
0.25512756,0.59327816,0.11807924,0.26347468,0.01320532,0.10704537,0.15988902,0.03201561,0.08003756
0.26113057,0.53881122,0.11213131,0.24217831,0.01144081,0.10088026,0.14103819,0.02841335,0.07076903
0.26713357,0.48996050,0.10697563,0.22323274,0.00984439,0.09538968,0.12362904,0.02505151,0.06233541
0.27313657,0.44648202,0.10254465,0.20647870,0.00841280,0.09052568,0.10771577,0.02194716,0.05473104
0.27913957,0.40806757,0.09876583,0.19173282,0.00714017,0.08623169,0.09332115,0.01911095,0.04793811
0.28514257,0.37436500,0.09556600,0.17879724,0.00601852,0.08244622,0.08044036,0.01654762,0.04192901
0.29114557,0.34499791,0.09287555,0.16746865,0.00503825,0.07910647,0.06904529,0.01425675,0.03666857
0.29714857,0.31958376,0.09063215,0.15754657,0.00418866,0.07615167,0.05908900,0.01223354,0.03211645
0.30315158,0.29775014,0.08878392,0.14884062,0.00345840,0.07352598,0.05051028,0.01046963,0.02822919
0.30915458,0.27914848,0.08729193,0.14117643,0.00283580,0.07118097,0.04323783,0.00895394,0.02496220
0.31515758,0.26346494,0.08613192,0.13440033,0.00230926,0.06907750,0.03719428,0.00767345,0.02227137
0.32116058,0.25042828,0.08529522,0.12838247,0.00186753,0.06718695,0.03229955,0.00661393,0.02011444
0.32716358,0.23981467,0.08478876,0.12301864,0.00149989,0.06549184,0.02847379,0.00576054,0.01845203
0.33316658,0.23144937,0.08463429,0.11823060,0.00119631,0.06398579,0.02563959,0.00509840,0.01724832
0.33916958,0.22520560,0.08486671,0.11396520,0.00094760,0.06267281,0.02372362,0.00461295,0.01647138
0.34517259,0.22100070,0.08553174,0.11019236,0.00074544,0.06156614,0.02265761,0.00429027,0.01609327
0.35117559,0.21879014,0.08668292,0.10690205,0.00058238,0.06068653,0.02237878,0.00411722,0.01608976
0.35717859,0.21855963,0.08837805,0.10410058,0.00045191,0.06006013,0.02282971,0.00408152,0.01643988
0.36318159,0.22031590,0.09067534,0.10180635,0.00034831,0.05971613,0.02395777,0.00417173,0.01712530
0.36918459,0.22407676,0.09362935,0.10004531,0.00026673,0.05968426,0.02571427,0.00437715,0.01812947
0.37518759,0.22986075,0.09728694,0.09884637,0.00020300,0.05999223,0.02805324,0.00468763,0.01943684
0.38119060,0.23767725,0.10168335,0.09823700,0.00015366,0.06066324,0.03093022,0.00509340,0.02103189
0.38719360,0.24751728,0.10683879,0.09823919,0.00011583,0.06171371,0.03430085,0.00558484,0.02289840
0.39319660,0.25934568,0.11275544,0.09886600,0.00008716,0.06315142,0.03811967,0.00615225,0.02501863
0.39919960,0.27309500,0.11941533,0.10011883,0.00006573,0.06497386,0.04233902,0.00678568,0.02737277
0.40520260,0.28866153,0.12677895,0.10198553,0.00005005,0.06716729,0.04690818,0.00747474,0.02993858
0.41120560,0.30590367,0.13478497,0.10443951,0.00003893,0.06970620,0.05177287,0.00820848,0.03269122
0.41720860,0.32464284,0.14335092,0.10743974,0.00003146,0.07255343,0.05687504,0.00897538,0.03560337
0.42321161,0.34466690,0.15237496,0.11093184,0.00002700,0.07566080,0.06215314,0.00976330,0.03864562
0.42921461,0.36573619,0.16173869,0.11485002,0.00002507,0.07897043,0.06754273,0.01055962,0.04178712
0.43521761,0.38759165,0.17131094,0.11911992,0.00002539,0.08241643,0.07297745,0.01135135,0.04499644
0.44122061,0.40996496,0.18095232,0.12366220,0.00002781,0.08592720,0.07839036,0.01212536,0.04824273
0.44722361,0.43259007,0.19052046,0.12839659,0.00003231,0.08942794,0.08371551,0.01286865,0.05149694
0.45322661,0.45521568,0.19987565,0.13324644,0.00003899,0.09284356,0.08888972,0.01356867,0.05473317
0.45922961,0.47761780,0.20888660,0.13814324,0.00004803,0.09610155,0.09385436,0.01421364,0.05793009
0.46523262,0.49961197,0.21743608,0.14303119,0.00005973,0.09913495,0.09855718,0.01479288,0.06107216
0.47123562,0.52106421,0.22542616,0.14787130,0.00007448,0.10188509,0.10295390,0.01529720,0.06415085
0.47723862,0.54190004,0.23278269,0.15264490,0.00009272,0.10430409,0.10700963,0.01571912,0.06716551
0.48324162,0.56211108,0.23945887,0.15735642,0.00011501,0.10635689,0.11069980,0.01605320,0.07012395
0.48924462,0.58175840,0.24543756,0.16203500,0.00014200,0.10802275,0.11401079,0.01629620,0.07304264
0.49524762,0.60097254,0.25073233,0.16673503,0.00017441,0.10929622,0.11693992,0.01644716,0.07594648
0.50125063,0.61994974,0.25538697,0.17153534,0.00021307,0.11018732,0.11949506,0.01650749,0.07886803
0.50725363,0.63894438,0.25947357,0.17653703,0.00025891,0.11072114,0.12169357,0.01648083,0.08184636
0.51325663,0.65825788,0.26308914,0.18186008,0.00031299,0.11093675,0.12356091,0.01637298,0.08492537
0.51925963,0.67822427,0.26635098,0.18763853,0.00037652,0.11088539,0.12512871,0.01619157,0.08815178
0.52526263,0.69919321,0.26939091,0.19401480,0.00045086,0.11062826,0.12643262,0.01594582,0.09157270
0.53126563,0.72151091,0.27234871,0.20113294,0.00053761,0.11023371,0.12750993,0.01564611,0.09523306
0.53726863,0.74550019,0.27536503,0.20913146,0.00063862,0.10977424,0.12839715,0.01530360,0.09917289
0.54327164,0.77144035,0.27857420,0.21813580,0.00075609,0.10932327,0.12912761,0.01492976,0.10342472
0.54927464,0.79954819,0.28209721,0.22825102,0.00089263,0.10895187,0.12972941,0.01453592,0.10801103
0.55527764,0.82996102,0.28603534,0.23955490,0.00105138,0.10872564,0.13022356,0.01413288,0.11294221
0.56128064,0.86272278,0.29046472,0.25209203,0.00123615,0.10870195,0.13062269,0.01373048,0.11821488
0.56728364,0.89777419,0.29543206,0.26586907,0.00145155,0.10892741,0.13093021,0.01333728,0.12381091
0.57328664,0.93494753,0.30095197,0.28085171,0.00170316,0.10943608,0.13114012,0.01296031,0.12969712
0.57928964,0.97396672,0.30700587,0.29696339,0.00199771,0.11024807,0.13123728,0.01260484,0.13582581
0.58529265,1.01445284,0.31354256,0.31408608,0.00234331,0.11136895,0.13119839,0.01227436,0.14213611
0.59129565,1.05593513,0.32048060,0.33206322,0.00274961,0.11278978,0.13099337,0.01197047,0.14855624
0.59729865,1.09786724,0.32771226,0.35070471,0.00322802,0.11448778,0.13058717,0.01169304,0.15500647
0.60330165,1.13964804,0.33510889,0.36979393,0.00379186,0.11642765,0.12994194,0.01144029,0.16140293
0.60930465,1.18064622,0.34252745,0.38909641,0.00445653,0.11856342,0.12901934,0.01120907,0.16766189
0.61530765,1.22022764,0.34981786,0.40836993,0.00523956,0.12084072,0.12778290,0.01099508,0.17370455
0.62131066,1.25778408,0.35683085,0.42737553,0.00616064,0.12319944,0.12620031,0.01079319,0.17946199
0.62731366,1.29276210,0.36342584,0.44588888,0.00724151,0.12557654,0.12424549,0.01059776,0.18488021
0.63331666,1.32469055,0.36947839,0.46371150,0.00850577,0.12790886,0.12190038,0.01040300,0.18992483
0.63931966,1.35320533,0.37488706,0.48068122,0.00997853,0.13013597,0.11915625,0.01020325,0.19458538
0.64532266,1.37806990,0.37957893,0.49668121,0.01168590,0.13220270,0.11601464,0.00999329,0.19887885
0.65132566,1.39919072,0.38351385,0.51164717,0.01365437,0.13406136,0.11248770,0.00976857,0.20285226
0.65732866,1.41662619,0.38668696,0.52557203,0.01590996,0.13567356,0.10859812,0.00952545,0.20658420
0.66333167,1.43058890,0.38912933,0.53850800,0.01847721,0.13701146,0.10437848,0.00926130,0.21018495
0.66933467,1.44144043,0.39090673,0.55056555,0.02137812,0.13805847,0.09987022,0.00897460,0.21379527
0.67533767,1.44967898,0.39211658,0.56190931,0.02463085,0.13880938,0.09512228,0.00866498,0.21758377
0.68134067,1.45592003,0.39288304,0.57275095,0.02824843,0.13926988,0.09018929,0.00833317,0.22174271
0.68734367,1.46087083,0.39335069,0.58333926,0.03223736,0.13945559,0.08512978,0.00798092,0.22648255
0.69334667,1.46529964,0.39367692,0.59394786,0.03659636,0.13939049,0.08000413,0.00761090,0.23202512
0.69934967,1.47000116,0.39402352,0.60486094,0.04131509,0.13910513,0.07487257,0.00722649,0.23859577
0.70535268,1.47575959,0.39454780,0.61635789,0.04637314,0.13863437,0.06979333,0.00683165,0.24641470
0.71135568,1.48331102,0.39539376,0.62869727,0.05173921,0.13801514,0.06482087,0.00643068,0.25568768
0.71735868,1.49330693,0.39668373,0.64210120,0.05737064,0.13728399,0.06000440,0.00602807,0.26659662
0.72336168,1.50628042,0.39851090,0.65674077,0.06321333,0.13647486,0.05538673,0.00562827,0.27929030
0.72936468,1.52261709,0.40093322,0.67272320,0.06920204,0.13561705,0.05100336,0.00523554,0.29387562
0.73536768,1.54253158,0.40396889,0.69008171,0.07526125,0.13473341,0.04688200,0.00485381,0.31040982
0.74137069,1.56605150,0.40759378,0.70876831,0.08130643,0.13383913,0.04304238,0.00448656,0.32889405
0.74737369,1.59300925,0.41174091,0.72865037,0.08724580,0.13294087,0.03949646,0.00413674,0.34926865
0.75337669,1.62304247,0.41630213,0.74951084,0.09298257,0.13203647,0.03624887,0.00380670,0.37141037
0.75937969,1.65560331,0.42113180,0.77105263,0.09841747,0.13111525,0.03329766,0.00349824,0.39513207
0.76538269,1.68997620,0.42605251,0.79290678,0.10345165,0.13015877,0.03063530,0.00321258,0.42018470
0.77138569,1.72530357,0.43086250,0.81464426,0.10798972,0.12914211,0.02824983,0.00295042,0.44626204
0.77738869,1.76061865,0.43534439,0.83579107,0.11194286,0.12803559,0.02612615,0.00271205,0.47300796
0.78339170,1.79488383,0.43927507,0.85584583,0.11523185,0.12680674,0.02424740,0.00249745,0.50002615
0.78939470,1.82703336,0.44243600,0.87429937,0.11778995,0.12542259,0.02259635,0.00230640,0.52689215
0.79539770,1.85601842,0.44462371,0.89065535,0.11956533,0.12385197,0.02115689,0.00213861,0.55316728
0.80140070,1.88085280,0.44565989,0.90445112,0.12052321,0.12206786,0.01991537,0.00199389,0.57841405
0.80740370,1.90065735,0.44540068,0.91527801,0.12064733,0.12004955,0.01886198,0.00187227,0.60221238
0.81340670,1.91470136,0.44374471,0.92279999,0.11994089,0.11778459,0.01799204,0.00177418,0.62417622
0.81940970,1.92243899,0.44063964,0.92677012,0.11842681,0.11527043,0.01730721,0.00170059,0.64396960
0.82541271,1.92353956,0.43608674,0.92704402,0.11614738,0.11251554,0.01681666,0.00165313,0.66132166
0.83141571,1.91791004,0.43014351,0.92358970,0.11316319,0.10954020,0.01653809,0.00163425,0.67603970
0.83741871,1.90570905,0.42292410,0.91649349,0.10955161,0.10637670,0.01649878,0.00164736,0.68801971
0.84342171,1.88735156,0.41459753,0.90596162,0.10540469,0.10306903,0.01673643,0.00169691,0.69725382
0.84942471,1.86350411,0.40538382,0.89231752,0.10082669,0.09967212,0.01730004,0.00178851,0.70383395
0.85542771,1.83507050,0.39554812,0.87599482,0.09593134,0.09625062,0.01825059,0.00192905,0.70795168
0.86143072,1.80316845,0.38539303,0.85752630,0.09083892,0.09287719,0.01966168,0.00212669,0.70989372
0.86743372,1.76909795,0.37524950,0.83752916,0.08567335,0.08963056,0.02161988,0.00239100,0.71003343
0.87343672,1.73430234,0.36546643,0.81668718,0.08055920,0.08659321,0.02422505,0.00273287,0.70881814
0.87943972,1.70032345,0.35639949,0.79573038,0.07561906,0.08384901,0.02759024,0.00316456,0.70675311
0.88544272,1.66875222,0.34839945,0.77541278,0.07097091,0.08148055,0.03184132,0.00369961,0.70438224
0.89144572,1.64117667,0.34180040,0.75648915,0.06672595,0.07956672,0.03711620,0.00435270,0.70226669
0.89744872,1.61912869,0.33690824,0.73969151,0.06298661,0.07818013,0.04356356,0.00513949,0.70096191
0.90345173,1.60403178,0.33398984,0.72570604,0.05984493,0.07738482,0.05134098,0.00607635,0.70099427
0.90945473,1.59715120,0.33326318,0.71515134,0.05738123,0.07723420,0.06061244,0.00718010,0.70283822
0.91545773,1.59954854,0.33488882,0.70855859,0.05566299,0.07776920,0.07154513,0.00846756,0.70689497
0.92146073,1.61204209,0.33896294,0.70635433,0.05474409,0.07901686,0.08430556,0.00995513,0.71347365
0.92746373,1.63517443,0.34551232,0.70884640,0.05466409,0.08098926,0.09905484,0.01165823,0.72277590
0.93346673,1.66918847,0.35449130,0.71621340,0.05544785,0.08368293,0.11594342,0.01359073,0.73488458
0.93946973,1.71401279,0.36578093,0.72849808,0.05710509,0.08707865,0.13510505,0.01576428,0.74975711
0.94547274,1.76925684,0.37919049,0.74560488,0.05963021,0.09114178,0.15665040,0.01818766,0.76722391
0.95147574,1.83421632,0.39446122,0.76730154,0.06300218,0.09582296,0.18066029,0.02086603,0.78699201
0.95747874,1.90788854,0.41127230,0.79322488,0.06718452,0.10105928,0.20717887,0.02380033,0.80865380
0.96348174,1.98899745,0.42924891,0.82289046,0.07212544,0.10677584,0.23620703,0.02698656,0.83170043
0.96948474,2.07602750,0.44797226,0.85570587,0.07775822,0.11288760,0.26769630,0.03041526,0.85553955
0.97548774,2.16726520,0.46699107,0.89098714,0.08400173,0.11930153,0.30154352,0.03407108,0.87951643
0.98149075,2.26084712,0.48583438,0.92797787,0.09076129,0.12591889,0.33758680,0.03793238,0.90293770
0.98749375,2.35481260,0.50402520,0.96587030,0.09792990,0.13263769,0.37560290,0.04197119,0.92509662
0.99349675,2.44715948,0.52109450,1.00382787,0.10538973,0.13935505,0.41530643,0.04615318,0.94529885
0.99949975,2.53590093,0.53659508,1.04100838,0.11301411,0.14596959,0.45635105,0.05043800,0.96288756
1.00550275,2.61912155,0.55011493,1.07658714,0.12066988,0.15238356,0.49833295,0.05477972,0.97726695
1.01150575,2.69503081,0.56128949,1.10977937,0.12822018,0.15850481,0.54079655,0.05912760,0.98792307
1.01750875,2.76201206,0.56981245,1.13986119,0.13552752,0.16424840,0.58324252,0.06342703,0.99444134
1.02351176,2.81866581,0.57544471,1.16618855,0.14245720,0.16953792,0.62513793,0.06762070,0.99651991
1.02951476,2.86384566,0.57802118,1.18821373,0.14888091,0.17430645,0.66592832,0.07164989,0.99397862
1.03551776,2.89668626,0.57745529,1.20549869,0.15468036,0.17849714,0.70505129,0.07545599,0.98676331
1.04152076,2.91662234,0.57374097,1.21772525,0.15975098,0.18206352,0.74195125,0.07898198,0.97494545
1.04752376,2.92339876,0.56695225,1.22470165,0.16400528,0.18496946,0.77609465,0.08217402,0.95871737
1.05352676,2.91707145,0.55724044,1.22636560,0.16737595,0.18718889,0.80698533,0.08498298,0.93838354
1.05952976,2.89799967,0.54482919,1.22278360,0.16981850,0.18870544,0.83417910,0.08736590,0.91434841
1.06553277,2.86683018,0.53000756,1.21414694,0.17131320,0.18951187,0.85729720,0.08928720,0.88710153
1.07153577,2.82447423,0.51312160,1.20076432,0.17186642,0.18960951,0.87603783,0.09071981,0.85720079
1.07753877,2.77207839,0.49456465,1.18305159,0.17151104,0.18900775,0.89018542,0.09164596,0.82525436
1.08354177,2.71099034,0.47476681,1.16151897,0.17030611,0.18772348,0.89961710,0.09205767,0.79190237
1.08954477,2.64272095,0.45418399,1.13675605,0.16833559,0.18578079,0.90430614,0.09195702,0.75779881
1.09554777,2.56890371,0.43328691,1.10941513,0.16570633,0.18321062,0.90432220,0.09135596,0.72359435
1.10155078,2.49125295,0.41255028,1.08019341,0.16254514,0.18005053,0.89982829,0.09027591,0.68992062
1.10755378,2.41152169,0.39244260,1.04981442,0.15899533,0.17634462,0.89107468,0.08874704,0.65737628
1.11355678,2.33146038,0.37341665,1.01900928,0.15521255,0.17214335,0.87839003,0.08680725,0.62651510
1.11955978,2.25277727,0.35590098,0.98849812,0.15136032,0.16750337,0.86216998,0.08450092,0.59783623
1.12556278,2.17710126,0.34029236,0.95897234,0.14760526,0.16248724,0.84286399,0.08187758,0.57177669
1.13156578,2.10594788,0.32694931,0.93107782,0.14411216,0.15716302,0.82096069,0.07899037,0.54870585
1.13756878,2.04068896,0.31618672,0.90539973,0.14103926,0.15160363,0.79697269,0.07589450,0.52892197
1.14357179,1.98252627,0.30827142,0.88244916,0.13853362,0.14588597,0.77142120,0.07264570,0.51265043
1.14957479,1.93246973,0.30341881,0.86265176,0.13672694,0.14008977,0.74482127,0.06929876,0.50004349
1.15557779,1.89132017,0.30179027,0.84633890,0.13573186,0.13429621,0.71766814,0.06590616,0.49118143
1.16158079,1.85965697,0.30349138,0.83374120,0.13563882,0.12858625,0.69042521,0.06251692,0.48607468
1.16758379,1.83783062,0.30857091,0.82498483,0.13651365,0.12303881,0.66351398,0.05917557,0.48466697
1.17358679,1.82596022,0.31702040,0.82009042,0.13839584,0.11772878,0.63730625,0.05592140,0.48683918
1.17958979,1.82393585,0.32877446,0.81897474,0.14129757,0.11272502,0.61211869,0.05278790,0.49241386
1.18559280,1.83142577,0.34371156,0.82145494,0.14520348,0.10808835,0.58820991,0.04980248,0.50116029
1.19159580,1.84788804,0.36165561,0.82725528,0.15007119,0.10386973,0.56577967,0.04698636,0.51279996
1.19759880,1.87258655,0.38237804,0.83601608,0.15583251,0.10010864,0.54497036,0.04435472,0.52701256
1.20360180,1.90461079,0.40560072,0.84730463,0.16239524,0.09683180,0.52587018,0.04191695,0.54344227
1.20960480,1.94289907,0.43099946,0.86062783,0.16964561,0.09405230,0.50851780,0.03967715,0.56170437
1.21560780,1.98626462,0.45820847,0.87544596,0.17745112,0.09176921,0.49290807,0.03763465,0.58139210
1.22161081,2.03342385,0.48682546,0.89118743,0.18566387,0.08996767,0.47899844,0.03578472,0.60208374
1.22761381,2.08302629,0.51641762,0.90726394,0.19412411,0.08861955,0.46671556,0.03411919,0.62334972
1.23361681,2.13368531,0.54652839,0.92308562,0.20266411,0.08768463,0.45596194,0.03262726,0.64475977
1.23961981,2.18400898,0.57668487,0.93807585,0.21111207,0.08711223,0.44662215,0.03129612,0.66588993
1.24562281,2.23263039,0.60640593,0.95168520,0.21929605,0.08684335,0.43856850,0.03011171,0.68632926
1.25162581,2.27823670,0.63521070,0.96340426,0.22704792,0.08681310,0.43166593,0.02905933,0.70568627
1.25762881,2.31959615,0.66262748,0.97277507,0.23420707,0.08695344,0.42577622,0.02812418,0.72359473
1.26363182,2.35558270,0.68820261,0.97940068,0.24062390,0.08719600,0.42076126,0.02729193,0.73971900
1.26963482,2.38519755,0.71150939,0.98295299,0.24616301,0.08747508,0.41648572,0.02654912,0.75375854
1.27563782,2.40758729,0.73215648,0.98317840,0.25070599,0.08773037,0.41281900,0.02588350,0.76545174
1.28164082,2.42205820,0.74979582,0.97990144,0.25415376,0.08790962,0.40963678,0.02528436,0.77457886
1.28764382,2.42808672,0.76412968,0.97302627,0.25642839,0.08797090,0.40682214,0.02474272,0.78096414
1.29364682,2.42532575,0.77491666,0.96253616,0.25747443,0.08788450,0.40426661,0.02425150,0.78447709
1.29964982,2.41360686,0.78197644,0.94849101,0.25725963,0.08763424,0.40187102,0.02380558,0.78503291
1.30565283,2.39293857,0.78519317,0.93102309,0.25577518,0.08721832,0.39954649,0.02340185,0.78259217
1.31165583,2.36350066,0.78451733,0.91033126,0.25303524,0.08664951,0.39721538,0.02303917,0.77715971
1.31765883,2.32563501,0.77996602,0.88667377,0.24907610,0.08595466,0.39481236,0.02271827,0.76878295
1.32366183,2.27983297,0.77162170,0.86035999,0.24395474,0.08517371,0.39228548,0.02244165,0.75754954
1.32966483,2.22671999,0.75962929,0.83174123,0.23774695,0.08435807,0.38959706,0.02221334,0.74358455
1.33566783,2.16703754,0.74419193,0.80120112,0.23054508,0.08356842,0.38672453,0.02203868,0.72704718
1.34167084,2.10162310,0.72556530,0.76914547,0.22245544,0.08287222,0.38366077,0.02192405,0.70812716
1.34767384,2.03138855,0.70405080,0.73599227,0.21359552,0.08234071,0.38041413,0.02187647,0.68704077
1.35367684,1.95729757,0.67998789,0.70216178,0.20409097,0.08204581,0.37700775,0.02190330,0.66402670
1.35967984,1.88034256,0.65374555,0.66806708,0.19407259,0.08205690,0.37347832,0.02201183,0.63934169
1.36568284,1.80152174,0.62571344,0.63410530,0.18367328,0.08243760,0.36987408,0.02220887,0.61325609
1.37168584,1.72181698,0.59629283,0.60064976,0.17302512,0.08324278,0.36625226,0.02250037,0.58604940
1.37768884,1.64217296,0.56588765,0.56804312,0.16225665,0.08451582,0.36267592,0.02289106,0.55800573
1.38369185,1.56347829,0.53489587,0.53659176,0.15149031,0.08628637,0.35921033,0.02338415,0.52940956
1.38969485,1.48654911,0.50370157,0.50656153,0.14084034,0.08856861,0.35591926,0.02398107,0.50054145
1.39569785,1.41211562,0.47266786,0.47817496,0.13041086,0.09136014,0.35286117,0.02468133,0.47167425
1.40170085,1.34081206,0.44213078,0.45160992,0.12029452,0.09464162,0.35008581,0.02548251,0.44306950
1.40770385,1.27317042,0.41239447,0.42699989,0.11057140,0.09837715,0.34763129,0.02638033,0.41497433
1.41370685,1.20961799,0.38372765,0.40443560,0.10130849,0.10251534,0.34552200,0.02736888,0.38761889
1.41970985,1.15047892,0.35636140,0.38396822,0.09255942,0.10699124,0.34376744,0.02844100,0.36121436
1.42571286,1.09597959,0.33048836,0.36561372,0.08436473,0.11172882,0.34236235,0.02958877,0.33595151
1.43171586,1.04625754,0.30626321,0.34935835,0.07675241,0.11664410,0.34128784,0.03080414,0.31200000
1.43771886,1.00137344,0.28380434,0.33516498,0.06973879,0.12164872,0.34051380,0.03207959,0.28950821
1.44372186,0.96132555,0.26319653,0.32297996,0.06332965,0.12665383,0.34000240,0.03340895,0.26860373
1.44972486,0.92606577,0.24449452,0.31274031,0.05752161,0.13157404,0.33971230,0.03478809,0.24939433
1.45572786,0.89551656,0.22772709,0.30438066,0.05230358,0.13633139,0.33960358,0.03621573,0.23196929
1.46173087,0.86958758,0.21290155,0.29783986,0.04765831,0.14085895,0.33964281,0.03769398,0.21640107
1.46773387,0.84819115,0.20000821,0.29306667,0.04356396,0.14510401,0.33980799,0.03922892,0.20274704
1.47373687,0.83125560,0.18902473,0.29002433,0.03999558,0.14903060,0.34009294,0.04083083,0.19105115
1.47973987,0.81873549,0.17991998,0.28869362,0.03692652,0.15262119,0.34051077,0.04251426,0.18134549
1.48574287,0.81061812,0.17265724,0.28907431,0.03432965,0.15587747,0.34109610,0.04429779,0.17365134
1.49174587,0.80692571,0.16719661,0.29118470,0.03217837,0.15882010,0.34190572,0.04620353,0.16797984
1.49774887,0.80771294,0.16349644,0.29505934,0.03044749,0.16148741,0.34301761,0.04825625,0.16433206
1.50375188,0.81305987,0.16151381,0.30074475,0.02911372,0.16393315,0.34452817,0.05048227,0.16269837
1.50975488,0.82306041,0.16120398,0.30829365,0.02815608,0.16622323,0.34654770,0.05290808,0.16305733
1.51575788,0.83780708,0.16251898,0.31775756,0.02755594,0.16843170,0.34919448,0.05555873,0.16537384
1.52176088,0.85737262,0.16540547,0.32917838,0.02729697,0.17063621,0.35258746,0.05845610,0.16959701
1.52776388,0.88178972,0.16980196,0.34257940,0.02736478,0.17291296,0.35683815,0.06161707,0.17565762
1.53376688,0.91103001,0.17563575,0.35795605,0.02774651,0.17533165,0.36204217,0.06505179,0.18346552
1.53976988,0.94498360,0.18281982,0.37526719,0.02843027,0.17795057,0.36827080,0.06876200,0.19290728
1.54577289,0.98344073,0.19124991,0.39442723,0.02940445,0.18081211,0.37556323,0.07273968,0.20384408
1.55177589,1.02607662,0.20080209,0.41529988,0.03065707,0.18393896,0.38391989,0.07696591,0.21611036
1.55777889,1.07244089,0.21133109,0.43769379,0.03217512,0.18733129,0.39329747,0.08141024,0.22951334
1.56378189,1.12195245,0.22266954,0.46136053,0.03394393,0.19096493,0.40360576,0.08603050,0.24383355
1.56978489,1.17390063,0.23462836,0.48599529,0.03594659,0.19479093,0.41470688,0.09077309,0.25882658
1.57578789,1.22745275,0.24699833,0.51124021,0.03816353,0.19873623,0.42641670,0.09557391,0.27422609
1.58179090,1.28166831,0.25955282,0.53669060,0.04057216,0.20270575,0.43850883,0.10035971,0.28974813
1.58779390,1.33551937,0.27205175,0.56190361,0.04314668,0.20658560,0.45072065,0.10504995,0.30509653
1.59379690,1.38791623,0.28424655,0.58640929,0.04585802,0.21024737,0.46276149,0.10955913,0.31996938
