energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.88594297,7.76993239,0.05480022,0.04464209,0.00846058,0.04209790,0.19199178,0.17161937,7.08576361
-5.87993997,7.70254675,0.05315213,0.04532031,0.00847304,0.04118809,0.18786629,0.17051005,7.02382828
-5.87393697,7.60309941,0.05133207,0.04577246,0.00847063,0.04015064,0.18319837,0.16875503,6.93270730
-5.86793397,7.47114467,0.04935632,0.04598964,0.00844728,0.03899150,0.17800065,0.16634106,6.81194302
-5.86193097,7.30697700,0.04724440,0.04596668,0.00839796,0.03771828,0.17229724,0.16326818,6.66176485
-5.85592796,7.11161222,0.04501856,0.04570236,0.00831866,0.03634016,0.16612309,0.15954981,6.48307158
-5.84992496,6.88674761,0.04270316,0.04519963,0.00820650,0.03486772,0.15952303,0.15521245,6.27739393
-5.84392196,6.63470268,0.04032409,0.04446569,0.00805975,0.03331284,0.15255069,0.15029504,6.04683918
-5.83791896,6.35834320,0.03790822,0.04351188,0.00787782,0.03168847,0.14526718,0.14484807,5.79402019
-5.83191596,6.06099160,0.03548278,0.04235363,0.00766123,0.03000843,0.13773972,0.13893236,5.52197172
-5.82591296,5.74632719,0.03307492,0.04101007,0.00741155,0.02828716,0.13004013,0.13261765,5.23405749
-5.81990995,5.41828002,0.03071124,0.03950373,0.00713132,0.02653948,0.12224330,0.12598090,4.93387131
-5.81390695,5.08092217,0.02841744,0.03786002,0.00682395,0.02478029,0.11442564,0.11910461,4.62513608
-5.80790395,4.73836026,0.02621803,0.03610660,0.00649362,0.02302436,0.10666360,0.11207486,4.31160409
-5.80190095,4.39463273,0.02413610,0.03427278,0.00614513,0.02128598,0.09903226,0.10497946,3.99696194
-5.79589795,4.05361509,0.02219322,0.03238879,0.00578378,0.01957877,0.09160394,0.09790612,3.68474297
-5.78989495,3.71893574,0.02040932,0.03048500,0.00541525,0.01791543,0.08444706,0.09094063,3.37824977
-5.78389195,3.39390453,0.01880271,0.02859123,0.00504549,0.01630750,0.07762507,0.08416530,3.08048865
-5.77788894,3.08145553,0.01739006,0.02673600,0.00468062,0.01476524,0.07119560,0.07765758,2.79411735
-5.77188594,2.78410479,0.01618646,0.02494582,0.00432686,0.01329746,0.06520976,0.07148885,2.52140676
-5.76588294,2.50392341,0.01520545,0.02324465,0.00399046,0.01191147,0.05971169,0.06572365,2.26421685
-5.75987994,2.24252534,0.01445911,0.02165329,0.00367773,0.01061296,0.05473822,0.06041907,2.02398626
-5.75387694,2.00106921,0.01395811,0.02018902,0.00339498,0.00940610,0.05031888,0.05562456,1.80173469
-5.74787394,1.78027259,0.01371167,0.01886525,0.00314864,0.00829350,0.04647596,0.05138206,1.59807687
-5.74187094,1.58043728,0.01372766,0.01769133,0.00294529,0.00727632,0.04322481,0.04772635,1.41324638
-5.73586793,1.40148343,0.01401253,0.01667249,0.00279174,0.00635441,0.04057435,0.04468580,1.24712759
-5.72986493,1.24299066,0.01457129,0.01580986,0.00269521,0.00552640,0.03852762,0.04228331,1.09929380
-5.72386193,1.10424409,0.01540748,0.01510065,0.00266338,0.00478992,0.03708257,0.04053738,0.96904972
-5.71785893,0.98428321,0.01652309,0.01453840,0.00270458,0.00414172,0.03623287,0.03946346,0.85547637
-5.71185593,0.88195189,0.01791857,0.01411332,0.00282787,0.00357791,0.03596881,0.03907520,0.75747678
-5.70585293,0.79594780,0.01959276,0.01381276,0.00304315,0.00309409,0.03627820,0.03938578,0.67382106
-5.69984992,0.72486981,0.02154294,0.01362166,0.00336122,0.00268557,0.03714737,0.04040916,0.60318948
-5.69384692,0.66726235,0.02376487,0.01352310,0.00379380,0.00234749,0.03856200,0.04216106,0.54421262
-5.68784392,0.62165571,0.02625291,0.01349890,0.00435348,0.00207498,0.04050802,0.04465977,0.49550785
-5.68184092,0.58660164,0.02900019,0.01353016,0.00505359,0.00186330,0.04297228,0.04792661,0.45571158
-5.67583792,0.56070390,0.03199886,0.01359786,0.00590798,0.00170788,0.04594325,0.05198592,0.42350696
-5.66983492,0.54264351,0.03524038,0.01368337,0.00693077,0.00160445,0.04941138,0.05686468,0.39764695
-5.66383192,0.53119864,0.03871586,0.01376903,0.00813593,0.00154903,0.05336945,0.06259162,0.37697279
-5.65782891,0.52525922,0.04241650,0.01383853,0.00953680,0.00153799,0.05781259,0.06919573,0.36042799
-5.65182591,0.52383668,0.04633399,0.01387739,0.01114551,0.00156802,0.06273818,0.07670443,0.34706810
-5.64582291,0.52606880,0.05046094,0.01387322,0.01297239,0.00163611,0.06814547,0.08514115,0.33606661
-5.63981991,0.53122052,0.05479132,0.01381598,0.01502521,0.00173951,0.07403508,0.09452260,0.32671730
-5.63381691,0.53868078,0.05932082,0.01369816,0.01730848,0.00187566,0.08040820,0.10485571,0.31843345
-5.62781391,0.54795620,0.06404717,0.01351485,0.01982274,0.00204213,0.08726576,0.11613450,0.31074432
-5.62181091,0.55866193,0.06897039,0.01326366,0.02256386,0.00223657,0.09460741,0.12833689,0.30328925
-5.61580790,0.57051044,0.07409289,0.01294474,0.02552241,0.00245659,0.10243044,0.14142174,0.29580989
-5.60980490,0.58329871,0.07941952,0.01256050,0.02868322,0.00269975,0.11072869,0.15532626,0.28814082
-5.60380190,0.59689446,0.08495736,0.01211544,0.03202496,0.00296346,0.11949156,0.16996402,0.28019904
-5.59779890,0.61122196,0.09071553,0.01161585,0.03552007,0.00324496,0.12870306,0.18522375,0.27197269
-5.59179590,0.62624790,0.09670466,0.01106946,0.03913483,0.00354126,0.13834097,0.20096894,0.26350925
-5.58579290,0.64196796,0.10293638,0.01048513,0.04282964,0.00384917,0.14837636,0.21703866,0.25490367
-5.57978989,0.65839427,0.10942255,0.00987244,0.04655969,0.00416526,0.15877313,0.23324938,0.24628666
-5.57378689,0.67554419,0.11617434,0.00924136,0.05027575,0.00448593,0.16948790,0.24939793,0.23781337
-5.56778389,0.69343072,0.12320125,0.00860190,0.05392531,0.00480740,0.18047016,0.26526567,0.22965280
-5.56178089,0.71205447,0.13050995,0.00796377,0.05745384,0.00512581,0.19166255,0.28062353,0.22197801
-5.55577789,0.73139751,0.13810303,0.00733611,0.06080636,0.00543728,0.20300137,0.29523793,0.21495736
-5.54977489,0.75141874,0.14597768,0.00672726,0.06392898,0.00573798,0.21441723,0.30887732,0.20874690
-5.54377189,0.77205104,0.15412434,0.00614455,0.06677058,0.00602423,0.22583580,0.32131901,0.20348393
-5.53776888,0.79319966,0.16252539,0.00559416,0.06928447,0.00629256,0.23717861,0.33235602,0.19928186
-5.53176588,0.81474200,0.17115383,0.00508105,0.07142993,0.00653985,0.24836379,0.34180365,0.19622621
-5.52576288,0.83652827,0.17997212,0.00460888,0.07317361,0.00676332,0.25930684,0.34950546,0.19437203
-5.51975988,0.85838307,0.18893127,0.00418008,0.07449068,0.00696067,0.26992132,0.35533831,0.19374234
-5.51375688,0.88010761,0.19797012,0.00379582,0.07536568,0.00713009,0.28011947,0.35921626,0.19432779
-5.50775388,0.90148240,0.20701500,0.00345615,0.07579308,0.00727029,0.28981281,0.36109318,0.19608735
-5.50175088,0.92227047,0.21597987,0.00316008,0.07577745,0.00738050,0.29891269,0.36096386,0.19894996
-5.49574787,0.94222092,0.22476683,0.00290572,0.07533324,0.00746049,0.30733095,0.35886367,0.20281702
-5.48974487,0.96107291,0.23326732,0.00269043,0.07448421,0.00751052,0.31498058,0.35486668,0.20756564
-5.48374187,0.97856001,0.24136378,0.00251098,0.07326255,0.00753132,0.32177665,0.34908256,0.21305252
-5.47773887,0.99441506,0.24893198,0.00236370,0.07170766,0.00752400,0.32763735,0.34165218,0.21911823
-5.47173587,1.00837548,0.25584383,0.00224464,0.06986474,0.00749004,0.33248535,0.33274238,0.22559200
-5.46573287,1.02018894,0.26197074,0.00214973,0.06778312,0.00743115,0.33624934,0.32254002,0.23229656
-5.45972986,1.02961956,0.26718736,0.00207492,0.06551462,0.00734926,0.33886597,0.31124570,0.23905317
-5.45372686,1.03645432,0.27137556,0.00201631,0.06311177,0.00724646,0.34028185,0.29906737,0.24568651
-5.44772386,1.04050959,0.27442860,0.00197027,0.06062613,0.00712485,0.34045581,0.28621419,0.25202931
-5.44172086,1.04163761,0.27625519,0.00193353,0.05810675,0.00698660,0.33936120,0.27289083,0.25792673
-5.43571786,1.03973268,0.27678327,0.00190327,0.05559878,0.00683381,0.33698813,0.25929243,0.26324013
-5.42971486,1.03473663,0.27596342,0.00187720,0.05314228,0.00666853,0.33334554,0.24560038,0.26785035
-5.42371186,1.02664354,0.27377166,0.00185360,0.05077136,0.00649270,0.32846296,0.23197910,0.27166023
-5.41770885,1.01550325,0.27021138,0.00183133,0.04851355,0.00630818,0.32239181,0.21857366,0.27459649
-5.41170585,1.00142357,0.26531455,0.00180990,0.04638946,0.00611668,0.31520621,0.20550853,0.27661081
-5.40570285,0.98457096,0.25914186,0.00178940,0.04441279,0.00591982,0.30700312,0.19288708,0.27768017
-5.39969985,0.96516972,0.25178189,0.00177056,0.04259052,0.00571913,0.29790180,0.18079205,0.27780652
-5.39369685,0.94349945,0.24334936,0.00175467,0.04092340,0.00551604,0.28804265,0.16928661,0.27701582
-5.38769385,0.91989128,0.23398245,0.00174355,0.03940663,0.00531192,0.27758525,0.15841608,0.27535646
-5.38169085,0.89472255,0.22383936,0.00173953,0.03803069,0.00510811,0.26670593,0.14821002,0.27289734
-5.37568784,0.86841055,0.21309425,0.00174534,0.03678234,0.00490594,0.25559477,0.13868457,0.26972556
-5.36968484,0.84140544,0.20193277,0.00176406,0.03564563,0.00470673,0.24445220,0.12984505,0.26594392
-5.36368184,0.81418265,0.19054726,0.00179904,0.03460297,0.00451189,0.23348537,0.12168844,0.26166829
-5.35767884,0.78723511,0.17913205,0.00185381,0.03363625,0.00432287,0.22290442,0.11420589,0.25702504
-5.35167584,0.76106557,0.16787880,0.00193198,0.03272776,0.00414126,0.21291882,0.10738499,0.25214847
-5.34567284,0.73617940,0.15697229,0.00203712,0.03186120,0.00396878,0.20373387,0.10121188,0.24717845
-5.33966983,0.71307792,0.14658660,0.00217271,0.03102247,0.00380733,0.19554758,0.09567302,0.24225821
-5.33366683,0.69225263,0.13688203,0.00234197,0.03020034,0.00365906,0.18854790,0.09075675,0.23753238
-5.32766383,0.67418034,0.12800259,0.00254779,0.02938702,0.00352635,0.18291059,0.08645452,0.23314528
-5.32166083,0.65931939,0.12007440,0.00279263,0.02857856,0.00341188,0.17879753,0.08276181,0.22923937
-5.31565783,0.64810682,0.11320467,0.00307839,0.02777508,0.00331869,0.17635571,0.07967886,0.22595400
-5.30965483,0.64095669,0.10748153,0.00340635,0.02698083,0.00325019,0.17571682,0.07721105,0.22342435
-5.30365183,0.63825918,0.10297449,0.00377712,0.02620423,0.00321017,0.17699733,0.07536920,0.22178053
-5.29764882,0.64038065,0.09973549,0.00419050,0.02545761,0.00320290,0.18029911,0.07416955,0.22114681
-5.29164582,0.64766418,0.09780034,0.00464553,0.02475699,0.00323309,0.18571047,0.07363372,0.22164106
-5.28564282,0.66043056,0.09719065,0.00514042,0.02412167,0.00330589,0.19330744,0.07378835,0.22337414
-5.27963982,0.67897938,0.09791581,0.00567258,0.02357382,0.00342692,0.20315523,0.07466482,0.22644945
-5.27363682,0.70358992,0.09997515,0.00623862,0.02313790,0.00360223,0.21530971,0.07629866,0.23096233
-5.26763382,0.73452141,0.10336001,0.00683447,0.02284014,0.00383821,0.22981865,0.07872893,0.23699952
-5.26163082,0.77201242,0.10805556,0.00745539,0.02270793,0.00414154,0.24672269,0.08199740,0.24463837
-5.25562781,0.81627895,0.11404238,0.00809613,0.02276917,0.00451908,0.26605568,0.08614756,0.25394585
-5.24962481,0.86751074,0.12129759,0.00875103,0.02305161,0.00497769,0.28784447,0.09122349,0.26497733
-5.24362181,0.92586582,0.12979543,0.00941416,0.02358219,0.00552409,0.31210776,0.09726839,0.27777499
-5.23761881,0.99146268,0.13950740,0.01007946,0.02438633,0.00616464,0.33885408,0.10432296,0.29236584
-5.23161581,1.06437043,0.15040169,0.01074088,0.02548723,0.00690506,0.36807880,0.11242348,0.30875939
-5.22561281,1.14459665,0.16244212,0.01139253,0.02690517,0.00775020,0.39976020,0.12159970,0.32694493
-5.21960980,1.23207354,0.17558654,0.01202879,0.02865683,0.00870376,0.43385467,0.13187240,0.34688854
-5.21360680,1.32664262,0.18978475,0.01264443,0.03075462,0.00976799,0.47029130,0.14325094,0.36852987
-5.20760380,1.42803892,0.20497609,0.01323469,0.03320601,0.01094340,0.50896598,0.15573059,0.39177903
-5.20160080,1.53587540,0.22108694,0.01379537,0.03601300,0.01222852,0.54973553,0.16929001,0.41651352
-5.19559780,1.64962889,0.23802810,0.01432283,0.03917165,0.01361969,0.59241219,0.18388878,0.44257580
-5.18959480,1.76862860,0.25569249,0.01481404,0.04267168,0.01511088,0.63675883,0.19946536,0.46977147
-5.18359180,1.89204860,0.27395320,0.01526660,0.04649625,0.01669361,0.68248561,0.21593545,0.49786852
-5.17758879,2.01890543,0.29266222,0.01567873,0.05062194,0.01835696,0.72924831,0.23319106,0.52659793
-5.17158579,2.14806193,0.31164996,0.01604925,0.05501889,0.02008768,0.77664896,0.25110033,0.55565569
-5.16558279,2.27823821,0.33072578,0.01637760,0.05965113,0.02187037,0.82423895,0.26950835,0.58470664
-5.15957979,2.40803025,0.34967960,0.01666387,0.06447722,0.02368784,0.87152499,0.28823900,0.61338997
-5.15357679,2.53593613,0.36828469,0.01690882,0.06945101,0.02552155,0.91797789,0.30709783,0.64132661
-5.14757379,2.66038979,0.38630159,0.01711395,0.07452267,0.02735209,0.96304417,0.32587610,0.66812817
-5.14157079,2.77980122,0.40348312,0.01728157,0.07963992,0.02915986,1.00616015,0.34435576,0.69340729
-5.13556778,2.89260193,0.41958030,0.01741494,0.08474936,0.03092572,1.04676807,0.36231530,0.71678901
-5.12956478,2.99729386,0.43434896,0.01751843,0.08979790,0.03263170,1.08433370,0.37953631,0.73792273
-5.12356178,3.09249963,0.44755684,0.01759758,0.09473432,0.03426170,1.11836453,0.39581042,0.75649420
-5.11755878,3.17701174,0.45899070,0.01765937,0.09951066,0.03580218,1.14842789,0.41094633,0.77223692
-5.11155578,3.24983825,0.46846331,0.01771226,0.10408367,0.03724273,1.17416784,0.42477659,0.78494250
-5.10555278,3.31024250,0.47581980,0.01776637,0.10841600,0.03857656,1.19532008,0.43716392,0.79446921
-5.09954977,3.35777460,0.48094310,0.01783354,0.11247725,0.03980084,1.21172398,0.44800645,0.80074844
-5.09354677,3.39229272,0.48375825,0.01792731,0.11624470,0.04091688,1.22333098,0.45724195,0.80378846
-5.08754377,3.41397289,0.48423520,0.01806288,0.11970375,0.04193009,1.23020879,0.46485039,0.80367536
-5.08154077,3.42330623,0.48239013,0.01825694,0.12284804,0.04284979,1.23254103,0.47085506,0.80057093
-5.07553777,3.42108348,0.47828495,0.01852742,0.12567925,0.04368878,1.23062216,0.47532180,0.79470754
-5.06953477,3.40836728,0.47202532,0.01889310,0.12820648,0.04446275,1.22484784,0.47835650,0.78638023
-5.06353177,3.38645312,0.46375696,0.01937320,0.13044544,0.04518954,1.21570102,0.48010093,0.77593617
-5.05752876,3.35682082,0.45366071,0.01998673,0.13241727,0.04588825,1.20373443,0.48072704,0.76376222
-5.05152576,3.32107842,0.44194631,0.02075190,0.13414720,0.04657827,1.18955015,0.48042988,0.75027084
-5.04552276,3.28090125,0.42884549,0.02168538,0.13566306,0.04727827,1.17377721,0.47941964,0.73588521
-5.03951976,3.23796876,0.41460444,0.02280153,0.13699365,0.04800523,1.15704826,0.47791304,0.72102400
-5.03351676,3.19390201,0.39947623,0.02411164,0.13816719,0.04877345,1.13997632,0.47612436,0.70608673
-5.02751376,3.15020451,0.38371331,0.02562317,0.13920976,0.04959379,1.12313271,0.47425684,0.69143999
-5.02151076,3.10820910,0.36756062,0.02733906,0.14014392,0.05047292,1.10702702,0.47249440,0.67740545
-5.01550775,3.06903290,0.35124944,0.02925714,0.14098750,0.05141287,1.09209009,0.47099443,0.66424982
-5.00950475,3.03354232,0.33499229,0.03136969,0.14175268,0.05241079,1.07866057,0.46988172,0.65217734
-5.00350175,3.00232927,0.31897894,0.03366311,0.14244533,0.05345882,1.06697568,0.46924390,0.64132492
-4.99749875,2.97569946,0.30337382,0.03611786,0.14306469,0.05454437,1.05716637,0.46912850,0.63176015
-4.99149575,2.95367289,0.28831464,0.03870862,0.14360340,0.05565050,1.04925706,0.46954187,0.62348206
-4.98549275,2.93599636,0.27391229,0.04140458,0.14404784,0.05675657,1.04316982,0.47044982,0.61642466
-4.97948974,2.92216707,0.26025202,0.04417010,0.14437882,0.05783903,1.03873268,0.47178011,0.61046288
-4.97348674,2.91146610,0.24739555,0.04696554,0.14457258,0.05887242,1.03569171,0.47342653,0.60542070
-4.96748374,2.90300029,0.23538410,0.04974829,0.14460203,0.05983042,1.03372616,0.47525453,0.60108112
-4.96148074,2.89575038,0.22424208,0.05247402,0.14443819,0.06068697,1.03246605,0.47710807,0.59719734
-4.95547774,2.88862369,0.21398124,0.05509803,0.14405184,0.06141738,1.03151149,0.47881746,0.59350489
-4.94947474,2.88050879,0.20460494,0.05757672,0.14341522,0.06199949,1.03045274,0.48020788,0.58973408
-4.94347174,2.87033023,0.19611249,0.05986912,0.14250378,0.06241460,1.02889047,0.48110823,0.58562237
-4.93746873,2.85710105,0.18850325,0.06193828,0.14129782,0.06264837,1.02645519,0.48136006,0.58092605
-4.93146573,2.83997110,0.18178028,0.06375274,0.13978415,0.06269160,1.02282523,0.48082607,0.57543101
-4.92546273,2.81826937,0.17595342,0.06528766,0.13795743,0.06254067,1.01774261,0.47939814,0.56896204
-4.91945973,2.79153877,0.17104170,0.06652586,0.13582140,0.06219794,1.01102617,0.47700429,0.56139036
-4.91345673,2.75956219,0.16707486,0.06745852,0.13338975,0.06167184,1.00258154,0.47361462,0.55263929
-4.90745373,2.72237885,0.16409406,0.06808564,0.13068670,0.06097677,0.99240762,0.46924576,0.54268770
-4.90145073,2.68029065,0.16215161,0.06841606,0.12774727,0.06013279,0.98059932,0.46396389,0.53157131
-4.89544772,2.63385816,0.16130987,0.06846722,0.12461714,0.05916512,0.96734654,0.45788606,0.51938178
-4.88944472,2.58388673,0.16163924,0.06826453,0.12135222,0.05810344,0.95292948,0.45117989,0.50626366
-4.88344172,2.53140327,0.16321534,0.06784044,0.11801783,0.05698109,0.93771042,0.44406152,0.49240948
-4.87743872,2.47762472,0.16611565,0.06723316,0.11468760,0.05583410,0.92212238,0.43679200,0.47805314
-4.87143572,2.42391950,0.17041540,0.06648525,0.11144205,0.05470016,0.90665502,0.42967214,0.46346182
-4.86543272,2.37176334,0.17618331,0.06564190,0.10836701,0.05361752,0.89183843,0.42303600,0.44892694
-4.85942971,2.32269137,0.18347696,0.06474922,0.10555176,0.05262392,0.87822535,0.41724313,0.43475439
-4.85342671,2.27824803,0.19233826,0.06385246,0.10308706,0.05175548,0.86637236,0.41266988,0.42125445
-4.84742371,2.23993668,0.20278908,0.06299425,0.10106313,0.05104567,0.85682100,0.40969987,0.40873171
-4.84142071,2.20917065,0.21482724,0.06221307,0.09956751,0.05052432,0.85007913,0.40871389,0.39747546
-4.83541771,2.18722725,0.22842312,0.06154182,0.09868295,0.05021681,0.84660340,0.41007951,0.38775074
-4.82941471,2.17520620,0.24351698,0.06100670,0.09848534,0.05014328,0.84678331,0.41414047,0.37979036
-4.82341171,2.17399364,0.26001716,0.06062643,0.09904170,0.05031803,0.85092723,0.42120628,0.37378809
-4.81740870,2.18423261,0.27779920,0.06041178,0.10040826,0.05074910,0.85925098,0.43154197,0.36989319
-4.81140570,2.20630066,0.29670608,0.06036544,0.10262863,0.05143794,0.87186908,0.44535850,0.36820629
-4.80540270,2.24029486,0.31654945,0.06048229,0.10573222,0.05237928,0.88878889,0.46280374,0.36877686
-4.79939970,2.28602449,0.33711194,0.06074999,0.10973277,0.05356115,0.90990773,0.48395447,0.37160189
-4.79339670,2.34301102,0.35815041,0.06114984,0.11462703,0.05496505,0.93501299,0.50880941,0.37662620
-4.78739370,2.41049529,0.37940009,0.06165788,0.12039385,0.05656631,0.96378505,0.53728371,0.38374380
-4.78139070,2.48745123,0.40057948,0.06224623,0.12699338,0.05833451,0.99580287,0.56920493,0.39280053
-4.77538769,2.57260568,0.42139580,0.06288443,0.13436674,0.06023414,1.03055211,0.60431084,0.40359776
-4.76938469,2.66446356,0.44155090,0.06354092,0.14243591,0.06222531,1.06743538,0.64224932,0.41589685
-4.76338169,2.76133769,0.46074733,0.06418437,0.15110422,0.06426456,1.10578442,0.68258040,0.42942442
-4.75737869,2.86138271,0.47869451,0.06478498,0.16025710,0.06630584,1.14487390,0.72478071,0.44387829
-4.75137569,2.96263216,0.49511472,0.06531559,0.16976353,0.06830147,1.18393655,0.76825057,0.45893374
-4.74537269,3.06303824,0.50974884,0.06575252,0.17947780,0.07020324,1.22217918,0.81232347,0.47425022
-4.73936968,3.16051337,0.52236157,0.06607620,0.18924197,0.07196350,1.25879950,0.85627820,0.48947830
-4.73336668,3.25297292,0.53274619,0.06627155,0.19888871,0.07353625,1.29300319,0.89935330,0.50426661
-4.72736368,3.33837838,0.54072855,0.06632801,0.20824471,0.07487827,1.32402099,0.94076366,0.51826890
-4.72136068,3.41478004,0.54617038,0.06623943,0.21713438,0.07595013,1.35112549,0.97971880,0.53115095
-4.71535768,3.48035847,0.54897180,0.06600365,0.22538397,0.07671720,1.37364719,1.01544246,0.54259718
-4.70935468,3.53346385,0.54907303,0.06562192,0.23282581,0.07715050,1.39098945,1.04719276,0.55231699
-4.70335168,3.57265215,0.54645518,0.06509825,0.23930261,0.07722743,1.40264209,1.07428231,0.56005056
-4.69734867,3.59671735,0.54114030,0.06443858,0.24467172,0.07693238,1.40819307,1.09609765,0.56557407
-4.69134567,3.60471861,0.53319056,0.06365011,0.24880908,0.07625707,1.40733807,1.11211696,0.56870413
-4.68534267,3.59600161,0.52270664,0.06274048,0.25161272,0.07520081,1.39988757,1.12192568,0.56930146
-4.67933967,3.57021325,0.50982536,0.06171718,0.25300581,0.07377042,1.38577116,1.12522907,0.56727344
-4.67333667,3.52730915,0.49471664,0.06058706,0.25293888,0.07198003,1.36503894,1.12186128,0.56257576
-4.66733367,3.46755343,0.47757976,0.05935598,0.25139130,0.06985065,1.33785986,1.11179049,0.55521287
-4.66133067,3.39151071,0.45863917,0.05802861,0.24837188,0.06740952,1.30451699,1.09511985,0.54523727
-4.65532766,3.30003045,0.43813966,0.05660848,0.24391852,0.06468929,1.26539985,1.07208408,0.53274770
-4.64932466,3.19422391,0.41634137,0.05509812,0.23809701,0.06172711,1.22099403,1.04304192,0.51788615
-4.64332166,3.07543452,0.39351442,0.05349932,0.23099888,0.05856355,1.17186836,1.00846478,0.50083394
-4.63731866,2.94520260,0.36993348,0.05181359,0.22273858,0.05524148,1.11866012,0.96892186,0.48180678
-4.63131566,2.80522556,0.34587235,0.05004257,0.21344991,0.05180493,1.06205874,0.92506266,0.46104915
-4.62531266,2.65731500,0.32159878,0.04818853,0.20328205,0.04829795,1.00278859,0.87759739,0.43882809
-4.61930965,2.50335210,0.29736951,0.04625483,0.19239510,0.04476353,0.94159140,0.82727620,0.41542656
-4.61330665,2.34524298,0.27342583,0.04424633,0.18095565,0.04124264,0.87920903,0.77486807,0.39113672
-4.60730365,2.18487527,0.24998969,0.04216971,0.16913218,0.03777336,0.81636692,0.72114018,0.36625323
-4.60130065,2.02407761,0.22726044,0.04003368,0.15709080,0.03439016,0.75375909,0.66683845,0.34106675
-4.59529765,1.86458300,0.20541237,0.03784905,0.14499119,0.03112333,0.69203475,0.61267012,0.31585802
-4.58929465,1.70799731,0.18459304,0.03562875,0.13298314,0.02799867,0.63178723,0.55928864,0.29089249
-4.58329165,1.55577348,0.16492234,0.03338762,0.12120356,0.02503717,0.57354519,0.50728152,0.26641571
-4.57728864,1.40919206,0.14649246,0.03114219,0.10977414,0.02225507,0.51776647,0.45716120,0.24264962
-4.57128564,1.26934834,0.12936852,0.02891031,0.09879974,0.01966389,0.46483444,0.40935915,0.21978977
-4.56528264,1.13714576,0.11358993,0.02671075,0.08836735,0.01727067,0.41505689,0.36422309,0.19800349
-4.55927964,1.01329564,0.09917233,0.02456282,0.07854579,0.01507832,0.36866716,0.32201705,0.17742896
-4.55327664,0.89832233,0.08611001,0.02248587,0.06938597,0.01308604,0.32582738,0.28292417,0.15817530
-4.54727364,0.79257330,0.07437869,0.02049891,0.06092163,0.01128978,0.28663343,0.24705165,0.14032328
-4.54127064,0.69623318,0.06393853,0.01862027,0.05317057,0.00968279,0.25112121,0.21443748,0.12392691
-4.53526763,0.60934087,0.05473728,0.01686728,0.04613619,0.00825609,0.21927393,0.18505852,0.10901552
-4.52926463,0.53180863,0.04671337,0.01525604,0.03980931,0.00699904,0.19103001,0.15883941,0.09559625
-4.52326163,0.46344230,0.03979890,0.01380125,0.03417002,0.00589979,0.16629108,0.13566187,0.08365692
-4.51725863,0.40396164,0.03392242,0.01251620,0.02918977,0.00494576,0.14492999,0.11537396,0.07316898
-4.51125563,0.35301992,0.02901141,0.01141264,0.02483322,0.00412401,0.12679825,0.09779900,0.06409049
-4.50525263,0.31022219,0.02499440,0.01050092,0.02106015,0.00342162,0.11173283,0.08274383,0.05636896
-4.49924962,0.27514148,0.02180267,0.00978995,0.01782715,0.00282596,0.09956205,0.07000619,0.04994406
-4.49324662,0.24733256,0.01937159,0.00928730,0.01508914,0.00232491,0.09011044,0.05938106,0.04474993
