energy_ev,total_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,Sn_p_up,Sn_d_up
-6.00000000,0.84474234,0.00350882,0.52213777,0.59539910,0.19499001,0.04996783,0.00009513
-5.99399700,0.91224829,0.00377676,0.56246053,0.64261210,0.20822234,0.05561084,0.00010359
-5.98799400,0.98159148,0.00407223,0.60372898,0.69031506,0.22154073,0.06165764,0.00011229
-5.98199100,1.05209068,0.00439368,0.64554960,0.73800336,0.23481766,0.06804970,0.00012116
-5.97598799,1.12303297,0.00473978,0.68751605,0.78514374,0.24793007,0.07472007,0.00013010
-5.96998499,1.19367737,0.00510934,0.72921093,0.83118034,0.26076012,0.08159362,0.00013904
-5.96398199,1.26326007,0.00550119,0.77020817,0.87554224,0.27319568,0.08858758,0.00014786
-5.95797899,1.33100122,0.00591410,0.81007619,0.91765221,0.28513065,0.09561254,0.00015646
-5.95197599,1.39611340,0.00634663,0.84838162,0.95693665,0.29646513,0.10257377,0.00016473
-5.94597299,1.45781162,0.00679705,0.88469381,0.99283659,0.30710546,0.10937298,0.00017255
-5.93996998,1.51532464,0.00726325,0.91858997,1.02481932,0.31696405,0.11591026,0.00017982
-5.93396698,1.56790756,0.00774257,0.94966100,1.05239044,0.32595927,0.12208630,0.00018641
-5.92796398,1.61485515,0.00823183,0.97751776,1.07510593,0.33401533,0.12780475,0.00019223
-5.92196098,1.65551573,0.00872719,1.00179774,1.09258382,0.34106212,0.13297461,0.00019716
-5.91595798,1.68930505,0.00922413,1.02217209,1.10451500,0.34703531,0.13751255,0.00020114
-5.90995498,1.71571975,0.00971750,1.03835245,1.11067275,0.35187653,0.14134512,0.00020407
-5.90395198,1.73434994,0.01020152,1.05009782,1.11092054,0.35553380,0.14441069,0.00020590
-5.89794897,1.74489035,0.01066984,1.05722082,1.10521773,0.35796212,0.14666107,0.00020659
-5.89194597,1.74714963,0.01111567,1.05959332,1.09362292,0.35912443,0.14806277,0.00020612
-5.88594297,1.74105740,0.01153193,1.05715119,1.07629459,0.35899260,0.14859784,0.00020449
-5.87993997,1.72666866,0.01191139,1.04989783,1.05348905,0.35754869,0.14826422,0.00020174
-5.87393697,1.70416545,0.01224691,1.03790645,1.02555571,0.35478631,0.14707564,0.00019789
-5.86793397,1.67385548,0.01253159,1.02132079,0.99292972,0.35071195,0.14506116,0.00019302
-5.86193097,1.63616783,0.01275907,1.00035439,0.95612223,0.34534630,0.14226413,0.00018723
-5.85592796,1.59164575,0.01292371,0.97528820,0.91570872,0.33872540,0.13874101,0.00018060
-5.84992496,1.54093680,0.01302078,0.94646659,0.87231578,0.33090154,0.13455968,0.00017327
-5.84392196,1.48478064,0.01304670,0.91429200,0.82660681,0.32194381,0.12979768,0.00016537
-5.83791896,1.42399478,0.01299916,0.87921808,0.77926723,0.31193829,0.12454025,0.00015705
-5.83191596,1.35945890,0.01287721,0.84174180,0.73098973,0.30098772,0.11887823,0.00014845
-5.82591296,1.29209797,0.01268141,0.80239454,0.68246002,0.28921070,0.11290607,0.00013974
-5.81990995,1.22286491,0.01241375,0.76173250,0.63434363,0.27674039,0.10671980,0.00013106
-5.81390695,1.15272306,0.01207770,0.72032663,0.58727409,0.26372266,0.10041517,0.00012258
-5.80790395,1.08262914,0.01167806,0.67875244,0.54184273,0.25031383,0.09408595,0.00011443
-5.80190095,1.01351687,0.01122087,0.63757985,0.49859048,0.23667803,0.08782238,0.00010677
-5.79589795,0.94628178,0.01071322,0.59736337,0.45800153,0.22298418,0.08170993,0.00009971
-5.78989495,0.88176751,0.01016301,0.55863286,0.42049901,0.20940284,0.07582817,0.00009337
-5.78389195,0.82075371,0.00957879,0.52188505,0.38644256,0.19610295,0.07024998,0.00008786
-5.77788894,0.76394582,0.00896942,0.48757597,0.35612756,0.18324858,0.06504092,0.00008325
-5.77188594,0.71196689,0.00834391,0.45611450,0.32978597,0.17099587,0.06025883,0.00007964
-5.76588294,0.66535130,0.00771110,0.42785705,0.30758829,0.15949016,0.05595365,0.00007706
-5.75987994,0.62454065,0.00707950,0.40310360,0.28964664,0.14886360,0.05216733,0.00007556
-5.75387694,0.58988153,0.00645703,0.38209503,0.27601847,0.13923310,0.04893394,0.00007517
-5.74787394,0.56162538,0.00585091,0.36501172,0.26671078,0.13069885,0.04627989,0.00007589
-5.74187094,0.53993000,0.00526748,0.35197361,0.26168470,0.12334340,0.04422420,0.00007771
-5.73586793,0.52486291,0.00471211,0.34304143,0.26086000,0.11723122,0.04277884,0.00008061
-5.72986493,0.51640615,0.00418921,0.33821920,0.26411963,0.11240889,0.04194912,0.00008455
-5.72386193,0.51446240,0.00370212,0.33745779,0.27131410,0.10890579,0.04173402,0.00008949
-5.71785893,0.51886228,0.00325320,0.34065946,0.28226558,0.10673515,0.04212660,0.00009535
-5.71185593,0.52937238,0.00284384,0.34768317,0.29677162,0.10589553,0.04311428,0.00010208
-5.70585293,0.54570392,0.00247456,0.35835040,0.31460868,0.10637253,0.04467918,0.00010958
-5.69984992,0.56752168,0.00214507,0.37245146,0.33553513,0.10814067,0.04679832,0.00011776
-5.69384692,0.59445284,0.00185441,0.38975176,0.35929404,0.11116518,0.04944381,0.00012653
-5.68784392,0.62609544,0.00160104,0.40999804,0.38561539,0.11540388,0.05258298,0.00013578
-5.68184092,0.66202618,0.00138295,0.43292412,0.41421814,0.12080872,0.05617850,0.00014541
-5.67583792,0.70180731,0.00119779,0.45825607,0.44481173,0.12732704,0.06018841,0.00015532
-5.66983492,0.74499226,0.00104296,0.48571656,0.47709738,0.13490257,0.06456621,0.00016539
-5.66383192,0.79113002,0.00091571,0.51502819,0.51076901,0.14347586,0.06926091,0.00017551
-5.65782891,0.83976807,0.00081322,0.54591578,0.54551400,0.15298444,0.07421717,0.00018559
-5.65182591,0.89045392,0.00073266,0.57810750,0.58101373,0.16336244,0.07937548,0.00019553
-5.64582291,0.94273544,0.00067128,0.61133507,0.61694415,0.17453991,0.08467249,0.00020522
-5.63981991,0.99616018,0.00062645,0.64533295,0.65297640,0.18644187,0.09004140,0.00021459
-5.63381691,1.05027398,0.00059567,0.67983692,0.68877780,0.19898718,0.09541260,0.00022355
-5.62781391,1.10461941,0.00057662,0.71458229,0.72401317,0.21208740,0.10071443,0.00023203
-5.62181091,1.15873445,0.00056720,0.74930205,0.75834688,0.22564574,0.10587414,0.00023995
-5.61580790,1.21215197,0.00056549,0.78372541,0.79144566,0.23955640,0.11081910,0.00024726
-5.60980490,1.26440054,0.00056981,0.81757708,0.82298241,0.25370428,0.11547808,0.00025391
-5.60380190,1.31500704,0.00057870,0.85057769,0.85264102,0.26796531,0.11978288,0.00025984
-5.59779890,1.36350148,0.00059092,0.88244568,0.88012233,0.28220756,0.12366990,0.00026502
-5.59179590,1.40942424,0.00060545,0.91290078,0.90515121,0.29629306,0.12708195,0.00026943
-5.58579290,1.45233594,0.00062148,0.94166949,0.92748462,0.31008052,0.12997006,0.00027304
-5.57978989,1.49182977,0.00063841,0.96849219,0.94692045,0.32342877,0.13229523,0.00027585
-5.57378689,1.52754608,0.00065581,0.99313210,0.96330704,0.33620106,0.13403017,0.00027786
-5.56778389,1.55918873,0.00067347,1.01538563,0.97655285,0.34826981,0.13516086,0.00027910
-5.56178089,1.58654262,0.00069129,1.03509372,0.98663601,0.35952192,0.13568785,0.00027958
-5.55577789,1.60949156,0.00070935,1.05215377,0.99361330,0.36986412,0.13562740,0.00027937
-5.54977489,1.62803563,0.00072783,1.06653149,0.99762811,0.37922838,0.13501216,0.00027852
-5.54377189,1.64230711,0.00074700,1.07827206,0.99891690,0.38757691,0.13389158,0.00027713
