energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.80190095,7.64769071,3.01934171,4.85501666,0.00314289,0.68237429,1.91078156,1.27260978,0.63167298,0.00000000
-5.79589795,7.61115290,2.99360849,4.81967685,0.00317776,0.68142213,1.91329302,1.27094773,0.63110384,0.00000000
-5.78989495,7.56513699,2.96325576,4.78188408,0.00320716,0.67869942,1.91227809,1.26603126,0.62920559,0.00000000
-5.78389195,7.50899340,2.92872608,4.74106531,0.00323080,0.67408658,1.90747550,1.25779336,0.62602170,0.00000000
-5.77788894,7.44229746,2.89052755,4.69672160,0.00324838,0.66750434,1.89871642,1.24623800,0.62162227,0.00000000
-5.77188594,7.36486585,2.84921765,4.64845043,0.00325957,0.65891657,1.88592791,1.23143834,0.61610065,0.00000000
-5.76588294,7.27676143,2.80538498,4.59596150,0.00326401,0.64833154,1.86913200,1.21353286,0.60956903,0.00000000
-5.75987994,7.17828638,2.75962955,4.53908539,0.00326132,0.63580164,1.84844075,1.19271914,0.60215338,0.00000000
-5.75387694,7.06996450,2.71254252,4.47777515,0.00325108,0.62142144,1.82404765,1.16924591,0.59398782,0.00000000
-5.74787394,6.95251365,2.66468628,4.41210109,0.00323290,0.60532438,1.79621611,1.14340364,0.58520886,0.00000000
-5.74187094,6.82681024,2.61657560,4.34223934,0.00320635,0.58767809,1.76526552,1.11551392,0.57594960,0.00000000
-5.73586793,6.69384741,2.56866064,4.26845543,0.00317107,0.56867864,1.73155586,1.08591824,0.56633427,0.00000000
-5.72986493,6.55468957,2.52131251,4.19108368,0.00312673,0.54854404,1.69547168,1.05496654,0.55647336,0.00000000
-5.72386193,6.41042530,2.47481190,4.11050423,0.00307309,0.52750706,1.65740600,1.02300605,0.54645951,0.00000000
-5.71785893,6.26212128,2.42934118,4.02711877,0.00301002,0.50580792,1.61774524,0.99037069,0.53636440,0.00000000
-5.71185593,6.11077935,2.38498027,3.94132672,0.00293750,0.48368693,1.57685546,0.95737171,0.52623667,0.00000000
-5.70585293,5.95729899,2.34170642,3.85350310,0.00285569,0.46137760,1.53507076,0.92428957,0.51610113,0.00000000
-5.69984992,5.80244673,2.29939789,3.76397944,0.00276488,0.43910019,1.49268403,0.89136762,0.50595907,0.00000000
-5.69384692,5.64683421,2.25784135,3.67302881,0.00266554,0.41705623,1.44994042,0.85880762,0.49578975,0.00000000
-5.68784392,5.49090548,2.21674276,3.58085567,0.00255833,0.39542397,1.40703370,0.82676729,0.48555303,0.00000000
-5.68184092,5.33493436,2.17574135,3.48759123,0.00244404,0.37435504,1.36410534,0.79535979,0.47519279,0.00000000
-5.67583792,5.17903151,2.13442615,3.39329444,0.00232363,0.35397225,1.32124639,0.76465527,0.46464125,0.00000000
-5.66983492,5.02316097,2.09235450,3.29795848,0.00219821,0.33436877,1.27850167,0.73468415,0.45382371,0.00000000
-5.66383192,4.86716487,2.04907187,3.20152250,0.00206896,0.31560835,1.23587621,0.70544201,0.44266365,0.00000000
-5.65782891,4.71079529,2.00413231,3.10388767,0.00193717,0.29772681,1.19334317,0.67689580,0.43108789,0.00000000
-5.65182591,4.55375122,1.95711867,3.00493680,0.00180413,0.28073441,1.15085317,0.64899103,0.41903159,0.00000000
-5.64582291,4.39571885,1.90766201,2.90455641,0.00167119,0.26461908,1.10834414,0.62165955,0.40644289,0.00000000
-5.63981991,4.23641308,1.85545929,2.80265983,0.00153963,0.24935025,1.06575150,0.59482764,0.39328692,0.00000000
-5.63381691,4.07561807,1.80028883,2.69921018,0.00141069,0.23488309,1.02301798,0.56842396,0.37954914,0.00000000
-5.62781391,3.91322484,1.74202287,2.59424188,0.00128555,0.22116287,0.98010276,0.54238701,0.36523779,0.00000000
-5.62181091,3.74926401,1.68063672,2.48787948,0.00116523,0.20812938,0.93698946,0.51667188,0.35038542,0.00000000
-5.61580790,3.58393209,1.61621425,2.38035267,0.00105066,0.19572105,0.89369265,0.49125594,0.33504943,0.00000000
-5.60980490,3.41761014,1.54894942,2.27200675,0.00094262,0.18387867,0.85026268,0.46614335,0.31931172,0.00000000
-5.60380190,3.25087374,1.47914388,2.16330768,0.00084172,0.17254865,0.80678868,0.44136820,0.30327731,0.00000000
-5.59779890,3.08449403,1.40720071,2.05484156,0.00074846,0.16168557,0.76339953,0.41699628,0.28707228,0.00000000
-5.59179590,2.91942974,1.33361460,1.94730831,0.00066316,0.15125411,0.72026303,0.39312543,0.27084091,0.00000000
-5.58579290,2.75681050,1.25895885,1.84150973,0.00058600,0.14123022,0.67758315,0.36988458,0.25474228,0.00000000
-5.57978989,2.59791236,1.18386980,1.73833240,0.00051706,0.13160162,0.63559566,0.34743154,0.23894647,0.00000000
-5.57378689,2.44412654,1.10902927,1.63872610,0.00045626,0.12236771,0.59456243,0.32594981,0.22363045,0.00000000
-5.56778389,2.29692268,1.03514574,1.54367846,0.00040346,0.11353887,0.55476446,0.30564442,0.20897393,0.00000000
-5.56178089,2.15780826,0.96293490,1.45418706,0.00035842,0.10513532,0.51649419,0.28673711,0.19515513,0.00000000
-5.55577789,2.02828560,0.89310049,1.37122980,0.00032083,0.09718560,0.48004730,0.26946105,0.18234681,0.00000000
-5.54977489,1.90980819,0.82631585,1.29573495,0.00029032,0.08972485,0.44571429,0.25405520,0.17071249,0.00000000
-5.54377189,1.80373788,0.76320706,1.22855170,0.00026649,0.08279293,0.41377226,0.24075849,0.16040299,0.00000000
-5.53776888,1.71130434,0.70433786,1.17042259,0.00024891,0.07643249,0.38447709,0.22980402,0.15155342,0.00000000
-5.53176588,1.63356813,0.65019716,1.12195859,0.00023710,0.07068713,0.35805623,0.22141333,0.14428054,0.00000000
-5.52576288,1.57138839,0.60118899,1.08361782,0.00023061,0.06559964,0.33470237,0.21579077,0.13868063,0.00000000
-5.51975988,1.52539613,0.55762538,1.05568861,0.00022895,0.06121039,0.31456815,0.21311823,0.13482773,0.00000000
-5.51375688,1.49597375,0.51972205,1.03827749,0.00023164,0.05755600,0.29776188,0.21354997,0.13277240,0.00000000
-5.50775388,1.48324121,0.48759694,1.03130252,0.00023817,0.05466808,0.28434455,0.21720796,0.13254087,0.00000000
-5.50175088,1.48704906,0.46127128,1.03449212,0.00024807,0.05257231,0.27432788,0.22417745,0.13413463,0.00000000
-5.49574787,1.50697853,0.44067316,1.04738957,0.00026083,0.05128764,0.26767367,0.23450307,0.13753044,0.00000000
-5.48974487,1.54234837,0.42564319,1.06936284,0.00027595,0.05082564,0.26429419,0.24818539,0.14268071,0.00000000
-5.48374187,1.59222830,0.41594194,1.09961966,0.00029295,0.05119003,0.26405376,0.26517816,0.14951432,0.00000000
-5.47773887,1.65545850,0.41125890,1.13722715,0.00031133,0.05237630,0.26677122,0.28538624,0.15793781,0.00000000
-5.47173587,1.73067479,0.41122250,1.18113556,0.00033061,0.05437145,0.27222344,0.30866446,0.16783706,0.00000000
-5.46573287,1.81633860,0.41541098,1.23020511,0.00035029,0.05715376,0.28014965,0.33481753,0.17907934,0.00000000
-5.45972986,1.91077116,0.42336366,1.28323537,0.00036992,0.06069268,0.29025652,0.36360108,0.19151578,0.00000000
-5.45372686,2.01219088,0.43459246,1.33899587,0.00038904,0.06494874,0.30222394,0.39472406,0.20498433,0.00000000
-5.44772386,2.11875312,0.44859329,1.39625726,0.00040723,0.06987356,0.31571134,0.42785258,0.21931307,0.00000000
-5.44172086,2.22859119,0.46485708,1.45382180,0.00042409,0.07541000,0.33036450,0.46261519,0.23432398,0.00000000
-5.43571786,2.33985766,0.48288032,1.51055219,0.00043927,0.08149236,0.34582267,0.49860964,0.24983689,0.00000000
-5.42971486,2.45076485,0.50217482,1.56539801,0.00045246,0.08804680,0.36172586,0.53541104,0.26567385,0.00000000
-5.42371186,2.55962339,0.52227661,1.61741867,0.00046340,0.09499188,0.37772219,0.57258126,0.28166346,0.00000000
-5.41770885,2.66487787,0.54275374,1.66580243,0.00047187,0.10223937,0.39347510,0.60967930,0.29764536,0.00000000
-5.41170585,2.76513859,0.56321302,1.70988089,0.00047775,0.10969524,0.40867021,0.64627236,0.31347445,0.00000000
-5.40570285,2.85920852,0.58330545,1.74913851,0.00048094,0.11726092,0.42302168,0.68194719,0.32902484,0.00000000
-5.39969985,2.94610463,0.60273035,1.78321723,0.00048143,0.12483475,0.43627789,0.71632127,0.34419334,0.00000000
-5.39369685,3.02507319,0.62123818,1.81191608,0.00047927,0.13231371,0.44822617,0.74905338,0.35890224,0.00000000
-5.38769385,3.09559825,0.63863188,1.83518603,0.00047458,0.13959527,0.45869649,0.77985303,0.37310122,0.00000000
-5.38169085,3.15740343,0.65476695,1.85312050,0.00046751,0.14657945,0.46756400,0.80848837,0.38676835,0.00000000
-5.37568784,3.21044663,0.66955002,1.86594213,0.00045831,0.15317092,0.47475016,0.83479203,0.39990983,0.00000000
-5.36968484,3.25490798,0.68293631,1.87398622,0.00044725,0.15928112,0.48022250,0.85866468,0.41255867,0.00000000
-5.36368184,3.29117132,0.69492567,1.87768170,0.00043463,0.16483034,0.48399309,0.88007601,0.42477203,0.00000000
-5.35767884,3.31979981,0.70555765,1.87753035,0.00042080,0.16974958,0.48611546,0.89906294,0.43662736,0.00000000
-5.35167584,3.34150630,0.71490552,1.87408494,0.00040612,0.17398230,0.48668041,0.91572516,0.44821743,0.00000000
-5.34567284,3.35711950,0.72306950,1.86792691,0.00039098,0.17748568,0.48581063,0.93021809,0.45964430,0.00000000
-5.33966983,3.36754691,0.73016937,1.85964453,0.00037573,0.18023165,0.48365440,0.94274351,0.47101259,0.00000000
-5.33366683,3.37373582,0.73633670,1.84981185,0.00036076,0.18220740,0.48037862,0.95353824,0.48242221,0.00000000
-5.32766383,3.37663355,0.74170687,1.83896922,0.00034640,0.18341540,0.47616152,0.96286136,0.49396083,0.00000000
-5.32166083,3.37714840,0.74641123,1.82760567,0.00033298,0.18387294,0.47118514,0.97098061,0.50569657,0.00000000
-5.31565783,3.37611257,0.75056961,1.81614386,0.00032078,0.18361119,0.46562816,0.97815847,0.51767119,0.00000000
-5.30965483,3.37424852,0.75428347,1.80492757,0.00031003,0.18267377,0.45965915,0.98463863,0.52989421,0.00000000
-5.30365183,3.37213998,0.75762993,1.79421240,0.00030093,0.18111492,0.45343065,0.99063350,0.54233817,0.00000000
-5.29764882,3.37020869,0.76065696,1.78415967,0.00029362,0.17899735,0.44707425,0.99631325,0.55493561,0.00000000
-5.29164582,3.36869801,0.76337992,1.77483367,0.00028817,0.17638985,0.44069691,1.00179710,0.56757769,0.00000000
-5.28564282,3.36766389,0.76577960,1.76620250,0.00028462,0.17336474,0.43437854,1.00714694,0.58011491,0.00000000
-5.27963982,3.36697391,0.76780192,1.75814227,0.00028293,0.16999533,0.42817107,1.01236397,0.59235982,0.00000000
-5.27363682,3.36631433,0.76935932,1.75044462,0.00028302,0.16635348,0.42209880,1.01738820,0.60409183,0.00000000
-5.26763382,3.36520507,0.77033382,1.74282740,0.00028476,0.16250733,0.41616013,1.02210109,0.61506378,0.00000000
-5.26163082,3.36302213,0.77058158,1.73494799,0.00028796,0.15851935,0.41033045,1.02633100,0.62501032,0.00000000
-5.25562781,3.35902654,0.76993902,1.72641903,0.00029242,0.15444479,0.40456596,1.02986143,0.63365756,0.00000000
-5.24962481,3.35239870,0.76822991,1.71682577,0.00029789,0.15033049,0.39880827,1.03244146,0.64073358,0.00000000
-5.24362181,3.34227675,0.76527347,1.70574466,0.00030410,0.14621427,0.39298952,1.03379816,0.64597944,0.00000000
-5.23761881,3.32779738,0.76089293,1.69276224,0.00031080,0.14212467,0.38703765,1.03365021,0.64916014,0.00000000
-5.23161581,3.30813727,0.75492416,1.67749377,0.00031769,0.13808130,0.38088166,1.03172227,0.65007496,0.00000000
-5.22561281,3.28255345,0.74722416,1.65960075,0.00032453,0.13409541,0.37445652,1.02775939,0.64856673,0.00000000
-5.21960980,3.25042091,0.73767877,1.63880674,0.00033106,0.13017104,0.36770758,1.02154085,0.64452961,0.00000000
-5.21360680,3.21126568,0.72620950,1.61491075,0.00033708,0.12630626,0.36059424,1.01289282,0.63791499,0.00000000
-5.20760380,3.16479218,0.71277891,1.58779771,0.00034241,0.12249467,0.35309275,1.00169932,0.62873518,0.00000000
-5.20160080,3.11090343,0.69739454,1.55744560,0.00034691,0.11872704,0.34519806,0.98791083,0.61706484,0.00000000
-5.19559780,3.04971364,0.68011105,1.52392913,0.00035049,0.11499288,0.33692471,0.97155043,0.60303993,0.00000000
-5.18959480,2.98155233,0.66103048,1.48741957,0.00035313,0.11128190,0.32830664,0.95271695,0.58685441,0.00000000
-5.18359180,2.90696016,0.64030077,1.44818122,0.00035483,0.10758543,0.31939622,0.93158511,0.56875470,0.00000000
-5.17758879,2.82667665,0.61811246,1.40656436,0.00035564,0.10389746,0.31026235,0.90840260,0.54903228,0.00000000
-5.17158579,2.74162036,0.59469378,1.36299537,0.00035568,0.10021551,0.30098788,0.88348423,0.52801473,0.00000000
-5.16558279,2.65286253,0.57030441,1.31796427,0.00035507,0.09654110,0.29166650,0.85720335,0.50605555,0.00000000
-5.15957979,2.56159545,0.54522810,1.27201051,0.00035400,0.09288005,0.28239921,0.82998099,0.48352334,0.00000000
-5.15357679,2.46909681,0.51976461,1.22570738,0.00035264,0.08924229,0.27329064,0.80227304,0.46079061,0.00000000
-5.14757379,2.37669177,0.49422109,1.17964600,0.00035121,0.08564157,0.26444525,0.77455623,0.43822287,0.00000000
-5.14157079,2.28571422,0.46890354,1.13441934,0.00034992,0.08209481,0.25596365,0.74731334,0.41616818,0.00000000
-5.13556778,2.19746898,0.44410847,1.09060704,0.00034896,0.07862131,0.24793922,0.72101838,0.39494775,0.00000000
-5.12956478,2.11319640,0.42011517,1.04876160,0.00034852,0.07524186,0.24045509,0.69612238,0.37484778,0.00000000
-5.12356178,2.03404076,0.39717886,1.00939634,0.00034877,0.07197773,0.23358162,0.67304031,0.35611274,0.00000000
-5.11755878,1.96102379,0.37552502,0.97297568,0.00034987,0.06884968,0.22737443,0.65213992,0.33894043,0.00000000
-5.11155578,1.89502402,0.35534494,0.93990791,0.00035192,0.06587705,0.22187314,0.63373265,0.32347874,0.00000000
-5.10555278,1.83676290,0.33679273,0.91054068,0.00035504,0.06307689,0.21710073,0.61806724,0.30982428,0.00000000
-5.09954977,1.78679775,0.31998385,0.88515921,0.00035930,0.06046332,0.21306361,0.60532615,0.29802268,0.00000000
-5.09354677,1.74552177,0.30499499,0.86398714,0.00036477,0.05804700,0.20975236,0.59562482,0.28807063,0.00000000
-5.08754377,1.71317052,0.29186547,0.84718980,0.00037154,0.05583485,0.20714311,0.58901381,0.27991939,0.00000000
-5.08154077,1.68983450,0.28059986,0.83487958,0.00037970,0.05382989,0.20519941,0.58548350,0.27347960,0.00000000
-5.07553777,1.67547649,0.27117161,0.82712294,0.00038937,0.05203141,0.20387470,0.58497102,0.26862716,0.00000000
-5.06953477,1.66995287,0.26352770,0.82394860,0.00040075,0.05043517,0.20311500,0.58736892,0.26520987,0.00000000
-5.06353177,1.67303708,0.25759374,0.82535621,0.00041410,0.04903388,0.20286188,0.59253504,0.26305463,0.00000000
-5.05752876,1.68444414,0.25327953,0.83132503,0.00042978,0.04781770,0.20305551,0.60030284,0.26197483,0.00000000
-5.05152576,1.70385426,0.25048462,0.84182191,0.00044828,0.04677489,0.20363766,0.61049169,0.26177771,0.00000000
-5.04552276,1.73093441,0.24910368,0.85680802,0.00047023,0.04589246,0.20455441,0.62291623,0.26227130,0.00000000
-5.03951976,1.76535623,0.24903136,0.87624376,0.00049643,0.04515681,0.20575860,0.63739457,0.26327093,0.00000000
-5.03351676,1.80680929,0.25016653,0.90009156,0.00052785,0.04455432,0.20721170,0.65375441,0.26460473,0.00000000
-5.02751376,1.85500874,0.25241556,0.92831608,0.00056566,0.04407192,0.20888518,0.67183715,0.26611837,0.00000000
-5.02151076,1.90969707,0.25569466,0.96088182,0.00061123,0.04369744,0.21076113,0.69149941,0.26767849,0.00000000
-5.01550775,1.97063957,0.25993111,0.99774812,0.00066612,0.04341995,0.21283228,0.71261224,0.26917505,0.00000000
-5.00950475,2.03761417,0.26506332,1.03886176,0.00073209,0.04322987,0.21510122,0.73505788,0.27052243,0.00000000
-5.00350175,2.11039605,0.27103995,1.08414751,0.00081106,0.04311903,0.21757901,0.75872457,0.27165933,0.00000000
-4.99749875,2.18873831,0.27781794,1.13349717,0.00090509,0.04308051,0.22028316,0.78349981,0.27254759,0.00000000
-4.99149575,2.27235002,0.28535986,1.18675784,0.00101634,0.04310845,0.22323513,0.80926257,0.27316998,0.00000000
-4.98549275,2.36087319,0.29363052,1.24372001,0.00114703,0.04319775,0.22645750,0.83587526,0.27352724,0.00000000
-4.97948974,2.45386045,0.30259327,1.30410653,0.00129937,0.04334370,0.22997084,0.86317595,0.27363445,0.00000000
-4.97348674,2.55075520,0.31220615,1.36756304,0.00147547,0.04354161,0.23379069,0.89097175,0.27351710,0.00000000
-4.96748374,2.65087570,0.32241814,1.43365074,0.00167730,0.04378644,0.23792449,0.91903376,0.27320691,0.00000000
-4.96148074,2.75340480,0.33316576,1.50184227,0.00190657,0.04407244,0.24236899,0.94709437,0.27273776,0.00000000
-4.95547774,2.85738619,0.34437028,1.57152100,0.00216464,0.04439295,0.24710800,0.97484699,0.27214194,0.00000000
-4.94947474,2.96172815,0.35593566,1.64198440,0.00245244,0.04474017,0.25211071,1.00194875,0.27144676,0.00000000
-4.94347174,3.06521497,0.36774744,1.71245146,0.00277036,0.04510510,0.25733079,1.02802595,0.27067189,0.00000000
-4.93746873,3.16652613,0.37967263,1.78207416,0.00311818,0.04547759,0.26270611,1.05268226,0.26982731,0.00000000
-4.93146573,3.26426259,0.39156073,1.84995291,0.00349500,0.04584643,0.26815931,1.07550930,0.26891213,0.00000000
-4.92546273,3.35697923,0.40324574,1.91515529,0.00389913,0.04619965,0.27359914,1.09609903,0.26791417,0.00000000
-4.91945973,3.44322236,0.41454923,1.97673772,0.00432812,0.04652479,0.27892253,1.11405743,0.26681038,0.00000000
-4.91345673,3.52157044,0.42528427,2.03376908,0.00477867,0.04680932,0.28401725,1.12901871,0.26556793,0.00000000
-4.90745373,3.59067649,0.43526021,2.08535564,0.00524670,0.04704105,0.28876518,1.14065916,0.26414600,0.00000000
-4.90145073,3.64931024,0.44428790,2.13066628,0.00572735,0.04720857,0.29304604,1.14871016,0.26249807,0.00000000
-4.89544772,3.69639826,0.45218540,2.16895696,0.00621508,0.04730172,0.29674126,1.15296930,0.26057460,0.00000000
-4.88944472,3.73106019,0.45878370,2.19959372,0.00670372,0.04731194,0.29973809,1.15330927,0.25832597,0.00000000
-4.88344172,3.75263972,0.46393246,2.22207317,0.00718665,0.04723266,0.30193358,1.14968384,0.25570547,0.00000000
-4.87743872,3.76072886,0.46750534,2.23603982,0.00765693,0.04705958,0.30323841,1.14213069,0.25267235,0.00000000
-4.87143572,3.75518459,0.46940482,2.24129942,0.00810749,0.04679084,0.30358030,1.13077092,0.24919455,0.00000000
-4.86543272,3.73613722,0.46956624,2.23782807,0.00853129,0.04642716,0.30290695,1.11580521,0.24525119,0.00000000
-4.85942971,3.70399026,0.46796091,2.22577641,0.00892156,0.04597179,0.30118836,1.09750692,0.24083468,0.00000000
-4.85342671,3.65941166,0.46459827,2.20546905,0.00927194,0.04543048,0.29841841,1.07621241,0.23595229,0.00000000
-4.84742371,3.60331716,0.45952671,2.17739889,0.00957675,0.04481127,0.29461574,1.05230911,0.23062713,0.00000000
-4.84142071,3.53684620,0.45283338,2.14221683,0.00983110,0.04412426,0.28982369,1.02622195,0.22489866,0.00000000
-4.83541771,3.46133153,0.44464263,2.10071686,0.01003104,0.04338126,0.28410958,0.99839883,0.21882245,0.00000000
-4.82941471,3.37826372,0.43511338,2.05381731,0.01017372,0.04259547,0.27756311,0.96929576,0.21246946,0.00000000
-4.82341171,3.28925190,0.42443536,2.00253868,0.01025746,0.04178106,0.27029410,0.93936248,0.20592466,0.00000000
-4.81740870,3.19598228,0.41282438,1.94797876,0.01028178,0.04095275,0.26242961,0.90902910,0.19928524,0.00000000
-4.81140570,3.10017583,0.40051678,1.89128608,0.01024742,0.04012543,0.25411050,0.87869445,0.19265823,0.00000000
-4.80540270,3.00354673,0.38776337,1.83363226,0.01015632,0.03931374,0.24548767,0.84871637,0.18615789,0.00000000
-4.79939970,2.90776288,0.37482283,1.77618438,0.01001154,0.03853175,0.23671810,0.81940464,0.17990273,0.00000000
-4.79339670,2.81440973,0.36195504,1.72007818,0.00981716,0.03779261,0.22796069,0.79101630,0.17401241,0.00000000
-4.78739370,2.72495855,0.34941446,1.66639294,0.00957818,0.03710832,0.21937234,0.76375386,0.16860454,0.00000000
-4.78139070,2.64073995,0.33744374,1.61612881,0.00930038,0.03648953,0.21110408,0.73776598,0.16379153,0.00000000
-4.77538769,2.56292327,0.32626792,1.57018733,0.00899011,0.03594538,0.20329769,0.71315054,0.15967762,0.00000000
-4.76938469,2.49250223,0.31608927,1.52935563,0.00865419,0.03548342,0.19608264,0.68995986,0.15635610,0.00000000
-4.76338169,2.43028689,0.30708295,1.49429469,0.00829976,0.03510965,0.18957372,0.66820749,0.15390695,0.00000000
-4.75737869,2.37690192,0.29939374,1.46553203,0.00793406,0.03482851,0.18386912,0.64787631,0.15239481,0.00000000
-4.75137569,2.33279064,0.29313375,1.44345877,0.00756436,0.03464300,0.17904930,0.62892720,0.15186750,0.00000000
-4.74537269,2.29822446,0.28838126,1.42833098,0.00719780,0.03455482,0.17517637,0.61130811,0.15235509,0.00000000
-4.73936968,2.27331688,0.28518071,1.42027522,0.00684132,0.03456457,0.17229424,0.59496270,0.15386945,0.00000000
-4.73336668,2.25804128,0.28354375,1.41929763,0.00650152,0.03467195,0.17042927,0.57983842,0.15640448,0.00000000
-4.72736368,2.25225153,0.28345129,1.42529625,0.00618466,0.03487599,0.16959146,0.56589352,0.15993684,0.00000000
-4.72136068,2.25570449,0.28485649,1.43807587,0.00589656,0.03517534,0.16977616,0.55310270,0.16442719,0.00000000
-4.71535768,2.26808339,0.28768849,1.45736467,0.00564258,0.03556849,0.17096607,0.54146127,0.16982201,0.00000000
-4.70935468,2.28902110,0.29185681,1.48283197,0.00542760,0.03605406,0.17313350,0.53098773,0.17605570,0.00000000
-4.70335168,2.31812254,0.29725616,1.51410634,0.00525603,0.03663105,0.17624281,0.52172460,0.18305311,0.00000000
-4.69734867,2.35498519,0.30377153,1.55079325,0.00513172,0.03729903,0.18025282,0.51373780,0.19073227,0.00000000
-4.69134567,2.39921727,0.31128337,1.59249164,0.00505806,0.03805840,0.18511924,0.50711449,0.19900715,0.00000000
-4.68534267,2.45045277,0.31967263,1.63880886,0.00503786,0.03891052,0.19079675,0.50195970,0.20779058,0.00000000
-4.67933967,2.50836306,0.32882551,1.68937329,0.00507341,0.03985782,0.19724099,0.49839192,0.21699692,0.00000000
-4.67333667,2.57266482,0.33863780,1.74384443,0.00516643,0.04090389,0.20440999,0.49653797,0.22654455,0.00000000
-4.66733367,2.64312396,0.34901851,1.80192001,0.00531804,0.04205347,0.21226531,0.49652731,0.23635808,0.00000000
-4.66133067,2.71955578,0.35989280,1.86334017,0.00552873,0.04331234,0.22077262,0.49848615,0.24637005,0.00000000
-4.65532766,2.80182144,0.37120410,1.92788854,0.00579832,0.04468724,0.22990182,0.50253170,0.25652226,0.00000000
-4.64932466,2.88982099,0.38291524,1.99539047,0.00612592,0.04618559,0.23962661,0.50876651,0.26676651,0.00000000
-4.64332166,2.98348343,0.39500863,2.06570853,0.00650989,0.04781517,0.24992360,0.51727345,0.27706474,0.00000000
