energy_ev,total_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-6.00000000,7.00636759,0.01666076,0.88505296,2.54994095,3.56593323,0.04699152,1.96713319,0.73471829,0.49386239
-5.99399700,6.99042282,0.01640516,0.89022260,2.55147321,3.54541780,0.04661582,1.96924818,0.74562245,0.49844420
-5.98799400,6.97219571,0.01619721,0.89442382,2.55160416,3.52347650,0.04622537,1.97129891,0.75719434,0.50356626
-5.98199100,6.95169368,0.01603831,0.89755703,2.55025602,3.50015588,0.04582208,1.97327074,0.76931261,0.50924015
-5.97598799,6.92901636,0.01592979,0.89954520,2.54740030,3.47553098,0.04540811,1.97518468,0.78187627,0.51548280
-5.96998499,6.90438003,0.01587293,0.90033863,2.54306714,3.44971932,0.04498588,1.97710344,0.79481045,0.52231753
-5.96398199,6.87813804,0.01586892,0.89991890,2.53735219,3.42289355,0.04455821,1.97913588,0.80807113,0.52977479
-5.95797899,6.85079503,0.01591890,0.89830197,2.53042077,3.39529166,0.04412842,1.98143936,0.82164841,0.53789229
-5.95197599,6.82301326,0.01602384,0.89553995,2.52250837,3.36722376,0.04370029,1.98421956,0.83556806,0.54671464
-5.94597299,6.79560983,0.01618450,0.89172147,2.51391755,3.33907443,0.04327818,1.98772759,0.84989132,0.55629232
-5.93996998,6.76954438,0.01640134,0.88697046,2.50501091,3.31130042,0.04286694,1.99225437,0.86471287,0.56668011
-5.93396698,6.74589728,0.01667433,0.88144351,2.49620050,3.28442345,0.04247187,1.99812237,0.88015702,0.57793495
-5.92796398,6.72583949,0.01700293,0.87532565,2.48793420,3.25901838,0.04209857,2.00567520,0.89637239,0.59011344
-5.92196098,6.71059533,0.01738588,0.86882496,2.48067956,3.23569751,0.04175283,2.01526548,0.91352536,0.60326907
-5.91595798,6.70140065,0.01782114,0.86216617,2.47490622,3.21509168,0.04144042,2.02724181,0.93179264,0.61744937
-5.90995498,6.69945853,0.01830578,0.85558349,2.47106782,3.19782962,0.04116687,2.04193548,0.95135346,0.63269322
-5.90395198,6.70589553,0.01883591,0.84931325,2.46958442,3.18451667,0.04093727,2.05964779,0.97238170,0.64902848
-5.89794897,6.72172090,0.01940664,0.84358647,2.47082649,3.17571416,0.04075606,2.08063879,0.99503862,0.66647015
-5.89194597,6.74779152,0.02001216,0.83862193,2.47510138,3.17192098,0.04062682,2.10511808,1.01946631,0.68501920
-5.88594297,6.78478433,0.02064572,0.83461986,2.48264297,3.17355810,0.04055215,2.13323824,1.04578247,0.70466210
-5.87993997,6.83317792,0.02129978,0.83175664,2.49360495,3.18095714,0.04053352,2.16509125,1.07407651,0.72537126
-5.87393697,6.89324402,0.02196616,0.83018071,2.50805809,3.19435345,0.04057124,2.20070792,1.10440718,0.74710613
-5.86793397,6.96504893,0.02263627,0.83000962,2.52599115,3.21388381,0.04066445,2.24006048,1.13680174,0.76981510
-5.86193097,7.04846412,0.02330127,0.83132840,2.54731547,3.23958871,0.04081120,2.28306767,1.17125646,0.79343791
-5.85592796,7.14318483,0.02395238,0.83418907,2.57187227,3.27141854,0.04100852,2.32960211,1.20773831,0.81790833
-5.84992496,7.24875444,0.02458114,0.83861129,2.59944223,3.30924298,0.04125261,2.37949897,1.24618733,0.84315707
-5.84392196,7.36459254,0.02517966,0.84458372,2.62975624,3.35286259,0.04153905,2.43256539,1.28651958,0.86911444
-5.83791896,7.49002407,0.02574087,0.85206614,2.66250649,3.40202141,0.04186294,2.48858960,1.32862997,0.89571264
-5.83191596,7.62430693,0.02625877,0.86099189,2.69735697,3.45641937,0.04221920,2.54734907,1.37239475,0.92288742
-5.82591296,7.76665590,0.02672857,0.87127054,2.73395268,3.51572347,0.04260275,2.60861676,1.41767333,0.95057882
-5.81990995,7.91626084,0.02714685,0.88279049,2.77192684,3.57957677,0.04300867,2.67216515,1.46430905,0.97873100
-5.81390695,8.07229776,0.02751164,0.89542144,2.81090571,3.64760444,0.04343240,2.73776734,1.51212878,1.00729096
-5.80790395,8.23393223,0.02782240,0.90901658,2.85051101,3.71941647,0.04386984,2.80519531,1.56094146,1.03620616
-5.80190095,8.40031473,0.02808002,0.92341446,2.89035988,3.79460687,0.04431739,2.87421527,1.61053537,1.06542129
-5.79589795,8.57056897,0.02828667,0.93844059,2.93006279,3.87274961,0.04477196,2.94458045,1.66067464,1.09487411
-5.78989495,8.74377405,0.02844566,0.95390874,2.96921998,3.95339169,0.04523095,3.01602177,1.71109515,1.12449076
-5.78389195,8.91894258,0.02856121,0.96962219,3.00741706,4.03604424,0.04569214,3.08823728,1.76150023,1.15418083
-5.77788894,9.09499656,0.02863825,0.98537486,3.04422046,4.12017231,0.04615355,3.16088099,1.81155671,1.18383242
-5.77188594,9.27074367,0.02868210,1.00095262,3.07917377,4.20518461,0.04661327,3.23355210,1.86089175,1.21330766
-5.76588294,9.44485611,0.02869828,1.01613475,3.11179534,4.29042419,0.04706929,3.30578558,1.90909089,1.24243892
-5.75987994,9.61585442,0.02869214,1.03069585,3.14157804,4.37516101,0.04751932,3.37704485,1.95569790,1.27102616
-5.75387694,9.78209811,0.02866871,1.04440797,3.16799155,4.45858747,0.04796056,3.44671745,2.00021656,1.29883559
-5.74787394,9.94178474,0.02863241,1.05704336,3.19048736,4.53981753,0.04838958,3.51411425,2.04211480,1.32559988
-5.74187094,10.09295846,0.02858692,1.06837748,3.20850660,4.61789000,0.04880216,3.57847264,2.08083121,1.35102013
-5.73586793,10.23352860,0.02853500,1.07819252,3.22149051,4.69177642,0.04919317,3.63896396,2.11578402,1.37476952
-5.72986493,10.36129810,0.02847846,1.08628109,3.22889318,4.76039336,0.04955660,3.69470511,2.14638219,1.39649882
-5.72386193,10.47400136,0.02841808,1.09245019,3.23019602,4.82261920,0.04988548,3.74477419,2.17203853,1.41584336
-5.71785893,10.56935032,0.02835366,1.09652516,3.22492323,4.87731480,0.05017201,3.78822973,2.19218435,1.43243148
-5.71185593,10.64508724,0.02828407,1.09835350,3.21265767,4.92334763,0.05040765,3.82413293,2.20628510,1.44589413
-5.70585293,10.69904242,0.02820739,1.09780852,3.19305618,4.95961837,0.05058332,3.85157215,2.21385646,1.45587521
-5.69984992,10.72919479,0.02812101,1.09479257,3.16586382,4.98508932,0.05068962,3.86968881,2.21448024,1.46204235
-5.69384692,10.73373310,0.02802188,1.08923970,3.13092614,4.99881357,0.05071713,3.87770378,2.20781945,1.46409770
-5.68784392,10.71111569,0.02790665,1.08111785,3.08819912,4.99996391,0.05065672,3.87494327,2.19363191,1.46178829
-5.68184092,10.66012653,0.02777191,1.07043027,3.03775623,4.98786055,0.05049991,3.86086337,2.17178187,1.45491563
-5.67583792,10.57992563,0.02761439,1.05721633,2.97979241,4.96199667,0.05023921,3.83507221,2.14224900,1.44334408
-5.66983492,10.47009212,0.02743120,1.04155163,2.91462488,4.92206104,0.04986848,3.79734893,2.10513457,1.42700770
-5.66383192,10.33065842,0.02722003,1.02354742,2.84269073,4.86795670,0.04938333,3.74765885,2.06066435,1.40591539
-5.65782891,10.16213437,0.02697929,1.00334946,2.76454167,4.79981544,0.04878138,3.68616415,2.00918813,1.38015392
-5.65182591,9.96552045,0.02670831,0.98113638,2.68083604,4.71800710,0.04806260,3.61322962,1.95117584,1.34988892
-5.64582291,9.74230970,0.02640748,0.95711753,2.59232865,4.62314383,0.04722953,3.52942329,1.88721039,1.31536365
-5.63981991,9.49447801,0.02607831,0.93153057,2.49985879,4.51607864,0.04628742,3.43551176,1.81797741,1.27689567
-5.63381691,9.22446318,0.02572353,0.90463876,2.40433694,4.39789858,0.04524437,3.33245034,1.74425231,1.23487144
-5.62781391,8.93513302,0.02534711,0.87672816,2.30673066,4.26991235,0.04411132,3.22136825,1.66688497,1.18973911
-5.62181091,8.62974354,0.02495422,0.84810461,2.20805005,4.13363281,0.04290200,3.10354927,1.58678279,1.14199966
-5.61580790,8.31188795,0.02455122,0.81909086,2.10933327,3.99075459,0.04163272,2.98040835,1.50489237,1.09219682
-5.60980490,7.98543798,0.02414555,0.79002346,2.01163226,3.84312736,0.04032219,2.85346491,1.42218071,1.04090598
-5.60380190,7.65447857,0.02374560,0.76124985,1.91599904,3.69272531,0.03899115,2.72431355,1.33961631,0.98872250
-5.59779890,7.32323776,0.02336055,0.73312529,1.82347276,3.54161355,0.03766196,2.59459288,1.25815079,0.93624983
-5.59179590,6.99601292,0.02300017,0.70600971,1.73506738,3.39191192,0.03635815,2.46595354,1.17870159,0.88408771
-5.58579290,6.67709520,0.02267461,0.68026451,1.65176018,3.24575719,0.03510386,2.34002605,1.10213615,0.83282092
-5.57978989,6.37069342,0.02239412,0.65624906,1.57448103,3.10526417,0.03392332,2.21838945,1.02925792,0.78300869
-5.57378689,6.08085911,0.02216881,0.63431695,1.50410222,2.97248664,0.03284022,2.10254145,0.96079455,0.73517524
-5.56778389,5.81141398,0.02200835,0.61481192,1.44142889,2.84937865,0.03187717,1.99387084,0.89738834,0.68980149
-5.56178089,5.56588116,0.02192170,0.59806334,1.38718999,2.73775707,0.03105508,1.89363275,0.83958910,0.64731818
-5.55577789,5.34742152,0.02191684,0.58438136,1.34202960,2.63926604,0.03039266,1.80292736,0.78784944,0.60810046
-5.54977489,5.15877626,0.02200051,0.57405161,1.30649877,2.55534397,0.02990591,1.72268232,0.74252232,0.57246399
-5.54377189,5.00221681,0.02217798,0.56732960,1.28104784,2.48719385,0.02960772,1.65363945,0.70386079,0.54066251
-5.53776888,4.87950313,0.02245287,0.56443494,1.26601936,2.43575747,0.02950755,1.59634565,0.67201966,0.51288692
-5.53176588,4.79185134,0.02282698,0.56554543,1.26164181,2.40169427,0.02961116,1.55114825,0.64705899,0.48926570
-5.52576288,4.73991148,0.02330019,0.57079136,1.26802433,2.38536534,0.02992053,1.51819478,0.62894886,0.46986646
-5.51975988,4.72375612,0.02387045,0.58025015,1.28515265,2.38682319,0.03043378,1.49743704,0.61757555,0.45469879
-5.51375688,4.74288042,0.02453376,0.59394161,1.31288660,2.40580775,0.03114528,1.48863910,0.61274842,0.44371783
-5.50775388,4.79621379,0.02528425,0.61182405,1.35095925,2.44174902,0.03204587,1.49138922,0.61420761,0.43682884
-5.50175088,4.88214342,0.02611432,0.63379159,1.39897811,2.49377649,0.03312309,1.50511497,0.62163206,0.43389220
-5.49574787,4.99854934,0.02701481,0.65967270,1.45642837,2.56073563,0.03436159,1.52910125,0.63464781,0.43472905
-5.48974487,5.14285049,0.02797520,0.68923043,1.52267836,2.64121106,0.03574354,1.56251070,0.65283624,0.43912707
-5.48374187,5.31206093,0.02898390,0.72216411,1.59698726,2.73355629,0.03724917,1.60440568,0.67574221,0.44684657
-5.47773887,5.50285494,0.03002850,0.75811295,1.67851487,2.83592939,0.03885722,1.65377145,0.70288191,0.45762639
-5.47173587,5.71163931,0.03109607,0.79666117,1.76633342,2.94633369,0.04054554,1.70953964,0.73375032,0.47118982
-5.46573287,5.93463120,0.03217343,0.83734484,1.85944105,3.06266273,0.04229158,1.77061147,0.76782823,0.48725009
-5.45972986,6.16793911,0.03324747,0.87966019,1.95677679,3.18274800,0.04407290,1.83588007,0.80458868,0.50551548
-5.45372686,6.40764496,0.03430535,0.92307301,2.05723655,3.30440832,0.04586761,1.90425117,0.84350297,0.52569391
-5.44772386,6.64988480,0.03533479,0.96702910,2.15968993,3.42549931,0.04765479,1.97466183,0.88404602,0.54749677
-5.44172086,6.89092580,0.03632423,1.01096533,2.26299724,3.54396149,0.04941483,2.04609652,0.92570121,0.57064212
-5.43571786,7.12723756,0.03726302,1.05432085,2.36602666,3.65786551,0.05112967,2.11760055,0.96796478,0.59485705
-5.42971486,7.35555548,0.03814155,1.09654838,2.46767089,3.76545325,0.05278305,2.18829031,1.01034965,0.61987920
-5.42371186,7.57293497,0.03895137,1.13712492,2.56686326,3.86517345,0.05436061,2.25736063,1.05238896,0.64545751
-5.41770885,7.77679494,0.03968520,1.17556180,2.66259285,3.95571090,0.05584997,2.32408906,1.09363915,0.67135226
-5.41170585,7.96495000,0.04033705,1.21141368,2.75391848,4.03600849,0.05724082,2.38783747,1.13368281,0.69733435
-5.40570285,8.13563099,0.04090220,1.24428630,2.83998133,4.10528147,0.05852485,2.44805128,1.17213127,0.72318423
-5.39969985,8.28749384,0.04137720,1.27384272,2.92001607,4.16302388,0.05969576,2.50425669,1.20862695,0.74869036
-5.39369685,8.41961737,0.04175989,1.29980810,2.99336027,4.20900701,0.06074923,2.55605647,1.24284561,0.77364758
-5.38769385,8.53149076,0.04204939,1.32197274,3.05946204,4.24327040,0.06168283,2.60312478,1.27449838,0.79785555
-5.38169085,8.62299192,0.04224606,1.34019352,3.11788562,4.26610588,0.06249598,2.64520157,1.30333353,0.82111746
-5.37568784,8.69435797,0.04235150,1.35439369,3.16831498,4.27803525,0.06318986,2.68208695,1.32913814,0.84323918
-5.36968484,8.74614934,0.04236850,1.36456110,3.21055512,4.27978283,0.06376736,2.71363604,1.35173937,0.86402910
-5.36368184,8.77920902,0.04230102,1.37074504,3.24453106,4.27224366,0.06423301,2.73975450,1.37100539,0.88329872
-5.35767884,8.79461842,0.04215413,1.37305173,3.27028452,4.25644860,0.06459281,2.76039497,1.38684589,0.90086409
-5.35167584,8.79365127,0.04193398,1.37163875,3.28796814,4.23352744,0.06485420,2.77555451,1.39921200,0.91654815
-5.34567284,8.77772694,0.04164765,1.36670850,3.29783742,4.20467126,0.06502581,2.78527304,1.40809567,0.93018380
-5.33966983,8.74836452,0.04130317,1.35850103,3.30024053,4.17109505,0.06511734,2.78963251,1.41352832,0.94161779
-5.33366683,8.70713848,0.04090927,1.34728626,3.29560611,4.13400182,0.06513930,2.78875679,1.41557894,0.95071499
-5.32766383,8.65563718,0.04047536,1.33335611,3.28442955,4.09454904,0.06510274,2.78281179,1.41435133,0.95736305
-5.32166083,8.59542482,0.04001126,1.31701651,3.26725807,4.05381847,0.06501900,2.77200559,1.40998084,0.96147703
-5.31565783,8.52800764,0.03952710,1.29857965,3.24467515,4.01278997,0.06489934,2.75658834,1.40263054,0.96300374
-5.30965483,8.45480477,0.03903308,1.27835665,3.21728479,3.97232005,0.06475466,2.73685135,1.39248685,0.96192550
-5.30365183,8.37712426,0.03853926,1.25665089,3.18569632,3.93312559,0.06459517,2.71312547,1.37975494,0.95826306
-5.29764882,8.29614443,0.03805535,1.23375211,3.15051017,3.89577294,0.06443009,2.68577826,1.36465396,0.95207734
-5.29164582,8.21290071,0.03759051,1.20993145,3.11230515,3.86067273,0.06426741,2.65520995,1.34741227,0.94346997
-5.28564282,8.12827792,0.03715311,1.18543756,3.07162780,3.82807997,0.06411369,2.62184820,1.32826283,0.93258230
-5.27963982,8.04300771,0.03675058,1.16049379,3.02898396,3.79809959,0.06397391,2.58614159,1.30743902,0.91959297
-5.27363682,7.95767097,0.03638924,1.13529651,2.98483291,3.77069657,0.06385145,2.54855213,1.28517078,0.90471405
-5.26763382,7.87270458,0.03607414,1.11001447,2.93958398,3.74571039,0.06374812,2.50954682,1.26168150,0.88818577
-5.26163082,7.78841197,0.03580898,1.08478920,2.89359572,3.72287285,0.06366426,2.46958874,1.23718536,0.87027026
-5.25562781,7.70497672,0.03559607,1.05973630,2.84717713,3.70182845,0.06359893,2.42912782,1.21188546,0.85124424
-5.24962481,7.62247843,0.03543627,1.03494742,2.80059092,3.68215641,0.06355019,2.38859174,1.18597254,0.83139123
-5.24362181,7.54091002,0.03532902,1.01049284,2.75405803,3.66339345,0.06351538,2.34837728,1.15962423,0.81099358
-5.23761881,7.46019562,0.03527245,0.98642440,2.70776311,3.64505618,0.06349146,2.30884243,1.13300489,0.79032450
-5.23161581,7.38020827,0.03526340,0.96277857,2.66186034,3.62666252,0.06347535,2.27029963,1.10626574,0.76964064
-5.22561281,7.30078662,0.03529761,0.93957961,2.61647912,3.60775102,0.06346425,2.23301034,1.07954529,0.74917548
-5.21960980,7.22175020,0.03536986,0.91684245,2.57172912,3.58789783,0.06345590,2.19718116,1.05296985,0.72913372
-5.21360680,7.14291265,0.03547411,0.89457531,2.52770443,3.56673049,0.06344883,2.16296164,1.02665413,0.70968698
-5.20760380,7.06409265,0.03560375,0.87278191,2.48448645,3.54393853,0.06344248,2.13044388,1.00070162,0.69097091
-5.20160080,6.98512252,0.03575175,0.85146320,2.44214548,3.51928057,0.06343730,2.09966372,0.97520495,0.67308377
-5.19559780,6.90585439,0.03591085,0.83061852,2.40074094,3.49258816,0.06343465,2.07060378,0.95024588,0.65608652
-5.18959480,6.82616424,0.03607376,0.81024636,2.36032043,3.46376649,0.06343675,2.04319777,0.92589519,0.64000425
-5.18359180,6.74595411,0.03623332,0.79034458,2.32091783,3.43279238,0.06344644,2.01733632,0.90221229,0.62482891
-5.17758879,6.66515286,0.03638262,0.77091033,2.28255082,3.39971013,0.06346688,1.99287375,0.87924472,0.61052308
-5.17158579,6.58371608,0.03651516,0.75193961,2.24521816,3.36462554,0.06350127,1.96963568,0.85702754,0.59702452
-5.16558279,6.50162549,0.03662492,0.73342680,2.20889718,3.32769903,0.06355246,1.94742722,0.83558285,0.58425141
-5.15957979,6.41888858,0.03670642,0.71536398,2.17354196,3.28913807,0.06362254,1.92604141,0.81491931,0.57210775
-5.15357679,6.33553862,0.03675480,0.69774051,2.13908252,3.24918969,0.06371257,1.90526765,0.79503206,0.56048897
-5.14757379,6.25163576,0.03676581,0.68054273,2.10542533,3.20813347,0.06382219,1.88489998,0.77590292,0.54928728
-5.14157079,6.16726919,0.03673585,0.66375388,2.07245550,3.16627522,0.06394944,1.86474489,0.75750106,0.53839673
-5.13556778,6.08256067,0.03666192,0.64735452,2.04004059,3.12394180,0.06409056,1.84462852,0.73978420,0.52771769
-5.12956478,5.99766934,0.03654168,0.63132329,2.00803624,3.08147709,0.06423999,1.82440314,0.72270033,0.51716079
-5.12356178,5.91279771,0.03637338,0.61563803,1.97629337,3.03923904,0.06439042,1.80395274,0.70619000,0.50665009
-5.11755878,5.82819861,0.03615588,0.60027742,1.94466676,2.99759793,0.06453302,1.78319770,0.69018907,0.49612553
-5.11155578,5.74418249,0.03588863,0.58522290,1.91302473,2.95693541,0.06465772,1.76209841,0.67463196,0.48554468
-5.10555278,5.66112493,0.03557172,0.57046088,1.88125942,2.91764421,0.06475366,1.74065783,0.65945511,0.47488379
-5.09954977,5.57947347,0.03520586,0.55598520,1.84929720,2.88012816,0.06480974,1.71892295,0.64460071,0.46413813
-5.09354677,5.49975334,0.03479241,0.54179954,1.81710871,2.84480229,0.06481520,1.69698510,0.63002038,0.45332185
-5.08754377,5.42257152,0.03433342,0.52791985,1.78471794,2.81209256,0.06476026,1.67497916,0.61567872,0.44246729
-5.08154077,5.34861842,0.03383168,0.51437655,1.75220986,2.78243507,0.06463677,1.65308155,0.60155649,0.43162378
-5.07553777,5.27866683,0.03329070,0.50121633,1.71973610,2.75627440,0.06443888,1.63150721,0.58765328,0.42085625
-5.06953477,5.21356769,0.03271477,0.48850357,1.68751826,2.73406107,0.06416359,1.61050533,0.57398955,0.41024334
-5.06353177,5.15424242,0.03210896,0.47632100,1.65584853,2.71624779,0.06381121,1.59035413,0.56060776,0.39987543
-5.05752876,5.10167161,0.03147906,0.46476980,1.62508749,2.70328468,0.06338577,1.57135464,0.54757273,0.38985234
-5.05152576,5.05688023,0.03083158,0.45396885,1.59565883,2.69561337,0.06289518,1.55382357,0.53497087,0.38028097
-5.04552276,5.02091943,0.03017364,0.44405313,1.56804129,2.69366010,0.06235132,1.53808545,0.52290858,0.37127274
-5.03951976,4.99484523,0.02951290,0.43517138,1.54275774,2.69782798,0.06176991,1.52446422,0.51150954,0.36294095
-5.03351676,4.97969461,0.02885742,0.42748286,1.52036183,2.70848856,0.06117017,1.51327438,0.50091119,0.35539810
-5.02751376,4.97645957,0.02821548,0.42115345,1.50142266,2.72597292,0.06057436,1.50481197,0.49126043,0.34875314
-5.02151076,4.98605967,0.02759542,0.41635110,1.48650777,2.75056242,0.06000718,1.49934561,0.48270865,0.34310879
-5.01550775,5.00931393,0.02700548,0.41324068,1.47616525,2.78247945,0.05949495,1.49710782,0.47540630,0.33855888
-5.00950475,5.04691269,0.02645354,0.41197862,1.47090540,2.82187820,0.05906480,1.49828682,0.46949727,0.33518577
-5.00350175,5.09939026,0.02594695,0.41270723,1.47118262,2.86883567,0.05874369,1.50301920,0.46511313,0.33305800
-4.99749875,5.16709909,0.02549233,0.41554910,1.47737823,2.92334324,0.05855752,1.51138344,0.46236769,0.33222811
-4.99149575,5.25018626,0.02509542,0.42060166,1.48978471,2.98529873,0.05853009,1.52339475,0.46135180,0.33273082
-4.98549275,5.34857289,0.02476087,0.42793214,1.50859195,3.05449932,0.05868231,1.53900117,0.46212885,0.33458142
-4.97948974,5.46193732,0.02449214,0.43757312,1.53387608,3.13063549,0.05903131,1.55808130,0.46473100,0.33777476
