energy_ev,total_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-4.97348674,5.58970264,0.02429140,0.44951876,1.56559114,3.21328619,0.05958982,1.58044360,0.46915630,0.34228450
-4.96748374,5.73102922,0.02415949,0.46372204,1.60356403,3.30191551,0.06036559,1.60582743,0.47536692,0.34806303
-4.96148074,5.88481282,0.02409584,0.48009294,1.64749294,3.39587131,0.06136104,1.63390594,0.48328836,0.35504179
-4.95547774,6.04968880,0.02409857,0.49849782,1.69694939,3.49438590,0.06257309,1.66429065,0.49280992,0.36313222
-4.94947474,6.22404286,0.02416446,0.51875995,1.75138377,3.59657942,0.06399310,1.69653790,0.50378626,0.37222724
-4.94347174,6.40602867,0.02428908,0.54066142,1.81013459,3.70146606,0.06560715,1.73015686,0.51604002,0.38220330
-4.93746873,6.59359253,0.02446693,0.56394616,1.87244095,3.80796354,0.06739630,1.76461922,0.52936556,0.39292287
-4.93146573,6.78450502,0.02469153,0.58832433,1.93745819,3.91490612,0.06933714,1.79937017,0.54353352,0.40423749
-4.92546273,6.97639950,0.02495563,0.61347783,2.00427614,4.02106121,0.07140246,1.83384059,0.55829619,0.41599115
-4.91945973,7.16681697,0.02525140,0.63906681,2.07193975,4.12514964,0.07356196,1.86746008,0.57339350,0.42802408
-4.91345673,7.35325638,0.02557058,0.66473722,2.13947132,4.22586938,0.07578311,1.89967054,0.58855943,0.44017664
-4.90745373,7.53322954,0.02590471,0.69012896,2.20589389,4.32192245,0.07803204,1.92993996,0.60352861,0.45229351
-4.90145073,7.70431912,0.02624531,0.71488462,2.27025506,4.41204423,0.08027438,1.95777583,0.61804295,0.46422773
-4.89544772,7.86423816,0.02658406,0.73865842,2.33165044,4.49503466,0.08247621,1.98273806,0.63185815,0.47584470
-4.88944472,8.01088927,0.02691297,0.76112511,2.38924616,4.56979023,0.08460482,2.00445056,0.64474967,0.48702594
-4.88344172,8.14242132,0.02722453,0.78198857,2.44229949,4.63533558,0.08662950,2.02261139,0.65651824,0.49767244
-4.87743872,8.25728173,0.02751184,0.80098976,2.49017707,4.69085369,0.08852222,2.03700088,0.66699448,0.50770754
-4.87143572,8.35426194,0.02776868,0.81791363,2.53236988,4.73571311,0.09025809,2.04748735,0.67604270,0.51707913
-4.86543272,8.43253427,0.02798962,0.83259496,2.56850449,4.76949125,0.09181587,2.05403030,0.68356357,0.52576119
-4.85942971,8.49167816,0.02817005,0.84492251,2.59835009,4.79199219,0.09317818,2.05668068,0.68949566,0.53375450
-4.85342671,8.53169444,0.02830618,0.85484168,2.62182100,4.80325825,0.09433165,2.05557830,0.69381580,0.54108641
-4.84742371,8.55300634,0.02839506,0.86235512,2.63897450,4.80357430,0.09526694,2.05094628,0.69653825,0.54780980
-4.84142071,8.55644696,0.02843456,0.86752154,2.65000403,4.79346426,0.09597861,2.04308275,0.69771267,0.55400102
-4.83541771,8.54323273,0.02842330,0.87045261,2.65522797,4.77367948,0.09646489,2.03235013,0.69742104,0.55975695
-4.82941471,8.51492388,0.02836063,0.87130790,2.65507447,4.74517919,0.09672733,2.01916213,0.69577361,0.56519131
-4.82341171,8.47337270,0.02824653,0.87028831,2.65006291,4.70910325,0.09677044,2.00396922,0.69290407,0.57043003
-4.81740870,8.42066138,0.02808161,0.86762800,2.64078275,4.66673814,0.09660120,1.98724289,0.68896412,0.57560625
-4.81140570,8.35903179,0.02786697,0.86358522,2.62787076,4.61947715,0.09622864,1.96945944,0.68411759,0.58085462
-4.80540270,8.29080952,0.02760424,0.85843253,2.61198737,4.56877630,0.09566332,1.95108380,0.67853451,0.58630550
-4.79939970,8.21832527,0.02729544,0.85244654,2.59379344,4.51610742,0.09491687,1.93255412,0.67238513,0.59207899
-4.79339670,8.14383658,0.02694301,0.84589797,2.57392813,4.46291037,0.09400165,1.91426756,0.66583435,0.59827918
-4.78739370,8.06945297,0.02654978,0.83904211,2.55298904,4.41054610,0.09293029,1.89656796,0.65903654,0.60498872
-4.78139070,7.99706736,0.02611891,0.83211030,2.53151510,4.36025247,0.09171549,1.87973570,0.65213110,0.61226406
-4.77538769,7.92829667,0.02565394,0.82530265,2.50997310,4.31310460,0.09036975,1.86398019,0.64523878,0.62013142
-4.76938469,7.86443355,0.02515873,0.81878235,2.48874806,4.26998133,0.08890525,1.84943509,0.63845890,0.62858384
-4.76338169,7.80641137,0.02463751,0.81267173,2.46813766,4.23153914,0.08733377,1.83615652,0.63186755,0.63757934
-4.75737869,7.75478337,0.02409481,0.80705017,2.44835087,4.19819448,0.08566666,1.82412412,0.62551675,0.64704041
-4.75137569,7.70971677,0.02353552,0.80195386,2.42951019,4.17011537,0.08391492,1.81324488,0.61943446,0.65685480
-4.74537269,7.67100161,0.02296479,0.79737744,2.41165746,4.14722227,0.08208925,1.80335950,0.61362548,0.66687770
-4.73936968,7.63807363,0.02238805,0.79327712,2.39476233,4.12919832,0.08020013,1.79425090,0.60807311,0.67693525
-4.73336668,7.61005000,0.02181091,0.78957533,2.37873287,4.11550820,0.07825798,1.78565466,0.60274135,0.68682935
-4.72736368,7.58577586,0.02123910,0.78616639,2.36342751,4.10542488,0.07627318,1.77727062,0.59757763,0.69634349
-4.72136068,7.56387971,0.02067840,0.78292296,2.34866755,4.09806296,0.07425618,1.76877553,0.59251579,0.70524956
-4.71535768,7.54283498,0.02013450,0.77970295,2.33424954,4.09241702,0.07221754,1.75983597,0.58747933,0.71331528
-4.70935468,7.52102510,0.01961291,0.77635644,2.31995681,4.08740349,0.07016792,1.75012123,0.58238463,0.72031206
-4.70335168,7.49680954,0.01911882,0.77273244,2.30556980,4.08190417,0.06811802,1.73931563,0.57714415,0.72602299
-4.69734867,7.46858801,0.01865701,0.76868509,2.29087467,4.07480968,0.06607855,1.72712996,0.57166951,0.73025060
-4.69134567,7.43486059,0.01823167,0.76407909,2.27567001,4.06506101,0.06406006,1.71331152,0.56587428,0.73282409
-4.68534267,7.39428163,0.01784634,0.75879425,2.25977169,4.05168793,0.06207283,1.69765271,0.55967662,0.73360581
-4.67933967,7.34570569,0.01750379,0.75272898,2.24301582,4.03384254,0.06012674,1.67999776,0.55300152,0.73249672
-4.67333667,7.28822434,0.01720596,0.74580269,2.22526005,4.01082718,0.05823105,1.66024752,0.54578287,0.72944043
-4.66733367,7.22119287,0.01695392,0.73795716,2.20638360,3.98211584,0.05639428,1.63836223,0.53796508,0.72442593
-4.66133067,7.14424653,0.01674780,0.72915689,2.18628619,3.94736853,0.05462407,1.61436229,0.52950458,0.71748865
-4.65532766,7.05730638,0.01658686,0.71938854,2.16488641,3.90643855,0.05292702,1.58832696,0.52037088,0.70870995
-4.64932466,6.96057514,0.01646949,0.70865969,2.14211972,3.85937272,0.05130864,1.56039120,0.51054741,0.69821491
-4.64332166,6.85452361,0.01639326,0.69699689,2.11793649,3.80640495,0.04977327,1.53074075,0.50003206,0.68616865
