energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-6.00000000,3.63699599,0.01124272,0.52383294,0.89494243,0.66574685,1.05895431,1.08182929,0.01127454,1.46254065
-5.99399700,3.58581498,0.01080525,0.52283836,0.88605222,0.64632268,1.04989421,1.07959502,0.01085395,1.43141161
-5.98799400,3.52674893,0.01035218,0.52087731,0.87493251,0.62514422,1.03850269,1.07562243,0.01043173,1.39661381
-5.98199100,3.46168594,0.00989299,0.51818415,0.86203196,0.60263223,1.02536471,1.07039883,0.01001204,1.35896764
-5.97598799,3.39266197,0.00943664,0.51501834,0.84783609,0.57923273,1.01110471,1.06445698,0.00959947,1.31934886
-5.96998499,3.32179696,0.00899138,0.51165570,0.83285132,0.55540349,0.99636837,1.05835698,0.00919880,1.27866213
-5.96398199,3.25122893,0.00856442,0.50837899,0.81758865,0.53160062,0.98180388,1.05266702,0.00881489,1.23781428
-5.95797899,3.18304887,0.00816184,0.50546813,0.80254768,0.50826584,0.96804348,1.04794367,0.00845239,1.19768871
-5.95197599,3.11923893,0.00778841,0.50319065,0.78820163,0.48581484,0.95568586,1.04471258,0.00811569,1.15912148
-5.94597299,3.06161601,0.00744752,0.50179248,0.77498400,0.46462709,0.94528002,1.04345030,0.00780869,1.12288038
-5.93996998,3.01178296,0.00714119,0.50148965,0.76327735,0.44503738,0.93731120,1.04456796,0.00753471,1.08964727
-5.93396698,2.97108867,0.00687007,0.50246112,0.75340457,0.42732937,0.93218914,1.04839735,0.00729647,1.06000443
-5.92796398,2.94059820,0.00663356,0.50484297,0.74562296,0.41173111,0.93023904,1.05517995,0.00709601,1.03442506
-5.92196098,2.92107358,0.00642991,0.50872418,0.74012109,0.39841252,0.93169545,1.06505928,0.00693469,1.01326803
-5.91595798,2.91296520,0.00625644,0.51414416,0.73701841,0.38748491,0.93669897,1.07807667,0.00681327,0.99677671
-5.90995498,2.91641361,0.00610966,0.52109194,0.73636740,0.37900208,0.94529586,1.09417074,0.00673194,0.98508154
-5.90395198,2.93126082,0.00598557,0.52950719,0.73815803,0.37296314,0.95744032,1.11318022,0.00669046,0.97820590
