energy_ev,total_up,N_s_up,N_p_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-6.00000000,5.89064725,0.02434619,0.80556775,4.07354962,1.24041263,2.92224882,0.00000000
-5.99399700,5.88253238,0.02534314,0.82245438,4.10215373,1.23348243,2.90223037,0.00000000
-5.98799400,5.85673061,0.02628915,0.83640667,4.11493014,1.22394576,2.87327567,0.00000000
-5.98199100,5.81275113,0.02717322,0.84692550,4.11079838,1.21182075,2.83552050,0.00000000
-5.97598799,5.75037762,0.02798437,0.85359403,4.08904065,1.19714672,2.78921156,0.00000000
-5.96998499,5.66968563,0.02871183,0.85609077,4.04932716,1.17998625,2.73470530,0.00000000
-5.96398199,5.57105307,0.02934532,0.85419930,3.99172944,1.16042705,2.67246496,0.00000000
-5.95797899,5.45516317,0.02987536,0.84781449,3.91672124,1.13858372,2.60305574,0.00000000
-5.95197599,5.32299987,0.03029360,0.83694489,3.82516712,1.11459911,2.52713809,0.00000000
-5.94597299,5.17583533,0.03059308,0.82171128,3.71829908,1.08864536,2.44545922,0.00000000
-5.93996998,5.01520977,0.03076858,0.80234157,3.59768224,1.06092424,2.35884291,0.00000000
-5.93396698,4.84290390,0.03081686,0.77916213,3.46517064,1.03166677,2.26817754,0.00000000
-5.92796398,4.66090429,0.03073688,0.75258618,3.32285492,1.00113184,2.17440251,0.00000000
-5.92196098,4.47136256,0.03052997,0.72309946,3.17300350,0.96960377,2.07849308,0.00000000
-5.91595798,4.27654908,0.03019989,0.69124407,3.01799943,0.93738873,1.98144393,0.00000000
-5.90995498,4.07880248,0.02975279,0.65760085,2.86027485,0.90480976,1.88425145,0.00000000
-5.90395198,3.88047612,0.02919717,0.62277122,2.70224536,0.87220068,1.78789525,0.00000000
-5.89794897,3.68388306,0.02854358,0.58735897,2.54624626,0.83989877,1.69331917,0.00000000
-5.89194597,3.49124103,0.02780439,0.55195277,2.39447266,0.80823648,1.60141225,0.00000000
-5.88594297,3.30461919,0.02699340,0.51710993,2.24892521,0.77753239,1.51299021,0.00000000
-5.87993997,3.12588820,0.02612538,0.48334187,2.11136299,0.74808186,1.42877795,0.00000000
-5.87393697,2.95667537,0.02521557,0.45110182,1.98326476,0.72014755,1.34939371,0.00000000
-5.86793397,2.79832638,0.02427924,0.42077496,1.86579955,0.69395050,1.27533556,0.00000000
-5.86193097,2.65187507,0.02333109,0.39267122,1.75980711,0.66966203,1.20697055,0.00000000
-5.85592796,2.51802224,0.02238484,0.36702083,1.66578865,0.64739710,1.14452739,0.00000000
-5.84992496,2.39712465,0.02145277,0.34397264,1.58390770,0.62720931,1.08809274,0.00000000
-5.84392196,2.28919443,0.02054537,0.32359496,1.51400079,0.60908815,1.03761169,0.00000000
-5.83791896,2.19390934,0.01967107,0.30587896,1.45559737,0.59295857,0.99289233,0.00000000
-5.83191596,2.11063345,0.01883605,0.29074418,1.40794809,0.57868311,0.95361463,0.00000000
-5.82591296,2.03844765,0.01804421,0.27804591,1.37006032,0.56606654,0.91934325,0.00000000
-5.81990995,1.97618897,0.01729718,0.26758413,1.34073959,0.55486297,0.88954402,0.00000000
-5.81390695,1.92249722,0.01659446,0.25911356,1.31863556,0.54478509,0.86360347,0.00000000
-5.80790395,1.87586718,0.01593368,0.25235453,1.30229092,0.53551524,0.84085078,0.00000000
-5.80190095,1.83470450,0.01531086,0.24700420,1.29019163,0.52671776,0.82058124,0.00000000
-5.79589795,1.79738294,0.01472082,0.24274775,1.28081673,0.51805211,0.80208042,0.00000000
-5.78989495,1.76230088,0.01415752,0.23926931,1.27268628,0.50918611,0.78464804,0.00000000
-5.78389195,1.72793491,0.01361448,0.23626210,1.26440570,0.49980875,0.76762055,0.00000000
-5.77788894,1.69288835,0.01308520,0.23343768,1.25470531,0.48964186,0.75039170,0.00000000
-5.77188594,1.65593310,0.01256350,0.23053390,1.24247371,0.47845028,0.73243016,0.00000000
-5.76588294,1.61604316,0.01204383,0.22732145,1.22678417,0.46604985,0.71329356,0.00000000
-5.75987994,1.57241893,0.01152156,0.22360889,1.20691334,0.45231318,0.69263865,0.00000000
-5.75387694,1.52450155,0.01099315,0.21924596,1.18235184,0.43717272,0.67022707,0.00000000
-5.74787394,1.47197735,0.01045628,0.21412526,1.15280690,0.42062129,0.64592688,0.00000000
-5.74187094,1.41477238,0.00990988,0.20818235,1.11819709,0.40271000,0.61970989,0.00000000
-5.73586793,1.35303825,0.00935412,0.20139424,1.07864004,0.38354390,0.59164511,0.00000000
-5.72986493,1.28713000,0.00879033,0.19377665,1.03443376,0.36327554,0.56188889,0.00000000
-5.72386193,1.21757774,0.00822084,0.18538001,0.98603288,0.34209701,0.53067239,0.00000000
-5.71785893,1.14505356,0.00764882,0.17628460,0.93402096,0.32023076,0.49828699,0.00000000
-5.71185593,1.07033557,0.00707807,0.16659507,0.87908032,0.29791981,0.46506859,0.00000000
-5.70585293,0.99427086,0.00651280,0.15643454,0.82196074,0.27541787,0.43138146,0.00000000
-5.69984992,0.91773900,0.00595742,0.14593861,0.76344848,0.25297969,0.39760241,0.00000000
-5.69384692,0.84161781,0.00541631,0.13524956,0.70433668,0.23085220,0.36410595,0.00000000
-5.68784392,0.76675260,0.00489365,0.12451092,0.64539858,0.20926678,0.33125112,0.00000000
-5.68184092,0.69392984,0.00439327,0.11386264,0.58736404,0.18843274,0.29937018,0.00000000
-5.67583792,0.62385627,0.00391847,0.10343697,0.53090036,0.16853245,0.26875971,0.00000000
-5.66983492,0.55714357,0.00347202,0.09335531,0.47659762,0.14971801,0.23967420,0.00000000
-5.66383192,0.49429884,0.00305599,0.08372586,0.42495880,0.13210940,0.21232208,0.00000000
-5.65782891,0.43572072,0.00267183,0.07464225,0.37639453,0.11579431,0.18686427,0.00000000
-5.65182591,0.38170075,0.00232033,0.06618317,0.33122234,0.10082915,0.16341488,0.00000000
-5.64582291,0.33242928,0.00200166,0.05841276,0.28966989,0.08724128,0.14204393,0.00000000
-5.63981991,0.28800534,0.00171545,0.05138182,0.25188165,0.07503222,0.12278173,0.00000000
-5.63381691,0.24844966,0.00146084,0.04512969,0.21792844,0.06418150,0.10562459,0.00000000
-5.62781391,0.21371989,0.00123661,0.03968666,0.18781915,0.05465098,0.09054139,0.00000000
-5.62181091,0.18372741,0.00104125,0.03507684,0.16151403,0.04638950,0.07748090,0.00000000
-5.61580790,0.15835494,0.00087307,0.03132120,0.13893878,0.03933751,0.06637933,0.00000000
-5.60980490,0.13747420,0.00073031,0.02844090,0.11999912,0.03343165,0.05716796,0.00000000
-5.60380190,0.12096324,0.00061120,0.02646063,0.10459515,0.02860908,0.04978059,0.00000000
-5.59779890,0.10872294,0.00051411,0.02541179,0.09263513,0.02481153,0.04416061,0.00000000
-5.59179590,0.10069228,0.00043759,0.02533568,0.08404850,0.02198891,0.04026765,0.00000000
-5.58579290,0.09686226,0.00038044,0.02628636,0.07879774,0.02010249,0.03808360,0.00000000
-5.57978989,0.09728816,0.00034182,0.02833320,0.07688893,0.01912771,0.03761804,0.00000000
-5.57378689,0.10210010,0.00032129,0.03156310,0.07838092,0.01905646,0.03891294,0.00000000
-5.56778389,0.11151175,0.00031884,0.03608229,0.08339302,0.01989897,0.04204670,0.00000000
-5.56178089,0.12582711,0.00033496,0.04201758,0.09211100,0.02168522,0.04713732,0.00000000
-5.55577789,0.14544512,0.00037067,0.04951712,0.10479143,0.02446595,0.05434486,0.00000000
-5.54977489,0.17086209,0.00042752,0.05875055,0.12176413,0.02831320,0.06387290,0.00000000
-5.54377189,0.20267157,0.00050767,0.06990838,0.14343272,0.03332036,0.07596896,0.00000000
-5.53776888,0.24156143,0.00061380,0.08320070,0.17027279,0.03960171,0.09092387,0.00000000
-5.53176588,0.28830785,0.00074917,0.09885498,0.20282786,0.04729138,0.10906966,0.00000000
-5.52576288,0.34376582,0.00091757,0.11711300,0.24170249,0.05654166,0.13077601,0.00000000
-5.51975988,0.40885580,0.00112327,0.13822676,0.28755258,0.06752063,0.15644504,0.00000000
-5.51375688,0.48454616,0.00137094,0.16245329,0.34107245,0.08040899,0.18650411,0.00000000
-5.50775388,0.57183119,0.00166556,0.19004841,0.40297860,0.09539601,0.22139667,0.00000000
-5.50175088,0.67170443,0.00201233,0.22125938,0.47399002,0.11267463,0.26157094,0.00000000
-5.49574787,0.78512744,0.00241647,0.25631641,0.55480513,0.13243566,0.30746647,0.00000000
-5.48974487,0.91299414,0.00288310,0.29542324,0.64607548,0.15486112,0.35949861,0.00000000
-5.48374187,1.05609133,0.00341699,0.33874681,0.74837668,0.18011677,0.41804113,0.00000000
-5.47773887,1.21505610,0.00402239,0.38640640,0.86217713,0.20834406,0.48340732,0.00000000
-5.47173587,1.39033136,0.00470277,0.43846233,0.98780548,0.23965161,0.55583015,0.00000000
-5.46573287,1.58212096,0.00546057,0.49490478,1.12541791,0.27410659,0.63544201,0.00000000
-5.45972986,1.79034621,0.00629700,0.55564316,1.27496659,0.31172629,0.72225499,0.00000000
-5.45372686,2.01460592,0.00721175,0.62049640,1.43617087,0.35247037,0.81614253,0.00000000
-5.44772386,2.25414223,0.00820286,0.68918497,1.60849294,0.39623408,0.91682359,0.00000000
-5.44172086,2.50781470,0.00926651,0.76132498,1.79111960,0.44284311,1.02385027,0.00000000
-5.43571786,2.77408492,0.01039690,0.83642512,1.98295198,0.49205042,1.13660011,0.00000000
-5.42971486,3.05101392,0.01158622,0.91388688,2.18260467,0.54353552,1.25427394,0.00000000
-5.42371186,3.33627419,0.01282465,0.99300851,2.38841557,0.59690651,1.37590016,0.00000000
-5.41770885,3.62717757,0.01410047,1.07299312,2.59846736,0.65170524,1.50034609,0.00000000
-5.41170585,3.92071981,0.01540021,1.15296096,2.81062090,0.70741571,1.62633656,0.00000000
-5.40570285,4.21364137,0.01670894,1.23196591,3.02256037,0.76347553,1.75247985,0.00000000
-5.39969985,4.50250373,0.01801056,1.30901594,3.23184931,0.81929042,1.87730043,0.00000000
-5.39369685,4.78377890,0.01928827,1.38309698,3.43599580,0.87425129,1.99927762,0.00000000
-5.38769385,5.05394936,0.02052497,1.45319950,3.63252468,0.92775322,2.11688893,0.00000000
-5.38169085,5.30961461,0.02170377,1.51834688,3.81905388,0.97921573,2.22865636,0.00000000
-5.37568784,5.54759983,0.02280852,1.57762439,3.99337143,1.02810331,2.33319381,0.00000000
-5.36968484,5.76506161,0.02382431,1.63020758,4.15350959,1.07394527,2.42925326,0.00000000
-5.36368184,5.95958568,0.02473794,1.67538873,4.29781226,1.11635388,2.51576756,0.00000000
-5.35767884,6.12927139,0.02553835,1.71260013,4.42499185,1.15503965,2.59188760,0.00000000
-5.35167584,6.27279832,0.02621697,1.74143284,4.53417249,1.18982303,2.65701175,0.00000000
-5.34567284,6.38947090,0.02676798,1.76165006,4.62491660,1.22064137,2.71080579,0.00000000
-5.33966983,6.47923823,0.02718848,1.77319420,4.69723296,1.24755094,2.75321217,0.00000000
-5.33366683,6.54268715,0.02747851,1.77618720,4.75156520,1.27072335,2.78444776,0.00000000
-5.32766383,6.58100845,0.02764097,1.77092395,4.78876080,1.29043651,2.80498987,0.00000000
-5.32166083,6.59593723,0.02768150,1.75785901,4.81002183,1.30706041,2.81555130,0.00000000
-5.31565783,6.58967018,0.02760815,1.73758731,4.81683962,1.32103812,2.81704531,0.00000000
-5.30965483,6.56476379,0.02743107,1.71081960,4.81091667,1.33286322,2.81054238,0.00000000
-5.30365183,6.52401855,0.02716208,1.67835402,4.79407998,1.34305449,2.79722101,0.00000000
-5.29764882,6.47035533,0.02681422,1.64104512,4.76819037,1.35212936,2.77831508,0.00000000
-5.29164582,6.40669027,0.02640134,1.59977194,4.73505290,1.36057745,2.75506055,0.00000000
-5.28564282,6.33581481,0.02593767,1.55540666,4.69633316,1.36883576,2.72864435,0.00000000
-5.27963982,6.26028718,0.02543741,1.50878549,4.65348439,1.37726676,2.70015814,0.00000000
-5.27363682,6.18234068,0.02491444,1.46068305,4.60768913,1.38614069,2.67055920,0.00000000
-5.26763382,6.10381342,0.02438208,1.41179135,4.55981872,1.39562302,2.64064037,0.00000000
-5.26163082,6.02610245,0.02385293,1.36270430,4.51041266,1.40576778,2.61101036,0.00000000
-5.25562781,5.95014398,0.02333881,1.31390819,4.45967862,1.41651700,2.58208505,0.00000000
-5.24962481,5.87641961,0.02285077,1.26577818,4.40751261,1.42770640,2.55408977,0.00000000
-5.24362181,5.80498713,0.02239923,1.21858064,4.35353771,1.43907669,2.52707185,0.00000000
-5.23761881,5.73553275,0.02199404,1.17248075,4.29715852,1.45028994,2.50092220,0.00000000
-5.23161581,5.66744076,0.02164476,1.12755453,4.23762758,1.46094990,2.47540413,0.00000000
-5.22561281,5.59987542,0.02136080,1.08380417,4.17411939,1.47062495,2.45018721,0.00000000
-5.21960980,5.53186968,0.02115160,1.04117563,4.10580737,1.47887247,2.42488400,0.00000000
-5.21360680,5.46241479,0.02102681,0.99957711,4.03193882,1.48526296,2.39908699,0.00000000
-5.20760380,5.39054551,0.02099634,0.95889738,3.95190332,1.48940268,2.37240380,0.00000000
-5.20160080,5.31541574,0.02107040,0.91902275,3.86529063,1.49095353,2.34448824,0.00000000
-5.19559780,5.23636078,0.02125940,0.87985186,3.77193481,1.48964903,2.31506584,0.00000000
-5.18959480,5.15294282,0.02157379,0.84130749,3.67194208,1.48530566,2.28395250,0.00000000
-5.18359180,5.06497817,0.02202380,0.80334511,3.56570141,1.47782915,2.25106550,0.00000000
-5.17758879,4.97254545,0.02261905,0.76595779,3.45387754,1.46721550,2.21642684,0.00000000
-5.17158579,4.87597547,0.02336815,0.72917757,3.33738739,1.45354684,2.18015895,0.00000000
-5.16558279,4.77582445,0.02427817,0.69307362,3.21736175,1.43698283,2.14247371,0.00000000
-5.15957979,4.67283340,0.02535413,0.65774748,3.09509497,1.41774811,2.10365587,0.00000000
-5.15357679,4.56787681,0.02659848,0.62332613,2.97198587,1.39611683,2.06404213,0.00000000
-5.14757379,4.46190460,0.02801051,0.58995337,2.84947368,1.37239539,2.02399755,0.00000000
