energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up,Zn_p_up,Zn_d_up
-5.84392196,3.32903389,0.00952482,0.07538573,0.04514217,1.80258292,0.59803409,0.16274301,1.10728833,0.17058377
-5.83791896,3.43666570,0.00995042,0.07470969,0.04598113,1.86616912,0.62332664,0.16825355,1.14632706,0.17667082
-5.83191596,3.54010556,0.01044351,0.07392765,0.04690746,1.92708139,0.64745558,0.17374139,1.18317930,0.18279129
-5.82591296,3.63790919,0.01099900,0.07302794,0.04790476,1.98451337,0.67012769,0.17912593,1.21737212,0.18885761
-5.81990995,3.72857899,0.01160944,0.07199955,0.04895224,2.03763839,0.69104905,0.18431910,1.24843478,0.19477225
-5.81390695,3.81059507,0.01226513,0.07083287,0.05002530,2.08562545,0.70992996,0.18922735,1.27590718,0.20042991
-5.80790395,3.88244845,0.01295435,0.06952035,0.05109622,2.12765628,0.72649020,0.19375379,1.29934861,0.20572012
-5.80190095,3.94267591,0.01366360,0.06805695,0.05213490,2.16294316,0.74046444,0.19780064,1.31834654,0.21053007
-5.79589795,3.98989577,0.01437799,0.06644052,0.05310976,2.19074741,0.75160789,0.20127177,1.33252559,0.21474771
-5.78989495,4.02284397,0.01508160,0.06467197,0.05398864,2.21039798,0.75970204,0.20407539,1.34155628,0.21826493
-5.78389195,4.04040954,0.01575800,0.06275539,0.05473978,2.22130989,0.76456041,0.20612674,1.34516371,0.22098078
-5.77788894,4.04166861,0.01639067,0.06069790,0.05533276,2.22300192,0.76603398,0.20735071,1.34313574,0.22280461
-5.77188594,4.02591571,0.01696355,0.05850958,0.05573947,2.21511303,0.76401641,0.20768436,1.33533047,0.22365904
-5.76588294,3.99269150,0.01746155,0.05620315,0.05593498,2.19741684,0.75844858,0.20707912,1.32168281,0.22348261
-5.75987994,3.94180542,0.01787101,0.05379369,0.05589838,2.16983359,0.74932228,0.20550275,1.30220975,0.22223199
-5.75387694,3.87335245,0.01818011,0.05129834,0.05561344,2.13243889,0.73668296,0.20294079,1.27701396,0.21988379
-5.74787394,3.78772270,0.01837933,0.04873589,0.05506922,2.08546866,0.72063117,0.19939760,1.24628556,0.21643564
-5.74187094,3.68560323,0.01846166,0.04612650,0.05426043,2.02931982,0.70132255,0.19489679,1.21030164,0.21190676
-5.73586793,3.56797134,0.01842289,0.04349136,0.05318767,1.96454650,0.67896642,0.18948114,1.16942347,0.20633774
-5.72986493,3.43607936,0.01826165,0.04085244,0.05185748,1.89185140,0.65382260,0.18321189,1.12409120,0.19978971
-5.72386193,3.29143094,0.01797947,0.03823225,0.05028215,1.81207267,0.62619687,0.17616745,1.07481620,0.19234278
-5.71785893,3.13574951,0.01758070,0.03565366,0.04847940,1.72616642,0.59643485,0.16844161,1.02217106,0.18409391
-5.71185593,2.97094001,0.01707227,0.03313981,0.04647186,1.63518551,0.56491466,0.16014135,0.96677766,0.17515424
-5.70585293,2.79904501,0.01646346,0.03071402,0.04428641,1.54025530,0.53203865,0.15138416,0.90929357,0.16564598
-5.69984992,2.62219721,0.01576551,0.02839976,0.04195335,1.44254734,0.49822434,0.14229527,0.85039737,0.15569902
-5.69384692,2.44256988,0.01499127,0.02622072,0.03950560,1.34325195,0.46389509,0.13300461,0.79077343,0.14544738
-5.68784392,2.26232732,0.01415470,0.02420082,0.03697768,1.24355088,0.42947084,0.12364391,0.73109669,0.13502566
-5.68184092,2.08357734,0.01327047,0.02236430,0.03440483,1.14459098,0.39535924,0.11434372,0.67201810,0.12456557
-5.67583792,1.90832746,0.01235344,0.02073588,0.03182208,1.04746006,0.36194753,0.10523088,0.61415123,0.11419280
-5.66983492,1.73844634,0.01141826,0.01934078,0.02926336,0.95316566,0.32959552,0.09642609,0.55806065,0.10402417
-5.66383192,1.57563187,0.01047897,0.01820486,0.02676076,0.86261755,0.29862981,0.08804200,0.50425229,0.09416529
-5.65782891,1.42138657,0.00954865,0.01735463,0.02434385,0.77661436,0.26933955,0.08018160,0.45316628,0.08470876
-5.65182591,1.27700082,0.00863914,0.01681727,0.02203916,0.69583473,0.24197362,0.07293714,0.40517223,0.07573287
-5.64582291,1.14354398,0.00776081,0.01662051,0.01986980,0.62083281,0.21673951,0.06638940,0.36056720,0.06730088
-5.63981991,1.02186292,0.00692242,0.01679247,0.01785516,0.55203822,0.19380350,0.06060736,0.31957597,0.05946092
-5.63381691,0.91258740,0.00613108,0.01736136,0.01601085,0.48975977,0.17329235,0.05564822,0.28235373,0.05224625
-5.62781391,0.81614118,0.00539220,0.01835504,0.01434868,0.43419274,0.15529603,0.05155766,0.24899068,0.04567606
-5.62181091,0.73275789,0.00470958,0.01980045,0.01287673,0.38542885,0.13987146,0.04837030,0.21951824,0.03975661
-5.61580790,0.66250026,0.00408548,0.02172294,0.01159959,0.34346841,0.12704696,0.04611031,0.19391658,0.03448260
-5.60980490,0.60528172,0.00352081,0.02414539,0.01051861,0.30823385,0.11682718,0.04479207,0.17212290,0.02983879
-5.60380190,0.56088896,0.00301530,0.02708735,0.00963217,0.27958407,0.10919832,0.04442081,0.15404026,0.02580165
-5.59779890,0.52900479,0.00256767,0.03056394,0.00893605,0.25732894,0.10413343,0.04499330,0.13954653,0.02234113
-5.59179590,0.50923022,0.00217588,0.03458490,0.00842373,0.24124350,0.10159757,0.04649838,0.12850307,0.01942229
-5.58579290,0.50110552,0.00183733,0.03915352,0.00808673,0.23108155,0.10155289,0.04891757,0.12076313,0.01700689
-5.57978989,0.50412961,0.00154906,0.04426573,0.00791493,0.22658815,0.10396327,0.05222560,0.11617954,0.01505483
-5.57378689,0.51777790,0.00130792,0.04990932,0.00789689,0.22751112,0.10879867,0.05639090,0.11461175,0.01352545
-5.56778389,0.54151851,0.00111081,0.05606341,0.00802010,0.23361120,0.11603906,0.06137622,0.11593198,0.01237858
-5.56178089,0.57482707,0.00095474,0.06269815,0.00827127,0.24467109,0.12567778,0.06713931,0.12003060,0.01157551
-5.55577789,0.61720024,0.00083705,0.06977484,0.00863659,0.26050313,0.13772454,0.07363375,0.12682057,0.01107971
-5.54977489,0.66816822,0.00075542,0.07724635,0.00910195,0.28095589,0.15220773,0.08080994,0.13624106,0.01085738
-5.54377189,0.72730636,0.00070802,0.08505806,0.00965324,0.30591941,0.16917608,0.08861632,0.14826003,0.01087796
-5.53776888,0.79424581,0.00069351,0.09314910,0.01027656,0.33532936,0.18869967,0.09700075,0.16287603,0.01111434
-5.53176588,0.86868324,0.00071108,0.10145407,0.01095854,0.36916970,0.21086988,0.10591211,0.18011885,0.01154317
-5.52576288,0.95038909,0.00076046,0.10990502,0.01168658,0.40747394,0.23579849,0.11530198,0.20004918,0.01214488
-5.51975988,1.03921410,0.00084187,0.11843373,0.01244915,0.45032477,0.26361548,0.12512642,0.22275712,0.01290374
-5.51375688,1.13509340,0.00095603,0.12697416,0.01323610,0.49785170,0.29446550,0.13534772,0.24835932,0.01380783
-5.50775388,1.23804747,0.00110405,0.13546487,0.01403891,0.55022667,0.32850290,0.14593590,0.27699492,0.01484892
-5.50175088,1.34817940,0.00128738,0.14385136,0.01485101,0.60765730,0.36588529,0.15687009,0.30881991,0.01602233
-5.49574787,1.46566768,0.00150772,0.15208823,0.01566799,0.67037770,0.40676545,0.16813940,0.34400025,0.01732665
-5.48974487,1.59075407,0.00176693,0.16014086,0.01648777,0.73863670,0.45128186,0.17974335,0.38270335,0.01876346
-5.48374187,1.72372638,0.00206690,0.16798667,0.01731080,0.81268376,0.49954802,0.19169170,0.42508851,0.02033698
-5.47773887,1.86489600,0.00240948,0.17561574,0.01814006,0.89275257,0.55164073,0.20400366,0.47129612,0.02205360
-5.47173587,2.01457081,0.00279633,0.18303076,0.01898107,0.97904298,0.60758797,0.21670633,0.52143615,0.02392137
-5.46573287,2.17302395,0.00322881,0.19024636,0.01984176,1.07170167,0.66735677,0.22983267,0.57557632,0.02594941
-5.45972986,2.34045982,0.00370792,0.19728769,0.02073222,1.17080243,0.73084173,0.24341867,0.63373030,0.02814728
-5.45372686,2.51697858,0.00423417,0.20418835,0.02166443,1.27632688,0.79785504,0.25750021,0.69584665,0.03052427
-5.44772386,2.70254098,0.00480750,0.21098789,0.02265179,1.38814663,0.86811845,0.27210948,0.76179899,0.03308865
-5.44172086,2.89693545,0.00542728,0.21772881,0.02370862,1.50600796,0.94125818,0.28727124,0.83137807,0.03584698
-5.43571786,3.09974933,0.00609217,0.22445337,0.02484959,1.62951997,1.01680324,0.30299924,0.90428623,0.03880335
-5.42971486,3.31034630,0.00680023,0.23120029,0.02608907,1.75814714,1.09418770,0.31929265,0.98013486,0.04195868
-5.42371186,3.52785159,0.00754882,0.23800162,0.02744042,1.89120705,1.17275731,0.33613320,1.05844511,0.04531017
-5.41770885,3.75114647,0.00833472,0.24487980,0.02891534,2.02787384,1.25178050,0.35348273,1.13865231,0.04885070
-5.41170585,3.97887291,0.00915414,0.25184535,0.03052319,2.16718767,1.33046384,0.37128163,1.22011393,0.05256853
-5.40570285,4.20944895,0.01000284,0.25889493,0.03227034,2.30807005,1.40797131,0.38944817,1.30212119,0.05644699
-5.39969985,4.44109448,0.01087618,0.26601032,0.03415962,2.44934485,1.48344708,0.40787875,1.38391393,0.06046444
-5.39369685,4.67186686,0.01176926,0.27315799,0.03618986,2.58976414,1.55604070,0.42644914,1.46469821,0.06459437
-5.38769385,4.89970500,0.01267705,0.28028954,0.03835552,2.72803802,1.62493376,0.44501666,1.54366612,0.06880569
-5.38169085,5.12248013,0.01359445,0.28734290,0.04064648,2.86286711,1.68936680,0.46342317,1.62001681,0.07306318
-5.37568784,5.33805095,0.01451644,0.29424414,0.04304798,2.99297637,1.74866517,0.48149875,1.69297804,0.07732815
-5.36968484,5.54432081,0.01543815,0.30090997,0.04554069,3.11714869,1.80226250,0.49906597,1.76182719,0.08155920
-5.36368184,5.73929420,0.01635492,0.30725059,0.04810097,3.23425672,1.84972062,0.51594440,1.82591076,0.08571317
-5.35767884,5.92112983,0.01726235,0.31317294,0.05070125,3.34329149,1.89074471,0.53195527,1.88466157,0.08974606
-5.35167584,6.08818796,0.01815633,0.31858399,0.05331058,3.44338649,1.92519284,0.54692608,1.93761276,0.09361417
-5.34567284,6.23906983,0.01903299,0.32339407,0.05589531,3.53383610,1.95307935,0.56069485,1.98440800,0.09727509
-5.33966983,6.37264723,0.01988871,0.32751993,0.05841989,3.61410753,1.97457153,0.57311396,2.02480747,0.10068877
-5.33366683,6.48808130,0.02072001,0.33088755,0.06084770,3.68384586,1.98997985,0.58405339,2.05868927,0.10381845
-5.32766383,6.58482968,0.02152348,0.33343446,0.06314202,3.74287209,1.99974185,0.59340327,2.08604638,0.10663153
-5.32166083,6.66264217,0.02229569,0.33511148,0.06526696,3.79117436,2.00440064,0.60107563,2.10697926,0.10910023
-5.31565783,6.72154543,0.02303310,0.33588395,0.06718843,3.82889300,2.00457876,0.60700544,2.12168452,0.11120215
-5.30965483,6.76181796,0.02373193,0.33573228,0.06887507,3.85630047,2.00094872,0.61115086,2.13044043,0.11292060
-5.30365183,6.78395706,0.02438810,0.33465191,0.07029907,3.87377719,1.99420168,0.61349290,2.13358987,0.11424473
-5.29764882,6.78863984,0.02499717,0.33265276,0.07143699,3.88178489,1.98501576,0.61403442,2.13152172,0.11516947
-5.29164582,6.77668080,0.02555432,0.32975812,0.07227038,3.88083890,1.97402553,0.61279871,2.12465175,0.11569528
-5.28564282,6.74898847,0.02605433,0.32600323,0.07278635,3.87148105,1.96179428,0.60982784,2.11340388,0.11582774
-5.27963982,6.70652368,0.02649163,0.32143355,0.07297792,3.85425474,1.94879041,0.60518068,2.09819292,0.11557705
-5.27363682,6.65026197,0.02686042,0.31610282,0.07284429,3.82968354,1.93536914,0.59893110,2.07940961,0.11495732
-5.26763382,6.58116227,0.02715474,0.31007119,0.07239095,3.79825462,1.92176049,0.59116608,2.05740877,0.11398594
-5.26163082,6.50014350,0.02736872,0.30340333,0.07162962,3.76040788,1.90806412,0.58198418,2.03250116,0.11268287
-5.25562781,6.40807047,0.02749668,0.29616676,0.07057807,3.71653138,1.89425132,0.57149424,2.00494937,0.11106994
-5.24962481,6.30574956,0.02753345,0.28843041,0.06925984,3.66696318,1.88017397,0.55981437,1.97496795,0.10917029
-5.24362181,6.19393411,0.02747454,0.28026347,0.06770381,3.61199952,1.86558001,0.54707139,1.94272758,0.10700783
-5.23761881,6.07333891,0.02731637,0.27173465,0.06594373,3.55190846,1.85013462,0.53340044,1.90836304,0.10460687
-5.23161581,5.94466219,0.02705658,0.26291168,0.06401759,3.48694817,1.83344584,0.51894497,1.87198419,0.10199188
-5.22561281,5.80861345,0.02669415,0.25386116,0.06196701,3.41738837,1.81509333,0.50385677,1.83368942,0.09918732
-5.21960980,5.66594441,0.02622962,0.24464873,0.05983650,3.34353331,1.79465870,0.48829610,1.79358028,0.09621767
-5.21360680,5.51748057,0.02566521,0.23533933,0.05767274,3.26574454,1.77175565,0.47243158,1.75177654,0.09310749
-5.20760380,5.36415042,0.02500491,0.22599761,0.05552378,3.18446159,1.74605824,0.45643998,1.70843030,0.08988154
-5.20160080,5.20700941,0.02425452,0.21668844,0.05343819,3.10021871,1.71732590,0.44050543,1.66373823,0.08656501
-5.19559780,5.04725627,0.02342162,0.20747720,0.05146419,3.01365620,1.68542358,0.42481825,1.61795086,0.08318362
-5.18959480,4.88623936,0.02251545,0.19843007,0.04964883,2.92552486,1.65033597,0.40957300,1.57137814,0.07976374
-5.18359180,4.72545162,0.02154687,0.18961406,0.04803700,2.83668273,1.61217515,0.39496604,1.52439061,0.07633247
-5.17758879,4.56651323,0.02052808,0.18109676,0.04667056,2.74808365,1.57118101,0.38119225,1.47741591,0.07291748
-5.17158579,4.41114207,0.01947250,0.17294588,0.04558737,2.66075774,1.52771472,0.36844124,1.43093049,0.06954685
-5.16558279,4.26111276,0.01839446,0.16522857,0.04482043,2.57578428,1.48224542,0.35689296,1.38544693,0.06624875
-5.15957979,4.11820607,0.01730901,0.15801043,0.04439691,2.49425838,1.43533110,0.34671308,1.34149725,0.06305091
-5.15357679,3.98415111,0.01623164,0.15135449,0.04433741,2.41725272,1.38759466,0.33804810,1.29961321,0.05998014
-5.14757379,3.86056334,0.01517806,0.14532006,0.04465516,2.34577659,1.33969667,0.33102063,1.26030464,0.05706160
-5.14157079,3.74888204,0.01416398,0.13996166,0.04535542,2.28073445,1.29230632,0.32572509,1.22403696,0.05431816
-5.13556778,3.65031082,0.01320492,0.13532809,0.04643502,2.22288622,1.24607229,0.32222400,1.19120926,0.05176966
-5.12956478,3.56576506,0.01231608,0.13146173,0.04788211,2.17281189,1.20159504,0.32054522,1.16213427,0.04943233
-5.12356178,3.49582960,0.01151221,0.12839816,0.04967610,2.13088257,1.15940236,0.32068036,1.13702147,0.04731817
-5.11755878,3.44072973,0.01080755,0.12616624,0.05178791,2.09723987,1.11992917,0.32258451,1.11596443,0.04543458
-5.11155578,3.40031776,0.01021579,0.12478853,0.05418046,2.07178510,1.08350287,0.32617745,1.09893319,0.04378407
-5.10555278,3.37407647,0.00975005,0.12428224,0.05680949,2.05417926,1.05033482,0.33134633,1.08577240,0.04236425
-5.09954977,3.36113995,0.00942286,0.12466050,0.05962465,2.04385410,1.02051841,0.33794980,1.07620526,0.04116793
-5.09354677,3.36033123,0.00924618,0.12593403,0.06257085,2.04003403,0.99403358,0.34582348,1.06984343,0.04018357
-5.08754377,3.37021498,0.00923138,0.12811300,0.06558986,2.04176788,0.97075737,0.35478643,1.06620223,0.03939576
-5.08154077,3.38916277,0.00938917,0.13120900,0.06862217,2.04796902,0.95047981,0.36464846,1.06472055,0.03878607
-5.07553777,3.41542763,0.00972955,0.13523693,0.07160889,2.05746194,0.93292403,0.37521779,1.06478444,0.03833387
-5.06953477,3.44722379,0.01026161,0.14021670,0.07449375,2.06903280,0.91776933,0.38630870,1.06575305,0.03801743
-5.06353177,3.48280757,0.01099339,0.14617445,0.07722514,2.08148146,0.90467583,0.39774877,1.06698570,0.03781492
-5.05752876,3.52055482,0.01193156,0.15314333,0.07975794,2.09367221,0.89330919,0.40938524,1.06786861,0.03770550
-5.05152576,3.55903097,0.01308110,0.16116352,0.08205532,2.10458076,0.88336409,0.42109013,1.06783987,0.03767038
-5.04552276,3.59704976,0.01444490,0.17028154,0.08409007,2.11333504,0.87458497,0.43276385,1.06641156,0.03769371
-5.03951976,3.63371777,0.01602333,0.18054870,0.08584580,2.11924786,0.86678324,0.44433704,1.06318776,0.03776339
-5.03351676,3.66846252,0.01781378,0.19201882,0.08731764,2.12183997,0.85984987,0.45577052,1.05787780,0.03787166
-5.02751376,3.70104297,0.01981016,0.20474515,0.08851249,2.12085272,0.85376288,0.46705340,1.05030420,0.03801549
-5.02151076,3.73154238,0.02200250,0.21877679,0.08944890,2.11624978,0.84858963,0.47819948,1.04040497,0.03819678
-5.01550775,3.76034430,0.02437656,0.23415461,0.09015641,2.10820856,0.84448390,0.48924207,1.02823067,0.03842228
-5.00950475,3.78809388,0.02691351,0.25090702,0.09067457,2.09710199,0.84167812,0.50022780,1.01393640,0.03870331
-5.00350175,3.81564696,0.02958981,0.26904582,0.09105147,2.08347215,0.84047162,0.51120960,0.99776944,0.03905527
-4.99749875,3.84401057,0.03237718,0.28856234,0.09134197,2.06799748,0.84121549,0.52223947,0.98005362,0.03949700
-4.99149575,3.87427834,0.03524275,0.30942428,0.09160575,2.05145574,0.84429537,0.53336157,0.96117120,0.04004996
-4.98549275,3.90756504,0.03814942,0.33157328,0.09190509,2.03468468,0.85011295,0.54460595,0.94154350,0.04073732
-4.97948974,3.94494374,0.04105644,0.35492370,0.09230260,2.01854277,0.85906757,0.55598353,0.92161139,0.04158299
-4.97348674,3.98738908,0.04392012,0.37936254,0.09285898,2.00387179,0.87153871,0.56748259,0.90181653,0.04261063
-4.96748374,4.03572960,0.04669480,0.40475068,0.09363085,1.99146313,0.88787031,0.57906693,0.88258444,0.04384270
-4.96148074,4.09061091,0.04933393,0.43092539,0.09466872,1.98202910,0.90835766,0.59067606,0.86430992,0.04529953
-4.95547774,4.15247116,0.05179128,0.45770418,0.09601524,1.97618018,0.93323727,0.60222715,0.84734542,0.04699848
-4.94947474,4.22152895,0.05402225,0.48488950,0.09770366,1.97440866,0.96267989,0.61361867,0.83199264,0.04895328
-4.94347174,4.29778317,0.05598515,0.51227445,0.09975670,1.97707873,0.99678671,0.62473558,0.81849723,0.05117340
-4.93746873,4.38102349,0.05764256,0.53964882,0.10218567,1.98442278,1.03558842,0.63545544,0.80704670,0.05366359
-4.93146573,4.47084944,0.05896248,0.56680531,0.10499005,1.99654299,1.07904677,0.64565521,0.79777089,0.05642359
-4.92546273,4.56669578,0.05991942,0.59354558,0.10815733,2.01341747,1.12705785,0.65521811,0.79074476,0.05944792
-4.91945973,4.66786151,0.06049528,0.61968558,0.11166327,2.03490983,1.17945656,0.66404011,0.78599275,0.06272582
-4.91345673,4.77353994,0.06068002,0.64505995,0.11547241,2.06078103,1.23602152,0.67203554,0.78349431,0.06624130
-4.90745373,4.88284739,0.06047201,0.66952528,0.11953900,2.09070240,1.29647967,0.67914139,0.78318982,0.06997325
-4.90145073,4.99484858,0.05987819,0.69296177,0.12380807,2.12426903,1.36051023,0.68532007,0.78498653,0.07389572
-4.89544772,5.10857736,0.05891387,0.71527350,0.12821678,2.16101273,1.42774739,0.69056040,0.78876416,0.07797818
-4.88944472,5.22305183,0.05760231,0.73638707,0.13269607,2.20041397,1.49778175,0.69487674,0.79437964,0.08218590
-4.88344172,5.33728406,0.05597403,0.75624883,0.13717227,2.24191285,1.57016049,0.69830645,0.80167118,0.08648041
-4.87743872,5.45028477,0.05406591,0.77482101,0.14156904,2.28491884,1.64438657,0.70090576,0.81046141,0.09082002
-4.87143572,5.56106436,0.05192016,0.79207687,0.14580926,2.32881983,1.71991741,0.70274451,0.82055987,0.09516031
-4.86543272,5.66863187,0.04958311,0.80799546,0.14981700,2.37299062,1.79616380,0.70390008,0.83176496,0.09945490
-4.85942971,5.77199393,0.04710399,0.82255634,0.15351953,2.41680170,1.87248972,0.70445116,0.84386582,0.10365609
-4.85342671,5.87015568,0.04453371,0.83573479,0.15684925,2.45962867,1.94821392,0.70447160,0.85664427,0.10771570
-4.84742371,5.96212580,0.04192365,0.84749785,0.15974556,2.50086289,2.02261406,0.70402513,0.86987731,0.11158600
-4.84142071,6.04692706,0.03932461,0.85780168,0.16215656,2.53992371,2.09493389,0.70316115,0.88334040,0.11522065
-4.83541771,6.12361380,0.03678582,0.86659053,0.16404072,2.57627257,2.16439417,0.70191214,0.89681163,0.11857581
-4.82941471,6.19129673,0.03435418,0.87379748,0.16536817,2.60942884,2.23020725,0.70029275,0.91007708,0.12161124
-4.82341171,6.24917489,0.03207362,0.87934699,0.16612190,2.63898718,2.29159532,0.69830083,0.92293713,0.12429147
-4.81740870,6.29657367,0.02998469,0.88315932,0.16629857,2.66463575,2.34781181,0.69592029,0.93521368,0.12658698
-4.81140570,6.33298742,0.02812431,0.88515636,0.16590912,2.68617465,2.39816511,0.69312561,0.94675788,0.12847528
-4.80540270,6.35812387,0.02652563,0.88526881,0.16497898,2.70353338,2.44204358,0.68988772,0.95745815,0.12994202
-4.79939970,6.37194785,0.02521810,0.88344394,0.16354792,2.71678628,2.47894037,0.68618084,0.96724772,0.13098184
-4.79339670,6.37472064,0.02422755,0.87965367,0.16166957,2.72616466,2.50847675,0.68198970,0.97611139,0.13159908
-4.78739370,6.36703197,0.02357640,0.87390215,0.15941057,2.73206443,2.53042218,0.67731672,0.98409078,0.13180828
-4.78139070,6.34982114,0.02328382,0.86623239,0.15684935,2.73504820,2.54470982,0.67218849,0.99128766,0.13163431
-4.77538769,6.32438467,0.02336596,0.85673135,0.15407449,2.73584081,2.55144605,0.66666099,0.99786477,0.13111220
-4.76938469,6.29236809,0.02383602,0.84553293,0.15118286,2.73531785,2.55091301,0.66082323,1.00404394,0.13028666
-4.76338169,6.25574057,0.02470434,0.83281867,0.14827737,2.73448673,2.54356356,0.65479882,1.01010109,0.12921108
-4.75737869,6.21675188,0.02597833,0.81881575,0.14546447,2.73446060,2.53000835,0.64874524,1.01635840,0.12794637
-4.75137569,6.17787242,0.02766233,0.80379241,0.14285145,2.73642558,2.51099542,0.64285080,1.02317340,0.12655921
-4.74537269,6.14171769,0.02975736,0.78805072,0.14054361,2.74160213,2.48738296,0.63732926,1.03092567,0.12512020
-4.73936968,6.11096017,0.03226074,0.77191717,0.13864126,2.75120216,2.46010655,0.63241234,1.04000138,0.12370165
-4.73336668,6.08823191,0.03516568,0.75573140,0.13723681,2.76638319,2.43014247,0.62834045,1.05077644,0.12237520
-4.72736368,6.07602206,0.03846076,0.73983361,0.13641184,2.78820163,2.39846889,0.62535219,1.06359896,0.12120941
-4.72136068,6.07657407,0.04212945,0.72455138,0.13623440,2.81756703,2.36602711,0.62367300,1.07877178,0.12026732
-4.71535768,6.09178735,0.04614961,0.71018658,0.13675650,2.85519948,2.33368483,0.62350372,1.09653595,0.11960411
-4.70935468,6.12312806,0.05049304,0.69700297,0.13801196,2.90159185,2.30220346,0.62500952,1.11705594,0.11926501
-4.70335168,6.17155359,0.05512520,0.68521533,0.14001466,2.95697885,2.27221119,0.62831000,1.14040726,0.11928347
-4.69734867,6.23745427,0.06000492,0.67498054,0.14275727,3.02131428,2.24418325,0.63347079,1.16656711,0.11967978
-4.69134567,6.32061549,0.06508451,0.66639123,0.14621060,3.09425751,2.21843010,0.64049725,1.19540858,0.12046004
-4.68534267,6.42020195,0.07030982,0.65947218,0.15032350,3.17517005,2.19509421,0.64933057,1.22669863,0.12161574
-4.67933967,6.53476520,0.07562075,0.65417980,0.15502341,3.26312239,2.17415515,0.65984651,1.26009992,0.12312377
-4.67333667,6.66227402,0.08095185,0.65040452,0.16021760,3.35691089,2.15544247,0.67185680,1.29517665,0.12494703
-4.66733367,6.80016650,0.08623325,0.64797612,0.16579504,3.45508426,2.13865526,0.68511325,1.33140386,0.12703548
-4.66133067,6.94542153,0.09139172,0.64667147,0.17162890,3.55597845,2.12338697,0.69931428,1.36818014,0.12932772
-4.65532766,7.09464655,0.09635210,0.64622447,0.17757964,3.65775883,2.10915389,0.71411365,1.40484298,0.13175292
-4.64932466,7.24417786,0.10103872,0.64633745,0.18349850,3.75846790,2.09542529,0.72913088,1.44068628,0.13423309
-4.64332166,7.39018929,0.10537709,0.64669356,0.18923148,3.85607687,2.08165352,0.74396302,1.47497939,0.13668562
