energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-5.70585293,2.70511147,0.02063324,0.00000000,0.04264105,0.18726191,0.66852361,1.01814979,1.47855070,0.00000000
-5.69984992,2.72437827,0.02027887,0.00000000,0.04414279,0.18208409,0.66623457,1.04133038,1.48535541,0.00000000
-5.69384692,2.74994524,0.01997026,0.00000000,0.04558588,0.17723479,0.66690173,1.06710573,1.49558992,0.00000000
-5.68784392,2.78153851,0.01971086,0.00000000,0.04696172,0.17273812,0.67066635,1.09508122,1.50924837,0.00000000
-5.68184092,2.81869907,0.01950273,0.00000000,0.04826073,0.16860502,0.67757607,1.12481118,1.52620744,0.00000000
-5.67583792,2.86076905,0.01934632,0.00000000,0.04947223,0.16483296,0.68757663,1.15579730,1.54621684,0.00000000
-5.66983492,2.90688633,0.01924037,0.00000000,0.05058436,0.16140636,0.70050730,1.18748964,1.56889476,0.00000000
-5.66383192,2.95598833,0.01918185,0.00000000,0.05158416,0.15829760,0.71610020,1.21929059,1.59372884,0.00000000
-5.65782891,3.00682592,0.01916594,0.00000000,0.05245773,0.15546852,0.73398406,1.25056192,1.62008321,0.00000000
-5.65182591,3.05798737,0.01918617,0.00000000,0.05319051,0.15287250,0.75369212,1.28063503,1.64721157,0.00000000
-5.64582291,3.10793201,0.01923454,0.00000000,0.05376772,0.15045687,0.77467429,1.30882421,1.67427619,0.00000000
-5.63981991,3.15503284,0.01930179,0.00000000,0.05417489,0.14816571,0.79631300,1.33444254,1.70037225,0.00000000
-5.63381691,3.19762638,0.01937770,0.00000000,0.05439845,0.14594277,0.81794241,1.35682007,1.72455680,0.00000000
-5.62781391,3.23406830,0.01945142,0.00000000,0.05442638,0.14373447,0.83887005,1.37532337,1.74588123,0.00000000
-5.62181091,3.26279215,0.01951194,0.00000000,0.05424894,0.14149291,0.85840029,1.38937596,1.76342595,0.00000000
-5.61580790,3.28236912,0.01954845,0.00000000,0.05385927,0.13917863,0.87585846,1.39847849,1.77633586,0.00000000
-5.60980490,3.29156587,0.01955079,0.00000000,0.05325408,0.13676311,0.89061489,1.40222782,1.78385499,0.00000000
-5.60380190,3.28939779,0.01950990,0.00000000,0.05243409,0.13423086,0.90210762,1.40033419,1.78535881,0.00000000
-5.59779890,3.27517531,0.01941814,0.00000000,0.05140449,0.13158109,0.90986294,1.39263536,1.78038262,0.00000000
-5.59179590,3.24854060,0.01926971,0.00000000,0.05017517,0.12882871,0.91351287,1.37910713,1.76864475,0.00000000
-5.58579290,3.20949305,0.01906082,0.00000000,0.04876078,0.12600479,0.91280874,1.35986952,1.75006318,0.00000000
-5.57978989,3.15840174,0.01878995,0.00000000,0.04718068,0.12315638,0.90763035,1.33518802,1.72476497,0.00000000
-5.57378689,3.09600418,0.01845792,0.00000000,0.04545863,0.12034556,0.89799029,1.30546987,1.69308765,0.00000000
-5.56778389,3.02339090,0.01806787,0.00000000,0.04362236,0.11764799,0.88403320,1.27125509,1.65557253,0.00000000
-5.56178089,2.94197628,0.01762520,0.00000000,0.04170299,0.11515069,0.86603005,1.23320257,1.61294996,0.00000000
-5.55577789,2.85345646,0.01713737,0.00000000,0.03973431,0.11294937,0.84436768,1.19207161,1.56611710,0.00000000
-5.54977489,2.75975602,0.01661361,0.00000000,0.03775193,0.11114515,0.81953407,1.14869953,1.51610910,0.00000000
-5.54377189,2.66296535,0.01606463,0.00000000,0.03579243,0.10984097,0.79210001,1.10397607,1.46406465,0.00000000
-5.53776888,2.56527122,0.01550219,0.00000000,0.03389246,0.10913769,0.76269798,1.05881575,1.41118754,0.00000000
-5.53176588,2.46888330,0.01493868,0.00000000,0.03208776,0.10912997,0.73199909,1.01412893,1.35870558,0.00000000
-5.52576288,2.37595960,0.01438667,0.00000000,0.03041237,0.10990221,0.70068912,0.97079293,1.30782866,0.00000000
-5.51975988,2.28853376,0.01385848,0.00000000,0.02889775,0.11152454,0.66944465,0.92962428,1.25970763,0.00000000
-5.51375688,2.20844708,0.01336575,0.00000000,0.02757212,0.11404915,0.63891020,0.89135307,1.21539557,0.00000000
-5.50775388,2.13728795,0.01291905,0.00000000,0.02645982,0.11750697,0.60967727,0.85660045,1.17581311,0.00000000
-5.50175088,2.07634111,0.01252755,0.00000000,0.02558080,0.12190503,0.58226615,0.82586023,1.14171892,0.00000000
-5.49574787,2.02654848,0.01219878,0.00000000,0.02495030,0.12722441,0.55711097,0.79948511,1.11368673,0.00000000
-5.48974487,1.98848311,0.01193843,0.00000000,0.02457861,0.13341916,0.53454866,0.77767815,1.09208948,0.00000000
-5.48374187,1.96233716,0.01175023,0.00000000,0.02447095,0.14041601,0.51481195,0.76048981,1.07709118,0.00000000
-5.47773887,1.94792406,0.01163593,0.00000000,0.02462752,0.14811519,0.49802669,0.74782049,1.06864671,0.00000000
-5.47173587,1.94469476,0.01159536,0.00000000,0.02504360,0.15639218,0.48421327,0.73942864,1.06650943,0.00000000
-5.46573287,1.95176711,0.01162655,0.00000000,0.02570980,0.16510058,0.47329206,0.73494388,1.07024603,0.00000000
-5.45972986,1.96796707,0.01172589,0.00000000,0.02661237,0.17407583,0.46509236,0.73388475,1.07925813,0.00000000
-5.45372686,1.99188000,0.01188840,0.00000000,0.02773358,0.18313986,0.45936453,0.73568021,1.09280936,0.00000000
-5.44772386,2.02190980,0.01210798,0.00000000,0.02905212,0.19210647,0.45579447,0.73969421,1.11005702,0.00000000
-5.44172086,2.05634339,0.01237769,0.00000000,0.03054364,0.20078721,0.45401997,0.74525206,1.13008676,0.00000000
-5.43571786,2.09341803,0.01269009,0.00000000,0.03218118,0.20899761,0.45364811,0.75166792,1.15194899,0.00000000
-5.42971486,2.13138861,0.01303749,0.00000000,0.03393568,0.21656346,0.45427295,0.75827192,1.17469542,0.00000000
-5.42371186,2.16859233,0.01341229,0.00000000,0.03577657,0.22332697,0.45549285,0.76443615,1.19741440,0.00000000
-5.41770885,2.20350816,0.01380718,0.00000000,0.03767216,0.22915244,0.45692677,0.76959834,1.21926352,0.00000000
-5.41170585,2.23480891,0.01421537,0.00000000,0.03959025,0.23393121,0.45822882,0.77328238,1.23949845,0.00000000
-5.40570285,2.26140395,0.01463079,0.00000000,0.04149854,0.23758583,0.45910072,0.77511488,1.25749679,0.00000000
-5.39969985,2.28247105,0.01504818,0.00000000,0.04336512,0.24007295,0.45930159,0.77483715,1.27277614,0.00000000
-5.39369685,2.29747641,0.01546317,0.00000000,0.04515895,0.24138507,0.45865498,0.77231225,1.28500598,0.00000000
-5.38769385,2.30618239,0.01587235,0.00000000,0.04685025,0.24155092,0.45705284,0.76752689,1.29401285,0.00000000
-5.38169085,2.30864298,0.01627319,0.00000000,0.04841092,0.24063446,0.45445648,0.76058814,1.29977907,0.00000000
-5.37568784,2.30518758,0.01666404,0.00000000,0.04981497,0.23873257,0.45089458,0.75171536,1.30243507,0.00000000
-5.36968484,2.29639415,0.01704401,0.00000000,0.05103884,0.23597147,0.44645860,0.74122759,1.30224600,0.00000000
-5.36368184,2.28305325,0.01741285,0.00000000,0.05206181,0.23250213,0.44129565,0.72952720,1.29959334,0.00000000
-5.35767884,2.26612469,0.01777084,0.00000000,0.05286622,0.22849466,0.43559950,0.71708048,1.29495242,0.00000000
-5.35167584,2.24668885,0.01811859,0.00000000,0.05343786,0.22413222,0.42960002,0.70439603,1.28886694,0.00000000
-5.34567284,2.22589489,0.01845693,0.00000000,0.05376611,0.21960445,0.42355156,0.69200201,1.28192167,0.00000000
-5.33966983,2.20490809,0.01878673,0.00000000,0.05384417,0.21510076,0.41772088,0.68042309,1.27471438,0.00000000
-5.33366683,2.18485843,0.01910874,0.00000000,0.05366914,0.21080388,0.41237491,0.67015811,1.26782837,0.00000000
-5.32766383,2.16679238,0.01942350,0.00000000,0.05324211,0.20688372,0.40776912,0.66165930,1.26180643,0.00000000
-5.32166083,2.15162990,0.01973115,0.00000000,0.05256808,0.20349191,0.40413664,0.65531391,1.25712742,0.00000000
-5.31565783,2.14012775,0.02003138,0.00000000,0.05165584,0.20075709,0.40167860,0.65142880,1.25418612,0.00000000
-5.30965483,2.13285070,0.02032334,0.00000000,0.05051781,0.19878125,0.40055607,0.65021854,1.25327703,0.00000000
-5.30365183,2.13015099,0.02060560,0.00000000,0.04916969,0.19763699,0.40088358,0.65179735,1.25458272,0.00000000
-5.29764882,2.13215677,0.02087609,0.00000000,0.04763009,0.19736597,0.40272469,0.65617507,1.25816672,0.00000000
-5.29164582,2.13876937,0.02113218,0.00000000,0.04592014,0.19797833,0.40608929,0.66325707,1.26397133,0.00000000
-5.28564282,2.14966910,0.02137060,0.00000000,0.04406291,0.19945328,0.41093296,0.67284799,1.27181993,0.00000000
-5.27963982,2.16432902,0.02158761,0.00000000,0.04208290,0.20174050,0.41715809,0.68465904,1.28142381,0.00000000
-5.27363682,2.18203581,0.02177901,0.00000000,0.04000544,0.20476246,0.42461674,0.69831830,1.29239276,0.00000000
-5.26763382,2.20191650,0.02194024,0.00000000,0.03785613,0.20841744,0.43311509,0.71338370,1.30424925,0.00000000
-5.26163082,2.22297003,0.02206657,0.00000000,0.03566027,0.21258310,0.44241911,0.72935785,1.31644519,0.00000000
-5.25562781,2.24410214,0.02215313,0.00000000,0.03344232,0.21712047,0.45226148,0.74570439,1.32838084,0.00000000
-5.24962481,2.26416235,0.02219514,0.00000000,0.03122542,0.22187825,0.46234929,0.76186492,1.33942498,0.00000000
-5.24362181,2.28198149,0.02218803,0.00000000,0.02903097,0.22669715,0.47237234,0.77727614,1.34893567,0.00000000
-5.23761881,2.29640879,0.02212755,0.00000000,0.02687832,0.23141439,0.48201188,0.79138652,1.35628088,0.00000000
-5.23161581,2.30634708,0.02200996,0.00000000,0.02478450,0.23586798,0.49094939,0.80367193,1.36085825,0.00000000
-5.22561281,2.31078519,0.02183218,0.00000000,0.02276408,0.23990081,0.49887523,0.81364993,1.36211346,0.00000000
-5.21960980,2.30882672,0.02159181,0.00000000,0.02082907,0.24336458,0.50549699,0.82089220,1.35955663,0.00000000
-5.21360680,2.29971439,0.02128736,0.00000000,0.01898895,0.24612325,0.51054723,0.82503493,1.35277641,0.00000000
-5.20760380,2.28284956,0.02091821,0.00000000,0.01725077,0.24805617,0.51379049,0.82578688,1.34145127,0.00000000
-5.20160080,2.25780659,0.02048476,0.00000000,0.01561925,0.24906072,0.51502936,0.82293518,1.32535796,0.00000000
-5.19559780,2.22434186,0.01998838,0.00000000,0.01409704,0.24905458,0.51410954,0.81634863,1.30437694,0.00000000
-5.18959480,2.18239759,0.01943148,0.00000000,0.01268491,0.24797733,0.51092371,0.80597867,1.27849476,0.00000000
-5.18359180,2.13210057,0.01881746,0.00000000,0.01138202,0.24579169,0.50541408,0.79185819,1.24780350,0.00000000
-5.17758879,2.07375622,0.01815064,0.00000000,0.01018624,0.24248412,0.49757378,0.77409819,1.21249751,0.00000000
-5.17158579,2.00783825,0.01743626,0.00000000,0.00909437,0.23806492,0.48744679,0.75288265,1.17286752,0.00000000
-5.16558279,1.93497476,0.01668033,0.00000000,0.00810246,0.23256777,0.47512669,0.72846184,1.12929266,0.00000000
-5.15957979,1.85593105,0.01588956,0.00000000,0.00720600,0.22604878,0.46075410,0.70114423,1.08223051,0.00000000
-5.15357679,1.77159002,0.01507126,0.00000000,0.00640022,0.21858503,0.44451303,0.67128756,1.03220578,0.00000000
-5.14757379,1.68293079,0.01423318,0.00000000,0.00568027,0.21027260,0.42662623,0.63928906,0.97979785,0.00000000
-5.14157079,1.59100619,0.01338340,0.00000000,0.00504136,0.20122429,0.40734963,0.60557537,0.92562771,0.00000000
-5.13556778,1.49691981,0.01253020,0.00000000,0.00447896,0.19156691,0.38696621,0.57059244,0.87034463,0.00000000
-5.12956478,1.40180326,0.01168193,0.00000000,0.00398889,0.18143836,0.36577932,0.53479550,0.81461291,0.00000000
-5.12356178,1.30679434,0.01084688,0.00000000,0.00356741,0.17098452,0.34410584,0.49863963,0.75909924,0.00000000
-5.11755878,1.21301636,0.01003316,0.00000000,0.00321128,0.16035600,0.32226915,0.46257100,0.70446067,0.00000000
-5.11155578,1.12155940,0.00924863,0.00000000,0.00291779,0.14970499,0.30059246,0.42701901,0.65133378,0.00000000
-5.10555278,1.03346356,0.00850074,0.00000000,0.00268477,0.13918212,0.27939225,0.39238953,0.60032492,0.00000000
-5.09954977,0.94970467,0.00779651,0.00000000,0.00251058,0.12893356,0.25897241,0.35905927,0.55200188,0.00000000
-5.09354677,0.87118234,0.00714242,0.00000000,0.00239405,0.11909832,0.23961886,0.32737143,0.50688696,0.00000000
-5.08754377,0.79871060,0.00654438,0.00000000,0.00233443,0.10980588,0.22159495,0.29763256,0.46545139,0.00000000
-5.08154077,0.73301089,0.00600770,0.00000000,0.00233134,0.10117422,0.20513765,0.27011067,0.42811113,0.00000000
-5.07553777,0.67470726,0.00553702,0.00000000,0.00238460,0.09330814,0.19045452,0.24503436,0.39522385,0.00000000
-5.06953477,0.62432349,0.00513632,0.00000000,0.00249418,0.08629804,0.17772150,0.22259306,0.36708699,0.00000000
-5.06353177,0.58228193,0.00480888,0.00000000,0.00266004,0.08021905,0.16708145,0.20293799,0.34393677,0.00000000
-5.05752876,0.54890361,0.00455732,0.00000000,0.00288200,0.07513052,0.15864349,0.18618383,0.32594783,0.00000000
-5.05152576,0.52440932,0.00438354,0.00000000,0.00315959,0.07107582,0.15248292,0.17241086,0.31323352,0.00000000
-5.04552276,0.50892145,0.00428874,0.00000000,0.00349189,0.06808247,0.14864190,0.16166726,0.30584653,0.00000000
-5.03951976,0.50246616,0.00427341,0.00000000,0.00387740,0.06616249,0.14713050,0.15397167,0.30377985,0.00000000
-5.03351676,0.50497596,0.00433729,0.00000000,0.00431391,0.06531297,0.14792841,0.14931550,0.30696801,0.00000000
-5.02751376,0.51629235,0.00447944,0.00000000,0.00479836,0.06551681,0.15098703,0.14766519,0.31528848,0.00000000
-5.02151076,0.53616869,0.00469812,0.00000000,0.00532674,0.06674362,0.15623194,0.14896409,0.32856341,0.00000000
-5.01550775,0.56427330,0.00499088,0.00000000,0.00589406,0.06895073,0.16356577,0.15313402,0.34656165,0.00000000
-5.00950475,0.60019294,0.00535448,0.00000000,0.00649429,0.07208433,0.17287135,0.16007650,0.36900128,0.00000000
-5.00350175,0.64343687,0.00578494,0.00000000,0.00712036,0.07608065,0.18401512,0.16967366,0.39555265,0.00000000
-4.99749875,0.69344163,0.00627750,0.00000000,0.00776423,0.08086730,0.19685075,0.18178880,0.42584222,0.00000000
-4.99149575,0.74957685,0.00682670,0.00000000,0.00841700,0.08636463,0.21122286,0.19626688,0.45945705,0.00000000
-4.98549275,0.81115206,0.00742636,0.00000000,0.00906902,0.09248714,0.22697074,0.21293481,0.49595026,0.00000000
-4.97948974,0.87742480,0.00806969,0.00000000,0.00971013,0.09914498,0.24393197,0.23160182,0.53484728,0.00000000
-4.97348674,0.94760978,0.00874928,0.00000000,0.01032981,0.10624542,0.26194581,0.25205989,0.57565289,0.00000000
-4.96748374,1.02088917,0.00945729,0.00000000,0.01091752,0.11369437,0.28085617,0.27408443,0.61785888,0.00000000
-4.96148074,1.09642372,0.01018547,0.00000000,0.01146289,0.12139777,0.30051400,0.29743521,0.66095222,0.00000000
-4.95547774,1.17336441,0.01092533,0.00000000,0.01195608,0.12926299,0.32077909,0.32185761,0.70442334,0.00000000
-4.94947474,1.25086421,0.01166826,0.00000000,0.01238803,0.13720001,0.34152090,0.34708430,0.74777426,0.00000000
-4.94347174,1.32808963,0.01240562,0.00000000,0.01275071,0.14512250,0.36261863,0.37283713,0.79052632,0.00000000
-4.93746873,1.40423146,0.01312897,0.00000000,0.01303742,0.15294863,0.38396022,0.39882959,0.83222702,0.00000000
-4.93146573,1.47851441,0.01383010,0.00000000,0.01324292,0.16060176,0.40544052,0.42476937,0.87245584,0.00000000
-4.92546273,1.55020527,0.01450122,0.00000000,0.01336366,0.16801070,0.42695857,0.45036132,0.91082866,0.00000000
-4.91945973,1.61861925,0.01513506,0.00000000,0.01339783,0.17510993,0.44841417,0.47531059,0.94700072,0.00000000
-4.91345673,1.68312453,0.01572492,0.00000000,0.01334542,0.18183946,0.46970407,0.49932593,0.98066804,0.00000000
-4.90745373,1.74314489,0.01626479,0.00000000,0.01320822,0.18814455,0.49071787,0.52212312,1.01156725,0.00000000
-4.90145073,1.79816075,0.01674935,0.00000000,0.01298969,0.19397529,0.51133411,0.54342842,1.03947418,0.00000000
-4.89544772,1.84770874,0.01717404,0.00000000,0.01269488,0.19928615,0.53141687,0.56298211,1.06420129,0.00000000
-4.88944472,1.89138036,0.01753508,0.00000000,0.01233019,0.20403543,0.55081305,0.58054197,1.08559434,0.00000000
-4.88344172,1.92882022,0.01782940,0.00000000,0.01190318,0.20818492,0.56935094,0.59588673,1.10352877,0.00000000
-4.87743872,1.95972424,0.01805471,0.00000000,0.01142231,0.21169959,0.58684003,0.60881950,1.11790608,0.00000000
-4.87143572,1.98383847,0.01820939,0.00000000,0.01089663,0.21454755,0.60307250,0.61917099,1.12865070,0.00000000
-4.86543272,2.00095892,0.01829256,0.00000000,0.01033554,0.21670024,0.61782630,0.62680267,1.13570767,0.00000000
-4.85942971,2.01093262,0.01830397,0.00000000,0.00974849,0.21813287,0.63086987,0.63160967,1.13904146,0.00000000
-4.85342671,2.01366020,0.01824403,0.00000000,0.00914472,0.21882514,0.64196845,0.63352334,1.13863599,0.00000000
-4.84742371,2.00909985,0.01811381,0.00000000,0.00853305,0.21876216,0.65089153,0.63251351,1.13449603,0.00000000
-4.84142071,1.99727254,0.01791497,0.00000000,0.00792166,0.21793559,0.65742131,0.62859017,1.12664974,0.00000000
-4.83541771,1.97826808,0.01764983,0.00000000,0.00731795,0.21634486,0.66136164,0.62180461,1.11515227,0.00000000
-4.82941471,1.95225138,0.01732133,0.00000000,0.00672840,0.21399833,0.66254696,0.61224976,1.10008995,0.00000000
-4.82341171,1.91946848,0.01693307,0.00000000,0.00615851,0.21091448,0.66085079,0.60005973,1.08158475,0.00000000
-4.81740870,1.88025130,0.01648925,0.00000000,0.00561277,0.20712278,0.65619319,0.58540843,1.05979845,0.00000000
-4.81140570,1.83502076,0.01599473,0.00000000,0.00509468,0.20266431,0.64854681,0.56850717,1.03493601,0.00000000
-4.80540270,1.78428717,0.01545495,0.00000000,0.00460675,0.19759195,0.63794113,0.54960123,1.00724776,0.00000000
-4.79939970,1.72864776,0.01487591,0.00000000,0.00415061,0.19197013,0.62446452,0.52896546,0.97702988,0.00000000
-4.79339670,1.66878060,0.01426413,0.00000000,0.00372705,0.18587410,0.60826408,0.50689888,0.94462278,0.00000000
-4.78739370,1.60543501,0.01362651,0.00000000,0.00333618,0.17938860,0.58954306,0.48371846,0.91040749,0.00000000
-4.78139070,1.53941825,0.01297029,0.00000000,0.00297751,0.17260613,0.56855607,0.45975228,0.87479958,0.00000000
-4.77538769,1.47157903,0.01230286,0.00000000,0.00265004,0.16562469,0.54560220,0.43533214,0.83824112,0.00000000
-4.76938469,1.40278820,0.01163166,0.00000000,0.00235242,0.15854524,0.52101641,0.41078604,0.80119062,0.00000000
-4.76338169,1.33391743,0.01096401,0.00000000,0.00208303,0.15146881,0.49515958,0.38643061,0.76411155,0.00000000
-4.75737869,1.26581669,0.01030693,0.00000000,0.00184006,0.14449351,0.46840765,0.36256393,0.72745989,0.00000000
-4.75137569,1.19929173,0.00966702,0.00000000,0.00162161,0.13771161,0.44114049,0.33945893,0.69167127,0.00000000
-4.74537269,1.13508239,0.00905024,0.00000000,0.00142575,0.13120664,0.41373080,0.31735764,0.65714839,0.00000000
-4.73936968,1.07384295,0.00846185,0.00000000,0.00125058,0.12505084,0.38653376,0.29646649,0.62424936,0.00000000
-4.73336668,1.01612551,0.00790624,0.00000000,0.00109426,0.11930301,0.35987770,0.27695296,0.59327760,0.00000000
-4.72736368,0.96236708,0.00738686,0.00000000,0.00095506,0.11400684,0.33405623,0.25894355,0.56447378,0.00000000
-4.72136068,0.91288125,0.00690617,0.00000000,0.00083134,0.10918982,0.30932213,0.24252322,0.53801032,0.00000000
-4.71535768,0.86785477,0.00646562,0.00000000,0.00072161,0.10486284,0.28588311,0.22773639,0.51398874,0.00000000
-4.70935468,0.82734921,0.00606568,0.00000000,0.00062448,0.10102036,0.26389961,0.21458923,0.49243998,0.00000000
-4.70335168,0.79130771,0.00570588,0.00000000,0.00053871,0.09764132,0.24348456,0.20305340,0.47332774,0.00000000
-4.69734867,0.75956638,0.00538490,0.00000000,0.00046316,0.09469058,0.22470495,0.19307080,0.45655469,0.00000000
-4.69134567,0.73186996,0.00510072,0.00000000,0.00039680,0.09212091,0.20758515,0.18455928,0.44197117,0.00000000
-4.68534267,0.70789079,0.00485072,0.00000000,0.00033871,0.08987543,0.19211151,0.17741897,0.42938604,0.00000000
-4.67933967,0.68725025,0.00463187,0.00000000,0.00028804,0.08789036,0.17823812,0.17153896,0.41857903,0.00000000
-4.67333667,0.66954165,0.00444093,0.00000000,0.00024405,0.08609794,0.16589329,0.16680405,0.40931412,0.00000000
-4.66733367,0.65435335,0.00427456,0.00000000,0.00020605,0.08442942,0.15498637,0.16310122,0.40135303,0.00000000
-4.66133067,0.64129115,0.00412957,0.00000000,0.00017341,0.08281801,0.14541465,0.16032556,0.39446847,0.00000000
-4.65532766,0.62999873,0.00400301,0.00000000,0.00014558,0.08120157,0.13706994,0.15838536,0.38845621,0.00000000
-4.64932466,0.62017532,0.00389236,0.00000000,0.00012205,0.07952499,0.12984461,0.15720621,0.38314553,0.00000000
-4.64332166,0.61158972,0.00379565,0.00000000,0.00010237,0.07774225,0.12363677,0.15673388,0.37840755,0.00000000
