energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-3.88694347,2.90925552,-3.09595649,0.00048068,-0.00040943,0.16071117,-0.16667421,0.37977858,-0.45361297,2.01747365,-2.01440506,0.01484020,-0.01902667,0.85014672,-1.00089345,0.22170724,-0.29741850,0.25181960,-0.29589928
-3.88094047,2.83606278,-3.10124730,0.00047148,-0.00041493,0.15618042,-0.16562614,0.36153176,-0.44322217,1.97725270,-2.04472010,0.01426507,-0.01870785,0.81979277,-0.98650619,0.21253386,-0.28623714,0.24434843,-0.29328475
-3.87493747,2.75816949,-3.09844551,0.00046111,-0.00041938,0.15139814,-0.16429609,0.34305593,-0.43169762,1.93230700,-2.06895828,0.01368357,-0.01835448,0.78889572,-0.96958284,0.20367034,-0.27497209,0.23674399,-0.28983521
-3.86893447,2.67671777,-3.08756366,0.00044973,-0.00042274,0.14642641,-0.16270473,0.32455236,-0.41918934,1.88350510,-2.08673110,0.01309975,-0.01797069,0.75778027,-0.95035794,0.19518517,-0.26374455,0.22908447,-0.28561448
-3.86293147,2.59293091,-3.06866990,0.00043754,-0.00042500,0.14133486,-0.16087017,0.30621085,-0.40584803,1.83181481,-2.09772692,0.01251798,-0.01756052,0.72675764,-0.92907111,0.18714789,-0.25265985,0.22144504,-0.28069020
-3.85692846,2.50810317,-3.04189214,0.00042477,-0.00042612,0.13620043,-0.15880753,0.28820823,-0.39182169,1.77828849,-2.10172341,0.01194293,-0.01712780,0.69612666,-0.90596267,0.17962981,-0.24180670,0.21389870,-0.27513223
-3.85092546,2.42358686,-3.00742467,0.00041165,-0.00042612,0.13110665,-0.15652890,0.27070741,-0.37725297,1.72404537,-2.09859935,0.01137964,-0.01667608,0.66617524,-0.88127101,0.17270452,-0.23125747,0.20651729,-0.26901137
-3.84492246,2.34077622,-2.96553672,0.00039847,-0.00042498,0.12614278,-0.15404377,0.25385680,-0.36227741,1.67025111,-2.08834535,0.01083340,-0.01620858,0.63718188,-0.85523148,0.16644801,-0.22106943,0.19937225,-0.26239861
-3.83891946,2.26108791,-2.91658229,0.00038550,-0.00042273,0.12140258,-0.15135974,0.23778994,-0.34702237,1.61809498,-2.07107309,0.01030980,-0.01572819,0.60941663,-0.82807684,0.16093846,-0.21128664,0.19253529,-0.25536470
-3.83291646,2.18593818,-2.86101049,0.00037303,-0.00041937,0.11698290,-0.14848362,0.22262546,-0.33160682,1.56876493,-2.04702248,0.00981454,-0.01523745,0.58314132,-0.80003869,0.15625544,-0.20194255,0.18607851,-0.24798023
-3.82691346,2.11671694,-2.79937532,0.00036136,-0.00041495,0.11298191,-0.14542275,0.20846697,-0.31614156,1.52342134,-2.01656626,0.00935342,-0.01473870,0.55860875,-0.77134980,0.15247881,-0.19306286,0.18007421,-0.24031593
-3.82091046,2.05475935,-2.73234375,0.00035077,-0.00040951,0.10949739,-0.14218644,0.19540309,-0.30073000,1.48316993,-1.98021155,0.00893218,-0.01423408,0.53606061,-0.74224664,0.14968708,-0.18466865,0.17459419,-0.23244323
-3.81490745,2.00131570,-2.66070116,0.00034157,-0.00040311,0.10662475,-0.13878752,0.18350739,-0.28546916,1.44903486,-1.93859804,0.00855637,-0.01372565,0.51572429,-0.71297187,0.14795537,-0.17677940,0.16970858,-0.22443494
-3.80890445,1.95752061,-2.58535310,0.00033401,-0.00039585,0.10445515,-0.13524376,0.17283844,-0.27045075,1.42193271,-1.89249235,0.00823120,-0.01321554,0.49780851,-0.68377625,0.14735317,-0.16941573,0.16548424,-0.21636589
-3.80290145,1.92436286,-2.50732243,0.00032834,-0.00038782,0.10307366,-0.13157915,0.16343966,-0.25576226,1.40264829,-1.84277845,0.00796145,-0.01270603,0.48249803,-0.65491957,0.14794175,-0.16260183,0.16198287,-0.20831345
-3.79689845,1.90265694,-2.42774130,0.00032479,-0.00037916,0.10255763,-0.12782487,0.15533938,-0.24148778,1.39181335,-1.79044417,0.00775128,-0.01219961,0.46994780,-0.62667039,0.14977158,-0.15636719,0.15925884,-0.20035780
-3.79089545,1.89301792,-2.34783762,0.00032355,-0.00037001,0.10297514,-0.12402000,0.14855083,-0.22770859,1.38988886,-1.73656366,0.00760418,-0.01169915,0.46027684,-0.59930435,0.15287975,-0.15074772,0.15735700,-0.19258189
-3.78489245,1.89584069,-2.26891587,0.00032479,-0.00036055,0.10438389,-0.12021172,0.14307234,-0.21450328,1.39715175,-1.68227633,0.00752281,-0.01120788,0.45356226,-0.57310096,0.15728754,-0.14578616,0.15631048,-0.18507099
-3.77888944,1.91128490,-2.19233268,0.00032864,-0.00035098,0.10683029,-0.11645515,0.13888767,-0.20194758,1.41368671,-1.62876254,0.00750897,-0.01072942,0.44983400,-0.54833887,0.16299834,-0.14153167,0.15613877,-0.17791184
-3.77288644,1.93926639,-2.11946762,0.00033521,-0.00034151,0.11034892,-0.11281273,0.13596658,-0.19011365,1.43938357,-1.57721670,0.00756353,-0.01026781,0.44907042,-0.52528993,0.16999593,-0.13803885,0.15684604,-0.17119134
-3.76688344,1.97945588,-2.05169035,0.00034456,-0.00033236,0.11496240,-0.10935317,0.13426572,-0.17906913,1.47394036,-1.52881864,0.00768641,-0.00982742,0.45119544,-0.50421215,0.17824336,-0.13536594,0.15842005,-0.16499492
-3.76088044,2.03128521,-1.99032506,0.00035676,-0.00032379,0.12068152,-0.10615005,0.13372974,-0.16887581,1.51687223,-1.48470396,0.00787655,-0.00941293,0.45607719,-0.48534201,0.18768234,-0.13357265,0.16083148,-0.15940453
-3.75487744,2.09396121,-1.93661389,0.00037182,-0.00031603,0.12750581,-0.10328018,0.13429278,-0.15958816,1.56752586,-1.44593449,0.00813200,-0.00902916,0.46352872,-0.46888645,0.19823338,-0.13271751,0.16403394,-0.15449644
-3.74887444,2.16648671,-1.89168062,0.00038976,-0.00030933,0.13542434,-0.10082165,0.13588022,-0.15125177,1.62509893,-1.41346991,0.00844987,-0.00868099,0.47331057,-0.45501520,0.20979655,-0.13285500,0.16796458,-0.15033894
-3.74287144,2.24768808,-1.85649646,0.00041057,-0.00030394,0.14441683,-0.09885186,0.13841069,-0.14390186,1.68866397,-1.38814151,0.00882645,-0.00837322,0.48513535,-0.44385360,0.22225296,-0.13403258,0.17254537,-0.14698998
-3.73686843,2.33624835,-1.83184933,0.00043423,-0.00030007,0.15445503,-0.09744554,0.14179829,-0.13756193,1.75719563,-1.37062920,0.00925725,-0.00811042,0.49867430,-0.43547668,0.23546687,-0.13628790,0.17768490,-0.14449507
-3.73086543,2.43074448,-1.81831820,0.00046072,-0.00029794,0.16550419,-0.09667279,0.14595494,-0.13224278,1.82960034,-1.36144263,0.00973709,-0.00789680,0.51356537,-0.42990462,0.24928838,-0.13964606,0.18328072,-0.14288533
-3.72486243,2.52968740,-1.81625375,0.00048997,-0.00029774,0.17752471,-0.09659740,0.15079280,-0.12794180,1.90474726,-1.36090732,0.01026015,-0.00773605,0.52942273,-0.42710010,0.26355663,-0.14411747,0.18922209,-0.14217600
-3.71885943,2.63156336,-1.82576626,0.00052195,-0.00029964,0.19047387,-0.09727539,0.15622660,-0.12464285,1.98149921,-1.36915628,0.01082008,-0.00763126,0.54584730,-0.42696757,0.27810333,-0.14969601,0.19539298,-0.14236541
-3.71285643,2.73487466,-1.84672144,0.00055658,-0.00030377,0.20430748,-0.09875383,0.16217590,-0.12231656,2.05874254,-1.38612767,0.01141009,-0.00758479,0.56243776,-0.42935474,0.29275665,-0.15635788,0.20167527,-0.14343443
-3.70685343,2.83817853,-1.87874454,0.00059375,-0.00031026,0.21898154,-0.10107012,0.16856703,-0.12092117,2.13541468,-1.41156853,0.01202300,-0.00759824,0.57880173,-0.43405608,0.30734507,-0.16406103,0.20795197,-0.14534660
-3.70085043,2.94012244,-1.92123246,0.00063335,-0.00031919,0.23445369,-0.10425155,0.17533477,-0.12040390,2.21052854,-1.44504459,0.01265132,-0.00767236,0.59456654,-0.44081844,0.32170139,-0.17274529,0.21411030,-0.14804881
-3.69484742,3.03947470,-1.97337363,0.00067521,-0.00033064,0.25068447,-0.10831533,0.18242362,-0.12070275,2.28319283,-1.48595565,0.01328735,-0.00780709,0.60938923,-0.44934831,0.33566636,-0.18233306,0.22004461,-0.15147249
-3.68884442,3.13514926,-2.03417466,0.00071913,-0.00034463,0.26763831,-0.11326891,0.18978857,-0.12174869,2.35262782,-1.53355605,0.01392324,-0.00800150,0.62296541,-0.45932064,0.34909223,-0.19273071,0.22565890,-0.15553547
-3.68284142,3.22622394,-2.10249257,0.00076482,-0.00036120,0.28528414,-0.11911066,0.19739540,-0.12346812,2.41817601,-1.58697934,0.01455106,-0.00825387,0.63503652,-0.47038864,0.36184564,-0.20383044,0.23086896,-0.16014410
-3.67683842,3.31195175,-2.17707138,0.00081197,-0.00038034,0.30359551,-0.12583089,0.20522041,-0.12578553,2.47930779,-1.64526613,0.01516288,-0.00856169,0.64539537,-0.48219431,0.37381018,-0.21551261,0.23560403,-0.16519591
-3.67083542,3.39176494,-2.25658132,0.00086018,-0.00040206,0.32255029,-0.13341302,0.21324966,-0.12862618,2.53562194,-1.70739395,0.01575084,-0.00892176,0.65388967,-0.49437906,0.38488819,-0.22764843,0.23980791,-0.17058232
-3.66483242,3.46527214,-2.33965913,0.00090897,-0.00042633,0.34212977,-0.14183492,0.22147768,-0.13191873,2.58684149,-1.77230800,0.01630729,-0.00933021,0.66042358,-0.50659410,0.39500192,-0.24010288,0.24343951,-0.17619164
-3.65882941,3.53224894,-2.42494772,0.00095781,-0.00045311,0.36231721,-0.15107049,0.22990562,-0.13559762,2.63280530,-1.83895147,0.01682478,-0.00978261,0.66495718,-0.51851017,0.40409405,-0.25273779,0.24647292,-0.18191198
-3.65282641,3.59262257,-2.51113371,0.00100608,-0.00048236,0.38309572,-0.16109113,0.23853911,-0.13960524,2.67345602,-1.90629433,0.01729627,-0.01027399,0.66750402,-0.52982610,0.41212738,-0.26541484,0.24889689,-0.18763407
-3.64682341,3.64645163,-2.59698137,0.00105310,-0.00051400,0.40444566,-0.17186733,0.24738569,-0.14389359,2.70882523,-1.97335955,0.01771516,-0.01079895,0.66812684,-0.54027611,0.41908389,-0.27799857,0.25071388,-0.19325388
-3.64082041,3.69390184,-2.68136200,0.00109814,-0.00054795,0.42634142,-0.18337011,0.25645199,-0.14842556,2.73901657,-2.03924577,0.01807540,-0.01135167,0.66693188,-0.54963544,0.42496324,-0.29035915,0.25193864,-0.19867495
-3.63481741,3.73521909,-2.76327768,0.00114045,-0.00058409,0.44874784,-0.19557248,0.26574084,-0.15317570,2.76418760,-2.10314598,0.01837164,-0.01192601,0.66406177,-0.55772428,0.42978058,-0.30237490,0.25259648,-0.20381039
-3.62881441,3.77070090,-2.84187891,0.00117924,-0.00062228,0.47161631,-0.20845060,0.27524827,-0.15813037,2.78453146,-2.16436144,0.01859929,-0.01251552,0.65968769,-0.56440998,0.43356403,-0.31393450,0.25272127,-0.20858444
-3.62281141,3.80066768,-2.91647601,0.00121375,-0.00066232,0.49488074,-0.22198486,0.28496072,-0.16328751,2.80025883,-2.22231097,0.01875463,-0.01311349,0.65400080,-0.56960743,0.43635176,-0.32493884,0.25235324,-0.21293362
-3.61680840,3.82543489,-2.98654417,0.00124323,-0.00070398,0.51845363,-0.23616067,0.29485238,-0.16865574,2.81158131,-2.27653541,0.01883494,-0.01371302,0.64720360,-0.57327800,0.43818898,-0.33530241,0.25153668,-0.21680751
-3.61080540,3.84528739,-3.05172257,0.00126699,-0.00074697,0.54222247,-0.25096889,0.30488302,-0.17425321,2.81869644,-2.32669759,0.01883848,-0.01430705,0.63950137,-0.57542695,0.43912476,-0.34495439,0.25031765,-0.22016906
-3.60480240,3.86045710,-3.11180810,0.00128443,-0.00079093,0.56604673,-0.26640609,0.31499625,-0.18010588,2.82177538,-2.37257821,0.01876467,-0.01488840,0.63109412,-0.57609971,0.43920911,-0.35383922,0.24874181,-0.22299456
-3.59879940,3.87110472,-3.16674432,0.00129506,-0.00083545,0.58975570,-0.28247419,0.32511842,-0.18624556,2.82095325,-2.41406823,0.01861401,-0.01544987,0.62216928,-0.57537724,0.43849021,-0.36191683,0.24685235,-0.22527326
-3.59279640,3.87730660,-3.21660655,0.00129851,-0.00088006,0.61314746,-0.29917989,0.33515826,-0.19270779,2.81632290,-2.45115828,0.01838816,-0.01598427,0.61289551,-0.57337075,0.43701204,-0.36916244,0.24468827,-0.22700665
-3.58679340,3.87904716,-3.26158389,0.00129454,-0.00092419,0.63598913,-0.31653340,0.34500728,-0.19952938,2.80793191,-2.48392601,0.01808991,-0.01648455,0.60341764,-0.57021596,0.43481260,-0.37556598,0.24228289,-0.22820759
-3.58079040,3.87621732,-3.30195892,0.00128308,-0.00096726,0.65801871,-0.33454684,0.35454106,-0.20674603,2.79578323,-2.51252177,0.01772313,-0.01694389,0.59385312,-0.56606725,0.43192262,-0.38113117,0.23966277,-0.22889911
-3.57478739,3.86861916,-3.33808603,0.00126423,-0.00100861,0.67894848,-0.35323198,0.36362142,-0.21438980,2.77983926,-2.53715352,0.01729274,-0.01735576,0.58428981,-0.56109179,0.42836502,-0.38587431,0.23684711,-0.22911310
-3.56878439,3.85597668,-3.37036890,0.00123824,-0.00104756,0.69847005,-0.37259752,0.37209935,-0.22248675,2.76002923,-2.55807136,0.01680458,-0.01771414,0.57478544,-0.55546392,0.42415498,-0.38982265,0.23384749,-0.22888883
-3.56278139,3.83795231,-3.39923787,0.00120553,-0.00108342,0.71626104,-0.39264585,0.37981885,-0.23105454,2.73625957,-2.57555227,0.01626532,-0.01801353,0.56536838,-0.54935972,0.41930080,-0.39301268,0.23066814,-0.22827145
-3.55677839,3.81416854,-3.42512770,0.00116665,-0.00111547,0.73199324,-0.41336941,0.38662135,-0.24010028,2.70842695,-2.58988541,0.01568237,-0.01824919,0.55603992,-0.54295210,0.41380536,-0.39548805,0.22730662,-0.22731025
-3.55077539,3.78423392,-3.44845616,0.00112231,-0.00114305,0.74534191,-0.43474667,0.39235072,-0.24961852,2.67643327,-2.60135831,0.01506369,-0.01841716,0.54677773,-0.53640620,0.40766812,-0.39729740,0.22375494,-0.22605704
-3.54477239,3.74777221,-3.46960387,0.00107331,-0.00116554,0.75599599,-0.45673808,0.39685859,-0.25958954,2.64020216,-2.61024420,0.01441769,-0.01851446,0.53754039,-0.52987535,0.40088767,-0.39849210,0.22000098,-0.22456438
-3.53876938,3.70445349,-3.48889586,0.00102053,-0.00118236,0.76366881,-0.47928185,0.40000992,-0.26997782,2.59969610,-2.61679069,0.01375311,-0.01853910,0.52827274,-0.52349741,0.39346456,-0.39912390,0.21603025,-0.22288388
-3.53276638,3.65402579,-3.50658514,0.00096492,-0.00119305,0.76810878,-0.50229015,0.40168838,-0.28073101,2.55493343,-2.62120998,0.01307880,-0.01849024,0.51891186,-0.51739168,0.38540434,-0.39924271,0.21182788,-0.22106454
-3.52676338,3.59634568,-3.52283882,0.00090747,-0.00119726,0.76910960,-0.52564566,0.40180144,-0.29177914,2.50600447,-2.62367076,0.01240367,-0.01836818,0.50939325,-0.51165623,0.37672064,-0.39889441,0.20738062,-0.21915112
-3.52076038,3.53140638,-3.53772718,0.00084916,-0.00119476,0.76651952,-0.54919895,0.40028493,-0.30303442,2.45308578,-2.62429196,0.01173654,-0.01817438,0.49965715,-0.50636581,0.36743800,-0.39811901,0.20267896,-0.21718273
-3.51475738,3.45936188,-3.55121621,0.00079094,-0.00118546,0.76024915,-0.57276683,0.39710680,-0.31439152,2.39645189,-2.62313865,0.01108599,-0.01791151,0.48965452,-0.50157031,0.35759451,-0.39694902,0.19771911,-0.21519152
-3.50875438,3.38054575,-3.56316405,0.00073373,-0.00116942,0.75027740,-0.59613196,0.39226984,-0.32572834,2.33648378,-2.62022014,0.01046034,-0.01758334,0.47935255,-0.49729383,0.34724384,-0.39540829,0.19250479,-0.21320166
-3.50275138,3.29548357,-3.57332193,0.00067837,-0.00114685,0.73665520,-0.61904391,0.38581339,-0.33690762,2.27367343,-2.61549065,0.00986751,-0.01719471,0.46873943,-0.49353448,0.33645676,-0.39351133,0.18704870,-0.21122858
-3.49674837,3.20489804,-3.58133985,0.00062559,-0.00111809,0.71950682,-0.64122184,0.37781364,-0.34777895,2.20862411,-2.60885257,0.00931497,-0.01675145,0.45782817,-0.49026487,0.32532189,-0.39126317,0.18137367,-0.20927862
-3.49074537,3.10970640,-3.58677734,0.00057604,-0.00108365,0.69902861,-0.66235890,0.36838280,-0.35818171,2.14204612,-2.60016255,0.00880969,-0.01626023,0.44665928,-0.48743347,0.31394569,-0.38865984,0.17551337,-0.20734899
-3.48474237,3.01100987,-3.58911935,0.00053026,-0.00104414,0.67548517,-0.68212821,0.35766687,-0.36794848,2.07474795,-2.58924047,0.00835810,-0.01572845,0.43530227,-0.48496684,0.30245158,-0.38568943,0.16951247,-0.20542819
-3.47873937,2.91007543,-3.58779719,0.00048864,-0.00100027,0.64920311,-0.70019058,0.34584229,-0.37690914,2.00762307,-2.57588103,0.00796609,-0.01516411,0.42385588,-0.48277269,0.29097835,-0.38233376,0.16342642,-0.20349690
-3.47273637,2.80831044,-3.58221398,0.00045148,-0.00095285,0.62056261,-0.71620352,0.33311145,-0.38489549,1.94163263,-2.55986801,0.00763890,-0.01457564,0.41244697,-0.48074385,0.27967770,-0.37857061,0.15732062,-0.20152920
-3.46673337,2.70723106,-3.57177403,0.00041892,-0.00090273,0.58998713,-0.72983138,0.31969737,-0.39174625,1.87778481,-2.54099059,0.00738122,-0.01397178,0.40122817,-0.47876301,0.26871117,-0.37437640,0.15126916,-0.19949424
-3.46073037,2.60842561,-3.55591500,0.00039103,-0.00085081,0.55793177,-0.74075625,0.30583767,-0.39731224,1.81711150,-2.51906122,0.00719705,-0.01336141,0.39037441,-0.47670815,0.25824649,-0.36972923,0.14535318,-0.19735828
-3.45472736,2.51351434,-3.53414180,0.00036773,-0.00079799,0.52487065,-0.74868909,0.29177818,-0.40146172,1.76064312,-2.49393440,0.00708979,-0.01275344,0.38007829,-0.47445844,0.24845346,-0.36461213,0.13965874,-0.19508688
-3.44872436,2.42410708,-3.50606041,0.00034886,-0.00074515,0.49128397,-0.75338073,0.27776632,-0.40408535,1.70938264,-2.46552546,0.00706215,-0.01215670,0.37054465,-0.47190052,0.23949963,-0.35901632,0.13427455,-0.19264734
-3.44272136,2.34176052,-3.47141034,0.00033418,-0.00069314,0.45764515,-0.75463204,0.26404470,-0.40510093,1.66427976,-2.43382828,0.00711614,-0.01157981,0.36198439,-0.46893473,0.23154577,-0.35294441,0.12928939,-0.19001116
-3.43671836,2.26793650,-3.43009372,0.00032337,-0.00064272,0.42440865,-0.75230298,0.25084496,-0.40445739,1.62620616,-2.39893121,0.00725306,-0.01103109,0.35460779,-0.46548116,0.22474149,-0.34641318,0.12478949,-0.18715638
-3.43071536,2.20396305,-3.38219955,0.00031605,-0.00059460,0.39199883,-0.74631989,0.23838232,-0.40213788,1.59593282,-2.36102991,0.00747342,-0.01051852,0.34861761,-0.46148514,0.21922105,-0.33945595,0.12085587,-0.18406975
-3.42471236,2.15099933,-3.32802144,0.00031180,-0.00054939,0.36080028,-0.73668064,0.22685073,-0.39816197,1.57411007,-2.32043633,0.00777692,-0.01004964,0.34420203,-0.45692191,0.21509948,-0.33212427,0.11756183,-0.18074857
-3.41870935,2.11000568,-3.26806762,0.00031015,-0.00050757,0.33114992,-0.72345749,0.21641909,-0.39258646,1.56125112,-2.27758316,0.00816242,-0.00963151,0.34152793,-0.45180017,0.21246927,-0.32448878,0.11497058,-0.17720207
-3.41270635,2.08171968,-3.20306234,0.00031066,-0.00046954,0.30333098,-0.70679718,0.20722826,-0.38550512,1.55771954,-2.23302302,0.00862783,-0.00927066,0.34073444,-0.44616428,0.21139763,-0.31663923,0.11313314,-0.17345225
-3.40670335,2.06663867,-3.13393786,0.00031284,-0.00043556,0.27756908,-0.68691844,0.19938922,-0.37704693,1.56372089,-2.18742208,0.00917011,-0.00897304,0.34192725,-0.44009500,0.21192442,-0.30868359,0.11208662,-0.16953415
-3.40070035,2.06500934,-3.06181733,0.00031623,-0.00040580,0.25403032,-0.66410682,0.19298214,-0.36737320,1.57929875,-2.14154833,0.00978518,-0.00874400,0.34517368,-0.43370847,0.21406083,-0.30074608,0.11185284,-0.16549546
-3.39469735,2.07682408,-2.98798860,0.00032039,-0.00038031,0.23282130,-0.63870711,0.18805635,-0.35667341,1.60433501,-2.09625436,0.01046791,-0.00858820,0.35049873,-0.42715367,0.21778886,-0.29296448,0.11243746,-0.16139554
-3.38869435,2.10182428,-2.91387005,0.00032491,-0.00035903,0.21399098,-0.61111362,0.18463126,-0.34516009,1.63855429,-2.05245566,0.01121205,-0.00850961,0.35788235,-0.42060808,0.22306147,-0.28548647,0.11382952,-0.15730370
-3.38269135,2.13950990,-2.84096974,0.00032942,-0.00034183,0.19753413,-0.58175873,0.18269779,-0.33306285,1.68153209,-2.01110489,0.01201026,-0.00851138,0.36725798,-0.41427196,0.22980356,-0.27846541,0.11600147,-0.15329713
-3.37668834,2.18915487,-2.77083942,0.00033359,-0.00032847,0.18339602,-0.55110028,0.18222057,-0.32062187,1.73270633,-1.97316345,0.01285408,-0.00859587,0.37851234,-0.40836127,0.23791361,-0.27205554,0.11890968,-0.14945819
-3.37068534,2.24982771,-2.70502555,0.00033714,-0.00031866,0.17147827,-0.51960816,0.18314044,-0.30808110,1.79139176,-1.93957139,0.01373399,-0.00876449,0.39148671,-0.40309960,0.24726590,-0.26640694,0.12249538,-0.14587149
-3.36468234,2.32041635,-2.64501921,0.00033984,-0.00031204,0.16164535,-0.48775096,0.18537724,-0.29568145,1.85679670,-1.91121715,0.01463945,-0.00901766,0.40597951,-0.39870937,0.25771327,-0.26166040,0.12668600,-0.14262068
-3.35867934,2.39965649,-2.59220736,0.00034152,-0.00030823,0.15373157,-0.45598289,0.18883279,-0.28365420,1.92804162,-1.88890833,0.01555904,-0.00935476,0.42175019,-0.39540277,0.26909042,-0.25794245,0.13139695,-0.13978525
-3.35267634,2.48616265,-2.54782732,0.00034204,-0.00030681,0.14754823,-0.42473177,0.19339389,-0.27221501,2.00417905,-1.87334482,0.01648056,-0.00977400,0.43852443,-0.39337274,0.28121734,-0.25536075,0.13653356,-0.13743739
-3.34667334,2.57846089,-2.51292646,0.00034135,-0.00030733,0.14289071,-0.39438839,0.19893527,-0.26155859,2.08421431,-1.86509555,0.01739122,-0.01027238,0.45600023,-0.39278452,0.29390315,-0.25400013,0.14199342,-0.13563906
-3.34067034,2.67502261,-2.48832883,0.00033941,-0.00030936,0.13954528,-0.36529763,0.20532240,-0.25185433,2.16712661,-1.86457964,0.01827784,-0.01084567,0.47385503,-0.39376795,0.30694992,-0.25391930,0.14766873,-0.13443950
-3.33466733,2.77429844,-2.47460992,0.00033623,-0.00031248,0.13729543,-0.33775164,0.21241418,-0.24324293,2.25189027,-1.87205292,0.01912709,-0.01148830,0.49175344,-0.39641115,0.32015659,-0.25514859,0.15344888,-0.13387318
-3.32866433,2.87475177,-2.47208046,0.00033188,-0.00031626,0.13592756,-0.31198522,0.22006545,-0.23583412,2.33749548,-1.88760008,0.01992578,-0.01219343,0.50935539,-0.40075556,0.33332268,-0.25768854,0.15922293,-0.13395826
-3.32266133,2.97489101,-2.48077975,0.00032642,-0.00032032,0.13523605,-0.28817340,0.22812927,-0.22970553,2.42296864,-1.91113278,0.02066109,-0.01295289,0.52632439,-0.40679282,0.34625197,-0.26150963,0.16488209,-0.13469579
-3.31665833,3.07330024,-2.50047832,0.00031997,-0.00032434,0.13502745,-0.26643125,0.23645911,-0.22490253,2.50739165,-1.94239357,0.02132091,-0.01375731,0.54233580,-0.41446351,0.35875579,-0.26655306,0.17032209,-0.13606950
-3.31065533,3.16866763,-2.53068983,0.00031265,-0.00032799,0.13512393,-0.24681570,0.24491089,-0.22143914,2.58992018,-1.98096526,0.02189412,-0.01459614,0.55708468,-0.42365775,0.37065612,-0.27273239,0.17544532,-0.13804620
-3.30465233,3.25981118,-2.57069097,0.00030459,-0.00033103,0.13536587,-0.22932918,0.25334486,-0.21929973,2.66980062,-2.02628527,0.02237083,-0.01545782,0.57029298,-0.43421779,0.38178828,-0.27993619,0.18016277,-0.14057688
-3.29864932,3.34570136,-2.61954861,0.00029594,-0.00033326,0.13561375,-0.21392478,0.26162748,-0.21844143,2.74638527,-2.07766402,0.02274271,-0.01632992,0.58171607,-0.44594231,0.39200328,-0.28803136,0.18439571,-0.14359828
-3.29264632,3.42548031,-2.67615265,0.00028683,-0.00033450,0.13574918,-0.20051257,0.26963318,-0.21879707,2.81914571,-2.13430677,0.02300313,-0.01719938,0.59114818,-0.45859230,0.40116978,-0.29686700,0.18807707,-0.14703496
-3.28664332,3.49847715,-2.73925309,0.00027740,-0.00033467,0.13567537,-0.18896674,0.27724607,-0.22027853,2.88768387,-2.19533769,0.02314740,-0.01805269,0.59842674,-0.47189828,0.40917566,-0.30627878,0.19115246,-0.15080172
-3.28064032,3.56421911,-2.80749989,0.00026778,-0.00033370,0.13531691,-0.17913327,0.28436163,-0.22278026,2.95174041,-2.25982549,0.02317286,-0.01887621,0.60343551,-0.48556848,0.41592928,-0.31609333,0.19358100,-0.15480626
-3.27463732,3.62243813,-2.87948385,0.00025808,-0.00033157,0.13461905,-0.17083765,0.29088823,-0.22618292,3.01120010,-2.32680953,0.02307896,-0.01965643,0.60610650,-0.49929763,0.42136027,-0.32613281,0.19533567,-0.15895198
-3.26863432,3.67307252,-2.95377739,0.00024841,-0.00032832,0.13354656,-0.16389250,0.29674856,-0.23035692,3.06609357,-2.39532569,0.02286728,-0.02038026,0.60642050,-0.51277615,0.42542002,-0.33621921,0.19640351,-0.16314075
-3.26263132,3.71626355,-3.02897365,0.00023886,-0.00032398,0.13208221,-0.15810466,0.30188091,-0.23516590,3.11659519,-2.46443132,0.02254144,-0.02103535,0.60440652,-0.52569905,0.42808187,-0.34617835,0.19678541,-0.16727564
-3.25662831,3.75234660,-3.10372310,0.00022951,-0.00031865,0.13022502,-0.15328172,0.30624008,-0.24046988,3.16301652,-2.53322862,0.02210703,-0.02161036,0.60013991,-0.53777462,0.42934087,-0.35584345,0.19649569,-0.17126342
-3.25062531,3.78183670,-3.17676663,0.00022042,-0.00031244,0.12798821,-0.14923760,0.30979810,-0.24612835,3.20579501,-2.60088608,0.02157141,-0.02209525,0.59373950,-0.54873229,0.42921320,-0.36505823,0.19556143,-0.17501680
-3.24462231,3.80540861,-3.24696461,0.00021165,-0.00030547,0.12539719,-0.14579729,0.31254446,-0.25200290,3.24547790,-2.66665772,0.02094348,-0.02248152,0.58536377,-0.55832948,0.42773536,-0.37367940,0.19402156,-0.17845638
-3.23861931,3.82387143,-3.31332149,0.00020323,-0.00029785,0.12248733,-0.14280055,0.31448593,-0.25795972,3.28270100,-2.72989977,0.02023345,-0.02276239,0.57520612,-0.56635745,0.42496283,-0.38157857,0.19192571,-0.18151222
-3.23261631,3.83813804,-3.37500567,0.00019520,-0.00028974,0.11930182,-0.14010464,0.31564589,-0.26387183,3.31816287,-2.79008471,0.01945256,-0.02293297,0.56348953,-0.57264573,0.42096851,-0.38864371,0.18933291,-0.18412507
-3.22661331,3.84919014,-3.43136467,0.00018757,-0.00028126,0.11588959,-0.13758607,0.31606309,-0.26962105,3.35259459,-2.84681266,0.01861272,-0.02299039,0.55046066,-0.57706532,0.41584074,-0.39477999,0.18631016,-0.18624721
