energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.47173587,4.69371224,0.02372367,0.40233023,0.27688470,0.15994238,0.05975378,1.72252641,2.24107719,1.68806325
-5.46573287,4.68845499,0.02324226,0.40050383,0.28797594,0.16215734,0.05623885,1.73285834,2.29816714,1.67039762
-5.45972986,4.67848293,0.02275154,0.39866391,0.29855919,0.16412249,0.05296192,1.74172815,2.35008328,1.65024077
-5.45372686,4.66310032,0.02225354,0.39667954,0.30859904,0.16577888,0.04991621,1.74885345,2.39560545,1.62757308
-5.44772386,4.64177691,0.02175184,0.39442628,0.31808722,0.16707053,0.04709358,1.75400259,2.43362917,1.60245731
-5.44172086,4.61419525,0.02125156,0.39179306,0.32704324,0.16794730,0.04448542,1.75701137,2.46320670,1.57504950
-5.43571786,4.58028541,0.02075918,0.38868825,0.33551358,0.16836751,0.04208343,1.75779526,2.48358299,1.54560428
-5.42971486,4.54024471,0.02028239,0.38504478,0.34356943,0.16830020,0.03988012,1.75635638,2.49422465,1.51447421
-5.42371186,4.49454129,0.01982979,0.38082389,0.35130315,0.16772705,0.03786917,1.75278460,2.49484051,1.48210295
-5.41770885,4.44390125,0.01941057,0.37601752,0.35882346,0.16664354,0.03604559,1.74725300,2.48539275,1.44901264
-5.41170585,4.38928041,0.01903410,0.37064911,0.36624982,0.16505972,0.03440568,1.74000770,2.46609810,1.41578613
-5.40570285,4.33182248,0.01870960,0.36477294,0.37370610,0.16300023,0.03294683,1.73135323,2.43741910,1.38304513
-5.39969985,4.27280673,0.01844567,0.35847207,0.38131402,0.16050377,0.03166725,1.72163421,2.40004613,1.35142548
-5.39369685,4.21358836,0.01824994,0.35185505,0.38918677,0.15762212,0.03056555,1.71121492,2.35487106,1.32155112
-5.38769385,4.15553588,0.01812875,0.34505164,0.39742317,0.15441864,0.02964035,1.70045822,2.30295432,1.29400817
-5.38169085,4.09996926,0.01808686,0.33820793,0.40610272,0.15096652,0.02888983,1.68970537,2.24548687,1.26932074
-5.37568784,4.04810308,0.01812727,0.33148100,0.41528193,0.14734683,0.02831135,1.67925828,2.18374942,1.24792982
-5.36968484,4.00099818,0.01825113,0.32503354,0.42499212,0.14364656,0.02790116,1.66936553,2.11907074,1.23017643
-5.36368184,3.95952475,0.01845777,0.31902880,0.43523891,0.13995667,0.02765418,1.66021312,2.05278736,1.21629004
-5.35767884,3.92433906,0.01874478,0.31362592,0.44600343,0.13637040,0.02756387,1.65192081,1.98620636,1.20638288
-5.35167584,3.89587503,0.01910821,0.30897602,0.45724515,0.13298182,0.02762231,1.64454418,1.92057305,1.20045022
-5.34567284,3.87435089,0.01954291,0.30521924,0.46890629,0.12988472,0.02782027,1.63808241,1.85704468,1.19837679
-5.33966983,3.85978998,0.02004286,0.30248259,0.48091746,0.12717185,0.02814756,1.63249118,1.79667101,1.19994868
-5.33366683,3.85205416,0.02060156,0.30087883,0.49320421,0.12493453,0.02859330,1.62769984,1.74038217,1.20487007
-5.32766383,3.85088710,0.02121250,0.30050625,0.50569406,0.12326251,0.02914636,1.62363162,1.68898368,1.21278366
-5.32166083,3.85596435,0.02186954,0.30144917,0.51832366,0.12224413,0.02979587,1.62022541,1.64315809,1.22329376
-5.31565783,3.86694656,0.02256734,0.30377912,0.53104546,0.12196653,0.03053165,1.61745760,1.60347233,1.23599043
-5.30965483,3.88353207,0.02330166,0.30755635,0.54383364,0.12251597,0.03134469,1.61536226,1.57038955,1.25047348
-5.30365183,3.90550510,0.02406965,0.31283152,0.55668868,0.12397791,0.03222754,1.61404832,1.54428408,1.26637483
-5.29764882,3.93277610,0.02486996,0.31964734,0.56964041,0.12643703,0.03317465,1.61371227,1.52545781,1.28337804
-5.29164582,3.96541143,0.02570279,0.32803993,0.58274921,0.12997684,0.03418259,1.61464533,1.51415666,1.30123391
-5.28564282,4.00364985,0.02656983,0.33803966,0.59610520,0.13467889,0.03525014,1.61723438,1.51058555,1.31977116
-5.27963982,4.04790466,0.02747399,0.34967142,0.60982535,0.14062153,0.03637820,1.62195623,1.51492060,1.33890184
-5.27363682,4.09875073,0.02841913,0.36295409,0.62404868,0.14787827,0.03756967,1.62936530,1.52731770,1.35862101
-5.26763382,4.15689688,0.02940957,0.37789931,0.63892960,0.15651555,0.03882906,1.64007499,1.54791660,1.37900076
-5.26163082,4.22314487,0.03044964,0.39450945,0.65462974,0.16659026,0.04016204,1.65473372,1.57684041,1.40017902
-5.25562781,4.29833704,0.03154306,0.41277503,0.67130858,0.17814684,0.04157486,1.67399645,1.61419036,1.42234368
-5.24962481,4.38329539,0.03269236,0.43267148,0.68911339,0.19121423,0.04307370,1.69849333,1.66003638,1.44571300
-5.24362181,4.47875550,0.03389832,0.45415574,0.70816891,0.20580282,0.04466394,1.72879672,1.71440410,1.47051341
-5.23761881,4.58529877,0.03515942,0.47716268,0.72856725,0.22190149,0.04634943,1.76538835,1.77725936,1.49695588
-5.23161581,4.70328700,0.03647139,0.50160174,0.75035855,0.23947485,0.04813177,1.80862818,1.84849132,1.52521231
-5.22561281,4.83280275,0.03782686,0.52735402,0.77354300,0.25846111,0.05000966,1.85872656,1.92789547,1.55539311
-5.21960980,4.97359916,0.03921520,0.55427004,0.79806444,0.27877030,0.05197833,1.91572095,2.01515786,1.58752742
-5.21360680,5.12506199,0.04062243,0.58216841,0.82380609,0.30028343,0.05402910,1.97945852,2.10984177,1.62154684
-5.20760380,5.28618627,0.04203135,0.61083565,0.85058866,0.32285226,0.05614915,2.04958542,2.21137788,1.65727389
-5.20160080,5.45556909,0.04342189,0.64002715,0.87817099,0.34630001,0.05832134,2.12554326,2.31905882,1.69441555
-5.19559780,5.63141926,0.04477150,0.66946948,0.90625330,0.37042293,0.06052437,2.20657313,2.43203870,1.73256257
-5.18959480,5.81158363,0.04605578,0.69886395,0.93448299,0.39499267,0.06273300,2.29172705,2.54933794,1.77119441
-5.18359180,5.99358917,0.04724923,0.72789134,0.96246284,0.41975949,0.06491855,2.37988623,2.66985322,1.80968978
-5.17758879,6.17469887,0.04832602,0.75621766,0.98976127,0.44445605,0.06704948,2.46978565,2.79237241,1.84734209
-5.17158579,6.35197919,0.04926086,0.78350077,1.01592424,0.46880193,0.06909221,2.56004380,2.91559366,1.88337928
-5.16558279,6.52237596,0.05002988,0.80939747,1.04048840,0.49250841,0.07101193,2.64919644,3.03814792,1.91698695
-5.15957979,6.68279551,0.05061148,0.83357095,1.06299472,0.51528370,0.07277360,2.73573301,3.15862383,1.94733367
-5.15357679,6.83018753,0.05098703,0.85569814,1.08300231,0.53683818,0.07434293,2.81813439,3.27559376,1.97359746
-5.14757379,6.96162626,0.05114160,0.87547678,1.10010154,0.55688976,0.07568733,2.89491049,3.38764012,1.99499201
-5.14157079,7.07438685,0.05106444,0.89263179,1.11392608,0.57516904,0.07677686,2.96463636,3.49338066,2.01079176
-5.13556778,7.16601405,0.05074936,0.90692094,1.12416329,0.59142425,0.07758512,3.02598581,3.59149195,2.02035457
-5.12956478,7.23438095,0.05019490,0.91813936,1.13056254,0.60542592,0.07808992,3.07776116,3.68073041,2.02314131
-5.12356178,7.27773611,0.04940437,0.92612301,1.13294121,0.61697104,0.07827396,3.11891875,3.75995020,2.01873151
-5.11755878,7.29473807,0.04838568,0.93075094,1.13118807,0.62588680,0.07812526,3.14858923,3.82811801,2.00683479
-5.11155578,7.28447680,0.04715108,0.93194635,1.12526424,0.63203383,0.07763745,3.16609269,3.88432453,1.98729773
-5.10555278,7.24648242,0.04571663,0.92967658,1.11520152,0.63530883,0.07680988,3.17094827,3.92779301,1.96010614
-5.09954977,7.18072199,0.04410173,0.92395213,1.10109861,0.63564663,0.07564764,3.16287852,3.95788528,1.92538309
-5.09354677,7.08758554,0.04232846,0.91482481,1.08311533,0.63302163,0.07416129,3.14180892,3.97410561,1.88338290
-5.08754377,6.96786305,0.04042087,0.90238532,1.06146538,0.62744859,0.07236663,3.10786286,3.97610323,1.83448167
-5.08154077,6.82271397,0.03840433,0.88676034,1.03640808,0.61898283,0.07028416,3.06135286,3.96367390,1.77916497
-5.07553777,6.65363139,0.03630479,0.86810929,1.00823958,0.60771966,0.06793865,3.00276852,3.93676098,1.71801341
-5.06953477,6.46240242,0.03414817,0.84662110,0.97728394,0.59379322,0.06535843,2.93276209,3.89545651,1.65168659
-5.06353177,6.25106662,0.03195974,0.82251086,0.94388468,0.57737464,0.06257482,2.85213206,3.84000228,1.58090637
-5.05752876,6.02187395,0.02976359,0.79601670,0.90839699,0.55866950,0.05962139,2.76180570,3.77079108,1.50643983
-5.05152576,5.77724349,0.02758223,0.76739672,0.87118104,0.53791483,0.05653331,2.66282078,3.68836770,1.42908268
-5.04552276,5.51972382,0.02543622,0.73692619,0.83259646,0.51537538,0.05334672,2.55630733,3.59342970,1.34964351
-5.03951976,5.25195591,0.02334394,0.70489497,0.79299819,0.49133958,0.05009802,2.44346942,3.48682713,1.26892921
-5.03351676,4.97663901,0.02132146,0.67160502,0.75273357,0.46611511,0.04682341,2.32556777,3.36956101,1.18773201
-5.02751376,4.69649967,0.01938241,0.63736807,0.71214073,0.44002417,0.04355831,2.20390295,3.24277981,1.10681823
-5.02151076,4.41426425,0.01753805,0.60250344,0.67154801,0.41339878,0.04033695,2.07979984,3.10777366,1.02691887
-5.01550775,4.13263471,0.01579731,0.56733579,0.63127424,0.38657607,0.03719204,1.95459311,2.96596582,0.94872224
-5.00950475,3.85426772,0.01416695,0.53219299,0.59162966,0.35989376,0.03415451,1.82961408,2.81890120,0.87286835
-5.00350175,3.58175687,0.01265173,0.49740390,0.55291714,0.33368606,0.03125332,1.70617885,2.66823194,0.79994530
-4.99749875,3.31761783,0.01125456,0.46329617,0.51543361,0.30827995,0.02851538,1.58557788,2.51570011,0.73048729
-4.99149575,3.06427597,0.00997681,0.43019395,0.47947129,0.28399203,0.02596555,1.46906675,2.36311774,0.66497427
-4.98549275,2.82405645,0.00881850,0.39841570,0.44531861,0.26112600,0.02362665,1.35785825,2.21234477,0.60383285
-4.97948974,2.59917588,0.00777849,0.36827181,0.41326061,0.23997067,0.02151960,1.25311555,2.06526518,0.54743849
-4.97348674,2.39173551,0.00685481,0.34006238,0.38357877,0.22079852,0.01966355,1.15594619,1.92376197,0.49611836
-4.96748374,2.20371490,0.00604476,0.31407484,0.35655002,0.20386476,0.01807602,1.06739671,1.78969152,0.45015497
-4.96148074,2.03696563,0.00534519,0.29058163,0.33244496,0.18940666,0.01677305,0.98844753,1.66485770,0.40978989
-4.95547774,1.89320412,0.00475261,0.26983777,0.31152530,0.17764300,0.01576933,0.92000775,1.55098619,0.37522757
-4.94947474,1.77400276,0.00426336,0.25207828,0.29404033,0.16877357,0.01507825,0.86290934,1.44969934,0.34663877
-4.94347174,1.68077853,0.00387369,0.23751554,0.28022267,0.16297825,0.01471193,0.81790046,1.36249156,0.32416341
-4.93746873,1.61477837,0.00357986,0.22633631,0.27028315,0.16041585,0.01468112,0.78563742,1.29070551,0.30791262
-4.93146573,1.57706075,0.00337820,0.21869856,0.26440502,0.16122217,0.01499500,0.76667502,1.23550899,0.29796975
-4.92546273,1.56847309,0.00326506,0.21472797,0.26273756,0.16550740,0.01566090,0.76145509,1.19787258,0.29439034
-4.91945973,1.58962517,0.00323689,0.21451416,0.26538920,0.17335278,0.01668391,0.77029321,1.17854793,0.29720097
-4.91345673,1.64085890,0.00329008,0.21810665,0.27242039,0.18480637,0.01806639,0.79336385,1.17804712,0.30639707
-4.90745373,1.72221532,0.00342102,0.22551066,0.28383655,0.19987829,0.01980736,0.83068417,1.19662296,0.32194003
-4.90145073,1.83340046,0.00362591,0.23668289,0.29958111,0.21853532,0.02190189,0.88209743,1.23425109,0.34375370
-4.89544772,1.97375170,0.00390073,0.25152751,0.31952940,0.24069545,0.02434046,0.94725659,1.29061427,0.37172083
-4.88944472,2.14220704,0.00424111,0.26989253,0.34348327,0.26622237,0.02710826,1.02560939,1.36508985,0.40567988
-4.88344172,2.33727995,0.00464227,0.29156694,0.37116732,0.29492067,0.03018470,1.11638608,1.45674147,0.44542268
-4.87743872,2.55704249,0.00509887,0.31627882,0.40222674,0.32653191,0.03354288,1.21859111,1.56431616,0.49069353
-4.87143572,2.79911945,0.00560501,0.34369490,0.43622734,0.36073213,0.03714928,1.33100024,1.68624802,0.54119027
-4.86543272,3.06069622,0.00615412,0.37342166,0.47265811,0.39713123,0.04096371,1.45216416,1.82066967,0.59656769
-4.85942971,3.33854237,0.00673899,0.40500839,0.51093641,0.43527457,0.04493939,1.58041979,1.96543249,0.65644374
-4.85342671,3.62905250,0.00735177,0.43795239,0.55041608,0.47464715,0.04902336,1.71390996,2.11813620,0.72040869
-4.84742371,3.92830509,0.00798401,0.47170624,0.59039835,0.51468035,0.05315719,1.85061189,2.27616827,0.78803721
-4.84142071,4.23213906,0.00862675,0.50568738,0.63014562,0.55476160,0.05727796,1.98837430,2.43675289,0.85890340
-4.83541771,4.53624658,0.00927068,0.53928961,0.66889757,0.59424649,0.06131949,2.12496261,2.59700873,0.93259808
-4.82941471,4.83628001,0.00990622,0.57189647,0.70588931,0.63247332,0.06521383,2.25811116,2.75401427,1.00874806
-4.82341171,5.12796918,0.01052380,0.60289593,0.74037100,0.66877957,0.06889298,2.38558069,2.90487885,1.08703634
-4.81740870,5.40724503,0.01111397,0.63169599,0.77162816,0.70251959,0.07229069,2.50521918,3.04681708,1.16722241
-4.81140570,5.67036427,0.01166768,0.65774062,0.79900184,0.73308304,0.07534440,2.61502358,3.17722384,1.24916160
-4.80540270,5.91402981,0.01217644,0.68052537,0.82190798,0.75991313,0.07799706,2.71319979,3.29374705,1.33282219
-4.79939970,6.13550122,0.01263257,0.69961200,0.83985487,0.78252385,0.08019898,2.79821821,3.39435491,1.41829930
-4.79339670,6.33268982,0.01302937,0.71464145,0.85245818,0.80051557,0.08190941,2.86886219,3.47739489,1.50582442
-4.78739370,6.50423351,0.01336129,0.72534463,0.85945260,0.81358794,0.08309791,2.92426707,3.54164153,1.59576959
-4.78139070,6.64954719,0.01362406,0.73155053,0.86069972,0.82154980,0.08374543,2.96394763,3.58633100,1.68864564
-4.77538769,6.76884576,0.01381477,0.73319123,0.85619174,0.82432527,0.08384498,2.98781268,3.61118061,1.78509377
-4.76938469,6.86313802,0.01393196,0.73030353,0.84605071,0.82195597,0.08340191,2.99616569,3.61639239,1.88587047
-4.76338169,6.93419095,0.01397559,0.72302728,0.83052351,0.81459903,0.08243384,2.98969134,3.60264037,1.99182571
-4.75737869,6.98446558,0.01394705,0.71160036,0.80997259,0.80252107,0.08097013,2.96942849,3.57104241,2.10387481
-4.75137569,7.01702672,0.01384904,0.69635061,0.78486323,0.78608840,0.07905098,2.93673063,3.52311746,2.22296473
-4.74537269,7.03543013,0.01368552,0.67768498,0.75574750,0.76575394,0.07672620,2.89321557,3.46073058,2.35003565
-4.73936968,7.04359185,0.01346154,0.65607659,0.72324609,0.74204140,0.07405375,2.84070656,3.38602785,2.48597900
-4.73336668,7.04564489,0.01318307,0.63205000,0.68802844,0.71552749,0.07109798,2.78116753,3.30136421,2.63159333
-4.72736368,7.04578902,0.01285687,0.60616550,0.65079235,0.68682298,0.06792782,2.71663509,3.20922713,2.78753941
-4.72136068,7.04813969,0.01249025,0.57900296,0.61224368,0.65655343,0.06461483,2.64915021,3.11215926,2.95429621
-4.71535768,7.05658166,0.01209092,0.55114574,0.57307701,0.62534037,0.06123128,2.58069242,3.01268288,3.13211918
-4.70935468,7.07463272,0.01166678,0.52316546,0.53395793,0.59378371,0.05784838,2.51311891,2.91322887,3.32100246
-4.70335168,7.10532225,0.01122576,0.49560773,0.49550761,0.56244602,0.05453447,2.44811085,2.81607248,3.52064644
-4.69734867,7.15108835,0.01077562,0.46897957,0.45828981,0.53183913,0.05135355,2.38712851,2.72327759,3.73043197
-4.69134567,7.21369671,0.01032379,0.44373860,0.42280095,0.50241351,0.04836393,2.33137661,2.63665089,3.94940255
-4.68534267,7.29418313,0.00987727,0.42028423,0.38946294,0.47455058,0.04561713,2.28178052,2.55770665,4.17625537
-4.67933967,7.39282088,0.00944245,0.39895090,0.35861910,0.44855802,0.04315697,2.23897346,2.48764253,4.40934213
-4.67333667,7.50911313,0.00902504,0.38000356,0.33053270,0.42466797,0.04101902,2.20329466,2.42732601,4.64668017
-4.66733367,7.64180976,0.00862999,0.36363501,0.30538804,0.40303794,0.03923009,2.17479752,2.37729135,4.88597427
-4.66133067,7.78894733,0.00826137,0.34996533,0.28329368,0.38375410,0.03780815,2.15326692,2.33774592,5.12464903
-4.65532766,7.94791030,0.00792237,0.33904304,0.26428741,0.36683661,0.03676222,2.13824435,2.30858517,5.35989168
-4.64932466,8.11551092,0.00761529,0.33084784,0.24834259,0.35224644,0.03609265,2.12905931,2.28941493,5.58870454
-4.64332166,8.28808516,0.00734147,0.32529489,0.23537544,0.33989338,0.03579138,2.12486545,2.27958001,5.80796615
