energy_ev,total_up,Ag_p_up,Ag_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.87993997,5.66384011,1.38245691,3.54545333,1.27370164,0.00000000,0.01544237,0.39392019,0.01432619,1.22079531
-5.87393697,5.80031502,1.41456759,3.64367746,1.29267223,0.00000000,0.01526563,0.41275494,0.01432261,1.23671960
-5.86793397,5.93705481,1.44486391,3.74327529,1.31029534,0.00000000,0.01506928,0.43077093,0.01433451,1.25302873
-5.86193097,6.07248278,1.47288893,3.84317424,1.32641046,0.00000000,0.01484931,0.44767046,0.01436263,1.26960266
-5.85592796,6.20484703,1.49819075,3.94215996,1.34085773,0.00000000,0.01460210,0.46316381,0.01440689,1.28627285
-5.84992496,6.33226064,1.52033607,4.03890081,1.35348502,0.00000000,0.01432458,0.47697693,0.01446634,1.30282661
-5.84392196,6.45274929,1.53892475,4.13197751,1.36415532,0.00000000,0.01401445,0.48885909,0.01453920,1.31901384
-5.83791896,6.56430469,1.55360489,4.21991712,1.37275411,0.00000000,0.01367027,0.49859023,0.01462283,1.33455580
-5.83191596,6.66494175,1.56408749,4.30123012,1.37919612,0.00000000,0.01329157,0.50598769,0.01471386,1.34915553
-5.82591296,6.75275712,1.57016007,4.37444938,1.38343111,0.00000000,0.01287884,0.51091209,0.01480825,1.36250941
-5.81990995,6.82598678,1.57169820,4.43816955,1.38544819,0.00000000,0.01243358,0.51327200,0.01490150,1.37431915
-5.81390695,6.88306033,1.56867451,4.49108577,1.38527845,0.00000000,0.01195821,0.51302721,0.01498872,1.38430367
-5.80790395,6.92264964,1.56116422,4.53202992,1.38299548,0.00000000,0.01145600,0.51019050,0.01506492,1.39221013
-5.80190095,6.94370994,1.54934686,4.56000358,1.37871389,0.00000000,0.01093096,0.50482768,0.01512516,1.39782367
-5.79589795,6.94551164,1.53350393,4.57420620,1.37258559,0.00000000,0.01038765,0.49705599,0.01516476,1.40097517
-5.78989495,6.92766167,1.51401221,4.57405766,1.36479407,0.00000000,0.00983110,0.48704079,0.01517947,1.40154678
-5.78389195,6.89011348,1.49133310,4.55921450,1.35554696,0.00000000,0.00926655,0.47499075,0.01516568,1.39947498
-5.77788894,6.83316553,1.46599815,4.52957913,1.34506711,0.00000000,0.00869939,0.46115159,0.01512052,1.39475091
-5.77188594,6.75744845,1.43859158,4.48530198,1.33358270,0.00000000,0.00813493,0.44579877,0.01504199,1.38741825
-5.76588294,6.66390160,1.40973025,4.42677637,1.32131685,0.00000000,0.00757833,0.42922931,0.01492900,1.37756869
-5.75987994,6.55374030,1.38004230,4.35462656,1.30847733,0.00000000,0.00703444,0.41175299,0.01478140,1.36533541
-5.75387694,6.42841520,1.35014521,4.26968948,1.29524690,0.00000000,0.00650773,0.39368348,0.01459998,1.35088508
-5.74787394,6.28956582,1.32062437,4.17299082,1.28177473,0.00000000,0.00600226,0.37532951,0.01438635,1.33440879
-5.74187094,6.13897029,1.29201316,4.06571658,1.26816952,0.00000000,0.00552162,0.35698656,0.01414287,1.31611263
-5.73586793,5.97849341,1.26477550,3.94918116,1.25449462,0.00000000,0.00506893,0.33892923,0.01387252,1.29620850
-5.72986493,5.81003539,1.23929154,3.82479316,1.24076551,0.00000000,0.00464688,0.32140471,0.01357877,1.27490560
-5.72386193,5.63548327,1.21584726,3.69402030,1.22694971,0.00000000,0.00425774,0.30462737,0.01326534,1.25240322
-5.71785893,5.45666673,1.19462823,3.55835451,1.21296934,0.00000000,0.00390345,0.28877480,0.01293615,1.22888519
-5.71185593,5.27532005,1.17571793,3.41927868,1.19870606,0.00000000,0.00358567,0.27398519,0.01259507,1.20451618
-5.70585293,5.09305122,1.15910047,3.27823581,1.18400827,0.00000000,0.00330586,0.26035628,0.01224582,1.17944010
-5.69984992,4.91131896,1.14466748,3.13660168,1.16870027,0.00000000,0.00306532,0.24794567,0.01189188,1.15378049
-5.69384692,4.73141791,1.13222883,2.99566167,1.15259274,0.00000000,0.00286533,0.23677247,0.01153635,1.12764276
-5.68784392,4.55447190,1.12152638,2.85659214,1.13549430,0.00000000,0.00270713,0.22682024,0.01118194,1.10111803
-5.68184092,4.38143456,1.11225023,2.72044664,1.11722325,0.00000000,0.00259202,0.21804078,0.01083092,1.07428812
-5.67583792,4.21309650,1.10405640,2.58814690,1.09761919,0.00000000,0.00252139,0.21035889,0.01048511,1.04723126
-5.66983492,4.05009768,1.09658516,2.46047843,1.07655368,0.00000000,0.00249668,0.20367757,0.01014594,1.02002800
-5.66383192,3.89294372,1.08947909,2.33809031,1.05393956,0.00000000,0.00251945,0.19788365,0.00981448,0.99276675
-5.65782891,3.74202441,1.08239995,2.22149847,1.02973832,0.00000000,0.00259128,0.19285343,0.00949147,0.96554863
-5.65182591,3.59763310,1.07504370,2.11109208,1.00396529,0.00000000,0.00271375,0.18845820,0.00917745,0.93849092
-5.64582291,3.45998550,1.06715286,2.00714210,0.97669226,0.00000000,0.00288836,0.18456946,0.00887275,0.91172908
-5.63981991,3.32923662,1.05852586,1.90981139,0.94804740,0.00000000,0.00311645,0.18106356,0.00857761,0.88541691
-5.63381691,3.20549488,1.04902295,1.81916578,0.91821265,0.00000000,0.00339903,0.17782567,0.00829218,0.85972486
-5.62781391,3.08883277,1.03856864,1.73518533,0.88741844,0.00000000,0.00373673,0.17475301,0.00801659,0.83483646
-5.62181091,2.97929373,1.02715054,1.65777553,0.85593636,0.00000000,0.00412962,0.17175720,0.00775095,0.81094313
-5.61580790,2.87689505,1.01481504,1.58677785,0.82406975,0.00000000,0.00457708,0.16876577,0.00749537,0.78823748
-5.60980490,2.78162734,1.00165994,1.52197959,0.79214305,0.00000000,0.00507766,0.16572279,0.00724993,0.76690575
-5.60380190,2.69345089,0.98782484,1.46312273,0.76049014,0.00000000,0.00562896,0.16258871,0.00701469,0.74711947
-5.59779890,2.61228977,0.97347960,1.40991187,0.72944241,0.00000000,0.00622752,0.15933952,0.00678962,0.72902714
-5.59179590,2.53802457,0.95881176,1.36202130,0.69931690,0.00000000,0.00686876,0.15596523,0.00657461,0.71274627
-5.58579290,2.47048465,0.94401351,1.31910125,0.67040534,0.00000000,0.00754689,0.15246792,0.00636943,0.69835621
-5.57978989,2.40944098,0.92926897,1.28078352,0.64296416,0.00000000,0.00825491,0.14885947,0.00617372,0.68589233
-5.57378689,2.35460025,0.91474234,1.24668667,0.61720627,0.00000000,0.00898468,0.14515907,0.00598693,0.67534178
-5.56778389,2.30560126,0.90056761,1.21642086,0.59329453,0.00000000,0.00972695,0.14139067,0.00580841,0.66664110
-5.56178089,2.26201384,0.88684026,1.18959251,0.57133747,0.00000000,0.01047153,0.13758052,0.00563733,0.65967594
-5.55577789,2.22334103,0.87361125,1.16580890,0.55138707,0.00000000,0.01120747,0.13375497,0.00547280,0.65428279
-5.54977489,2.18902445,0.86088361,1.14468264,0.53343884,0.00000000,0.01192324,0.12993845,0.00531383,0.65025280
-5.54377189,2.15845287,0.84861174,1.12583625,0.51743393,0.00000000,0.01260707,0.12615197,0.00515945,0.64733744
-5.53776888,2.13097388,0.83670326,1.10890667,0.50326321,0.00000000,0.01324720,0.12241185,0.00500872,0.64525584
-5.53176588,2.10590815,0.82502333,1.09354975,0.49077308,0.00000000,0.01383223,0.11872911,0.00486087,0.64370346
-5.52576288,2.08256584,0.81340118,1.07944462,0.47977261,0.00000000,0.01435146,0.11510908,0.00471527,0.64236170
-5.51975988,2.06026449,0.80163834,1.06629802,0.47004190,0.00000000,0.01479522,0.11155163,0.00457160,0.64090820
-5.51375688,2.03834777,0.78951834,1.05384836,0.46134099,0.00000000,0.01515517,0.10805155,0.00442982,0.63902721
-5.50775388,2.01620437,0.77681714,1.04186955,0.45341932,0.00000000,0.01542463,0.10459945,0.00429029,0.63641986
-5.50175088,1.99328629,0.76331403,1.03017459,0.44602504,0.00000000,0.01559881,0.10118272,0.00415373,0.63281375
-5.49574787,1.96912594,0.74880227,1.01861870,0.43891415,0.00000000,0.01567498,0.09778674,0.00402132,0.62797175
-5.48974487,1.94335130,0.73309910,1.00710204,0.43185890,0.00000000,0.01565262,0.09439614,0.00389466,0.62169948
-5.48374187,1.91569872,0.71605477,0.99557190,0.42465531,0.00000000,0.01553348,0.09099603,0.00377572,0.61385138
-5.47773887,1.88602274,0.69756000,0.98402427,0.41712961,0.00000000,0.01532156,0.08757318,0.00366690,0.60433525
-5.47173587,1.85430266,0.67755183,0.97250457,0.40914326,0.00000000,0.01502297,0.08411704,0.00357087,0.59311495
-5.46573287,1.82064540,0.65601744,0.96110757,0.40059659,0.00000000,0.01464582,0.08062060,0.00349061,0.58021142
-5.45972986,1.78528469,0.63299607,0.94997624,0.39143086,0.00000000,0.01419994,0.07708097,0.00342923,0.56570190
-5.45372686,1.74857616,0.60857874,0.93929944,0.38162874,0.00000000,0.01369662,0.07349977,0.00338998,0.54971750
-5.44772386,1.71098879,0.58290614,0.92930832,0.37121330,0.00000000,0.01314822,0.06988324,0.00337605,0.53243918
-5.44172086,1.67309240,0.55616466,0.92027126,0.36024548,0.00000000,0.01256783,0.06624208,0.00339055,0.51409238
-5.43571786,1.63554184,0.52858078,0.91248748,0.34882029,0.00000000,0.01196885,0.06259112,0.00343633,0.49494038
-5.42971486,1.59905805,0.50041419,0.90627911,0.33706185,0.00000000,0.01136461,0.05894873,0.00351594,0.47527681
-5.42371186,1.56440649,0.47194996,0.90198195,0.32511747,0.00000000,0.01076796,0.05533612,0.00363146,0.45541732
-5.41770885,1.53237366,0.44348999,0.89993495,0.31315112,0.00000000,0.01019092,0.05177650,0.00378442,0.43569085
-5.41170585,1.50374223,0.41534414,0.90046875,0.30133642,0.00000000,0.00964435,0.04829421,0.00397574,0.41643075
-5.40570285,1.47926569,0.38782146,0.90389352,0.28984957,0.00000000,0.00913762,0.04491376,0.00420560,0.39796586
-5.39969985,1.45964314,0.36122168,0.91048641,0.27886236,0.00000000,0.00867845,0.04165897,0.00447343,0.38061195
-5.39369685,1.44549513,0.33582737,0.92047915,0.26853566,0.00000000,0.00827271,0.03855210,0.00477783,0.36466362
-5.38769385,1.43734123,0.31189683,0.93404612,0.25901349,0.00000000,0.00792431,0.03561315,0.00511654,0.35038692
-5.38169085,1.43558013,0.28965813,0.95129347,0.25041798,0.00000000,0.00763517,0.03285924,0.00548651,0.33801284
-5.37568784,1.44047280,0.26930411,0.97224955,0.24284533,0.00000000,0.00740526,0.03030412,0.00588382,0.32773170
-5.36968484,1.45212935,0.25098870,0.99685728,0.23636284,0.00000000,0.00723267,0.02795786,0.00630385,0.31968875
-5.36368184,1.47049985,0.23482439,1.02496855,0.23100715,0.00000000,0.00711378,0.02582665,0.00674123,0.31398073
-5.35767884,1.49536953,0.22088085,1.05634121,0.22678361,0.00000000,0.00704341,0.02391280,0.00719006,0.31065375
-5.35167584,1.52635841,0.20918471,1.09063852,0.22366682,0.00000000,0.00701512,0.02221485,0.00764394,0.30970224
-5.34567284,1.56292539,0.19972035,1.12743148,0.22160209,0.00000000,0.00702139,0.02072776,0.00809614,0.31106911
-5.33966983,1.60437657,0.19243157,1.16620377,0.22050796,0.00000000,0.00705401,0.01944322,0.00853976,0.31464698
-5.33366683,1.64987780,0.18722412,1.20635941,0.22027934,0.00000000,0.00710431,0.01835011,0.00896786,0.32028051
-5.32766383,1.69847081,0.18396884,1.24723289,0.22079126,0.00000000,0.00716346,0.01743485,0.00937363,0.32776971
-5.32166083,1.74909278,0.18250545,1.28810160,0.22190308,0.00000000,0.00722281,0.01668194,0.00975055,0.33687421
-5.31565783,1.80059865,0.18264672,1.32820013,0.22346289,0.00000000,0.00727414,0.01607443,0.01009253,0.34731840
-5.30965483,1.85178585,0.18418303,1.36673633,0.22531192,0.00000000,0.00730990,0.01559437,0.01039407,0.35879726
-5.30365183,1.90142068,0.18688726,1.40290847,0.22728900,0.00000000,0.00732345,0.01522332,0.01065033,0.37098293
-5.29764882,1.94826587,0.19051980,1.43592332,0.22923469,0.00000000,0.00730919,0.01494272,0.01085726,0.38353180
-5.29164582,1.99110864,0.19483373,1.46501451,0.23099520,0.00000000,0.00726274,0.01473430,0.01101167,0.39609205
-5.28564282,2.02878865,0.19957999,1.48946089,0.23242585,0.00000000,0.00718099,0.01458044,0.01111126,0.40831144
-5.27963982,2.06022513,0.20451259,1.50860416,0.23339416,0.00000000,0.00706214,0.01446444,0.01115469,0.41984523
-5.27363682,2.08444258,0.20939362,1.52186562,0.23378240,0.00000000,0.00690570,0.01437079,0.01114150,0.43036400
-5.26763382,2.10059423,0.21399807,1.52876116,0.23348975,0.00000000,0.00671238,0.01428533,0.01107217,0.43956128
-5.26163082,2.10798280,0.21811835,1.52891440,0.23243386,0.00000000,0.00648407,0.01419549,0.01094800,0.44716063
-5.25562781,2.10607770,0.22156833,1.52206725,0.23055203,0.00000000,0.00622364,0.01409031,0.01077112,0.45292207
-5.24962481,2.09452832,0.22418689,1.50808764,0.22780178,0.00000000,0.00593480,0.01396058,0.01054437,0.45664756
-5.24362181,2.07317267,0.22584082,1.48697412,0.22416115,0.00000000,0.00562193,0.01379889,0.01027121,0.45818547
-5.23761881,2.04204117,0.22642697,1.45885697,0.21962835,0.00000000,0.00528989,0.01359958,0.00995567,0.45743372
-5.23161581,2.00135532,0.22587360,1.42399577,0.21422118,0.00000000,0.00494382,0.01335873,0.00960220,0.45434153
-5.22561281,1.95152111,0.22414087,1.38277344,0.20797591,0.00000000,0.00458895,0.01307414,0.00921560,0.44890970
-5.21960980,1.89311732,0.22122043,1.33568682,0.20094587,0.00000000,0.00423044,0.01274519,0.00880092,0.44118943
-5.21360680,1.82687908,0.21713415,1.28333403,0.19319971,0.00000000,0.00387324,0.01237272,0.00836337,0.43127958
-5.20760380,1.75367715,0.21193200,1.22639913,0.18481931,0.00000000,0.00352191,0.01195891,0.00790820,0.41932259
-5.20160080,1.67449363,0.20568918,1.16563438,0.17589750,0.00000000,0.00318056,0.01150713,0.00744063,0.40549923
-5.19559780,1.59039500,0.19850265,1.10184103,0.16653555,0.00000000,0.00285276,0.01102168,0.00696579,0.39002224
-5.18959480,1.50250341,0.19048708,1.03584897,0.15684060,0.00000000,0.00254148,0.01050767,0.00648863,0.37312930
-5.18359180,1.41196737,0.18177056,0.96849633,0.14692295,0.00000000,0.00224908,0.00997081,0.00601383,0.35507545
-5.17758879,1.31993282,0.17249009,0.90060948,0.13689344,0.00000000,0.00197731,0.00941717,0.00554579,0.33612547
-5.17158579,1.22751573,0.16278710,0.83298438,0.12686093,0.00000000,0.00172733,0.00885301,0.00508857,0.31654625
-5.16558279,1.13577714,0.15280317,0.76636973,0.11692994,0.00000000,0.00149974,0.00828462,0.00464585,0.29659969
-5.15957979,1.04570139,0.14267609,0.70145263,0.10719851,0.00000000,0.00129465,0.00771811,0.00422088,0.27653626
-5.15357679,0.95817843,0.13253641,0.63884702,0.09775646,0.00000000,0.00111177,0.00715934,0.00381654,0.25658946
-5.14757379,0.87399034,0.12250448,0.57908527,0.08868390,0.00000000,0.00095042,0.00661375,0.00343526,0.23697132
-5.14157079,0.79380260,0.11268828,0.52261300,0.08005022,0.00000000,0.00080963,0.00608635,0.00307908,0.21786907
-5.13556778,0.71815982,0.10318180,0.46978714,0.07191342,0.00000000,0.00068824,0.00558161,0.00274967,0.19944302
-5.12956478,0.64748606,0.09406416,0.42087706,0.06431991,0.00000000,0.00058491,0.00510350,0.00244832,0.18182557
-5.12356178,0.58208915,0.08539934,0.37606843,0.05730467,0.00000000,0.00049825,0.00465552,0.00217607,0.16512139
-5.11755878,0.52216850,0.07723657,0.33546961,0.05089177,0.00000000,0.00042678,0.00424071,0.00193369,0.14940851
-5.11155578,0.46782593,0.06961109,0.29911986,0.04509519,0.00000000,0.00036908,0.00386178,0.00172179,0.13474027
-5.10555278,0.41907870,0.06254545,0.26699918,0.03991999,0.00000000,0.00032375,0.00352115,0.00154085,0.12114794
-5.09954977,0.37587404,0.05605105,0.23903910,0.03536354,0.00000000,0.00028946,0.00322113,0.00139133,0.10864375
-5.09354677,0.33810454,0.05012989,0.21513397,0.03141704,0.00000000,0.00026499,0.00296397,0.00127376,0.09722422
-5.08754377,0.30562366,0.04477643,0.19515234,0.02806695,0.00000000,0.00024923,0.00275204,0.00118875,0.08687359
-5.08154077,0.27826078,0.03997943,0.17894804,0.02529659,0.00000000,0.00024121,0.00258787,0.00113710,0.07756715
-5.07553777,0.25583537,0.03572378,0.16637046,0.02308750,0.00000000,0.00024004,0.00247435,0.00111988,0.06927443
-5.06953477,0.23816961,0.03199211,0.15727401,0.02142084,0.00000000,0.00024502,0.00241470,0.00113844,0.06196200
-5.06353177,0.22509937,0.02876627,0.15152611,0.02027855,0.00000000,0.00025555,0.00241260,0.00119444,0.05559592
-5.05752876,0.21648313,0.02602858,0.14901398,0.01964429,0.00000000,0.00027114,0.00247218,0.00128990,0.05014370
-5.05152576,0.21220862,0.02376279,0.14964963,0.01950419,0.00000000,0.00029147,0.00259800,0.00142716,0.04557584
-5.04552276,0.21219717,0.02195485,0.15337327,0.01984726,0.00000000,0.00031631,0.00279501,0.00160884,0.04186681
-5.03951976,0.21640558,0.02059334,0.16015488,0.02066562,0.00000000,0.00034554,0.00306842,0.00183781,0.03899559
-5.03351676,0.22482557,0.01966973,0.16999396,0.02195435,0.00000000,0.00037916,0.00342359,0.00211706,0.03694576
-5.02751376,0.23748068,0.01917832,0.18291735,0.02371111,0.00000000,0.00041726,0.00386581,0.00244962,0.03570510
-5.02151076,0.25442094,0.01911605,0.19897524,0.02593541,0.00000000,0.00046001,0.00440008,0.00283836,0.03526493
-5.01550775,0.27571521,0.01948205,0.21823543,0.02862778,0.00000000,0.00050766,0.00503087,0.00328588,0.03561906
-5.00950475,0.30144148,0.02027706,0.24077582,0.03178852,0.00000000,0.00056051,0.00576177,0.00379427,0.03676246
-5.00350175,0.33167543,0.02150268,0.26667544,0.03541649,0.00000000,0.00061891,0.00659524,0.00436492,0.03868980
-4.99749875,0.36647758,0.02316057,0.29600421,0.03950761,0.00000000,0.00068320,0.00753226,0.00499833,0.04139382
-4.99149575,0.40587941,0.02525152,0.32881178,0.04405345,0.00000000,0.00075373,0.00857204,0.00569384,0.04486365
-4.98549275,0.44986908,0.02777457,0.36511578,0.04903973,0.00000000,0.00083079,0.00971173,0.00644949,0.04908316
-4.97948974,0.49837740,0.03072613,0.40489008,0.05444507,0.00000000,0.00091462,0.01094622,0.00726184,0.05402944
-4.97348674,0.55126454,0.03409912,0.44805354,0.06023979,0.00000000,0.00100533,0.01226793,0.00812579,0.05967145
-4.96748374,0.60830852,0.03788233,0.49445987,0.06638510,0.00000000,0.00110292,0.01366679,0.00903454,0.06596894
-4.96148074,0.66919595,0.04205989,0.54388915,0.07283261,0.00000000,0.00120722,0.01513017,0.00997953,0.07287176
-4.95547774,0.73351593,0.04661098,0.59604181,0.07952426,0.00000000,0.00131784,0.01664308,0.01095051,0.08031957
-4.94947474,0.80075767,0.05150975,0.65053542,0.08639274,0.00000000,0.00143421,0.01818835,0.01193559,0.08824205
-4.94347174,0.87031248,0.05672566,0.70690491,0.09336248,0.00000000,0.00155550,0.01974702,0.01292148,0.09655960
-4.93746873,0.94148026,0.06222397,0.76460651,0.10035103,0.00000000,0.00168067,0.02129880,0.01389373,0.10518463
-4.93146573,1.01348093,0.06796665,0.82302567,0.10727108,0.00000000,0.00180842,0.02282267,0.01483704,0.11402334
-4.92546273,1.08547052,0.07391352,0.88148885,0.11403287,0.00000000,0.00193723,0.02429751,0.01573569,0.12297796
-4.91945973,1.15656160,0.08002374,0.93927901,0.12054695,0.00000000,0.00206537,0.02570289,0.01657393,0.13194952
-4.91345673,1.22584746,0.08625737,0.99565442,0.12672729,0.00000000,0.00219095,0.02701981,0.01733650,0.14084076
-4.90745373,1.29242917,0.09257719,1.04987002,0.13249440,0.00000000,0.00231194,0.02823153,0.01800912,0.14955936
-4.90145073,1.35544430,0.09895049,1.10120054,0.13777864,0.00000000,0.00242626,0.02932430,0.01857893,0.15802111
-4.89544772,1.41409617,0.10535081,1.14896439,0.14252316,0.00000000,0.00253177,0.03028809,0.01903501,0.16615300
-4.88944472,1.46768211,0.11175950,1.19254713,0.14668673,0.00000000,0.00262643,0.03111719,0.01936877,0.17389595
-4.88344172,1.51561941,0.11816704,1.23142346,0.15024599,0.00000000,0.00270827,0.03181073,0.01957432,0.18120708
-4.87743872,1.55746749,0.12457394,1.26517648,0.15319718,0.00000000,0.00277553,0.03237299,0.01964871,0.18806130
-4.87143572,1.59294511,0.13099115,1.29351327,0.15555720,0.00000000,0.00282666,0.03281362,0.01959218,0.19445222
-4.86543272,1.62194164,0.13744002,1.31627590,0.15736390,0.00000000,0.00286043,0.03314761,0.01940816,0.20039207
-4.85942971,1.64452154,0.14395160,1.33344710,0.15867565,0.00000000,0.00287595,0.03339515,0.01910333,0.20591090
-4.85342671,1.66092188,0.15056541,1.34515038,0.15957010,0.00000000,0.00287269,0.03358125,0.01868748,0.21105470
-4.84742371,1.67154264,0.15732765,1.35164428,0.16014222,0.00000000,0.00285052,0.03373527,0.01817325,0.21588280
-4.84142071,1.67693044,0.16428895,1.35331127,0.16050180,0.00000000,0.00280972,0.03389023,0.01757589,0.22046450
-4.83541771,1.67775627,0.17150172,1.35064149,0.16077030,0.00000000,0.00275095,0.03408212,0.01691283,0.22487515
-4.82941471,1.67478831,0.17901721,1.34421241,0.16107740,0.00000000,0.00267527,0.03434895,0.01620331,0.22919186
-4.82341171,1.66886135,0.18688258,1.33466531,0.16155728,0.00000000,0.00258405,0.03472995,0.01546782,0.23348903
-4.81740870,1.66084407,0.19513786,1.32267972,0.16234481,0.00000000,0.00247896,0.03526454,0.01472767,0.23783401
-4.81140570,1.65160602,0.20381323,1.30894730,0.16357182,0.00000000,0.00236191,0.03599144,0.01400444,0.24228312
-4.80540270,1.64198572,0.21292657,1.29414625,0.16536347,0.00000000,0.00223499,0.03694768,0.01331947,0.24687819
-4.79939970,1.63276148,0.22248161,1.27891760,0.16783501,0.00000000,0.00210039,0.03816776,0.01269339,0.25164388
-4.79339670,1.62462612,0.23246650,1.26384442,0.17108884,0.00000000,0.00196037,0.03968275,0.01214562,0.25658592
-4.78739370,1.61816677,0.24285318,1.24943491,0.17521202,0.00000000,0.00181714,0.04151945,0.01169396,0.26169036
-4.78139070,1.61385020,0.25359731,1.23610988,0.18027422,0.00000000,0.00167287,0.04369972,0.01135418,0.26692384
-4.77538769,1.61201438,0.26463893,1.22419515,0.18632611,0.00000000,0.00152960,0.04623968,0.01113966,0.27223501
-4.76938469,1.61286595,0.27590371,1.21391887,0.19339829,0.00000000,0.00138920,0.04914916,0.01106111,0.27755674
-4.76338169,1.61648369,0.28730473,1.20541357,0.20150046,0.00000000,0.00125333,0.05243110,0.01112628,0.28280933
-4.75737869,1.62282705,0.29874469,1.19872264,0.21062121,0.00000000,0.00112346,0.05608103,0.01133974,0.28790422
-4.75137569,1.63174935,0.31011843,1.19381054,0.22072799,0.00000000,0.00100082,0.06008675,0.01170276,0.29274828
-4.74537269,1.64301446,0.32131568,1.19057603,0.23176759,0.00000000,0.00088641,0.06442800,0.01221317,0.29724826
-4.73936968,1.65631622,0.33222382,1.18886762,0.24366691,0.00000000,0.00078101,0.06907634,0.01286534,0.30131524
-4.73336668,1.67129942,0.34273069,1.18850042,0.25633415,0.00000000,0.00068521,0.07399517,0.01365020,0.30486895
-4.72736368,1.68758165,0.35272726,1.18927353,0.26966043,0.00000000,0.00059942,0.07913999,0.01455532,0.30784166
-4.72136068,1.70477504,0.36211017,1.19098726,0.28352187,0.00000000,0.00052389,0.08445884,0.01556511,0.31018156
-4.71535768,1.72250731,0.37078407,1.19345948,0.29778216,0.00000000,0.00045877,0.08989309,0.01666107,0.31185550
-4.70935468,1.74044144,0.37866383,1.19654064,0.31229570,0.00000000,0.00040414,0.09537836,0.01782216,0.31285103
-4.70335168,1.75829367,0.38567646,1.20012694,0.32691122,0.00000000,0.00036001,0.10084590,0.01902520,0.31317769
-4.69734867,1.77584935,0.39176296,1.20417130,0.34147597,0.00000000,0.00032640,0.10622411,0.02024538,0.31286764
-4.69134567,1.79297641,0.39687997,1.20869201,0.35584035,0.00000000,0.00030333,0.11144037,0.02145688,0.31197550
-4.68534267,1.80963607,0.40100124,1.21377863,0.36986280,0.00000000,0.00029088,0.11642305,0.02263353,0.31057761
-4.67933967,1.82589065,0.40411895,1.21959520,0.38341491,0.00000000,0.00028917,0.12110365,0.02374942,0.30877067
-4.67333667,1.84190806,0.40624478,1.22638047,0.39638646,0.00000000,0.00029842,0.12541898,0.02477969,0.30666989
-4.66733367,1.85796263,0.40741070,1.23444501,0.40869008,0.00000000,0.00031891,0.12931332,0.02570121,0.30440660
-4.66133067,1.87443196,0.40766944,1.24416517,0.42026532,0.00000000,0.00035101,0.13274035,0.02649323,0.30212548
-4.65532766,1.89178938,0.40709431,1.25597374,0.43108184,0.00000000,0.00039518,0.13566488,0.02713800,0.29998134
-4.64932466,1.91059181,0.40577867,1.27034724,0.44114132,0.00000000,0.00045190,0.13806419,0.02762132,0.29813550
-4.64332166,1.93146275,0.40383447,1.28779000,0.45047795,0.00000000,0.00052172,0.13992885,0.02793293,0.29675190
