energy_ev,total_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up,V_p_up,V_d_up
-6.00000000,0.15483482,0.00420537,0.03745846,0.05262715,0.00000000,0.04719910,0.04570111
-5.99399700,0.17073993,0.00463551,0.04131343,0.05803032,0.00000000,0.05202764,0.05038896
-5.98799400,0.18695072,0.00507302,0.04524594,0.06353593,0.00000000,0.05693936,0.05516368
-5.98199100,0.20326405,0.00551206,0.04920813,0.06907443,0.00000000,0.06186877,0.05996409
-5.97598799,0.21946017,0.00594623,0.05314851,0.07457043,0.00000000,0.06674421,0.06472377
-5.96998499,0.23530903,0.00636872,0.05701357,0.07994488,0.00000000,0.07148960,0.06937282
-5.96398199,0.25057780,0.00677252,0.06074973,0.08511750,0.00000000,0.07602634,0.07383995
-5.95797899,0.26503936,0.00715057,0.06430551,0.09000969,0.00000000,0.08027557,0.07805490
-5.95197599,0.27848158,0.00749600,0.06763393,0.09454754,0.00000000,0.08416059,0.08195102
-5.94597299,0.29071696,0.00780236,0.07069501,0.09866511,0.00000000,0.08760933,0.08546796
-5.93996998,0.30159242,0.00806380,0.07345834,0.10230764,0.00000000,0.09055683,0.08855442
-5.93396698,0.31099874,0.00827533,0.07590552,0.10543467,0.00000000,0.09294756,0.09117071
-5.92796398,0.31887925,0.00843296,0.07803251,0.10802292,0.00000000,0.09473753,0.09329115
-5.92196098,0.32523748,0.00853390,0.07985167,0.11006879,0.00000000,0.09589605,0.09490615
-5.91595798,0.33014326,0.00857663,0.08139343,0.11159037,0.00000000,0.09640706,0.09602386
-5.90995498,0.33373708,0.00856103,0.08270752,0.11262880,0.00000000,0.09626999,0.09667121
-5.90395198,0.33623223,0.00848837,0.08386361,0.11324898,0.00000000,0.09550005,0.09689455
-5.89794897,0.33791471,0.00836130,0.08495140,0.11353948,0.00000000,0.09412805,0.09675945
-5.89194597,0.33914055,0.00818380,0.08607993,0.11361160,0.00000000,0.09219953,0.09635001
-5.88594297,0.34033063,0.00796103,0.08737627,0.11359768,0.00000000,0.08977350,0.09576736
-5.87993997,0.34196285,0.00769922,0.08898338,0.11364851,0.00000000,0.08692063,0.09512759
-5.87393697,0.34456180,0.00740544,0.09105729,0.11392991,0.00000000,0.08372113,0.09455902
-5.86793397,0.34868608,0.00708743,0.09376351,0.11461868,0.00000000,0.08026223,0.09419896
-5.86193097,0.35491340,0.00675331,0.09727278,0.11589779,0.00000000,0.07663556,0.09418990
-5.85592796,0.36382396,0.00641141,0.10175616,0.11795105,0.00000000,0.07293438,0.09467545
-5.84992496,0.37598221,0.00606997,0.10737964,0.12095740,0.00000000,0.06925089,0.09579585
-5.84392196,0.39191772,0.00573694,0.11429832,0.12508482,0.00000000,0.06567359,0.09768346
-5.83791896,0.41210547,0.00541979,0.12265034,0.13048426,0.00000000,0.06228489,0.10045812
-5.83191596,0.43694631,0.00512528,0.13255070,0.13728354,0.00000000,0.05915909,0.10422272
-5.82591296,0.46674811,0.00485936,0.14408528,0.14558161,0.00000000,0.05636062,0.10905899
-5.81990995,0.50170840,0.00462702,0.15730515,0.15544329,0.00000000,0.05394277,0.11502372
-5.81390695,0.54189924,0.00443221,0.17222152,0.16689467,0.00000000,0.05194690,0.12214557
-5.80790395,0.58725496,0.00427785,0.18880152,0.17991958,0.00000000,0.05040209,0.13042263
-5.80190095,0.63756369,0.00416576,0.20696514,0.19445709,0.00000000,0.04932527,0.13982082
-5.79589795,0.69246322,0.00409678,0.22658356,0.21040045,0.00000000,0.04872192,0.15027333
-5.78989495,0.75144173,0.00407079,0.24747895,0.22759754,0.00000000,0.04858711,0.16168119
-5.78389195,0.81384412,0.00408688,0.26942617,0.24585290,0.00000000,0.04890704,0.17391495
-5.77788894,0.87888379,0.00414346,0.29215622,0.26493161,0.00000000,0.04966091,0.18681769
-5.77188594,0.94566031,0.00423845,0.31536170,0.28456474,0.00000000,0.05082318,0.20020917
-5.76588294,1.01318250,0.00436951,0.33870403,0.30445651,0.00000000,0.05236596,0.21389116
-5.75987994,1.08039657,0.00453419,0.36182246,0.32429297,0.00000000,0.05426169,0.22765377
-5.75387694,1.14621847,0.00473023,0.38434451,0.34375185,0.00000000,0.05648582,0.24128266
-5.74787394,1.20956950,0.00495572,0.40589763,0.36251336,0.00000000,0.05901947,0.25456680
-5.74187094,1.26941372,0.00520938,0.42612146,0.38027157,0.00000000,0.06185206,0.26730665
-5.73586793,1.32479587,0.00549072,0.44468042,0.39674571,0.00000000,0.06498359,0.27932216
-5.72986493,1.37487798,0.00580024,0.46127598,0.41169125,0.00000000,0.06842667,0.29046059
-5.72386193,1.41897310,0.00613956,0.47565800,0.42490990,0.00000000,0.07220807,0.30060343
