energy_ev,total_up,Al_p_up,Al_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-6.00000000,1.69137305,0.11294456,0.00000000,1.05704855,0.62946458,0.01807360,0.70861097
-5.99399700,1.68210476,0.11290757,0.00000000,1.04816565,0.63000652,0.01831854,0.70006611
-5.98799400,1.67875573,0.11343481,0.00000000,1.04143172,0.63313710,0.01868937,0.69387860
-5.98199100,1.68136745,0.11454021,0.00000000,1.03682137,0.63882004,0.01918393,0.69014621
-5.97598799,1.68979675,0.11622430,0.00000000,1.03421772,0.64694537,0.01979798,0.68888471
-5.96998499,1.70372222,0.11847432,0.00000000,1.03341974,0.65733260,0.02052537,0.69002865
-5.96398199,1.72265696,0.12126471,0.00000000,1.03415288,0.66973631,0.02135806,0.69343493
-5.95797899,1.74596685,0.12455799,0.00000000,1.03608248,0.68385398,0.02228631,0.69888931
-5.95197599,1.77289362,0.12830602,0.00000000,1.03882924,0.69933562,0.02329880,0.70611513
-5.94597299,1.80258161,0.13245142,0.00000000,1.04198597,0.71579492,0.02438283,0.71478413
-5.93996998,1.83410708,0.13692936,0.00000000,1.04513477,0.73282135,0.02552445,0.72452866
-5.93396698,1.86650869,0.14166935,0.00000000,1.04786391,0.74999290,0.02670875,0.73495492
-5.92796398,1.89881813,0.14659721,0.00000000,1.04978342,0.76688873,0.02791997,0.74565644
-5.92196098,1.93008942,0.15163699,0.00000000,1.05053902,0.78310149,0.02914180,0.75622745
-5.91595798,1.95942604,0.15671286,0.00000000,1.04982353,0.79824867,0.03035762,0.76627556
-5.90995498,1.98600490,0.16175086,0.00000000,1.04738561,0.81198279,0.03155067,0.77543323
-5.90395198,2.00909635,0.16668046,0.00000000,1.04303554,0.82399989,0.03270440,0.78336784
-5.89794897,2.02807990,0.17143595,0.00000000,1.03664790,0.83404632,0.03380268,0.78978986
-5.89194597,2.04245530,0.17595759,0.00000000,1.02816148,0.84192347,0.03483007,0.79445921
-5.88594297,2.05184900,0.18019248,0.00000000,1.01757648,0.84749060,0.03577213,0.79718949
-5.87993997,2.05601612,0.18409522,0.00000000,1.00494955,0.85066555,0.03661565,0.79785025
-5.87393697,2.05483828,0.18762832,0.00000000,0.99038707,0.85142370,0.03734896,0.79636739
-5.86793397,2.04831794,0.19076237,0.00000000,0.97403715,0.84979518,0.03796213,0.79272179
-5.86193097,2.03656956,0.19347608,0.00000000,0.95608105,0.84586063,0.03844721,0.78694644
-5.85592796,2.01980858,0.19575605,0.00000000,0.93672430,0.83974574,0.03879846,0.77912235
-5.84992496,1.99833860,0.19759648,0.00000000,0.91618815,0.83161506,0.03901242,0.76937344
-5.84392196,1.97253764,0.19899873,0.00000000,0.89470171,0.82166505,0.03908812,0.75786076
-5.83791896,1.94284401,0.19997080,0.00000000,0.87249491,0.81011709,0.03902703,0.74477631
-5.83191596,1.90974231,0.20052676,0.00000000,0.84979275,0.79721037,0.03883309,0.73033661
-5.82591296,1.87375015,0.20068609,0.00000000,0.82681065,0.78319528,0.03851262,0.71477639
-5.81990995,1.83540586,0.20047305,0.00000000,0.80375109,0.76832720,0.03807421,0.69834245
-5.81390695,1.79525753,0.19991600,0.00000000,0.78080141,0.75286117,0.03752845,0.68128800
-5.80790395,1.75385356,0.19904676,0.00000000,0.75813268,0.73704740,0.03688772,0.66386741
-5.80190095,1.71173486,0.19789991,0.00000000,0.73589939,0.72112776,0.03616588,0.64633170
-5.79589795,1.66942867,0.19651221,0.00000000,0.71423987,0.70533337,0.03537790,0.62892464
-5.78989495,1.62744404,0.19492201,0.00000000,0.69327729,0.68988314,0.03453951,0.61187956
-5.78389195,1.58626885,0.19316866,0.00000000,0.67312088,0.67498331,0.03366685,0.59541697
-5.77788894,1.54636818,0.19129207,0.00000000,0.65386749,0.66082786,0.03277606,0.57974286
-5.77188594,1.50818391,0.18933227,0.00000000,0.63560311,0.64759959,0.03188298,0.56504765
-5.76588294,1.47213517,0.18732907,0.00000000,0.61840443,0.63547174,0.03100279,0.55150580
-5.75987994,1.43861960,0.18532170,0.00000000,0.60234033,0.62460994,0.03014978,0.53927596
-5.75387694,1.40801484,0.18334869,0.00000000,0.58747316,0.61517420,0.02933711,0.52850149
-5.74787394,1.38068012,0.18144759,0.00000000,0.57385994,0.60732076,0.02857664,0.51931128
-5.74187094,1.35695749,0.17965491,0.00000000,0.56155326,0.60120350,0.02787882,0.51182073
-5.73586793,1.33717236,0.17800593,0.00000000,0.55060202,0.59697473,0.02725262,0.50613261
-5.72986493,1.32163311,0.17653463,0.00000000,0.54105185,0.59478512,0.02670551,0.50233781
-5.72386193,1.31062937,0.17527348,0.00000000,0.53294528,0.59478260,0.02624347,0.50051564
-5.71785893,1.30442879,0.17425322,0.00000000,0.52632152,0.59711017,0.02587104,0.50073368
-5.71185593,1.30327222,0.17350256,0.00000000,0.52121592,0.60190257,0.02559135,0.50304698
-5.70585293,1.30736718,0.17304777,0.00000000,0.51765905,0.60928173,0.02540620,0.50749660
-5.69984992,1.31687983,0.17291215,0.00000000,0.51567534,0.61935127,0.02531608,0.51410745
-5.69384692,1.33192556,0.17311544,0.00000000,0.51528140,0.63219018,0.02532026,0.52288547
-5.68784392,1.35255873,0.17367309,0.00000000,0.51648400,0.64784589,0.02541676,0.53381434
-5.68184092,1.37876191,0.17459554,0.00000000,0.51927788,0.66632722,0.02560243,0.54685181
-5.67583792,1.41043547,0.17588745,0.00000000,0.52364338,0.68759746,0.02587290,0.56192594
-5.66983492,1.44738797,0.17754697,0.00000000,0.52954421,0.71156816,0.02622263,0.57893158
-5.66383192,1.48932841,0.17956513,0.00000000,0.53692541,0.73809394,0.02664485,0.59772732
-5.65782891,1.53586089,0.18192541,0.00000000,0.54571175,0.76696896,0.02713166,0.61813334
-5.65182591,1.58648246,0.18460347,0.00000000,0.55580675,0.79792524,0.02767399,0.63993038
-5.64582291,1.64058484,0.18756726,0.00000000,0.56709251,0.83063332,0.02826174,0.66286029
-5.63981991,1.69746033,0.19077735,0.00000000,0.57943049,0.86470542,0.02888388,0.68662811
-5.63381691,1.75631227,0.19418767,0.00000000,0.59266328,0.89970123,0.02952860,0.71090613
-5.62781391,1.81627004,0.19774657,0.00000000,0.60661754,0.93513637,0.03018356,0.73533968
-5.62181091,1.87640827,0.20139821,0.00000000,0.62110789,0.97049327,0.03083614,0.75955490
-5.61580790,1.93576996,0.20508425,0.00000000,0.63594183,1.00523430,0.03147377,0.78316796
-5.60980490,1.99339258,0.20874578,0.00000000,0.65092546,1.03881660,0.03208429,0.80579578
-5.60380190,2.04833632,0.21232539,0.00000000,0.66586976,1.07070817,0.03265628,0.82706761
-5.59779890,2.09971344,0.21576929,0.00000000,0.68059710,1.10040461,0.03317950,0.84663718
-5.59179590,2.14671730,0.21902946,0.00000000,0.69494789,1.12744572,0.03364522,0.86419476
-5.58579290,2.18865008,0.22206557,0.00000000,0.70878674,1.15143139,0.03404660,0.87947875
-5.57978989,2.22494775,0.22484673,0.00000000,0.72200805,1.17203599,0.03437892,0.89228605
-5.57378689,2.25520119,0.22735286,0.00000000,0.73454063,1.18902077,0.03463989,0.90248086
-5.56778389,2.27917257,0.22957571,0.00000000,0.74635101,1.20224346,0.03482973,0.91000140
-5.56178089,2.29680605,0.23151932,0.00000000,0.75744539,1.21166495,0.03495129,0.91486416
-5.55577789,2.30823230,0.23320008,0.00000000,0.76786996,1.21735242,0.03500997,0.91716539
-5.54977489,2.31376656,0.23464618,0.00000000,0.77770951,1.21947897,0.03501359,0.91707980
-5.54377189,2.31390022,0.23589656,0.00000000,0.78708441,1.21831961,0.03497220,0.91485629
-5.53776888,2.30928611,0.23699942,0.00000000,0.79614594,1.21424370,0.03489769,0.91081095
-5.53176588,2.30071814,0.23801025,0.00000000,0.80507025,1.20770427,0.03480346,0.90531747
-5.52576288,2.28910590,0.23898948,0.00000000,0.81405096,1.19922432,0.03470391,0.89879534
-5.51975988,2.27544519,0.23999993,0.00000000,0.82329090,1.18938092,0.03461394,0.89169628
-5.51375688,2.26078568,0.24110401,0.00000000,0.83299316,1.17878739,0.03454843,0.88448937
-5.50775388,2.24619666,0.24236088,0.00000000,0.84335182,1.16807434,0.03452167,0.87764550
-5.50175088,2.23273236,0.24382366,0.00000000,0.85454277,1.15787026,0.03454686,0.87162164
-5.49574787,2.22139791,0.24553682,0.00000000,0.86671498,1.14878220,0.03463561,0.86684564
-5.48974487,2.21311723,0.24753386,0.00000000,0.87998252,1.14137739,0.03479752,0.86370207
-5.48374187,2.20870397,0.24983526,0.00000000,0.89441773,1.13616621,0.03503984,0.86251956
-5.47773887,2.20883646,0.25244709,0.00000000,0.91004589,1.13358721,0.03536718,0.86356029
-5.47173587,2.21403750,0.25535998,0.00000000,0.92684143,1.13399465,0.03578138,0.86701180
-5.46573287,2.22465966,0.25854880,0.00000000,0.94472610,1.13764891,0.03628145,0.87298156
-5.45972986,2.24087657,0.26197296,0.00000000,0.96356910,1.14470999,0.03686362,0.88149442
-5.45372686,2.26268024,0.26557726,0.00000000,0.98318918,1.15523446,0.03752154,0.89249293
-5.44772386,2.28988457,0.26929351,0.00000000,1.00335876,1.16917563,0.03824650,0.90584062
-5.44172086,2.32213469,0.27304253,0.00000000,1.02380985,1.18638709,0.03902782,0.92132791
-5.43571786,2.35892164,0.27673676,0.00000000,1.04424162,1.20662926,0.03985328,0.93868045
-5.42971486,2.39960176,0.28028323,0.00000000,1.06432931,1.22957875,0.04070957,0.95756947
-5.42371186,2.44341983,0.28358674,0.00000000,1.08373420,1.25483996,0.04158284,0.97762375
-5.41770885,2.48953511,0.28655322,0.00000000,1.10211413,1.28195863,0.04245916,0.99844256
-5.41170585,2.53704903,0.28909305,0.00000000,1.11913425,1.31043656,0.04332504,1.01960917
-5.40570285,2.58503351,0.29112423,0.00000000,1.13447756,1.33974713,0.04416787,1.04070420
-5.39969985,2.63255878,0.29257525,0.00000000,1.14785471,1.36935078,0.04497630,1.06131845
-5.39369685,2.67871950,0.29338750,0.00000000,1.15901278,1.39871009,0.04574054,1.08106453
-5.38769385,2.72265844,0.29351725,0.00000000,1.16774252,1.42730381,0.04645253,1.09958701
-5.38169085,2.76358677,0.29293691,0.00000000,1.17388398,1.45463935,0.04710607,1.11657062
-5.37568784,2.80080037,0.29163577,0.00000000,1.17733007,1.48026346,0.04769682,1.13174635
-5.36968484,2.83369184,0.28961997,0.00000000,1.17802807,1.50377068,0.04822213,1.14489521
-5.36368184,2.86175802,0.28691195,0.00000000,1.17597905,1.52480961,0.04868090,1.15584986
-5.35767884,2.88460305,0.28354925,0.00000000,1.17123526,1.54308673,0.04907330,1.16449388
-5.35167584,2.90193737,0.27958280,0.00000000,1.16389566,1.55836808,0.04940041,1.17075928
-5.34567284,2.91357303,0.27507495,0.00000000,1.15409985,1.57047885,0.04966395,1.17462218
-5.33966983,2.91941615,0.27009706,0.00000000,1.14202079,1.57930114,0.04986583,1.17609737
-5.33366683,2.91945709,0.26472707,0.00000000,1.12785669,1.58477043,0.05000794,1.17523193
-5.32766383,2.91375938,0.25904705,0.00000000,1.11182253,1.58687094,0.05009178,1.17209848
-5.32166083,2.90244811,0.25314084,0.00000000,1.09414164,1.58563036,0.05011834,1.16678848
-5.31565783,2.88569872,0.24709194,0.00000000,1.07503781,1.58111454,0.05008791,1.15940601
-5.30965483,2.86372683,0.24098175,0.00000000,1.05472843,1.57342217,0.05000010,1.15006227
-5.30365183,2.83677971,0.23488815,0.00000000,1.03341881,1.56268012,0.04985392,1.13887133
-5.29764882,2.80512993,0.22888457,0.00000000,1.01129816,1.54903944,0.04964789,1.12594696
-5.29164582,2.76907121,0.22303945,0.00000000,0.98853737,1.53267229,0.04938035,1.11140098
-5.28564282,2.72891667,0.21741616,0.00000000,0.96528850,1.51376984,0.04904970,1.09534289
-5.27963982,2.68499922,0.21207333,0.00000000,0.94168617,1.49254109,0.04865480,1.07788070
-5.27363682,2.63767376,0.20706540,0.00000000,0.91785053,1.46921243,0.04819531,1.05912288
-5.26763382,2.58732066,0.20244352,0.00000000,0.89389158,1.44402789,0.04767201,1.03918101
-5.26163082,2.53434989,0.19825652,0.00000000,0.86991459,1.41724958,0.04708716,1.01817281
-5.25562781,2.47920515,0.19455190,0.00000000,0.84602611,1.38915826,0.04644466,0.99622541
-5.24962481,2.42236725,0.19137680,0.00000000,0.82234015,1.36005353,0.04575027,0.97347823
-5.24362181,2.36435607,0.18877880,0.00000000,0.79898410,1.33025345,0.04501163,0.95008530
-5.23761881,2.30573058,0.18680638,0.00000000,0.77610392,1.30009326,0.04423817,0.92621680
-5.23161581,2.24708645,0.18550920,0.00000000,0.75386821,1.26992308,0.04344096,0.90205940
-5.22561281,2.18905103,0.18493791,0.00000000,0.73247081,1.24010435,0.04263240,0.87781558
-5.21960980,2.13227550,0.18514360,0.00000000,0.71213170,1.21100508,0.04182585,0.85370157
-5.21360680,2.07742451,0.18617684,0.00000000,0.69309603,1.18299396,0.04103514,0.82994424
-5.20760380,2.02516353,0.18808639,0.00000000,0.67563128,1.15643347,0.04027407,0.80677688
-5.20160080,1.97614441,0.19091749,0.00000000,0.66002249,1.13167222,0.03955585,0.78443430
-5.19559780,1.93098986,0.19471001,0.00000000,0.64656598,1.10903697,0.03889258,0.76314727
-5.18959480,1.89027754,0.19949626,0.00000000,0.63556148,1.08882455,0.03829471,0.74313693
-5.18359180,1.85452469,0.20529885,0.00000000,0.62730327,1.07129428,0.03777065,0.72460924
