energy_ev,total_up,Pb_p_up,Pb_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.60980490,2.53592868,0.13998810,0.00204543,0.77218756,1.38241834,0.01589764,1.38006662
-5.60380190,2.51756694,0.13720411,0.00203245,0.76165181,1.38179390,0.01554527,1.36896065
-5.59779890,2.49161116,0.13403616,0.00201093,0.74867540,1.37682810,0.01514721,1.35375647
-5.59179590,2.45816597,0.13050174,0.00198081,0.73340059,1.36752528,0.01470367,1.33454454
-5.58579290,2.41750466,0.12663165,0.00194225,0.71600964,1.35398627,0.01421600,1.31149956
-5.57978989,2.37006384,0.12246917,0.00189555,0.69672180,1.33640697,0.01368661,1.28487710
-5.57378689,2.31643351,0.11806902,0.00184121,0.67578966,1.31507426,0.01311894,1.25500803
-5.56778389,2.25734297,0.11349591,0.00177987,0.65349486,1.29035928,0.01251730,1.22229095
-5.56178089,2.19364290,0.10882298,0.00171233,0.63014333,1.26270830,0.01188681,1.18718276
-5.55577789,2.12628438,0.10413001,0.00163948,0.60606012,1.23263142,0.01123318,1.15018788
-5.54977489,2.05629526,0.09950170,0.00156232,0.58158395,1.20068938,0.01056259,1.11184620
-5.54377189,1.98475485,0.09502581,0.00148193,0.55706164,1.16747893,0.00988148,1.07272017
-5.53776888,1.91276738,0.09079147,0.00139939,0.53284232,1.13361714,0.00919643,1.03338154
-5.53176588,1.84143523,0.08688747,0.00131585,0.50927176,1.09972520,0.00851395,0.99439784
-5.52576288,1.77183263,0.08340066,0.00123239,0.48668670,1.06641212,0.00784032,0.95631931
-5.51975988,1.70498051,0.08041438,0.00115010,0.46540934,1.03425905,0.00718150,0.91966637
-5.51375688,1.64182344,0.07800704,0.00106998,0.44574207,1.00380466,0.00654297,0.88491826
-5.50775388,1.58320919,0.07625068,0.00099297,0.42796255,0.97553208,0.00592965,0.85250308
-5.50175088,1.52987170,0.07520954,0.00091989,0.41231918,0.94985803,0.00534585,0.82278956
-5.49574787,1.48241790,0.07493875,0.00085147,0.39902712,0.92712446,0.00479523,0.79608097
-5.48974487,1.44131885,0.07548292,0.00078834,0.38826487,0.90759309,0.00428076,0.77261130
-5.48374187,1.40690556,0.07687486,0.00073098,0.38017168,0.89144307,0.00380478,0.75254384
-5.47773887,1.37936948,0.07913429,0.00067976,0.37484569,0.87877185,0.00336900,0.73597238
-5.47173587,1.35876774,0.08226663,0.00063495,0.37234304,0.86959924,0.00297459,0.72292476
-5.46573287,1.34503285,0.08626199,0.00059671,0.37267792,0.86387450,0.00262227,0.71336888
-5.45972986,1.33798637,0.09109432,0.00056510,0.37582371,0.86148602,0.00231235,0.70722071
-5.45372686,1.33735612,0.09672086,0.00054011,0.38171505,0.86227327,0.00204489,0.70435398
-5.44772386,1.34279592,0.10308194,0.00052164,0.39025107,0.86604032,0.00181981,0.70461124
-5.44172086,1.35390718,0.11010123,0.00050956,0.40129947,0.87257025,0.00163696,0.70781548
-5.43571786,1.37026119,0.11768651,0.00050370,0.41470145,0.88163977,0.00149630,0.71378199
-5.42971486,1.39142115,0.12573095,0.00050386,0.43027738,0.89303321,0.00139793,0.72232962
-5.42371186,1.41696277,0.13411507,0.00050983,0.44783296,0.90655521,0.00134225,0.73329103
-5.41770885,1.44649260,0.14270925,0.00052141,0.46716563,0.92204124,0.00133001,0.74652112
-5.41170585,1.47966300,0.15137679,0.00053840,0.48807103,0.93936555,0.00136236,0.76190337
-5.40570285,1.51618312,0.15997753,0.00056060,0.51034917,0.95844599,0.00144092,0.77935356
-5.39969985,1.55582520,0.16837186,0.00058785,0.53381010,0.97924528,0.00156773,0.79882060
-5.39369685,1.59842603,0.17642507,0.00061997,0.55827875,1.00176880,0.00174530,0.82028437
-5.38769385,1.64388325,0.18401170,0.00065681,0.58359870,1.02605884,0.00197650,0.84375075
-5.38169085,1.69214685,0.19101997,0.00069820,0.60963472,1.05218555,0.00226448,0.86924373
-5.37568784,1.74320622,0.19735590,0.00074397,0.63627386,1.08023513,0.00261258,0.89679539
-5.36968484,1.79707344,0.20294697,0.00079392,0.66342501,1.11029585,0.00302413,0.92643390
-5.36368184,1.85376375,0.20774522,0.00084783,0.69101702,1.14244254,0.00350230,0.95817046
-5.35767884,1.91327421,0.21172945,0.00090543,0.71899532,1.17672059,0.00404985,0.99198575
-5.35167584,1.97556191,0.21490664,0.00096639,0.74731726,1.21313024,0.00466895,1.02781674
-5.34567284,2.04052284,0.21731219,0.00103032,0.77594646,1.25161213,0.00536090,1.06554476
-5.33966983,2.10797289,0.21900925,0.00109680,0.80484646,1.29203497,0.00612589,1.10498542
-5.33366683,2.17763204,0.22008689,0.00116530,0.83397404,1.33418620,0.00696282,1.14588128
-5.32766383,2.24911302,0.22065739,0.00123528,0.86327272,1.37776621,0.00786905,1.18789770
-5.32166083,2.32191525,0.22085255,0.00130612,0.89266674,1.42238674,0.00884023,1.23062245
-5.31565783,2.39542479,0.22081941,0.00137719,0.92205619,1.46757363,0.00987024,1.27356930
-5.30965483,2.46892069,0.22071536,0.00144783,0.95131348,1.51277425,0.01095110,1.31618561
-5.30365183,2.54158779,0.22070305,0.00151739,0.98028168,1.55736914,0.01207300,1.35786393
-5.29764882,2.61253583,0.22094518,0.00158526,1.00877488,1.60068796,0.01322441,1.39795714
-5.29164582,2.68082412,0.22159952,0.00165088,1.03658074,1.64202872,0.01439228,1.43579668
-5.28564282,2.74549107,0.22281427,0.00171376,1.06346535,1.68068001,0.01556229,1.47071324
-5.27963982,2.80558729,0.22472404,0.00177356,1.08918014,1.71594493,0.01671918,1.50205895
-5.27363682,2.86021085,0.22744656,0.00183003,1.11347071,1.74716606,0.01784723,1.52923025
-5.26763382,2.90854319,0.23108014,0.00188310,1.13608720,1.77375017,0.01893067,1.55169036
-5.26163082,2.94988401,0.23570211,0.00193286,1.15679562,1.79519162,0.01995419,1.56899050
-5.25562781,2.98368331,0.24136799,0.00197958,1.17538968,1.81109354,0.02090346,1.58078862
-5.24962481,3.00956915,0.24811165,0.00202372,1.19170241,1.82118555,0.02176563,1.58686508
-5.24362181,3.02736942,0.25594597,0.00206589,1.20561688,1.82533734,0.02252978,1.58713420
-5.23761881,3.03712657,0.26486421,0.00210689,1.21707553,1.82356740,0.02318734,1.58165129
-5.23161581,3.03910414,0.27484182,0.00214764,1.22608729,1.81604632,0.02373236,1.57061464
-5.22561281,3.03378463,0.28583834,0.00218917,1.23273219,1.80309446,0.02416174,1.55436226
-5.21960980,3.02185839,0.29779960,0.00223258,1.23716302,1.78517392,0.02447535,1.53336352
-5.21360680,3.00420379,0.31065966,0.00227900,1.23960373,1.76287515,0.02467595,1.50820572
-5.20760380,2.98185928,0.32434271,0.00232953,1.24034471,1.73689847,0.02476906,1.47957634
-5.20160080,2.95598840,0.33876460,0.00238523,1.23973483,1.70803137,0.02476269,1.44824134
-5.19559780,2.92783909,0.35383407,0.00244700,1.23817072,1.67712239,0.02466695,1.41502070
-5.18959480,2.89869903,0.36945368,0.00251562,1.23608361,1.64505266,0.02449359,1.38076182
-5.18359180,2.86984891,0.38552035,0.00259163,1.23392437,1.61270623,0.02425546,1.34631214
-5.17758879,2.84251560,0.40192575,0.00267533,1.23214734,1.58094047,0.02396596,1.31249192
-5.17158579,2.81782738,0.41855646,0.00276676,1.23119373,1.55055762,0.02363846,1.28006832
-5.16558279,2.79677307,0.43529411,0.00286566,1.23147526,1.52227883,0.02328576,1.24973179
-5.15957979,2.78016681,0.45201553,0.00297146,1.23335882,1.49672154,0.02291958,1.22207569
-5.15357679,2.76862010,0.46859313,0.00308331,1.23715272,1.47438122,0.02255011,1.19757986
-5.14757379,2.76252199,0.48489540,0.00320007,1.24309505,1.45561805,0.02218573,1.17659878
-5.14157079,2.76202832,0.50078774,0.00332034,1.25134463,1.44064903,0.02183272,1.15935457
-5.13556778,2.76706008,0.51613357,0.00344252,1.26197483,1.42954563,0.02149516,1.14593498
-5.12956478,2.77731083,0.53079571,0.00356482,1.27497023,1.42223698,0.02117495,1.13629640
-5.12356178,2.79226251,0.54463802,0.00368532,1.29022629,1.41851825,0.02087184,1.13027134
-5.11755878,2.81120864,0.55752712,0.00380204,1.30755187,1.41806362,0.02058370,1.12758015
-5.11155578,2.83328370,0.56933427,0.00391299,1.32667423,1.42044324,0.02030677,1.12784612
-5.10555278,2.85749715,0.57993716,0.00401623,1.34724638,1.42514326,0.02003597,1.13061339
-5.09954977,2.88277051,0.58922161,0.00410989,1.36885630,1.43158793,0.01976530,1.13536668
-5.09354677,2.90797599,0.59708309,0.00419227,1.39103775,1.43916289,0.01948824,1.14155206
-5.08754377,2.93197496,0.60342793,0.00426186,1.41328225,1.44723869,0.01919811,1.14859804
-5.08154077,2.95365496,0.60817436,0.00431737,1.43505190,1.45519354,0.01888848,1.15593592
-5.07553777,2.97196410,0.61125318,0.00435776,1.45579284,1.46243461,0.01855347,1.16301906
-5.06953477,2.98594175,0.61260826,0.00438226,1.47494884,1.46841717,0.01818804,1.16934013
-5.06353177,2.99474501,0.61219686,0.00439041,1.49197506,1.47266101,0.01778820,1.17444623
-5.05752876,2.99767028,0.60998986,0.00438200,1.50635158,1.47476389,0.01735116,1.17795124
-5.05152576,2.99416993,0.60597192,0.00435713,1.51759651,1.47441163,0.01687546,1.17954535
-5.04552276,2.98386384,0.60014177,0.00431615,1.52527854,1.47138493,0.01636093,1.17900169
-5.03951976,2.96654610,0.59251256,0.00425971,1.52902859,1.46556280,0.01580870,1.17617996
-5.03351676,2.94218690,0.58311236,0.00418866,1.52855031,1.45692290,0.01522113,1.17102724
-5.02751376,2.91093006,0.57198477,0.00410411,1.52362923,1.44553883,0.01460167,1.16357608
-5.02151076,2.87308644,0.55918971,0.00400734,1.51414006,1.43157470,0.01395471,1.15394009
-5.01550775,2.82912350,0.54480414,0.00389982,1.50005205,1.41527734,0.01328545,1.14230733
-5.00950475,2.77965151,0.52892278,0.00378316,1.48143189,1.39696637,0.01259968,1.12893165
-5.00350175,2.72540656,0.51165861,0.00365911,1.45844403,1.37702256,0.01190365,1.11412246
-4.99749875,2.66723081,0.49314311,0.00352948,1.43134817,1.35587470,0.01120390,1.09823302
-4.99149575,2.60605045,0.47352606,0.00339616,1.40049391,1.33398552,0.01050712,1.08164786
-4.98549275,2.54285168,0.45297485,0.00326108,1.36631249,1.31183697,0.00981999,1.06476938
-4.97948974,2.47865538,0.43167320,0.00312614,1.32930592,1.28991520,0.00914913,1.04800434
-4.97348674,2.41449106,0.40981934,0.00299323,1.29003372,1.26869577,0.00850099,1.03175035
-4.96748374,2.35137087,0.38762362,0.00286416,1.24909784,1.24862953,0.00788181,1.01638294
-4.96148074,2.29026434,0.36530559,0.00274063,1.20712627,1.23012953,0.00729759,1.00224364
-4.95547774,2.23207503,0.34309072,0.00262423,1.16475607,1.21355960,0.00675413,0.98962937
-4.94947474,2.17761963,0.32120697,0.00251637,1.12261657,1.19922481,0.00625697,0.97878361
-4.94347174,2.12761070,0.29988113,0.00241828,1.08131339,1.18736449,0.00581152,0.96988976
-4.93746873,2.08264363,0.27933546,0.00233100,1.04141415,1.17814786,0.00542308,0.96306684
-4.93146573,2.04318851,0.25978444,0.00225533,1.00343640,1.17167273,0.00509690,0.95836784
-4.92546273,2.00958734,0.24143209,0.00219185,0.96783820,1.16796727,0.00483828,0.95578074
-4.91945973,1.98205674,0.22446974,0.00214092,0.93501184,1.16699486,0.00465264,0.95523232
-4.91345673,1.96069603,0.20907450,0.00210268,0.90528070,1.16866185,0.00454562,0.95659435
-4.90745373,1.94550013,0.19540827,0.00207705,0.87889921,1.17282785,0.00452308,0.95969216
-4.90145073,1.93637670,0.18361746,0.00206377,0.85605572,1.17931811,0.00459123,0.96431496
-4.89544772,1.93316624,0.17383316,0.00206244,0.83687772,1.18793721,0.00475656,0.97022743
-4.88944472,1.93566407,0.16617166,0.00207251,0.82143887,1.19848343,0.00502587,0.97718205
-4.88344172,1.94364254,0.16073525,0.00209333,0.80976720,1.21076281,0.00540622,0.98493134
-4.87743872,1.95687202,0.15761298,0.00212421,0.80185353,1.22460217,0.00590477,0.99323940
-4.87143572,1.97513918,0.15688121,0.00216441,0.79765954,1.23985996,0.00652864,1.00189209
-4.86543272,1.99826094,0.15860376,0.00221318,0.79712472,1.25643446,0.00728468,1.01070509
-4.85942971,2.02609316,0.16283157,0.00226979,0.80017149,1.27426836,0.00817918,1.01952959
-4.85342671,2.05853297,0.16960150,0.00233356,0.80670820,1.29334942,0.00921756,1.02825497
-4.84742371,2.09551436,0.17893451,0.00240383,0.81662962,1.31370693,0.01040396,1.03680843
-4.84142071,2.13699699,0.19083298,0.00247998,0.82981501,1.33540387,0.01174082,1.04515166
-4.83541771,2.18294867,0.20527729,0.00256143,0.84612373,1.35852516,0.01322846,1.05327449
-4.82941471,2.23332233,0.22222186,0.00264760,0.86538908,1.38316245,0.01486466,1.06118625
-4.82341171,2.28802900,0.24159080,0.00273792,0.88741062,1.40939636,0.01664420,1.06890519
-4.81740870,2.34690844,0.26327345,0.00283175,0.91194596,1.43727708,0.01855853,1.07644671
-4.81140570,2.40969941,0.28712014,0.00292842,0.93870271,1.46680454,0.02059546,1.08381137
-4.80540270,2.47601184,0.31293855,0.00302716,0.96733153,1.49790955,0.02273897,1.09097336
-4.79939970,2.54530301,0.34049093,0.00312705,0.99742106,1.53043699,0.02496912,1.09787034
-4.79339670,2.61685982,0.36949273,0.00322708,1.02849564,1.56413250,0.02726215,1.10439556
-4.78739370,2.68978898,0.39961271,0.00332605,1.06001624,1.59863364,0.02959067,1.11039272
-4.78139070,2.76301650,0.43047496,0.00342262,1.09138532,1.63346641,0.03192403,1.11565419
-4.77538769,2.83529741,0.46166293,0.00351531,1.12195553,1.66804784,0.03422892,1.11992286
-4.76938469,2.90523595,0.49272553,0.00360251,1.15104237,1.70169471,0.03647001,1.12289766
-4.76338169,2.97131602,0.52318534,0.00368251,1.17794051,1.73363850,0.03861080,1.12424248
-4.75737869,3.03194092,0.55254858,0.00375359,1.20194304,1.76304608,0.04061459,1.12359830
-4.75137569,3.08548079,0.58031685,0.00381397,1.22236308,1.78904524,0.04244545,1.12059766
-4.74537269,3.13032588,0.60599996,0.00386198,1.23855655,1.81075411,0.04406933,1.11488084
-4.73936968,3.16494305,0.62912962,0.00389606,1.24994522,1.82731303,0.04545505,1.10611286
-4.73336668,3.18793285,0.64927323,0.00391482,1.25603877,1.83791744,0.04657533,1.09400027
-4.72736368,3.19808448,0.66604739,0.00391713,1.25645472,1.84185007,0.04740769,1.07830683
-4.72136068,3.19442581,0.67913039,0.00390217,1.25093528,1.83851105,0.04793519,1.05886728
-4.71535768,3.17626590,0.68827317,0.00386943,1.23936015,1.82744421,0.04814703,1.03559827
-4.70935468,3.14322803,0.69330816,0.00381881,1.22175456,1.80835855,0.04803893,1.00850601
-4.70335168,3.09527138,0.69415569,0.00375059,1.19829214,1.78114354,0.04761332,0.97769017
-4.69734867,3.03270047,0.69082749,0.00366548,1.16929241,1.74587780,0.04687925,0.94334390
-4.69134567,2.95616169,0.68342715,0.00356454,1.13521286,1.70283055,0.04585214,0.90574990
-4.68534267,2.86662737,0.67214754,0.00344925,1.09663616,1.65245596,0.04455326,0.86527297
-4.67933967,2.76536786,0.65726504,0.00332139,1.05425284,1.59538062,0.04300911,0.82234935
-4.67333667,2.65391329,0.63913113,0.00318302,1.00884036,1.53238483,0.04125054,0.77747344
-4.66733367,2.53400661,0.61816130,0.00303644,0.96123941,1.46437869,0.03931182,0.73118268
-4.66133067,2.40755019,0.59482212,0.00288409,0.91232847,1.39237398,0.03722968,0.68404133
-4.65532766,2.27654828,0.56961659,0.00272849,0.86299767,1.31745334,0.03504222,0.63662385
-4.64932466,2.14304792,0.54306878,0.00257216,0.81412301,1.24073787,0.03278788,0.58949877
-4.64332166,2.00908063,0.51570799,0.00241756,0.76654188,1.16335482,0.03050454,0.54321361
-4.63731866,1.87660722,0.48805336,0.00226703,0.72103071,1.08640635,0.02822857,0.49828141
-4.63131566,1.74746762,0.46059927,0.00212270,0.67828562,1.01094084,0.02599408,0.45516947
-4.62531266,1.62333759,0.43380225,0.00198645,0.63890648,0.93792752,0.02383232,0.41429039
-4.61930965,1.50569338,0.40806966,0.00185989,0.60338481,0.86823528,0.02177120,0.37599574
-4.61330665,1.39578521,0.38375070,0.00174429,0.57209587,0.80261627,0.01983493,0.34057227
-4.60730365,1.29462005,0.36112984,0.00164062,0.54529479,0.74169442,0.01804387,0.30824057
-4.60130065,1.20295361,0.34042280,0.00154947,0.52311677,0.68595915,0.01641449,0.27915598
-4.59529765,1.12129111,0.32177530,0.00147111,0.50558107,0.63576388,0.01495945,0.25341149
-4.58929465,1.04989613,0.30526424,0.00140549,0.49259838,0.59132914,0.01368779,0.23104214
-4.58329165,0.98880654,0.29090127,0.00135227,0.48398117,0.55274971,0.01260521,0.21203063
-4.57728864,0.93785623,0.27863853,0.00131082,0.47945642,0.52000502,0.01171435,0.19631383
-4.57128564,0.89670144,0.26837606,0.00128030,0.47868014,0.49297235,0.01101523,0.18378953
-4.56528264,0.86485010,0.25997061,0.00125970,0.48125315,0.47144173,0.01050554,0.17432343
-4.55927964,0.84169297,0.25324539,0.00124785,0.48673735,0.45513200,0.01018107,0.16775584
-4.55327664,0.82653505,0.24800032,0.00124350,0.49467208,0.44370721,0.01003604,0.16390795
-4.54727364,0.81862620,0.24402225,0.00124536,0.50458976,0.43679261,0.01006341,0.16258747
-4.54127064,0.81718983,0.24109487,0.00125213,0.51603048,0.43398977,0.01025520,0.16359361
-4.53526763,0.82144863,0.23900782,0.00126255,0.52855505,0.43489016,0.01060266,0.16672121
-4.52926463,0.83064686,0.23756468,0.00127543,0.54175603,0.43908694,0.01109653,0.17176419
-4.52326163,0.84406845,0.23658955,0.00128969,0.55526665,0.44618469,0.01172718,0.17851820
-4.51725863,0.86105083,0.23593210,0.00130437,0.56876730,0.45580678,0.01248467,0.18678270
-4.51125563,0.88099421,0.23547084,0.00131866,0.58198949,0.46760057,0.01335890,0.19636244
-4.50525263,0.90336659,0.23511467,0.00133190,0.59471749,0.48124033,0.01433963,0.20706847
-4.49924962,0.92770451,0.23480273,0.00134359,0.60678753,0.49642811,0.01541650,0.21871886
-4.49324662,0.95361021,0.23450264,0.00135339,0.61808493,0.51289285,0.01657903,0.23113911
-4.48724362,0.98074554,0.23420729,0.00136110,0.62853942,0.53038783,0.01781665,0.24416232
-4.48124062,1.00882326,0.23393058,0.00136666,0.63811888,0.54868711,0.01911861,0.25762923
-4.47523762,1.03759646,0.23370217,0.00137014,0.64682207,0.56758095,0.02047403,0.27138821
-4.46923462,1.06684670,0.23356174,0.00137169,0.65467060,0.58687088,0.02187180,0.28529496
-4.46323162,1.09637170,0.23355304,0.00137156,0.66170062,0.60636461,0.02330055,0.29921228
-4.45722861,1.12597307,0.23371804,0.00137004,0.66795468,0.62587116,0.02474862,0.31300958
-4.45122561,1.15544492,0.23409147,0.00136746,0.67347399,0.64519652,0.02620397,0.32656237
-4.44522261,1.18456383,0.23469614,0.00136416,0.67829161,0.66414010,0.02765417,0.33975151
-4.43921961,1.21308061,0.23553908,0.00136045,0.68242663,0.68249220,0.02908633,0.35246251
-4.43321661,1.24071447,0.23660889,0.00135662,0.68587977,0.70003260,0.03048710,0.36458462
-4.42721361,1.26714961,0.23787421,0.00135289,0.68863027,0.71653052,0.03184266,0.37601004
-4.42121061,1.29203469,0.23928349,0.00134944,0.69063448,0.73174577,0.03313874,0.38663310
-4.41520760,1.31498515,0.24076592,0.00134634,0.69182587,0.74543132,0.03436068,0.39634968
-4.40920460,1.33558827,0.24223360,0.00134359,0.69211655,0.75733702,0.03549357,0.40505685
-4.40320160,1.35341094,0.24358456,0.00134109,0.69140012,0.76721450,0.03652240,0.41265288
-4.39719860,1.36800976,0.24470675,0.00133866,0.68955583,0.77482290,0.03743229,0.41903773
-4.39119560,1.37894316,0.24548244,0.00133602,0.68645359,0.77993535,0.03820872,0.42411397
-4.38519260,1.38578490,0.24579312,0.00133284,0.68195981,0.78234579,0.03883791,0.42778833
-4.37918959,1.38813856,0.24552438,0.00132871,0.67594370,0.78187598,0.03930715,0.42997369
-4.37318659,1.38565229,0.24457069,0.00132317,0.66828377,0.77838222,0.03960516,0.43059162
-4.36718359,1.37803308,0.24283981,0.00131576,0.65887424,0.77176156,0.03972254,0.42957520
-4.36118059,1.36505997,0.24025658,0.00130600,0.64763102,0.76195712,0.03965212,0.42687218
-4.35517759,1.34659558,0.23676602,0.00129341,0.63449716,0.74896234,0.03938931,0.42244808
-4.34917459,1.32259516,0.23233554,0.00127758,0.61944726,0.73282371,0.03893244,0.41628923
-4.34317159,1.29311293,0.22695622,0.00125813,0.60249090,0.71364206,0.03828294,0.40840539
-4.33716858,1.25830509,0.22064317,0.00123478,0.58367480,0.69157197,0.03744550,0.39883187
-4.33116558,1.21842945,0.21343488,0.00120731,0.56308357,0.66681963,0.03642813,0.38763084
-4.32516258,1.17384150,0.20539180,0.00117564,0.54083912,0.63963880,0.03524202,0.37489180
-4.31915958,1.12498701,0.19659407,0.00113976,0.51709867,0.61032527,0.03390143,0.36073107
-4.31315658,1.07239157,0.18713866,0.00109981,0.49205142,0.57920992,0.03242330,0.34529021
-4.30715358,1.01664723,0.17713599,0.00105601,0.46591413,0.54665060,0.03082693,0.32873347
