energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,W_p_up,W_d_up,Zn_p_up,Zn_d_up
-5.89794897,3.60005311,0.00059839,0.14695679,0.12191569,1.43873381,0.36600725,1.66996960,0.03015198,0.50621948
-5.89194597,3.78775022,0.00051428,0.15115758,0.12534829,1.52070420,0.39483286,1.76954057,0.03094436,0.52542025
-5.88594297,3.96397771,0.00046471,0.15457915,0.12804414,1.59882204,0.42430183,1.86473048,0.03160140,0.54201846
-5.87993997,4.12659540,0.00044778,0.15715592,0.12994995,1.67221551,0.45433573,1.95442808,0.03211866,0.55574007
-5.87393697,4.27377295,0.00046294,0.15884208,0.13102796,1.74013462,0.48489863,2.03761945,0.03249781,0.56636416
-5.86793397,4.40405494,0.00051097,0.15961295,0.13125710,1.80198179,0.51600615,2.11341940,0.03274704,0.57373036
-5.86193097,4.51641708,0.00059401,0.15946592,0.13063373,1.85733938,0.54773380,2.18109945,0.03288139,0.57774479
-5.85592796,4.61031111,0.00071558,0.15842073,0.12917181,1.90599292,0.58022388,2.24011113,0.03292290,0.57838413
-5.84992496,4.68569603,0.00088061,0.15651912,0.12690246,1.94794876,0.61369067,2.29010347,0.03290063,0.57569779
-5.84392196,4.74305405,0.00109546,0.15382397,0.12387308,1.98344525,0.64842338,2.33093376,0.03285058,0.56980801
-5.83791896,4.78339001,0.00136789,0.15041780,0.12014593,2.01295660,0.68478645,2.36267084,0.03281533,0.56090793
-5.83191596,4.80821367,0.00170710,0.14640079,0.11579627,2.03718882,0.72321710,2.38559088,0.03284357,0.54925765
-5.82591296,4.81950517,0.00212368,0.14188835,0.11091020,2.05706763,0.76421959,2.40016540,0.03298954,0.53517839
-5.81990995,4.81966421,0.00262951,0.13700831,0.10558220,2.07371817,0.80835637,2.40704219,0.03331213,0.51904508
-5.81390695,4.81144455,0.00323767,0.13189785,0.09991250,2.08843706,0.85623597,2.40701984,0.03387394,0.50127746
-5.80790395,4.79787580,0.00396228,0.12670026,0.09400443,2.10265734,0.90849768,2.40101688,0.03474013,0.48233008
-5.80190095,4.78217489,0.00481826,0.12156151,0.08796177,2.11790723,0.96579348,2.39003698,0.03597709,0.46268154
-5.79589795,4.76765016,0.00582104,0.11662689,0.08188627,2.13576390,1.02876724,2.37513166,0.03765093,0.44282314
-5.78989495,4.75760116,0.00698619,0.11203775,0.07587529,2.15780361,1.09803195,2.35736213,0.03982591,0.42324738
-5.78389195,4.75521727,0.00832898,0.10792826,0.07001984,2.18554976,1.17414531,2.33776192,0.04256262,0.40443658
-5.77788894,4.76347854,0.00986390,0.10442254,0.06440282,2.22042041,1.25758441,2.31730190,0.04591617,0.38685183
-5.77188594,4.78506164,0.01160407,0.10163191,0.05909767,2.26367706,1.34872020,2.29685896,0.04993420,0.37092254
-5.76588294,4.82225391,0.01356066,0.09965261,0.05416735,2.31637620,1.44779257,2.27718971,0.05465500,0.35703681
-5.75987994,4.87687805,0.01574221,0.09856376,0.04966370,2.37932545,1.55488682,2.25890997,0.06010551,0.34553275
-5.75387694,4.95022967,0.01815403,0.09842578,0.04562711,2.45304561,1.66991236,2.24248079,0.06629954,0.33669091
-5.74787394,5.04302948,0.02079755,0.09927923,0.04208653,2.53774017,1.79258469,2.22820113,0.07323606,0.33072797
-5.74187094,5.15539156,0.02366975,0.10114408,0.03905972,2.63327341,1.92241137,2.21620725,0.08089780,0.32779174
-5.73586793,5.28680866,0.02676267,0.10401945,0.03655378,2.73915810,2.05868295,2.20647846,0.08925016,0.32795757
-5.72986493,5.43615511,0.03006305,0.10788380,0.03456580,2.85455364,2.20046960,2.19884863,0.09824048,0.33122627
-5.72386193,5.60170749,0.03355208,0.11269562,0.03308374,2.97827510,2.34662427,2.19302269,0.10779783,0.33752362
-5.71785893,5.78118276,0.03720537,0.11839458,0.03208736,3.10881334,2.49579283,2.18859711,0.11783335,0.34670146
-5.71185593,5.97179329,0.04099308,0.12490309,0.03154922,3.24436624,2.64643170,2.18508348,0.12824116,0.35854046
-5.70585293,6.17031768,0.04488032,0.13212834,0.03143581,3.38288056,2.79683318,2.18193402,0.13889985,0.37275466
-5.69984992,6.37318599,0.04882771,0.13996467,0.03170857,3.52210363,2.94515834,2.17856812,0.14967468,0.38899761
-5.69384692,6.57657751,0.05279221,0.14829632,0.03232503,3.65964384,3.08947725,2.17439894,0.16042027,0.40687025
-5.68784392,6.77652886,0.05672816,0.15700038,0.03323989,3.79303839,3.22781575,2.16885920,0.17098390,0.42593031
-5.68184092,6.96904986,0.06058846,0.16595008,0.03440608,3.91982653,3.35820794,2.16142556,0.18120922,0.44570317
-5.67583792,7.15024411,0.06432594,0.17501804,0.03577579,4.03762621,3.47875280,2.15164098,0.19094030,0.46569391
-5.66983492,7.31643099,0.06789485,0.18407963,0.03730150,4.14421170,3.58767356,2.13913461,0.20002591,0.48540037
-5.66383192,7.46426560,0.07125231,0.19301631,0.03893689,4.23758965,3.68337770,2.12363888,0.20832382,0.50432671
-5.65782891,7.59085269,0.07435989,0.20171874,0.04063778,4.31607093,3.76451553,2.10500365,0.21570498,0.52199728
-5.65182591,7.69385104,0.07718498,0.21008970,0.04236297,4.37833551,3.83003510,2.08320718,0.22205745,0.53797022
-5.64582291,7.77156431,0.07970208,0.21804672,0.04407501,4.42348775,3.87923113,2.05836389,0.22728987,0.55185031
-5.63981991,7.82301496,0.08189396,0.22552427,0.04574088,4.45109978,3.91178566,2.03072893,0.23133435,0.56330077
-5.63381691,7.84799810,0.08375242,0.23247556,0.04733256,4.46124077,3.92779861,2.00069943,0.23414859,0.57205327
-5.62781391,7.84711274,0.08527889,0.23887383,0.04882753,4.45449055,3.92780627,1.96881250,0.23571734,0.57791602
-5.62181091,7.82176839,0.08648462,0.24471319,0.05020911,4.43193639,3.91278656,1.93574004,0.23605280,0.58077939
-5.61580790,7.77416604,0.08739058,0.25000883,0.05146665,4.39515248,3.88415021,1.90228034,0.23519433,0.58061886
-5.60980490,7.70725333,0.08802690,0.25479684,0.05259564,4.34616225,3.84371747,1.86934655,0.23320711,0.57749521
-5.60380190,7.62465461,0.08843210,0.25913344,0.05359756,4.28738431,3.79368072,1.83795206,0.23018015,0.57155181
-5.59779890,7.53057752,0.08865188,0.26309371,0.05447969,4.22156364,3.73655380,1.80919297,0.22622342,0.56300915
-5.59179590,7.42969880,0.08873769,0.26676987,0.05525470,4.15169005,3.67510939,1.78422775,0.22146448,0.55215682
-5.58579290,7.32703270,0.08874505,0.27026914,0.05594011,4.08090665,3.61230653,1.76425426,0.21604456,0.53934323
-5.57978989,7.22778594,0.08873166,0.27371117,0.05655766,4.01241148,3.55121026,1.75048448,0.21011435,0.52496355
-5.57378689,7.13720390,0.08875549,0.27722503,0.05713248,3.94935560,3.49490629,1.74411715,0.20382960,0.50944623
-5.56778389,7.06041295,0.08887274,0.28094599,0.05769224,3.89474149,3.44641316,1.74630879,0.19734674,0.49323881
-5.56178089,7.00226385,0.08913587,0.28501184,0.05826617,3.85132513,3.40859505,1.75814346,0.19081856,0.47679341
-5.55577789,6.96718123,0.08959180,0.28955908,0.05888408,3.82152542,3.38407762,1.78060189,0.18439026,0.46055255
-5.54977489,6.95902379,0.09028020,0.29471885,0.05957529,3.80734407,3.37516992,1.81453043,0.17819580,0.44493578
-5.54377189,6.98095953,0.09123205,0.30061270,0.06036759,3.81029868,3.38379425,1.86061050,0.17235480,0.43032753
-5.53776888,7.03535965,0.09246853,0.30734833,0.06128624,3.83137137,3.41142634,1.91932938,0.16696990,0.41706668
-5.53176588,7.12371405,0.09400012,0.31501538,0.06235297,3.87097453,3.45904729,1.99095288,0.16212480,0.40543796
-5.52576288,7.24657096,0.09582619,0.32368128,0.06358512,3.92893468,3.52710845,2.07550093,0.15788288,0.39566549
-5.51975988,7.40350189,0.09793483,0.33338744,0.06499485,4.00449465,3.61551008,2.17272676,0.15428642,0.38790853
-5.51375688,7.59309291,0.10030309,0.34414583,0.06658845,4.09633385,3.72359414,2.28210072,0.15135642,0.38225939
-5.50775388,7.81296206,0.10289754,0.35593603,0.06836581,4.20260546,3.85015118,2.40279954,0.14909306,0.37874349
-5.50175088,8.05980240,0.10567520,0.36870312,0.07032011,4.32098900,3.99344102,2.53370183,0.14747655,0.37732128
-5.49574787,8.32944926,0.10858466,0.38235623,0.07243759,4.44875627,4.15122651,2.67339075,0.14646860,0.37789199
-5.48974487,8.61697002,0.11156751,0.39676829,0.07469756,4.58284814,4.32081960,2.82016439,0.14601417,0.38029882
-5.48374187,8.91677400,0.11455992,0.41177670,0.07707265,4.71995962,4.49913848,2.97205456,0.14604364,0.38433535
-5.47773887,9.22273993,0.11749435,0.42718533,0.07952916,4.85663025,4.68277466,3.12685410,0.14647528,0.38975295
-5.47173587,9.52835801,0.12030136,0.44276775,0.08202772,4.98933711,4.86806840,3.28215295,0.14721786,0.39626883
-5.46573287,9.82688323,0.12291142,0.45827173,0.08452407,5.11458763,5.05119117,3.43538272,0.14817349,0.40357456
-5.45972986,10.11149669,0.12525670,0.47342499,0.08697009,5.22900962,5.22823317,3.58386913,0.14924048,0.41134483
-5.45372686,10.37547113,0.12727278,0.48794213,0.08931490,5.32943622,5.39529429,3.72489137,0.15031632,0.41924617
-5.44772386,10.61233701,0.12890025,0.50153256,0.09150618,5.41298365,5.54857656,3.85574719,0.15130051,0.42694559
-5.44172086,10.81604524,0.13008612,0.51390922,0.09349162,5.47712016,5.68447589,3.97382187,0.15209739,0.43411884
-5.43571786,10.98112253,0.13078514,0.52479790,0.09522031,5.51972477,5.79967104,4.07665917,0.15261873,0.44045825
-5.42971486,11.10281568,0.13096076,0.53394677,0.09664429,5.53913473,5.89120763,4.16203193,0.15278619,0.44568000
-5.42371186,11.17722057,0.13058600,0.54113585,0.09772002,5.53418107,5.95657482,4.22800984,0.15253342,0.44953070
-5.41770885,11.20139248,0.12964405,0.54618604,0.09840977,5.50421183,5.99377243,4.27302185,0.15180792,0.45179310
-5.41170585,11.17343416,0.12812854,0.54896731,0.09868290,5.44910281,6.00136651,4.29591068,0.15057248,0.45229100
-5.40570285,11.09255860,0.12604369,0.54940576,0.09851697,5.36925613,5.97853128,4.29597701,0.14880618,0.45089309
-5.39969985,10.95912423,0.12340413,0.54748916,0.09789860,5.26558669,5.92507592,4.27301139,0.14650507,0.44751566
-5.39369685,10.77464057,0.12023454,0.54327071,0.09682410,5.13949751,5.84145500,4.22731211,0.14368222,0.44212417
-5.38769385,10.54174360,0.11656901,0.53687074,0.09529980,4.99284429,5.72876175,4.15968785,0.14036747,0.43473361
-5.38169085,10.26414068,0.11245027,0.52847626,0.09334204,4.82789058,5.58870405,4.07144469,0.13660654,0.42540753
-5.37568784,9.94652607,0.10792863,0.51833825,0.09097689,4.64725431,5.42356358,3.96435746,0.13245984,0.41425581
-5.36968484,9.59446906,0.10306092,0.50676663,0.08823946,4.45384728,5.23613916,3.84062618,0.12800076,0.40143124
-5.36368184,9.21427762,0.09790913,0.49412312,0.08517305,4.25080889,5.02967606,3.70281902,0.12331365,0.38712489
-5.35767884,8.81284159,0.09253907,0.48081205,0.08182788,4.04143572,4.80778335,3.55380365,0.11849143,0.37156048
-5.35167584,8.39746002,0.08701896,0.46726956,0.07825969,3.82910868,4.57434224,3.39666952,0.11363302,0.35498788
-5.34567284,7.97565795,0.08141793,0.45395125,0.07452816,3.61721946,4.33340824,3.23464371,0.10884055,0.33767587
-5.33966983,7.55499835,0.07580467,0.44131899,0.07069519,3.40909799,4.08911066,3.07100347,0.10421655,0.31990458
-5.33366683,7.14289514,0.07024599,0.42982709,0.06682310,3.20794275,3.84555265,2.90898841,0.09986111,0.30195762
-5.32766383,6.74643293,0.06480562,0.41990838,0.06297298,3.01675564,3.60671516,2.75171551,0.09586917,0.28411432
-5.32166083,6.37219909,0.05954305,0.41196078,0.05920295,2.83828274,3.37636772,2.60209952,0.09232799,0.26664231
-5.31565783,6.02613304,0.05451254,0.40633458,0.05556672,2.67496270,3.15798887,2.46278146,0.08931487,0.24979067
-5.30965483,5.71339695,0.04976238,0.40332116,0.05211222,2.52888360,2.95469827,2.33606718,0.08689527,0.23378385
-5.30365183,5.43827135,0.04533424,0.40314338,0.04888055,2.40174937,2.76920210,2.22387749,0.08512124,0.21881657
-5.29764882,5.20407799,0.04126284,0.40594800,0.04590517,2.29485639,2.60375280,2.12771124,0.08403035,0.20504991
-5.29164582,5.01313142,0.03757571,0.41180052,0.04321135,2.20908051,2.46012351,2.04862159,0.08364505,0.19260854
-5.28564282,4.86671986,0.03429324,0.42068249,0.04081597,2.14487467,2.33959690,1.98720589,0.08397249,0.18157931
-5.27963982,4.76511466,0.03142885,0.43249157,0.03872751,2.10227680,2.24296769,1.94360863,0.08500482,0.17201104
-5.27363682,4.70760718,0.02898936,0.44704420,0.03694642,2.08092743,2.17055764,1.91753682,0.08671996,0.16391558
-5.26763382,4.69257072,0.02697550,0.46408093,0.03546563,2.08009639,2.12224123,1.90828680,0.08908262,0.15726997
-5.26163082,4.71754490,0.02538246,0.48327420,0.03427131,2.09871738,2.09748034,1.91478102,0.09204588,0.15201960
-5.25562781,4.77933878,0.02420067,0.50423828,0.03334381,2.13542944,2.09536571,1.93561347,0.09555278,0.14808218
-5.24962481,4.87414924,0.02341646,0.52654102,0.03265864,2.18862384,2.11466308,1.96910203,0.09953834,0.14535236
-5.24362181,4.99769024,0.02301286,0.54971709,0.03218762,2.25649495,2.15386202,2.01334599,0.10393151,0.14370670
-5.23761881,5.14532887,0.02297037,0.57328207,0.03190001,2.33709362,2.21122543,2.06628716,0.10865721,0.14300895
-5.23161581,5.31222382,0.02326767,0.59674699,0.03176361,2.42838138,2.28483796,2.12577259,0.11363835,0.14311525
-5.22561281,5.49346204,0.02388227,0.61963281,0.03174584,2.52828402,2.37265188,2.18961733,0.11879760,0.14387916
-5.21960980,5.68418963,0.02479113,0.64148412,0.03181474,2.63474295,2.47252936,2.25566558,0.12405912,0.14515628
-5.21360680,5.87973315,0.02597109,0.66188187,0.03193982,2.74576291,2.58228014,2.32184852,0.12934984,0.14680840
-5.20760380,6.07570814,0.02739930,0.68045435,0.03209281,2.85945478,2.69969429,2.38623745,0.13460061,0.14870693
-5.20160080,6.26811212,0.02905340,0.69688635,0.03224825,2.97407231,2.82256991,2.44709087,0.13974693,0.15073563
-5.19559780,6.45339963,0.03091169,0.71092597,0.03238393,3.08804199,2.94873585,2.50289428,0.14472945,0.15279252
-5.18959480,6.62853808,0.03295302,0.72238912,0.03248117,3.19998516,3.07607010,2.55239178,0.14949408,0.15479100
-5.18359180,6.79104337,0.03515675,0.73116151,0.03252493,3.30873218,3.20251453,2.59460860,0.15399191,0.15666021
-5.17758879,6.93899512,0.03750240,0.73719818,0.03250382,3.41332845,3.32608667,2.62886414,0.15817892,0.15834468
-5.17158579,7.07103232,0.03996932,0.74052079,0.03240994,3.51303239,3.44488983,2.65477522,0.16201550,0.15980330
-5.16558279,7.18633041,0.04253630,0.74121292,0.03223864,3.60730593,3.55712221,2.67224956,0.16546593,0.16100789
-5.15957979,7.28456178,0.04518111,0.73941353,0.03198819,3.69579810,3.66108610,2.68146995,0.16849783,0.16194132
-5.15357679,7.36584206,0.04788002,0.73530915,0.03165936,3.77832271,3.75519788,2.68286965,0.17108169,0.16259540
-5.14757379,7.43066501,0.05060746,0.72912509,0.03125498,3.85483124,3.83799933,2.67709997,0.17319049,0.16296872
-5.14157079,7.47982901,0.05333564,0.72111597,0.03077952,3.92538214,3.90817058,2.66499147,0.17479949,0.16306454
-5.13556778,7.51435851,0.05603443,0.71155621,0.03023856,3.99010795,3.96454456,2.64750984,0.17588627,0.16288880
-5.12956478,7.53542356,0.05867126,0.70073047,0.02963842,4.04918167,4.00612285,2.62570857,0.17643085,0.16244843
-5.12356178,7.54426069,0.06121131,0.68892466,0.02898578,4.10278372,4.03209201,2.60067975,0.17641612,0.16175001
-5.11755878,7.54209805,0.06361787,0.67641752,0.02828727,4.15107077,4.04183984,2.57350522,0.17582839,0.16079874
-5.11155578,7.53008734,0.06585287,0.66347313,0.02754929,4.19414794,4.03497032,2.54520963,0.17465807,0.15959793
-5.10555278,7.50924499,0.06787766,0.65033428,0.02677776,4.23204515,4.01131615,2.51671735,0.17290042,0.15814872
-5.09954977,7.48040429,0.06965395,0.63721704,0.02597800,4.26469884,3.97094782,2.48881487,0.17055633,0.15645031
-5.09354677,7.44417979,0.07114483,0.62430626,0.02515467,4.29193965,3.91417808,2.46211993,0.16763304,0.15450034
-5.08754377,7.40094506,0.07231598,0.61175237,0.02431176,4.31348667,3.84156103,2.43705883,0.16414470,0.15229554
-5.08154077,7.35082400,0.07313684,0.59966911,0.02345268,4.32894859,3.75388511,2.41385249,0.16011283,0.14983259
-5.07553777,7.29369578,0.07358179,0.58813254,0.02258027,4.33783163,3.65216000,2.39251193,0.15556650,0.14710892
-5.06953477,7.22921285,0.07363121,0.57718100,0.02169702,4.33955440,3.53759715,2.37284318,0.15054232,0.14412357
-5.06353177,7.15683108,0.07327241,0.56681631,0.02080513,4.33346880,3.41158483,2.35446134,0.14508410,0.14087797
-5.05752876,7.07585072,0.07250033,0.55700593,0.01990667,4.31888669,3.27565818,2.33681320,0.13924229,0.13737658
-5.05152576,6.98546642,0.07131800,0.54768622,0.01900376,4.29511099,3.13146559,2.31920725,0.13307321,0.13362736
-5.04552276,6.88482435,0.06973673,0.53876676,0.01809860,4.26147036,2.98073268,2.30084991,0.12663802,0.12964207
-5.03951976,6.77308405,0.06777595,0.53013554,0.01719367,4.21735587,2.82522535,2.28088616,0.12000157,0.12543638
-5.03351676,6.64948260,0.06546276,0.52166507,0.01629171,4.16225833,2.66671340,2.25844299,0.11323115,0.12102982
-5.02751376,6.51339838,0.06283128,0.51321916,0.01539582,4.09580450,2.50693622,2.23267353,0.10639520,0.11644555
-5.02151076,6.36441183,0.05992161,0.50466025,0.01450944,4.01779074,2.34757178,2.20280008,0.09956202,0.11171005
-5.01550775,6.20236053,0.05677870,0.49585704,0.01363634,3.92821243,2.19020995,2.16815414,0.09279862,0.10685266
-5.00950475,6.02738620,0.05345101,0.48669209,0.01278063,3.82728760,2.03633094,2.12821158,0.08616966,0.10190511
-5.00350175,5.83997141,0.04998911,0.47706923,0.01194663,3.71547378,1.88728925,2.08262165,0.07973653,0.09690102
-4.99749875,5.64096413,0.04644429,0.46692034,0.01113886,3.59347672,1.74430322,2.03122849,0.07355669,0.09187536
-4.99149575,5.43158894,0.04286714,0.45621117,0.01036195,3.46225062,1.60844985,1.97408441,0.06768321,0.08686396
-4.98549275,5.21344391,0.03930632,0.44494608,0.00962059,3.32298936,1.48066450,1.91145440,0.06216450,0.08190302
-4.97948974,4.98848300,0.03580744,0.43317124,0.00891940,3.17710885,1.36174453,1.84381192,0.05704423,0.07702864
-4.97348674,4.75898451,0.03241213,0.42097623,0.00826295,3.02622109,1.25235607,1.77182632,0.05236150,0.07227644
-4.96748374,4.52750636,0.02915739,0.40849376,0.00765561,2.87210063,1.15304285,1.69634255,0.04815112,0.06768110
-4.96148074,4.29682988,0.02607508,0.39589774,0.00710159,2.71664473,1.06423601,1.61835429,0.04444396,0.06327604
-4.95547774,4.06989416,0.02319174,0.38339936,0.00660484,2.56182864,0.98626400,1.53897176,0.04126745,0.05909296
-4.94947474,3.84972325,0.02052858,0.37124160,0.00616905,2.40965761,0.91936164,1.45938570,0.03864603,0.05516153
-4.94347174,3.63934906,0.01810168,0.35969230,0.00579761,2.26211751,0.86367769,1.38082913,0.03660166,0.05150898
-4.93746873,3.44173255,0.01592235,0.34903591,0.00549364,2.12112564,0.81928040,1.30453844,0.03515420,0.04815972
-4.93146573,3.25968622,0.01399767,0.33956449,0.00525988,1.98848374,0.78616086,1.23171537,0.03432172,0.04513496
-4.92546273,3.09580040,0.01233103,0.33156810,0.00509880,1.86583451,0.76423405,1.16349140,0.03412066,0.04245233
-4.91945973,2.95237594,0.01092279,0.32532517,0.00501249,1.75462313,0.75333784,1.10089556,0.03456593,0.04012557
-4.91345673,2.83136533,0.00977093,0.32109299,0.00500269,1.65606504,0.75323025,1.04482689,0.03567071,0.03816416
-4.90745373,2.73432397,0.00887162,0.31909901,0.00507077,1.57112055,0.76358558,0.99603212,0.03744617,0.03657313
-4.90145073,2.66237309,0.00821980,0.31953296,0.00521769,1.50047712,0.78399015,0.95508925,0.03990103,0.03535281
-4.89544772,2.61617487,0.00780961,0.32254033,0.00544402,1.44453942,0.81393824,0.92239703,0.04304093,0.03449874
-4.88944472,2.59592055,0.00763472,0.32821739,0.00574990,1.40342719,0.85282913,0.89817053,0.04686767,0.03400170
-4.88344172,2.60133127,0.00768856,0.33660781,0.00613503,1.37698074,0.89996604,0.88244249,0.05137841,0.03384775
-4.87743872,2.63167155,0.00796437,0.34770124,0.00659865,1.36477363,0.95455752,0.87507009,0.05656477,0.03401848
-4.87143572,2.68577454,0.00845518,0.36143365,0.00713959,1.36613183,1.01572204,0.87574649,0.06241196,0.03449133
-4.86543272,2.76207826,0.00915366,0.37768968,0.00775625,1.38015879,1.08249611,0.88401664,0.06889788,0.03524000
-4.85942971,2.85867165,0.01005185,0.39630664,0.00844666,1.40576553,1.15384629,0.89929660,0.07599247,0.03623506
-4.85342671,2.97334905,0.01114084,0.41708037,0.00920853,1.44170482,1.22868498,0.92089550,0.08365706,0.03744456
-4.84742371,3.10367163,0.01241043,0.43977244,0.01003934,1.48660855,1.30589007,0.94803954,0.09184405,0.03883474
-4.84142071,3.24703426,0.01384870,0.46411871,0.01093646,1.53902737,1.38432782,0.97989717,0.10049682,0.04037087
-4.83541771,3.40073590,0.01544168,0.48983889,0.01189727,1.59747157,1.46287865,1.01560468,0.10954990,0.04201805
-4.82941471,3.56205197,0.01717301,0.51664671,0.01291933,1.66045209,1.54046473,1.05429159,0.11892960,0.04374209
-4.82341171,3.72830660,0.01902373,0.54426047,0.01400053,1.72652089,1.61607871,1.09510509,0.12855482,0.04551034
-4.81740870,3.89694290,0.02097215,0.57241351,0.01513933,1.79430941,1.68881232,1.13723293,0.13833838,0.04729253
-4.81140570,4.06558938,0.02299381,0.60086422,0.01633489,1.86256423,1.75788375,1.17992418,0.14818851,0.04906155
-4.80540270,4.23212039,0.02506168,0.62940524,0.01758729,1.93017893,1.82266258,1.22250727,0.15801077,0.05079410
-4.79939970,4.39470876,0.02714644,0.65787132,0.01889769,1.99622116,1.88269109,1.26440493,0.16771007,0.05247134
-4.79339670,4.55186887,0.02921689,0.68614564,0.02026844,2.05995418,1.93770094,1.30514554,0.17719287,0.05407926
-4.78739370,4.70248836,0.03124060,0.71416409,0.02170316,2.12085189,1.98762416,1.34437064,0.18636943,0.05560908
-4.78139070,4.84584729,0.03318458,0.74191730,0.02320678,2.17860702,2.03259786,1.38183819,0.19515596,0.05705735
-4.77538769,4.98162351,0.03501609,0.76945017,0.02478544,2.23313189,2.07296212,1.41742173,0.20347663,0.05842592
-4.76938469,5.10988382,0.03670354,0.79685885,0.02644635,2.28455157,2.10925089,1.45110519,0.21126526,0.05972177
-4.76338169,5.23106055,0.03821735,0.82428501,0.02819755,2.33318969,2.14217600,1.48297361,0.21846668,0.06095657
-4.75737869,5.34591424,0.03953083,0.85190757,0.03004753,2.37954702,2.17260477,1.51320002,0.22503760,0.06214616
-4.75137569,5.45548321,0.04062103,0.87993221,0.03200483,2.42427369,2.20153184,1.54202896,0.23094697,0.06330975
-4.74537269,5.56102179,0.04146938,0.90857871,0.03407743,2.46813589,2.23004642,1.56975723,0.23617582,0.06446905
-4.73936968,5.66392933,0.04206236,0.93806692,0.03627219,2.51197821,2.25929596,1.59671253,0.24071660,0.06564726
-4.73336668,5.76567275,0.04239182,0.96860169,0.03859419,2.55668322,2.29044785,1.62323098,0.24457197,0.06686792
-4.72736368,5.86770570,0.04245525,1.00035747,0.04104598,2.60312965,2.32465048,1.64963437,0.24775325,0.06815374
-4.72136068,5.97138784,0.04225577,1.03346333,0.04362691,2.65215108,2.36299531,1.67620814,0.25027848,0.06952543
-4.71535768,6.07790773,0.04180196,1.06798909,0.04633253,2.70449660,2.40648127,1.70318117,0.25217036,0.07100050
-4.70935468,6.18821287,0.04110747,1.10393334,0.04915396,2.76079533,2.45598282,1.73070828,0.25345407,0.07259223
-4.70335168,6.30295021,0.04019047,1.14121395,0.05207747,2.82152607,2.51222292,1.75885624,0.25415523,0.07430868
-4.69734867,6.42241999,0.03907295,1.17966180,0.05508423,2.88699339,2.57575140,1.78759426,0.25429808,0.07615192
-4.69134567,6.54654518,0.03777993,1.21901804,0.05815015,2.95731114,2.64692952,1.81678911,0.25390399,0.07811753
-4.68534267,6.67485825,0.03633858,1.25893541,0.06124610,3.03239397,2.72592082,1.84620565,0.25299042,0.08019426
-4.67933967,6.80650593,0.03477730,1.29898361,0.06433821,3.11195701,2.81268803,1.87551238,0.25157043,0.08236403
-4.67333667,6.94027199,0.03312485,1.33865879,0.06738851,3.19552362,2.90699571,1.90429225,0.24965275,0.08460224
-4.66733367,7.07461703,0.03140950,1.37739686,0.07035584,3.28244073,3.00841786,1.93205803,0.24724238,0.08687837
-4.66133067,7.20773368,0.02965829,1.41459034,0.07319688,3.37190077,3.11634973,1.95827173,0.24434173,0.08915683
-4.65532766,7.33761452,0.02789638,1.44960801,0.07586748,3.46296917,3.23002271,1.98236720,0.24095224,0.09139817
-4.64932466,7.46212994,0.02614657,1.48181668,0.07832413,3.55461611,3.34852145,2.00377490,0.23707623,0.09356040
-4.64332166,7.57911220,0.02442891,1.51060431,0.08052553,3.64575100,3.47080225,2.02194784,0.23271914,0.09560063
