energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.74187094,0.38158193,0.00734460,0.00149909,0.10794061,0.08996076,0.04733136,0.00764033,0.00926367,0.22947372
-5.73586793,0.32531091,0.00627942,0.00127481,0.09203084,0.07669681,0.04033983,0.00652370,0.00789552,0.19563332
-5.72986493,0.27541989,0.00533019,0.00107686,0.07792257,0.06493607,0.03414413,0.00553102,0.00668304,0.16562981
-5.72386193,0.23156310,0.00449200,0.00090356,0.06551872,0.05459727,0.02870021,0.00465633,0.00561762,0.13925521
-5.71785893,0.19333682,0.00375848,0.00075309,0.05470568,0.04558541,0.02395708,0.00389236,0.00468930,0.11626668
-5.71185593,0.16029793,0.00312224,0.00062351,0.04535851,0.03779618,0.01985903,0.00323089,0.00388718,0.09639770
-5.70585293,0.13198100,0.00257520,0.00051286,0.03734581,0.03111997,0.01634773,0.00266313,0.00319985,0.07936832
-5.69984992,0.10791345,0.00210891,0.00041920,0.03053401,0.02544544,0.01336411,0.00218002,0.00261576,0.06489428
-5.69384692,0.08762846,0.00171490,0.00034063,0.02479100,0.02066260,0.01084992,0.00177256,0.00212349,0.05269478
-5.68784392,0.07067574,0.00138485,0.00027538,0.01998920,0.01666533,0.00874903,0.00143200,0.00171206,0.04249893
-5.68184092,0.05662985,0.00111079,0.00022182,0.01600786,0.01335335,0.00700845,0.00115006,0.00137107,0.03405079
-5.67583792,0.04509653,0.00088529,0.00017846,0.01273484,0.01063373,0.00557912,0.00091909,0.00109088,0.02711308
-5.66983492,0.03571693,0.00070151,0.00014402,0.01006775,0.00842186,0.00441637,0.00073214,0.00086273,0.02146982
-5.66383192,0.02817023,0.00055331,0.00011742,0.00791466,0.00664210,0.00348026,0.00058305,0.00067873,0.01692782
-5.65782891,0.02217480,0.00043524,0.00009777,0.00619433,0.00522802,0.00273569,0.00046651,0.00053195,0.01331736
-5.65182591,0.01748824,0.00034260,0.00008444,0.00483616,0.00412246,0.00215239,0.00037809,0.00041638,0.01049225
-5.64582291,0.01390659,0.00027140,0.00007701,0.00377981,0.00327729,0.00170484,0.00031421,0.00032689,0.00832926
-5.63981991,0.01126298,0.00021832,0.00007534,0.00297478,0.00265312,0.00137202,0.00027220,0.00025924,0.00672734
-5.63381691,0.00942597,0.00018075,0.00007954,0.00237969,0.00221890,0.00113727,0.00025025,0.00020996,0.00560656
-5.62781391,0.00829779,0.00015668,0.00008999,0.00196170,0.00195151,0.00098797,0.00024746,0.00017636,0.00490702
-5.62181091,0.00781257,0.00014471,0.00010741,0.00169577,0.00183532,0.00091538,0.00026379,0.00015641,0.00458774
-5.61580790,0.00793475,0.00014399,0.00013282,0.00156404,0.00186184,0.00091440,0.00030010,0.00014877,0.00462569
-5.60980490,0.00865775,0.00015422,0.00016760,0.00155525,0.00202940,0.00098340,0.00035817,0.00015265,0.00501491
-5.60380190,0.01000280,0.00017560,0.00021351,0.00166417,0.00234283,0.00112404,0.00044069,0.00016786,0.00576580
-5.59779890,0.01201801,0.00020882,0.00027272,0.00189117,0.00281330,0.00134120,0.00055131,0.00019468,0.00690450
-5.59179590,0.01477764,0.00025503,0.00034781,0.00224180,0.00345809,0.00164289,0.00069463,0.00023391,0.00847242
-5.58579290,0.01838139,0.00031582,0.00044183,0.00272646,0.00430046,0.00204014,0.00087625,0.00028680,0.01052579
-5.57978989,0.02295360,0.00039322,0.00055827,0.00336006,0.00536943,0.00254700,0.00110273,0.00035500,0.01313515
-5.57378689,0.02864229,0.00048965,0.00070108,0.00416170,0.00669957,0.00318041,0.00138158,0.00044058,0.01638483
-5.56778389,0.03561784,0.00060792,0.00087466,0.00515438,0.00833068,0.00396017,0.00172123,0.00054597,0.02037211
-5.56178089,0.04407110,0.00075114,0.00108379,0.00636461,0.01030733,0.00490879,0.00213092,0.00067391,0.02520616
-5.55577789,0.05421089,0.00092272,0.00133363,0.00782197,0.01267830,0.00605131,0.00262060,0.00082741,0.03100667
-5.54977489,0.06626069,0.00112627,0.00162958,0.00955860,0.01549579,0.00741509,0.00320074,0.00100967,0.03790187
-5.54377189,0.08045437,0.00136553,0.00197722,0.01160859,0.01881441,0.00902944,0.00388212,0.00122404,0.04602622
-5.53776888,0.09703103,0.00164425,0.00238213,0.01400720,0.02268996,0.01092531,0.00467552,0.00147387,0.05551744
-5.53176588,0.11622890,0.00196610,0.00284976,0.01679006,0.02717802,0.01313477,0.00559145,0.00176245,0.06651307
-5.52576288,0.13827827,0.00233450,0.00338523,0.01999215,0.03233230,0.01569048,0.00663970,0.00209286,0.07914651
-5.51975988,0.16339375,0.00275251,0.00399311,0.02364676,0.03820277,0.01862513,0.00782895,0.00246784,0.09354262
-5.51375688,0.19176597,0.00322263,0.00467718,0.02778439,0.04483379,0.02197076,0.00916630,0.00288965,0.10981311
-5.50775388,0.22355303,0.00374667,0.00544023,0.03243157,0.05226204,0.02575813,0.01065683,0.00335990,0.12805164
-5.50175088,0.25887207,0.00432555,0.00628380,0.03760973,0.06051460,0.03001611,0.01230309,0.00387945,0.14832916
-5.49574787,0.29779139,0.00495921,0.00720796,0.04333421,0.06960704,0.03477104,0.01410473,0.00444822,0.17068941
-5.48974487,0.34032350,0.00564644,0.00821110,0.04961326,0.07954188,0.04004625,0.01605804,0.00506508,0.19514508
-5.48374187,0.38641964,0.00638478,0.00928981,0.05644742,0.09030722,0.04586168,0.01815570,0.00572779,0.22167471
-5.47773887,0.43596616,0.00717049,0.01043873,0.06382903,0.10187598,0.05223355,0.02038658,0.00643289,0.25022067
-5.47173587,0.48878316,0.00799852,0.01165054,0.07174206,0.11420552,0.05917432,0.02273568,0.00717572,0.28068842
-5.46573287,0.54462573,0.00886256,0.01291595,0.08016239,0.12723798,0.06669271,0.02518418,0.00795040,0.31294720
-5.45972986,0.60318790,0.00975512,0.01422385,0.08905833,0.14090122,0.07479392,0.02770973,0.00874994,0.34683231
-5.45372686,0.66410950,0.01066773,0.01556144,0.09839163,0.15511040,0.08347998,0.03028688,0.00956634,0.38214891
-5.44772386,0.72698573,0.01159113,0.01691456,0.10811877,0.16977028,0.09275027,0.03288761,0.01039080,0.41867744
-5.44172086,0.79137921,0.01251558,0.01826801,0.11819270,0.18477802,0.10260200,0.03548217,0.01121392,0.45618032
-5.43571786,0.85683413,0.01343113,0.01960596,0.12856471,0.20002650,0.11303086,0.03803994,0.01202598,0.49440991
-5.42971486,0.92289197,0.01432805,0.02091244,0.13918666,0.21540801,0.12403152,0.04053041,0.01281728,0.53311720
-5.42371186,0.98910801,0.01519716,0.02217182,0.15001324,0.23081812,0.13559810,0.04292432,0.01357840,0.57206104
-5.41770885,1.05506808,0.01603022,0.02336938,0.16100434,0.24615951,0.14772451,0.04519477,0.01430060,0.61101738
-5.41170585,1.12040464,0.01682029,0.02449180,0.17212731,0.26134575,0.16040455,0.04731829,0.01497613,0.64978820
-5.40570285,1.18481147,0.01756209,0.02552765,0.18335914,0.27630463,0.17363188,0.04927594,0.01559853,0.68820953
-5.39969985,1.24805639,0.01825221,0.02646788,0.19468846,0.29098104,0.18739975,0.05105419,0.01616289,0.72615849
-5.39369685,1.30999138,0.01888937,0.02730616,0.20611719,0.30533918,0.20170054,0.05264575,0.01666613,0.76355875
-5.38769385,1.37055973,0.01947447,0.02803921,0.21766209,0.31936407,0.21652512,0.05405011,0.01710710,0.80038444
-5.38169085,1.42980012,0.02001062,0.02866700,0.22935581,0.33306224,0.23186224,0.05527396,0.01748671,0.83666229
-5.37568784,1.48784747,0.02050305,0.02919285,0.24124791,0.34646168,0.24769779,0.05633128,0.01780794,0.87247211
-5.36968484,1.54493092,0.02095886,0.02962348,0.25340539,0.35961103,0.26401433,0.05724324,0.01807580,0.90794566
-5.36368184,1.60136917,0.02138678,0.02996886,0.26591325,0.37257815,0.28079065,0.05803787,0.01829717,0.94326413
-5.35767884,1.65756378,0.02179667,0.03024207,0.27887478,0.38544813,0.29800183,0.05874948,0.01848064,0.97865465
-5.35167584,1.71399090,0.02219915,0.03045903,0.29241172,0.39832100,0.31561957,0.05941790,0.01863624,1.01438592
-5.34567284,1.77119202,0.02260501,0.03063820,0.30666440,0.41130911,0.33361306,0.06008754,0.01877517,1.05076347
-5.33966983,1.82976435,0.02302465,0.03080015,0.32179170,0.42453454,0.35195021,0.06080637,0.01890945,1.08812476
-5.33366683,1.89035111,0.02346756,0.03096720,0.33797089,0.43812651,0.37059949,0.06162477,0.01905159,1.12683428
-5.32766383,1.95363200,0.02394179,0.03116297,0.35539721,0.45221888,0.38953197,0.06259437,0.01921426,1.16727885
-5.32166083,2.02031409,0.02445344,0.03141190,0.37428312,0.46694787,0.40872377,0.06376685,0.01940991,1.20986302
-5.31565783,2.09112266,0.02500632,0.03173879,0.39485695,0.48244999,0.42815850,0.06519278,0.01965050,1.25500451
-5.30965483,2.16679198,0.02560161,0.03216836,0.41736093,0.49885997,0.44782959,0.06692050,0.01994719,1.30312940
-5.30365183,2.24805531,0.02623775,0.03272473,0.44204827,0.51630886,0.46774238,0.06899505,0.02031006,1.35466678
-5.29764882,2.33563365,0.02691035,0.03343092,0.46917920,0.53492193,0.48791551,0.07145714,0.02074795,1.41004243
-5.29164582,2.43022251,0.02761229,0.03430839,0.49901575,0.55481640,0.50838166,0.07434227,0.02126821,1.46967116
-5.28564282,2.53247635,0.02833396,0.03537644,0.53181530,0.57609876,0.52918722,0.07767976,0.02187659,1.53394755
-5.27963982,2.64299004,0.02906361,0.03665173,0.56782270,0.59886172,0.55039089,0.08149203,0.02257712,1.60323469
-5.27363682,2.76227745,0.02978775,0.03814765,0.60726126,0.62318048,0.57206117,0.08579377,0.02337201,1.67785105
-5.26763382,2.89074719,0.03049174,0.03987379,0.65032270,0.64910863,0.59427258,0.09059127,0.02426160,1.75805545
-5.26163082,3.02867615,0.03116033,0.04183531,0.69715633,0.67667353,0.61710092,0.09588177,0.02524434,1.84403060
-5.25562781,3.17618181,0.03177830,0.04403242,0.74785803,0.70587135,0.64061761,0.10165293,0.02631678,1.93586584
-5.24962481,3.33319461,0.03233104,0.04645984,0.80245947,0.73666222,0.66488349,0.10788238,0.02747360,2.03353977
-5.24362181,3.49943217,0.03280521,0.04910633,0.86091822,0.76896552,0.68994230,0.11453743,0.02870768,2.13690408
-5.23761881,3.67437718,0.03318918,0.05195441,0.92310940,0.80265588,0.71581447,0.12157494,0.03001024,2.24566959
-5.23161581,3.85726118,0.03347355,0.05498017,0.98881951,0.83756029,0.74249133,0.12894149,0.03137097,2.35939579
-5.22561281,4.04705604,0.03365149,0.05815322,1.05774317,0.87345671,0.76993050,0.13657369,0.03277832,2.47748522
-5.21960980,4.24247521,0.03371900,0.06143696,1.12948307,0.91007449,0.79805263,0.14439896,0.03421981,2.59918373
-5.21360680,4.44198602,0.03367504,0.06478903,1.20355371,0.94709716,0.82673990,0.15233652,0.03568240,2.72358746
-5.20760380,4.64383405,0.03352159,0.06816200,1.27938901,0.98416757,0.85583655,0.16029883,0.03715302,2.84965725
-5.20160080,4.84607979,0.03326356,0.07150436,1.35635376,1.02089563,0.88515151,0.16819329,0.03861915,2.97624041
-5.19559780,5.04664716,0.03290863,0.07476174,1.43375860,1.05686861,0.91446313,0.17592436,0.04006945,3.10209975
-5.18959480,5.24338249,0.03246704,0.07787836,1.51087808,1.09166366,0.94352592,0.18339589,0.04149450,3.22594880
-5.18359180,5.43412198,0.03195124,0.08079859,1.58697091,1.12486229,0.97207891,0.19051366,0.04288757,3.34649221
-5.17758879,5.61676472,0.03137562,0.08346871,1.66130162,1.15606620,0.99985526,0.19718807,0.04424539,3.46246931
-5.17158579,5.78934790,0.03075610,0.08583863,1.73316237,1.18491381,1.02659270,0.20333678,0.04556888,3.57269899
-5.16558279,5.95012039,0.03010978,0.08786369,1.80189387,1.21109661,1.05204396,0.20888721,0.04686382,3.67612338
-5.15957979,6.09761075,0.02945462,0.08950618,1.86690419,1.23437463,1.07598689,0.21377888,0.04814142,3.77184804
-5.15357679,6.23068568,0.02880906,0.09073680,1.92768438,1.25458995,1.09823333,0.21796525,0.04941866,3.85917639
-5.14757379,6.34859547,0.02819176,0.09153580,1.98382005,1.27167767,1.11863648,0.22141512,0.05071851,3.93763597
-5.14157079,6.45100326,0.02762132,0.09189372,2.03499817,1.28567337,1.13709604,0.22411355,0.05206978,4.00699516
-5.13556778,6.53799631,0.02711603,0.09181187,2.08100873,1.29671660,1.15356089,0.22606195,0.05350676,4.06726882
-5.12956478,6.61007760,0.02669365,0.09130224,2.12174116,1.30504998,1.16802921,0.22727770,0.05506855,4.11871233
-5.12356178,6.66813814,0.02637120,0.09038711,2.15717592,1.31101362,1.18054578,0.22779304,0.05679798,4.16180409
-5.11755878,6.71341060,0.02616481,0.08909819,2.18737162,1.31503503,1.19119684,0.22765333,0.05874035,4.19721706
-5.11155578,6.74740652,0.02608945,0.08747538,2.21244882,1.31761464,1.20010267,0.22691483,0.06094175,4.22578080
-5.10555278,6.77184009,0.02615880,0.08556522,2.23257144,1.31930753,1.20740840,0.22564211,0.06344730,4.24843576
-5.09954977,6.78854218,0.02638496,0.08341914,2.24792707,1.32070201,1.21327358,0.22390512,0.06629902,4.26618237
-5.09354677,6.79936917,0.02677824,0.08109145,2.25870759,1.32239598,1.21786113,0.22177617,0.06953377,4.28002737
-5.08754377,6.80611096,0.02734686,0.07863740,2.26509130,1.32497197,1.22132643,0.21932702,0.07318108,4.29093041
-5.08154077,6.81040299,0.02809669,0.07611114,2.26722775,1.32897204,1.22380695,0.21662605,0.07726111,4.29975347
-5.07553777,6.81364663,0.02903094,0.07356393,2.26522620,1.33487355,1.22541336,0.21373582,0.08178275,4.30721596
-5.06953477,6.81694172,0.03014982,0.07104245,2.25914849,1.34306696,1.22622236,0.21071113,0.08674206,4.31385746
-5.06353177,6.82103461,0.03145031,0.06858747,2.24900657,1.35383659,1.22627164,0.20759748,0.09212105,4.32001020
-5.05752876,6.82628394,0.03292586,0.06623283,2.23476482,1.36734525,1.22555741,0.20443026,0.09788694,4.32578224
-5.05152576,6.83264553,0.03456620,0.06400476,2.21634685,1.38362347,1.22403436,0.20123446,0.10399192,4.33105227
-5.04552276,6.83967676,0.03635719,0.06192167,2.19364624,1.40256384,1.22161822,0.19802496,0.11037347,4.33547588
-5.03951976,6.84655982,0.03828078,0.05999419,2.16654026,1.42392072,1.21819046,0.19480736,0.11695529,4.33850280
-5.03351676,6.85214233,0.04031508,0.05822566,2.13490578,1.44731553,1.21360521,0.19157930,0.12364877,4.33940408
-5.02751376,6.85499302,0.04243451,0.05661290,2.09863599,1.47224729,1.20769757,0.18833210,0.13035497,4.33730755
-5.02151076,6.85346943,0.04461013,0.05514722,2.05765710,1.49810824,1.20029318,0.18505258,0.13696709,4.33123980
-5.01550775,6.84579434,0.04681002,0.05381559,2.01194360,1.52420369,1.19121832,0.18172508,0.14337329,4.32017237
-5.00950475,6.83013721,0.04899991,0.05260199,1.96153141,1.54977560,1.18031011,0.17833344,0.14945982,4.30307009
-5.00350175,6.80469680,0.05114378,0.05148869,1.90652794,1.57402874,1.16742622,0.17486281,0.15511420,4.27893916
-4.99749875,6.76778135,0.05320466,0.05045759,1.84711862,1.59615849,1.15245379,0.17130130,0.16022852,4.24687295
-4.99149575,6.71788294,0.05514549,0.04949138,1.78356954,1.61537913,1.13531688,0.16764132,0.16470256,4.20609344
-4.98549275,6.65374295,0.05692999,0.04857461,1.71622616,1.63095139,1.11598242,0.16388054,0.16844666,4.15598685
-4.97948974,6.57440623,0.05852358,0.04769446,1.64550820,1.64220832,1.09446425,0.16002252,0.17138428,4.09613189
-4.97348674,6.47926206,0.05989429,0.04684138,1.57190128,1.64857829,1.07082507,0.15607684,0.17345410,4.02632000
-4.96748374,6.36807079,0.06101360,0.04600939,1.49594565,1.64960422,1.04517654,0.15205905,0.17461153,3.94656691
-4.96148074,6.24097552,0.06185722,0.04519614,1.41822287,1.64495839,1.01767724,0.14799003,0.17482979,3.85711540
-4.95547774,6.09849913,0.06240571,0.04440279,1.33934115,1.63445226,0.98852888,0.14389531,0.17410022,3.75842973
-4.94947474,5.94152754,0.06264505,0.04363356,1.25992011,1.61804099,0.95797098,0.13980401,0.17243220,3.65118226
-4.94347174,5.77128042,0.06256695,0.04289515,1.18057571,1.59582269,0.92627420,0.13574773,0.16985238,3.53623337
-4.93746873,5.58927149,0.06216907,0.04219606,1.10190617,1.56803253,0.89373281,0.13175932,0.16640346,3.41460581
-4.93146573,5.39726070,0.06145498,0.04154572,1.02447917,1.53503227,0.86065657,0.12787173,0.16214259,3.28745499
-4.92546273,5.19720077,0.06043406,0.04095366,0.94882119,1.49729583,0.82736263,0.12411691,0.15713937,3.15603686
-4.91945973,4.99118099,0.05912111,0.04042862,0.87540891,1.45539175,0.79416756,0.12052494,0.15147361,3.02167475
-4.91345673,4.78137094,0.05753587,0.03997778,0.80466313,1.40996350,0.76138017,0.11712330,0.14523302,2.88572693
-4.90745373,4.56996678,0.05570242,0.03960610,0.73694507,1.36170876,0.72929534,0.11393650,0.13851073,2.74955632
-4.90145073,4.35914249,0.05364844,0.03931574,0.67255508,1.31135865,0.69818917,0.11098594,0.13140294,2.61450352
-4.89544772,4.15100801,0.05140441,0.03910571,0.61173348,1.25965787,0.66831564,0.10829014,0.12400659,2.48186426
-4.88944472,3.94757583,0.04900277,0.03897174,0.55466325,1.20734678,0.63990499,0.10586520,0.11641731,2.35287202
-4.88344172,3.75073692,0.04647711,0.03890630,0.50147435,1.15514602,0.61316375,0.10372566,0.10872746,2.22868620
-4.87743872,3.56224647,0.04386128,0.03889884,0.45224915,1.10374422,0.58827647,0.10188547,0.10102454,2.11038593
-4.87143572,3.38371904,0.04118865,0.03893626,0.40702860,1.05378914,0.56540887,0.10035923,0.09338984,1.99896917
-4.86543272,3.21663234,0.03849137,0.03900349,0.36581892,1.00588221,0.54471222,0.09916348,0.08589736,1.89535655
-4.85942971,3.06233820,0.03579978,0.03908420,0.32859819,0.96057638,0.52632860,0.09831805,0.07861302,1.80039894
-4.85342671,2.92207873,0.03314188,0.03916169,0.29532274,0.91837676,0.51039647,0.09784729,0.07159418,1.71488757
-4.84742371,2.79700546,0.03054292,0.03921966,0.26593293,0.87974348,0.49705632,0.09778115,0.06488940,1.63956530
-4.84142071,2.68819893,0.02802513,0.03924314,0.24035813,0.84509610,0.48645561,0.09815591,0.05853839,1.57513750
-4.83541771,2.59668601,0.02560755,0.03921923,0.21852068,0.81481857,0.47875265,0.09901454,0.05257219,1.52228102
-4.82941471,2.52345246,0.02330598,0.03913782,0.20033883,0.78926400,0.47411891,0.10040662,0.04701355,1.48164971
-4.82341171,2.46944848,0.02113297,0.03899211,0.18572832,0.76875827,0.47273926,0.10238764,0.04187737,1.45387517
-4.81740870,2.43558521,0.01909801,0.03877900,0.17460294,0.75360188,0.47480990,0.10501766,0.03717133,1.43956171
-4.81140570,2.42272101,0.01720768,0.03849920,0.16687382,0.74406930,0.48053367,0.10835946,0.03289652,1.43927481
-4.80540270,2.43163675,0.01546590,0.03815723,0.16244761,0.74040543,0.49011281,0.11247593,0.02904815,1.45352273
-4.79939970,2.46300031,0.01387423,0.03776114,0.16122380,0.74281914,0.50373910,0.11742700,0.02561630,1.48273148
-4.79339670,2.51732134,0.01243215,0.03732201,0.16309121,0.75147377,0.52158177,0.12326606,0.02258665,1.52721395
-4.78739370,2.59489790,0.01113737,0.03685337,0.16792396,0.76647519,0.54377367,0.13003598,0.01994117,1.58713430
-4.78139070,2.69575777,0.00998613,0.03637035,0.17557714,0.78785773,0.57039610,0.13776506,0.01765885,1.66246943
-4.77538769,2.81959765,0.00897348,0.03588887,0.18588256,0.81556915,0.60146334,0.14646293,0.01571628,1.75296948
-4.76938469,2.96572399,0.00809355,0.03542468,0.19864470,0.84945537,0.63690753,0.15611669,0.01408830,1.85812005
-4.76338169,3.13299972,0.00733973,0.03499244,0.21363740,0.88924626,0.67656484,0.16668754,0.01274850,1.97710850
-4.75737869,3.31980098,0.00670487,0.03460492,0.23060144,0.93454362,0.72016404,0.17810814,0.01166974,2.10879731
-4.75137569,3.52398796,0.00618144,0.03427219,0.24924330,0.98481248,0.76731817,0.19028082,0.01082454,2.25170676
-4.74537269,3.74289349,0.00576165,0.03400105,0.26923547,1.03937678,0.81752024,0.20307697,0.01018550,2.40400946
-4.73936968,3.97333215,0.00543749,0.03379465,0.29021831,1.09742040,0.87014355,0.21633761,0.00972563,2.56353837
-4.73336668,4.21163204,0.00520085,0.03365224,0.31180369,1.15799396,0.92444712,0.22987537,0.00941862,2.72780967
-4.72736368,4.45368991,0.00504350,0.03356926,0.33358040,1.22002789,0.97958643,0.24347781,0.00923915,2.89406074
-4.72136068,4.69504930,0.00495715,0.03353754,0.35512121,1.28235165,1.03462939,0.25691202,0.00916312,3.05930322
-4.71535768,4.93099991,0.00493345,0.03354578,0.37599149,1.34371884,1.08857720,0.26993050,0.00916784,3.22038973
-4.70935468,5.15669533,0.00496404,0.03358019,0.39575909,1.40283728,1.14038941,0.28227798,0.00923224,3.37409227
-4.70335168,5.36728477,0.00504051,0.03362528,0.41400504,1.45840323,1.18901247,0.29369908,0.00933708,3.51718980
-4.69734867,5.55805383,0.00515447,0.03366475,0.43033482,1.50913834,1.23341047,0.30394638,0.00946502,3.64656116
-4.69134567,5.72456832,0.00529759,0.03368243,0.44438962,1.55382772,1.27259685,0.31278857,0.00960083,3.75927998
-4.68534267,5.86281502,0.00546164,0.03366326,0.45585707,1.59135771,1.30566587,0.32001848,0.00973148,3.85270713
-4.67933967,5.96933295,0.00563857,0.03359416,0.46448105,1.62075145,1.33182226,0.32546039,0.00984617,3.92457666
-4.67333667,6.04132929,0.00582055,0.03346481,0.47007005,1.64120087,1.35040779,0.32897644,0.00993643,3.97307154
-4.66733367,6.07677463,0.00600014,0.03326836,0.47250378,1.65209350,1.36092372,0.33047182,0.00999608,3.99688547
-4.66133067,6.07447325,0.00617033,0.03300189,0.47173755,1.65303302,1.36304785,0.32989851,0.01002120,3.99526813
-4.65532766,6.03410537,0.00632465,0.03266666,0.46780451,1.64385265,1.35664576,0.32725729,0.01001008,3.96805189
-4.64932466,5.95623977,0.00645733,0.03226820,0.46081535,1.62462091,1.34177557,0.32259821,0.00996303,3.91565892
-4.64332166,5.84231656,0.00656332,0.03181612,0.45095581,1.59563954,1.31868625,0.31601914,0.00988224,3.83908863
