energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-6.00000000,1.08747797,0.13959053,0.00000000,0.02568701,0.15509539,0.31242244,0.37823900,0.00592543,0.44510958
-5.99399700,1.07173660,0.13933359,0.00000000,0.02372765,0.16179652,0.30913652,0.37397546,0.00631642,0.42545394
-5.98799400,1.06317136,0.13985741,0.00000000,0.02183049,0.16994146,0.30787757,0.37246498,0.00678595,0.40804667
-5.98199100,1.06208085,0.14117105,0.00000000,0.02002205,0.17951092,0.30866691,0.37380001,0.00733868,0.39311517
-5.97598799,1.06856548,0.14325746,0.00000000,0.01832483,0.19045248,0.31146726,0.37800424,0.00797805,0.38081248
-5.96998499,1.08252964,0.14607499,0.00000000,0.01675717,0.20268153,0.31618515,0.38503316,0.00870618,0.37121746
-5.96398199,1.10369096,0.14955995,0.00000000,0.01533302,0.21608334,0.32267524,0.39477678,0.00952371,0.36433769
-5.95797899,1.13159637,0.15363015,0.00000000,0.01406207,0.23051643,0.33074674,0.40706486,0.01042970,0.36011481
-5.95197599,1.16564439,0.15818936,0.00000000,0.01294987,0.24581710,0.34017134,0.42167416,0.01142162,0.35843211
-5.94597299,1.20511278,0.16313245,0.00000000,0.01199813,0.26180504,0.35069275,0.43833773,0.01249529,0.35912386
-5.93996998,1.24919071,0.16835103,0.00000000,0.01120508,0.27828981,0.36203721,0.45675576,0.01364491,0.36198608
-5.93396698,1.29701400,0.17373940,0.00000000,0.01056590,0.29507808,0.37392468,0.47660767,0.01486316,0.36678817
-5.92796398,1.34770223,0.17920047,0.00000000,0.01007319,0.31198128,0.38608037,0.49756500,0.01614126,0.37328494
-5.92196098,1.40039622,0.18465150,0.00000000,0.00971750,0.32882335,0.39824590,0.51930463,0.01746921,0.38122861
-5.91595798,1.45429425,0.19002935,0.00000000,0.00948777,0.34544828,0.41018994,0.54152160,0.01883598,0.39038014
-5.90995498,1.50868558,0.19529494,0.00000000,0.00937193,0.36172709,0.42171760,0.56394130,0.02022976,0.40051960
-5.90395198,1.56297969,0.20043680,0.00000000,0.00935726,0.37756376,0.43267836,0.58633017,0.02163830,0.41145508
-5.89794897,1.61673002,0.20547347,0.00000000,0.00943092,0.39289995,0.44297215,0.60850465,0.02304923,0.42302979
-5.89194597,1.66965078,0.21045450,0.00000000,0.00958028,0.40771804,0.45255313,0.63033768,0.02445039,0.43512706
-5.88594297,1.72162621,0.21546017,0.00000000,0.00979334,0.42204231,0.46143126,0.65176262,0.02583025,0.44767315
-5.87993997,1.77271133,0.22059964,0.00000000,0.01005896,0.43593800,0.46967124,0.67277410,0.02717816,0.46063756
-5.87393697,1.82312410,0.22600770,0.00000000,0.01036714,0.44950827,0.47738907,0.69342578,0.02848472,0.47403106
-5.86793397,1.87322897,0.23184015,0.00000000,0.01070918,0.46288897,0.48474618,0.71382490,0.02974205,0.48790128
-5.86193097,1.92351227,0.23826795,0.00000000,0.01107782,0.47624137,0.49194138,0.73412387,0.03094390,0.50232627
-5.85592796,1.97455032,0.24547025,0.00000000,0.01146729,0.48974317,0.49920098,0.75450905,0.03208587,0.51740611
-5.84992496,2.02697157,0.25362671,0.00000000,0.01187327,0.50357794,0.50676733,0.77518726,0.03316535,0.53325305
