energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Li_s_up,Li_s_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,3.00658764,-0.31852164,0.01532882,-0.00064752,0.45303227,-0.04574199,0.84234027,-0.02688806,0.58222374,-0.04505416,0.06985679,-0.05310591,0.04802076,-0.00398875,0.94636506,-0.11849206
-5.99399700,3.29928805,-0.31602953,0.01672370,-0.00064789,0.49656336,-0.04539708,0.92250192,-0.02700339,0.64015512,-0.04467500,0.07988257,-0.05253782,0.05264777,-0.00396452,1.03894353,-0.11758317
-5.98799400,3.59922437,-0.31197265,0.01813787,-0.00064617,0.54106128,-0.04483172,1.00432759,-0.02706732,0.69975690,-0.04405791,0.09079266,-0.05161044,0.05738621,-0.00392070,1.13389680,-0.11610060
-5.98199100,3.90358173,-0.30656350,0.01955730,-0.00064324,0.58609784,-0.04407758,1.08702644,-0.02712501,0.76049758,-0.04323023,0.10255968,-0.05034367,0.06219272,-0.00386045,1.23034223,-0.11412512
-5.97598799,4.20928220,-0.30009224,0.02096725,-0.00064017,0.63120859,-0.04317773,1.16974416,-0.02723339,0.82178966,-0.04222938,0.11513529,-0.04876482,0.06702018,-0.00378789,1.32731136,-0.11176693
-5.96998499,4.51303857,-0.29292520,0.02235263,-0.00063831,0.67590164,-0.04218650,1.25157923,-0.02746213,0.88299917,-0.04110246,0.12844859,-0.04690773,0.07181847,-0.00370814,1.42376631,-0.10916511
-5.96398199,4.81141678,-0.28550282,0.02369837,-0.00063922,0.71966748,-0.04116922,1.33160137,-0.02789462,0.94345717,-0.03990590,0.14240518,-0.04481166,0.07653544,-0.00362730,1.51861889,-0.10648699
-5.95797899,5.10090510,-0.27833708,0.02498981,-0.00064476,0.76198982,-0.04020190,1.40887133,-0.02862890,1.00247265,-0.03870490,0.15688687,-0.04252012,0.08111794,-0.00355241,1.61075203,-0.10392727
-5.95197599,5.37798795,-0.27200867,0.02621312,-0.00065703,0.80235695,-0.03937090,1.48246161,-0.02977861,1.05934666,-0.03757295,0.17175220,-0.04007960,0.08551293,-0.00349147,1.69904268,-0.10170708
-5.94597299,5.63922219,-0.26716386,0.02735558,-0.00067844,0.84027324,-0.03877249,1.55147729,-0.03147379,1.11338716,-0.03659119,0.18683790,-0.03753831,0.08966850,-0.00345335,1.78238578,-0.10007285
-5.93996998,5.88131333,-0.26451121,0.02840602,-0.00071165,0.87527048,-0.03851244,1.61507627,-0.03386156,1.16392419,-0.03584788,0.20196118,-0.03494499,0.09353506,-0.00344782,1.85971823,-0.09929524
-5.93396698,6.10118936,-0.26481790,0.02935503,-0.00075962,0.90691856,-0.03870553,1.67248840,-0.03710659,1.21032482,-0.03543778,0.21692301,-0.03234778,0.09706628,-0.00348547,1.93004249,-0.09966783
-5.92796398,6.29606992,-0.26890567,0.03019524,-0.00082560,0.93483536,-0.03947497,1.72303276,-0.04139127,1.25200757,-0.03546151,0.23151219,-0.02979333,0.10022017,-0.00357767,1.99244874,-0.10150566
-5.92196098,6.46352867,-0.27764606,0.03092147,-0.00091307,0.95869523,-0.04095171,1.76613257,-0.04691540,1.28845564,-0.03602487,0.24551020,-0.02732597,0.10295982,-0.00373652,2.04613524,-0.10514350
-5.91595798,6.60154695,-0.29195449,0.03153085,-0.00102576,0.97823612,-0.04327360,1.80132740,-0.05389537,1.31922880,-0.03723809,0.25869672,-0.02498726,0.10525428,-0.00397474,2.09042608,-0.11093367
-5.90995498,6.70855743,-0.31278302,0.03202283,-0.00116762,0.99326494,-0.04658425,1.82828231,-0.06256267,1.34397331,-0.03921494,0.27085547,-0.02281560,0.10707905,-0.00430557,2.12478599,-0.11924332
-5.90395198,6.78347635,-0.34111116,0.03239915,-0.00134276,1.00366115,-0.05103164,1.84679368,-0.07316165,1.36242990,-0.04207166,0.28178039,-0.02084619,0.10841662,-0.00474268,2.14883165,-0.13045094
-5.89794897,6.82572375,-0.37793448,0.03266369,-0.00155536,1.00937843,-0.05676639,1.85679174,-0.08594628,1.37443918,-0.04592571,0.29128171,-0.01911114,0.10925672,-0.00529995,2.16233936,-0.14494198
-5.89194597,6.83523130,-0.42425055,0.03282233,-0.00180964,1.01044449,-0.06393950,1.85833981,-0.10117609,1.37994477,-0.05089419,0.29919178,-0.01763984,0.10959650,-0.00599128,2.16524886,-0.16310348
-5.88594297,6.81243764,-0.48104206,0.03288268,-0.00210974,1.00695907,-0.07269983,1.85163032,-0.11911104,1.37899369,-0.05709207,0.30537034,-0.01645945,0.10944050,-0.00683035,2.15766316,-0.18531756
-5.87993997,6.75827182,-0.54925697,0.03285382,-0.00245963,0.99909019,-0.08319090,1.83697800,-0.14000536,1.37173430,-0.06462998,0.30970905,-0.01559557,0.10880047,-0.00783032,2.13984463,-0.21195374
-5.87393697,6.67412533,-0.62978579,0.03274596,-0.00286297,0.98706896,-0.09554742,1.81481029,-0.16410056,1.35841173,-0.07361185,0.31213507,-0.01507303,0.10769509,-0.00900354,2.11220734,-0.24336014
-5.86793397,6.56181404,-0.72343635,0.03257012,-0.00332296,0.97118299,-0.10989130,1.78565568,-0.19161755,1.33936100,-0.08413213,0.31261337,-0.01491671,0.10614948,-0.01036113,2.07530600,-0.27985377
-5.86193097,6.42353113,-0.83090655,0.03233777,-0.00384225,0.95176873,-0.12632744,1.75013008,-0.22274826,1.31499814,-0.09627292,0.31114797,-0.01515241,0.10419470,-0.01191266,2.02982194,-0.32170990
-5.85592796,6.26179271,-0.95275592,0.03206054,-0.00442277,0.92920306,-0.14493928,1.70892191,-0.25764684,1.28580947,-0.11010088,0.30778173,-0.01580773,0.10186705,-0.01366569,1.97654637,-0.36915107
-5.84992496,6.07937782,-1.08937704,0.03174981,-0.00506555,0.90389426,-0.16578433,1.66277619,-0.29642089,1.25233963,-0.12566414,0.30259485,-0.01691280,0.09920730,-0.01562546,1.91636173,-0.42233599
-5.84392196,5.87926470,-1.24096784,0.03141655,-0.00577067,0.87627277,-0.18888989,1.61247828,-0.33912305,1.21517847,-0.14298934,0.29570222,-0.01850102,0.09625993,-0.01779443,1.85022138,-0.48134873
-5.83791896,5.66456526,-1.40750633,0.03107098,-0.00653708,0.84678198,-0.21424910,1.55883762,-0.38574330,1.17494759,-0.16207886,0.28724953,-0.02060955,0.09307222,-0.02017199,1.77912852,-0.54618893
-5.83191596,5.43845969,-1.58872893,0.03072244,-0.00736254,0.81586935,-0.24181761,1.50267200,-0.43620250,1.13228656,-0.18290847,0.27740858,-0.02327964,0.08969339,-0.02275419,1.70411478,-0.61676324
-5.82591296,5.20413314,-1.78411378,0.03037926,-0.00824354,0.78397800,-0.27151097,1.44479263,-0.49034736,1.08783969,-0.20542551,0.26637178,-0.02655668,0.08617371,-0.02553351,1.62621916,-0.69287881
-5.81990995,4.96471614,-1.99287031,0.03004867,-0.00917530,0.75153912,-0.30320310,1.38599057,-0.54794748,1.04224343,-0.22954771,0.25434622,-0.03049002,0.08256364,-0.02849874,1.54646799,-0.77423904
-5.81390695,4.72323050,-2.21393587,0.02973682,-0.01015177,0.71896531,-0.33672577,1.32702466,-0.60869438,0.99611491,-0.25516281,0.24154757,-0.03513240,0.07891298,-0.03163499,1.46585632,-0.86044212
-5.80790395,4.48254171,-2.44598030,0.02944881,-0.01116570,0.68664493,-0.37186944,1.26861116,-0.67220313,0.95004189,-0.28212896,0.22819393,-0.04053904,0.07527016,-0.03492375,1.38533130,-0.95098252
-5.80190095,4.24531915,-2.68741850,0.02918881,-0.01220872,0.65493767,-0.40838530,1.21141539,-0.73801629,0.90457440,-0.31027600,0.21450010,-0.04676633,0.07168147,-0.03834312,1.30577805,-1.04525561
-5.79589795,4.01400444,-2.93643121,0.02896020,-0.01327150,0.62417117,-0.44598863,1.15604527,-0.80561039,0.86021809,-0.33940763,0.20067223,-0.05387015,0.06819051,-0.04186810,1.22800800,-1.14256539
-5.78989495,3.79078833,-3.19099315,0.02876571,-0.01434394,0.59463888,-0.48436336,1.10304672,-0.87440464,0.81742943,-0.36930431,0.18690324,-0.06190373,0.06483767,-0.04547098,1.15275024,-1.24213496
-5.78389195,3.57759599,-3.44890778,0.02860762,-0.01541535,0.56659882,-0.52316771,1.05290092,-0.94377171,0.77661267,-0.39972685,0.17336900,-0.07091515,0.06165965,-0.04912187,1.08064559,-1.34311966
-5.77788894,3.37608011,-3.70784737,0.02848794,-0.01647473,0.54027334,-0.56204055,1.00602312,-1.01305003,0.73811847,-0.43042057,0.16022543,-0.08094458,0.05868921,-0.05278917,1.01224360,-1.44462210
-5.77188594,3.18762114,-3.96539667,0.02840854,-0.01751103,0.51584956,-0.60060857,0.96276277,-1.08155737,0.70224392,-0.46111982,0.14760654,-0.09202109,0.05595487,-0.05644024,0.94800206,-1.54570868
-5.76588294,3.01333353,-4.21909867,0.02837132,-0.01851335,0.49348038,-0.63849358,0.92340479,-1.14860489,0.66923377,-0.49155264,0.13562333,-0.10415946,0.05348076,-0.06004191,0.88828894,-1.64542681
