energy_ev,total_up,Hf_p_up,Hf_d_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up
-6.00000000,4.36413692,0.91676341,1.55308982,0.63016529,0.00228748,2.95608537,0.00000000
-5.99399700,4.50940138,0.94645308,1.60531320,0.65002350,0.00234474,3.05941189,0.00000000
-5.98799400,4.63193156,0.97168102,1.64980600,0.66664424,0.00238904,3.14746353,0.00000000
-5.98199100,4.73014904,0.99222653,1.68604988,0.67986528,0.00241986,3.21902715,0.00000000
-5.97598799,4.80297352,1.00798077,1.71369306,0.68960684,0.00243697,3.27321071,0.00000000
-5.96998499,4.84985509,1.01895127,1.73255862,0.69587578,0.00244042,3.30946813,0.00000000
-5.96398199,4.87078795,1.02526227,1.74264639,0.69876665,0.00243055,3.32761207,0.00000000
-5.95797899,4.86630489,1.02715076,1.74412855,0.69845963,0.00240798,3.32781430,0.00000000
-5.95197599,4.83745279,1.02495837,1.73733894,0.69521504,0.00237357,3.31059357,0.00000000
-5.94597299,4.78575031,1.01911942,1.72275697,0.68936497,0.00232840,3.27679173,0.00000000
-5.93996998,4.71312975,1.01014558,1.70098670,0.68130191,0.00227372,3.22753953,0.00000000
-5.93396698,4.62186602,0.99860796,1.67273247,0.67146509,0.00221093,3.16421374,0.00000000
-5.92796398,4.51449605,0.98511723,1.63877202,0.66032494,0.00214153,3.08838795,0.00000000
-5.92196098,4.39373237,0.97030287,1.59992873,0.64836627,0.00206705,3.00177941,0.00000000
-5.91595798,4.26237513,0.95479233,1.55704411,0.63607093,0.00198903,2.90619460,0.00000000
-5.90995498,4.12322611,0.93919117,1.51095196,0.62390061,0.00190900,2.80347609,0.00000000
-5.90395198,3.97900891,0.92406491,1.46245522,0.61228049,0.00182837,2.69545296,0.00000000
-5.89794897,3.83229812,0.90992354,1.41230651,0.60158447,0.00174848,2.58389693,0.00000000
-5.89194597,3.68546053,0.89720931,1.36119296,0.59212246,0.00167054,2.47048579,0.00000000
-5.88594297,3.54061001,0.88628823,1.30972578,0.58413047,0.00159561,2.35677525,0.00000000
-5.87993997,3.39957736,0.87744561,1.25843462,0.57776361,0.00152462,2.24417975,0.00000000
