energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.78989495,1.17978755,-1.16352396,0.00913100,-0.00158339,0.01846510,-0.04610529,0.43322668,-0.86615368,0.17856672,-0.10072014,0.26958995,-0.39818152,0.30980169,-0.23407542,0.65695740,-0.72540547,0.00000000,-0.00000000
-5.78389195,1.18732071,-1.21192899,0.00935813,-0.00181331,0.01773272,-0.04621209,0.42421994,-0.89260899,0.18068209,-0.10617700,0.27145019,-0.41789028,0.31236509,-0.24570266,0.66178155,-0.75858871,0.00000000,-0.00000000
-5.77788894,1.19284038,-1.26007720,0.00956320,-0.00207420,0.01698039,-0.04614048,0.41607130,-0.91862669,0.18223278,-0.11188969,0.27346225,-0.43812785,0.31448546,-0.25733103,0.66572389,-0.79199618,0.00000000,-0.00000000
-5.77188594,1.19587683,-1.30767483,0.00974035,-0.00236724,0.01621636,-0.04589354,0.40877275,-0.94412517,0.18313805,-0.11781874,0.27549675,-0.45875623,0.31601642,-0.26893113,0.66851105,-0.82541895,0.00000000,-0.00000000
-5.76588294,1.19603567,-1.35448579,0.00988397,-0.00269334,0.01544878,-0.04547986,0.40232750,-0.96905965,0.18333538,-0.12392546,0.27744163,-0.47964196,0.31682667,-0.28048167,0.66991229,-0.85867548,0.00000000,-0.00000000
-5.75987994,1.19300503,-1.40032218,0.00998886,-0.00305304,0.01468545,-0.04491286,0.39674611,-0.99341062,0.18278179,-0.13017087,0.27920312,-0.50065265,0.31680256,-0.29196703,0.66974332,-0.89160603,0.00000000,-0.00000000
-5.75387694,1.18656090,-1.44503258,0.01005039,-0.00344647,0.01393363,-0.04420994,0.39204240,-1.01717115,0.18145458,-0.13651454,0.28070614,-0.52165341,0.31585053,-0.30337440,0.66786893,-0.92406589,0.00000000,-0.00000000
-5.74787394,1.17657011,-1.48848876,0.01006469,-0.00387324,0.01319995,-0.04339151,0.38822923,-1.04033395,0.17935137,-0.14291356,0.28189399,-0.54250332,0.31389921,-0.31469066,0.66420410,-0.95591795,0.00000000,-0.00000000
-5.74187094,1.16299076,-1.53057207,0.01002879,-0.00433233,0.01249030,-0.04247996,0.38531429,-1.06287900,0.17648957,-0.14932150,0.28272741,-0.56305241,0.31090098,-0.32589905,0.65871374,-0.98702516,0.00000000,-0.00000000
-5.73586793,1.14586981,-1.57116005,0.00994074,-0.00482208,0.01180981,-0.04149865,0.38329601,-1.08476254,0.17290517,-0.15568776,0.28318293,-0.58313930,0.30683297,-0.33697607,0.65141065,-1.01724353,0.00000000,-0.00000000
-5.72986493,1.12533792,-1.61011448,0.00979972,-0.00534010,0.01116286,-0.04047088,0.38215963,-1.10590801,0.16865093,-0.16195709,0.28325069,-0.60258989,0.30169732,-0.34788869,0.64235205,-1.04641608,0.00000000,-0.00000000
-5.72386193,1.10160152,-1.64727164,0.00960607,-0.00588326,0.01055313,-0.03941899,0.38187371,-1.12619963,0.16379413,-0.16806956,0.28293176,-0.62121711,0.29552062,-0.35859218,0.63163452,-1.07436837,0.00000000,-0.00000000
-5.71785893,1.07493245,-1.68243545,0.00936131,-0.00644767,0.00998366,-0.03836355,0.38238707,-1.14547886,0.15841385,-0.17396090,0.28223517,-0.63882205,0.28835259,-0.36902861,0.61938768,-1.10090585,0.00000000,-0.00000000
-5.71185593,1.04565571,-1.71537410,0.00906810,-0.00702872,0.00945699,-0.03732268,0.38362646,-1.16354424,0.15259805,-0.17956333,0.28117462,-0.65519640,0.28026391,-0.37912637,0.60576697,-1.12581355,0.00000000,-0.00000000
-5.70585293,1.01413568,-1.74582050,0.00873016,-0.00762113,0.00897528,-0.03631157,0.38549499,-1.18015430,0.14644045,-0.18480680,0.27976534,-0.67012626,0.27134337,-0.38880053,0.59094564,-1.14885805,0.00000000,-0.00000000
-5.69984992,0.98076168,-1.77347662,0.00835218,-0.00821902,0.00854044,-0.03534211,0.38787162,-1.19503376,0.14003752,-0.18962062,0.27802108,-0.68339710,0.26169453,-0.39795439,0.57510664,-1.16979188,0.00000000,-0.00000000
-5.69384692,0.94593350,-1.79802159,0.00793963,-0.00881606,0.00815437,-0.03442277,0.39061173,-1.20788242,0.13348558,-0.19393545,0.27595142,-0.69479980,0.25143183,-0.40648188,0.55843456,-1.18836009,0.00000000,-0.00000000
-5.68784392,0.91004764,-1.81912321,0.00749860,-0.00940558,0.00781913,-0.03355856,0.39354884,-1.21838637,0.12687818,-0.19768558,0.27355975,-0.70413745,0.24067661,-0.41427094,0.54110831,-1.20430891,0.00000000,-0.00000000
-5.68184092,0.87348488,-1.83645218,0.00703561,-0.00998076,0.00753715,-0.03275122,0.39649765,-1.22623101,0.12030399,-0.20081133,0.27084179,-0.71123258,0.22955301,-0.42120761,0.52329461,-1.21739576,0.00000000,-0.00000000
-5.67583792,0.83659993,-1.84969838,0.00655738,-0.01053484,0.00731149,-0.03199951,0.39925823,-1.23111496,0.11384510,-0.20326149,0.26778504,-0.71593452,0.21818411,-0.42718069,0.50514291,-1.22740042,0.00000000,-0.00000000
-5.66983492,0.79971338,-1.85858818,0.00607068,-0.01106129,0.00714607,-0.03129955,0.40162133,-1.23276432,0.10757590,-0.20499575,0.26436889,-0.71812639,0.20668837,-0.43208667,0.48678166,-1.23413648,0.00000000,-0.00000000
-5.66383192,0.76310640,-1.86290182,0.00558209,-0.01155401,0.00704596,-0.03064535,0.40337463,-1.23094647,0.10156258,-0.20598676,0.26056566,-0.71773152,0.19517661,-0.43583472,0.46831631,-1.23746258,0.00000000,-0.00000000
-5.65782891,0.72701825,-1.86248985,0.00509783,-0.01200760,0.00701758,-0.03002925,0.40430968,-1.22548265,0.09586305,-0.20622202,0.25634231,-0.71471877,0.18374959,-0.43835144,0.44982891,-1.23729280,0.00000000,-0.00000000
-5.65182591,0.69164641,-1.85728760,0.00462363,-0.01241747,0.00706898,-0.02944253,0.40422924,-1.21625882,0.09052755,-0.20570523,0.25166279,-0.70910656,0.17249624,-0.43958514,0.43137921,-1.23360537,0.00000000,-0.00000000
-5.64582291,0.65714927,-1.84732684,0.00416460,-0.01278003,0.00721007,-0.02887590,0.40295464,-1.20323413,0.08559952,-0.20445709,0.24649086,-0.70096528,0.16149262,-0.43950935,0.41300720,-1.22644950,0.00000000,-0.00000000
-5.63981991,0.62365081,-1.83274380,0.00372512,-0.01309284,0.00745277,-0.02832001,0.40033291,-1.18644673,0.08111685,-0.20251552,0.24079313,-0.69041796,0.15080156,-0.43812540,0.39473666,-1.21594949,0.00000000,-0.00000000
-5.63381691,0.59124682,-1.81378307,0.00330880,-0.01335468,0.00781116,-0.02776591,0.39624312,-1.16601662,0.07711333,-0.19993525,0.23454221,-0.67763908,0.14047296,-0.43546389,0.37657952,-1.20230607,0.00000000,-0.00000000
-5.62781391,0.56001216,-1.79079686,0.00291845,-0.01356560,0.00830154,-0.02720550,0.39060182,-1.14214546,0.07362014,-0.19678670,0.22771968,-0.66285151,0.13054452,-0.43158499,0.35854063,-1.18579467,0.00000000,-0.00000000
-5.62181091,0.53000828,-1.76423964,0.00255608,-0.01372691,0.00894242,-0.02663180,0.38336704,-1.11511338,0.07066730,-0.19315430,0.22031867,-0.64632163,0.12104300,-0.42657744,0.34062262,-1.16676054,0.00000000,-0.00000000
-5.61580790,0.50129055,-1.73465814,0.00222296,-0.01384111,0.00975434,-0.02603928,0.37454089,-1.08527301,0.06828487,-0.18913410,0.21234598,-0.62835292,0.11198574,-0.42055636,0.32283037,-1.14561087,0.00000000,-0.00000000
-5.60980490,0.47391483,-1.70267703,0.00191962,-0.01391178,0.01075966,-0.02542399,0.36417038,-1.05304093,0.06650392,-0.18483104,0.20382347,-0.60927806,0.10338231,-0.41365985,0.30517506,-1.12280415,0.00000000,-0.00000000
-5.60380190,0.44794279,-1.66898074,0.00164597,-0.01394344,0.01198217,-0.02478373,0.35234649,-1.01888707,0.06535703,-0.18035566,0.19478876,-0.58945004,0.09523630,-0.40604464,0.28767734,-1.09883712,0.00000000,-0.00000000
-5.59779890,0.42344577,-1.63429229,0.00140135,-0.01394133,0.01344655,-0.02411805,0.33920162,-0.98332241,0.06487838,-0.17582062,0.18529510,-0.56923240,0.08754695,-0.39788085,0.27036954,-1.07422977,0.00000000,-0.00000000
-5.59179590,0.40050686,-1.59934968,0.00118465,-0.01391115,0.01517772,-0.02342824,0.32490543,-0.94688543,0.06510337,-0.17133706,0.17541053,-0.54898921,0.08031073,-0.38934613,0.25329690,-1.04950909,0.00000000,-0.00000000
-5.58579290,0.37922124,-1.56488105,0.00099440,-0.01385884,0.01720001,-0.02271723,0.30965934,-0.91012804,0.06606766,-0.16701086,0.16521633,-0.52907489,0.07352268,-0.38061944,0.23651780,-1.02519198,0.00000000,-0.00000000
-5.57978989,0.35969483,-1.53157949,0.00082884,-0.01379029,0.01953629,-0.02198945,0.29369002,-0.87360115,0.06780581,-0.16293918,0.15480482,-0.50982446,0.06717752,-0.37187468,0.22010299,-1.00176820,0.00000000,-0.00000000
-5.57378689,0.34204146,-1.50007852,0.00068603,-0.01371106,0.02220690,-0.02125060,0.27724211,-0.83784064,0.07034953,-0.15920716,0.14427686,-0.49154445,0.06127055,-0.36327459,0.20413413,-0.97968399,0.00000000,-0.00000000
-5.56778389,0.32637894,-1.47092935,0.00056394,-0.01362614,0.02522855,-0.02050747,0.26057073,-0.80335402,0.07372556,-0.15588504,0.13373895,-0.47450483,0.05579829,-0.35496490,0.18870170,-0.95932689,0.00000000,-0.00000000
-5.56178089,0.31282423,-1.44458086,0.00046048,-0.01353969,0.02861325,-0.01976763,0.24393384,-0.77060810,0.07795335,-0.15302583,0.12330029,-0.45893209,0.05075892,-0.34706934,0.17390250,-0.94101261,0.00000000,-0.00000000
-5.55577789,0.30148838,-1.42136312,0.00037362,-0.01345489,0.03236716,-0.01903913,0.22758524,-0.74001814,0.08304275,-0.15066357,0.11306990,-0.44500394,0.04615263,-0.33968539,0.15983708,-0.92497423,0.00000000,-0.00000000
-5.54977489,0.29247145,-1.40147517,0.00030141,-0.01337377,0.03648957,-0.01833025,0.21176808,-0.71193859,0.08899165,-0.14881225,0.10315393,-0.43284545,0.04198180,-0.33288120,0.14660723,-0.91135442,0.00000000,-0.00000000
-5.54377189,0.28585800,-1.38497770,0.00024199,-0.01329715,0.04097201,-0.01764913,0.19670953,-0.68665557,0.09578394,-0.14746549,0.09365342,-0.42252699,0.03825113,-0.32669363,0.13431371,-0.90020079,0.00000000,-0.00000000
-5.53776888,0.28171349,-1.37179087,0.00019368,-0.01322458,0.04579756,-0.01700350,0.18261656,-0.66438140,0.10338781,-0.14659690,0.08466241,-0.41406385,0.03496784,-0.32112760,0.12305445,-0.89146476,0.00000000,-0.00000000
-5.53176588,0.28008176,-1.36169740,0.00015496,-0.01315439,0.05094039,-0.01640039,0.16967305,-0.64525097,0.11175458,-0.14616128,0.07626661,-0.40741747,0.03214179,-0.31615675,0.11292331,-0.88500387,0.00000000,-0.00000000
-5.52576288,0.28098411,-1.35435102,0.00012450,-0.01308381,0.05636558,-0.01584586,0.15803836,-0.62932026,0.12081810,-0.14609636,0.06854265,-0.40249838,0.02978577,-0.31172534,0.10400937,-0.88058752,0.00000000,-0.00000000
-5.51975988,0.28441970,-1.34928959,0.00010115,-0.01300910,0.06202939,-0.01534480,0.14784710,-0.61656663,0.13049500,-0.14632526,0.06155778,-0.39917039,0.02791577,-0.30775131,0.09639684,-0.87790589,0.00000000,-0.00000000
-5.51375688,0.29036772,-1.34595279,0.00008398,-0.01292578,0.06787979,-0.01490070,0.13921023,-0.60689114,0.14068561,-0.14675943,0.05537013,-0.39725617,0.02655132,-0.30413037,0.09016553,-0.87658161,0.00000000,-0.00000000
-5.50775388,0.29879081,-1.34370320,0.00007221,-0.01282884,0.07385747,-0.01451551,0.13221721,-0.60012256,0.15127578,-0.14730193,0.05002929,-0.39654373,0.02571592,-0.30074091,0.08539165,-0.87618387,0.00000000,-0.00000000
-5.50175088,0.30963981,-1.34185026,0.00006527,-0.01271302,0.07989720,-0.01418961,0.12693891,-0.59602296,0.16213948,-0.14785109,0.04557722,-0.39679372,0.02543741,-0.29744954,0.08214896,-0.87624415,0.00000000,-0.00000000
-5.49574787,0.32285940,-1.33967581,0.00006276,-0.01257311,0.08592960,-0.01392169,0.12343119,-0.59429484,0.17314213,-0.14830418,0.04204933,-0.39774722,0.02574828,-0.29411690,0.08050993,-0.87627313,0.00000000,-0.00000000
-5.48974487,0.33839428,-1.33646034,0.00006446,-0.01240419,0.09188316,-0.01370884,0.12173865,-0.59458945,0.18414458,-0.14856109,0.03947563,-0.39913371,0.02668593,-0.29060367,0.08054683,-0.87577798,0.00000000,-0.00000000
-5.48374187,0.35619537,-1.33150865,0.00007028,-0.01220192,0.09768662,-0.01354657,0.12189843,-0.59651617,0.19500757,-0.14852782,0.03788172,-0.40067911,0.02829264,-0.28677628,0.08233242,-0.87427930,0.00000000,-0.00000000
-5.47773887,0.37622567,-1.32417409,0.00008032,-0.01196277,0.10327144,-0.01342899,0.12394367,-0.59965276,0.20559657,-0.14811966,0.03728968,-0.40211342,0.03061542,-0.28251225,0.08594022,-0.87132722,0.00000000,-0.00000000
-5.47173587,0.39846517,-1.31388027,0.00009478,-0.01168419,0.10857438,-0.01334895,0.12790641,-0.60355618,0.21578658,-0.14726390,0.03771858,-0.40317798,0.03370541,-0.27770490,0.09144397,-0.86651582,0.00000000,-0.00000000
-5.46573287,0.42291445,-1.30013944,0.00011402,-0.01136475,0.11354003,-0.01329830,0.13381962,-0.60777372,0.22546702,-0.14590209,0.03918467,-0.40363197,0.03761704,-0.27226719,0.09891637,-0.85949553,0.00000000,-0.00000000
-5.45972986,0.44959648,-1.28256705,0.00013850,-0.01100428,0.11812322,-0.01326808,0.14171832,-0.61185432,0.23454611,-0.14399156,0.04170114,-0.40325814,0.04240673,-0.26613459,0.10842685,-0.84998303,0.00000000,-0.00000000
-5.45372686,0.47855641,-1.26089185,0.00016878,-0.01060383,0.12229113,-0.01324890,0.15163956,-0.61535961,0.24295480,-0.14150643,0.04527739,-0.40186748,0.04813113,-0.25926697,0.12003847,-0.83776841,0.00000000,-0.00000000
-5.44772386,0.50985911,-1.23496151,0.00020553,-0.01016567,0.12602508,-0.01323115,0.16362123,-0.61787462,0.25064993,-0.13843783,0.04991792,-0.39930301,0.05484507,-0.25164934,0.13380389,-0.82271939,0.00000000,-0.00000000
-5.44172086,0.54358442,-1.20474364,0.00024947,-0.00969322,0.12932183,-0.01320535,0.17769978,-0.61901772,0.25761649,-0.13479363,0.05562084,-0.39544238,0.06259897,-0.24329158,0.14976065,-0.80478270,0.00000000,-0.00000000
-5.43571786,0.57982028,-1.17032255,0.00030138,-0.00919089,0.13219437,-0.01316242,0.19390684,-0.61844966,0.26386889,-0.13059744,0.06237609,-0.39019946,0.07143603,-0.23422722,0.16792587,-0.78398264,0.00000000,-0.00000000
-5.42971486,0.61865395,-1.13189202,0.00036209,-0.00866394,0.13467217,-0.01309401,0.21226509,-0.61588141,0.26945111,-0.12588718,0.07016346,-0.38352485,0.08138918,-0.22451136,0.18829060,-0.76041712,0.00000000,-0.00000000
-5.42371186,0.66016186,-1.08974484,0.00043241,-0.00811827,0.13680087,-0.01299270,0.23278346,-0.61108062,0.27443587,-0.12071319,0.07895061,-0.37540549,0.09247788,-0.21421785,0.21081427,-0.73425152,0.00000000,-0.00000000
-5.41770885,0.70439864,-1.04425951,0.00051315,-0.00756020,0.13864133,-0.01285224,0.25545202,-0.60387648,0.27892275,-0.11513606,0.08869118,-0.36586322,0.10470493,-0.20343601,0.23541948,-0.70571068,0.00000000,-0.00000000
-5.41170585,0.75138602,-0.99588506,0.00060504,-0.00699623,0.14026827,-0.01266777,0.28023694,-0.59416284,0.28303539,-0.10922416,0.09932324,-0.35495271,0.11805352,-0.19226697,0.26198757,-0.67506966,0.00000000,-0.00000000
-5.40570285,0.80110250,-0.94512473,0.00070878,-0.00643286,0.14176845,-0.01243588,0.30707592,-0.58189958,0.28691807,-0.10305125,0.11076818,-0.34275855,0.13248464,-0.18081989,0.29035533,-0.64264346,0.00000000,-0.00000000
-5.39969985,0.85347443,-0.89251904,0.00082490,-0.00587635,0.14323841,-0.01215474,0.33587429,-0.56711203,0.29073168,-0.09669390,0.12293018,-0.32939183,0.14793496,-0.16920815,0.32031337,-0.60877642,0.00000000,-0.00000000
-5.39369685,0.90836958,-0.83862927,0.00095382,-0.00533256,0.14478211,-0.01182411,0.36650244,-0.54988866,0.29464943,-0.09022921,0.13569655,-0.31498627,0.16431554,-0.15754579,0.35160622,-0.57383157,0.00000000,-0.00000000
-5.38769385,0.96559368,-0.78402162,0.00109580,-0.00480677,0.14650835,-0.01144533,0.39879462,-0.53037699,0.29885253,-0.08373261,0.14893888,-0.29969402,0.18151130,-0.14594423,0.38393476,-0.53818037,0.00000000,-0.00000000
-5.38169085,1.02489062,-0.72925287,0.00125088,-0.00430360,0.14852820,-0.01102123,0.43254957,-0.50877788,0.30352594,-0.07727597,0.16251515,-0.28368128,0.19938163,-0.13450939,0.41696089,-0.50219313,0.00000000,-0.00000000
-5.37568784,1.08594676,-0.67485773,0.00141888,-0.00382689,0.15095251,-0.01055602,0.46753296,-0.48533852,0.30885460,-0.07092608,0.17627282,-0.26712381,0.21776201,-0.12333934,0.45031460,-0.46623047,0.00000000,-0.00000000
-5.36968484,1.14839943,-0.62133821,0.00159943,-0.00337966,0.15388964,-0.01005517,0.50348197,-0.46034434,0.31502001,-0.06474336,0.19005289,-0.25020255,0.23646683,-0.11252251,0.48360344,-0.43063593,0.00000000,-0.00000000
-5.36368184,1.21184948,-0.56915530,0.00179188,-0.00296411,0.15744331,-0.00952518,0.54011160,-0.43411008,0.32219751,-0.05878106,0.20369479,-0.23309941,0.25529335,-0.10213638,0.51642410,-0.39572987,0.00000000,-0.00000000
-5.35767884,1.27587762,-0.51872284,0.00199538,-0.00258163,0.16171089,-0.00897347,0.57712291,-0.40697048,0.33055409,-0.05308473,0.21704198,-0.21599327,0.27402676,-0.09224676,0.54837572,-0.36180480,0.00000000,-0.00000000
-5.35167584,1.34006370,-0.47040372,0.00220885,-0.00223285,0.16678179,-0.00840810,0.61421249,-0.37927091,0.34024685,-0.04769204,0.22994803,-0.19905649,0.29244615,-0.08290761,0.57907462,-0.32912206,0.00000000,-0.00000000
-5.34567284,1.40400816,-0.42450820,0.00243103,-0.00191769,0.17273623,-0.00783768,0.65108315,-0.35135824,0.35142190,-0.04263294,0.24228300,-0.18245172,0.31033131,-0.07416124,0.60816967,-0.29790993,0.00000000,-0.00000000
