energy_ev,total_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.69384692,8.12613472,0.00184626,2.64114650,4.78684779,4.49822019,0.05316282,0.57414455,0.25114006,0.25594938
-5.68784392,8.13524408,0.00167201,2.66221722,4.77247964,4.55124366,0.05209423,0.55471925,0.23911063,0.24760086
-5.68184092,8.10727948,0.00150884,2.66976863,4.73740349,4.58065558,0.05082948,0.53446552,0.22675727,0.23849924
-5.67583792,8.04316855,0.00135674,2.66377821,4.68299967,4.58606116,0.04939958,0.51384335,0.21431543,0.22878878
-5.66983492,7.94476771,0.00121574,2.64455904,4.61111755,4.56766886,0.04784181,0.49334029,0.20202600,0.21862799
-5.66383192,7.81481535,0.00108587,2.61275016,4.52403503,4.52628224,0.04619873,0.47346237,0.19013127,0.20818503
-5.65782891,7.65685948,0.00096712,2.56929670,4.42440515,4.46327332,0.04451712,0.45472545,0.17887150,0.19763319
-5.65182591,7.47516155,0.00085943,2.51542034,4.31519078,4.38053779,0.04284686,0.43764682,0.16848195,0.18714654
-5.64582291,7.27457931,0.00076269,2.45258106,4.19958942,4.28043382,0.04123966,0.42273741,0.15919037,0.17689588
-5.63981991,7.06043214,0.00067673,2.38243153,4.08094996,4.16570659,0.03974797,0.41049434,0.15121504,0.16704498
-5.63381691,6.83835313,0.00060132,2.30676568,3.96268424,4.03940111,0.03842375,0.40139406,0.14476310,0.15774731
-5.62781391,6.61413264,0.00053616,2.22746344,3.84817583,3.90476670,0.03731736,0.39588584,0.14002924,0.14914328
-5.62181091,6.39355836,0.00048092,2.14643356,3.74068911,3.76515663,0.03647651,0.39438561,0.13719455,0.14135791
-5.61580790,6.18225718,0.00043521,2.06555656,3.64328156,3.62392642,0.03594530,0.39727023,0.13642542,0.13449912
-5.60980490,5.98554377,0.00039863,1.98662995,3.55872217,3.48433475,0.03576334,0.40487188,0.13787244,0.12865651
-5.60380190,5.80828085,0.00037076,1.91131746,3.48941865,3.34945013,0.03596496,0.41747280,0.14166912,0.12390063
-5.59779890,5.65475538,0.00035120,1.84110426,3.43735585,3.22206678,0.03657858,0.43530026,0.14793054,0.12028276
-5.59179590,5.52857431,0.00033956,1.77725925,3.40404757,3.10463225,0.03762612,0.45852183,0.15675164,0.11783504
-5.58579290,5.43258282,0.00033550,1.72080588,3.39050311,2.99918898,0.03912255,0.48724096,0.16820542,0.11657105
-5.57978989,5.36880696,0.00033872,1.67250207,3.39720984,2.90733136,0.04107551,0.52149315,0.18234095,0.11648665
-5.57378689,5.33842192,0.00034901,1.63282957,3.42413205,2.83017911,0.04348508,0.56124262,0.19918126,0.11756103
-5.56778389,5.34174596,0.00036622,1.60199293,3.47072602,2.76836725,0.04634358,0.60637991,0.21872131,0.11975802
-5.56178089,5.37825943,0.00039029,1.57992753,3.53597062,2.72205209,0.04963554,0.65672038,0.24092614,0.12302737
-5.55577789,5.44664717,0.00042128,1.56631603,3.61841201,2.69093243,0.05333775,0.71200393,0.26572934,0.12730628
-5.54977489,5.54486223,0.00045934,1.56061240,3.71622064,2.67428424,0.05741939,0.77189612,0.29303203,0.13252075
-5.54377189,5.67020800,0.00050473,1.56207199,3.82725841,2.67100705,0.06184236,0.83599082,0.32270253,0.13858698
-5.53776888,5.81943540,0.00055783,1.56978667,3.94915323,2.67967962,0.06656170,0.90381457,0.35457681,0.14541279
-5.53176588,5.98885175,0.00061912,1.58272320,4.07937827,2.69862272,0.07152618,0.97483272,0.38845989,0.15289883
-5.52576288,6.17443729,0.00068919,1.59976357,4.21533297,2.72596624,0.07667908,1.04845730,0.42412816,0.16093981
-5.51975988,6.37196587,0.00076873,1.61974570,4.35442287,2.75971825,0.08195909,1.12405676,0.46133278,0.16942569
-5.51375688,6.57712595,0.00085851,1.64150318,4.49413554,2.79783362,0.08730147,1.20096721,0.49980397,0.17824278
-5.50775388,6.78563860,0.00095938,1.66390266,4.63211019,2.83828000,0.09263931,1.27850518,0.53925614,0.18727488
-5.50175088,6.99336925,0.00107224,1.68587797,4.76619864,2.87909914,0.09790506,1.35598143,0.57939379,0.19640446
-5.49574787,7.19643060,0.00119802,1.70645989,4.89451621,2.91846201,0.10303210,1.43271560,0.61991778,0.20551385
-5.48974487,7.39127418,0.00133770,1.72480102,5.01548107,2.95471642,0.10795648,1.50805116,0.66053196,0.21448664
-5.48374187,7.57476879,0.00149221,1.74019525,5.12784151,2.98642608,0.11261878,1.58137032,0.70094967,0.22320906
-5.47773887,7.74426442,0.00166249,1.75209147,5.23069091,3.01240056,0.11696586,1.65210833,0.74090001,0.23157160
-5.47173587,7.89764060,0.00184943,1.76010169,5.32347066,3.03171599,0.12095274,1.71976669,0.78013355,0.23947071
-5.46573287,8.03333875,0.00205384,1.76400349,5.40596178,3.04372630,0.12454417,1.78392484,0.81842720,0.24681062
-5.45972986,8.15037831,0.00227649,1.76373721,5.47826647,3.04806551,0.12771615,1.84424986,0.85558815,0.25350520
-5.45372686,8.24835700,0.00251804,1.75939835,5.54078072,3.04464153,0.13045715,1.90050386,0.89145668,0.25947986
-5.44772386,8.32743569,0.00277910,1.75122550,5.59415982,3.03362222,0.13276889,1.95254867,0.92590771,0.26467336
-5.44172086,8.38830875,0.00306020,1.73958473,5.63927830,3.01541460,0.13466686,2.00034770,0.95885123,0.26903947
-5.43571786,8.43216115,0.00336180,1.72495078,5.67718599,2.99063824,0.13618026,2.04396486,0.99023146,0.27254840
-5.42971486,8.46061343,0.00368436,1.70788594,5.70906189,2.96009386,0.13735152,2.08356039,1.02002497,0.27518786
-5.42371186,8.47565627,0.00402833,1.68901721,5.73616718,2.92472834,0.13823523,2.11938388,1.04823782,0.27696375
-5.41770885,8.47957623,0.00439422,1.66901249,5.75979887,2.88559718,0.13889661,2.15176450,1.07490191,0.27790030
-5.41170585,8.47487465,0.00478263,1.64855639,5.78124491,2.84382561,0.13940957,2.18109868,1.10007071,0.27803965
-5.40570285,8.46418166,0.00519433,1.62832632,5.80174194,2.80056941,0.13985420,2.20783572,1.12381455,0.27744089
-5.39969985,8.45016742,0.00563026,1.60896961,5.82243609,2.75697647,0.14031405,2.23246157,1.14621561,0.27617841
-5.39369685,8.43545283,0.00609166,1.59108190,5.84434748,2.71415019,0.14087314,2.25548129,1.16736280,0.27433976
-5.38769385,8.42252214,0.00658005,1.57518773,5.86833884,2.67311550,0.14161280,2.27740078,1.18734667,0.27202295
-5.38169085,8.41363973,0.00709731,1.56172350,5.89508844,2.63478842,0.14260863,2.29870821,1.20625437,0.26933331
-5.37568784,8.41077359,0.00764571,1.55102338,5.92506779,2.59994996,0.14392745,2.31985573,1.22416499,0.26638006
-5.36968484,8.41552787,0.00822788,1.54330859,5.95852429,2.56922492,0.14562464,2.34124219,1.24114508,0.26327266
-5.36368184,8.42908675,0.00884685,1.53868025,5.99546927,2.54306621,0.14774186,2.36319742,1.25724475,0.26011721
-5.35767884,8.45217194,0.00950600,1.53711610,6.03567167,2.52174511,0.15030524,2.38596855,1.27249419,0.25701287
-5.35167584,8.48501541,0.01020900,1.53847125,6.07865807,2.50534763,0.15332417,2.40970919,1.28690100,0.25404868
-5.34567284,8.52734912,0.01095974,1.54248302,6.12371916,2.49377721,0.15679080,2.43447184,1.30044825,0.25130078
-5.33966983,8.57841251,0.01176223,1.54877971,6.16992329,2.48676362,0.16068018,2.46020401,1.31309347,0.24883019
-5.33366683,8.63697828,0.01262045,1.55689316,6.21613726,2.48387775,0.16495113,2.48674837,1.32476878,0.24668126
-5.32766383,8.70139618,0.01353823,1.56627483,6.26105439,2.48455189,0.16954772,2.51384724,1.33538221,0.24488089
-5.32166083,8.76965363,0.01451905,1.57631473,6.30322974,2.48810483,0.17440139,2.54115129,1.34482029,0.24343850
-5.31565783,8.83945153,0.01556584,1.58636282,6.34112184,2.49377072,0.17943355,2.56823236,1.35295197,0.24234675
-5.30965483,8.90829248,0.01668084,1.59575195,6.37314012,2.50073098,0.18455858,2.59459999,1.35963384,0.24158294
-5.30365183,8.97357819,0.01786534,1.60382170,6.39769656,2.50814764,0.18968699,2.61972111,1.36471645,0.24111110
-5.29764882,9.03271206,0.01911950,1.60994199,6.41326004,2.51519716,0.19472882,2.64304196,1.36805161,0.24088448
-5.29164582,9.08320250,0.02044216,1.61353587,6.41841114,2.52110306,0.19959682,2.66401138,1.36950033,0.24084842
-5.28564282,9.12276252,0.02183066,1.61410016,6.41189533,2.52516624,0.20420953,2.68210434,1.36894093,0.24094343
-5.27963982,9.14940074,0.02328072,1.61122350,6.39267188,2.52679145,0.20849400,2.69684445,1.36627703,0.24110823
-5.27363682,9.16149957,0.02478625,1.60460073,6.35995638,2.52550889,0.21238800,2.70782432,1.36144469,0.24128267
-5.26763382,9.15787663,0.02633935,1.59404317,6.31325438,2.52099002,0.21584174,2.71472265,1.35441846,0.24141034
-5.26163082,9.13782646,0.02793023,1.57948435,6.25238449,2.51305665,0.21881901,2.71731705,1.34521570,0.24144079
-5.25562781,9.10114025,0.02954722,1.56098082,6.17748935,2.50168321,0.22129760,2.71549183,1.33389881,0.24133116
-5.24962481,9.04810267,0.03117689,1.53870832,6.08903383,2.48699191,0.22326918,2.70924035,1.32057523,0.24104731
-5.24362181,8.97946615,0.03280411,1.51295323,5.98779013,2.46924126,0.22473860,2.69866164,1.30539478,0.24056430
-5.23761881,8.89640392,0.03441229,1.48409995,5.87481045,2.44880840,0.22572261,2.68395165,1.28854478,0.23986631
-5.23161581,8.80044459,0.03598361,1.45261473,5.75138845,2.42616636,0.22624824,2.66538950,1.27024269,0.23894603
-5.22561281,8.69339183,0.03749932,1.41902677,5.61901137,2.40185735,0.22635079,2.64331968,1.25072706,0.23780356
-5.21960980,8.57723348,0.03894009,1.38390742,5.47930508,2.37646346,0.22607169,2.61813121,1.23024691,0.23644502
-5.21360680,8.45404531,0.04028640,1.34784856,5.33397495,2.35057635,0.22545621,2.59023519,1.20905042,0.23488090
-5.20760380,8.32589423,0.04151898,1.31144088,5.18474534,2.32476733,0.22455122,2.56004195,1.18737361,0.23312431
-5.20160080,8.19474631,0.04261923,1.27525324,5.03330066,2.29955946,0.22340314,2.52793942,1.16542948,0.23118925
-5.19559780,8.06238406,0.04356971,1.23981372,4.88123077,2.27540284,0.22205607,2.49427387,1.14339863,0.22908900
-5.18959480,7.93033707,0.04435455,1.20559314,4.72998313,2.25265433,0.22055018,2.45933428,1.12142176,0.22683480
-5.18359180,7.79982906,0.04495988,1.17299161,4.58082360,2.23156247,0.21892054,2.42334119,1.09959455,0.22443477
-5.17758879,7.67174339,0.04537422,1.14232841,4.43480735,2.21225826,0.21719624,2.38644062,1.07796532,0.22189324
-5.17158579,7.54660795,0.04558882,1.11383552,4.29276066,2.19475182,0.21539993,2.34870332,1.05653563,0.21921044
-5.16558279,7.42459918,0.04559792,1.08765470,4.15527367,2.17893513,0.21354771,2.31012918,1.03526357,0.21638256
-5.15957979,7.30556411,0.04539891,1.06383800,4.02270381,2.16459019,0.21164934,2.27065643,1.01406984,0.21340223
-5.15357679,7.18905796,0.04499249,1.04235160,3.89518884,2.15140210,0.20970875,2.23017477,0.99284585,0.21025919
-5.14757379,7.07439466,0.04438266,1.02308239,3.77266833,2.13897622,0.20772479,2.18854151,0.97146354,0.20694135
-5.14157079,6.96070663,0.04357662,1.00584693,3.65491180,2.12685832,0.20569209,2.14559954,0.94978623,0.20343585
-5.13556778,6.84701019,0.04258467,0.99040233,3.54155182,2.11455667,0.20360208,2.10119592,0.92767973,0.19973038
-5.12956478,6.73227290,0.04141989,0.97645846,3.43212022,2.10156501,0.20144402,2.05519977,0.90502311,0.19581434
-5.12356178,6.61547921,0.04009788,0.96369100,3.32608565,2.08738537,0.19920595,2.00751859,0.88171852,0.19168001
-5.11755878,6.49569135,0.03863633,0.95175472,3.22289082,2.07154962,0.19687569,1.95811172,0.85769942,0.18732359
-5.11155578,6.37210286,0.03705464,0.94029676,3.12198815,2.05363913,0.19444156,1.90700062,0.83293690,0.18274598
-5.10555278,6.24408290,0.03537338,0.92896924,3.02287256,2.03330183,0.19189308,1.85427518,0.80744386,0.17795337
-5.09954977,6.11121001,0.03361386,0.91744101,2.92511065,2.01026611,0.18922143,1.80009616,0.78127689,0.17295754
-5.09354677,5.97329511,0.03179762,0.90540823,2.82836572,1.98435151,0.18641973,1.74469379,0.75453591,0.16777594
-5.08754377,5.83039365,0.02994596,0.89260351,2.73241825,1.95547583,0.18348318,1.68836290,0.72736188,0.16243143
-5.08154077,5.68280793,0.02807950,0.87880352,2.63718186,1.92365905,0.18040906,1.63145528,0.69993283,0.15695192
-5.07553777,5.53108072,0.02621780,0.86383499,2.54271466,1.88902398,0.17719655,1.57436984,0.67245859,0.15136969
-5.06953477,5.37598168,0.02437896,0.84757897,2.44922641,1.85179420,0.17384655,1.51754166,0.64517476,0.14572064
-5.06353177,5.21848842,0.02257942,0.82997351,2.35708158,1.81228941,0.17036132,1.46143047,0.61833637,0.14004345
-5.05752876,5.05976378,0.02083365,0.81101469,2.26679867,1.77091892,0.16674429,1.40650961,0.59221159,0.13437865
-5.05152576,4.90113100,0.01915409,0.79075620,2.17904606,1.72817328,0.16299969,1.35325598,0.56707595,0.12876774
-5.04552276,4.74404800,0.01755102,0.76930752,2.09463468,1.68461474,0.15913241,1.30214160,0.54320724,0.12325237
-5.03951976,4.59008194,0.01603257,0.74683088,2.01450765,1.64086676,0.15514785,1.25362696,0.52088142,0.11787351
-5.03351676,4.44088457,0.01460476,0.72353718,1.93972695,1.59760267,0.15105188,1.20815642,0.50036938,0.11267089
-5.02751376,4.29816868,0.01327162,0.69968093,1.87145736,1.55553387,0.14685086,1.16615546,0.48193476,0.10768240
-5.02151076,4.16368572,0.01203529,0.67555452,1.81094763,1.51539761,0.14255184,1.12802955,0.46583246,0.10294372
-5.01550775,4.03920401,0.01089627,0.65148182,1.75950878,1.47794440,0.13816269,1.09416424,0.45230775,0.09848802
-5.00950475,3.92648731,0.00985356,0.62781135,1.71848983,1.44392514,0.13369241,1.06492589,0.44159570,0.09434577
-5.00350175,3.82727288,0.00890492,0.60490913,1.68925085,1.41407803,0.12915132,1.04066261,0.43392061,0.09054464
-4.99749875,3.74324866,0.00804706,0.58315133,1.67313348,1.38911536,0.12455127,1.02170462,0.42949517,0.08710942
-4.99149575,3.67602896,0.00727589,0.56291681,1.67142929,1.36971020,0.11990585,1.00836391,0.42851915,0.08406197
-4.98549275,3.62712847,0.00658669,0.54457970,1.68534632,1.35648330,0.11523041,1.00093246,0.43117738,0.08142123
-4.97948974,3.59793467,0.00597432,0.52850211,1.71597429,1.34999041,0.11054202,0.99967903,0.43763698,0.07920310
-4.97348674,3.58967886,0.00543338,0.51502702,1.76424925,1.35071018,0.10585931,1.00484429,0.44804369,0.07742042
-4.96748374,3.60340659,0.00495835,0.50447159,1.83091842,1.35903330,0.10120221,1.01663453,0.46251760,0.07608276
-4.96148074,3.63994839,0.00454372,0.49712080,1.91650640,1.37525295,0.09659150,1.03521398,0.48114810,0.07519636
-4.95547774,3.69989189,0.00418405,0.49322177,2.02128363,1.39955734,0.09204840,1.06069637,0.50398860,0.07476384
-4.94947474,3.78355687,0.00387407,0.49297866,2.14523857,1.43202430,0.08759400,1.09313604,0.53105104,0.07478409
-4.94347174,3.89097435,0.00360872,0.49654842,2.28805464,1.47261876,0.08324867,1.13251914,0.56230068,0.07525204
-4.93746873,4.02187119,0.00338320,0.50403741,2.44909332,1.52119290,0.07903158,1.17875562,0.59765130,0.07615852
-4.93146573,4.17566138,0.00319295,0.51549909,2.62738447,1.57748946,0.07496016,1.23167246,0.63696133,0.07749016
-4.92546273,4.35144469,0.00303371,0.53093273,2.82162493,1.64114796,0.07104976,1.29100859,0.68003106,0.07922936
-4.91945973,4.54801348,0.00290150,0.55028331,3.03018617,1.71171386,0.06731328,1.35641202,0.72660112,0.08135437
-4.91345673,4.76386764,0.00279266,0.57344263,3.25113160,1.78865018,0.06376109,1.42743933,0.77635260,0.08383940
-4.90745373,4.99723747,0.00270381,0.60025151,3.48224351,1.87135120,0.06040100,1.50355780,0.82890869,0.08665491
-4.90145073,5.24611383,0.00263188,0.63050320,3.72105971,1.95915763,0.05723838,1.58415004,0.88383799,0.08976797
-4.89544772,5.50828452,0.00257412,0.66394776,3.96491897,2.05137262,0.05427641,1.66852117,0.94065948,0.09314262
-4.88944472,5.78137552,0.00252814,0.70029731,4.21101445,2.14727775,0.05151645,1.75590821,0.99884893,0.09674044
-4.88344172,6.06289557,0.00249186,0.73923204,4.45645347,2.24614841,0.04895846,1.84549144,1.05784664,0.10052105
-4.87743872,6.35028230,0.00246356,0.78040664,4.69832192,2.34726779,0.04660145,1.93640730,1.11706636,0.10444266
-4.87143572,6.64094822,0.00244190,0.82345708,4.93375109,2.44993885,0.04444398,2.02776240,1.17590498,0.10846271
-4.86543272,6.93232475,0.00242587,0.86800731,5.15998451,2.55349378,0.04248453,2.11864822,1.23375288,0.11253834
-4.85942971,7.22190290,0.00241486,0.91367574,5.37444233,2.65730062,0.04072190,2.20815600,1.29000445,0.11662697
-4.85342671,7.50726898,0.00240856,0.96008121,5.57478069,2.76076681,0.03915544,2.29539137,1.34406872,0.12068675
-4.84742371,7.78613448,0.00240702,1.00684826,5.75894356,2.86333963,0.03778518,2.37948840,1.39537953,0.12467699
-4.84142071,8.05635921,0.00241055,1.05361148,5.92520497,2.96450373,0.03661182,2.45962257,1.44340527,0.12855850
-4.83541771,8.31596723,0.00241969,1.10001880,6.07219967,3.06377602,0.03563658,2.53502249,1.48765755,0.13229386
-4.82941471,8.56315550,0.00243519,1.14573367,6.19894105,3.16069837,0.03486091,2.60497991,1.52769903,0.13584772
-4.82341171,8.79629552,0.00245788,1.19043607,6.30482533,3.25482861,0.03428610,2.66885806,1.56314975,0.13918692
-4.81740870,9.01392839,0.00248864,1.23382247,6.38962200,3.34573064,0.03391276,2.72609792,1.59369216,0.14228061
-4.81140570,9.21475425,0.00252833,1.27560474,6.45345115,3.43296412,0.03374028,2.77622254,1.61907452,0.14510038
-4.80540270,9.39761724,0.00257765,1.31550837,6.49674867,3.51607458,0.03376618,2.81883930,1.63911276,0.14762029
-4.79939970,9.56148719,0.00263713,1.35327006,6.52022144,3.59458473,0.03398558,2.85364012,1.65369069,0.14981694
-4.79339670,9.70543977,0.00270705,1.38863511,6.52479473,3.66798743,0.03439061,2.88039995,1.66275861,0.15166943
-4.78739370,9.82863658,0.00278732,1.42135487,6.51155470,3.73574119,0.03496995,2.89897352,1.66633054,0.15315944
-4.78139070,9.93030698,0.00287754,1.45118460,6.48168915,3.79726858,0.03570853,2.90929078,1.66448014,0.15427125
-4.77538769,10.00973337,0.00297687,1.47788206,6.43642960,3.85195808,0.03658730,2.91135131,1.65733552,0.15499173
-4.76938469,10.06624141,0.00308408,1.50120718,6.37699798,3.89916969,0.03758327,2.90521817,1.64507333,0.15531045
-4.76338169,10.09919660,0.00319757,1.52092296,6.30456059,3.93824449,0.03866963,2.89101153,1.62791234,0.15521969
-4.75737869,10.10800832,0.00331534,1.53679790,6.22019181,3.96851809,0.03981622,2.86890254,1.60610674,0.15471460
-4.75137569,10.09214201,0.00343514,1.54860998,6.12484935,3.98933805,0.04099004,2.83910796,1.57993973,0.15379332
-4.74537269,10.05113968,0.00355445,1.55615210,6.01936201,4.00008461,0.04215602,2.80188573,1.54971743,0.15245713
-4.73936968,9.98464840,0.00367064,1.55923912,5.90443024,4.00019446,0.04327796,2.75753189,1.51576349,0.15071063
-4.73336668,9.89245606,0.00378105,1.55771588,5.78063906,3.98918668,0.04431949,2.70637900,1.47841464,0.14856202
-4.72736368,9.77453272,0.00388311,1.55146624,5.64848179,3.96668991,0.04524522,2.64879608,1.43801719,0.14602330
-4.72136068,9.63107570,0.00397443,1.54042244,5.50839286,3.93246973,0.04602184,2.58518994,1.39492460,0.14311049
-4.71535768,9.46255585,0.00405298,1.52457440,5.36078691,3.88645491,0.04661922,2.51600770,1.34949611,0.13984389
-4.70935468,9.26976228,0.00411717,1.50397838,5.20610138,3.82876135,0.04701141,2.44174014,1.30209619,0.13624827
-4.70335168,9.05384246,0.00416592,1.47876445,5.04483932,3.75971230,0.04717755,2.36292527,1.25309471,0.13235295
-4.69734867,8.81633452,0.00419883,1.44914224,4.87760942,3.67985353,0.04710257,2.28015171,1.20286751,0.12819191
-4.69134567,8.55918912,0.00421617,1.41540437,4.70516022,3.58996236,0.04677772,2.19406108,1.15179711,0.12380364
-4.68534267,8.28477799,0.00421895,1.37792738,4.52840604,3.49104959,0.04620082,2.10534900,1.10027315,0.11923104
-4.67933967,7.99588733,0.00420896,1.33716962,4.34844259,3.38435341,0.04537631,2.01476402,1.04869238,0.11452099
-4.67333667,7.69569460,0.00418870,1.29366611,4.16655101,3.27132511,0.04431505,1.92310397,0.99745780,0.10972387
-4.66733367,7.38772814,0.00416141,1.24802029,3.98418964,3.15360631,0.04303382,1.83120966,0.94697681,0.10489294
-4.66133067,7.07580988,0.00413095,1.20089284,3.80297379,3.03299810,0.04155469,1.73995551,0.89765816,0.10008342
-4.65532766,6.76398229,0.00410171,1.15298785,3.62464424,2.91142277,0.03990419,1.65023730,0.84990776,0.09535161
-4.64932466,6.45642168,0.00407850,1.10503680,3.45102608,2.79087916,0.03811225,1.56295730,0.80412322,0.09075374
-4.64332166,6.15734038,0.00406640,1.05778081,3.28397977,2.67339283,0.03621122,1.47900704,0.76068744,0.08634481
