energy_ev,total_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.24962481,0.73923212,0.00319307,0.15668881,0.31948364,0.29467235,0.25568343,0.00000000
-5.24362181,0.72691632,0.00283755,0.15206443,0.29927717,0.29577258,0.24980218,0.00000000
-5.23761881,0.71978841,0.00250893,0.14787572,0.28192050,0.29897245,0.24614315,0.00000000
-5.23161581,0.71775893,0.00220848,0.14410894,0.26744032,0.30422805,0.24466319,0.00000000
-5.22561281,0.72063397,0.00193672,0.14073954,0.25580880,0.31145731,0.24527085,0.00000000
-5.21960980,0.72812377,0.00169353,0.13773347,0.24694859,0.32054245,0.24783069,0.00000000
-5.21360680,0.73985343,0.00147825,0.13504874,0.24073862,0.33133321,0.25216868,0.00000000
-5.20760380,0.75537574,0.00128977,0.13263711,0.23702038,0.34365107,0.25807837,0.00000000
-5.20160080,0.77418580,0.00112663,0.13044588,0.23560461,0.35729450,0.26532792,0.00000000
-5.19559780,0.79573748,0.00098714,0.12841984,0.23627832,0.37204514,0.27366756,0.00000000
-5.18959480,0.81946108,0.00086948,0.12650325,0.23881183,0.38767486,0.28283756,0.00000000
-5.18359180,0.84478228,0.00077176,0.12464183,0.24296594,0.40395372,0.29257641,0.00000000
-5.17758879,0.87114158,0.00069213,0.12278472,0.24849904,0.42065847,0.30262900,0.00000000
-5.17158579,0.89801402,0.00062882,0.12088642,0.25517404,0.43758154,0.31275463,0.00000000
-5.16558279,0.92492844,0.00058021,0.11890842,0.26276499,0.45454006,0.32273464,0.00000000
-5.15957979,0.95148562,0.00054485,0.11682083,0.27106346,0.47138478,0.33237937,0.00000000
-5.15357679,0.97737475,0.00052152,0.11460352,0.27988420,0.48800824,0.34153428,0.00000000
-5.14757379,1.00238733,0.00050918,0.11224710,0.28907026,0.50435197,0.35008498,0.00000000
-5.14157079,1.02642790,0.00050706,0.10975341,0.29849713,0.52041224,0.35796099,0.00000000
-5.13556778,1.04952088,0.00051455,0.10713565,0.30807592,0.53624387,0.36513797,0.00000000
-5.12956478,1.07181305,0.00053126,0.10441805,0.31775525,0.55196187,0.37163846,0.00000000
-5.12356178,1.09357111,0.00055694,0.10163514,0.32752185,0.56774047,0.37753077,0.00000000
-5.11755878,1.11517411,0.00059149,0.09883054,0.33739957,0.58380942,0.38292627,0.00000000
-5.11155578,1.13710073,0.00063488,0.09605543,0.34744693,0.60044738,0.38797495,0.00000000
-5.10555278,1.15991155,0.00068714,0.09336667,0.35775302,0.61797251,0.39285933,0.00000000
-5.09954977,1.18422659,0.00074830,0.09082465,0.36843194,0.63673038,0.39778699,0.00000000
-5.09354677,1.21069902,0.00081835,0.08849098,0.37961577,0.65707947,0.40298195,0.00000000
-5.08754377,1.23998561,0.00089721,0.08642605,0.39144648,0.67937482,0.40867505,0.00000000
-5.08154077,1.27271519,0.00098467,0.08468658,0.40406685,0.70395035,0.41509390,0.00000000
-5.07553777,1.30945629,0.00108041,0.08332335,0.41761086,0.73110054,0.42245258,0.00000000
-5.06953477,1.35068530,0.00118390,0.08237893,0.43219395,0.76106231,0.43094165,0.00000000
-5.06353177,1.39675647,0.00129448,0.08188584,0.44790358,0.79399784,0.44071875,0.00000000
-5.05752876,1.44787536,0.00141126,0.08186487,0.46479045,0.82997926,0.45190032,0.00000000
-5.05152576,1.50407672,0.00153320,0.08232394,0.48286097,0.86897596,0.46455470,0.00000000
-5.04552276,1.56520828,0.00165908,0.08325719,0.50207128,0.91084523,0.47869688,0.00000000
-5.03951976,1.63092115,0.00178753,0.08464471,0.52232314,0.95532690,0.49428535,0.00000000
-5.03351676,1.70066763,0.00191710,0.08645262,0.54346208,1.00204235,0.51122089,0.00000000
-5.02751376,1.77370678,0.00204622,0.08863363,0.56527788,1.05049824,0.52934766,0.00000000
-5.02151076,1.84911765,0.00217334,0.09112812,0.58750749,1.10009487,0.54845638,0.00000000
-5.01550775,1.92582004,0.00229689,0.09386551,0.60984030,1.15013921,0.56828953,0.00000000
-5.00950475,2.00260193,0.00241539,0.09676617,0.63192565,1.19986196,0.58854834,0.00000000
-5.00350175,2.07815265,0.00252747,0.09974350,0.65338234,1.24843835,0.60890130,0.00000000
-4.99749875,2.15110057,0.00263190,0.10270637,0.67380961,1.29501155,0.62899382,0.00000000
-4.99149575,2.22005372,0.00272764,0.10556167,0.69279934,1.33871815,0.64845857,0.00000000
-4.98549275,2.28364179,0.00281388,0.10821697,0.70994889,1.37871444,0.66692625,0.00000000
-4.97948974,2.34055783,0.00289002,0.11058321,0.72487398,1.41420249,0.68403610,0.00000000
-4.97348674,2.38959794,0.00295569,0.11257727,0.73722120,1.44445505,0.69944594,0.00000000
-4.96748374,2.42969744,0.00301078,0.11412434,0.74667958,1.46883823,0.71284135,0.00000000
-4.96148074,2.45996216,0.00305535,0.11516010,0.75299069,1.48683104,0.72394360,0.00000000
-4.95547774,2.47969364,0.00308970,0.11563252,0.75595701,1.49804104,0.73251610,0.00000000
-4.94947474,2.48840761,0.00311424,0.11550323,0.75544820,1.50221571,0.73836928,0.00000000
-4.94347174,2.48584500,0.00312954,0.11474850,0.75140498,1.49924889,0.74136388,0.00000000
-4.93746873,2.47197551,0.00313624,0.11335974,0.74384072,1.48918254,0.74141238,0.00000000
-4.93146573,2.44699386,0.00313502,0.11134345,0.73284052,1.47220349,0.73847908,0.00000000
-4.92546273,2.41130917,0.00312658,0.10872079,0.71855807,1.44863588,0.73257858,0.00000000
-4.91945973,2.36552824,0.00311161,0.10552658,0.70121041,1.41892938,0.72377316,0.00000000
-4.91345673,2.31043368,0.00309075,0.10180801,0.68107086,1.38364408,0.71216908,0.00000000
-4.90745373,2.24695795,0.00306459,0.09762293,0.65846056,1.34343261,0.69791218,0.00000000
-4.90145073,2.17615461,0.00303367,0.09303793,0.63373882,1.29902036,0.68118298,0.00000000
-4.89544772,2.09916779,0.00299845,0.08812616,0.60729288,1.25118449,0.66219149,0.00000000
-4.88944472,2.01720120,0.00295938,0.08296511,0.57952734,1.20073268,0.64117191,0.00000000
-4.88344172,1.93148772,0.00291684,0.07763441,0.55085369,1.14848221,0.61837750,0.00000000
-4.87743872,1.84326034,0.00287124,0.07221359,0.52168032,1.09524014,0.59407553,0.00000000
-4.87143572,1.75372548,0.00282299,0.06678011,0.49240319,1.04178505,0.56854258,0.00000000
-4.86543272,1.66403900,0.00277253,0.06140752,0.46339759,0.98885089,0.54206012,0.00000000
-4.85942971,1.57528554,0.00272039,0.05616389,0.43501093,0.93711311,0.51491039,0.00000000
-4.85342671,1.48846121,0.00266715,0.05111059,0.40755697,0.88717747,0.48737263,0.00000000
-4.84742371,1.40445986,0.00261348,0.04630128,0.38131119,0.83957137,0.45971945,0.00000000
-4.84142071,1.32406279,0.00256013,0.04178130,0.35650767,0.79473789,0.43221358,0.00000000
-4.83541771,1.24793176,0.00250793,0.03758727,0.33333717,0.75303232,0.40510463,0.00000000
-4.82941471,1.17660501,0.00245777,0.03374708,0.31194634,0.71472099,0.37862623,0.00000000
-4.82341171,1.11049604,0.00241058,0.03028000,0.29243816,0.67998227,0.35299311,0.00000000
-4.81740870,1.04989482,0.00236728,0.02719706,0.27487318,0.64890936,0.32839859,0.00000000
-4.81140570,0.99497107,0.00232876,0.02450160,0.25927160,0.62151466,0.30501211,0.00000000
-4.80540270,0.94577939,0.00229584,0.02218989,0.24561599,0.59773546,0.28297715,0.00000000
-4.79939970,0.90226585,0.00226920,0.02025187,0.23385451,0.57744062,0.26240948,0.00000000
-4.79339670,0.86427589,0.00224939,0.01867191,0.22390444,0.56043801,0.24339578,0.00000000
-4.78739370,0.83156330,0.00223674,0.01742962,0.21565603,0.54648252,0.22599287,0.00000000
-4.78139070,0.80380006,0.00223136,0.01650060,0.20897645,0.53528441,0.21022735,0.00000000
-4.77538769,0.78058699,0.00223313,0.01585719,0.20371384,0.52651789,0.19609604,0.00000000
-4.76938469,0.76146499,0.00224164,0.01546923,0.19970137,0.51982971,0.18356693,0.00000000
-4.76338169,0.74592687,0.00225624,0.01530469,0.19676127,0.51484772,0.17258091,0.00000000
-4.75737869,0.73342955,0.00227600,0.01533036,0.19470879,0.51118932,0.16305412,0.00000000
-4.75137569,0.72340666,0.00229977,0.01551243,0.19335609,0.50846971,0.15488090,0.00000000
-4.74537269,0.71528123,0.00232619,0.01581707,0.19251604,0.50630981,0.14793736,0.00000000
-4.73936968,0.70847857,0.00235374,0.01621098,0.19200583,0.50434392,0.14208538,0.00000000
-4.73336668,0.70243888,0.00238078,0.01666195,0.19165055,0.50222693,0.13717690,0.00000000
-4.72736368,0.69662963,0.00240562,0.01713929,0.19128641,0.49964111,0.13305858,0.00000000
-4.72136068,0.69055736,0.00242654,0.01761437,0.19076396,0.49630236,0.12957638,0.00000000
-4.71535768,0.68377871,0.00244189,0.01806103,0.18995081,0.49196569,0.12658020,0.00000000
-4.70935468,0.67591031,0.00245016,0.01845599,0.18873424,0.48643017,0.12392825,0.00000000
-4.70335168,0.66663748,0.00244997,0.01877920,0.18702324,0.47954282,0.12149110,0.00000000
-4.69734867,0.65572132,0.00244018,0.01901411,0.18475027,0.47120171,0.11915529,0.00000000
-4.69134567,0.64300396,0.00241990,0.01914794,0.18187239,0.46135793,0.11682631,0.00000000
-4.68534267,0.62841203,0.00238855,0.01917177,0.17837198,0.45001648,0.11443099,0.00000000
-4.67933967,0.61195786,0.00234583,0.01908063,0.17425671,0.43723592,0.11191919,0.00000000
-4.67333667,0.59373868,0.00229179,0.01887342,0.16955908,0.42312694,0.10926474,0.00000000
-4.66733367,0.57393367,0.00222676,0.01855282,0.16433522,0.40784964,0.10646562,0.00000000
-4.66133067,0.55279894,0.00215140,0.01812503,0.15866316,0.39160973,0.10354347,0.00000000
-4.65532766,0.53066059,0.00206662,0.01759948,0.15264053,0.37465365,0.10054244,0.00000000
-4.64932466,0.50790617,0.00197358,0.01698844,0.14638179,0.35726283,0.09752739,0.00000000
-4.64332166,0.48497464,0.00187363,0.01630659,0.14001494,0.33974714,0.09458160,0.00000000
-4.63731866,0.46234528,0.00176828,0.01557055,0.13367806,0.32243777,0.09180405,0.00000000
-4.63131566,0.44052582,0.00165911,0.01479836,0.12751542,0.30567979,0.08930639,0.00000000
-4.62531266,0.42004009,0.00154778,0.01400899,0.12167363,0.28982443,0.08720962,0.00000000
-4.61930965,0.40141569,0.00143592,0.01322184,0.11629767,0.27522146,0.08564070,0.00000000
-4.61330665,0.38517181,0.00132513,0.01245631,0.11152699,0.26221176,0.08472908,0.00000000
-4.60730365,0.37180759,0.00121690,0.01173134,0.10749189,0.25112028,0.08460331,0.00000000
-4.60130065,0.36179134,0.00111262,0.01106508,0.10431013,0.24224950,0.08538778,0.00000000
-4.59529765,0.35555074,0.00101351,0.01047461,0.10208386,0.23587361,0.08719964,0.00000000
-4.58929465,0.35346421,0.00092062,0.00997565,0.10089711,0.23223337,0.09014604,0.00000000
-4.58329165,0.35585372,0.00083482,0.00958250,0.10081371,0.23153187,0.09432165,0.00000000
-4.57728864,0.36297898,0.00075680,0.00930784,0.10187581,0.23393113,0.09980665,0.00000000
-4.57128564,0.37503321,0.00068705,0.00916277,0.10410301,0.23954964,0.10666504,0.00000000
-4.56528264,0.39214058,0.00062593,0.00915682,0.10749212,0.24846085,0.11494353,0.00000000
-4.55927964,0.41435515,0.00057361,0.00929798,0.11201761,0.26069261,0.12467089,0.00000000
-4.55327664,0.44166156,0.00053014,0.00959284,0.11763267,0.27622755,0.13585777,0.00000000
-4.54727364,0.47397728,0.00049547,0.01004671,0.12427097,0.29500434,0.14849718,0.00000000
-4.54127064,0.51115640,0.00046946,0.01066373,0.13184893,0.31691995,0.16256536,0.00000000
-4.53526763,0.55299484,0.00045191,0.01144706,0.14026865,0.34183262,0.17802322,0.00000000
-4.52926463,0.59923683,0.00044261,0.01239898,0.14942118,0.36956566,0.19481822,0.00000000
-4.52326163,0.64958254,0.00044133,0.01352102,0.15919023,0.39991187,0.21288656,0.00000000
-4.51725863,0.70369637,0.00044784,0.01481408,0.16945606,0.43263851,0.23215572,0.00000000
-4.51125563,0.76121586,0.00046198,0.01627848,0.18009945,0.46749252,0.25254707,0.00000000
-4.50525263,0.82176064,0.00048360,0.01791403,0.19100562,0.50420604,0.27397855,0.00000000
-4.49924962,0.88494118,0.00051261,0.01971999,0.20206788,0.54250181,0.29636718,0.00000000
-4.49324662,0.95036681,0.00054900,0.02169502,0.21319083,0.58209830,0.31963128,0.00000000
-4.48724362,1.01765277,0.00059278,0.02383713,0.22429308,0.62271436,0.34369225,0.00000000
-4.48124062,1.08642577,0.00064405,0.02614355,0.23530912,0.66407325,0.36847577,0.00000000
-4.47523762,1.15632789,0.00070290,0.02861050,0.24619055,0.70590575,0.39391233,0.00000000
-4.46923462,1.22701860,0.00076947,0.03123305,0.25690626,0.74795233,0.41993701,0.00000000
-4.46323162,1.29817481,0.00084391,0.03400489,0.26744183,0.78996430,0.44648853,0.00000000
-4.45722861,1.36948899,0.00092633,0.03691806,0.27779795,0.83170393,0.47350754,0.00000000
-4.45122561,1.44066562,0.00101681,0.03996274,0.28798814,0.87294364,0.50093429,0.00000000
-4.44522261,1.51141621,0.00111537,0.04312700,0.29803570,0.91346440,0.52870578,0.00000000
-4.43921961,1.58145335,0.00122193,0.04639668,0.30797017,0.95305358,0.55675262,0.00000000
-4.43321661,1.65048438,0.00133630,0.04975517,0.31782352,0.99150255,0.58499578,0.00000000
-4.42721361,1.71820527,0.00145819,0.05318340,0.32762608,1.02860428,0.61334342,0.00000000
-4.42121061,1.78429516,0.00158713,0.05665982,0.33740280,1.06415130,0.64168818,0.00000000
-4.41520760,1.84841243,0.00172251,0.06016050,0.34716963,1.09793433,0.66990500,0.00000000
-4.40920460,1.91019246,0.00186358,0.06365934,0.35693055,1.12974187,0.69784978,0.00000000
-4.40320160,1.96924780,0.00200939,0.06712833,0.36667520,1.15936091,0.72535896,0.00000000
-4.39719860,2.02517069,0.00215888,0.07053797,0.37637739,1.18657884,0.75225020,0.00000000
-4.39119560,2.07753823,0.00231080,0.07385777,0.38599441,1.21118676,0.77832411,0.00000000
-4.38519260,2.12592003,0.00246379,0.07705673,0.39546726,1.23298392,0.80336710,0.00000000
-4.37918959,2.16988788,0.00261639,0.08010401,0.40472175,1.25178324,0.82715514,0.00000000
-4.37318659,2.20902737,0.00276704,0.08296958,0.41367039,1.26741760,0.84945845,0.00000000
-4.36718359,2.24295051,0.00291409,0.08562482,0.42221493,1.27974659,0.87004670,0.00000000
-4.36118059,2.27130903,0.00305591,0.08804325,0.43024950,1.28866332,0.88869475,0.00000000
-4.35517759,2.29380745,0.00319083,0.09020107,0.43766411,1.29410093,0.90518850,0.00000000
-4.34917459,2.31021537,0.00331721,0.09207777,0.44434831,1.29603836,0.91933072,0.00000000
-4.34317159,2.32037831,0.00343350,0.09365657,0.45019504,1.29450501,0.93094652,0.00000000
-4.33716858,2.32422655,0.00353821,0.09492485,0.45510424,1.28958409,0.93988839,0.00000000
-4.33116558,2.32178159,0.00363000,0.09587442,0.45898635,1.28141426,0.94604057,0.00000000
-4.32516258,2.31315988,0.00370768,0.09650168,0.46176542,1.27018954,0.94932259,0.00000000
-4.31915958,2.29857371,0.00377024,0.09680774,0.46338180,1.25615747,0.94969193,0.00000000
-4.31315658,2.27832926,0.00381688,0.09679831,0.46379438,1.23961537,0.94714575,0.00000000
-4.30715358,2.25282191,0.00384706,0.09648360,0.46298222,1.22090511,0.94172169,0.00000000
