energy_ev,total_up,Re_p_up,Re_d_up,S_s_up,S_p_up,Si_p_up,Si_d_up
-5.86793397,2.57488827,1.11012605,1.10543816,0.05486401,0.60947582,0.67962055,0.00000000
-5.86193097,2.56625494,1.11172029,1.11606696,0.05217347,0.59411582,0.68751840,0.00000000
-5.85592796,2.55420395,1.10988250,1.12646563,0.04940777,0.57748633,0.69583042,0.00000000
-5.84992496,2.53888761,1.10466608,1.13652991,0.04660352,0.55975124,0.70449853,0.00000000
-5.84392196,2.52048544,1.09619944,1.14613727,0.04379603,0.54109397,0.71343480,0.00000000
-5.83791896,2.49920175,1.08468410,1.15515029,0.04101832,0.52171455,0.72252232,0.00000000
-5.83191596,2.47526439,1.07039088,1.16342151,0.03830029,0.50182650,0.73161769,0.00000000
-5.82591296,2.44892480,1.05365446,1.17079936,0.03566803,0.48165372,0.74055493,0.00000000
-5.81990995,2.42045914,1.03486653,1.17713520,0.03314346,0.46142723,0.74915077,0.00000000
-5.81390695,2.39017034,1.01446770,1.18229091,0.03074405,0.44138208,0.75721113,0.00000000
-5.80790395,2.35839069,0.99293859,1.18614689,0.02848283,0.42175418,0.76453836,0.00000000
-5.80190095,2.32548455,0.97079028,1.18860991,0.02636853,0.40277729,0.77093901,0.00000000
-5.79589795,2.29185084,0.94855444,1.18962044,0.02440588,0.38468014,0.77623173,0.00000000
-5.78989495,2.25792476,0.92677349,1.18915904,0.02259602,0.36768370,0.78025486,0.00000000
-5.78389195,2.22417835,0.90599082,1.18725153,0.02093700,0.35199867,0.78287345,0.00000000
-5.77788894,2.19111965,0.88674168,1.18397243,0.01942432,0.33782318,0.78398523,0.00000000
-5.77188594,2.15929018,0.86954451,1.17944671,0.01805151,0.32534081,0.78352546,0.00000000
-5.76588294,2.12926057,0.85489323,1.17384948,0.01681068,0.31471881,0.78147027,0.00000000
-5.75987994,2.10162447,0.84325048,1.16740384,0.01569299,0.30610679,0.77783854,0.00000000
-5.75387694,2.07699094,0.83504190,1.16037685,0.01468919,0.29963564,0.77269216,0.00000000
-5.74787394,2.05597550,0.83065174,1.15307384,0.01378998,0.29541694,0.76613490,0.00000000
-5.74187094,2.03919037,0.83041962,1.14583151,0.01298632,0.29354265,0.75830976,0.00000000
-5.73586793,2.02723439,0.83463867,1.13901001,0.01226975,0.29408534,0.74939536,0.00000000
-5.72986493,2.02068324,0.84355506,1.13298456,0.01163251,0.29709872,0.73960124,0.00000000
-5.72386193,2.02008031,0.85736875,1.12813705,0.01106772,0.30261864,0.72916258,0.00000000
-5.71785893,2.02592903,0.87623559,1.12484796,0.01056942,0.31066440,0.71833459,0.00000000
-5.71185593,2.03868686,0.90027055,1.12348910,0.01013261,0.32124039,0.70738672,0.00000000
-5.70585293,2.05876125,0.92955185,1.12441738,0.00975323,0.33433792,0.69659702,0.00000000
-5.69984992,2.08650780,0.96412588,1.12796990,0.00942812,0.34993725,0.68624689,0.00000000
-5.69384692,2.12223040,1.00401252,1.13446036,0.00915493,0.36800954,0.67661615,0.00000000
-5.68784392,2.16618300,1.04921051,1.14417685,0.00893210,0.38851863,0.66797883,0.00000000
-5.68184092,2.21857277,1.09970241,1.15738081,0.00875871,0.41142260,0.66059932,0.00000000
-5.67583792,2.27956371,1.15545879,1.17430685,0.00863444,0.43667475,0.65472922,0.00000000
-5.66983492,2.34928005,1.21644106,1.19516316,0.00855939,0.46422394,0.65060448,0.00000000
-5.66383192,2.42780871,1.28260268,1.22013203,0.00853407,0.49401420,0.64844299,0.00000000
-5.65782891,2.51519984,1.35388827,1.24937009,0.00855919,0.52598338,0.64844225,0.00000000
-5.65182591,2.61146480,1.43023031,1.28300775,0.00863558,0.56006092,0.65077716,0.00000000
-5.64582291,2.71657120,1.51154356,1.32114770,0.00876407,0.59616467,0.65559776,0.00000000
-5.63981991,2.83043451,1.59771700,1.36386196,0.00894531,0.63419686,0.66302678,0.00000000
-5.63381691,2.95290646,1.68860369,1.41118759,0.00917968,0.67403950,0.67315712,0.00000000
-5.62781391,3.08376060,1.78400905,1.46312104,0.00946706,0.71554935,0.68604909,0.00000000
-5.62181091,3.22267574,1.88367813,1.51961128,0.00980680,0.75855287,0.70172763,0.00000000
-5.61580790,3.36921843,1.98728281,1.58055227,0.01019747,0.80284154,0.72017970,0.00000000
-5.60980490,3.52282577,2.09440987,1.64577514,0.01063682,0.84816797,0.74135182,0.00000000
-5.60380190,3.68279018,2.20455102,1.71504081,0.01112166,0.89424329,0.76514820,0.00000000
-5.59779890,3.84824770,2.31709589,1.78803383,0.01164777,0.94073618,0.79142966,0.00000000
-5.59179590,4.01817140,2.43132906,1.86435797,0.01220990,0.98727394,0.82001347,0.00000000
-5.58579290,4.19137135,2.54643185,1.94353444,0.01280178,1.03344586,0.85067446,0.00000000
-5.57978989,4.36650214,2.66148957,2.02500317,0.01341618,1.07880903,0.88314753,0.00000000
-5.57378689,4.54207860,2.77550439,2.10812762,0.01404502,1.12289649,0.91713155,0.00000000
-5.56778389,4.71649995,2.88741387,2.19220323,0.01467953,1.16522776,0.95229484,0.00000000
-5.56178089,4.88808177,2.99611470,2.27646952,0.01531047,1.20532114,0.98828194,0.00000000
-5.55577789,5.05509491,3.10049077,2.36012552,0.01592839,1.24270745,1.02472164,0.00000000
-5.54977489,5.21580969,3.19944448,2.44234792,0.01652384,1.27694460,1.06123580,0.00000000
-5.54377189,5.36854347,3.29192989,2.52231126,0.01708775,1.30763214,1.09744886,0.00000000
-5.53776888,5.51170912,3.37698593,2.59920918,0.01761165,1.33442509,1.13299727,0.00000000
-5.53176588,5.64386201,3.45376815,2.67227566,0.01808802,1.35704635,1.16753871,0.00000000
-5.52576288,5.76374282,3.52157697,2.74080518,0.01851048,1.37529678,1.20076036,0.00000000
-5.51975988,5.87031391,3.57988111,2.80417082,0.01887406,1.38906247,1.23238605,0.00000000
-5.51375688,5.96278712,3.62833462,2.86183923,0.01917535,1.39831870,1.26218164,0.00000000
-5.50775388,6.04064140,3.66678650,2.91338180,0.01941258,1.40313026,1.28995860,0.00000000
-5.50175088,6.10362933,3.69528221,2.95848148,0.01958570,1.40364804,1.31557545,0.00000000
-5.49574787,6.15177212,3.71405690,2.99693494,0.01969628,1.40010205,1.33893713,0.00000000
-5.48974487,6.18534353,3.72352060,3.02865012,0.01974745,1.39279121,1.35999224,0.00000000
-5.48374187,6.20484354,3.72423603,3.05363939,0.01974371,1.38207040,1.37872860,0.00000000
-5.47773887,6.21096364,3.71689026,3.07200903,0.01969066,1.36833548,1.39516718,0.00000000
-5.47173587,6.20454554,3.70226158,3.08394557,0.01959478,1.35200711,1.40935504,0.00000000
-5.46573287,6.18653606,3.68118353,3.08970013,0.01946307,1.33351419,1.42135770,0.00000000
-5.45972986,6.15794057,3.65450780,3.08957167,0.01930272,1.31327779,1.43125143,0.00000000
-5.45372686,6.11977789,3.62306814,3.08389030,0.01912081,1.29169646,1.43911610,0.00000000
-5.44772386,6.07303898,3.58764708,3.07300157,0.01892397,1.26913360,1.44502895,0.00000000
-5.44172086,6.01865186,3.54894727,3.05725284,0.01871812,1.24590753,1.44905982,0.00000000
-5.43571786,5.95745446,3.50756880,3.03698236,0.01850823,1.22228465,1.45126814,0.00000000
-5.42971486,5.89017673,3.46399373,3.01251168,0.01829812,1.19847595,1.45170191,0.00000000
-5.42371186,5.81743271,3.41857828,2.98414178,0.01809041,1.17463694,1.45039867,0.00000000
-5.41770885,5.73972265,3.37155325,2.95215294,0.01788641,1.15087079,1.44738858,0.00000000
-5.41170585,5.65744470,3.32303202,2.91680823,0.01768619,1.12723435,1.44269921,0.00000000
-5.40570285,5.57091492,3.27302590,2.87836023,0.01748867,1.10374665,1.43636190,0.00000000
-5.39969985,5.48039423,3.22146536,2.83706037,0.01729174,1.08039907,1.42841911,0.00000000
-5.39369685,5.38612020,3.16822604,2.79317011,0.01709250,1.05716669,1.41893237,0.00000000
-5.38769385,5.28834142,3.11315780,2.74697313,0.01688748,1.03401995,1.40799025,0.00000000
-5.38169085,5.18735217,3.05611498,2.69878758,0.01667286,1.01093591,1.39571564,0.00000000
-5.37568784,5.08352507,2.99698614,2.64897731,0.01644481,0.98790848,1.38227208,0.00000000
-5.36968484,4.97733936,2.93572153,2.59796144,0.01619970,0.96495698,1.36786832,0.00000000
-5.36368184,4.86940307,2.87235655,2.54622119,0.01593432,0.94213243,1.35276104,0.00000000
-5.35767884,4.76046744,2.80703017,2.49430359,0.01564616,0.91952152,1.33725512,0.00000000
-5.35167584,4.65143261,2.73999701,2.44282144,0.01533350,0.89724772,1.32170164,0.00000000
-5.34567284,4.54334394,2.67163262,2.39244933,0.01499556,0.87546978,1.30649338,0.00000000
-5.33966983,4.43737913,2.60243172,2.34391575,0.01463258,0.85437761,1.29205800,0.00000000
-5.33366683,4.33482644,2.53299962,2.29799153,0.01424578,0.83418582,1.27884928,0.00000000
-5.32766383,4.23705537,2.46403729,2.25547488,0.01383738,0.81512544,1.26733668,0.00000000
-5.32166083,4.14548088,2.39632108,2.21717381,0.01341048,0.79743415,1.25799382,0.00000000
-5.31565783,4.06152325,2.33067824,2.18388662,0.01296892,0.78134583,1.25128619,0.00000000
-5.30965483,3.98656539,2.26795957,2.15638127,0.01251717,0.76707974,1.24765895,0.00000000
-5.30365183,3.92190970,2.20901064,2.13537459,0.01206010,0.75483023,1.24752500,0.00000000
-5.29764882,3.86873653,2.15464313,2.12151209,0.01160282,0.74475737,1.25125412,0.00000000
-5.29164582,3.82806619,2.10560753,2.11534942,0.01115048,0.73697898,1.25916331,0.00000000
-5.28564282,3.80072596,2.06256849,2.11733593,0.01070812,0.73156468,1.27150878,0.00000000
-5.27963982,3.78732360,2.02608381,2.12780107,0.01028045,0.72853195,1.28847969,0.00000000
-5.27363682,3.78822802,1.99658779,2.14694403,0.00987176,0.72784462,1.31019379,0.00000000
-5.26763382,3.80355772,1.97437933,2.17482672,0.00948579,0.72941362,1.33669480,0.00000000
-5.26163082,3.83317691,1.95961499,2.21137031,0.00912567,0.73310006,1.36795146,0.00000000
-5.25562781,3.87669904,1.95230680,2.25635501,0.00879383,0.73872026,1.40385797,0.00000000
-5.24962481,3.93349686,1.95232454,2.30942295,0.00849202,0.74605252,1.44423569,0.00000000
-5.24362181,4.00271820,1.95940188,2.37008379,0.00822131,0.75484509,1.48883559,0.00000000
-5.23761881,4.08330624,1.97314570,2.43772255,0.00798212,0.76482505,1.53734140,0.00000000
-5.23161581,4.17402297,1.99304786,2.51160918,0.00777431,0.77570749,1.58937315,0.00000000
-5.22561281,4.27347482,2.01849863,2.59090957,0.00759716,0.78720452,1.64449088,0.00000000
-5.21960980,4.38013918,2.04880125,2.67469749,0.00744956,0.79903370,1.70219856,0.00000000
-5.21360680,4.49239111,2.08318674,2.76196720,0.00733001,0.81092565,1.76194815,0.00000000
-5.20760380,4.60852940,2.12082883,2.85164656,0.00723671,0.82263020,1.82314390,0.00000000
-5.20160080,4.72680173,2.16085853,2.94261054,0.00716767,0.83392139,1.88514710,0.00000000
-5.19559780,4.84542875,2.20237831,3.03369519,0.00712073,0.84460077,1.94728139,0.00000000
-5.18959480,4.96262719,2.24447579,3.12371208,0.00709363,0.85449937,2.00883899,0.00000000
-5.18359180,5.07663234,2.28623725,3.21146350,0.00708406,0.86347838,2.06908801,0.00000000
-5.17758879,5.18572032,2.32676107,3.29575839,0.00708967,0.87142864,2.12728105,0.00000000
-5.17158579,5.28823057,2.36517132,3.37542929,0.00710810,0.87826948,2.18266518,0.00000000
-5.16558279,5.38258908,2.40063186,3.44935036,0.00713699,0.88394696,2.23449344,0.00000000
-5.15957979,5.46733253,2.43236093,3.51645626,0.00717397,0.88843210,2.28203765,0.00000000
-5.15357679,5.54113355,2.45964649,3.57576192,0.00721666,0.89171920,2.32460238,0.00000000
-5.14757379,5.60282692,2.48186200,3.62638269,0.00726270,0.89382461,2.36153985,0.00000000
-5.14157079,5.65143620,2.49848252,3.66755454,0.00730971,0.89478616,2.39226514,0.00000000
-5.13556778,5.68620013,2.50910062,3.69865354,0.00735530,0.89466328,2.41627135,0.00000000
-5.12956478,5.70659784,2.51344152,3.71921402,0.00739711,0.89353772,2.43314407,0.00000000
-5.12356178,5.71237146,2.51137674,3.72894454,0.00743279,0.89151500,2.44257444,0.00000000
-5.11755878,5.70354501,2.50293536,3.72774073,0.00746007,0.88872599,2.44437039,0.00000000
-5.11155578,5.68043784,2.48831215,3.71569443,0.00747676,0.88532868,2.43846520,0.00000000
-5.10555278,5.64367147,2.46787157,3.69309808,0.00748082,0.88150949,2.42492318,0.00000000
-5.09954977,5.59416826,2.44214699,3.66044394,0.00747039,0.87748381,2.40394178,0.00000000
-5.09354677,5.53314115,2.41183443,3.61841762,0.00744385,0.87349548,2.37585007,0.00000000
-5.08754377,5.46207347,2.37778051,3.56788564,0.00739988,0.86981459,2.34110331,0.00000000
-5.08154077,5.38268867,2.34096430,3.50987701,0.00733753,0.86673355,2.30027373,0.00000000
-5.07553777,5.29691000,2.30247325,3.44555912,0.00725621,0.86456109,2.25403760,0.00000000
-5.06953477,5.20681088,2.26347369,3.37620828,0.00715579,0.86361426,2.20315897,0.00000000
-5.06353177,5.11455689,2.22517649,3.30317584,0.00703660,0.86420835,2.14847048,0.00000000
-5.05752876,5.02234125,2.18879889,3.22785064,0.00689944,0.86664518,2.09085183,0.00000000
-5.05152576,4.93231561,2.15552391,3.15161906,0.00674561,0.87119997,2.03120652,0.00000000
-5.04552276,4.84651871,2.12645861,3.07582403,0.00657688,0.87810755,1.97043768,0.00000000
-5.03951976,4.76680564,2.10259289,3.00172427,0.00639549,0.88754834,1.90942369,0.00000000
-5.03351676,4.69478047,2.08476056,2.93045546,0.00620409,0.89963503,1.84899439,0.00000000
-5.02751376,4.63173527,2.07360423,2.86299474,0.00600571,0.91440065,1.78990880,0.00000000
-5.02151076,4.57859838,2.06954577,2.80013000,0.00580373,0.93178885,1.73283496,0.00000000
-5.01550775,4.53589438,2.07276370,2.74243535,0.00560180,0.95164713,1.67833282,0.00000000
-5.00950475,4.50371825,2.08317869,2.69025394,0.00540382,0.97372352,1.62684061,0.00000000
-5.00350175,4.48172511,2.10044812,2.64368901,0.00521383,0.99766741,1.57866542,0.00000000
-4.99749875,4.46913699,2.12397035,2.60260382,0.00503604,1.02303460,1.53397830,0.00000000
-4.99149575,4.46476674,2.15289865,2.56663069,0.00487470,1.04929670,1.49281416,0.00000000
-4.98549275,4.46705882,2.18616470,2.53518913,0.00473412,1.07585482,1.45507652,0.00000000
-4.97948974,4.47414586,2.22251108,2.50751247,0.00461860,1.10205698,1.42054707,0.00000000
-4.97348674,4.48391884,2.26053136,2.48268207,0.00453237,1.12721873,1.38889967,0.00000000
-4.96748374,4.49410851,2.29871683,2.45966794,0.00447960,1.15064618,1.35971834,0.00000000
-4.96148074,4.50237447,2.33550772,2.43737400,0.00446432,1.17166035,1.33251852,0.00000000
-4.95547774,4.50639848,2.36934721,2.41468620,0.00449037,1.18962187,1.30677082,0.00000000
-4.94947474,4.50397784,2.39873608,2.39052140,0.00456133,1.20395490,1.28192627,0.00000000
-4.94347174,4.49311475,2.42228576,2.36387494,0.00468047,1.21416908,1.25744195,0.00000000
-4.93746873,4.47209782,2.43876775,2.33386464,0.00485062,1.21987859,1.23280617,0.00000000
-4.93146573,4.43957197,2.44715737,2.29976945,0.00507413,1.22081726,1.20756175,0.00000000
-4.92546273,4.39459375,2.44667020,2.26106093,0.00535266,1.21684926,1.18132674,0.00000000
-4.91945973,4.33666964,2.43678960,2.21742622,0.00568712,1.20797463,1.15381151,0.00000000
-4.91345673,4.26577579,2.41728451,2.16878149,0.00607752,1.19432963,1.12483149,0.00000000
-4.90745373,4.18235845,2.38821655,2.11527549,0.00652283,1.17618174,1.09431517,0.00000000
-4.90145073,4.08731550,2.34993655,2.05728309,0.00702086,1.15391976,1.06230681,0.00000000
-4.89544772,3.98196006,2.30307055,1.99538941,0.00756814,1.12803940,1.02896409,0.00000000
-4.88944472,3.86796820,2.24849598,1.93036529,0.00815986,1.09912516,0.99455054,0.00000000
-4.88344172,3.74731340,2.18730910,1.86313568,0.00878983,1.06782924,0.95942346,0.00000000
-4.87743872,3.62219090,2.12078505,1.79474225,0.00945046,1.03484863,0.92401775,0.00000000
-4.87143572,3.49493549,2.05033217,1.72630239,0.01013287,1.00090117,0.88882636,0.00000000
-4.86543272,3.36793641,1.97744243,1.65896621,0.01082693,0.96670179,0.85437850,0.00000000
-4.85942971,3.24355288,1.90363988,1.59387373,0.01152150,0.93293980,0.82121630,0.00000000
-4.85342671,3.12403393,1.83042907,1.53211391,0.01220464,0.90025804,0.78987123,0.00000000
-4.84742371,3.01144530,1.75924541,1.47468726,0.01286389,0.86923469,0.76084102,0.00000000
-4.84142071,2.90760619,1.69140917,1.42247334,0.01348661,0.84036824,0.73456829,0.00000000
-4.83541771,2.81403773,1.62808472,1.37620427,0.01406037,0.81406606,0.71142151,0.00000000
-4.82941471,2.73192456,1.57024637,1.33644497,0.01457331,0.79063675,0.69167929,0.00000000
-4.82341171,2.66209028,1.51865187,1.30358040,0.01501454,0.77028624,0.67551841,0.00000000
-4.81740870,2.60498675,1.47382422,1.27781008,0.01537454,0.75311772,0.66300599,0.00000000
-4.81140570,2.56069693,1.43604239,1.25914924,0.01564552,0.73913488,0.65409622,0.00000000
-4.80540270,2.52895006,1.40534075,1.24743646,0.01582168,0.72824835,0.64863151,0.00000000
-4.79939970,2.50914801,1.38151716,1.24234672,0.01589955,0.72028473,0.64634799,0.00000000
-4.79339670,2.50040089,1.36414910,1.24340904,0.01587808,0.71499777,0.64688502,0.00000000
-4.78739370,2.50157008,1.35261693,1.25002770,0.01575880,0.71208113,0.64979838,0.00000000
-4.78139070,2.51131659,1.34613319,1.26150592,0.01554583,0.71118224,0.65457631,0.00000000
-4.77538769,2.52815267,1.34377676,1.27707090,0.01524580,0.71191661,0.66065787,0.00000000
-4.76938469,2.55049462,1.34453026,1.29589924,0.01486771,0.71388222,0.66745274,0.00000000
-4.76338169,2.57671485,1.34731935,1.31714180,0.01442275,0.71667344,0.67436177,0.00000000
-4.75737869,2.60519164,1.35105222,1.33994718,0.01392397,0.71989401,0.68079722,0.00000000
-4.75137569,2.63435488,1.35465796,1.36348314,0.01338597,0.72316897,0.68620208,0.00000000
-4.74537269,2.66272676,1.35712217,1.38695559,0.01282458,0.72615490,0.69006773,0.00000000
-4.73936968,2.68895642,1.35751888,1.40962457,0.01225641,0.72854854,0.69194912,0.00000000
-4.73336668,2.71184796,1.35503738,1.43081732,0.01169849,0.73009354,0.69147719,0.00000000
-4.72736368,2.73038140,1.34900362,1.44993813,0.01116788,0.73058515,0.68836791,0.00000000
-4.72136068,2.74372662,1.33889519,1.46647526,0.01068128,0.72987303,0.68242792,0.00000000
-4.71535768,2.75125042,1.32435010,1.48000496,0.01025467,0.72786199,0.67355660,0.00000000
-4.70935468,2.75251706,1.30516911,1.49019290,0.00990301,0.72451096,0.66174464,0.00000000
-4.70335168,2.74728294,1.28131211,1.49679333,0.00963986,0.71983020,0.64706948,0.00000000
-4.69734867,2.73548608,1.25288904,1.49964626,0.00947718,0.71387697,0.62968780,0.00000000
-4.69134567,2.71723120,1.22014615,1.49867304,0.00942504,0.70674996,0.60982577,0.00000000
-4.68534267,2.69277133,1.18344852,1.49387052,0.00949141,0.69858258,0.58776734,0.00000000
-4.67933967,2.66248681,1.14325987,1.48530438,0.00968197,0.68953562,0.56384149,0.00000000
-4.67333667,2.62686257,1.10012061,1.47310152,0.00999992,0.67978935,0.53840870,0.00000000
-4.66733367,2.58646469,1.05462533,1.45744209,0.01044589,0.66953552,0.51184752,0.00000000
-4.66133067,2.54191682,1.00740061,1.43855118,0.01101776,0.65896956,0.48454168,0.00000000
-4.65532766,2.49387759,0.95908401,1.41669048,0.01171065,0.64828320,0.45686815,0.00000000
-4.64932466,2.44301943,0.91030507,1.39215002,0.01251686,0.63765783,0.42918667,0.00000000
-4.64332166,2.39000958,0.86166883,1.36524023,0.01342589,0.62725894,0.40183100,0.00000000
-4.63731866,2.33549397,0.81374224,1.33628461,0.01442451,0.61723177,0.37510206,0.00000000
-4.63131566,2.28008419,0.76704392,1.30561299,0.01549695,0.60769834,0.34926307,0.00000000
-4.62531266,2.22434821,0.72203703,1.27355576,0.01662505,0.59875613,0.32453678,0.00000000
-4.61930965,2.16880487,0.67912540,1.24043929,0.01778861,0.59047827,0.30110453,0.00000000
-4.61330665,2.11392245,0.63865270,1.20658249,0.01896574,0.58291540,0.27910713,0.00000000
-4.60730365,2.06012113,0.60090416,1.17229489,0.02013333,0.57609906,0.25864731,0.00000000
-4.60130065,2.00777913,0.56611066,1.13787607,0.02126755,0.57004639,0.23979344,0.00000000
-4.59529765,1.95724227,0.53445449,1.10361668,0.02234447,0.56476604,0.22258426,0.00000000
-4.58929465,1.90883605,0.50607645,1.06980063,0.02334062,0.56026478,0.20703431,0.00000000
-4.58329165,1.86287974,0.48108367,1.03670857,0.02423369,0.55655460,0.19313977,0.00000000
-4.57728864,1.81970136,0.45955758,1.00462203,0.02500314,0.55365980,0.18088438,0.00000000
-4.57128564,1.77965247,0.44156170,0.97382814,0.02563081,0.55162354,0.17024521,0.00000000
-4.56528264,1.74312162,0.42714852,0.94462414,0.02610147,0.55051350,0.16119796,0.00000000
-4.55927964,1.71054538,0.41636533,0.91732142,0.02640329,0.55042611,0.15372165,0.00000000
-4.55327664,1.68241559,0.40925849,0.89224838,0.02652819,0.55148895,0.14780247,0.00000000
-4.54727364,1.65928216,0.40587592,0.86975172,0.02647212,0.55386103,0.14343665,0.00000000
-4.54127064,1.64175034,0.40626771,0.85019566,0.02623512,0.55773066,0.14063233,0.00000000
-4.53526763,1.63047227,0.41048473,0.83395883,0.02582133,0.56331082,0.13941027,0.00000000
-4.52926463,1.62613246,0.41857528,0.82142856,0.02523880,0.57083216,0.13980348,0.00000000
-4.52326163,1.62942755,0.43058004,0.81299274,0.02449918,0.58053356,0.14185587,0.00000000
-4.51725863,1.64104094,0.44652543,0.80902927,0.02361733,0.59265089,0.14561988,0.00000000
-4.51125563,1.66161344,0.46641590,0.80989358,0.02261076,0.60740420,0.15115344,0.00000000
-4.50525263,1.69171114,0.49022556,0.81590479,0.02149907,0.62498402,0.15851621,0.00000000
-4.49924962,1.73179237,0.51788960,0.82733128,0.02030330,0.64553749,0.16776559,0.00000000
-4.49324662,1.78217560,0.54929624,0.84437633,0.01904530,0.66915497,0.17895255,0.00000000
-4.48724362,1.84301018,0.58427974,0.86716512,0.01774704,0.69585802,0.19211761,0.00000000
-4.48124062,1.91425209,0.62261507,0.89573359,0.01643008,0.72558940,0.20728734,0.00000000
-4.47523762,1.99564644,0.66401484,0.93002047,0.01511497,0.75820579,0.22447149,0.00000000
-4.46923462,2.08671837,0.70812900,0.96986293,0.01382079,0.79347390,0.24366112,0.00000000
-4.46323162,2.18677358,0.75454766,1.01499674,0.01256484,0.83107019,0.26482785,0.00000000
-4.45722861,2.29490923,0.80280734,1.06506112,0.01136230,0.87058472,0.28792451,0.00000000
-4.45122561,2.41003555,0.85240066,1.11960863,0.01022610,0.91152893,0.31288706,0.00000000
-4.44522261,2.53090757,0.90278951,1.17811973,0.00916686,0.95334734,0.33963805,0.00000000
-4.43921961,2.65616627,0.95342126,1.24002178,0.00819288,0.99543271,0.36809131,0.00000000
-4.43321661,2.78438733,1.00374757,1.30471165,0.00731028,1.03714414,0.39815792,0.00000000
-4.42721361,2.91413568,1.05324518,1.37158092,0.00652315,1.07782729,0.42975303,0.00000000
-4.42121061,3.04402306,1.10143772,1.44004258,0.00583373,1.11683588,0.46280330,0.00000000
-4.41520760,3.17276595,1.14791771,1.50955769,0.00524270,1.15355343,0.49725449,0.00000000
-4.40920460,3.29924088,1.19236744,1.57966077,0.00474940,1.18741429,0.53307885,0.00000000
-4.40320160,3.42253392,1.23457789,1.64998212,0.00435208,1.21792277,0.57028169,0.00000000
-4.39719860,3.54198177,1.27446424,1.72026609,0.00404815,1.24466968,0.60890663,0.00000000
-4.39119560,3.65720169,1.31207730,1.79038364,0.00383435,1.26734516,0.64903914,0.00000000
-4.38519260,3.76810832,1.34760964,1.86033844,0.00370693,1.28574742,0.69080785,0.00000000
-4.37918959,3.87491593,1.38139583,1.93026577,0.00366179,1.29978676,0.73438323,0.00000000
-4.37318659,3.97812532,1.41390630,2.00042376,0.00369453,1.30948481,0.77997348,0.00000000
-4.36718359,4.07849543,1.44573464,2.07117710,0.00380052,1.31496891,0.82781736,0.00000000
-4.36118059,4.17700041,1.47757830,2.14297369,0.00397490,1.31646218,0.87817403,0.00000000
-4.35517759,4.27477390,1.51021327,2.21631493,0.00421256,1.31426951,0.93131011,0.00000000
-4.34917459,4.37304264,1.54446336,2.29172104,0.00450809,1.30876060,0.98748413,0.00000000
-4.34317159,4.47305253,1.58116510,2.36969280,0.00485571,1.30035062,1.04692908,0.00000000
-4.33716858,4.57599041,1.62112963,2.45067162,0.00524927,1.28947988,1.10983341,0.00000000
-4.33116558,4.68290534,1.66510300,2.53499971,0.00568216,1.27659325,1.17632156,0.00000000
-4.32516258,4.79463335,1.71372651,2.62288254,0.00614730,1.26212076,1.24643461,0.00000000
-4.31915958,4.91172916,1.76749902,2.71435541,0.00663711,1.24646009,1.32011217,0.00000000
-4.31315658,5.03440876,1.82674265,2.80925614,0.00714358,1.22996204,1.39717637,0.00000000
-4.30715358,5.16250566,1.89157395,2.90720534,0.00765831,1.21291951,1.47731893,0.00000000
