energy_ev,total_up,Cd_p_up,Cd_d_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-3.23261631,3.10455797,0.68379283,0.10790540,0.73898312,1.98411940,0.04586942,0.36168139,0.46252366,0.00000000
-3.22661331,3.12691597,0.68639088,0.10735246,0.74418882,2.01104728,0.04548090,0.36347529,0.46624474,0.00000000
-3.22061031,3.14202124,0.68688324,0.10639088,0.74810889,2.03433046,0.04483531,0.36426455,0.46834136,0.00000000
-3.21460730,3.14996882,0.68537972,0.10504690,0.75080451,2.05375932,0.04394927,0.36413018,0.46883155,0.00000000
-3.20860430,3.15106512,0.68203338,0.10335509,0.75237474,2.06925953,0.04284438,0.36317518,0.46778164,0.00000000
-3.20260130,3.14582455,0.67703721,0.10135755,0.75295665,2.08089700,0.04154657,0.36152223,0.46530470,0.00000000
-3.19659830,3.13496063,0.67061962,0.09910285,0.75272498,2.08887943,0.04008521,0.35931073,0.46155720,0.00000000
-3.19059530,3.11937141,0.66303901,0.09664481,0.75189121,2.09355368,0.03849219,0.35669328,0.45673426,0.00000000
-3.18459230,3.10011919,0.65457743,0.09404122,0.75070181,2.09539904,0.03680087,0.35383179,0.45106359,0.00000000
-3.17858929,3.07840491,0.64553334,0.09135225,0.74943552,2.09501616,0.03504504,0.35089302,0.44479827,0.00000000
-3.17258629,3.05553749,0.63621394,0.08863901,0.74839944,2.09311169,0.03325792,0.34804401,0.43820872,0.00000000
-3.16658329,3.03289897,0.62692692,0.08596197,0.74792383,2.09047896,0.03147116,0.34544728,0.43157413,0.00000000
-3.16058029,3.01190611,0.61797209,0.08337939,0.74835556,2.08797494,0.02971397,0.34325608,0.42517364,0.00000000
-3.15457729,2.99396969,0.60963311,0.08094598,0.75005008,2.08649419,0.02801244,0.34160989,0.41927750,0.00000000
-3.14857429,2.98045240,0.60216942,0.07871148,0.75336201,2.08694028,0.02638892,0.34063014,0.41413869,0.00000000
-3.14257129,2.97262678,0.59580883,0.07671960,0.75863455,2.09019570,0.02486164,0.34041661,0.40998504,0.00000000
-3.13656828,2.97163443,0.59074088,0.07500703,0.76618782,2.09709100,0.02344448,0.34104431,0.40701225,0.00000000
-3.13056528,2.97844781,0.58711125,0.07360272,0.77630641,2.10837423,0.02214700,0.34256136,0.40537801,0.00000000
-3.12456228,2.99383592,0.58501743,0.07252745,0.78922677,2.12468167,0.02097449,0.34498759,0.40519730,0.00000000
-3.11855928,3.01833510,0.58450584,0.07179358,0.80512459,2.14651089,0.01992837,0.34831417,0.40653908,0.00000000
-3.11255628,3.05222613,0.58557040,0.07140509,0.82410295,2.17419724,0.01900652,0.35250429,0.40942449,0.00000000
-3.10655328,3.09551845,0.58815286,0.07135795,0.84618178,2.20789456,0.01820391,0.35749478,0.41382650,0.00000000
-3.10055028,3.14794242,0.59214472,0.07164058,0.87128914,2.24756120,0.01751315,0.36319867,0.41967113,0.00000000
-3.09454727,3.20895017,0.59739077,0.07223464,0.89925500,2.29295188,0.01692516,0.36950868,0.42684014,0.00000000
-3.08854427,3.27772520,0.60369423,0.07311598,0.92980805,2.34361624,0.01642982,0.37630138,0.43517520,0.00000000
-3.08254127,3.35320095,0.61082325,0.07425572,0.96257590,2.39890416,0.01601660,0.38344199,0.44448329,0.00000000
-3.07653827,3.43408798,0.61851868,0.07562146,0.99708917,2.45797829,0.01567515,0.39078956,0.45454337,0.00000000
-3.07053527,3.51890911,0.62650273,0.07717854,1.03278951,2.51983354,0.01539578,0.39820232,0.46511404,0.00000000
-3.06453227,3.60604173,0.63448843,0.07889136,1.06904164,2.58332321,0.01516988,0.40554307,0.47594190,0.00000000
-3.05852926,3.69376603,0.64218940,0.08072461,1.10514912,2.64719117,0.01499025,0.41268422,0.48677058,0.00000000
-3.05252626,3.78031763,0.64932963,0.08264450,1.14037365,2.71010910,0.01485129,0.41951248,0.49734997,0.00000000
-3.04652326,3.86394289,0.65565307,0.08461987,1.17395709,2.77071765,0.01474911,0.42593285,0.50744542,0.00000000
-3.04052026,3.94295499,0.66093245,0.08662304,1.20514558,2.82767011,0.01468152,0.43187178,0.51684665,0.00000000
-3.03451726,4.01578869,0.66497719,0.08863066,1.23321475,2.87967703,0.01464797,0.43727934,0.52537601,0.00000000
-3.02851426,4.08105170,0.66764002,0.09062418,1.25749506,2.92554997,0.01464937,0.44213048,0.53289569,0.00000000
-3.02251126,4.13757058,0.66882213,0.09259019,1.27739607,2.96424275,0.01468795,0.44642499,0.53931377,0.00000000
-3.01650825,4.18442923,0.66847645,0.09452045,1.29242863,2.99488835,0.01476697,0.45018657,0.54458862,0.00000000
-3.01050525,4.22099832,0.66660927,0.09641176,1.30222385,3.01682982,0.01489051,0.45346074,0.54873162,0.00000000
-3.00450225,4.24695428,0.66327971,0.09826551,1.30654797,3.02964391,0.01506323,0.45631189,0.55180782,0.00000000
-2.99849925,4.26228685,0.65859744,0.10008711,1.30531234,3.03315602,0.01529017,0.45881948,0.55393457,0.00000000
-2.99249625,4.26729482,0.65271845,0.10188519,1.29857787,3.02744589,0.01557651,0.46107372,0.55527803,0.00000000
-2.98649325,4.26256971,0.64583907,0.10367062,1.28655383,3.01284349,0.01592747,0.46317079,0.55604759,0.00000000
-2.98049025,4.24896830,0.63818860,0.10545558,1.26959073,2.98991518,0.01634815,0.46520786,0.55648836,0.00000000
-2.97448724,4.22757468,0.63002066,0.10725237,1.24816774,2.95944063,0.01684343,0.46727828,0.55687191,0.00000000
-2.96848424,4.19965362,0.62160355,0.10907243,1.22287502,2.92238140,0.01741793,0.46946688,0.55748561,0.00000000
-2.96248124,4.16659707,0.61321019,0.11092526,1.19439180,2.87984247,0.01807590,0.47184583,0.55862089,0.00000000
-2.95647824,4.12986606,0.60510775,0.11281751,1.16346111,2.83302850,0.01882118,0.47447119,0.56056089,0.00000000
-2.95047524,4.09093051,0.59754754,0.11475220,1.13086241,2.78319655,0.01965706,0.47738009,0.56356794,0.00000000
-2.94447224,4.05120950,0.59075542,0.11672808,1.09738316,2.73160745,0.02058621,0.48058897,0.56787143,0.00000000
-2.93846923,4.01201458,0.58492316,0.11873926,1.06379071,2.67947805,0.02161050,0.48409260,0.57365655,0.00000000
-2.93246623,3.97449850,0.58020106,0.12077496,1.03080573,2.62793615,0.02273075,0.48786417,0.58105427,0.00000000
-2.92646323,3.93961142,0.57669199,0.12281958,0.99907813,2.57798038,0.02394653,0.49185622,0.59013329,0.00000000
-2.92046023,3.90806658,0.57444730,0.12485292,0.96916670,2.53044641,0.02525584,0.49600241,0.60089394,0.00000000
-2.91445723,3.88031653,0.57346455,0.12685066,0.94152301,2.48598111,0.02665476,0.50022006,0.61326474,0.00000000
-2.90845423,3.85654084,0.57368718,0.12878495,0.91648020,2.44502534,0.02813717,0.50441321,0.62710148,0.00000000
-2.90245123,3.83664558,0.57500631,0.13062524,0.89424704,2.40780611,0.02969441,0.50847621,0.64218917,0.00000000
-2.89644822,3.82027434,0.57726429,0.13233917,0.87490711,2.37433799,0.03131501,0.51229747,0.65824664,0.00000000
-2.89044522,3.80682997,0.58026022,0.13389353,0.85842314,2.34443364,0.03298449,0.51576339,0.67493380,0.00000000
-2.88444222,3.79550589,0.58375693,0.13525533,0.84464581,2.31772241,0.03468527,0.51876212,0.69186124,0.00000000
-2.87843922,3.78532534,0.58748934,0.13639278,0.83332670,2.29367607,0.03639670,0.52118721,0.70860188,0.00000000
-2.87243622,3.77518662,0.59117374,0.13727625,0.82413436,2.27164027,0.03809521,0.52294077,0.72470415,0.00000000
-2.86643322,3.76391238,0.59451782,0.13787920,0.81667279,2.25087000,0.03975469,0.52393617,0.73970633,0.00000000
-2.86043022,3.75030056,0.59723083,0.13817891,0.81050139,2.23056746,0.04134693,0.52410028,0.75315135,0.00000000
-2.85442721,3.73317497,0.59903361,0.13815716,0.80515535,2.20992058,0.04284232,0.52337491,0.76460169,0.00000000
-2.84842421,3.71143341,0.59966814,0.13780068,0.80016579,2.18814046,0.04421059,0.52171775,0.77365360,0.00000000
-2.84242121,3.68409144,0.59890611,0.13710146,0.79507865,2.16449635,0.04542174,0.51910261,0.77995024,0.00000000
-2.83641821,3.65032038,0.59655638,0.13605693,0.78947170,2.13834663,0.04644700,0.51551911,0.78319326,0.00000000
-2.83041521,3.60947820,0.59247087,0.13466991,0.78296920,2.10916502,0.04725984,0.51097180,0.78315236,0.00000000
-2.82441221,3.56113258,0.58654893,0.13294845,0.77525372,2.07656099,0.04783691,0.50547895,0.77967248,0.00000000
-2.81840920,3.50507570,0.57873989,0.13090555,0.76607484,2.04029413,0.04815904,0.49907103,0.77267853,0.00000000
-2.81240620,3.44133061,0.56904386,0.12855873,0.75525477,2.00028205,0.04821194,0.49178899,0.76217734,0.00000000
-2.80640320,3.37014976,0.55751088,0.12592953,0.74269084,1.95660228,0.04798693,0.48368258,0.74825703,0.00000000
-2.80040020,3.29200602,0.54423845,0.12304302,0.72835508,1.90948823,0.04748132,0.47480876,0.73108376,0.00000000
-2.79439720,3.20757733,0.52936774,0.11992720,0.71229122,1.85931991,0.04669870,0.46523037,0.71089606,0.00000000
-2.78839420,3.11772586,0.51307864,0.11661246,0.69460932,1.80661014,0.04564889,0.45501515,0.68799712,0.00000000
-2.78239120,3.02347298,0.49558406,0.11313108,0.67547868,1.75198712,0.04434774,0.44423511,0.66274526,0.00000000
-2.77638819,2.92597109,0.47712360,0.10951677,0.65511923,1.69617405,0.04281663,0.43296644,0.63554302,0.00000000
-2.77038519,2.82647372,0.45795699,0.10580422,0.63379206,1.63996697,0.04108187,0.42128982,0.60682539,0.00000000
-2.76438219,2.72630458,0.43835762,0.10202882,0.61178929,1.58421133,0.03917384,0.40929112,0.57704744,0.00000000
-2.75837919,2.62682691,0.41860625,0.09822639,0.58942389,1.52977836,0.03712603,0.39706239,0.54667199,0.00000000
-2.75237619,2.52941355,0.39898514,0.09443295,0.56701961,1.47754167,0.03497404,0.38470313,0.51615751,0.00000000
-2.74637319,2.43541846,0.37977286,0.09068458,0.54490138,1.42835473,0.03275452,0.37232149,0.48594683,0.00000000
-2.74037019,2.34615012,0.36123958,0.08701726,0.52338645,1.38302977,0.03050411,0.36003541,0.45645684,0.00000000
-2.73436718,2.26284696,0.34364318,0.08346675,0.50277634,1.34231820,0.02825844,0.34797338,0.42806956,0.00000000
-2.72836418,2.18665497,0.32722587,0.08006844,0.48334982,1.30689308,0.02605128,0.33627480,0.40112456,0.00000000
-2.72236118,2.11860757,0.31221146,0.07685709,0.46535694,1.27733364,0.02391376,0.32508956,0.37591323,0.00000000
-2.71635818,2.05960768,0.29880307,0.07386660,0.44901413,1.25411201,0.02187377,0.31457703,0.35267456,0.00000000
-2.71035518,2.01041195,0.28718119,0.07112964,0.43450040,1.23758229,0.01995551,0.30490398,0.33159278,0.00000000
-2.70435218,1.97161721,0.27750209,0.06867719,0.42195473,1.22797207,0.01817919,0.29624184,0.31279657,0.00000000
-2.69834917,1.94364914,0.26989633,0.06653805,0.41147432,1.22537641,0.01656095,0.28876294,0.29635989,0.00000000
-2.69234617,1.92675340,0.26446743,0.06473820,0.40311402,1.22975435,0.01511289,0.28263608,0.28230425,0.00000000
-2.68634317,1.92098934,0.26129066,0.06330016,0.39688662,1.24092823,0.01384319,0.27802147,0.27060223,0.00000000
-2.68034017,1.92622665,0.26041186,0.06224233,0.39276404,1.25858564,0.01275646,0.27506529,0.26118207,0.00000000
-2.67433717,1.94214529,0.26184649,0.06157831,0.39067943,1.28228440,0.01185405,0.27389404,0.25393317,0.00000000
-2.66833417,1.96823907,0.26557889,0.06131629,0.39052995,1.31146041,0.01113448,0.27460915,0.24871215,0.00000000
-2.66233117,2.00382332,0.27156183,0.06145855,0.39218038,1.34543848,0.01059397,0.27728195,0.24534947,0.00000000
-2.65632816,2.04804684,0.27971664,0.06200105,0.39546729,1.38344621,0.01022683,0.28194940,0.24365618,0.00000000
-2.65032516,2.09990839,0.28993384,0.06293325,0.40020388,1.42463062,0.01002601,0.28861094,0.24343072,0.00000000
-2.64432216,2.15827777,0.30207457,0.06423813,0.40618529,1.46807745,0.00998357,0.29722651,0.24446557,0.00000000
-2.63831916,2.22192138,0.31597282,0.06589237,0.41319426,1.51283278,0.01009103,0.30771621,0.24655357,0.00000000
-2.63231616,2.28953174,0.33143860,0.06786688,0.42100717,1.55792646,0.01033986,0.31996143,0.24949370,0.00000000
-2.62631316,2.35976057,0.34826193,0.07012752,0.42940019,1.60239680,0.01072173,0.33380769,0.25309633,0.00000000
-2.62031016,2.43125438,0.36621781,0.07263600,0.43815547,1.64531583,0.01122883,0.34906915,0.25718768,0.00000000
-2.61430715,2.50269162,0.38507188,0.07535107,0.44706713,1.68581437,0.01185408,0.36553443,0.26161350,0.00000000
-2.60830415,2.57281999,0.40458673,0.07822976,0.45594697,1.72310596,0.01259129,0.38297380,0.26624193,0.00000000
-2.60230115,2.64049260,0.42452851,0.08122880,0.46462964,1.75650885,0.01343526,0.40114717,0.27096538,0.00000000
-2.59629815,2.70470140,0.44467371,0.08430602,0.47297708,1.78546510,0.01438177,0.41981271,0.27570153,0.00000000
-2.59029515,2.76460626,0.46481570,0.08742172,0.48088206,1.80955601,0.01542759,0.43873542,0.28039348,0.00000000
-2.58429215,2.81955854,0.48477071,0.09053993,0.48827068,1.82851310,0.01657033,0.45769550,0.28500895,0.00000000
-2.57828914,2.86911749,0.50438297,0.09362948,0.49510363,1.84222404,0.01780830,0.47649577,0.28953870,0.00000000
-2.57228614,2.91305887,0.52352868,0.09666484,0.50137611,1.85073324,0.01914028,0.49496794,0.29399420,0.00000000
-2.56628314,2.95137468,0.54211858,0.09962664,0.50711639,1.85423669,0.02056524,0.51297725,0.29840464,0.00000000
-2.56028014,2.98426414,0.56009889,0.10250189,0.51238302,1.85307141,0.02208198,0.53042524,0.30281341,0.00000000
-2.55427714,3.01211564,0.57745061,0.10528381,0.51726069,1.84769949,0.02368876,0.54725050,0.30727410,0.00000000
-2.54827414,3.03548057,0.59418715,0.10797133,0.52185493,1.83868755,0.02538293,0.56342726,0.31184633,0.00000000
-2.54227114,3.05503992,0.61035025,0.11056833,0.52628582,1.82668226,0.02716050,0.57896208,0.31659130,0.00000000
-2.53626813,3.07156516,0.62600473,0.11308246,0.53068101,1.81238293,0.02901569,0.59388863,0.32156746,0.00000000
-2.53026513,3.08587520,0.64123193,0.11552390,0.53516826,1.79651236,0.03094062,0.60826101,0.32682631,0.00000000
-2.52426213,3.09879149,0.65612261,0.11790391,0.53986802,1.77978716,0.03292495,0.62214602,0.33240854,0.00000000
-2.51825913,3.11109353,0.67076948,0.12023333,0.54488625,1.76288890,0.03495562,0.63561483,0.33834068,0.00000000
-2.51225613,3.12347703,0.68525986,0.12252116,0.55030790,1.74643732,0.03701671,0.64873461,0.34463230,0.00000000
-2.50625313,3.13651695,0.69966902,0.12477329,0.55619148,1.73096677,0.03908937,0.66156066,0.35127409,0.00000000
-2.50025013,3.15063723,0.71405444,0.12699140,0.56256487,1.71690707,0.04115196,0.67412957,0.35823664,0.00000000
-2.49424712,3.16608906,0.72845147,0.12917225,0.56942278,1.70456945,0.04318025,0.68645377,0.36547027,0.00000000
-2.48824412,3.18293862,0.74287056,0.13130725,0.57672584,1.69413832,0.04514782,0.69851796,0.37290574,0.00000000
-2.48224112,3.20106510,0.75729620,0.13338248,0.58440158,1.68566915,0.04702659,0.71027752,0.38045597,0.00000000
-2.47623812,3.22016905,0.77168764,0.13537903,0.59234711,1.67909239,0.04878752,0.72165902,0.38801866,0.00000000
-2.47023512,3.23979046,0.78598125,0.13727382,0.60043345,1.67422331,0.05040134,0.73256285,0.39547976,0.00000000
-2.46423212,3.25933567,0.80009424,0.13904062,0.60851127,1.67077697,0.05183947,0.74286770,0.40271757,0.00000000
-2.45822911,3.27811142,0.81392952,0.14065145,0.61641772,1.66838776,0.05307492,0.75243653,0.40960744,0.00000000
-2.45222611,3.29536411,0.82738119,0.14207808,0.62398399,1.66663208,0.05408323,0.76112378,0.41602678,0.00000000
-2.44622311,3.31032192,0.84034031,0.14329363,0.63104314,1.66505332,0.05484339,0.76878314,0.42186007,0.00000000
-2.44022011,3.32223743,0.85270040,0.14427413,0.63743776,1.66318754,0.05533864,0.77527543,0.42700376,0.00000000
-2.43421711,3.33042828,0.86436230,0.14499995,0.64302710,1.66058860,0.05555717,0.78047608,0.43137073,0.00000000
-2.42821411,3.33431337,0.87523795,0.14545700,0.64769313,1.65685149,0.05549272,0.78428164,0.43489402,0.00000000
-2.42221111,3.33344282,0.88525289,0.14563762,0.65134524,1.65163256,0.05514486,0.78661506,0.43752972,0.00000000
-2.41620810,3.32751984,0.89434727,0.14554108,0.65392341,1.64466573,0.05451919,0.78742918,0.43925871,0.00000000
-2.41020510,3.31641341,0.90247527,0.14517368,0.65539946,1.63577395,0.05362723,0.78670851,0.44008724,0.00000000
-2.40420210,3.30016135,0.90960313,0.14454845,0.65577654,1.62487528,0.05248609,0.78446905,0.44004617,0.00000000
-2.39819910,3.27896357,0.91570591,0.14368441,0.65508679,1.61198361,0.05111800,0.78075625,0.43918904,0.00000000
-2.39219610,3.25316635,0.92076341,0.14260554,0.65338734,1.59720399,0.04954952,0.77564144,0.43758888,0.00000000
-2.38619310,3.22323872,0.92475552,0.14133940,0.65075501,1.58072309,0.04781073,0.76921687,0.43533399,0.00000000
-2.38019010,3.18974258,0.92765757,0.13991559,0.64727988,1.56279548,0.04593419,0.76158987,0.43252298,0.00000000
-2.37418709,3.15329860,0.92943615,0.13836414,0.64305836,1.54372662,0.04395391,0.75287653,0.42925921,0.00000000
-2.36818409,3.11455002,0.93004575,0.13671386,0.63818606,1.52385364,0.04190427,0.74319532,0.42564508,0.00000000
-2.36218109,3.07412676,0.92942669,0.13499082,0.63275099,1.50352518,0.03981897,0.73266123,0.42177638,0.00000000
-2.35617809,3.03261182,0.92750465,0.13321710,0.62682743,1.48308136,0.03773009,0.72138056,0.41773713,0.00000000
-2.35017509,2.99051224,0.92419187,0.13140970,0.62047106,1.46283509,0.03566718,0.70944707,0.41359517,0.00000000
-2.34417209,2.94823592,0.91939013,0.12957995,0.61371541,1.44305573,0.03365664,0.69693927,0.40939877,0.00000000
-2.33816908,2.90607585,0.91299541,0.12773320,0.60657006,1.42395601,0.03172118,0.68391933,0.40517448,0.00000000
-2.33216608,2.86420221,0.90490397,0.12586895,0.59902058,1.40568271,0.02987947,0.67043346,0.40092634,0.00000000
-2.32616308,2.82266266,0.89501953,0.12398136,0.59103025,1.38831159,0.02814603,0.65651360,0.39663646,0.00000000
-2.32016008,2.78139049,0.88326105,0.12206007,0.58254346,1.37184665,0.02653126,0.64218041,0.39226703,0.00000000
-2.31415708,2.74021981,0.86957069,0.12009140,0.57349056,1.35622354,0.02504164,0.62744709,0.38776357,0.00000000
-2.30815408,2.69890666,0.85392141,0.11805962,0.56379382,1.34131683,0.02368007,0.61232389,0.38305914,0.00000000
-2.30215108,2.65715447,0.83632362,0.11594846,0.55337421,1.32695047,0.02244633,0.59682283,0.37807947,0.00000000
-2.29614807,2.61464230,0.81683055,0.11374263,0.54215847,1.31291086,0.02133757,0.58096237,0.37274851,0.00000000
-2.29014507,2.57105396,0.79554186,0.11142922,0.53008614,1.29896150,0.02034886,0.56477159,0.36699411,0.00000000
-2.28414207,2.52610646,0.77260526,0.10899906,0.51711609,1.28485860,0.01947375,0.54829380,0.36075365,0.00000000
-2.27813907,2.47957601,0.74821599,0.10644779,0.50323218,1.27036657,0.01870477,0.53158911,0.35397905,0.00000000
-2.27213607,2.43132037,0.72261414,0.10377673,0.48844765,1.25527275,0.01803389,0.51473599,0.34664114,0.00000000
-2.26613307,2.38129634,0.69607983,0.10099336,0.47280817,1.23940054,0.01745288,0.49783168,0.33873297,0.00000000
-2.26013007,2.32957177,0.66892659,0.09811157,0.45639320,1.22262053,0.01695365,0.48099140,0.33027209,0.00000000
-2.25412706,2.27633154,0.64149321,0.09515155,0.43931577,1.20485895,0.01652839,0.46434647,0.32130141,0.00000000
-2.24812406,2.22187756,0.61413440,0.09213928,0.42172057,1.18610341,0.01616970,0.44804155,0.31188903,0.00000000
-2.24212106,2.16662301,0.58721078,0.08910592,0.40378060,1.16640564,0.01587066,0.43223091,0.30212668,0.00000000
-2.23611806,2.11108128,0.56107857,0.08608676,0.38569249,1.14588131,0.01562470,0.41707428,0.29212711,0.00000000
-2.23011506,2.05585044,0.53607958,0.08312015,0.36767077,1.12470710,0.01542558,0.40273219,0.28202060,0.00000000
-2.22411206,2.00159404,0.51253178,0.08024621,0.34994139,1.10311519,0.01526724,0.38936123,0.27195059,0.00000000
-2.21810905,1.94901931,0.49072087,0.07750552,0.33273481,1.08138565,0.01514363,0.37710934,0.26206886,0.00000000
-2.21210605,1.89885371,0.47089322,0.07493773,0.31627890,1.05983693,0.01504866,0.36611139,0.25253039,0.00000000
-2.20610305,1.85182092,0.45325033,0.07258033,0.30079208,1.03881511,0.01497601,0.35648518,0.24348808,0.00000000
-2.20010005,1.80861704,0.43794497,0.07046740,0.28647684,1.01868213,0.01491914,0.34832804,0.23508768,0.00000000
-2.19409705,1.76988822,0.42507907,0.06862857,0.27351389,0.99980367,0.01487122,0.34171411,0.22746299,0.00000000
-2.18809405,1.73621002,0.41470334,0.06708813,0.26205717,0.98253691,0.01482518,0.33669238,0.22073154,0.00000000
-2.18209105,1.70806953,0.40681854,0.06586432,0.25222978,0.96721881,0.01477383,0.33328555,0.21499094,0.00000000
-2.17608804,1.68585051,0.40137822,0.06496886,0.24412098,0.95415507,0.01470993,0.33148966,0.21031589,0.00000000
-2.17008504,1.66982196,0.39829271,0.06440664,0.23778415,0.94361029,0.01462643,0.33127454,0.20675601,0.00000000
-2.16408204,1.66013049,0.39743421,0.06417569,0.23323593,0.93579956,0.01451665,0.33258499,0.20433448,0.00000000
-2.15807904,1.65679639,0.39864260,0.06426732,0.23045624,0.93088170,0.01437448,0.33534259,0.20304751,0.00000000
-2.15207604,1.65971361,0.40173184,0.06466647,0.22938932,0.92895453,0.01419461,0.33944810,0.20286462,0.00000000
-2.14607304,1.66865346,0.40649651,0.06535219,0.22994561,0.93005203,0.01397274,0.34478429,0.20372970,0.00000000
-2.14007004,1.68327174,0.41271838,0.06629835,0.23200441,0.93414373,0.01370574,0.35121909,0.20556282,0.00000000
-2.13406703,1.70311918,0.42017269,0.06747438,0.23541716,0.94113620,0.01339179,0.35860898,0.20826264,0.00000000
-2.12806403,1.72765459,0.42863399,0.06884621,0.24001137,0.95087662,0.01303046,0.36680235,0.21170944,0.00000000
-2.12206103,1.75626041,0.43788119,0.07037714,0.24559488,0.96315829,0.01262273,0.37564291,0.21576855,0.00000000
-2.11605803,1.78825993,0.44770188,0.07202885,0.25196058,0.97772780,0.01217099,0.38497272,0.22029427,0.00000000
-2.11005503,1.82293578,0.45789569,0.07376237,0.25889124,0.99429364,0.01167894,0.39463513,0.22513385,0.00000000
-2.10405203,1.85954876,0.46827669,0.07553898,0.26616453,1.01253587,0.01115145,0.40447707,0.23013180,0.00000000
-2.09804902,1.89735660,0.47867469,0.07732109,0.27355802,1.03211644,0.01059441,0.41435109,0.23513400,0.00000000
-2.09204602,1.93563185,0.48893574,0.07907300,0.28085399,1.05268967,0.01001449,0.42411673,0.23999181,0.00000000
-2.08604302,1.97367827,0.49892165,0.08076157,0.28784403,1.07391255,0.00941895,0.43364143,0.24456582,0.00000000
-2.08004002,2.01084518,0.50850876,0.08235675,0.29433334,1.09545426,0.00881537,0.44280098,0.24872927,0.00000000
-2.07403702,2.04653941,0.51758623,0.08383196,0.30014444,1.11700463,0.00821141,0.45147952,0.25237097,0.00000000
-2.06803402,2.08023428,0.52605386,0.08516435,0.30512045,1.13828110,0.00761457,0.45956915,0.25539755,0.00000000
-2.06203102,2.11147563,0.53381979,0.08633491,0.30912765,1.15903390,0.00703201,0.46696940,0.25773521,0.00000000
-2.05602801,2.13988467,0.54079819,0.08732842,0.31205739,1.17904938,0.00647034,0.47358655,0.25933055,0.00000000
-2.05002501,2.16515790,0.54690726,0.08813333,0.31382734,1.19815117,0.00593547,0.47933293,0.26015093,0.00000000
-2.04402201,2.18706421,0.55206759,0.08874152,0.31438191,1.21619949,0.00543250,0.48412646,0.26018391,0.00000000
-2.03801901,2.20543957,0.55620118,0.08914797,0.31369209,1.23308863,0.00496561,0.48789035,0.25943619,0.00000000
-2.03201601,2.22017996,0.55923102,0.08935038,0.31175456,1.24874275,0.00453807,0.49055319,0.25793185,0.00000000
-2.02601301,2.23123281,0.56108153,0.08934880,0.30859034,1.26311064,0.00415220,0.49204942,0.25571027,0.00000000
-2.02001001,2.23858794,0.56167961,0.08914519,0.30424286,1.27615959,0.00380939,0.49232015,0.25282350,0.00000000
-2.01400700,2.24226832,0.56095641,0.08874306,0.29877571,1.28786904,0.00351016,0.49131441,0.24933357,0.00000000
-2.00800400,2.24232155,0.55884967,0.08814711,0.29227013,1.29822441,0.00325426,0.48899070,0.24530961,0.00000000
-2.00200100,2.23881240,0.55530639,0.08736297,0.28482238,1.30721160,0.00304074,0.48531869,0.24082508,0.00000000
-1.99599800,2.23181705,0.55028580,0.08639691,0.27654101,1.31481272,0.00286808,0.48028108,0.23595517,0.00000000
-1.98999500,2.22141927,0.54376231,0.08525573,0.26754429,1.32100324,0.00273430,0.47387541,0.23077444,0.00000000
-1.98399200,2.20770883,0.53572829,0.08394664,0.25795772,1.32575093,0.00263712,0.46611561,0.22535496,0.00000000
-1.97798899,2.19078212,0.52619644,0.08247726,0.24791173,1.32901674,0.00257408,0.45703333,0.21976479,0.00000000
-1.97198599,2.17074497,0.51520164,0.08085564,0.23753975,1.33075764,0.00254270,0.44667875,0.21406701,0.00000000
-1.96598299,2.14771736,0.50280216,0.07909031,0.22697640,1.33093118,0.00254060,0.43512084,0.20831918,0.00000000
-1.95997999,2.12183959,0.48908002,0.07719044,0.21635609,1.32950169,0.00256567,0.42244704,0.20257335,0.00000000
-1.95397699,2.09327946,0.47414057,0.07516596,0.20581181,1.32644754,0.00261614,0.40876231,0.19687638,0.00000000
-1.94797399,2.06223977,0.45811125,0.07302764,0.19547410,1.32176906,0.00269078,0.39418749,0.19127069,0.00000000
-1.94197099,2.02896555,0.44113957,0.07078730,0.18547033,1.31549655,0.00278891,0.37885716,0.18579516,0.00000000
-1.93596798,1.99375016,0.42339037,0.06845782,0.17592395,1.30769769,0.00291058,0.36291687,0.18048621,0.00000000
-1.92996498,1.95693977,0.40504255,0.06605322,0.16695385,1.29848378,0.00305657,0.34652008,0.17537887,0.00000000
-1.92396198,1.91893549,0.38628527,0.06358866,0.15867380,1.28801413,0.00322846,0.32982473,0.17050780,0.00000000
-1.91795898,1.88019261,0.36731391,0.06108037,0.15119166,1.27649830,0.00342862,0.31298967,0.16590805,0.00000000
-1.91195598,1.84121667,0.34832584,0.05854551,0.14460864,1.26419548,0.00366021,0.29617112,0.16161561,0.00000000
-1.90595298,1.80255619,0.32951616,0.05600199,0.13901835,1.25141111,0.00392708,0.27951918,0.15766755,0.00000000
-1.89994997,1.76479193,0.31107361,0.05346819,0.13450567,1.23849039,0.00423372,0.26317465,0.15410184,0.00000000
-1.89394697,1.72852311,0.29317664,0.05096267,0.13114545,1.22580901,0.00458511,0.24726611,0.15095673,0.00000000
-1.88794397,1.69435085,0.27598991,0.04850380,0.12900115,1.21376128,0.00498654,0.23190754,0.14826980,0.00000000
-1.88194097,1.66285965,0.25966113,0.04610935,0.12812321,1.20274630,0.00544342,0.21719639,0.14607661,0.00000000
-1.87593797,1.63459755,0.24431842,0.04379612,0.12854748,1.19315265,0.00596102,0.20321220,0.14440921,0.00000000
-1.86993497,1.61005615,0.23006824,0.04157949,0.13029360,1.18534256,0.00654428,0.19001581,0.14329436,0.00000000
