energy_ev,total_up,In_p_up,In_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.41770885,1.21591817,0.03651399,0.00066972,0.01595184,0.86533096,0.70994458,0.35280449
-5.41170585,1.26264799,0.03710551,0.00074300,0.01560555,0.89904513,0.72941702,0.36529794
-5.40570285,1.31799067,0.03790889,0.00082420,0.01532254,0.93865822,0.75360656,0.38021179
-5.39969985,1.38226118,0.03893165,0.00091343,0.01511264,0.98436403,0.78298577,0.39753216
-5.39369685,1.45566777,0.04017842,0.00101070,0.01498438,1.03628146,0.81796622,0.41721293
-5.38769385,1.53829551,0.04165042,0.00111595,0.01494482,1.09444478,0.85887913,0.43917593
-5.38169085,1.63009088,0.04334501,0.00122898,0.01499932,1.15879460,0.90595686,0.46331172
-5.37568784,1.73084757,0.04525530,0.00134946,0.01515134,1.22916969,0.95931550,0.48948045
-5.36968484,1.84019378,0.04736987,0.00147693,0.01540235,1.30529952,1.01893912,0.51751298
-5.36368184,1.95758132,0.04967260,0.00161076,0.01575171,1.38679788,1.08466619,0.54721196
-5.35767884,2.08227703,0.05214253,0.00175016,0.01619655,1.47315784,1.15617858,0.57835296
-5.35167584,2.21335706,0.05475390,0.00189416,0.01673183,1.56374828,1.23299402,0.61068549
-5.34567284,2.34970479,0.05747633,0.00204159,0.01735027,1.65781252,1.31446225,0.64393400
-5.33966983,2.49001299,0.06027502,0.00219113,0.01804245,1.75446952,1.39976572,0.67779899
-5.33366683,2.63279114,0.06311120,0.00234128,0.01879686,1.85271821,1.48792525,0.71195825
-5.32766383,2.77637840,0.06594264,0.00249039,0.01960010,1.95144540,1.57781091,0.74606847
-5.32166083,2.91896302,0.06872439,0.00263668,0.02043704,2.04943771,1.66815867,0.77976741
-5.31565783,3.05860839,0.07140954,0.00277825,0.02129109,2.14539788,1.75759253,0.81267673
-5.30965483,3.19328581,0.07395023,0.00291314,0.02214451,2.23796553,1.84465219,0.84440571
-5.30365183,3.32091375,0.07629865,0.00303939,0.02297875,2.32574235,1.92782567,0.87455605
-5.29764882,3.43940289,0.07840826,0.00315502,0.02377489,2.40732128,2.00558604,0.90272767
-5.29164582,3.54670595,0.08023491,0.00325815,0.02451404,2.48131911,2.07643144,0.92852565
-5.28564282,3.64087080,0.08173811,0.00334703,0.02517789,2.54641162,2.13892688,0.95156818
-5.27963982,3.72009507,0.08288224,0.00342005,0.02574910,2.60137002,2.19174641,0.97149530
-5.27363682,3.78278024,0.08363758,0.00347586,0.02621188,2.64509747,2.23371407,0.98797832
-5.26763382,3.82758304,0.08398141,0.00351337,0.02655241,2.67666408,2.26384177,1.00072938
-5.26163082,3.85346176,0.08389882,0.00353179,0.02675928,2.69533897,2.28136266,1.00951094
-5.25562781,3.85971543,0.08338331,0.00353069,0.02682383,2.70061768,2.28575822,1.01414459
-5.24962481,3.84601387,0.08243727,0.00350997,0.02674049,2.69224379,2.27677803,1.01451888
-5.24362181,3.81241687,0.08107211,0.00346992,0.02650696,2.67022335,2.25445097,1.01059561
-5.23761881,3.75938160,0.07930813,0.00341120,0.02612430,2.63483133,2.21908748,1.00241419
-5.23161581,3.68775720,0.07717418,0.00333481,0.02559694,2.58660959,2.17127249,0.99009376
-5.22561281,3.59876682,0.07470703,0.00324208,0.02493255,2.52635603,2.11184940,0.97383277
-5.21960980,3.49397745,0.07195049,0.00313466,0.02414186,2.45510549,2.04189572,0.95390600
-5.21360680,3.37525861,0.06895435,0.00301441,0.02323830,2.37410264,1.96269141,0.93065885
-5.20760380,3.24473152,0.06577318,0.00288342,0.02223761,2.28476829,1.87568131,0.90449908
-5.20160080,3.10471068,0.06246496,0.00274393,0.02115740,2.18866012,1.78243331,0.87588637
-5.19559780,2.95764027,0.05908970,0.00259824,0.02001662,2.08742957,1.68459405,0.84531986
-5.18959480,2.80602777,0.05570802,0.00244869,0.01883502,1.98277657,1.58384382,0.81332426
-5.18359180,2.65237730,0.05237973,0.00229762,0.01763261,1.87640378,1.48185267,0.78043507
-5.17758879,2.49912530,0.04916257,0.00214723,0.01642915,1.76997226,1.38023912,0.74718347
-5.17158579,2.34858069,0.04611094,0.00199964,0.01524363,1.66506004,1.28053304,0.71408150
-5.16558279,2.20287149,0.04327485,0.00185675,0.01409383,1.56312502,1.18414368,0.68160815
-5.15957979,2.06389960,0.04069903,0.00172028,0.01299596,1.46547352,1.09233373,0.65019690
-5.15357679,1.93330481,0.03842217,0.00159168,0.01196432,1.37323522,1.00619984,0.62022521
-5.14757379,1.81243894,0.03647640,0.00147216,0.01101107,1.28734512,0.92665965,0.59200635
-5.14157079,1.70235016,0.03488687,0.00136266,0.01014607,1.20853272,0.85444527,0.56578393
-5.13556778,1.60377759,0.03367157,0.00126381,0.00937679,1.13731845,0.79010257,0.54172910
-5.12956478,1.51715553,0.03284129,0.00117601,0.00870826,1.07401681,0.73399580,0.51994075
-5.12356178,1.44262653,0.03239970,0.00109937,0.00814314,1.01874591,0.68631658,0.50044835
-5.11755878,1.38006213,0.03234360,0.00103377,0.00768182,0.97144226,0.64709642,0.48321734
-5.11155578,1.32909009,0.03266325,0.00097886,0.00732251,0.93188022,0.61622184,0.46815684
-5.10555278,1.28912659,0.03334280,0.00093409,0.00706146,0.89969474,0.59345118,0.45512906
-5.09954977,1.25941200,0.03436077,0.00089876,0.00689316,0.87440665,0.57843224,0.44396015
-5.09354677,1.23904872,0.03569065,0.00087201,0.00681053,0.85544910,0.57072016,0.43445191
-5.08754377,1.22703978,0.03730149,0.00085289,0.00680520,0.84219437,0.56979478,0.42639372
-5.08154077,1.22232678,0.03915852,0.00084039,0.00686772,0.83397999,0.57507722,0.41957434
-5.07553777,1.22382614,0.04122382,0.00083343,0.00698785,0.83013332,0.58594525,0.41379299
-5.06953477,1.23046257,0.04345698,0.00083094,0.00715477,0.82999398,0.60174733,0.40886922
-5.06353177,1.24119903,0.04581578,0.00083188,0.00735736,0.83293338,0.62181527,0.40465124
-5.05752876,1.25506239,0.04825685,0.00083521,0.00758442,0.83837112,0.64547541,0.40102246
-5.05152576,1.27116449,0.05073633,0.00084001,0.00782493,0.84578782,0.67205857,0.39790586
-5.04552276,1.28871822,0.05321054,0.00084541,0.00806822,0.85473421,0.70090868,0.39526617
-5.03951976,1.30704853,0.05563659,0.00085064,0.00830421,0.86483662,0.73139042,0.39310985
-5.03351676,1.32559837,0.05797306,0.00085506,0.00852360,0.87579876,0.76289570,0.39148285
-5.02751376,1.34392989,0.06018056,0.00085812,0.00871798,0.88740010,0.79484933,0.39046631
-5.02151076,1.36172103,0.06222234,0.00085941,0.00888002,0.89949114,0.82671374,0.39017045
-5.01550775,1.37875815,0.06406488,0.00085864,0.00900357,0.91198583,0.85799291,0.39072693
-5.00950475,1.39492510,0.06567843,0.00085563,0.00908372,0.92485181,0.88823534,0.39228000
-5.00350175,1.41018942,0.06703746,0.00085031,0.00911683,0.93809869,0.91703629,0.39497684
-4.99749875,1.42458636,0.06812122,0.00084271,0.00910060,0.95176515,0.94403896,0.39895755
-4.99149575,1.43820150,0.06891405,0.00083297,0.00903402,0.96590526,0.96893488,0.40434508
-4.98549275,1.45115262,0.06940577,0.00082131,0.00891730,0.98057474,0.99146330,0.41123574
-4.97948974,1.46357167,0.06959188,0.00080799,0.00875182,0.99581760,1.01140977,0.41969051
-4.97348674,1.47558754,0.06947377,0.00079335,0.00854004,1.01165388,1.02860379,0.42972761
-4.96748374,1.48731032,0.06905865,0.00077777,0.00828533,1.02806887,1.04291595,0.44131675
-4.96148074,1.49881758,0.06835952,0.00076167,0.00799186,1.04500437,1.05425432,0.45437514
-4.95547774,1.51014336,0.06739486,0.00074545,0.00766443,1.06235232,1.06256067,0.46876570
-4.94947474,1.52127002,0.06618827,0.00072956,0.00730832,1.07995119,1.06780645,0.48429744
-4.94347174,1.53212349,0.06476787,0.00071442,0.00692911,1.09758515,1.06998893,0.50072810
-4.93746873,1.54257189,0.06316563,0.00070042,0.00653253,1.11498632,1.06912764,0.51776905
-4.93146573,1.55242755,0.06141654,0.00068795,0.00612430,1.13183985,1.06526135,0.53509224
-4.92546273,1.56145233,0.05955768,0.00067735,0.00571000,1.14779177,1.05844576,0.55233901
-4.91945973,1.56936601,0.05762716,0.00066892,0.00529495,1.16245921,1.04875206,0.56913041
-4.91345673,1.57585720,0.05566312,0.00066290,0.00488408,1.17544269,1.03626632,0.58507870
-4.90745373,1.58059641,0.05370265,0.00065949,0.00448187,1.18633982,1.02108982,0.59979954
-4.90145073,1.58325072,0.05178076,0.00065883,0.00409228,1.19476002,1.00334017,0.61292440
-4.89544772,1.58349929,0.04992946,0.00066101,0.00371869,1.20033941,0.98315308,0.62411275
-4.88944472,1.58104917,0.04817697,0.00066606,0.00336389,1.20275542,0.96068469,0.63306345
-4.88344172,1.57565080,0.04654705,0.00067395,0.00303010,1.20174040,0.93611406,0.63952505
-4.87743872,1.56711236,0.04505858,0.00068463,0.00271891,1.19709372,0.90964565,0.64330441
-4.87143572,1.55531272,0.04372530,0.00069798,0.00243141,1.18869181,0.88151160,0.64427352
-4.86543272,1.54021226,0.04255583,0.00071389,0.00216814,1.17649581,0.85197331,0.64237412
-4.85942971,1.52186125,0.04155384,0.00073221,0.00192919,1.16055650,0.82132236,0.63762017
-4.85342671,1.50040552,0.04071851,0.00075280,0.00171423,1.14101641,0.78988036,0.63009791
-4.84742371,1.47608914,0.04004507,0.00077554,0.00152261,1.11810906,0.75799770,0.61996379
-4.84142071,1.44925412,0.03952554,0.00080032,0.00135338,1.09215538,0.72605106,0.60744032
-4.83541771,1.42033696,0.03914956,0.00082708,0.00120539,1.06355761,0.69443973,0.59281000
-4.82941471,1.38986232,0.03890521,0.00085582,0.00107730,1.03279081,0.66358069,0.57640785
-4.82341171,1.35843376,0.03877992,0.00088658,0.00096770,1.00039250,0.63390255,0.55861254
-4.81740870,1.32672195,0.03876117,0.00091948,0.00087511,0.96695064,0.60583859,0.53983676
-4.81140570,1.29545048,0.03883724,0.00095470,0.00079805,0.93309047,0.57981897,0.52051701
-4.80540270,1.26537964,0.03899766,0.00099246,0.00073504,0.89946055,0.55626239,0.50110319
-4.79939970,1.23728858,0.03923360,0.00103308,0.00068469,0.86671843,0.53556738,0.48204822
-4.79339670,1.21195613,0.03953796,0.00107687,0.00064566,0.83551627,0.51810352,0.46379811
-4.78739370,1.19014093,0.03990535,0.00112420,0.00061670,0.80648671,0.50420285,0.44678246
-4.78139070,1.17256108,0.04033182,0.00117543,0.00059665,0.78022933,0.49415164,0.43140574
-4.77538769,1.15987412,0.04081445,0.00123088,0.00058445,0.75729788,0.48818283,0.41803936
-4.76938469,1.15265767,0.04135080,0.00129084,0.00057912,0.73818855,0.48646940,0.40701464
-4.76338169,1.15139139,0.04193831,0.00135551,0.00057979,0.72332939,0.48911878,0.39861672
-4.75737869,1.15644083,0.04257362,0.00142501,0.00058563,0.71307111,0.49616862,0.39307939
-4.75137569,1.16804368,0.04325199,0.00149932,0.00059592,0.70767934,0.50758402,0.39058092
-4.74537269,1.18629909,0.04396678,0.00157826,0.00060998,0.70732856,0.52325645,0.39124083
-4.73936968,1.21116027,0.04470899,0.00166153,0.00062719,0.71209780,0.54300437,0.39511763
-4.73336668,1.24243111,0.04546715,0.00174862,0.00064700,0.72196816,0.56657571,0.40220750
-4.72736368,1.27976684,0.04622723,0.00183887,0.00066892,0.73682243,0.59365234,0.41244401
-4.72136068,1.32267899,0.04697292,0.00193146,0.00069252,0.75644667,0.62385627,0.42569883
-4.71535768,1.37054476,0.04768611,0.00202541,0.00071747,0.78053400,0.65675779,0.44178350
-4.70935468,1.42262054,0.04834750,0.00211963,0.00074352,0.80869063,0.69188533,0.46045233
-4.70335168,1.47805947,0.04893755,0.00221288,0.00077054,0.84044392,0.72873675,0.48140640
-4.69734867,1.53593242,0.04943744,0.00230389,0.00079853,0.87525261,0.76679201,0.50429873
-4.69134567,1.59525201,0.04983020,0.00239132,0.00082763,0.91251906,0.80552679,0.52874063
-4.68534267,1.65499883,0.05010186,0.00247385,0.00085817,0.95160312,0.84442675,0.55430910
-4.67933967,1.71414912,0.05024251,0.00255017,0.00089067,0.99183761,0.88300197,0.58055538
-4.67333667,1.77170299,0.05024738,0.00261906,0.00092583,1.03254479,0.92080113,0.60701430
-4.66733367,1.82671227,0.05011760,0.00267940,0.00096458,1.07305359,0.95742502,0.63321447
-4.66133067,1.87830693,0.04986086,0.00273021,0.00100804,1.11271694,0.99253868,0.65868897
-4.65532766,1.92571927,0.04949174,0.00277067,0.00105754,1.15092873,1.02588183,0.68298621
-4.64932466,1.96830483,0.04903175,0.00280014,0.00111456,1.18713972,1.05727703,0.70568078
-4.64332166,2.00555924,0.04850907,0.00281820,0.00118076,1.22087181,1.08663498,0.72638380
-4.63731866,2.03713030,0.04795792,0.00282461,0.00125787,1.25173005,1.11395682,0.74475240
-4.63131566,2.06282473,0.04741761,0.00281937,0.00134768,1.27941173,1.13933281,0.76049807
-4.62531266,2.08260916,0.04693139,0.00280265,0.00145197,1.30371225,1.16293737,0.77339332
-4.61930965,2.09660521,0.04654491,0.00277486,0.00157242,1.32452708,1.18502036,0.78327651
-4.61330665,2.10507864,0.04630456,0.00273655,0.00171054,1.34184988,1.20589459,0.79005448
-4.60730365,2.10842293,0.04625570,0.00268846,0.00186761,1.35576648,1.22591995,0.79370287
-4.60130065,2.10713780,0.04644073,0.00263145,0.00204455,1.36644497,1.24548448,0.79426403
-4.59529765,2.10180338,0.04689722,0.00256650,0.00224187,1.37412219,1.26498307,0.79184260
-4.58929465,2.09305114,0.04765612,0.00249465,0.00245959,1.37908722,1.28479454,0.78659893
-4.58329165,2.08153281,0.04874010,0.00241702,0.00269717,1.38166255,1.30525812,0.77874058
-4.57728864,2.06788851,0.05016215,0.00233474,0.00295344,1.38218393,1.32665033,0.76851234
-4.57128564,2.05271582,0.05192445,0.00224893,0.00322662,1.38097977,1.34916359,0.75618531
-4.56528264,2.03654106,0.05401759,0.00216067,0.00351425,1.37835150,1.37288748,0.74204544
-4.55927964,2.01979445,0.05642018,0.00207100,0.00381324,1.37455568,1.39779406,0.72638226
-4.55327664,2.00279038,0.05909890,0.00198085,0.00411989,1.36978912,1.42372819,0.70947827
-4.54727364,1.98571391,0.06200904,0.00189109,0.00442998,1.36417793,1.45040361,0.69159961
-4.54127064,1.96861454,0.06509537,0.00180243,0.00473883,1.35777117,1.47740558,0.67298845
-4.53526763,1.95140747,0.06829352,0.00171549,0.00504143,1.35053965,1.50420022,0.65385737
-4.52926463,1.93388272,0.07153177,0.00163077,0.00533260,1.34238010,1.53015067,0.63438621
-4.52326163,1.91572172,0.07473308,0.00154861,0.00560710,1.33312464,1.55453953,0.61472120
-4.51725863,1.89652063,0.07781746,0.00146927,0.00585983,1.32255501,1.57659698,0.59497656
-4.51125563,1.87581939,0.08070448,0.00139288,0.00608601,1.31042106,1.59553342,0.57523825
-4.50525263,1.85313499,0.08331590,0.00131948,0.00628130,1.29646247,1.61057523,0.55556965
-4.49924962,1.82799740,0.08557821,0.00124901,0.00644201,1.28043247,1.62100213,0.53601864
-4.49324662,1.79998620,0.08742510,0.00118139,0.00656525,1.26212238,1.62618437,0.51662576
-4.48724362,1.76876619,0.08879971,0.00111646,0.00664901,1.24138559,1.62561790,0.49743267
-4.48124062,1.73411990,0.08965648,0.00105405,0.00669228,1.21815966,1.61895593,0.47849066
-4.47523762,1.69597553,0.08996272,0.00099399,0.00669514,1.19248529,1.60603518,0.45986833
-4.46923462,1.65442879,0.08969959,0.00093611,0.00665874,1.16452111,1.58689552,0.44165831
-4.46323162,1.60975738,0.08886270,0.00088029,0.00658533,1.13455345,1.56179198,0.42398233
-4.45722861,1.56242758,0.08746204,0.00082643,0.00647820,1.10300048,1.53119849,0.40699450
-4.45122561,1.51309233,0.08552158,0.00077448,0.00634158,1.07041042,1.49580296,0.39088254
-4.44522261,1.46258104,0.08307818,0.00072443,0.00618057,1.03745383,1.45649401,0.37586683
-4.43921961,1.41188139,0.08018024,0.00067635,0.00600094,1.00491017,1.41433964,0.36219735
-4.43321661,1.36211401,0.07688587,0.00063033,0.00580902,0.97364916,1.37055892,0.35014861
-4.42721361,1.31450090,0.07326082,0.00058653,0.00561148,0.94460762,1.32648764,0.34001274
-4.42121061,1.27032912,0.06937628,0.00054513,0.00541514,0.91876274,1.28353937,0.33209103
-4.41520760,1.23091091,0.06530645,0.00050635,0.00522678,0.89710268,1.24316347,0.32668425
-4.40920460,1.19754187,0.06112631,0.00047041,0.00505294,0.88059557,1.20680147,0.32408216
-4.40320160,1.17145871,0.05690934,0.00043755,0.00489975,0.87015807,1.17584359,0.32455251
-4.39719860,1.15379800,0.05272548,0.00040800,0.00477274,0.86662447,1.15158675,0.32833010
-4.39119560,1.14555726,0.04863941,0.00038195,0.00467667,0.87071745,1.13519547,0.33560609
-4.38519260,1.14755974,0.04470898,0.00035958,0.00461547,0.88302136,1.12766700,0.34651819
-4.37918959,1.16042400,0.04098414,0.00034103,0.00459206,0.90395900,1.12980156,0.36114197
-4.37318659,1.18453903,0.03750614,0.00032637,0.00460833,0.93377259,1.14217864,0.37948363
-4.36718359,1.22004598,0.03430707,0.00031564,0.00466507,0.97250969,1.16513991,0.40147468
-4.36118059,1.26682688,0.03140980,0.00030878,0.00476199,1.02001436,1.19877917,0.42696863
-4.35517759,1.32450075,0.02882817,0.00030570,0.00489771,1.07592437,1.24293959,0.45574000
-4.34917459,1.39242747,0.02656749,0.00030623,0.00506983,1.13967416,1.29721806,0.48748585
-4.34317159,1.46971919,0.02462527,0.00031015,0.00527503,1.21050418,1.36097660,0.52182978
-4.33716858,1.55525925,0.02299212,0.00031714,0.00550914,1.28747603,1.43336031,0.55832843
-4.33116558,1.64772802,0.02165275,0.00032686,0.00576731,1.36949342,1.51332131,0.59648046
-4.32516258,1.74563520,0.02058714,0.00033891,0.00604417,1.45532823,1.59964782,0.63573767
-4.31915958,1.84735738,0.01977164,0.00035283,0.00633395,1.54365112,1.69099748,0.67551806
-4.31315658,1.95118007,0.01918016,0.00036816,0.00663075,1.63306564,1.78593374,0.71522034
-4.30715358,2.05534266,0.01878528,0.00038439,0.00692864,1.72214482,1.88296415,0.75423948
