energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,0.86291192,-1.42252500,0.41454421,-0.94467022,0.27256382,-0.24118467,0.00044381,-0.00017240,0.01150340,-0.09668502,0.00836604,-0.00793297,0.51599699,-0.83756174
-5.99399700,0.84831523,-1.52301400,0.40156368,-1.00584103,0.26910791,-0.25976492,0.00042013,-0.00018083,0.01198699,-0.10211219,0.00853588,-0.00855107,0.50653011,-0.89885735
-5.98799400,0.83621438,-1.62212099,0.38973733,-1.06518521,0.26679405,-0.27840782,0.00039571,-0.00019124,0.01261057,-0.10725363,0.00871492,-0.00917283,0.49831664,-0.95961609
-5.98199100,0.82702154,-1.71863192,0.37924813,-1.12193669,0.26574961,-0.29692678,0.00037097,-0.00020315,0.01338567,-0.11202771,0.00891135,-0.00978758,0.49160710,-1.01912289
-5.97598799,0.82122943,-1.81137727,0.37031213,-1.17537729,0.26612809,-0.31514031,0.00034636,-0.00021611,0.01432538,-0.11635791,0.00913426,-0.01038459,0.48669871,-1.07668503
-5.96998499,0.81938767,-1.89926237,0.36316751,-1.22485680,0.26810189,-0.33287666,0.00032236,-0.00022972,0.01544368,-0.12017466,0.00939334,-0.01095328,0.48392157,-1.13165032
-5.96398199,0.82207495,-1.98129643,0.35806240,-1.26981145,0.27185342,-0.34997836,0.00029943,-0.00024360,0.01675458,-0.12341706,0.00969847,-0.01148347,0.48362248,-1.18342464
-5.95797899,0.82986821,-2.05661888,0.35524170,-1.30977979,0.27756500,-0.36630626,0.00027808,-0.00025739,0.01827130,-0.12603437,0.01005931,-0.01196557,0.48614702,-1.23148803
-5.95197599,0.84331009,-2.12452173,0.35493358,-1.34441529,0.28540801,-0.38174296,0.00025882,-0.00027078,0.02000534,-0.12798719,0.01048484,-0.01239084,0.49182074,-1.27540833
-5.94597299,0.86287606,-2.18446682,0.35733611,-1.37349495,0.29553173,-0.39619541,0.00024214,-0.00028349,0.02196557,-0.12924842,0.01098289,-0.01275164,0.50093012,-1.31485191
-5.93996998,0.88894273,-2.23609686,0.36260477,-1.39692327,0.30805246,-0.40959641,0.00022857,-0.00029527,0.02415745,-0.12980378,0.01155976,-0.01304157,0.51370432,-1.34959060
-5.93396698,0.92175876,-2.27923968,0.37084112,-1.41473152,0.32304340,-0.42190507,0.00021863,-0.00030590,0.02658220,-0.12965204,0.01221970,-0.01325569,0.53029837,-1.37950451
-5.92796398,0.96141992,-2.31390532,0.38208342,-1.42707198,0.34052585,-0.43310591,0.00021284,-0.00031522,0.02923619,-0.12880480,0.01296462,-0.01339068,0.55077881,-1.40458055
-5.92196098,1.00784942,-2.34027589,0.39629941,-1.43420752,0.36046221,-0.44320694,0.00021177,-0.00032310,0.03211054,-0.12728591,0.01379379,-0.01344484,0.57511234,-1.42490647
-5.91595798,1.06078481,-2.35868867,0.41338183,-1.43649684,0.38275124,-0.45223637,0.00021595,-0.00032944,0.03519081,-0.12513058,0.01470359,-0.01341822,0.60315822,-1.44066080
-5.90995498,1.11977229,-2.36961316,0.43314688,-1.43437609,0.40722581,-0.46023859,0.00022599,-0.00033418,0.03845706,-0.12238413,0.01568742,-0.01331255,0.63466488,-1.45209903
-5.90395198,1.18416899,-2.37362331,0.45533577,-1.42833764,0.43365356,-0.46726917,0.00024247,-0.00033733,0.04188414,-0.11910048,0.01673571,-0.01313118,0.66927111,-1.45953690
-5.89794897,1.25315351,-2.37136619,0.47961949,-1.41890721,0.46174037,-0.47338952,0.00026600,-0.00033891,0.04544222,-0.11534049,0.01783604,-0.01287897,0.70651191,-1.46333142
-5.89194597,1.32574469,-2.36352887,0.50560678,-1.40662026,0.49113686,-0.47866126,0.00029719,-0.00033896,0.04909769,-0.11117009,0.01897335,-0.01256210,0.74582898,-1.46386088
-5.88594297,1.40082799,-2.35080511,0.53285484,-1.39199892,0.52144747,-0.48314083,0.00033667,-0.00033760,0.05281422,-0.10665839,0.02013034,-0.01218790,0.78658557,-1.46150473
-5.87993997,1.47718871,-2.33386384,0.56088283,-1.37553071,0.55224212,-0.48687456,0.00038502,-0.00033491,0.05655415,-0.10187586,0.02128791,-0.01176460,0.82808524,-1.45662460
-5.87393697,1.55355086,-2.31332080,0.58918731,-1.35764989,0.58306973,-0.48989451,0.00044280,-0.00033104,0.06028000,-0.09689244,0.02242570,-0.01130109,0.86959375,-1.44954742
-5.86793397,1.62862004,-2.28971516,0.61725932,-1.33872251,0.61347327,-0.49221546,0.00051054,-0.00032612,0.06395612,-0.09177597,0.02352271,-0.01080666,0.91036331,-1.44055156
-5.86193097,1.70112854,-2.26349205,0.64460219,-1.31903580,0.64300551,-0.49383319,0.00058863,-0.00032030,0.06755040,-0.08659069,0.02455798,-0.01029077,0.94965817,-1.42985685
-5.85592796,1.76988090,-2.23499203,0.67074953,-1.29879240,0.67124489,-0.49472414,0.00067741,-0.00031373,0.07103595,-0.08139607,0.02551128,-0.00976279,0.98678039,-1.41761884
-5.84992496,1.83379755,-2.20444779,0.69528251,-1.27810961,0.69781071,-0.49484666,0.00077703,-0.00030652,0.07439261,-0.07624584,0.02636373,-0.00923184,1.02109479,-1.40392775
-5.84392196,1.89195481,-2.17198820,0.71784568,-1.25702350,0.72237693,-0.49414358,0.00088750,-0.00029882,0.07760838,-0.07118733,0.02709848,-0.00870654,1.05205176,-1.38881191
-5.83791896,1.94361927,-2.13764916,0.73816061,-1.23549762,0.74468385,-0.49254619,0.00100862,-0.00029074,0.08068045,-0.06626114,0.02770123,-0.00819493,1.07920711,-1.37224558
-5.83191596,1.98827482,-2.10139036,0.75603670,-1.21343567,0.76454725,-0.48997922,0.00113997,-0.00028235,0.08361594,-0.06150102,0.02816070,-0.00770430,1.10223782,-1.35416041
-5.82591296,2.02564120,-2.06311692,0.77137861,-1.19069726,0.78186437,-0.48636667,0.00128085,-0.00027375,0.08643223,-0.05693401,0.02846899,-0.00724119,1.12095315,-1.33445983
-5.81990995,2.05568300,-2.02270418,0.78419003,-1.16711579,0.79661650,-0.48163798,0.00143034,-0.00026497,0.08915684,-0.05258084,0.02862173,-0.00681125,1.13530041,-1.31303542
-5.81390695,2.07860884,-1.98002411,0.79457338,-1.14251743,0.80886815,-0.47573433,0.00158722,-0.00025607,0.09182689,-0.04845643,0.02861823,-0.00641932,1.14536533,-1.28978419
-5.80790395,2.09486058,-1.93497162,0.80272564,-1.11674001,0.81876264,-0.46861456,0.00175001,-0.00024706,0.09448806,-0.04457062,0.02846136,-0.00606939,1.15136688,-1.26462552
-5.80190095,2.10509333,-1.88748897,0.80893036,-1.08965072,0.82651458,-0.46026035,0.00191695,-0.00023795,0.09719314,-0.04092887,0.02815736,-0.00576463,1.15364687,-1.23751686
-5.79589795,2.11014703,-1.83758686,0.81354613,-1.06116178,0.83239950,-0.45068037,0.00208607,-0.00022875,0.10000029,-0.03753305,0.02771551,-0.00550743,1.15265490,-1.20846702
-5.78989495,2.11101116,-1.78536077,0.81699220,-1.03124302,0.83674122,-0.43991316,0.00225517,-0.00021945,0.10297086,-0.03438225,0.02714771,-0.00529949,1.14892939,-1.17754629
-5.78389195,2.10878418,-1.73100175,0.81973168,-0.99993093,0.83989755,-0.42802845,0.00242192,-0.00021004,0.10616714,-0.03147353,0.02646795,-0.00514177,1.14307555,-1.14489285
-5.77788894,2.10462971,-1.67480085,0.82225325,-0.96733363,0.84224517,-0.41512690,0.00258386,-0.00020052,0.10964991,-0.02880252,0.02569178,-0.00503461,1.13574140,-1.11071487
-5.77188594,2.09973143,-1.61714720,0.82505206,-0.93363167,0.84416421,-0.40133837,0.00273850,-0.00019088,0.11347605,-0.02636406,0.02483573,-0.00497771,1.12759301,-1.07528841
-5.76588294,2.09524882,-1.55851987,0.82861073,-0.89907471,0.84602354,-0.38681854,0.00288335,-0.00018114,0.11769620,-0.02415262,0.02391667,-0.00497019,1.11928993,-1.03895124
-5.75987994,2.09227566,-1.49947404,0.83338125,-0.86397436,0.84816717,-0.37174441,0.00301603,-0.00017130,0.12235265,-0.02216267,0.02295131,-0.00501055,1.11146201,-1.00209287
-5.75387694,2.09180298,-1.44062260,0.83976849,-0.82869372,0.85090263,-0.35630868,0.00313431,-0.00016139,0.12747761,-0.02038889,0.02195571,-0.00509671,1.10468851,-0.96514154
-5.74787394,2.09468817,-1.38261422,0.84811612,-0.79363420,0.85449155,-0.34071352,0.00323618,-0.00015143,0.13309179,-0.01882636,0.02094479,-0.00522602,1.09948034,-0.92854903
-5.74187094,2.10163104,-1.32610935,0.85869538,-0.75922059,0.85914293,-0.32516391,0.00331993,-0.00014148,0.13920351,-0.01747049,0.01993206,-0.00539523,1.09626605,-0.89277406
-5.73586793,2.11315790,-1.27175556,0.87169708,-0.72588498,0.86500934,-0.30986111,0.00338418,-0.00013158,0.14580831,-0.01631709,0.01892931,-0.00560056,1.09538193,-0.85826533
-5.72986493,2.12961383,-1.22016377,0.88722723,-0.69405053,0.87218591,-0.29499648,0.00342791,-0.00012178,0.15288915,-0.01536219,0.01794649,-0.00583769,1.09706658,-0.82544530
-5.72386193,2.15116312,-1.17188661,0.90530627,-0.66411597,0.88071221,-0.28074603,0.00345054,-0.00011214,0.16041712,-0.01460193,0.01699163,-0.00610182,1.10145975,-0.79469541
-5.71785893,2.17779751,-1.12740019,0.92587180,-0.63644137,0.89057665,-0.26726591,0.00345188,-0.00010273,0.16835274,-0.01403238,0.01607090,-0.00638779,1.10860537,-0.76634371
-5.71185593,2.20935131,-1.08709013,0.94878467,-0.61133602,0.90172311,-0.25468924,0.00343216,-0.00009359,0.17664777,-0.01364939,0.01518865,-0.00669014,1.11845826,-0.74065540
-5.70585293,2.24552243,-1.05124257,0.97383790,-0.58904875,0.91405935,-0.24312409,0.00339204,-0.00008480,0.18524742,-0.01344842,0.01434763,-0.00700325,1.13089404,-0.71782677
-5.69984992,2.28589801,-1.02004041,1.00076814,-0.56976112,0.92746663,-0.23265293,0.00333252,-0.00007640,0.19409290,-0.01342437,0.01354916,-0.00732155,1.14572149,-0.69798278
-5.69384692,2.32998303,-0.99356480,1.02926871,-0.55358352,0.94181015,-0.22333342,0.00325497,-0.00006844,0.20312436,-0.01357153,0.01279340,-0.00763967,1.16269665,-0.68117817
-5.68784392,2.37723053,-0.97180159,1.05900396,-0.54055432,0.95694943,-0.21520037,0.00316103,-0.00006097,0.21228375,-0.01388347,0.01207956,-0.00795269,1.18153776,-0.66740197
-5.68184092,2.42707169,-0.95465209,1.08962387,-0.53064187,0.97274847,-0.20826870,0.00305258,-0.00005401,0.22151787,-0.01435302,0.01140620,-0.00825630,1.20194026,-0.65658494
-5.67583792,2.47894436,-0.94194728,1.12077837,-0.52374894,0.98908481,-0.20253733,0.00293167,-0.00004759,0.23078122,-0.01497227,0.01077143,-0.00854711,1.22359116,-0.64860943
-5.66983492,2.53231866,-0.93346463,1.15213070,-0.51971949,1.00585726,-0.19799338,0.00280046,-0.00004173,0.24003858,-0.01573265,0.01017315,-0.00882280,1.24618190,-0.64332089
-5.66383192,2.58671838,-0.92894614,1.18336904,-0.51834705,1.02299187,-0.19461672,0.00266115,-0.00003643,0.24926725,-0.01662499,0.00960925,-0.00908233,1.26941930,-0.64054037
-5.65782891,2.64173745,-0.92811666,1.21421617,-0.51938440,1.04044587,-0.19238439,0.00251594,-0.00003171,0.25845874,-0.01763966,0.00907773,-0.00932612,1.29303402,-0.64007708
-5.65182591,2.69705074,-0.93070132,1.24443649,-0.52255389,1.05820941,-0.19127457,0.00236697,-0.00002755,0.26761996,-0.01876666,0.00857686,-0.00955614,1.31678632,-0.64174041
-5.64582291,2.75241902,-0.93644091,1.27384048,-0.52755805,1.07630512,-0.19126994,0.00221626,-0.00002395,0.27677368,-0.01999579,0.00810524,-0.00977599,1.34046908,-0.64535055
-5.63981991,2.80768811,-0.94510451,1.30228627,-0.53408981,1.09478558,-0.19236018,0.00206569,-0.00002091,0.28595835,-0.02131680,0.00766185,-0.00999087,1.36390796,-0.65074724
-5.63381691,2.86278275,-0.95649854,1.32967868,-0.54184209,1.11372891,-0.19454340,0.00191696,-0.00001841,0.29522723,-0.02271947,0.00724609,-0.01020751,1.38695925,-0.65779611
-5.62781391,2.91769597,-0.97047186,1.35596579,-0.55051640,1.13323282,-0.19782646,0.00177156,-0.00001645,0.30464691,-0.02419375,0.00685777,-0.01043402,1.40950557,-0.66639231
-5.62181091,2.97247481,-0.98691666,1.38113367,-0.55982997,1.15340761,-0.20222415,0.00163079,-0.00001503,0.31429518,-0.02572980,0.00649706,-0.01067968,1.43145008,-0.67646135
-5.61580790,3.02720394,-1.00576528,1.40519954,-0.56952157,1.17436847,-0.20775721,0.00149573,-0.00001414,0.32425857,-0.02731807,0.00616448,-0.01095461,1.45270983,-0.68795712
-5.60980490,3.08198827,-1.02698322,1.42820426,-0.57935566,1.19622781,-0.21444946,0.00136722,-0.00001380,0.33462943,-0.02894921,0.00586084,-0.01126943,1.47320893,-0.70085745
-5.60380190,3.13693609,-1.05055892,1.45020448,-0.58912501,1.21908801,-0.22232406,0.00124594,-0.00001404,0.34550292,-0.03061407,0.00558719,-0.01163485,1.49287213,-0.71515739
-5.59779890,3.19214410,-1.07649107,1.47126531,-0.59865184,1.24303512,-0.23139918,0.00113234,-0.00001488,0.35697401,-0.03230356,0.00534473,-0.01206122,1.51161955,-0.73086093
-5.59179590,3.24768526,-1.10477437,1.49145383,-0.60778770,1.26813405,-0.24168347,0.00102673,-0.00001639,0.36913454,-0.03400852,0.00513480,-0.01255805,1.52936301,-0.74797166
-5.58579290,3.30360069,-1.13538472,1.51083411,-0.61641223,1.29442544,-0.25317145,0.00092924,-0.00001863,0.38207073,-0.03571953,0.00495881,-0.01313355,1.54600431,-0.76648305
-5.57978989,3.35989592,-1.16826508,1.52946387,-0.62443123,1.32192448,-0.26583930,0.00083987,-0.00002169,0.39586096,-0.03742676,0.00481815,-0.01379416,1.56143577,-0.78636922
-5.57378689,3.41654173,-1.20331279,1.54739296,-0.63177412,1.35062177,-0.27964123,0.00075852,-0.00002569,0.41057418,-0.03911976,0.00471419,-0.01454414,1.57554289,-0.80757665
-5.56778389,3.47347957,-1.24036959,1.56466372,-0.63839134,1.38048604,-0.29450684,0.00068500,-0.00003077,0.42626883,-0.04078730,0.00464821,-0.01538522,1.58820910,-0.83001777
-5.56178089,3.53063064,-1.27921498,1.58131291,-0.64425176,1.41146856,-0.31033956,0.00061903,-0.00003711,0.44299232,-0.04241727,0.00462139,-0.01631629,1.59932219,-0.85356668
-5.55577789,3.58790803,-1.31956372,1.59737493,-0.64934053,1.44350870,-0.32701643,0.00056029,-0.00004490,0.46078102,-0.04399658,0.00463470,-0.01733326,1.60878178,-0.87805764
-5.54977489,3.64523046,-1.36106764,1.61288580,-0.65365743,1.47654041,-0.34438944,0.00050841,-0.00005440,0.47966068,-0.04551122,0.00468892,-0.01842892,1.61650746,-0.90328644
-5.54377189,3.70253635,-1.40332215,1.62788754,-0.65721595,1.51049862,-0.36228810,0.00046301,-0.00006588,0.49964709,-0.04694635,0.00478459,-0.01959301,1.62244666,-0.92901465
-5.53776888,3.75979685,-1.44587697,1.64243215,-0.66004300,1.54532544,-0.38052361,0.00042368,-0.00007963,0.52074692,-0.04828648,0.00492193,-0.02081236,1.62658163,-0.95497680
-5.53176588,3.81702617,-1.48825083,1.65658489,-0.66217936,1.58097512,-0.39889415,0.00039003,-0.00009602,0.54295852,-0.04951580,0.00510086,-0.02207118,1.62893498,-0.98088988
-5.52576288,3.87428836,-1.52994918,1.67042619,-0.66368064,1.61741758,-0.41719114,0.00036165,-0.00011542,0.56627252,-0.05061854,0.00532089,-0.02335142,1.62957297,-1.00646482
-5.51975988,3.93169934,-1.57048406,1.68405204,-0.66461851,1.65463989,-0.43520623,0.00033815,-0.00013823,0.59067214,-0.05157948,0.00558113,-0.02463328,1.62860649,-1.03141916
-5.51375688,3.98942367,-1.60939482,1.69757261,-0.66508202,1.69264557,-0.45273854,0.00031916,-0.00016488,0.61613304,-0.05238442,0.00588023,-0.02589576,1.62618910,-1.05549017
-5.50775388,4.04766605,-1.64626847,1.71110896,-0.66517859,1.73145152,-0.46960178,0.00030431,-0.00019581,0.64262279,-0.05302080,0.00621637,-0.02711733,1.62251248,-1.07844747
-5.50175088,4.10665768,-1.68075827,1.72478821,-0.66503451,1.77108281,-0.48563093,0.00029326,-0.00023146,0.67009981,-0.05347826,0.00658723,-0.02827655,1.61779917,-1.10010439
-5.49574787,4.16663839,-1.71259931,1.73873736,-0.66479443,1.81156548,-0.50068783,0.00028569,-0.00027225,0.69851193,-0.05374915,0.00698997,-0.02935279,1.61229324,-1.12032714
-5.48974487,4.22783554,-1.74162007,1.75307615,-0.66461977,1.85291789,-0.51466562,0.00028129,-0.00031859,0.72779475,-0.05382905,0.00742124,-0.03032684,1.60624917,-1.13904119
-5.48374187,4.29044117,-1.76774888,1.76790975,-0.66468584,1.89514124,-0.52749150,0.00027978,-0.00037083,0.75786977,-0.05371716,0.00787724,-0.03118156,1.59991986,-1.15623425
-5.47773887,4.35458899,-1.79101490,1.78332164,-0.66517754,1.93820982,-0.53912779,0.00028089,-0.00042925,0.78864270,-0.05341660,0.00835372,-0.03190239,1.59354430,-1.17195552
-5.47173587,4.42033303,-1.81154339,1.79936739,-0.66628377,1.98206190,-0.54957104,0.00028438,-0.00049404,0.82000204,-0.05293456,0.00884604,-0.03247776,1.58733587,-1.18631120
-5.46573287,4.48762926,-1.82954533,1.81606994,-0.66819064,2.02659172,-0.55884938,0.00029001,-0.00056527,0.85181813,-0.05228228,0.00934928,-0.03289942,1.58147185,-1.19945643
-5.45972986,4.55632207,-1.84530207,1.83341677,-0.67107393,2.07164357,-0.56701806,0.00029758,-0.00064290,0.88394293,-0.05147500,0.00985834,-0.03316262,1.57608489,-1.21158404
-5.45372686,4.62613626,-1.85914598,1.85135929,-0.67509105,2.11700809,-0.57415375,0.00030690,-0.00072672,0.91621062,-0.05053161,0.01036800,-0.03326609,1.57125692,-1.22291087
-5.44772386,4.69667576,-1.87143821,1.86981456,-0.68037301,2.16242153,-0.58034756,0.00031781,-0.00081633,0.94843911,-0.04947428,0.01087314,-0.03321203,1.56701592,-1.23366251
-5.44172086,4.76742901,-1.88254508,1.88866946,-0.68701715,2.20756796,-0.58569768,0.00033015,-0.00091119,0.98043257,-0.04832798,0.01136876,-0.03300580,1.56333562,-1.24405743
-5.43571786,4.83778121,-1.89281473,1.90778682,-0.69508082,2.25208439,-0.59030168,0.00034381,-0.00101053,1.01198474,-0.04711986,0.01185025,-0.03265563,1.56013823,-1.25429165
-5.42971486,4.90703248,-1.90255557,1.92701345,-0.70457687,2.29556882,-0.59424940,0.00035868,-0.00111340,1.04288312,-0.04587865,0.01231342,-0.03217217,1.55729993,-1.26452498
-5.42371186,4.97442131,-1.91201797,1.94618921,-0.71547118,2.33759060,-0.59761654,0.00037468,-0.00121868,1.07291379,-0.04463400,0.01275470,-0.03156799,1.55465876,-1.27486986
-5.41770885,5.03915168,-1.92138066,1.96515685,-0.72768262,2.37770269,-0.60045974,0.00039175,-0.00132506,1.10186647,-0.04341587,0.01317122,-0.03085705,1.55202444,-1.28538350
