energy_ev,total_up,As_p_up,As_d_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up
-5.79589795,0.95230332,0.10404074,0.00000000,0.21915638,0.13522249,0.02961435,0.47967978
-5.78989495,0.99899447,0.10934671,0.00000000,0.22858960,0.14381291,0.03082024,0.50430941
-5.78389195,1.04497846,0.11484481,0.00000000,0.23754883,0.15255310,0.03192676,0.52820000
-5.77788894,1.09023601,0.12052192,0.00000000,0.24602292,0.16145778,0.03292676,0.55135296
-5.77188594,1.13479660,0.12635423,0.00000000,0.25402004,0.17054912,0.03381579,0.57382271
-5.76588294,1.17873394,0.13230645,0.00000000,0.26156716,0.17985533,0.03459233,0.59571486
-5.75987994,1.22215862,0.13833157,0.00000000,0.26870854,0.18940860,0.03525777,0.61718172
-5.75387694,1.26520814,0.14437111,0.00000000,0.27550323,0.19924248,0.03581635,0.63841476
-5.74787394,1.30803467,0.15035593,0.00000000,0.28202182,0.20938878,0.03627494,0.65963466
-5.74187094,1.35079117,0.15620766,0.00000000,0.28834238,0.21987420,0.03664272,0.68107893
-5.73586793,1.39361636,0.16184060,0.00000000,0.29454593,0.23071672,0.03693079,0.70298795
-5.72986493,1.43661944,0.16716408,0.00000000,0.30071151,0.24192207,0.03715167,0.72558995
-5.72386193,1.47986542,0.17208525,0.00000000,0.30691122,0.25348043,0.03731878,0.74908569
-5.71785893,1.52336178,0.17651206,0.00000000,0.31320552,0.26536360,0.03744584,0.77363367
-5.71185593,1.56704744,0.18035648,0.00000000,0.31963882,0.27752279,0.03754631,0.79933675
-5.70585293,1.61078471,0.18353762,0.00000000,0.32623598,0.28988726,0.03763284,0.82623079
-5.69984992,1.65435478,0.18598483,0.00000000,0.33299956,0.30236390,0.03771678,0.85427613
-5.69384692,1.69745729,0.18764045,0.00000000,0.33990825,0.31483793,0.03780774,0.88335228
-5.68784392,1.73971402,0.18846225,0.00000000,0.34691647,0.32717457,0.03791328,0.91325633
-5.68184092,1.78067691,0.18842542,0.00000000,0.35395517,0.33922190,0.03803866,0.94370513
-5.67583792,1.81983995,0.18752391,0.00000000,0.36093390,0.35081458,0.03818676,0.97434121
-5.66983492,1.85665459,0.18577134,0.00000000,0.36774395,0.36177848,0.03835806,1.00474219
-5.66383192,1.89054800,0.18320114,0.00000000,0.37426248,0.37193589,0.03855080,1.03443333
-5.65782891,1.92094331,0.17986617,0.00000000,0.38035746,0.38111115,0.03876122,1.06290239
-5.65182591,1.94728099,0.17583780,0.00000000,0.38589299,0.38913646,0.03898392,1.08961642
-5.64582291,1.96904037,0.17120439,0.00000000,0.39073508,0.39585754,0.03921228,1.11403941
-5.63981991,1.98576020,0.16606940,0.00000000,0.39475722,0.40113889,0.03943903,1.13565010
-5.63381691,1.99705768,0.16054911,0.00000000,0.39784581,0.40486853,0.03965677,1.15395919
-5.62781391,2.00264479,0.15477019,0.00000000,0.39990504,0.40696181,0.03985866,1.16852520
-5.62181091,2.00234158,0.14886698,0.00000000,0.40086100,0.40736439,0.04003907,1.17896834
-5.61580790,1.99608587,0.14297888,0.00000000,0.40066501,0.40605404,0.04019419,1.18498194
-5.60980490,1.98393904,0.13724768,0.00000000,0.39929589,0.40304143,0.04032278,1.18634112
-5.60380190,1.96608803,0.13181511,0.00000000,0.39676131,0.39836976,0.04042680,1.18290848
-5.59779890,1.94284354,0.12682053,0.00000000,0.39309804,0.39211341,0.04051200,1.17463684
-5.59179590,1.91463479,0.12239893,0.00000000,0.38837125,0.38437573,0.04058856,1.16156918
-5.58579290,1.88200123,0.11867919,0.00000000,0.38267299,0.37528598,0.04067158,1.14383582
-5.57978989,1.84558168,0.11578269,0.00000000,0.37611985,0.36499577,0.04078156,1.12164949
-5.57378689,1.80610154,0.11382219,0.00000000,0.36885004,0.35367506,0.04094473,1.09529831
-5.56778389,1.76435841,0.11290105,0.00000000,0.36101999,0.34150798,0.04119333,1.06513734
-5.56178089,1.72120682,0.11311269,0.00000000,0.35280059,0.32868854,0.04156574,1.03157903
-5.55577789,1.67754239,0.11454030,0.00000000,0.34437331,0.31541654,0.04210641,0.99508285
-5.54977489,1.63428577,0.11725672,0.00000000,0.33592613,0.30189353,0.04286565,0.95614460
-5.54377189,1.59236668,0.12132442,0.00000000,0.32764955,0.28831930,0.04389922,0.91528559
-5.53776888,1.55270814,0.12679556,0.00000000,0.31973268,0.27488847,0.04526765,0.87304191
-5.53176588,1.51621104,0.13371198,0.00000000,0.31235943,0.26178770,0.04703533,0.82995409
-5.52576288,1.48373900,0.14210516,0.00000000,0.30570488,0.24919306,0.04926933,0.78655713
-5.51975988,1.45610364,0.15199600,0.00000000,0.29993186,0.23726795,0.05203797,0.74337121
-5.51375688,1.43405009,0.16339444,0.00000000,0.29518770,0.22616115,0.05540905,0.70089295
-5.50775388,1.41824286,0.17629873,0.00000000,0.29160119,0.21600531,0.05944795,0.65958741
-5.50175088,1.40925205,0.19069459,0.00000000,0.28927978,0.20691555,0.06421543,0.61988097
-5.49574787,1.40754015,0.20655400,0.00000000,0.28830703,0.19898827,0.06976526,0.58215498
-5.48974487,1.41344940,0.22383377,0.00000000,0.28874029,0.19230022,0.07614185,0.54674038
-5.48374187,1.42719026,0.24247388,0.00000000,0.29060878,0.18690761,0.08337779,0.51391340
-5.47773887,1.44883124,0.26239580,0.00000000,0.29391196,0.18284547,0.09149149,0.48389237
-5.47173587,1.47829049,0.28350062,0.00000000,0.29861844,0.18012717,0.10048505,0.45683563
-5.46573287,1.51532983,0.30566744,0.00000000,0.30466533,0.17874419,0.11034241,0.43284092
-5.45972986,1.55955159,0.32875191,0.00000000,0.31195823,0.17866612,0.12102796,0.41194592
-5.45372686,1.61039887,0.35258523,0.00000000,0.32037195,0.17984108,0.13248566,0.39413025
-5.44772386,1.66715971,0.37697362,0.00000000,0.32975188,0.18219646,0.14463880,0.37931882
-5.44172086,1.72897543,0.40169868,0.00000000,0.33991620,0.18564017,0.15739046,0.36738643
-5.43571786,1.79485356,0.42651842,0.00000000,0.35065889,0.19006228,0.17062474,0.35816357
-5.42971486,1.86368531,0.45116941,0.00000000,0.36175362,0.19533727,0.18420875,0.35144339
-5.42371186,1.93426748,0.47536985,0.00000000,0.37295827,0.20132676,0.19799529,0.34698932
-5.41770885,2.00532853,0.49882383,0.00000000,0.38402031,0.20788265,0.21182627,0.34454359
-5.41170585,2.07555818,0.52122651,0.00000000,0.39468262,0.21485085,0.22553668,0.34383590
-5.40570285,2.14363982,0.54227024,0.00000000,0.40468988,0.22207520,0.23895895,0.34459232
-5.39969985,2.20828467,0.56165153,0.00000000,0.41379510,0.22940180,0.25192758,0.34654403
-5.39369685,2.26826667,0.57907852,0.00000000,0.42176633,0.23668331,0.26428381,0.34943547
-5.38769385,2.32245674,0.59427873,0.00000000,0.42839305,0.24378334,0.27588018,0.35303191
-5.38169085,2.36985517,0.60700688,0.00000000,0.43349237,0.25058064,0.28658464,0.35712592
-5.37568784,2.40962087,0.61705236,0.00000000,0.43691439,0.25697287,0.29628417,0.36154276
-5.36968484,2.44109630,0.62424605,0.00000000,0.43854692,0.26287998,0.30488759,0.36614440
-5.36368184,2.46382691,0.62846618,0.00000000,0.43831912,0.26824681,0.31232758,0.37083220
-5.35767884,2.47757450,0.62964302,0.00000000,0.43620393,0.27304503,0.31856169,0.37554805
-5.35167584,2.48232372,0.62776200,0.00000000,0.43221936,0.27727413,0.32357237,0.38027422
-5.34567284,2.47828157,0.62286531,0.00000000,0.42642835,0.28096151,0.32736601,0.38503173
-5.33966983,2.46586988,0.61505170,0.00000000,0.41893744,0.28416157,0.32997120,0.38987769
-5.33366683,2.44571125,0.60447454,0.00000000,0.40989405,0.28695393,0.33143606,0.39490147
-5.32766383,2.41860900,0.59133823,0.00000000,0.39948272,0.28944067,0.33182517,0.40022016
-5.32166083,2.38552203,0.57589306,0.00000000,0.38792027,0.29174285,0.33121600,0.40597337
-5.31565783,2.34753578,0.55842867,0.00000000,0.37545017,0.29399634,0.32969523,0.41231773
-5.30965483,2.30583050,0.53926652,0.00000000,0.36233628,0.29634717,0.32735515,0.41942123
-5.30365183,2.26164806,0.51875156,0.00000000,0.34885622,0.29894648,0.32429033,0.42745760
-5.29764882,2.21625870,0.49724338,0.00000000,0.33529455,0.30194549,0.32059474,0.43660106
-5.29164582,2.17092879,0.47510739,0.00000000,0.32193608,0.30549035,0.31635943,0.44702135
-5.28564282,2.12689089,0.45270605,0.00000000,0.30905937,0.30971739,0.31167102,0.45887932
-5.27963982,2.08531670,0.43039068,0.00000000,0.29693076,0.31474870,0.30661075,0.47232321
-5.27363682,2.04729397,0.40849403,0.00000000,0.28579895,0.32068841,0.30125440,0.48748538
-5.26763382,2.01380742,0.38732372,0.00000000,0.27589031,0.32761956,0.29567277,0.50447981
-5.26163082,1.98572421,0.36715686,0.00000000,0.26740502,0.33560188,0.28993270,0.52340017
-5.25562781,1.96378382,0.34823585,0.00000000,0.26051403,0.34467044,0.28409853,0.54431844
-5.24962481,1.94859222,0.33076534,0.00000000,0.25535682,0.35483523,0.27823378,0.56728405
-5.24362181,1.94061990,0.31491047,0.00000000,0.25204007,0.36608156,0.27240287,0.59232348
-5.23761881,1.94020349,0.30079623,0.00000000,0.25063709,0.37837145,0.26667274,0.61944022
-5.23161581,1.94755025,0.28850785,0.00000000,0.25118794,0.39164569,0.26111428,0.64861507
-5.22561281,1.96274495,0.27809219,0.00000000,0.25370024,0.40582663,0.25580327,0.67980667
-5.21960980,1.98575862,0.26955981,0.00000000,0.25815059,0.42082144,0.25082097,0.71295230
-5.21360680,2.01645844,0.26288778,0.00000000,0.26448642,0.43652582,0.24625408,0.74796879
-5.20760380,2.05461847,0.25802291,0.00000000,0.27262829,0.45282781,0.24219426,0.78475359
-5.20160080,2.09993059,0.25488540,0.00000000,0.28247257,0.46961169,0.23873703,0.82318590
-5.19559780,2.15201536,0.25337262,0.00000000,0.29389429,0.48676164,0.23598022,0.86312793
-5.18959480,2.21043237,0.25336309,0.00000000,0.30675031,0.50416516,0.23402206,0.90442604
-5.18359180,2.27469001,0.25472039,0.00000000,0.32088248,0.52171595,0.23295880,0.94691202
-5.17758879,2.34425417,0.25729705,0.00000000,0.33612104,0.53931617,0.23288224,0.99040420
-5.17158579,2.41855605,0.26093827,0.00000000,0.35228787,0.55687808,0.23387697,1.03470853
-5.16558279,2.49699871,0.26548540,0.00000000,0.36919978,0.57432487,0.23601763,1.07961953
-5.15957979,2.57896261,0.27077927,0.00000000,0.38667168,0.59159075,0.23936614,1.12492114
-5.15357679,2.66380993,0.27666314,0.00000000,0.40451959,0.60862035,0.24396903,1.17038745
-5.14757379,2.75088794,0.28298543,0.00000000,0.42256345,0.62536749,0.24985488,1.21578333
-5.14157079,2.83953156,0.28960212,0.00000000,0.44062968,0.64179336,0.25703202,1.26086502
-5.13556778,2.92906518,0.29637875,0.00000000,0.45855343,0.65786442,0.26548641,1.30538078
-5.12956478,3.01880427,0.30319218,0.00000000,0.47618059,0.67355003,0.27517992,1.34907164
-5.12356178,3.10805688,0.30993199,0.00000000,0.49336941,0.68882019,0.28604893,1.39167239
-5.11755878,3.19612552,0.31650152,0.00000000,0.50999185,0.70364332,0.29800333,1.43291295
-5.11155578,3.28230975,0.32281866,0.00000000,0.52593455,0.71798462,0.31092616,1.47252017
-5.10555278,3.36590991,0.32881630,0.00000000,0.54109960,0.73180482,0.32467370,1.51022029
-5.09954977,3.44623220,0.33444257,0.00000000,0.55540494,0.74505971,0.33907630,1.54574201
-5.09354677,3.52259551,0.33966079,0.00000000,0.56878461,0.75770046,0.35393997,1.57882029
-5.08754377,3.59433999,0.34444933,0.00000000,0.58118874,0.76967465,0.36904869,1.60920079
-5.08154077,3.66083756,0.34880120,0.00000000,0.59258344,0.78092823,0.38416765,1.63664503
-5.07553777,3.72150397,0.35272358,0.00000000,0.60295047,0.79140807,0.39904725,1.66093593
-5.06953477,3.77581230,0.35623725,0.00000000,0.61228683,0.80106509,0.41342793,1.68188365
-5.06353177,3.82330723,0.35937591,0.00000000,0.62060424,0.80985783,0.42704575,1.69933147
-5.05752876,3.86361950,0.36218545,0.00000000,0.62792843,0.81775599,0.43963847,1.71316129
-5.05152576,3.89647967,0.36472309,0.00000000,0.63429830,0.82474397,0.45095217,1.72329853
-5.04552276,3.92173036,0.36705651,0.00000000,0.63976491,0.83082385,0.46074794,1.72971599
-5.03951976,3.93933591,0.36926271,0.00000000,0.64439015,0.83601770,0.46880855,1.73243637
-5.03351676,3.94938871,0.37142680,0.00000000,0.64824529,0.84036895,0.47494480,1.73153314
-5.02751376,3.95211121,0.37364052,0.00000000,0.65140906,0.84394251,0.47900121,1.72712957
-5.02151076,3.94785314,0.37600052,0.00000000,0.65396556,0.84682362,0.48086083,1.71939580
-5.01550775,3.93708347,0.37860628,0.00000000,0.65600175,0.84911534,0.48044892,1.70854386
-5.00950475,3.92037703,0.38155786,0.00000000,0.65760479,0.85093459,0.47773528,1.69482086
-5.00350175,3.89839602,0.38495318,0.00000000,0.65885907,0.85240705,0.47273512,1.67850050
-4.99749875,3.87186701,0.38888515,0.00000000,0.65984317,0.85366091,0.46550847,1.65987332
-4.99149575,3.84155430,0.39343856,0.00000000,0.66062687,0.85482003,0.45615796,1.63923602
-4.98549275,3.80823088,0.39868687,0.00000000,0.66126826,0.85599653,0.44482528,1.61688062
-4.97948974,3.77264834,0.40468899,0.00000000,0.66181123,0.85728359,0.43168638,1.59308368
-4.97348674,3.73550733,0.41148631,0.00000000,0.66228340,0.85874860,0.41694559,1.56809653
-4.96748374,3.69743022,0.41910001,0.00000000,0.66269475,0.86042726,0.40082910,1.54213681
-4.96148074,3.65893746,0.42752886,0.00000000,0.66303700,0.86231897,0.38357791,1.51538187
-4.95547774,3.62042903,0.43674780,0.00000000,0.66328389,0.86438397,0.36544075,1.48796453
-4.94947474,3.58217220,0.44670723,0.00000000,0.66339244,0.86654224,0.34666717,1.45997128
-4.94347174,3.54429630,0.45733335,0.00000000,0.66330512,0.86867471,0.32750112,1.43144314
-4.93746873,3.50679502,0.46852943,0.00000000,0.66295300,0.87062646,0.30817534,1.40237922
-4.93146573,3.46953607,0.48017820,0.00000000,0.66225963,0.87221207,0.28890660,1.37274252
-4.92546273,3.43227789,0.49214520,0.00000000,0.66114568,0.87322284,0.26989212,1.34246804
-4.91945973,3.39469247,0.50428309,0.00000000,0.65953390,0.87343561,0.25130703,1.31147232
-4.91345673,3.35639304,0.51643675,0.00000000,0.65735441,0.87262271,0.23330306,1.27966421
-4.90745373,3.31696515,0.52844891,0.00000000,0.65454984,0.87056266,0.21600828,1.24695604
-4.90145073,3.27599956,0.54016623,0.00000000,0.65108027,0.86705102,0.19952786,1.21327479
-4.89544772,3.23312495,0.55144535,0.00000000,0.64692747,0.86191086,0.18394561,1.17857233
-4.88944472,3.18803894,0.56215891,0.00000000,0.64209849,0.85500236,0.16932629,1.14283457
-4.88344172,3.14053565,0.57220100,0.00000000,0.63662822,0.84623103,0.15571831,1.10608873
-4.87743872,3.09052855,0.58149199,0.00000000,0.63058083,0.83555420,0.14315677,1.06840854
-4.87143572,3.03806738,0.58998239,0.00000000,0.62405010,0.82298530,0.13166663,1.02991710
-4.86543272,2.98334846,0.59765566,0.00000000,0.61715853,0.80859602,0.12126578,0.99078718
-4.85942971,2.92671794,0.60452977,0.00000000,0.61005539,0.79251593,0.11196791,0.95123924
-4.85342671,2.86866814,0.61065745,0.00000000,0.60291362,0.77492986,0.10378512,0.91153698
-4.84742371,2.80982702,0.61612521,0.00000000,0.59592595,0.75607300,0.09673003,0.87198097
-4.84142071,2.75094171,0.62105100,0.00000000,0.58930027,0.73622410,0.09081743,0.83290051
-4.83541771,2.69285682,0.62558076,0.00000000,0.58325447,0.71569699,0.08606546,0.79464417
-4.82941471,2.63648860,0.62988391,0.00000000,0.57801096,0.69483081,0.08249613,0.75756952
-4.82341171,2.58279612,0.63414796,0.00000000,0.57379109,0.67397950,0.08013537,0.72203236
-4.81740870,2.53275081,0.63857250,0.00000000,0.57080954,0.65350077,0.07901248,0.68837601
-4.81140570,2.48730534,0.64336264,0.00000000,0.56926898,0.63374515,0.07915916,0.65692100
-4.80540270,2.44736310,0.64872228,0.00000000,0.56935500,0.61504543,0.08060792,0.62795551
-4.79939970,2.41374929,0.65484731,0.00000000,0.57123150,0.59770693,0.08339020,0.60172694
-4.79339670,2.38718444,0.66191906,0.00000000,0.57503653,0.58199872,0.08753411,0.57843473
-4.78739370,2.36826120,0.67009804,0.00000000,0.58087874,0.56814632,0.09306180,0.55822478
-4.78139070,2.35742482,0.67951841,0.00000000,0.58883437,0.55632581,0.09998682,0.54118535
-4.77538769,2.35495800,0.69028305,0.00000000,0.59894495,0.54665959,0.10831117,0.52734475
-4.76938469,2.36097025,0.70245966,0.00000000,0.61121561,0.53921389,0.11802259,0.51667065
-4.76338169,2.37539207,0.71607787,0.00000000,0.62561413,0.53399790,0.12909180,0.50907112
-4.75737869,2.39797403,0.73112745,0.00000000,0.64207073,0.53096473,0.14147014,0.50439714
-4.75137569,2.42829065,0.74755775,0.00000000,0.66047863,0.53001379,0.15508753,0.50244674
-4.74537269,2.46574920,0.76527842,0.00000000,0.68069544,0.53099484,0.16985096,0.50297038
-4.73936968,2.50960283,0.78416121,0.00000000,0.70254529,0.53371322,0.18564358,0.50567760
-4.73336668,2.55896804,0.80404307,0.00000000,0.72582180,0.53793633,0.20232456,0.51024467
-4.72736368,2.61284574,0.82473021,0.00000000,0.75029186,0.54340098,0.21972966,0.51632302
-4.72136068,2.67014543,0.84600300,0.00000000,0.77569994,0.54982150,0.23767270,0.52354829
-4.71535768,2.72971166,0.86762165,0.00000000,0.80177309,0.55689817,0.25594783,0.53154962
-4.70935468,2.79035196,0.88933222,0.00000000,0.82822623,0.56432589,0.27433265,0.53995904
-4.70335168,2.85086526,0.91087283,0.00000000,0.85476769,0.57180266,0.29259201,0.54842054
-4.69734867,2.91006982,0.93197973,0.00000000,0.88110464,0.57903767,0.31048255,0.55659863
-4.69134567,2.96682954,0.95239305,0.00000000,0.90694836,0.58575861,0.32775769,0.56418602
-4.68534267,3.02007784,0.97186178,0.00000000,0.93201890,0.59171811,0.34417300,0.57091023
-4.67933967,3.06883819,0.99014808,0.00000000,0.95604914,0.59669901,0.35949173,0.57653884
-4.67333667,3.11224060,1.00703046,0.00000000,0.97878791,0.60051828,0.37349030,0.58088331
-4.66733367,3.14953362,1.02230607,0.00000000,1.00000224,0.60302962,0.38596365,0.58380111
-4.66133067,3.18009177,1.03579186,0.00000000,1.01947859,0.60412454,0.39673009,0.58519629
-4.65532766,3.20341845,1.04732491,0.00000000,1.03702317,0.60373223,0.40563569,0.58501848
-4.64932466,3.21914466,1.05676204,0.00000000,1.05246158,0.60181807,0.41255783,0.58326034
-4.64332166,3.22702437,1.06397891,0.00000000,1.06563777,0.59838121,0.41740805,0.57995395
-4.63731866,3.22692724,1.06886902,0.00000000,1.07641290,0.59345130,0.42013393,0.57516601
-4.63131566,3.21882989,1.07134283,0.00000000,1.08466408,0.58708481,0.42072008,0.56899258
-4.62531266,3.20280660,1.07132736,0.00000000,1.09028360,0.57936103,0.41918811,0.56155336
-4.61930965,3.17902071,1.06876650,0.00000000,1.09317883,0.57037831,0.41559578,0.55298611
-4.61330665,3.14771752,1.06362233,0.00000000,1.09327294,0.56025064,0.41003527,0.54344132
-4.60730365,3.10921943,1.05587746,0.00000000,1.09050681,0.54910474,0.40263065,0.53307760
-4.60130065,3.06392384,1.04553843,0.00000000,1.08484206,0.53707804,0.39353473,0.52205792
-4.59529765,3.01230392,1.03264011,0.00000000,1.07626523,0.52431745,0.38292540,0.51054682
-4.58929465,2.95491203,1.01725084,0.00000000,1.06479285,0.51097897,0.37100146,0.49870874
-4.58329165,2.89238532,0.99947794,0.00000000,1.05047725,0.49722813,0.35797822,0.48670741
-4.57728864,2.82545267,0.97947333,0.00000000,1.03341266,0.48324100,0.34408295,0.47470620
-4.57128564,2.75494193,0.95743857,0.00000000,1.01374107,0.46920570,0.32955024,0.46286922
-4.56528264,2.68178634,0.93362905,0.00000000,0.99165755,0.45532400,0.31461742,0.45136304
-4.55927964,2.60702884,0.90835666,0.00000000,0.96741434,0.44181285,0.29952016,0.44035870
-4.55327664,2.53182320,0.88199065,0.00000000,0.94132328,0.42890553,0.28448831,0.43003370
-4.54727364,2.45743078,0.85495625,0.00000000,0.91375622,0.41685207,0.26974212,0.42057376
-4.54127064,2.38521239,0.82773082,0.00000000,0.88514302,0.40591882,0.25548885,0.41217413
-4.53526763,2.31661444,0.80083744,0.00000000,0.85596698,0.39638698,0.24191979,0.40504005
-4.52926463,2.25314953,0.77483588,0.00000000,0.82675760,0.38854989,0.22920794,0.39938646
-4.52326163,2.19637145,0.75031135,0.00000000,0.79808088,0.38270915,0.21750614,0.39543664
-4.51725863,2.14784531,0.72786100,0.00000000,0.77052718,0.37916956,0.20694582,0.39341988
-4.51125563,2.10911355,0.70807903,0.00000000,0.74469728,0.37823302,0.19763631,0.39356813
-4.50525263,2.08165910,0.69154055,0.00000000,0.72118686,0.38019157,0.18966475,0.39611173
-4.49924962,2.06686695,0.67878518,0.00000000,0.70057023,0.38531983,0.18309645,0.40127435
-4.49324662,2.06598564,0.67030079,0.00000000,0.68338377,0.39386709,0.17797576,0.40926730
-4.48724362,2.08009024,0.66650821,0.00000000,0.67010985,0.40604946,0.17432728,0.42028338
-4.48124062,2.11004823,0.66774757,0.00000000,0.66116181,0.42204230,0.17215738,0.43449047
-4.47523762,2.15648979,0.67426680,0.00000000,0.65687082,0.44197333,0.17145586,0.45202512
-4.46923462,2.21978355,0.68621281,0.00000000,0.65747485,0.46591676,0.17219765,0.47298632
-4.46323162,2.30001895,0.70362589,0.00000000,0.66311059,0.49388862,0.17434449,0.49742956
-4.45722861,2.39699591,0.72643741,0.00000000,0.67380838,0.52584361,0.17784638,0.52536155
-4.45122561,2.51022215,0.75447111,0.00000000,0.68949051,0.56167358,0.18264286,0.55673563
-4.44522261,2.63891851,0.78744783,0.00000000,0.70997302,0.60120779,0.18866388,0.59144809
-4.43921961,2.78203196,0.82499366,0.00000000,0.73497074,0.64421501,0.19583043,0.62933564
-4.43321661,2.93825603,0.86665101,0.00000000,0.76410568,0.69040729,0.20405468,0.67017397
-4.42721361,3.10605791,0.91189233,0.00000000,0.79691815,0.73944553,0.21323999,0.71367782
-4.42121061,3.28371149,0.96013581,0.00000000,0.83288044,0.79094649,0.22328057,0.75950235
-4.41520760,3.46933513,1.01076246,0.00000000,0.87141230,0.84449106,0.23406107,0.80724626
-4.40920460,3.66093312,1.06313386,0.00000000,0.91189783,0.89963360,0.24545620,0.85645634
-4.40320160,3.85643947,1.11660997,0.00000000,0.95370297,0.95591191,0.25733048,0.90663384
-4.39719860,4.05376268,1.17056602,0.00000000,0.99619303,1.01285757,0.26953833,0.95724233
-4.39119560,4.25083025,1.22440820,0.00000000,1.03874951,1.07000625,0.28192462,1.00771718
-4.38519260,4.44563138,1.27758716,0.00000000,1.08078567,1.12690764,0.29432574,1.05747635
-4.37918959,4.63625680,1.32960915,0.00000000,1.12176024,1.18313457,0.30657138,1.10593242
-4.37318659,4.82093441,1.38004420,0.00000000,1.16118879,1.23829112,0.31848691,1.15250536
-4.36718359,4.99805973,1.42853121,0.00000000,1.19865242,1.29201930,0.32989652,1.19663587
-4.36118059,5.16622025,1.47477985,0.00000000,1.23380344,1.34400408,0.34062682,1.23779872
-4.35517759,5.32421292,1.51856923,0.00000000,1.26636806,1.39397668,0.35051100,1.27551568
-4.34917459,5.47105438,1.55974371,0.00000000,1.29614598,1.44171577,0.35939320,1.30936749
-4.34317159,5.60598365,1.59820592,0.00000000,1.32300705,1.48704678,0.36713295,1.33900432
-4.33716858,5.72845716,1.63390769,0.00000000,1.34688536,1.52983923,0.37360947,1.36415438
-4.33116558,5.83813666,1.66683924,0.00000000,1.36777103,1.57000218,0.37872545,1.38463007
-4.32516258,5.93487029,1.69701720,0.00000000,1.38570030,1.60747814,0.38241026,1.40033146
-4.31915958,6.01866796,1.72447229,0.00000000,1.40074434,1.64223555,0.38462223,1.41124677
-4.31315658,6.08967189,1.74923702,0.00000000,1.41299754,1.67426040,0.38534992,1.41744980
-4.30715358,6.14812395,1.77133434,0.00000000,1.42256572,1.70354726,0.38461219,1.41909445
