energy_ev,total_up,P_s_up,P_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.25562781,4.76089764,0.01188154,0.50251176,4.82738583,2.80585760,0.01217679,1.10747828
-5.24962481,4.66048421,0.01173297,0.48155413,4.64158106,2.76432864,0.01169391,1.08818609
-5.24362181,4.55218081,0.01155617,0.45939687,4.44400525,2.71867921,0.01116008,1.06734167
-5.23761881,4.43757324,0.01135844,0.43625571,4.23751553,2.66960420,0.01058384,1.04533320
-5.23161581,4.31845222,0.01114875,0.41237747,4.02523426,2.61791197,0.00997458,1.02258295
-5.22561281,4.19675016,0.01093747,0.38803300,3.81046623,2.56449077,0.00934221,0.99953212
-5.21960980,4.07447631,0.01073604,0.36350917,3.59661003,2.51027508,0.00869691,0.97662576
-5.21360680,3.95365362,0.01055663,0.33910060,3.38706711,2.45621347,0.00804884,0.95429847
-5.20760380,3.83626017,0.01041172,0.31510126,3.18515223,2.40323993,0.00740787,0.93296158
-5.20160080,3.72417747,0.01031374,0.29179644,2.99400837,2.35224952,0.00678339,0.91299210
-5.19559780,3.61914737,0.01027466,0.26945545,2.81652909,2.30407947,0.00618410,0.89472394
-5.18959480,3.52273862,0.01030561,0.24832509,2.65529052,2.25949583,0.00561792,0.87844143
-5.18359180,3.43632314,0.01041651,0.22862438,2.51249481,2.21918560,0.00509184,0.86437515
-5.17758879,3.36106173,0.01061573,0.21054036,2.38992609,2.18375381,0.00461189,0.85270000
-5.17158579,3.29789823,0.01090980,0.19422532,2.28891938,2.15372457,0.00418316,0.84353510
-5.16558279,3.24756043,0.01130317,0.17979512,2.21034261,2.12954503,0.00380980,0.83694528
-5.15957979,3.21056638,0.01179799,0.16732883,2.15459117,2.11159090,0.00349506,0.83294373
-5.15357679,3.18723393,0.01239399,0.15686934,2.12159419,2.10017222,0.00324137,0.83149545
-5.14757379,3.17769194,0.01308841,0.14842490,2.11083152,2.09553825,0.00305042,0.83252098
-5.14157079,3.18189147,0.01387601,0.14197137,2.12136019,2.09788041,0.00292325,0.83590032
-5.13556778,3.19961578,0.01474909,0.13745509,2.15184890,2.10733256,0.00286030,0.84147665
-5.12956478,3.23048818,0.01569765,0.13479600,2.20061927,2.12396813,0.00286147,0.84905977
-5.12356178,3.27397741,0.01670959,0.13389110,2.26569243,2.14779420,0.00292621,0.85842916
-5.11755878,3.32940040,0.01777093,0.13461787,2.34483965,2.17874260,0.00305349,0.86933678
-5.11155578,3.39592305,0.01886613,0.13683767,2.43563570,2.21665878,0.00324185,0.88150958
-5.10555278,3.47255948,0.01997842,0.14039900,2.53551370,2.26128928,0.00348933,0.89465205
-5.09954977,3.55817112,0.02109019,0.14514054,2.64182036,2.31226884,0.00379350,0.90844876
-5.09354677,3.65146643,0.02218337,0.15089392,2.75187044,2.36910830,0.00415136,0.92256733
-5.08754377,3.75100274,0.02323986,0.15748622,2.86299942,2.43118464,0.00455934,0.93666168
-5.08154077,3.85519137,0.02424192,0.16474227,2.97261341,2.49773427,0.00501315,0.95037603
-5.07553777,3.96230683,0.02517256,0.17248664,3.07823545,2.56785057,0.00550785,0.96334942
-5.06953477,4.07050135,0.02601592,0.18054552,3.17754736,2.64048672,0.00603771,0.97522092
-5.06353177,4.17782484,0.02675761,0.18874836,3.26842653,2.71446423,0.00659623,0.98563547
-5.05752876,4.28225091,0.02738498,0.19692953,3.34897720,2.78848777,0.00717617,0.99425020
-5.05152576,4.38170859,0.02788740,0.20492980,3.41755569,2.86116599,0.00776955,1.00074111
-5.04552276,4.47411936,0.02825642,0.21259790,3.47278963,2.93103836,0.00836776,1.00480988
-5.03951976,4.55743882,0.02848590,0.21979205,3.51359097,2.99660711,0.00896164,1.00619063
-5.03351676,4.62970162,0.02857212,0.22638148,3.53916290,3.05637356,0.00954164,1.00465633
-5.02751376,4.68906855,0.02851377,0.23224804,3.54900114,3.10887747,0.01009803,1.00002467
-5.02151076,4.73387401,0.02831192,0.23728774,3.54288965,3.15273817,0.01062108,0.99216315
-5.01550775,4.76267219,0.02796995,0.24141224,3.52089153,3.18669573,0.01110129,0.98099313
-5.00950475,4.77428008,0.02749338,0.24455030,3.48333537,3.20965069,0.01152965,0.96649275
-5.00350175,4.76781564,0.02688973,0.24664903,3.43079776,3.22070061,0.01189789,0.94869853
-4.99749875,4.74272925,0.02616829,0.24767487,3.36408243,3.21917190,0.01219874,0.92770549
-4.99149575,4.69882705,0.02533989,0.24761433,3.28419649,3.20464548,0.01242610,0.90366590
-4.98549275,4.63628493,0.02441664,0.24647431,3.19232443,3.17697515,0.01257528,0.87678654
-4.97948974,4.55565214,0.02341165,0.24428196,3.08980022,3.13629765,0.01264315,0.84732452
-4.97348674,4.45784421,0.02233876,0.24108412,2.97807801,3.08303399,0.01262823,0.81558189
-4.96748374,4.34412499,0.02121221,0.23694620,2.85870198,3.01788177,0.01253078,0.78189899
-4.96148074,4.21607828,0.02004641,0.23195058,2.73327560,2.94179875,0.01235275,0.74664696
-4.95547774,4.07556992,0.01885563,0.22619452,2.60343099,2.85597822,0.01209776,0.71021948
-4.94947474,3.92470159,0.01765377,0.21978766,2.47079871,2.76181727,0.01177100,0.67302397
-4.94347174,3.76575804,0.01645407,0.21284919,2.33697860,2.66087897,0.01137904,0.63547271
-4.93746873,3.60114969,0.01526896,0.20550469,2.20351208,2.55485033,0.01092962,0.59797400
-4.93146573,3.43335260,0.01410984,0.19788300,2.07185666,2.44549731,0.01043143,0.56092368
-4.92546273,3.26484829,0.01298694,0.19011286,1.94336300,2.33461905,0.00989387,0.52469725
-4.91945973,3.09806527,0.01190919,0.18231990,1.81925511,2.22400272,0.00932672,0.48964294
-4.91345673,2.93532460,0.01088419,0.17462366,1.70061418,2.11538084,0.00873989,0.45607576
-4.90745373,2.77879104,0.00991810,0.16713512,1.58836630,2.01039241,0.00814315,0.42427280
-4.90145073,2.63043148,0.00901570,0.15995452,1.48327449,1.91054909,0.00754589,0.39446981
-4.89544772,2.49198148,0.00818042,0.15316976,1.38593500,1.81720739,0.00695686,0.36685922
-4.88944472,2.36492084,0.00741436,0.14685533,1.29677804,1.73154727,0.00638403,0.34158934
-4.88344172,2.25045822,0.00671844,0.14107171,1.21607265,1.65455765,0.00583440,0.31876502
-4.87743872,2.14952476,0.00609250,0.13586537,1.14393559,1.58702845,0.00531392,0.29844933
-4.87143572,2.06277609,0.00553546,0.13126922,1.08034369,1.52954909,0.00482742,0.28066633
-4.86543272,1.99060194,0.00504545,0.12730348,1.02514931,1.48251265,0.00437857,0.26540461
-4.85942971,1.93314213,0.00462000,0.12397689,0.97809815,1.44612489,0.00396991,0.25262152
-4.85342671,1.89030781,0.00425620,0.12128824,0.93884886,1.42041736,0.00360292,0.24224777
-4.84742371,1.86180653,0.00395086,0.11922791,0.90699379,1.40526345,0.00327805,0.23419221
-4.84142071,1.84716986,0.00370070,0.11777971,0.88207999,1.40039647,0.00299489,0.22834673
-4.83541771,1.84578214,0.00350244,0.11692248,0.86363004,1.40542889,0.00275222,0.22459094
-4.82941471,1.85690939,0.00335297,0.11663178,0.85116182,1.41987168,0.00254821,0.22279647
-4.82341171,1.87972710,0.00324944,0.11688135,0.84420668,1.44315324,0.00238049,0.22283099
-4.81740870,1.91334624,0.00318933,0.11764436,0.84232553,1.47463725,0.00224635,0.22456160
-4.81140570,1.95683675,0.00317054,0.11889450,0.84512220,1.51363891,0.00214280,0.22785768
-4.80540270,2.00924798,0.00319135,0.12060672,0.85225380,1.55943936,0.00206673,0.23259307
-4.79939970,2.06962577,0.00325049,0.12275779,0.86343760,1.61129810,0.00201502,0.23864770
-4.79339670,2.13702609,0.00334705,0.12532653,0.87845431,1.66846330,0.00198457,0.24590854
-4.78739370,2.21052511,0.00348046,0.12829381,0.89714750,1.73018008,0.00197246,0.25426995
-4.78139070,2.28922588,0.00365036,0.13164236,0.91941927,1.79569689,0.00197589,0.26363352
-4.77538769,2.37226183,0.00385655,0.13535622,0.94522211,1.86427010,0.00199230,0.27390739
-4.76938469,2.45879732,0.00409882,0.13942021,0.97454729,1.93516716,0.00201936,0.28500508
-4.76338169,2.54802573,0.00437681,0.14381903,1.00741015,2.00766845,0.00205496,0.29684405
-4.75737869,2.63916544,0.00468990,0.14853640,1.04383282,2.08106813,0.00209719,0.30934386
-4.75137569,2.73145426,0.00503705,0.15355405,1.08382500,2.15467436,0.00214436,0.32242421
-4.74537269,2.82414283,0.00541664,0.15885063,1.12736372,2.22780901,0.00219494,0.33600278
-4.73936968,2.91648763,0.00582637,0.16440071,1.17437295,2.29980728,0.00224754,0.34999309
-4.73336668,3.00774413,0.00626315,0.17017375,1.22470405,2.37001743,0.00230087,0.36430243
-4.72736368,3.09716073,0.00672304,0.17613324,1.27811823,2.43780091,0.00235374,0.37883001
-4.72136068,3.18397419,0.00720121,0.18223594,1.33427194,2.50253308,0.00240501,0.39346531
-4.71535768,3.26740689,0.00769193,0.18843134,1.39270628,2.56360484,0.00245359,0.40808694
-4.70935468,3.34666669,0.00818864,0.19466142,1.45284123,2.62042521,0.00249845,0.42256194
-4.70335168,3.42094957,0.00868404,0.20086065,1.51397545,2.67242516,0.00253857,0.43674567
-4.69734867,3.48944545,0.00917023,0.20695633,1.57529195,2.71906268,0.00257301,0.45048245
-4.69134567,3.55134740,0.00963888,0.21286939,1.63587005,2.75982913,0.00260091,0.46360683
-4.68534267,3.60586400,0.01008145,0.21851543,1.69470318,2.79425695,0.00262152,0.47594563
-4.67933967,3.65223491,0.01048944,0.22380623,1.75072240,2.82192842,0.00263420,0.48732080
-4.67333667,3.68974905,0.01085464,0.22865159,1.80282459,2.84248545,0.00263850,0.49755284
-4.66733367,3.71776486,0.01116938,0.23296146,1.84990444,2.85563999,0.00263418,0.50646498
-4.66133067,3.73573191,0.01142682,0.23664834,1.89088884,2.86118469,0.00262122,0.51388772
-4.65532766,3.74321288,0.01162116,0.23962983,1.92477232,2.85900340,0.00259985,0.51966382
-4.64932466,3.73990480,0.01174786,0.24183128,1.95065180,2.84908087,0.00257058,0.52365333
-4.64332166,3.72565856,0.01180381,0.24318838,1.96775921,2.83151107,0.00253420,0.52573865
-4.63731866,3.70049536,0.01178744,0.24364966,1.97549031,2.80650361,0.00249173,0.52582925
-4.63131566,3.66461909,0.01169878,0.24317861,1.97342842,2.77438745,0.00244447,0.52386583
-4.62531266,3.61842353,0.01153947,0.24175553,1.96136182,2.73561154,0.00239392,0.51982381
-4.61930965,3.56249363,0.01131273,0.23937889,1.93929407,2.69074170,0.00234172,0.51371580
-4.61330665,3.49760013,0.01102319,0.23606604,1.90744658,2.64045360,0.00228966,0.50559300
-4.60730365,3.42468734,0.01067677,0.23185339,1.86625335,2.58552151,0.00223954,0.49554530
-4.60130065,3.34485399,0.01028046,0.22679588,1.81634815,2.52680290,0.00219315,0.48370014
-4.59529765,3.25932759,0.00984208,0.22096578,1.75854459,2.46521920,0.00215218,0.47021997
-4.58929465,3.16943311,0.00937003,0.21445086,1.69381013,2.40173320,0.00211815,0.45529847
-4.58329165,3.07655699,0.00887299,0.20735198,1.62323512,2.33732384,0.00209235,0.43915564
-4.57728864,2.98210807,0.00835967,0.19978018,1.54799829,2.27295946,0.00207579,0.42203184
-4.57128564,2.88747702,0.00783855,0.19185338,1.46933024,2.20957052,0.00206911,0.40418115
-4.56528264,2.79399623,0.00731765,0.18369288,1.38847647,2.14802325,0.00207260,0.38586417
-4.55927964,2.70290209,0.00680432,0.17541967,1.30666149,2.08909556,0.00208612,0.36734072
-4.55327664,2.61530161,0.00630510,0.16715093,1.22505542,2.03345647,0.00210917,0.34886258
-4.54727364,2.53214504,0.00582557,0.15899665,1.14474443,1.98165037,0.00214081,0.33066668
-4.54127064,2.45420623,0.00537034,0.15105658,1.06670591,1.93408717,0.00217976,0.31296901
-4.53526763,2.38207158,0.00494295,0.14341780,0.99178927,1.89103902,0.00222441,0.29595951
-4.52926463,2.31613846,0.00454595,0.13615271,0.92070262,1.85264415,0.00227288,0.27979805
-4.52326163,2.25662323,0.00418093,0.12931775,0.85400579,1.81891770,0.00232311,0.26461178
-4.51725863,2.20357836,0.00384862,0.12295286,0.79210930,1.78976930,0.00237288,0.25049386
-4.51125563,2.15691790,0.00354901,0.11708149,0.73527895,1.76502646,0.00241998,0.23750354
-4.50525263,2.11644966,0.00328146,0.11171146,0.68364551,1.74446267,0.00246219,0.22566758
-4.49924962,2.08191239,0.00304490,0.10683622,0.63721853,1.72782850,0.00249747,0.21498289
-4.49324662,2.05301558,0.00283792,0.10243679,0.59590340,1.71488399,0.00252394,0.20542019
-4.48724362,2.02947949,0.00265893,0.09848402,0.55952059,1.70543034,0.00254002,0.19692838
-4.48124062,2.01107294,0.00250633,0.09494105,0.52782599,1.69933877,0.00254446,0.18943956
-4.47523762,1.99764620,0.00237858,0.09176606,0.50053131,1.69657466,0.00253635,0.18287416
-4.46923462,1.98915697,0.00227431,0.08891481,0.47732349,1.69721516,0.00251523,0.17714615
-4.46323162,1.98568740,0.00219237,0.08634318,0.45788237,1.70145882,0.00248100,0.17216787
-4.45722861,1.98745076,0.00213193,0.08400937,0.44189581,1.70962620,0.00243400,0.16785434
-4.45122561,1.99478705,0.00209242,0.08187573,0.42907170,1.72215087,0.00237495,0.16412684
-4.44522261,2.00814718,0.00207358,0.07991017,0.41914657,1.73956089,0.00230491,0.16091560
-4.43921961,2.02806637,0.00207537,0.07808710,0.41189058,1.76245116,0.00222525,0.15816148
-4.43321661,2.05512785,0.00209797,0.07638776,0.40710903,1.79144786,0.00213755,0.15581673
-4.42721361,2.08991857,0.00214165,0.07480016,0.40464040,1.82716666,0.00204361,0.15384467
-4.42121061,2.13297926,0.00220673,0.07331851,0.40435162,1.87016653,0.00194531,0.15221855
-4.41520760,2.18475154,0.00229343,0.07194227,0.40613082,1.92090178,0.00184455,0.15091965
-4.40920460,2.24552498,0.00240182,0.07067485,0.40987833,1.97967476,0.00174322,0.14993485
-4.40320160,2.31538722,0.00253166,0.06952214,0.41549673,2.04659196,0.00164308,0.14925371
-4.39719860,2.39418014,0.00268237,0.06849093,0.42288043,2.12152604,0.00154576,0.14886559
-4.39119560,2.48146490,0.00285292,0.06758727,0.43190591,2.20408625,0.00145267,0.14875669
-4.38519260,2.57649820,0.00304176,0.06681503,0.44242289,2.29359920,0.00136498,0.14890749
-4.37918959,2.67822162,0.00324680,0.06617456,0.45424742,2.38910153,0.00128359,0.14929060
-4.37318659,2.78526540,0.00346538,0.06566167,0.46715721,2.48934548,0.00120913,0.14986925
-4.36718359,2.89596706,0.00369428,0.06526698,0.48088950,2.59281782,0.00114194,0.15059655
-4.36118059,3.00840470,0.00392977,0.06497555,0.49514196,2.69777164,0.00108212,0.15141546
-4.35517759,3.12044406,0.00416766,0.06476700,0.50957635,2.80227030,0.00102948,0.15225967
-4.34917459,3.22979755,0.00440343,0.06461591,0.52382501,2.90424178,0.00098364,0.15305512
-4.34317159,3.33409308,0.00463228,0.06449266,0.53749989,3.00154142,0.00094405,0.15372227
-4.33716858,3.43094979,0.00484931,0.06436450,0.55020362,3.09202063,0.00090999,0.15417888
-4.33116558,3.51805755,0.00504965,0.06419689,0.56154223,3.17359845,0.00088066,0.15434316
-4.32516258,3.59325692,0.00522862,0.06395496,0.57113869,3.24433332,0.00085521,0.15413715
-4.31915958,3.65461599,0.00538186,0.06360513,0.57864683,3.30249180,0.00083279,0.15349016
-4.31315658,3.70050114,0.00550551,0.06311664,0.58376482,3.34661151,0.00081257,0.15234194
-4.30715358,3.72963852,0.00559630,0.06246302,0.58624762,3.37555570,0.00079381,0.15064568
