energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Ge_p_up,Ge_p_down,Ge_d_up,Ge_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93996998,2.37908216,-2.40104687,0.90848366,-0.91811125,0.45384536,-0.44997751,0.63828447,-0.63555511,0.00000000,-0.00000000,0.88162046,-0.90287311,0.00000000,-0.00000000
-5.93396698,2.35303782,-2.38288993,0.89603599,-0.90973927,0.45286606,-0.45080819,0.63714924,-0.63831078,0.00000000,-0.00000000,0.86398326,-0.88612518,0.00000000,-0.00000000
-5.92796398,2.32119364,-2.35868723,0.88009785,-0.89783328,0.45081874,-0.45047230,0.63347990,-0.63838558,0.00000000,-0.00000000,0.84516673,-0.86823610,0.00000000,-0.00000000
-5.92196098,2.28412023,-2.32882757,0.86087379,-0.88249498,0.44784289,-0.44907103,0.62745560,-0.63588368,0.00000000,-0.00000000,0.82532953,-0.84932266,0.00000000,-0.00000000
-5.91595798,2.24248352,-2.29381115,0.83863849,-0.86390010,0.44409333,-0.44672669,0.61929252,-0.63095531,0.00000000,-0.00000000,0.80465956,-0.82952983,0.00000000,-0.00000000
-5.90995498,2.19701982,-2.25423168,0.81372822,-0.84229390,0.43973395,-0.44357769,0.60923542,-0.62379032,0.00000000,-0.00000000,0.78336778,-0.80902729,0.00000000,-0.00000000
-5.90395198,2.14850880,-2.21075505,0.78653032,-0.81798420,0.43493108,-0.43977282,0.59754851,-0.61461056,0.00000000,-0.00000000,0.76168093,-0.78800461,0.00000000,-0.00000000
-5.89794897,2.09774578,-2.16409552,0.75747110,-0.79133213,0.42984703,-0.43546536,0.58450635,-0.60366165,0.00000000,-0.00000000,0.73983350,-0.76666533,0.00000000,-0.00000000
-5.89194597,2.04551462,-2.11499068,0.72700280,-0.76274123,0.42463403,-0.43080705,0.57038486,-0.59120432,0.00000000,-0.00000000,0.71805945,-0.74522013,0.00000000,-0.00000000
-5.88594297,1.99256268,-2.06417663,0.69559027,-0.73264527,0.41942882,-0.42594237,0.55545323,-0.57750588,0.00000000,-0.00000000,0.69658418,-0.72387974,0.00000000,-0.00000000
-5.87993997,1.93957911,-2.01236445,0.66369799,-0.70149554,0.41434823,-0.42100337,0.53996676,-0.56283214,0.00000000,-0.00000000,0.67561706,-0.70284783,0.00000000,-0.00000000
-5.87393697,1.88717716,-1.96021917,0.63177792,-0.66974805,0.40948581,-0.41610525,0.52416112,-0.54744013,0.00000000,-0.00000000,0.65534507,-0.68231429,0.00000000,-0.00000000
-5.86793397,1.83588165,-1.90834227,0.60025884,-0.63785140,0.40490982,-0.41134297,0.50824813,-0.53157201,0.00000000,-0.00000000,0.63592774,-0.66244936,0.00000000,-0.00000000
-5.86193097,1.78612160,-1.85725849,0.56953750,-0.60623573,0.40066247,-0.40678896,0.49241320,-0.51545025,0.00000000,-0.00000000,0.61749372,-0.64339885,0.00000000,-0.00000000
-5.85592796,1.73822849,-1.80740731,0.53997191,-0.57530318,0.39676050,-0.40249197,0.47681438,-0.49927437,0.00000000,-0.00000000,0.60013903,-0.62528077,0.00000000,-0.00000000
-5.84992496,1.69243966,-1.75913946,0.51187694,-0.54542043,0.39319706,-0.39847727,0.46158309,-0.48321914,0.00000000,-0.00000000,0.58392710,-0.60818341,0.00000000,-0.00000000
-5.84392196,1.64890668,-1.71271841,0.48552220,-0.51691333,0.38994464,-0.39474790,0.44682609,-0.46743435,0.00000000,-0.00000000,0.56889052,-0.59216514,0.00000000,-0.00000000
-5.83791896,1.60770766,-1.66832637,0.46113224,-0.49006376,0.38695899,-0.39128707,0.43262874,-0.45204592,0.00000000,-0.00000000,0.55503436,-0.57725567,0.00000000,-0.00000000
-5.83191596,1.56886281,-1.62607438,0.43888867,-0.46510882,0.38418374,-0.38806145,0.41905907,-0.43715822,0.00000000,-0.00000000,0.54234076,-0.56345893,0.00000000,-0.00000000
-5.82591296,1.53235208,-1.58601564,0.41893395,-0.44224204,0.38155546,-0.38502525,0.40617230,-0.42285728,0.00000000,-0.00000000,0.53077463,-0.55075712,0.00000000,-0.00000000
-5.81990995,1.49813370,-1.54816116,0.40137641,-0.42161640,0.37900895,-0.38212472,0.39401565,-0.40921472,0.00000000,-0.00000000,0.52028987,-0.53911585,0.00000000,-0.00000000
-5.81390695,1.46616250,-1.51249663,0.38629601,-0.40334883,0.37648236,-0.37930302,0.38263286,-0.39629195,0.00000000,-0.00000000,0.51083599,-0.52849003,0.00000000,-0.00000000
-5.80790395,1.43640674,-1.47899959,0.37375033,-0.38752557,0.37392202,-0.37650497,0.37206821,-0.38414433,0.00000000,-0.00000000,0.50236446,-0.51883001,0.00000000,-0.00000000
-5.80190095,1.40886254,-1.44765556,0.36378024,-0.37420813,0.37128659,-0.37368170,0.36236974,-0.37282511,0.00000000,-0.00000000,0.49483454,-0.51008775,0.00000000,-0.00000000
-5.79589795,1.38356477,-1.41847226,0.35641485,-0.36343913,0.36855034,-0.37079466,0.35359146,-0.36238861,0.00000000,-0.00000000,0.48821814,-0.50222258,0.00000000,-0.00000000
-5.78989495,1.36059385,-1.39149098,0.35167520,-0.35524767,0.36570550,-0.36781905,0.34579425,-0.35289269,0.00000000,-0.00000000,0.48250343,-0.49520611,0.00000000,-0.00000000
-5.78389195,1.34007790,-1.36679431,0.34957645,-0.34965366,0.36276328,-0.36474626,0.33904555,-0.34440003,0.00000000,-0.00000000,0.47769684,-0.48902606,0.00000000,-0.00000000
-5.77788894,1.32218991,-1.34450954,0.35012842,-0.34667087,0.35975382,-0.36158531,0.33341763,-0.33697837,0.00000000,-0.00000000,0.47382340,-0.48368861,0.00000000,-0.00000000
-5.77188594,1.30714002,-1.32480766,0.35333418,-0.34630830,0.35672471,-0.35836314,0.32898464,-0.33069939,0.00000000,-0.00000000,0.47092518,-0.47921920,0.00000000,-0.00000000
-5.76588294,1.29516327,-1.30789751,0.35918693,-0.34856976,0.35373845,-0.35512371,0.32581855,-0.32563642,0.00000000,-0.00000000,0.46905804,-0.47566152,0.00000000,-0.00000000
-5.75987994,1.28650333,-1.29401554,0.36766529,-0.35345166,0.35086874,-0.35192594,0.32398410,-0.32186109,0.00000000,-0.00000000,0.46828663,-0.47307482,0.00000000,-0.00000000
-5.75387694,1.28139301,-1.28341143,0.37872729,-0.36093909,0.34819585,-0.34884057,0.32353324,-0.31943889,0.00000000,-0.00000000,0.46867806,-0.47152945,0.00000000,-0.00000000
-5.74787394,1.28003282,-1.27633035,0.39230347,-0.37100042,0.34580135,-0.34594607,0.32449911,-0.31842414,0.00000000,-0.00000000,0.47029445,-0.47110097,0.00000000,-0.00000000
-5.74187094,1.28256853,-1.27299276,0.40828976,-0.38358086,0.34376248,-0.34332378,0.32689021,-0.31885442,0.00000000,-0.00000000,0.47318493,-0.47186311,0.00000000,-0.00000000
-5.73586793,1.28906942,-1.27357279,0.42654047,-0.39859533,0.34214632,-0.34105259,0.33068492,-0.32074493,0.00000000,-0.00000000,0.47737742,-0.47387987,0.00000000,-0.00000000
-5.72986493,1.29950829,-1.27817662,0.44686221,-0.41592133,0.34100436,-0.33920340,0.33582686,-0.32408308,0.00000000,-0.00000000,0.48287092,-0.47719728,0.00000000,-0.00000000
-5.72386193,1.31374491,-1.28682203,0.46900929,-0.43539225,0.34036759,-0.33783360,0.34222135,-0.32882368,0.00000000,-0.00000000,0.48962872,-0.48183544,0.00000000,-0.00000000
-5.71785893,1.33151389,-1.29942060,0.49268100,-0.45679195,0.34024249,-0.33698215,0.34973345,-0.33488504,0.00000000,-0.00000000,0.49757303,-0.48778115,0.00000000,-0.00000000
-5.71185593,1.35241829,-1.31576379,0.51752151,-0.47985089,0.34060823,-0.33666519,0.35818753,-0.34214644,0.00000000,-0.00000000,0.50658167,-0.49498187,0.00000000,-0.00000000
-5.70585293,1.37592958,-1.33551404,0.54312240,-0.50424463,0.34141523,-0.33687282,0.36736889,-0.35044703,0.00000000,-0.00000000,0.51648697,-0.50334140,0.00000000,-0.00000000
-5.69984992,1.40139448,-1.35820185,0.56902825,-0.52959485,0.34258532,-0.33756708,0.37702715,-0.35958656,0.00000000,-0.00000000,0.52707721,-0.51271764,0.00000000,-0.00000000
-5.69384692,1.42804882,-1.38322943,0.59474515,-0.55547328,0.34401345,-0.33868143,0.38688162,-0.36932792,0.00000000,-0.00000000,0.53810076,-0.52292284,0.00000000,-0.00000000
-5.68784392,1.45503803,-1.40988125,0.61975204,-0.58140864,0.34557100,-0.34012170,0.39662840,-0.37940155,0.00000000,-0.00000000,0.54927276,-0.53372645,0.00000000,-0.00000000
-5.68184092,1.48144365,-1.43734128,0.64351440,-0.60689644,0.34711050,-0.34176868,0.40594900,-0.38951169,0.00000000,-0.00000000,0.56028424,-0.54486057,0.00000000,-0.00000000
-5.67583792,1.50631468,-1.46471658,0.66549998,-0.63141143,0.34847166,-0.34348217,0.41452009,-0.39934420,0.00000000,-0.00000000,0.57081311,-0.55602791,0.00000000,-0.00000000
-5.66983492,1.52870242,-1.49106625,0.68519557,-0.65442226,0.34948824,-0.34510631,0.42202401,-0.40857571,0.00000000,-0.00000000,0.58053680,-0.56691195,0.00000000,-0.00000000
-5.66383192,1.54769711,-1.51543453,0.70212444,-0.67540770,0.34999559,-0.34647604,0.42815961,-0.41688373,0.00000000,-0.00000000,0.58914566,-0.57718879,0.00000000,-0.00000000
-5.65782891,1.56246461,-1.53688648,0.71586320,-0.69387373,0.34983830,-0.34742429,0.43265277,-0.42395724,0.00000000,-0.00000000,0.59635656,-0.58654025,0.00000000,-0.00000000
-5.65182591,1.57228111,-1.55454462,0.72605756,-0.70937072,0.34887765,-0.34778952,0.43526629,-0.42950737,0.00000000,-0.00000000,0.60192591,-0.59466742,0.00000000,-0.00000000
-5.64582291,1.57656417,-1.56762451,0.73243596,-0.72150979,0.34699846,-0.34742324,0.43580848,-0.43327751,0.00000000,-0.00000000,0.60566148,-0.60130405,0.00000000,-0.00000000
-5.63981991,1.57489834,-1.57546759,0.73482048,-0.72997751,0.34411484,-0.34619712,0.43414018,-0.43505257,0.00000000,-0.00000000,0.60743209,-0.60622892,0.00000000,-0.00000000
-5.63381691,1.56705403,-1.57756939,0.73313432,-0.73454825,0.34017462,-0.34400920,0.43017978,-0.43466673,0.00000000,-0.00000000,0.60717496,-0.60927670,0.00000000,-0.00000000
-5.62781391,1.55299853,-1.57360161,0.72740554,-0.73509337,0.33516225,-0.34078901,0.42390603,-0.43200945,0.00000000,-0.00000000,0.60489994,-0.61034638,0.00000000,-0.00000000
-5.62181091,1.53289855,-1.56342701,0.71776669,-0.73158688,0.32909989,-0.33650114,0.41535852,-0.42702932,0.00000000,-0.00000000,0.60069053,-0.60940709,0.00000000,-0.00000000
-5.61580790,1.50711422,-1.54710597,0.70445054,-0.72410714,0.32204670,-0.33114721,0.40463576,-0.41973575,0.00000000,-0.00000000,0.59470154,-0.60650062,0.00000000,-0.00000000
-5.60980490,1.47618469,-1.52489469,0.68778181,-0.71283454,0.31409647,-0.32476604,0.39189112,-0.41019819,0.00000000,-0.00000000,0.58715347,-0.60174076,0.00000000,-0.00000000
-5.60380190,1.44080617,-1.49723479,0.66816553,-0.69804522,0.30537351,-0.31743211,0.37732669,-0.39854314,0.00000000,-0.00000000,0.57832388,-0.59530923,0.00000000,-0.00000000
-5.59779890,1.40180358,-1.46473503,0.64607252,-0.68010109,0.29602730,-0.30925226,0.36118550,-0.38494901,0.00000000,-0.00000000,0.56853609,-0.58744848,0.00000000,-0.00000000
-5.59179590,1.36009709,-1.42814613,0.62202258,-0.65943677,0.28622598,-0.30036104,0.34374244,-0.36963916,0.00000000,-0.00000000,0.55814600,-0.57845174,0.00000000,-0.00000000
-5.58579290,1.31666550,-1.38832979,0.59656638,-0.63654385,0.27614920,-0.29091477,0.32529437,-0.35287342,0.00000000,-0.00000000,0.54752738,-0.56865074,0.00000000,-0.00000000
-5.57978989,1.27250802,-1.34622373,0.57026669,-0.61195352,0.26598058,-0.28108475,0.30614988,-0.33493861,0.00000000,-0.00000000,0.53705664,-0.55840185,0.00000000,-0.00000000
-5.57378689,1.22860642,-1.30280443,0.54367994,-0.58621811,0.25590032,-0.27105000,0.28661910,-0.31613846,0.00000000,-0.00000000,0.52709762,-0.54807115,0.00000000,-0.00000000
-5.56778389,1.18588934,-1.25904937,0.51733876,-0.55989254,0.24607815,-0.26098985,0.26700415,-0.29678334,0.00000000,-0.00000000,0.51798724,-0.53801945,0.00000000,-0.00000000
-5.56178089,1.14520012,-1.21590059,0.49173633,-0.53351654,0.23666712,-0.25107684,0.24759043,-0.27718043,0.00000000,-0.00000000,0.51002261,-0.52858766,0.00000000,-0.00000000
-5.55577789,1.10726970,-1.17423126,0.46731292,-0.50759814,0.22779840,-0.24147017,0.22863918,-0.25762454,0.00000000,-0.00000000,0.50345016,-0.52008354,0.00000000,-0.00000000
-5.54977489,1.07269539,-1.13481659,0.44444531,-0.48259941,0.21957730,-0.23231016,0.21038150,-0.23839009,0.00000000,-0.00000000,0.49845713,-0.51277009,0.00000000,-0.00000000
-5.54377189,1.04192626,-1.09831034,0.42343912,-0.45892458,0.21208068,-0.22371371,0.19301398,-0.21972437,0.00000000,-0.00000000,0.49516596,-0.50685635,0.00000000,-0.00000000
-5.53776888,1.01525530,-1.06522758,0.40452424,-0.43691119,0.20535581,-0.21577120,0.17669593,-0.20184239,0.00000000,-0.00000000,0.49363133,-0.50249070,0.00000000,-0.00000000
-5.53176588,0.99281838,-1.03593413,0.38785340,-0.41682425,0.19942048,-0.20854464,0.16154824,-0.18492336,0.00000000,-0.00000000,0.49384022,-0.49975707,0.00000000,-0.00000000
-5.52576288,0.97459948,-1.01064277,0.37350358,-0.39885351,0.19426451,-0.20206734,0.14765378,-0.16910871,0.00000000,-0.00000000,0.49571455,-0.49867383,0.00000000,-0.00000000
-5.51975988,0.96044161,-0.98941593,0.36148004,-0.38311366,0.18985233,-0.19634467,0.13505909,-0.15450181,0.00000000,-0.00000000,0.49911629,-0.49919557,0.00000000,-0.00000000
-5.51375688,0.95006248,-0.97217422,0.35172254,-0.36964732,0.18612641,-0.19135622,0.12377715,-0.14116895,0.00000000,-0.00000000,0.50385464,-0.50121722,0.00000000,-0.00000000
-5.50775388,0.94307379,-0.95870990,0.34411343,-0.35843031,0.18301146,-0.18705868,0.11379110,-0.12914164,0.00000000,-0.00000000,0.50969483,-0.50458038,0.00000000,-0.00000000
-5.50175088,0.93900329,-0.94870449,0.33848692,-0.34937890,0.18041891,-0.18338970,0.10505850,-0.11841983,0.00000000,-0.00000000,0.51636810,-0.50908137,0.00000000,-0.00000000
-5.49574787,0.93731809,-0.94174922,0.33463939,-0.34235851,0.17825175,-0.18027206,0.09751606,-0.10897593,0.00000000,-0.00000000,0.52358239,-0.51448053,0.00000000,-0.00000000
-5.48974487,0.93744858,-0.93736729,0.33233989,-0.33719341,0.17640910,-0.17761820,0.09108442,-0.10075922,0.00000000,-0.00000000,0.53103326,-0.52051230,0.00000000,-0.00000000
-5.48374187,0.93881165,-0.93503683,0.33134079,-0.33367697,0.17479073,-0.17533478,0.08567288,-0.09370059,0.00000000,-0.00000000,0.53841460,-0.52689562,0.00000000,-0.00000000
-5.47773887,0.94083252,-0.93421354,0.33138793,-0.33158193,0.17330095,-0.17332697,0.08118393,-0.08771727,0.00000000,-0.00000000,0.54542887,-0.53334426,0.00000000,-0.00000000
-5.47173587,0.94296454,-0.93435218,0.33223016,-0.33067045,0.17185211,-0.17150251,0.07751736,-0.08271737,0.00000000,-0.00000000,0.55179635,-0.53957659,0.00000000,-0.00000000
-5.46573287,0.94470627,-0.93492615,0.33362783,-0.33070353,0.17036737,-0.16977512,0.07457389,-0.07860415,0.00000000,-0.00000000,0.55726335,-0.54532466,0.00000000,-0.00000000
-5.45972986,0.94561563,-0.93544466,0.33536020,-0.33144950,0.16878273,-0.16806747,0.07225826,-0.07527976,0.00000000,-0.00000000,0.56160909,-0.55034210,0.00000000,-0.00000000
-5.45372686,0.94532089,-0.93546707,0.33723158,-0.33269146,0.16704848,-0.16631334,0.07048169,-0.07264860,0.00000000,-0.00000000,0.56465117,-0.55441090,0.00000000,-0.00000000
-5.44772386,0.94352827,-0.93461425,0.33907594,-0.33423347,0.16512984,-0.16445929,0.06916381,-0.07061995,0.00000000,-0.00000000,0.56624948,-0.55734683,0.00000000,-0.00000000
-5.44172086,0.94002645,-0.93257679,0.34076027,-0.33590540,0.16300705,-0.16246550,0.06823395,-0.06911012,0.00000000,-0.00000000,0.56630869,-0.55900350,0.00000000,-0.00000000
-5.43571786,0.93468784,-0.92912022,0.34218634,-0.33756647,0.16067479,-0.16030612,0.06763192,-0.06804402,0.00000000,-0.00000000,0.56477913,-0.55927496,0.00000000,-0.00000000
-5.42971486,0.92746695,-0.92408722,0.34329111,-0.33910734,0.15814124,-0.15796903,0.06730820,-0.06735607,0.00000000,-0.00000000,0.56165629,-0.55809705,0.00000000,-0.00000000
-5.42371186,0.91839614,-0.91739722,0.34404572,-0.34045085,0.15542657,-0.15545513,0.06722382,-0.06699075,0.00000000,-0.00000000,0.55697887,-0.55544731,0.00000000,-0.00000000
-5.41770885,0.90757895,-0.90904333,0.34445323,-0.34155155,0.15256126,-0.15277721,0.06734967,-0.06690253,0.00000000,-0.00000000,0.55082559,-0.55134380,0.00000000,-0.00000000
-5.41170585,0.89518135,-0.89908724,0.34454515,-0.34239392,0.14958412,-0.14995851,0.06766566,-0.06705552,0.00000000,-0.00000000,0.54331085,-0.54584262,0.00000000,-0.00000000
-5.40570285,0.88142134,-0.88765205,0.34437695,-0.34298949,0.14654016,-0.14703112,0.06815949,-0.06742274,0.00000000,-0.00000000,0.53457929,-0.53903451,0.00000000,-0.00000000
-5.39969985,0.86655730,-0.87491353,0.34402273,-0.34337306,0.14347844,-0.14403409,0.06882529,-0.06798507,0.00000000,-0.00000000,0.52479963,-0.53104045,0.00000000,-0.00000000
-5.39369685,0.85087536,-0.86109005,0.34356927,-0.34359802,0.14044994,-0.14101156,0.06966213,-0.06873005,0.00000000,-0.00000000,0.51415779,-0.52200644,0.00000000,-0.00000000
-5.38769385,0.83467643,-0.84643160,0.34310966,-0.34373105,0.13750555,-0.13801085,0.07067256,-0.06965057,0.00000000,-0.00000000,0.50284958,-0.51209761,0.00000000,-0.00000000
-5.38169085,0.81826333,-0.83120821,0.34273684,-0.34384647,0.13469421,-0.13508056,0.07186109,-0.07074344,0.00000000,-0.00000000,0.49107330,-0.50149192,0.00000000,-0.00000000
-5.37568784,0.80192839,-0.81569811,0.34253732,-0.34402029,0.13206131,-0.13226880,0.07323286,-0.07200801,0.00000000,-0.00000000,0.47902237,-0.49037341,0.00000000,-0.00000000
-5.36968484,0.78594215,-0.80017622,0.34258530,-0.34432446,0.12964742,-0.12962164,0.07479251,-0.07344491,0.00000000,-0.00000000,0.46687839,-0.47892549,0.00000000,-0.00000000
-5.36368184,0.77054360,-0.78490324,0.34293766,-0.34482138,0.12748734,-0.12718166,0.07654324,-0.07505489,0.00000000,-0.00000000,0.45480484,-0.46732430,0.00000000,-0.00000000
-5.35767884,0.75593235,-0.77011585,0.34362984,-0.34555907,0.12560960,-0.12498690,0.07848630,-0.07683799,0.00000000,-0.00000000,0.44294176,-0.45573254,0.00000000,-0.00000000
-5.35167584,0.74226319,-0.75601842,0.34467308,-0.34656716,0.12403638,-0.12307008,0.08062072,-0.07879288,0.00000000,-0.00000000,0.43140152,-0.44429386,0.00000000,-0.00000000
-5.34567284,0.72964316,-0.74277668,0.34605307,-0.34785408,0.12278381,-0.12145815,0.08294354,-0.08091664,0.00000000,-0.00000000,0.42026605,-0.43312828,0.00000000,-0.00000000
-5.33966983,0.71813150,-0.73051358,0.34773003,-0.34940541,0.12186282,-0.12017231,0.08545031,-0.08320486,0.00000000,-0.00000000,0.40958551,-0.42232862,0.00000000,-0.00000000
-5.33366683,0.70774234,-0.71930765,0.34964053,-0.35118372,0.12128025,-0.11922834,0.08813609,-0.08565213,0.00000000,-0.00000000,0.39937857,-0.41195829,0.00000000,-0.00000000
-5.32766383,0.69844997,-0.70919395,0.35170065,-0.35312988,0.12104040,-0.11863738,0.09099667,-0.08825288,0.00000000,-0.00000000,0.38963422,-0.40205054,0.00000000,-0.00000000
-5.32166083,0.69019662,-0.70016761,0.35381060,-0.35516571,0.12114675,-0.11840707,0.09403010,-0.09100258,0.00000000,-0.00000000,0.38031503,-0.39260906,0.00000000,-0.00000000
-5.31565783,0.68290202,-0.69218978,0.35586035,-0.35719811,0.12160385,-0.11854293,0.09723831,-0.09389917,0.00000000,-0.00000000,0.37136175,-0.38361022,0.00000000,-0.00000000
-5.30965483,0.67647442,-0.68519568,0.35773619,-0.35912416,0.12241921,-0.11905002,0.10062885,-0.09694470,0.00000000,-0.00000000,0.36269888,-0.37500653,0.00000000,-0.00000000
-5.30365183,0.67082220,-0.67910433,0.35932759,-0.36083716,0.12360510,-0.11993469,0.10421642,-0.10014696,0.00000000,-0.00000000,0.35424095,-0.36673134,0.00000000,-0.00000000
-5.29764882,0.66586546,-0.67382930,0.36053413,-0.36223316,0.12517994,-0.12120629,0.10802424,-0.10352114,0.00000000,-0.00000000,0.34589918,-0.35870443,0.00000000,-0.00000000
-5.29164582,0.66154674,-0.66928984,0.36127206,-0.36321759,0.12716943,-0.12287880,0.11208496,-0.10709119,0.00000000,-0.00000000,0.33758814,-0.35083824,0.00000000,-0.00000000
-5.28564282,0.65784013,-0.66542172,0.36147994,-0.36371164,0.12960701,-0.12497210,0.11644109,-0.11089085,0.00000000,-0.00000000,0.32923194,-0.34304434,0.00000000,-0.00000000
-5.27963982,0.65475808,-0.66218683,0.36112317,-0.36365791,0.13253370,-0.12751279,0.12114477,-0.11496419,0.00000000,-0.00000000,0.32076972,-0.33523977,0.00000000,-0.00000000
-5.27363682,0.65235547,-0.65958106,0.36019694,-0.36302502,0.13599718,-0.13053453,0.12625675,-0.11936551,0.00000000,-0.00000000,0.31216004,-0.32735292,0.00000000,-0.00000000
-5.26763382,0.65073025,-0.65763964,0.35872751,-0.36181074,0.14005009,-0.13407764,0.13184473,-0.12415851,0.00000000,-0.00000000,0.30338398,-0.31932860,0.00000000,-0.00000000
-5.26163082,0.65002082,-0.65643952,0.35677157,-0.36004358,0.14474762,-0.13818799,0.13798073,-0.12941472,0.00000000,-0.00000000,0.29444676,-0.31113191,0.00000000,-0.00000000
-5.25562781,0.65039976,-0.65609841,0.35441374,-0.35778245,0.15014433,-0.14291513,0.14473789,-0.13521105,0.00000000,-0.00000000,0.28537781,-0.30275089,0.00000000,-0.00000000
-5.24962481,0.65206450,-0.65677044,0.35176232,-0.35511456,0.15629041,-0.14830967,0.15218649,-0.14162661,0.00000000,-0.00000000,0.27622936,-0.29419760,0.00000000,-0.00000000
-5.24362181,0.65522500,-0.65863832,0.34894352,-0.35215148,0.16322753,-0.15441999,0.16038954,-0.14873883,0.00000000,-0.00000000,0.26707353,-0.28550768,0.00000000,-0.00000000
-5.23761881,0.66008931,-0.66190257,0.34609432,-0.34902358,0.17098444,-0.16128842,0.16939804,-0.15661894,0.00000000,-0.00000000,0.25799827,-0.27673849,0.00000000,-0.00000000
-5.23161581,0.66684773,-0.66676809,0.34335464,-0.34587318,0.17957257,-0.16894704,0.17924611,-0.16532716,0.00000000,-0.00000000,0.24910238,-0.26796581,0.00000000,-0.00000000
-5.22561281,0.67565634,-0.67342889,0.34085898,-0.34284668,0.18898192,-0.17741331,0.18994633,-0.17490765,0.00000000,-0.00000000,0.24048972,-0.25927946,0.00000000,-0.00000000
-5.21960980,0.68662103,-0.68205178,0.33872818,-0.34008625,0.19917741,-0.18668579,0.20148546,-0.18538350,0.00000000,-0.00000000,0.23226333,-0.25077802,0.00000000,-0.00000000
-5.21360680,0.69978283,-0.69275996,0.33706170,-0.33772130,0.21009611,-0.19674019,0.21382088,-0.19675215,0.00000000,-0.00000000,0.22451936,-0.24256303,0.00000000,-0.00000000
-5.20760380,0.71510558,-0.70561756,0.33593093,-0.33586057,0.22164533,-0.20752608,0.22687791,-0.20898140,0.00000000,-0.00000000,0.21734161,-0.23473299,0.00000000,-0.00000000
-5.20160080,0.73246667,-0.72061593,0.33537383,-0.33458492,0.23370197,-0.21896436,0.24054839,-0.22200626,0.00000000,-0.00000000,0.21079654,-0.22737750,0.00000000,-0.00000000
-5.19559780,0.75165155,-0.73766283,0.33539127,-0.33394153,0.24611318,-0.23094594,0.25469046,-0.23572704,0.00000000,-0.00000000,0.20492935,-0.22057196,0.00000000,-0.00000000
-5.18959480,0.77235242,-0.75657500,0.33594525,-0.33393966,0.25869837,-0.24333154,0.26912981,-0.25000862,0.00000000,-0.00000000,0.19976118,-0.21437295,0.00000000,-0.00000000
-5.18359180,0.79417147,-0.77707499,0.33695921,-0.33454837,0.27125260,-0.25595295,0.28366248,-0.26468132,0.00000000,-0.00000000,0.19528752,-0.20881478,0.00000000,-0.00000000
-5.17758879,0.81662851,-0.79879240,0.33832018,-0.33569624,0.28355130,-0.26861567,0.29805900,-0.27954322,0.00000000,-0.00000000,0.19147799,-0.20390713,0.00000000,-0.00000000
-5.17158579,0.83917291,-0.82126984,0.33988299,-0.33727312,0.29535611,-0.28110292,0.31206995,-0.29436408,0.00000000,-0.00000000,0.18827738,-0.19963404,0.00000000,-0.00000000
-5.16558279,0.86119937,-0.84397328,0.34147601,-0.33913393,0.30642166,-0.29318100,0.32543260,-0.30889064,0.00000000,-0.00000000,0.18560796,-0.19595432,0.00000000,-0.00000000
