energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.81990995,5.97064601,0.47301535,0.00000000,0.01549883,1.39464107,2.32892512,1.51369525,0.07877228,2.09885741
-5.81390695,5.86766707,0.46737835,0.00000000,0.01549330,1.36598998,2.29146787,1.49142948,0.07644470,2.06910639
-5.80790395,5.75386004,0.46098896,0.00000000,0.01545573,1.33477732,2.24834724,1.46636080,0.07406984,2.03562385
-5.80190095,5.63152631,0.45402685,0.00000000,0.01539050,1.30164192,2.20040559,1.43909312,0.07166810,1.99912671
-5.79589795,5.50302627,0.44668492,0.00000000,0.01530205,1.26722481,2.14853113,1.41023998,0.06925833,1.96036397
-5.78989495,5.37069976,0.43916124,0.00000000,0.01519473,1.23215029,2.09363012,1.38040529,0.06685729,1.92008783
-5.78389195,5.23679266,0.43165110,0.00000000,0.01507253,1.19700924,2.03660064,1.35016587,0.06447934,1.87902630
-5.77788894,5.10339258,0.42433966,0.00000000,0.01493888,1.16234523,1.97830919,1.32005667,0.06213627,1.83785844
-5.77188594,4.97237625,0.41739560,0.00000000,0.01479655,1.12864377,1.91957068,1.29055911,0.05983722,1.79719346
-5.76588294,4.84536996,0.41096589,0.00000000,0.01464755,1.09632505,1.86113257,1.26209262,0.05758881,1.75755431
-5.75987994,4.72372409,0.40517192,0.00000000,0.01449305,1.06573998,1.80366334,1.23500973,0.05539533,1.71936650
-5.75387694,4.60850151,0.40010719,0.00000000,0.01433348,1.03716931,1.74774534,1.20959429,0.05325907,1.68295231
-5.74787394,4.50047908,0.39583642,0.00000000,0.01416850,1.01082552,1.69387168,1.18606257,0.05118068,1.64853026
-5.74187094,4.40016089,0.39239610,0.00000000,0.01399718,0.98685682,1.64244691,1.16456678,0.04915965,1.61621959
-5.73586793,4.30780107,0.38979634,0.00000000,0.01381815,0.96535276,1.59379065,1.14520036,0.04719474,1.58604922
-5.72986493,4.22343400,0.38802377,0.00000000,0.01362975,0.94635073,1.54814371,1.12800443,0.04528441,1.55797015
-5.72386193,4.14690926,0.38704532,0.00000000,0.01343025,0.92984287,1.50567570,1.11297480,0.04342728,1.53187066
-5.71785893,4.07792895,0.38681251,0.00000000,0.01321803,0.91578272,1.46649370,1.10006893,0.04162248,1.50759306
-5.71185593,4.01608512,0.38726604,0.00000000,0.01299179,0.90409128,1.43065109,1.08921248,0.03986990,1.48495116
-5.70585293,3.96089514,0.38834040,0.00000000,0.01275071,0.89466229,1.39815616,1.08030499,0.03817050,1.46374731
-5.69984992,3.91183370,0.38996824,0.00000000,0.01249461,0.88736639,1.36898016,1.07322464,0.03652633,1.44378835
-5.69384692,3.86836028,0.39208427,0.00000000,0.01222403,0.88205438,1.34306440,1.06783192,0.03494066,1.42489954
-5.68784392,3.82994153,0.39462870,0.00000000,0.01194030,0.87855965,1.32032647,1.06397254,0.03341793,1.40693619
-5.68184092,3.79606863,0.39754989,0.00000000,0.01164557,0.87670002,1.30066562,1.06147948,0.03196359,1.38979243
-5.67583792,3.76626981,0.40080637,0.00000000,0.01134280,0.87627933,1.28396731,1.06017479,0.03058404,1.37340720
-5.66983492,3.74011894,0.40436813,0.00000000,0.01103567,0.87708907,1.27010742,1.05987130,0.02928633,1.35776735
-5.66383192,3.71724091,0.40821738,0.00000000,0.01072846,0.87891046,1.25895599,1.06037455,0.02807799,1.34290824
-5.65782891,3.69731480,0.41234867,0.00000000,0.01042598,0.88151710,1.25038110,1.06148531,0.02696676,1.32891203
-5.65182591,3.68007590,0.41676869,0.00000000,0.01013336,0.88467851,1.24425269,1.06300286,0.02596036,1.31590418
-5.64582291,3.66531720,0.42149575,0.00000000,0.00985592,0.88816445,1.24044660,1.06472903,0.02506627,1.30404862
-5.63981991,3.65289106,0.42655906,0.00000000,0.00959895,0.89175010,1.23884872,1.06647307,0.02429151,1.29354210
-5.63381691,3.64271126,0.43199804,0.00000000,0.00936759,0.89522181,1.23935915,1.06805714,0.02364251,1.28460795
-5.62781391,3.63475544,0.43786152,0.00000000,0.00916666,0.89838315,1.24189598,1.06932213,0.02312496,1.27748990
-5.62181091,3.62906768,0.44420703,0.00000000,0.00900048,0.90106100,1.24639869,1.07013352,0.02274371,1.27244599
-5.61580790,3.62576059,0.45110009,0.00000000,0.00887278,0.90311101,1.25283046,1.07038678,0.02250275,1.26974280
-5.60980490,3.62501633,0.45861353,0.00000000,0.00878664,0.90442234,1.26117936,1.07001193,0.02240515,1.26965002
-5.60380190,3.62708563,0.46682667,0.00000000,0.00874433,0.90492103,1.27145786,1.06897683,0.02245311,1.27243546
-5.59779890,3.63228423,0.47582436,0.00000000,0.00874738,0.90457178,1.28370067,1.06728888,0.02264796,1.27836012
-5.59179590,3.64098591,0.48569574,0.00000000,0.00879646,0.90337802,1.29796059,1.06499483,0.02299022,1.28767340
-5.58579290,3.65361166,0.49653262,0.00000000,0.00889149,0.90137998,1.31430251,1.06217860,0.02347965,1.30060810
-5.57978989,3.67061499,0.50842733,0.00000000,0.00903160,0.89865096,1.33279565,1.05895712,0.02411536,1.31737512
-5.57378689,3.69246317,0.52147014,0.00000000,0.00921522,0.89529196,1.35350445,1.05547429,0.02489578,1.33815771
-5.56778389,3.71961505,0.53574597,0.00000000,0.00944010,0.89142483,1.37647844,1.05189340,0.02581880,1.36310510
-5.56178089,3.75249612,0.55133069,0.00000000,0.00970342,0.88718452,1.40174161,1.04838831,0.02688176,1.39232572
-5.55577789,3.79147185,0.56828688,0.00000000,0.01000185,0.88271072,1.42928209,1.04513400,0.02808151,1.42587989
-5.54977489,3.83682043,0.58665922,0.00000000,0.01033161,0.87813958,1.45904251,1.04229680,0.02941442,1.46377236
-5.54377189,3.88870651,0.60646978,0.00000000,0.01068855,0.87359570,1.49091186,1.04002512,0.03087637,1.50594494
-5.53776888,3.94715718,0.62771329,0.00000000,0.01106821,0.86918526,1.52471935,1.03844093,0.03246276,1.55226963
-5.53176588,4.01204167,0.65035275,0.00000000,0.01146591,0.86499025,1.56023069,1.03763268,0.03416845,1.60254261
-5.52576288,4.08305611,0.67431565,0.00000000,0.01187676,0.86106444,1.59714729,1.03764987,0.03598777,1.65647978
-5.51975988,4.15971438,0.69949096,0.00000000,0.01229573,0.85743102,1.63510832,1.03849966,0.03791441,1.71371404
-5.51375688,4.24134590,0.72572733,0.00000000,0.01271772,0.85408222,1.67369594,1.04014561,0.03994141,1.77379500
-5.50775388,4.32710085,0.75283259,0.00000000,0.01313757,0.85098058,1.71244336,1.04250865,0.04206109,1.83619134
-5.50175088,4.41596299,0.78057483,0.00000000,0.01355011,0.84806202,1.75084548,1.04547008,0.04426493,1.90029616
-5.49574787,4.50676982,0.80868509,0.00000000,0.01395021,0.84524018,1.78837186,1.04887649,0.04654360,1.96543543
-5.48974487,4.59823948,0.83686174,0.00000000,0.01433284,0.84241194,1.82448115,1.05254631,0.04888682,2.03087946
-5.48374187,4.68900355,0.86477654,0.00000000,0.01469311,0.83946363,1.85863673,1.05627753,0.05128337,2.09585730
-5.47773887,4.77764434,0.89208210,0.00000000,0.01502630,0.83627756,1.89032259,1.05985626,0.05372107,2.15957362
-5.47173587,4.86273535,0.91842067,0.00000000,0.01532798,0.83273860,1.91905901,1.06306562,0.05618673,2.22122759
-5.46573287,4.94288308,0.94343385,0.00000000,0.01559403,0.82874029,1.94441722,1.06569464,0.05866624,2.28003301
-5.45972986,5.01676864,0.96677282,0.00000000,0.01582071,0.82419034,1.96603242,1.06754655,0.06114456,2.33523900
-5.45372686,5.08318708,0.98810872,0.00000000,0.01600477,0.81901515,1.98361476,1.06844632,0.06360588,2.38615030
-5.44772386,5.14108304,1.00714266,0.00000000,0.01614348,0.81316330,1.99695766,1.06824693,0.06603365,2.43214627
-5.44172086,5.18958088,1.02361489,0.00000000,0.01623470,0.80660773,2.00594327,1.06683429,0.06841080,2.47269774
-5.43571786,5.22800815,1.03731280,0.00000000,0.01627697,0.79934674,2.01054471,1.06413053,0.07071989,2.50738092
-5.42971486,5.25591128,1.04807711,0.00000000,0.01626949,0.79140372,2.01082511,1.06009560,0.07294332,2.53588750
-5.42371186,5.27306283,1.05580622,0.00000000,0.01621222,0.78282578,2.00693347,1.05472726,0.07506356,2.55803067
-5.41770885,5.27945999,1.06045828,0.00000000,0.01610586,0.77368128,1.99909751,1.04805934,0.07706338,2.57374648
-5.41170585,5.27531459,1.06205097,0.00000000,0.01595182,0.76405659,1.98761372,1.04015870,0.07892612,2.58309064
-5.40570285,5.26103499,1.06065899,0.00000000,0.01575226,0.75405217,1.97283525,1.03112078,0.08063596,2.58623075
-5.39969985,5.23720098,1.05640931,0.00000000,0.01550997,0.74377822,1.95515787,1.02106422,0.08217813,2.58343445
-5.39369685,5.20453290,1.04947460,0.00000000,0.01522837,0.73335005,1.93500488,1.01012482,0.08353918,2.57505407
-5.38769385,5.16385656,1.04006499,0.00000000,0.01491139,0.72288354,1.91281142,0.99844898,0.08470718,2.56150859
-5.38169085,5.11606588,1.02841876,0.00000000,0.01456341,0.71249074,1.88900896,0.98618720,0.08567193,2.54326380
-5.37568784,5.06208491,1.01479239,0.00000000,0.01418913,0.70227583,1.86401067,0.97348775,0.08642511,2.52081187
-5.36968484,5.00283148,0.99945041,0.00000000,0.01379351,0.69233175,1.83819833,0.96049094,0.08696044,2.49465116
-5.36368184,4.93918393,0.98265580,0.00000000,0.01338159,0.68273735,1.81191136,0.94732419,0.08727370,2.46526754
-5.35767884,4.87195280,0.96466119,0.00000000,0.01295849,0.67355554,1.78543853,0.93409811,0.08736285,2.43311803
-5.35167584,4.80185864,0.94570141,0.00000000,0.01252922,0.66483210,1.75901266,0.92090377,0.08722804,2.39861764
-5.34567284,4.72951701,0.92598771,0.00000000,0.01209868,0.65659558,1.73280873,0.90781133,0.08687156,2.36212984
-5.33966983,4.65543110,0.90570388,0.00000000,0.01167156,0.64885799,1.70694524,0.89486989,0.08629780,2.32396132
-5.33366683,4.57999216,0.88500441,0.00000000,0.01125231,0.64161637,1.68148899,0.88210871,0.08551322,2.28436085
-5.32766383,4.50348743,0.86401459,0.00000000,0.01084507,0.63485515,1.65646287,0.86953954,0.08452620,2.24352222
-5.32166083,4.42611467,0.84283252,0.00000000,0.01045374,0.62854922,1.63185624,0.85716006,0.08334700,2.20159101
-5.31565783,4.34800232,0.82153279,0.00000000,0.01008190,0.62266742,1.60763748,0.84495804,0.08198759,2.15867437
-5.30965483,4.26923388,0.80017141,0.00000000,0.00973288,0.61717653,1.58376784,0.83291617,0.08046162,2.11485316
-5.30365183,4.18987471,0.77879169,0.00000000,0.00940976,0.61204526,1.56021595,0.82101704,0.07878422,2.07019565
-5.29764882,4.10999975,0.75743057,0.00000000,0.00911543,0.60724838,1.53697214,0.80924825,0.07697199,2.02477173
-5.29164582,4.02972021,0.73612504,0.00000000,0.00885258,0.60277046,1.51406171,0.79760715,0.07504285,1.97866664
-5.28564282,3.94920778,0.71491802,0.00000000,0.00862375,0.59860928,1.49155651,0.78610508,0.07301599,1.93199352
-5.27963982,3.86871460,0.69386359,0.00000000,0.00843135,0.59477860,1.46958393,0.77477072,0.07091174,1.88490379
-5.27363682,3.78858808,0.67303096,0.00000000,0.00827771,0.59131009,1.44833291,0.76365261,0.06875151,1.83759482
-5.26763382,3.70927949,0.65250710,0.00000000,0.00816500,0.58825447,1.42805648,0.75282036,0.06655765,1.79031443
-5.26163082,3.63134576,0.63239783,0.00000000,0.00809528,0.58568155,1.40907063,0.74236478,0.06435332,1.74336190
-5.25562781,3.55544457,0.61282728,0.00000000,0.00807045,0.58367933,1.39174935,0.73239670,0.06216235,1.69708554
-5.24962481,3.48232265,0.59393581,0.00000000,0.00809223,0.58235202,1.37651623,0.72304461,0.06000898,1.65187682
-5.24362181,3.41279814,0.57587647,0.00000000,0.00816206,0.58181714,1.36383267,0.71445113,0.05791767,1.60816161
-5.23761881,3.34773786,0.55881025,0.00000000,0.00828109,0.58220174,1.35418346,0.70676862,0.05591272,1.56638877
-5.23161581,3.28803054,0.54290044,0.00000000,0.00845007,0.58363791,1.34806029,0.70015394,0.05401798,1.52701701
-5.22561281,3.23455759,0.52830630,0.00000000,0.00866930,0.58625782,1.34594398,0.69476272,0.05225644,1.49050046
-5.21960980,3.18816273,0.51517657,0.00000000,0.00893856,0.59018846,1.34828627,0.69074337,0.05064975,1.45727395
-5.21360680,3.14962207,0.50364305,0.00000000,0.00925704,0.59554626,1.35549217,0.68823104,0.04921782,1.42773857
-5.20760380,3.11961621,0.49381463,0.00000000,0.00962330,0.60243207,1.36790358,0.68734191,0.04797828,1.40224837
-5.20160080,3.09870551,0.48577216,0.00000000,0.01003519,0.61092643,1.38578513,0.68816805,0.04694606,1.38109876
-5.19559780,3.08731007,0.47956436,0.00000000,0.01048990,0.62108572,1.40931288,0.69077303,0.04613290,1.36451729
-5.18959480,3.08569498,0.47520497,0.00000000,0.01098390,0.63293909,1.43856654,0.69518857,0.04554702,1.35265699
-5.18359180,3.09396197,0.47267139,0.00000000,0.01151299,0.64648652,1.47352553,0.70141244,0.04519273,1.34559280
-5.17758879,3.11204743,0.47190468,0.00000000,0.01207234,0.66169817,1.51406916,0.70940763,0.04507024,1.34332101
-5.17158579,3.13972718,0.47281119,0.00000000,0.01265657,0.67851496,1.55998093,0.71910294,0.04517553,1.34576178
-5.16558279,3.17662759,0.47526543,0.00000000,0.01325983,0.69685047,1.61095679,0.73039506,0.04550036,1.35276437
-5.15957979,3.22224248,0.47911427,0.00000000,0.01387592,0.71659420,1.66661692,0.74315199,0.04603240,1.36411508
-5.15357679,3.27595512,0.48418213,0.00000000,0.01449842,0.73761591,1.72652049,0.75721773,0.04675554,1.37954699
-5.14757379,3.33706404,0.49027695,0.00000000,0.01512083,0.75977100,1.79018274,0.77241813,0.04765031,1.39875139
-5.14157079,3.40481160,0.49719664,0.00000000,0.01573672,0.78290666,1.85709342,0.78856762,0.04869441,1.42139005
-5.13556778,3.47841388,0.50473580,0.00000000,0.01633987,0.80686859,1.92673582,0.80547654,0.04986348,1.44710773
-5.12956478,3.55709039,0.51269216,0.00000000,0.01692446,0.83150782,1.99860537,0.82295885,0.05113183,1.47554438
-5.12356178,3.64009240,0.52087283,0.00000000,0.01748513,0.85668748,2.07222691,0.84083973,0.05247336,1.50634645
-5.11755878,3.72672828,0.52909974,0.00000000,0.01801721,0.88228915,2.14716987,0.85896289,0.05386247,1.53917668
-5.11155578,3.81638504,0.53721428,0.00000000,0.01851673,0.90821839,2.22306051,0.87719714,0.05527509,1.57372209
-5.10555278,3.90854476,0.54508096,0.00000000,0.01898057,0.93440920,2.29959081,0.89544189,0.05668955,1.60969977
-5.09954977,4.00279558,0.55258982,0.00000000,0.01940649,0.96082726,2.37652358,0.91363138,0.05808757,1.64686041
-5.09354677,4.09883660,0.55965785,0.00000000,0.01979319,0.98747163,2.45369360,0.93173734,0.05945509,1.68498945
-5.08754377,4.19647681,0.56622905,0.00000000,0.02014029,1.01437477,2.53100488,0.94976996,0.06078296,1.72390596
-5.08154077,4.29562820,0.57227358,0.00000000,0.02044835,1.04160108,2.60842439,0.96777702,0.06206758,1.76345962
-5.07553777,4.39629368,0.57778585,0.00000000,0.02071882,1.06924372,2.68597261,0.98584131,0.06331130,1.80352593
-5.06953477,4.49855056,0.58278184,0.00000000,0.02095396,1.09741996,2.76371155,1.00407633,0.06452265,1.84400028
-5.06353177,4.60253070,0.58729575,0.00000000,0.02115682,1.12626533,2.84173111,1.02262050,0.06571643,1.88479117
-5.05752876,4.70839833,0.59137626,0.00000000,0.02133108,1.15592675,2.92013443,1.04163013,0.06691343,1.92581327
-5.05152576,4.81632694,0.59508250,0.00000000,0.02148104,1.18655493,2.99902325,1.06127145,0.06814014,1.96698053
-5.04552276,4.92647635,0.59847998,0.00000000,0.02161143,1.21829650,3.07848393,1.08171211,0.06942805,2.00820005
-5.03951976,5.03897106,0.60163665,0.00000000,0.02172739,1.25128618,3.15857504,1.10311252,0.07081287,2.04936684
-5.03351676,5.15388097,0.60461914,0.00000000,0.02183430,1.28563931,3.23931706,1.12561740,0.07233351,2.09035981
-5.02751376,5.27120510,0.60748944,0.00000000,0.02193770,1.32144511,3.32068451,1.14934800,0.07403086,2.13103918
-5.02151076,5.39085903,0.61030190,0.00000000,0.02204317,1.35876095,3.40260113,1.17439519,0.07594651,2.17124524
-5.01550775,5.51266617,0.61310088,0.00000000,0.02215629,1.39760786,3.48493784,1.20081386,0.07812129,2.21079861
-5.00950475,5.63635313,0.61591871,0.00000000,0.02228243,1.43796728,3.56751359,1.22861870,0.08059374,2.24950157
-5.00350175,5.76154883,0.61877440,0.00000000,0.02242674,1.47977943,3.65009884,1.25778162,0.08339854,2.28714057
-4.99749875,5.88778718,0.62167262,0.00000000,0.02259402,1.52294291,3.73242120,1.28823069,0.08656502,2.32348946
-4.99149575,6.01451274,0.62460340,0.00000000,0.02278859,1.56731574,3.81417272,1.31985076,0.09011566,2.35831327
-4.98549275,6.14108884,0.62754212,0.00000000,0.02301420,1.61271757,3.89501837,1.35248545,0.09406466,2.39137233
-4.97948974,6.26680761,0.63045007,0.00000000,0.02327394,1.65893291,3.97460503,1.38594054,0.09841678,2.42242644
-4.97348674,6.39090129,0.63327533,0.00000000,0.02357010,1.70571511,4.05257042,1.41998833,0.10316630,2.45123895
-4.96748374,6.51255438,0.63595412,0.00000000,0.02390407,1.75279091,4.12855161,1.45437288,0.10829623,2.47758069
-4.96148074,6.63091615,0.63841250,0.00000000,0.02427627,1.79986536,4.20219245,1.48881578,0.11377785,2.50123364
-4.95547774,6.74511335,0.64056834,0.00000000,0.02468601,1.84662683,4.27314993,1.52302226,0.11957054,2.52199427
-4.94947474,6.85426272,0.64233374,0.00000000,0.02513148,1.89275194,4.34109904,1.55668727,0.12562201,2.53967676
-4.94347174,6.95748339,0.64361752,0.00000000,0.02560962,1.93791042,4.40573623,1.58950147,0.13186883,2.55411589
-4.93746873,7.05390907,0.64432809,0.00000000,0.02611618,1.98176956,4.46678151,1.62115687,0.13823741,2.56516995
-4.93146573,7.14270008,0.64437635,0.00000000,0.02664567,2.02399848,4.52397936,1.65135202,0.14464529,2.57272337
-4.92546273,7.22305519,0.64367862,0.00000000,0.02719143,2.06427205,4.57709863,1.67979667,0.15100280,2.57668934
-4.91945973,7.29422341,0.64215964,0.00000000,0.02774573,2.10227458,4.62593186,1.70621589,0.15721503,2.57701230
-4.91345673,7.35551556,0.63975528,0.00000000,0.02829985,2.13770322,4.67029417,1.73035363,0.16318405,2.57367011
-4.90745373,7.40631564,0.63641508,0.00000000,0.02884428,2.17027137,4.71002208,1.75197574,0.16881129,2.56667597
-4.90145073,7.44609173,0.63210439,0.00000000,0.02936891,2.19971188,4.74497249,1.77087259,0.17400007,2.55607974
-4.89544772,7.47440611,0.62680604,0.00000000,0.02986327,2.22578029,4.77502201,1.78686118,0.17865817,2.54196861
-4.88944472,7.49092438,0.62052143,0.00000000,0.03031679,2.24825807,4.80006661,1.79978698,0.18270027,2.52446688
-4.88344172,7.49542308,0.61327104,0.00000000,0.03071903,2.26695576,4.82002186,1.80952546,0.18605034,2.50373468
-4.87743872,7.48779546,0.60509423,0.00000000,0.03106002,2.28171613,4.83482341,1.81598328,0.18864369,2.47996553
-4.87143572,7.46805487,0.59604839,0.00000000,0.03133050,2.29241710,4.84442781,1.81909920,0.19042880,2.45338263
-4.86543272,7.43633569,0.58620738,0.00000000,0.03152215,2.29897435,4.84881339,1.81884478,0.19136868,2.42423400
-4.85942971,7.39289127,0.57565942,0.00000000,0.03162788,2.30134354,4.84798098,1.81522458,0.19144188,2.39278645
-4.85342671,7.33808895,0.56450445,0.00000000,0.03164196,2.29952186,4.84195443,1.80827606,0.19064294,2.35931867
-4.84742371,7.27240214,0.55285101,0.00000000,0.03156024,2.29354884,4.83078058,1.79806897,0.18898247,2.32411360
-4.84142071,7.19639965,0.54081295,0.00000000,0.03138018,2.28350632,4.81452874,1.78470419,0.18648665,2.28745067
-4.83541771,7.11073272,0.52850592,0.00000000,0.03110096,2.26951726,4.79328949,1.76831201,0.18319632,2.24959807
-4.82941471,7.01612009,0.51604398,0.00000000,0.03072344,2.25174364,4.76717294,1.74904974,0.17916574,2.21080562
-4.82341171,6.91333208,0.50353639,0.00000000,0.03025012,2.23038320,4.73630655,1.72709875,0.17446086,2.17129872
-4.81740870,6.80317409,0.49108469,0.00000000,0.02968507,2.20566519,4.70083261,1.70266095,0.16915750,2.13127372
-4.81140570,6.68647054,0.47878041,0.00000000,0.02903375,2.17784521,4.66090566,1.67595470,0.16333921,2.09089505
-4.80540270,6.56405003,0.46670326,0.00000000,0.02830285,2.14719938,4.61669018,1.64721044,0.15709513,2.05029448
-4.79939970,6.43673231,0.45492007,0.00000000,0.02750015,2.11401797,4.56835858,1.61666604,0.15051780,2.00957248
-4.79339670,6.30531779,0.44348443,0.00000000,0.02663423,2.07859887,4.51609005,1.58456216,0.14370109,1.96880182
-4.78739370,6.17058013,0.43243714,0.00000000,0.02571432,2.04124114,4.46007016,1.55113775,0.13673824,1.92803325
-4.78139070,6.03326196,0.42180721,0.00000000,0.02475011,2.00223889,4.40049150,1.51662604,0.12972014,1.88730291
-4.77538769,5.89407403,0.41161365,0.00000000,0.02375148,1.96187590,4.33755525,1.48125097,0.12273385,1.84664118
-4.76938469,5.75369749,0.40186763,0.00000000,0.02272841,1.92042114,4.27147375,1.44522450,0.11586144,1.80608241
-4.76338169,5.61278909,0.39257514,0.00000000,0.02169079,1.87812534,4.20247372,1.40874484,0.10917909,1.76567500
-4.75737869,5.47198849,0.38373973,0.00000000,0.02064826,1.83521894,4.13079999,1.37199556,0.10275653,1.72549118
-4.75137569,5.33192743,0.37536545,0.00000000,0.01961019,1.79191123,4.05671940,1.33514584,0.09665670,1.68563595
-4.74537269,5.19323951,0.36745953,0.00000000,0.01858551,1.74839093,3.98052440,1.29835171,0.09093571,1.64625456
-4.73936968,5.05657010,0.36003489,0.00000000,0.01758272,1.70482794,3.90253619,1.26175808,0.08564298,1.60753814
-4.73336668,4.92258547,0.35311210,0.00000000,0.01660982,1.66137616,3.82310678,1.22550167,0.08082158,1.56972701
-4.72736368,4.79198031,0.34672098,0.00000000,0.01567427,1.61817722,3.74261998,1.18971439,0.07650859,1.53311150
-4.72136068,4.66548313,0.34090140,0.00000000,0.01478303,1.57536479,3.66149086,1.15452701,0.07273566,1.49803013
-4.71535768,4.54385900,0.33570353,0.00000000,0.01394248,1.53306920,3.58016380,1.12007295,0.06952953,1.46486538
-4.70935468,4.42790932,0.33118737,0.00000000,0.01315847,1.49142216,3.49910892,1.08649172,0.06691247,1.43403692
-4.70335168,4.31846849,0.32742172,0.00000000,0.01243629,1.45056109,3.41881728,1.05393193,0.06490283,1.40599304
-4.69734867,4.21639757,0.32448246,0.00000000,0.01178062,1.41063299,3.33979476,1.02255358,0.06351536,1.38120031
-4.69134567,4.12257506,0.32245048,0.00000000,0.01119560,1.37179747,3.26255530,0.99252928,0.06276160,1.36013226
-4.68534267,4.03788523,0.32140917,0.00000000,0.01068472,1.33422885,3.18761344,0.96404456,0.06265004,1.34325742
-4.67933967,3.96320433,0.32144171,0.00000000,0.01025085,1.29811707,3.11547696,0.93729687,0.06318628,1.33102734
-4.67333667,3.89938533,0.32262822,0.00000000,0.00989618,1.26366746,3.04663959,0.91249345,0.06437313,1.32386500
-4.66733367,3.84724153,0.32504299,0.00000000,0.00962220,1.23109917,2.98157444,0.88984804,0.06621053,1.32215408
-4.66133067,3.80752969,0.32875178,0.00000000,0.00942969,1.20064252,2.92072815,0.86957651,0.06869548,1.32622942
-4.65532766,3.78093304,0.33380938,0.00000000,0.00931864,1.17253504,2.86451599,0.85189166,0.07182195,1.33636878
-4.64932466,3.76804459,0.34025738,0.00000000,0.00928829,1.14701667,2.81331798,0.83699724,0.07558068,1.35278626
-4.64332166,3.76935098,0.34812239,0.00000000,0.00933706,1.12432388,2.76747583,0.82508155,0.07995898,1.37562705
