energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Mn_p_up,Mn_d_up,S_s_up,S_p_up
-5.80190095,8.59355011,0.17515560,0.09459502,1.16573511,2.83252131,1.40557248,0.97581641,0.19928193,3.17289227
-5.79589795,8.40402525,0.17599815,0.09310476,1.15289354,2.77364634,1.38546656,0.95425374,0.19217736,3.09575327
-5.78989495,8.18772759,0.17621078,0.09134362,1.13608745,2.70656835,1.36105738,0.92909506,0.18457980,3.00823314
-5.78389195,7.94827862,0.17577778,0.08936652,1.11560744,2.63246588,1.33274664,0.90071081,0.17661360,2.91173072
-5.77788894,7.68967158,0.17469985,0.08723782,1.09183864,2.55259753,1.30101813,0.86954146,0.16840534,2.80779912
-5.77188594,7.41616685,0.17299391,0.08502990,1.06525226,2.46826700,1.26642615,0.83608572,0.16008076,2.69810615
-5.76588294,7.13218629,0.17069234,0.08282163,1.03639497,2.38079017,1.22958238,0.80088710,0.15176193,2.58439319
-5.75987994,6.84221008,0.16784179,0.08069655,1.00587624,2.29146529,1.19114143,0.76451921,0.14356478,2.46843407
-5.75387694,6.55067908,0.16450173,0.07874094,0.97435428,2.20154694,1.15178554,0.72757053,0.13559707,2.35199528
-5.74787394,6.26190515,0.16074252,0.07704171,0.94252077,2.11222405,1.11220877,0.69062923,0.12795688,2.23679858
-5.74187094,5.97999094,0.15664339,0.07568425,0.91108488,2.02460213,1.07310108,0.65426852,0.12073153,2.12448708
-5.73586793,5.70876033,0.15229012,0.07475022,0.88075687,1.93968961,1.03513266,0.61903316,0.11399700,2.01659520
-5.72986493,5.45169983,0.14777274,0.07431532,0.85223178,1.85838769,0.99893874,0.58542741,0.10781772,1.91452321
-5.72386193,5.21191079,0.14318311,0.07444721,0.82617340,1.78148345,0.96510543,0.55390471,0.10224674,1.81951627
-5.71785893,4.99207204,0.13861251,0.07520346,0.80319893,1.70964554,0.93415671,0.52485938,0.09732614,1.73264816
-5.71185593,4.79441212,0.13414941,0.07662976,0.78386457,1.64342188,0.90654301,0.49862037,0.09308759,1.65480942
-5.70585293,4.62069035,0.12987724,0.07875832,0.76865239,1.58323888,0.88263153,0.47544701,0.08955299,1.58669963
-5.69984992,4.47218577,0.12587243,0.08160663,0.75795877,1.52940185,0.86269873,0.45552684,0.08673511,1.52882359
-5.69384692,4.34969354,0.12220259,0.08517654,0.75208455,1.48209625,0.84692511,0.43897512,0.08463822,1.48149091
-5.68784392,4.25352797,0.11892495,0.08945382,0.75122730,1.44138971,0.83539254,0.42583613,0.08325848,1.44481884
-5.68184092,4.18353214,0.11608511,0.09440809,0.75547597,1.40723485,0.82808422,0.41608583,0.08258433,1.41873785
-5.67583792,4.13909393,0.11371603,0.09999335,0.76480791,1.37947312,0.82488748,0.40963579,0.08259667,1.40299992
-5.66983492,4.11916852,0.11183742,0.10614893,0.77908888,1.35783969,0.82559929,0.40633804,0.08326892,1.39718926
-5.66383192,4.12230763,0.11045538,0.11280100,0.79807570,1.34196994,0.82993438,0.40599088,0.08456704,1.40073524
-5.65782891,4.14669546,0.10956251,0.11986454,0.82142199,1.33140765,0.83753596,0.40834521,0.08644951,1.41292765
-5.65182591,4.19019161,0.10913835,0.12724571,0.84868683,1.32561506,0.84798844,0.41311140,0.08886727,1.43293388
-5.64582291,4.25038051,0.10915014,0.13484461,0.87934617,1.32398510,0.86083203,0.41996654,0.09176392,1.45981815
-5.63981991,4.32462716,0.10955406,0.14255827,0.91280677,1.32585557,0.87557846,0.42856190,0.09507591,1.49256232
-5.63381691,4.41013804,0.11029665,0.15028380,0.94842234,1.33052522,0.89172738,0.43853060,0.09873309,1.53008831
-5.62781391,4.50402618,0.11131665,0.15792152,0.98551127,1.33727127,0.90878272,0.44949531,0.10265940,1.57128140
-5.62181091,4.60337861,0.11254700,0.16537797,1.02337543,1.34536799,0.92626831,0.46107595,0.10677397,1.61501427
-5.61580790,4.70532425,0.11391705,0.17256858,1.06131923,1.35410562,0.94374208,0.47289727,0.11099243,1.66017097
-5.60980490,4.80710005,0.11535476,0.17942006,1.09866818,1.36280887,0.96080819,0.48459618,0.11522850,1.70567030
-5.60380190,4.90611305,0.11678903,0.18587205,1.13478631,1.37085438,0.97712657,0.49582875,0.11939588,1.75048785
-5.59779890,4.99999597,0.11815184,0.19187831,1.16909150,1.37768614,0.99241936,0.50627666,0.12341025,1.79367607
-5.59179590,5.08665421,0.11938024,0.19740707,1.20106811,1.38282835,1.00647401,0.51565317,0.12719143,1.83438159
-5.58579290,5.16430238,0.12041807,0.20244072,1.23027654,1.38589500,1.01914287,0.52370813,0.13066552,1.87185923
-5.57978989,5.23148900,0.12121734,0.20697475,1.25635904,1.38659582,1.03033942,0.53023222,0.13376699,1.90548231
-5.57378689,5.28710847,0.12173925,0.21101603,1.27904187,1.38473826,1.04003141,0.53506007,0.13644055,1.93474877
-5.56778389,5.33040018,0.12195477,0.21458054,1.29813373,1.38022553,1.04823125,0.53807234,0.13864280,1.95928306
-5.56178089,5.36093530,0.12184483,0.21769068,1.31352079,1.37305087,1.05498452,0.53919651,0.14034344,1.97883387
-5.55577789,5.37859221,0.12140007,0.22037234,1.32515872,1.36328849,1.06035710,0.53840647,0.14152610,1.99326790
-5.54977489,5.38352260,0.12062024,0.22265188,1.33306253,1.35108175,1.06442194,0.53572093,0.14218865,2.00256022
-5.54377189,5.37611027,0.11951333,0.22455331,1.33729484,1.33662922,1.06724634,0.53120063,0.14234297,2.00678176
-5.53776888,5.35692542,0.11809440,0.22609577,1.33795366,1.32016973,1.06888053,0.52494458,0.14201425,2.00608485
-5.53176588,5.32667715,0.11638433,0.22729151,1.33516039,1.30196698,1.06934841,0.51708536,0.14123967,2.00068751
-5.52576288,5.28616700,0.11440847,0.22814460,1.32904905,1.28229482,1.06864106,0.50778373,0.14006674,1.99085761
-5.51975988,5.23624623,0.11219535,0.22865030,1.31975741,1.26142393,1.06671356,0.49722286,0.13855117,1.97689751
-5.51375688,5.17777918,0.10977549,0.22879536,1.30742055,1.23961058,1.06348535,0.48560225,0.13675441,1.95913031
-5.50775388,5.11161437,0.10718039,0.22855901,1.29216739,1.21708800,1.05884419,0.47313169,0.13474112,1.93788812
-5.50175088,5.03856483,0.10444176,0.22791483,1.27412020,1.19406076,1.05265353,0.46002552,0.13257641,1.91350307
-5.49574787,4.95939800,0.10159099,0.22683320,1.25339696,1.17070225,1.04476286,0.44649732,0.13032323,1.88630126
-5.48974487,4.87483518,0.09865892,0.22528426,1.23011645,1.14715520,1.03502048,0.43275528,0.12803992,1.85659980
-5.48374187,4.78555986,0.09567583,0.22324119,1.20440531,1.12353499,1.02328780,0.41899841,0.12577797,1.82470688
-5.47773887,4.69223332,0.09267165,0.22068361,1.17640651,1.09993533,1.00945435,0.40541356,0.12358023,1.79092443
-5.47173587,4.59551593,0.08967637,0.21760081,1.14628835,1.07643569,0.99345264,0.39217349,0.12147957,1.75555310
-5.46573287,4.49609177,0.08672051,0.21399469,1.11425327,1.05310992,0.97527164,0.37943578,0.11949803,1.71889870
-5.45972986,4.39469426,0.08383564,0.20988213,1.08054542,1.03003521,0.95496839,0.36734260,0.11764652,1.68127945
-5.45372686,4.29213024,0.08105491,0.20529670,1.04545635,1.00730076,0.93267658,0.35602125,0.11592511,1.64303338
-5.44772386,4.18930033,0.07841334,0.20028951,1.00932824,0.98501550,0.90861178,0.34558521,0.11432382,1.60452486
-5.44172086,4.08721330,0.07594806,0.19492913,0.97255399,0.96331412,0.88307270,0.33613560,0.11282384,1.56614971
-5.43571786,3.98699280,0.07369827,0.18930067,0.93557403,0.94236105,0.85643846,0.32776274,0.11139926,1.52833811
-5.42971486,3.88987511,0.07170489,0.18350387,0.89886980,0.92235198,0.82916165,0.32054774,0.11001897,1.49155481
-5.42371186,3.79719728,0.07000998,0.17765038,0.86295387,0.90351264,0.80175759,0.31456371,0.10864888,1.45629631
-5.41770885,3.71037528,0.06865583,0.17186036,0.82835730,0.88609485,0.77479018,0.30987659,0.10725414,1.42308471
-5.41170585,3.63087276,0.06768381,0.16625848,0.79561448,0.87036999,0.74885482,0.30654531,0.10580136,1.39245826
-5.40570285,3.56016114,0.06713292,0.16096956,0.76524638,0.85661991,0.72455921,0.30462126,0.10426063,1.36495884
-5.39969985,3.49967269,0.06703822,0.15611406,0.73774280,0.84512604,0.70250285,0.30414700,0.10260735,1.34111666
-5.39369685,3.45074842,0.06742909,0.15180357,0.71354452,0.83615680,0.68325605,0.30515425,0.10082367,1.32143275
-5.38769385,3.41458295,0.06832748,0.14813651,0.69302619,0.82995423,0.66733932,0.30766114,0.09889948,1.30635999
-5.38169085,3.39216917,0.06974621,0.14519433,0.67648083,0.82672036,0.65520408,0.31166906,0.09683304,1.29628349
-5.37568784,3.38424514,0.07168738,0.14303822,0.66410662,0.82660402,0.64721532,0.31715914,0.09463103,1.29150124
-5.36968484,3.39124614,0.07414104,0.14170659,0.65599676,0.82968886,0.64363710,0.32408865,0.09230822,1.29220600
-5.36368184,3.41326445,0.07708418,0.14121337,0.65213274,0.83598324,0.64462125,0.33238774,0.08988665,1.29846951
-5.35767884,3.45001935,0.08048010,0.14154726,0.65238171,0.84541258,0.65019985,0.34195662,0.08739448,1.31022990
-5.35167584,3.50083935,0.08427827,0.14267186,0.65649775,0.85781473,0.66028179,0.35266360,0.08486449,1.32728312
-5.34567284,3.56465832,0.08841468,0.14452681,0.66412758,0.87293874,0.67465345,0.36434430,0.08233247,1.34927922
-5.33966983,3.64002650,0.09281271,0.14702982,0.67482003,0.89044725,0.69298350,0.37680208,0.07983536,1.37572393
-5.33366683,3.72513672,0.09738459,0.15007942,0.68803947,0.90992259,0.71483175,0.38981011,0.07740954,1.40598576
-5.32766383,3.81786554,0.10203329,0.15355858,0.70318231,0.93087652,0.73966155,0.40311487,0.07508909,1.43930879
-5.32166083,3.91582797,0.10665497,0.15733875,0.71959619,0.95276325,0.76685534,0.41644128,0.07290429,1.47483073
-5.31565783,4.01644420,0.11114175,0.16128435,0.73660104,0.97499521,0.79573279,0.42949930,0.07088038,1.51160584
-5.30965483,4.11701548,0.11538475,0.16525748,0.75351115,0.99696113,0.82557078,0.44199169,0.06903656,1.54863170
-5.30365183,4.21480631,0.11927739,0.16912265,0.76965744,1.01804537,0.85562444,0.45362278,0.06738544,1.58487902
-5.29764882,4.30712932,0.12271866,0.17275133,0.78440887,1.03764795,0.88514856,0.46410768,0.06593271,1.61932304
-5.29164582,4.39142905,0.12561629,0.17602612,0.79719230,1.05520400,0.91341840,0.47318171,0.06467734,1.65097514
-5.28564282,4.46536095,0.12788975,0.17884442,0.80750982,1.07020211,0.93974918,0.48060944,0.06361190,1.67891350
-5.27963982,4.52686196,0.12947279,0.18112141,0.81495298,1.08220035,0.96351367,0.48619289,0.06272335,1.70231100
-5.27363682,4.57420941,0.13031558,0.18279223,0.81921319,1.09083945,0.98415708,0.48977851,0.06199390,1.72045951
-5.26763382,4.60606574,0.13038623,0.18381331,0.82008810,1.09585246,1.00120885,0.49126246,0.06140211,1.73278915
-5.26163082,4.62150705,0.12967165,0.18416273,0.81748356,1.09707037,1.01429109,0.49059402,0.06092403,1.73888189
-5.25562781,4.62003455,0.12817775,0.18383975,0.81141138,1.09442371,1.02312344,0.48777678,0.06053439,1.73847890
-5.24962481,4.60156872,0.12592894,0.18286341,0.80198285,1.08793988,1.02752440,0.48286764,0.06020770,1.73148149
-5.24362181,4.56642707,0.12296695,0.18127040,0.78939877,1.07773663,1.02740927,0.47597362,0.05991920,1.71794571
-5.23761881,4.51528716,0.11934904,0.17911225,0.77393617,1.06401216,1.02278518,0.46724659,0.05964577,1.69807125
-5.23161581,4.44913725,0.11514573,0.17645209,0.75593280,1.04703225,1.01374345,0.45687632,0.05936651,1.67218537
-5.22561281,4.36921762,0.11043813,0.17336101,0.73576998,1.02711546,1.00045009,0.44508205,0.05906319,1.64072280
-5.21960980,4.27695597,0.10531491,0.16991434,0.71385474,1.00461700,0.98313481,0.43210320,0.05872043,1.60420293
-5.21360680,4.17390037,0.09986925,0.16618802,0.69060213,0.97991236,0.96207931,0.41818955,0.05832580,1.56320551
-5.20760380,4.06165336,0.09419574,0.16225512,0.66641854,0.95338134,0.93760538,0.40359149,0.05786957,1.51834618
-5.20160080,3.94181038,0.08838737,0.15818281,0.64168671,0.92539343,0.91006336,0.38855077,0.05734448,1.47025302
-5.19559780,3.81590537,0.08253290,0.15402987,0.61675306,0.89629520,0.87982147,0.37329224,0.05674532,1.41954521
-5.18959480,3.68536568,0.07671446,0.14984481,0.59191783,0.86640004,0.84725617,0.35801690,0.05606851,1.36681474
-5.18359180,3.55147791,0.07100564,0.14566464,0.56742829,0.83598086,0.81274403,0.34289655,0.05531163,1.31261168
-5.17758879,3.41536535,0.06547009,0.14151442,0.54347507,0.80526570,0.77665502,0.32807028,0.05447305,1.25743348
-5.17158579,3.27797713,0.06016056,0.13740745,0.52019167,0.77443626,0.73934728,0.31364279,0.05355154,1.20171843
-5.16558279,3.14008841,0.05511852,0.13334616,0.49765677,0.74362931,0.70116338,0.29968454,0.05254608,1.14584304
-5.15957979,3.00231044,0.05037418,0.12932341,0.47589915,0.71294036,0.66242765,0.28623365,0.05145570,1.09012307
-5.15357679,2.86510869,0.04594700,0.12532444,0.45490452,0.68242945,0.62344472,0.27329923,0.05027948,1.03481769
-5.14757379,2.72882715,0.04184655,0.12132893,0.43462396,0.65212827,0.58449869,0.26086597,0.04901666,0.98013601
-5.14157079,2.59371660,0.03807359,0.11731337,0.41498325,0.62204821,0.54585292,0.24889956,0.04766680,0.92624537
-5.13556778,2.45996464,0.03462148,0.11325338,0.39589250,0.59218867,0.50775018,0.23735267,0.04623012,0.87328066
-5.12956478,2.32772547,0.03147758,0.10912599,0.37725564,0.56254518,0.47041285,0.22617114,0.04470779,0.82135389
-5.12356178,2.19714772,0.02862482,0.10491166,0.35897917,0.53311681,0.43404329,0.21530000,0.04310227,0.77056344
-5.11755878,2.06839867,0.02604313,0.10059604,0.34097989,0.50391252,0.39882401,0.20468909,0.04141768,0.72100257
-5.11155578,1.94168412,0.02371086,0.09617127,0.32319118,0.47495612,0.36491784,0.19429802,0.03966008,0.67276669
-5.10555278,1.81726301,0.02160602,0.09163698,0.30556778,0.44628984,0.33246803,0.18410037,0.03783772,0.62595920
-5.09954977,1.69545681,0.01970742,0.08700067,0.28808888,0.41797625,0.30159824,0.17408692,0.03596125,0.58069594
-5.09354677,1.57665378,0.01799554,0.08227788,0.27075959,0.39009878,0.27241267,0.16426797,0.03404375,0.53710807
-5.08754377,1.46130866,0.01645324,0.07749174,0.25361092,0.36276083,0.24499622,0.15467479,0.03210083,0.49534368
-5.08154077,1.34993848,0.01506630,0.07267236,0.23669842,0.33608377,0.21941493,0.14536012,0.03015051,0.45556837
-5.07553777,1.24311557,0.01382376,0.06785582,0.22009972,0.31020415,0.19571659,0.13639811,0.02821316,0.41796487
-5.06953477,1.14145864,0.01271811,0.06308305,0.20391128,0.28527018,0.17393176,0.12788350,0.02631130,0.38273226
-5.06353177,1.04562297,0.01174531,0.05839853,0.18824463,0.26143810,0.15407499,0.11993050,0.02446951,0.35008483
-5.05752876,0.95629060,0.01090476,0.05384901,0.17322232,0.23886835,0.13614646,0.11267130,0.02271420,0.32025093
-5.05152576,0.87416119,0.01019913,0.04948222,0.15897393,0.21772213,0.12013380,0.10625437,0.02107349,0.29347197
-5.04552276,0.79994418,0.00963415,0.04534572,0.14563224,0.19815822,0.10601416,0.10084276,0.01957716,0.27000163
-5.03951976,0.73435234,0.00921837,0.04148585,0.13332986,0.18033038,0.09375633,0.09661222,0.01825654,0.25010530
-5.03351676,0.67809693,0.00896284,0.03794690,0.12219630,0.16438537,0.08332294,0.09374940,0.01714457,0.23405968
-5.02751376,0.63188399,0.00888082,0.03477043,0.11235565,0.15046153,0.07467248,0.09244989,0.01627582,0.22215238
-5.02151076,0.59641163,0.00898746,0.03199483,0.10392474,0.13868785,0.06776115,0.09291619,0.01568657,0.21468128
-5.01550775,0.57236747,0.00929946,0.02965499,0.09701191,0.12918359,0.06254433,0.09535543,0.01541494,0.21195339
-5.00950475,0.56042564,0.00983471,0.02778216,0.09171620,0.12205809,0.05897772,0.09997674,0.01550090,0.21428292
-5.00350175,0.56124259,0.01061194,0.02640392,0.08812684,0.11741082,0.05701794,0.10698827,0.01598630,0.22198821
-4.99749875,0.57545100,0.01165035,0.02554425,0.08632302,0.11533132,0.05662269,0.11659352,0.01691475,0.23538737
-4.99149575,0.60365119,0.01296920,0.02522356,0.08637378,0.11589908,0.05775032,0.12898726,0.01833142,0.25479230
-4.98549275,0.64639961,0.01458740,0.02545881,0.08833787,0.11918302,0.06035899,0.14435073,0.02028258,0.28050105
-4.97948974,0.70419418,0.01652309,0.02626352,0.09226353,0.12524063,0.06440537,0.16284622,0.02281495,0.31278851
-4.97348674,0.77745659,0.01879317,0.02764779,0.09818820,0.13411664,0.06984293,0.18461129,0.02597489,0.35189553
-4.96748374,0.86651183,0.02141291,0.02961819,0.10613796,0.14584125,0.07662013,0.20975255,0.02980721,0.39801671
-4.96148074,0.97156573,0.02439548,0.03217759,0.11612681,0.16042790,0.08467840,0.23833934,0.03435385,0.45128734
-4.95547774,1.09268125,0.02775154,0.03532494,0.12815585,0.17787073,0.09395018,0.27039770,0.03965230,0.51176985
-4.94947474,1.22975479,0.03148887,0.03905494,0.14221223,0.19814185,0.10435716,0.30590469,0.04573380,0.57944060
-4.94347174,1.38249376,0.03561205,0.04335767,0.15826816,0.22118854,0.11580890,0.34478367,0.05262149,0.65417752
-4.93746873,1.55039690,0.04012213,0.04821825,0.17627983,0.24693056,0.12820175,0.38690076,0.06032842,0.73574945
-4.93146573,1.73273856,0.04501643,0.05361644,0.19618645,0.27525781,0.14141854,0.43206281,0.06885567,0.82380792
-4.92546273,1.92855847,0.05028833,0.05952632,0.21790947,0.30602851,0.15532876,0.48001726,0.07819054,0.91788202
-4.91945973,2.13665793,0.05592716,0.06591602,0.24135196,0.33906793,0.16978945,0.53045400,0.08830505,1.01737690
-4.91345673,2.35560336,0.06191809,0.07274751,0.26639824,0.37416796,0.18464683,0.58300935,0.09915465,1.12157649
-4.90745373,2.58373759,0.06824205,0.07997657,0.29291373,0.41108759,0.19973848,0.63727224,0.11067753,1.22965045
-4.90145073,2.81919899,0.07487569,0.08755275,0.32074507,0.44955415,0.21489611,0.69279236,0.12279428,1.34066559
-4.89544772,3.05994807,0.08179126,0.09541958,0.34972047,0.48926554,0.22994878,0.74909007,0.13540824,1.45360142
-4.88944472,3.30380076,0.08895655,0.10351484,0.37965024,0.52989327,0.24472639,0.80566763,0.14840643,1.56736940
-4.88344172,3.54846714,0.09633476,0.11177097,0.41032746,0.57108616,0.25906327,0.86202142,0.16166107,1.68083519
-4.87743872,3.79159418,0.10388432,0.12011557,0.44152881,0.61247473,0.27280177,0.91765430,0.17503173,1.79284315
-4.87143572,4.03081071,0.11155873,0.12847209,0.47301554,0.65367593,0.28579562,0.97208780,0.18836803,1.90224190
-4.86543272,4.26377287,0.11930635,0.13676052,0.50453450,0.69429826,0.29791293,1.02487340,0.20151277,2.00791001
-4.85942971,4.48820811,0.12707029,0.14489827,0.53581940,0.73394694,0.30903876,1.07560224,0.21430538,2.10878065
-4.85342671,4.70195627,0.13478825,0.15280113,0.56659225,0.77222913,0.31907711,1.12391295,0.22658563,2.20386423
-4.84742371,4.90300610,0.14239261,0.16038427,0.59656512,0.80875909,0.32795235,1.16949724,0.23819738,2.29226801
-4.84142071,5.08952652,0.14981059,0.16756342,0.62544232,0.84316308,0.33561012,1.21210282,0.24899219,2.37321218
-4.83541771,5.25989163,0.15696470,0.17425608,0.65292306,0.87508420,0.34201771,1.25153403,0.25883274,2.44604181
-4.82941471,5.41269974,0.16377336,0.18038291,0.67870480,0.90418693,0.34716400,1.28764991,0.26759588,2.51023448
-4.82341171,5.54678634,0.17015196,0.18586912,0.70248725,0.93016155,0.35105921,1.32036047,0.27517519,2.56540386
-4.81740870,5.66123199,0.17601413,0.19064603,0.72397715,0.95272851,0.35373441,1.34962131,0.28148294,2.61129943
-4.81140570,5.75536606,0.18127341,0.19465262,0.74289388,0.97164257,0.35524103,1.37542748,0.28645152,2.64780304
-4.80540270,5.82876735,0.18584515,0.19783718,0.75897569,0.98669707,0.35565054,1.39780708,0.29003414,2.67492311
-4.79939970,5.88126313,0.18964873,0.20015890,0.77198654,0.99772799,0.35505421,1.41681541,0.29220503,2.69278721
-4.79339670,5.91292749,0.19260992,0.20158944,0.78172331,1.00461809,0.35356318,1.43253028,0.29295897,2.70163407
-4.78739370,5.92408013,0.19466333,0.20211434,0.78802313,1.00730072,0.35130868,1.44504907,0.29231042,2.70180572
-4.78139070,5.91528601,0.19575485,0.20173427,0.79077044,1.00576345,0.34844250,1.45448785,0.29029221,2.69374050
-4.77538769,5.88735617,0.19584388,0.20046597,0.78990349,1.00005116,0.34513737,1.46098281,0.28695389,2.67796736
-4.76938469,5.84134937,0.19490537,0.19834287,0.78541986,0.99026842,0.34158736,1.46469401,0.28235993,2.65510166
-4.76338169,5.77857367,0.19293142,0.19541530,0.77738056,0.97658098,0.33800779,1.46581101,0.27658780,2.62584239
-4.75737869,5.70058700,0.18993236,0.19175019,0.76591250,0.95921595,0.33463473,1.46456003,0.26972596,2.59097048
-4.75137569,5.60919492,0.18593728,0.18743025,0.75120888,0.93846071,0.33172362,1.46121189,0.26187197,2.55134748
-4.74537269,5.50644416,0.18099392,0.18255267,0.73352744,0.91466001,0.32954695,1.45608980,0.25313059,2.50791393
-4.73936968,5.39460994,0.17516788,0.17722715,0.71318638,0.88821146,0.32839081,1.44957614,0.24361206,2.46168644
-4.73336668,5.27617573,0.16854123,0.17157355,0.69055803,0.85955915,0.32855010,1.44211725,0.23343042,2.41375242
-4.72736368,5.15380402,0.16121047,0.16571899,0.66606031,0.82918547,0.33032252,1.43422519,0.22270199,2.36526181
-4.72136068,5.03029739,0.15328403,0.15979458,0.64014639,0.79760131,0.33400124,1.42647592,0.21154392,2.31741474
-4.71535768,4.90854968,0.14487935,0.15393191,0.61329282,0.76533488,0.33986662,1.41950309,0.20007282,2.27144500
-4.70935468,4.79148791,0.13611966,0.14825934,0.58598657,0.73291948,0.34817691,1.41398727,0.18840343,2.22859889
-4.70335168,4.68200599,0.12713070,0.14289834,0.55871165,0.70088061,0.35915865,1.41064060,0.17664735,2.19010978
-4.69734867,4.58289245,0.11803742,0.13795993,0.53193564,0.66972295,0.37299685,1.41018709,0.16491179,2.15716904
-4.69134567,4.49675481,0.10896082,0.13354139,0.50609700,0.63991776,0.38982575,1.41333939,0.15329838,2.13089415
-4.68534267,4.42594366,0.10001511,0.12972348,0.48159345,0.61189112,0.40972038,1.42077280,0.14190202,2.11229553
-4.67933967,4.37248021,0.09130527,0.12656812,0.45877207,0.58601370,0.43268975,1.43309786,0.13080979,2.10224358
-4.67333667,4.33799083,0.08292509,0.12411679,0.43792146,0.56259237,0.45867197,1.45083293,0.12010005,2.10143764
-4.66733367,4.32365247,0.07495571,0.12238968,0.41926637,0.54186413,0.48753178,1.47437819,0.10984156,2.11037892
-4.66133067,4.33015200,0.06746477,0.12138557,0.40296484,0.52399258,0.51906093,1.50399274,0.10009296,2.12934889
-4.65532766,4.35766248,0.06050604,0.12108260,0.38910804,0.50906718,0.55298159,1.53977617,0.09090230,2.15839507
-4.64932466,4.40583834,0.05411965,0.12143970,0.37772274,0.49710524,0.58895281,1.58165592,0.08230694,2.19732514
-4.64332166,4.47383045,0.04833269,0.12239885,0.36877608,0.48805654,0.62657999,1.62938146,0.07433363,2.24571048
